Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),O(29),CH3X(55),C2H4(47),OH(D)X(68),COX(50),CH4OX(63),CHOX(53),C2H6X(52),acetyl(44),CH2(T)(34),C2H4X(222),CH2O2(186),C2H4X(70),CHO2X(213),CH2OX(54),CH2OH(40)
1.9589349147812073e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4420355201252272,0.0915584086030423,0.012625932614476167,0.0,0.0048373579060656015,0.031407925892816116,0.015371179298894637,5.759938702909608e-05,6.517493031775545e-05,0.0022281257249091215,7.333131717096171e-11,0.000476593127582497,3.4408862348832885e-09,3.222647955775227e-05,1.7448083976277002e-09,9.867918259850175e-11,5.430719022991551e-05,1.6121689652285333e-05,0.00656600591143789,1.1926786429743364e-05,0.0004194695809553395,1.0208678090984511e-07,6.9988050757082575e-09,6.162590763446265e-09,4.4602944754456816e-10,1.829103425549696e-05,0.0026170984914706003,9.132535489514694e-06,2.1682411138414174e-07,0.000627357738000044,9.46556135400606e-06,6.892546325753228e-09,2.5512758186776144e-05,1.6768847882634457e-10,4.7537051699294344e-08,3.5648249332408777e-10,4.0988471054898775e-10,1.5862336380747846e-07,8.570502797616936e-11,1.6978697673464513e-06,1.8230234877840403e-06,6.21520651525455e-15,4.54114515230921e-12,4.4142250398838974e-13,1.1206173164567995e-07,4.0973878846604134e-09
1.964042824678384e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4420250789522728,0.09151591217123291,0.012606234311776461,0.0,0.00484162841704485,0.031495148926230836,0.015406719799024885,5.753369736393806e-05,6.517902891923385e-05,0.002226897468803658,7.324468040059372e-11,0.0004768082351444198,3.4389700560815516e-09,3.2069361294103556e-05,1.7472611195126083e-09,9.882706580253164e-11,5.4107213712953674e-05,1.6160915105001573e-05,0.006562803736055796,1.1858592705800547e-05,0.00041998484370691454,1.0162854014542467e-07,6.984033831861209e-09,6.159009495456055e-09,4.4906344161749815e-10,1.8393291060034928e-05,0.002628438738764238,9.152841235043381e-06,2.170103051441717e-07,0.0006290870824669645,9.452242970273189e-06,6.888584083910724e-09,2.557483440045637e-05,1.670670487408633e-10,4.764583953340481e-08,3.5473610386295906e-10,4.1130935093842674e-10,1.5843867326180932e-07,8.585583690649099e-11,1.6945643590052703e-06,1.8274973785029134e-06,6.1934315359410604e-15,4.552086622607014e-12,4.404285531644325e-13,1.1206623161774834e-07,4.080714555912066e-09
1.969150734575561e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4420146146695765,0.09147343853524506,0.012586567542817657,0.0,0.0048458837768434,0.03158233445179862,0.01544221034684185,5.746817278365006e-05,6.518263233381514e-05,0.0022256714893200994,7.315844094824341e-11,0.00047702299480890616,3.4370649662723632e-09,3.191315069354375e-05,1.7497149066054934e-09,9.897465324279918e-11,5.390836150512545e-05,1.6200087585833593e-05,0.006559603000532077,1.1790899139701655e-05,0.0004204991841524671,1.0117294406955914e-07,6.969299215806971e-09,6.1554352723466856e-09,4.5211045135357074e-10,1.8495866683387856e-05,0.0026398016600807338,9.173116584656939e-06,2.1719579996937687e-07,0.0006308155615630927,9.438952946102103e-06,6.884628703871717e-09,2.5636826782489917e-05,1.6644911058576107e-10,4.775446520216237e-08,3.5299981795878646e-10,4.1273404405724443e-10,1.5825443787615596e-07,8.600623712480863e-11,1.6912803267268453e-06,1.831964804933274e-06,6.1717877483644764e-15,4.563012411992371e-12,4.394357976216216e-13,1.1206987325866654e-07,4.064134072745256e-09
1.9742586444727378e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4420041272797632,0.09143098766440227,0.012566932257717198,0.0,0.00485012405399364,0.031669482492632635,0.015477650988185427,5.7402812547283964e-05,6.518574427460041e-05,0.002224447774837822,7.307259608131106e-11,0.00047723740806413455,3.43517088998438e-09,3.175784280480525e-05,1.7521697553636797e-09,9.912194540102602e-11,5.371062507200593e-05,1.6239207269456964e-05,0.00655640370300298,1.1723701079094045e-05,0.00042101260565036467,1.007199729225229e-07,6.95460110133847e-09,6.15186806488015e-09,4.55170499753958e-10,1.8598761371672977e-05,0.002651187255426535,9.19336156455879e-06,2.1738059894638295e-07,0.0006325431755345341,9.425691083992924e-06,6.880680149826356e-09,2.5698735609319877e-05,1.6583463786112414e-10,4.786292884135787e-08,3.5127358040577055e-10,4.141587836151314e-10,1.5807065560792643e-07,8.615622950251822e-11,1.688017488220642e-06,1.8364257874050367e-06,6.150274008511191e-15,4.573922569020498e-12,4.384442483573793e-13,1.1207266301756168e-07,4.047645931463005e-09
1.9793665543699146e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44199361678577864,0.09138855952822204,0.012547328406669675,0.0,0.0048543493166073,0.0317565930717535,0.015513041769026679,5.733761591323775e-05,6.518836842946265e-05,0.0022232263137815945,7.298714308312236e-11,0.0004774514763878001,3.433287752250234e-09,3.160343268882005e-05,1.7546256620793373e-09,9.926894275202055e-11,5.351399596892732e-05,1.627827432944137e-05,0.006553205841623809,1.1656993926784948e-05,0.0004215251115363412,1.0026960714661979e-07,6.939939362827411e-09,6.148307843961557e-09,4.5824360973508467e-10,1.870197536798476e-05,0.002662595524439545,9.213576201034583e-06,2.175647051431008e-07,0.0006342699246262426,9.412457189518502e-06,6.8767383861114955e-09,2.5760561155638572e-05,1.6522360434567075e-10,4.797123058726319e-08,3.495573361352867e-10,4.155835633549233e-10,1.5788732441279642e-07,8.630581490713002e-11,1.6847756635102127e-06,1.840880346118993e-06,6.128889186320764e-15,4.5848171419388356e-12,4.37453916253986e-13,1.1207460729989435e-07,4.0312496295642325e-09
1.9844744642670914e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44198308319088786,0.09134615409641338,0.012527755939946655,0.0,0.004858559632379517,0.03184366621208842,0.015548382735465917,5.727258213943473e-05,6.519050846121873e-05,0.0022220070946222664,7.290207925302003e-11,0.00047766520124719485,3.4314154786055847e-09,3.144991541906594e-05,1.7570826228819243e-09,9.941564576378296e-11,5.3318465839598667e-05,1.6317288938259393e-05,0.006550009414568682,1.1590773139908444e-05,0.0004220367051237176,9.982182738299742e-08,6.925313875223513e-09,6.1447545806405625e-09,4.613298041276533e-10,1.880550891239823e-05,0.002674026466392068,9.233760520450741e-06,2.1774812160892986e-07,0.0006359958090820054,9.399251071261655e-06,6.872803377213096e-09,2.5822303694397864e-05,1.6461598409246448e-10,4.807937057663127e-08,3.478510302197049e-10,4.170083770525113e-10,1.5770444224520583e-07,8.645499420233144e-11,1.6815546748921402e-06,1.8453285011476684e-06,6.1076321654602205e-15,4.5956961786893016e-12,4.364648120775429e-13,1.1207571246775637e-07,4.014944665780001e-09
1.9895823741642683e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44197252649867214,0.09130377133887456,0.012508214807896486,0.0,0.0048627550685928205,0.0319307019364705,0.015583673933730776,5.720771048349642e-05,6.519216800780019e-05,0.0022207901058774156,7.28174019064478e-11,0.0004778785840992895,3.429553995088245e-09,3.1297286081901484e-05,1.7595406337405684e-09,9.956205489760969e-11,5.312402641475444e-05,1.635625126729035e-05,0.006546814420030329,1.1525034229108414e-05,0.00042254738970361677,9.937661446857624e-08,6.9107245140550515e-09,6.141208246112574e-09,4.6442910567761365e-10,1.8909362241979832e-05,0.0026854800801937267,9.253914549252177e-06,2.1793085137489208e-07,0.0006377208291444334,9.386072540753914e-06,6.8688750877669625e-09,2.5883963496824333e-05,1.6401175142478143e-10,4.818734894666885e-08,3.4615460787622856e-10,4.1843321851632764e-10,1.575220070588379e-07,8.660376824799165e-11,1.67835434689587e-06,1.8497702724361858e-06,6.086501843088336e-15,4.606559726909558e-12,4.3547694645723333e-13,1.1207598484016482e-07,3.998730540108813e-09
1.994690284061445e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4419619467130282,0.09126141122569091,0.012488704960944147,0.0,0.004866935692121061,0.03201770026763796,0.015618915410174319,5.714300020290937e-05,6.519335068242259e-05,0.0022195753361119713,7.273310837502588e-11,0.00047809162639081323,3.4277032282368742e-09,3.114553977689008e-05,1.761999690466474e-09,9.9708170608197e-11,5.2930669510831354e-05,1.6395161486829515e-05,0.006543620856219865,1.1459772757735107e-05,0.0004230571685451801,9.893394943379052e-08,6.896171155427725e-09,6.137668811720757e-09,4.675415370455894e-10,1.901353559079032e-05,0.002696956364394376,9.27403831396311e-06,2.1811289745382372e-07,0.0006394449850549483,9.372921412415596e-06,6.864953482561431e-09,2.594554083242912e-05,1.634108809319476e-10,4.829516583504435e-08,3.444680144703757e-10,4.198580815873717e-10,1.573400168070811e-07,8.675213790024147e-11,1.6751745062444032e-06,1.8542056798031225e-06,6.0654971296251784e-15,4.617407833935771e-12,4.344903299077787e-13,1.1207543069335526e-07,3.982606753850775e-09
1.999798193958622e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.441951343838165,0.09121907372713242,0.012469226349591063,0.0,0.004871101569433275,0.03210466122823354,0.015654107211273194,5.707845055518599e-05,6.519406007375387e-05,0.0022183627739387995,7.264919600661897e-11,0.0004783043295583344,3.4258631050897033e-09,3.099467161711324e-05,1.764459788715357e-09,9.985399334374379e-11,5.273838702867265e-05,1.643401976609786e-05,0.0065404287213665846,1.1394984341057938e-05,0.00042356604489577883,9.849381349956484e-08,6.881653676023228e-09,6.134136248957203e-09,4.706671208053411e-10,1.911802918988666e-05,0.002708455317187001,9.294131841185973e-06,2.1829426284058597e-07,0.0006411682770537722,9.35979750349725e-06,6.8610385265398534e-09,2.600703596901708e-05,1.6281334746529812e-10,4.840282137989479e-08,3.427911955193949e-10,4.212829601392668e-10,1.571584694434753e-07,8.690010401154756e-11,1.6720149818158304e-06,1.858634742941369e-06,6.044616948544361e-15,4.628240546805069e-12,4.335049728339668e-13,1.120740562610728e-07,3.966572809640405e-09
2.0049061038557988e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4419407178786022,0.09117675881365181,0.012449778924414928,0.0,0.00487525276659749,0.032191584840803915,0.015689249383625786,5.701406079801963e-05,6.519429974608123e-05,0.0022171524080192625,7.256566216539699e-11,0.0004785166950283392,3.4240335531834427e-09,3.084467672947342e-05,1.7669209239898233e-09,9.999952354605337e-11,5.2547170952259236e-05,1.6472826273244806e-05,0.006537238013717751,1.1330664645493665e-05,0.0004240740219812221,9.805618807423546e-08,6.867171953099799e-09,6.130610529463729e-09,4.738058794451826e-10,1.9222843267334802e-05,0.0027199769364105843,9.314195157598441e-06,2.1847495051217714e-07,0.0006428907053799184,9.346700634022462e-06,6.857130184800575e-09,2.6068449172702944e-05,1.6221912613432726e-10,4.851031571979108e-08,3.4112409669580246e-10,4.2270784807754666e-10,1.5697736292214042e-07,8.704766743069754e-11,1.6688756046056904e-06,1.8630574814189847e-06,6.0238602361517164e-15,4.639057912256471e-12,4.3252088549643625e-13,1.1207186773486021e-07,3.9506282114785545e-09
2.0100140137529756e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4419300688391681,0.09113446645588215,0.012430362636069569,0.0,0.0048793893492844655,0.0322784711277991,0.015724341973950437,5.6949830189433976e-05,6.51940732394769e-05,0.0022159442270637472,7.248250423188843e-11,0.0004787287242173118,3.4222145005517043e-09,3.069555025498688e-05,1.7693830916417404e-09,1.0014476165063492e-10,5.235701334746702e-05,1.6511581175357044e-05,0.00653404873153839,1.1266809387846512e-05,0.0004245811030059653,9.762105475161238e-08,6.852725864490902e-09,6.127091625033828e-09,4.769578353677473e-10,1.932797804821361e-05,0.0027315212195529784,9.334228289954643e-06,2.1865496342791e-07,0.0006446122702711842,9.333630626731889e-06,6.85322842259934e-09,2.61297807079214e-05,1.6162819230276956e-10,4.861764899374547e-08,3.394666638305073e-10,4.2413273933970315e-10,1.56796695198191e-07,8.719482900287722e-11,1.6657562076901288e-06,1.8674739146800518e-06,6.003225941364406e-15,4.649859976733678e-12,4.3153807804081953e-13,1.120688712643441e-07,3.934772464763395e-09
2.0151219236501524e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44191939672499686,0.09109219662463489,0.012410977435284742,0.0,0.004883511382771381,0.032365320111571956,0.015759385029083632,5.6885757987927214e-05,6.519338406996267e-05,0.0022147382198321706,7.239971960302728e-11,0.00047894041853181193,3.4204058757234614e-09,3.054728734906634e-05,1.7718462868746526e-09,1.0028970808680349e-10,5.2167906360849604e-05,1.6550284638469898e-05,0.006530860873111088,1.1203414334563732e-05,0.00042508729115331363,9.718839530814842e-08,6.838315288603002e-09,6.1235795076135986e-09,4.801230108875926e-10,1.943343375461444e-05,0.002743088163753751,9.354231265084572e-06,2.188343045296363e-07,0.0006463329719641423,9.32058730702865e-06,6.849333205352086e-09,2.619103083743448e-05,1.6104052158477557e-10,4.872482134122882e-08,3.3781884291583134e-10,4.2555762789550323e-10,1.5661646422813482e-07,8.734158956976375e-11,1.6626566261898431e-06,1.8718840620455276e-06,5.982713025520753e-15,4.660646786387843e-12,4.305565605134574e-13,1.1206507295751957e-07,3.919005076320064e-09
2.0202298335473292e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4419087015415275,0.0910499492908977,0.01239162327286599,0.0,0.004887618931945452,0.032452131814377796,0.015794378595978275,5.682184345261075e-05,6.51922357296732e-05,0.002213534375134447,7.231730569219304e-11,0.00047915177936855367,3.4186076077217547e-09,3.0399883181794033e-05,1.7743105047461504e-09,1.004343632777798e-10,5.1979842218446024e-05,1.658893682756876e-05,0.006527674436735791,1.1140475301006217e-05,0.0004255925895856232,9.675819169977151e-08,6.823940104416216e-09,6.12007414930206e-09,4.833014282330822e-10,1.9539210605656077e-05,0.002754677765807003,9.374204109890312e-06,2.1901297674183727e-07,0.0006480528106941344,9.307570502924876e-06,6.845444498634105e-09,2.625219982234892e-05,1.6045608984133361e-10,4.883183290212697e-08,3.3618058010877985e-10,4.2698250774599815e-10,1.5643666797025747e-07,8.748794996948783e-11,1.6595766972347937e-06,1.8762879427140964e-06,5.962320462173439e-15,4.671418387078103e-12,4.2957634280736245e-13,1.1206047888103253e-07,3.903325554429427e-09
2.025337743444506e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44189798329450086,0.09100772442583252,0.012372300099694467,0.0,0.004891712061307514,0.032538906258373815,0.015829322721701945,5.675808584334282e-05,6.519063168701834e-05,0.002212332681830944,7.223525992924445e-11,0.00047936280811448315,3.4168196260618746e-09,3.0253332938185434e-05,1.7767757401702133e-09,1.0057872764078884e-10,5.1792813224612665e-05,1.662753790659703e-05,0.006524489420729605,1.1077988150729373e-05,0.00042609700144450094,9.633042606027849e-08,6.809600191482962e-09,6.116575522353221e-09,4.864931095468533e-10,1.9645308817490317e-05,0.0027662900221641896,9.394146851347523e-06,2.1919098297177955e-07,0.0006497717866952654,9.294580044989485e-06,6.841562268182032e-09,2.6313287922126818e-05,1.5987487317658112e-10,4.8938683816745035e-08,3.3455182173385115e-10,4.2840737292352227e-10,1.5625730438499213e-07,8.763391103670309e-11,1.6565162599296626e-06,1.8806855757630157e-06,5.9420472368753205e-15,4.6821748243743255e-12,4.2859743469708223e-13,1.1205509506045939e-07,3.88773340885609e-09
2.030445653341683e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418872419899579,0.09096552200077351,0.012353007866726773,0.0,0.004895790834975533,0.03262564346561891,0.015864217453435213,5.6694484420857285e-05,6.518857538684388e-05,0.002211133128832898,7.215357976054742e-11,0.00047957350614685507,3.415041860749592e-09,3.010763181844354e-05,1.7792419879195842e-09,1.0072280158715787e-10,5.160681176087881e-05,1.6666088038469692e-05,0.006521305823426608,1.1015948794778448e-05,0.00042660052985100244,9.590508069874973e-08,6.795295429924803e-09,6.113083599176731e-09,4.896980768821753e-10,1.9751728603298328e-05,0.0027779249289369237,9.414059516505675e-06,2.1936832610976274e-07,0.0006514899002003983,9.281615766297208e-06,6.837686479897225e-09,2.6374295394590755e-05,1.5929684793416635e-10,4.904537422583945e-08,3.32932514285653e-10,4.298322174924421e-10,1.5607837143527575e-07,8.777947360270787e-11,1.653475155320044e-06,1.885076980148962e-06,5.921892347006369e-15,4.692916143560327e-12,4.276198458748216e-13,1.1204892748058545e-07,3.872228150875138e-09
2.0355535632388597e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418764776342376,0.09092334198722503,0.012333746524994818,0.0,0.004899855316688064,0.03271234345807321,0.015899062838469948,5.663103844688745e-05,6.518607025059145e-05,0.002209935705102813,7.207226264899674e-11,0.00047978387483331046,3.413274242279703e-09,2.996277503820429e-05,1.781709242628129e-09,1.0086658552241333e-10,5.142183028482534e-05,1.6704587385073457e-05,0.006518123643177646,1.0954353190999166e-05,0.00042710317790582415,9.54821380961964e-08,6.781025700433214e-09,6.1095983523376405e-09,4.929163522052179e-10,1.985847017330773e-05,0.002789582481899744,9.433942132483256e-06,2.1954500902918897e-07,0.0006532071514411509,9.268677502378648e-06,6.833817099844072e-09,2.643522249594216e-05,1.5872199069393073e-10,4.9151904270564464e-08,3.31322604431945e-10,4.312570355478101e-10,1.5589986708689238e-07,8.792463849538179e-11,1.650453226359346e-06,1.8894621747088752e-06,5.901854801582353e-15,4.703642389633959e-12,4.2664358586851144e-13,1.1204198208568099e-07,3.8568092932979525e-09
2.0406614731360366e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418656902339749,0.09088118435685978,0.012314516025605625,0.0,0.004903905569807664,0.03279900625759785,0.015933858924207657,5.6567747184285305e-05,6.518311967645732e-05,0.0022087403996548364,7.199130607403257e-11,0.0004799939155319521,3.4115167016339766e-09,2.981875782877317e-05,1.7841774987931457e-09,1.0101007984637732e-10,5.123786132898602e-05,1.6743036107273037e-05,0.006514942878350163,1.0893197343356616e-05,0.00042760494868949734,9.506158090428526e-08,6.766790884268491e-09,6.106119754558723e-09,4.961479573967918e-10,1.996553373480092e-05,0.0028012626764928783,9.453794726469364e-06,2.197210345866875e-07,0.0006549235406478912,9.255765091171573e-06,6.829954094251339e-09,2.6496069480773547e-05,1.5815027826844506e-10,4.925827409246867e-08,3.2972203901617693e-10,4.3268182121516465e-10,1.55721789308803e-07,8.80694065392382e-11,1.6474503178763928e-06,1.8938411781607995e-06,5.881933621044026e-15,4.7143536073096715e-12,4.2566866407852413e-13,1.1203426477977543e-07,3.84147635049744e-09
2.0457693830332134e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44185487979609833,0.09083904908151683,0.012295316319741196,0.0,0.00490794165732425,0.03288563188595472,0.01596860575815787,5.650460989713623e-05,6.51797270395497e-05,0.002207547201555105,7.19107075316512e-11,0.00048020362959142073,3.4097691702791976e-09,2.967557543735323e-05,1.7866467507776956e-09,1.0115328495326294e-10,5.105489749977053e-05,1.6781434364927677e-05,0.006511763527327988,1.0832477301267704e-05,0.00042810584526257843,9.464339194308321e-08,6.752590863255426e-09,6.1026477787209015e-09,4.993929142469999e-10,2.00729194921071e-05,0.0028129655078250053,9.473617325725146e-06,2.198964056223952e-07,0.0006566390680497355,9.242878372973258e-06,6.826097429516479e-09,2.6556836602070336e-05,1.5758168769952166e-10,4.936448383354741e-08,3.2813076505968876e-10,4.341065686519636e-10,1.555441360734625e-07,8.821377855558703e-11,1.6444662765437055e-06,1.8982140091047176e-06,5.8621278371004045e-15,4.725049841022381e-12,4.2469508984855083e-13,1.1202578142692922e-07,3.826228838432101e-09
2.0508772929303902e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44184404632782864,0.09079693613319978,0.012276147358658344,0.0,0.004911963641858401,0.03297222036480617,0.016003303387936527,5.6441625850869316e-05,6.517589569204533e-05,0.002206356099922078,7.183046453441089e-11,0.0004804130183509701,3.408031580165594e-09,2.9533223127264708e-05,1.789116992812939e-09,1.0129620123176891e-10,5.087293147640922e-05,1.68197823168902e-05,0.00650858558851118,1.0772189158949324e-05,0.00042860587066583476,9.422755419740824e-08,6.738425519784199e-09,6.099182397862264e-09,5.026512444576047e-10,2.018062764662109e-05,0.002824690970675979,9.493409957577856e-06,2.2007112496000958e-07,0.0006583537338745462,9.230017190393899e-06,6.8222470722031075e-09,2.6617524111230255e-05,1.5701619625514786e-10,4.947053363617951e-08,3.2654872976455343e-10,4.3553127204582436e-10,1.553669053571254e-07,8.835775536244531e-11,1.6415009508464484e-06,1.902580686023392e-06,5.8424364925549495e-15,4.735731134927062e-12,4.2372287234632804e-13,1.1201653785150429e-07,3.8110662746691e-09
2.055985202827567e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418331898366756,0.0907548454840749,0.012257009093688546,0.0,0.004915971585664617,0.03305877171571495,0.01603795186126438,5.637879431236342e-05,6.51716289633447e-05,0.002205167083926836,7.175057461143255e-11,0.000480622083140542,3.406303863724541e-09,2.93916961781566e-05,1.7915882190004157e-09,1.0143882906517352e-10,5.0691956009918615e-05,1.6858080121010436e-05,0.006505409060315821,1.0712329054773106e-05,0.0004291050279204312,9.381405081586434e-08,6.724294736809889e-09,6.095723585180866e-09,5.059229696459227e-10,2.0288658396816202e-05,0.002836439059499525,9.513172649422201e-06,2.2024519540686663e-07,0.0006600675383489304,9.217181388311113e-06,6.81840298904132e-09,2.667813225807804e-05,1.5645378142624802e-10,4.957642364310919e-08,3.249758805159026e-10,4.369559256138568e-10,1.5519009514013935e-07,8.8501337774558e-11,1.6385541910520265e-06,1.9069412272831907e-06,5.822858641094335e-15,4.746397532900942e-12,4.2275202059309027e-13,1.1200653983843232e-07,3.795988178406873e-09
2.061093112724744e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418223103304369,0.0907127771064693,0.012237901476237772,0.0,0.004919965550634536,0.033145285960143996,0.01607255122596545,5.631611455004906e-05,6.516693016022618e-05,0.0022039801427933704,7.16710353083958e-11,0.0004808308252808401,3.404585953866452e-09,2.9250989886210106e-05,1.7940604233143244e-09,1.015811688314274e-10,5.051196392208732e-05,1.68963279341557e-05,0.006502233941173854,1.0652893170632104e-05,0.00042960332002811406,9.340286510904044e-08,6.710198397846746e-09,6.092271314035002e-09,5.092081113372629e-10,2.0397011938230493e-05,0.0028482097684259717,9.532905428723489e-06,2.2041861975426598e-07,0.0006617804816982385,9.204370813825418e-06,6.814565146933365e-09,2.6738661290863266e-05,1.5589442092330842e-10,4.9682153997525324e-08,3.234121648836853e-10,4.383805236051204e-10,1.5501370340722638e-07,8.864452660361756e-11,1.6356258491803146e-06,1.9112956511349203e-06,5.803393347146682e-15,4.757049078548244e-12,4.2178254359058694e-13,1.1199579313348081e-07,3.7809940704967595e-09
2.0662010226219207e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418114078171957,0.09067073097286919,0.012218824457786341,0.0,0.004923945598300091,0.03323176311945631,0.016107101529965466,5.625358583400631e-05,6.516180256699928e-05,0.0022027952657988443,7.159184418753047e-11,0.00048103924608340474,3.4028777839791583e-09,2.9111099564334502e-05,1.7965335996038294e-09,1.0172322090324576e-10,5.033294810448195e-05,1.6934525912209053e-05,0.0064990602295329,1.0593877731324668e-05,0.00043010074997139027,9.299398054544252e-08,6.696136386969084e-09,6.08882555794114e-09,5.12506690966754e-10,2.0505688463486555e-05,0.0028600030912649165,9.552608323010423e-06,2.2059140077751583e-07,0.0006634925641465665,9.191585316216751e-06,6.8107335129503785e-09,2.679911145628013e-05,1.553380926735486e-10,4.978772484299031e-08,3.218575306253314e-10,4.398050602984639e-10,1.548377281477543e-07,8.87873226581506e-11,1.6327157789745094e-06,1.9156439757146505e-06,5.784039685728626e-15,4.767685815199273e-12,4.208144501547312e-13,1.1198430344351767e-07,3.766083473463524e-09
2.0713089325190976e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44180048230531854,0.09062870705591809,0.012199777989888777,0.0,0.004927911789836619,0.033318203214914924,0.016141602821290367,5.61912074360589e-05,6.515624944565647e-05,0.0022016124422738394,7.151299882760346e-11,0.0004812473468506851,3.401179287925331e-09,2.8972020542355235e-05,1.799007741595305e-09,1.0186498564819982e-10,5.015490151747257e-05,1.6972674210068535e-05,0.006495887923856079,1.0535279003942513e-05,0.00043059732071370745,9.258738075078008e-08,6.682108588811906e-09,6.085386290577524e-09,5.158187298866842e-10,2.0614688162311267e-05,0.002871819021507869,9.57228135987575e-06,2.2076354123594323e-07,0.0006652037859167534,9.178824746901952e-06,6.806908054331142e-09,2.6859482999486257e-05,1.5478477481792323e-10,4.9893136323397595e-08,3.203119256879409e-10,4.4122953000093467e-10,1.5466216735599647e-07,8.892972674348686e-11,1.6298238358725867e-06,1.9199862190445344e-06,5.7647967422295086e-15,4.778307785911973e-12,4.1984774891990905e-13,1.11972076436774e-07,3.751255911525482e-09
2.0764168424162744e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4417895338034534,0.09058670532841508,0.01218076202417364,0.0,0.004931864186065941,0.03340460626768282,0.016176055148064767,5.612897862986448e-05,6.515027403602423e-05,0.0022004316616025805,7.14344968239017e-11,0.00048145512887611306,3.399490400040231e-09,2.8833748167194803e-05,1.801482842894572e-09,1.0200646342880716e-10,4.997781718927675e-05,1.7010772981672276e-05,0.006492717022621848,1.0477093297269687e-05,0.00043109303519963164,9.218304950680038e-08,6.668114888563504e-09,6.0819534857845045e-09,5.191442493562566e-10,2.072401122151489e-05,0.0028836575523309414,9.59192456698167e-06,2.2093504387327526e-07,0.0006669141472303854,9.166088959393185e-06,6.803088738489589e-09,2.6919776164095548e-05,1.542344457078156e-10,4.999838858308507e-08,3.18775298209566e-10,4.4265392705169865e-10,1.5448701903138153e-07,8.90717396620526e-11,1.626949876979346e-06,1.924322399033632e-06,5.745663612282006e-15,4.788915033477829e-12,4.188824485526458e-13,1.1195911774310454e-07,3.736510910613891e-09
2.0815247523134512e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4417785623205276,0.09054472576331304,0.012161776512343379,0.0,0.004935802847459385,0.03349097229882291,0.016210458558510502,5.6066898691001155e-05,6.514387955591285e-05,0.0021992529132231382,7.1356335788211e-11,0.00048166259344417504,3.3978110551301822e-09,2.869627780304633e-05,1.8039588969891522e-09,1.0214765460262141e-10,4.980168821502257e-05,1.704882237999716e-05,0.006489547524323827,1.0419316961199249e-05,0.0004315878963550199,9.17809707466642e-08,6.654155171966081e-09,6.0785271175607284e-09,5.224832705416909e-10,2.083365782501026e-05,0.002895518676597465,9.61153797205136e-06,2.211059114176907e-07,0.0006686236483077956,9.153377809257331e-06,6.799275533011041e-09,2.697999119219738e-05,1.5368708390243005e-10,5.0103481766760727e-08,3.1724759652169795e-10,4.440782458196305e-10,1.5431228117873258e-07,8.921336221324196e-11,1.6240937610390384e-06,1.9286525334787213e-06,5.726639401635304e-15,4.799507600420481e-12,4.1791855753061955e-13,1.1194543295424647e-07,3.7218479983911342e-09
