Time (s),Volume (m^3),Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),C2H4X(64),C2H4(48),HeX(49),C4H8a(86),HX(12),C2H3X(58)
4.308726582525342e-22,0.004023131612903226,0.0,0.0,0.010942917987096012,0.49999999999999983,1.6012248511016765e-140,1.3395094673862698e-36,2.1477437730663909e-81,5.8025498268483768e-99,1.8137695227313152e-153,4.4154654446120028e-31,7.19635237135783e-43,0.0,0.49999999999999545,5.7306130968269662e-16,3.9705292758889575e-15,1.7305848187418984e-16,6.8725670002290155e-29,8.0037395403833012e-18,8.0037395403837434e-18
8.619324084105188e-22,0.004023131612903226,0.0,0.0,0.010942917987095249,0.49999999999999967,4.1092009588089158e-138,1.0721504839684838e-35,3.4434520213371752e-80,1.8605663552428535e-97,9.3095044336571865e-151,1.7667613188499305e-30,5.7592690154733026e-42,0.0,0.4999999999999909,1.1463714487805384e-15,7.9427826200529053e-15,3.4619210837837643e-16,2.7499219933931756e-28,1.6010954434450793e-17,1.6010954434452565e-17
1.7240519087264885e-21,0.004023131612903226,0.0,0.0,0.010942917987093724,0.49999999999999933,1.0595147316734136e-135,8.5793760424041374e-35,5.5502578495839567e-79,5.9968340058056185e-96,4.7986778506088783e-148,7.0681957212557646e-30,4.6082902466905201e-41,0.0,0.49999999999998179,2.2929917176386304e-15,1.5887289308330514e-14,6.9245936086689111e-16,1.100147861519382e-27,3.2025384222578372e-17,3.2025384222585441e-17
3.448290909358428e-21,0.004023131612903226,0.0,0.0,0.010942917987090675,0.49999999999999867,2.786259539125549e-133,6.8643698082665481e-34,9.1375726230696412e-78,1.9732632411738802e-94,2.5190878504513998e-145,2.8275083940449875e-29,3.6869822484518793e-40,0.0,0.49999999999996358,4.5862322180044446e-15,3.1776302684684604e-14,1.384993863764486e-15,4.4009495998802909e-27,6.4054243798803928e-17,6.4054243798832204e-17
6.896768910622305e-21,0.004023131612903226,0.0,0.0,0.010942917987084575,0.49999999999999728,7.8851579204287955e-131,5.491843457558574e-33,1.626319765381612e-76,7.0079519531440456e-93,1.4161248335836843e-142,1.1310493803531941e-28,2.9497258266497273e-39,0.0,0.49999999999992717,9.1727130693346031e-15,6.3554329436588304e-14,2.7700628612419382e-15,1.7604514732419165e-26,1.281119629511365e-16,1.2811196295124961e-16
1.3793724913150062e-20,0.004023131612903226,0.0,0.0,0.010942917987072377,0.4999999999999945,2.7884579587276384e-128,4.3936138146532982e-32,3.6534932097168564e-75,3.1300650179839974e-91,9.8359118275273977e-140,4.524289568425963e-28,2.3598366739223751e-38,0.0,0.49999999999985434,1.8345674174389074e-14,1.2711038293717771e-13,5.5402008229258908e-15,7.0419491619276605e-26,2.5622740125532762e-16,2.5622740125578013e-16
2.7587636918205577e-20,0.004023131612903226,0.0,0.0,0.010942917987047978,0.49999999999998895,1.5021286991429201e-125,3.5149466719895534e-31,1.2574371484320728e-73,2.1376351736349282e-89,1.0330323848781327e-136,1.8097342368601992e-27,1.8878917444005841e-37,0.0,0.49999999999970862,3.6691593994074969e-14,2.5422248992548442e-13,1.1080476613209996e-14,2.8168083186820172e-25,5.1245827786181348e-16,5.1245827786362402e-16
5.517546092831659e-20,0.004023131612903226,0.0,0.0,0.01094291798699918,0.49999999999997785,1.1917497461783089e-122,2.8119795858291535e-30,6.3183452557528963e-72,2.1381499431473758e-87,1.613194471277231e-133,7.2389737659707829e-27,1.5103223575613663e-36,0.0,0.49999999999941719,7.3383424071757073e-14,5.0844670385061e-13,2.2161027661443024e-14,1.1267290581716318e-24,1.0249200310671977e-15,1.0249200310744424e-15
1.1035110894853865e-19,0.004023131612903226,0.0,0.0,0.010942917986901586,0.4999999999999557,1.1316707662605513e-119,2.2495925679298471e-29,3.7670724656216118e-70,2.545472599043048e-85,3.0465794755199348e-130,2.8955968696198739e-26,1.2082614706790069e-35,0.0,0.49999999999883432,1.467670459803819e-13,1.0168951314949089e-12,4.4322127628568556e-14,4.5069276932386953e-24,2.0498435374476026e-15,2.0498435374766031e-15
2.2070240498898277e-19,0.004023131612903226,0.0,0.0,0.010942917986706397,0.4999999999999114,2.1396201532036675e-116,1.7996776139572975e-28,3.1085569820839499e-68,4.1911728440881579e-83,1.880778612549486e-126,1.1582402201032151e-25,9.6661061008008392e-35,0.0,0.49999999999766859,2.9353413681083539e-13,2.0337919859596979e-12,8.8644319045459189e-14,1.8027733687116339e-23,4.0996905500868355e-15,4.0996905502030181e-15
4.41404997069871e-19,0.004023131612903226,0.0,0.0,0.010942917986316018,0.49999999999982275,2.2015268183924147e-113,1.4397435148522975e-27,1.9964569869786036e-66,5.3927398397429559e-81,3.8670019200615074e-123,4.6329638217831224e-25,7.7328906097126502e-34,0.0,0.49999999999533717,5.8706770652583165e-13,4.0675856915940428e-12,1.772886678098118e-13,7.2110980521069588e-23,8.1993845748780503e-15,8.1993845753442261e-15
8.828101812316473e-19,0.004023131612903226,0.0,0.0,0.010942917985535268,0.49999999999964545,2.2538520440111164e-110,1.1517953810993099e-26,1.2778050696695833e-64,6.9033765296805054e-79,7.9154602295784153e-120,1.8531861144732563e-24,6.1863147712692944e-33,0.0,0.49999999999067429,1.1741323981823877e-12,8.1351730896817952e-12,3.5457722906090736e-13,2.8844401318355591e-22,1.6398772622503944e-14,1.6398772624380167e-14
1.3242153653934236e-18,0.004023131612903226,0.0,0.0,0.010942917984754517,0.49999999999946815,1.6982974257635863e-109,3.419393017625132e-26,6.3416367893627189e-64,4.089660415793307e-78,5.590374809821804e-119,3.9380208565262889e-24,1.7688995466180802e-32,0.0,0.49999999998601152,1.7611946420757143e-12,1.2202760474588617e-11,5.3186565403449745e-13,6.1294358444988662e-22,2.4598160668163218e-14,2.4598160672169628e-14
1.7656205495552e-18,0.004023131612903226,0.0,0.0,0.010942917983973772,0.49999999999929085,1.2884439090372822e-108,7.4506779885659668e-26,2.6826509672302935e-63,1.8469538672014801e-77,5.8827938019008255e-118,6.7178006061356851e-24,3.7311216413230673e-32,0.0,0.4999999999813487,2.3482544382160161e-12,1.6270347846314498e-11,7.0915394273068732e-13,1.0456096939293645e-21,3.27975487118458e-14,3.2797548718712613e-14
2.6484309178787524e-18,0.004023131612903226,0.0,0.0,0.010942917982412283,0.4999999999989363,5.6808571435465001e-107,2.1627021461836065e-25,2.4162764635892799e-62,1.9127894312869074e-76,4.5866046132892315e-116,1.3908353483601714e-23,1.0190850909020562e-31,0.0,0.49999999997202299,3.5223682858017872e-12,2.4405522558831418e-11,1.0637302002886784e-12,2.1648021544198262e-21,4.9196324794532266e-14,4.9196324808873171e-14
3.531241286202305e-18,0.004023131612903226,0.0,0.0,0.010942917980850808,0.49999999999858175,3.8359683689103088e-106,4.7295858759237715e-25,9.5309391602784244e-62,8.563673062901027e-76,3.5507050188921799e-115,2.3654466992513137e-23,2.1322669533420566e-31,0.0,0.49999999996269728,4.6964731322114586e-12,3.2540697222877334e-11,1.4183059567069354e-12,3.6817615510184766e-21,6.5595100869849611e-14,6.5595100894449992e-14
4.4140516545258575e-18,0.004023131612903226,0.0,0.0,0.010942917979289337,0.4999999999982272,2.184762576992288e-105,8.8733470132181939e-25,3.0050473939667922e-61,2.9880316087261058e-75,2.408763065891916e-114,3.6138681163234625e-23,3.8817105832525437e-31,0.0,0.49999999995337169,5.8705683345720952e-12,4.0675871834990041e-11,1.7728811761904632e-12,5.624899805121086e-21,8.1993876937202332e-14,8.1993876975115694e-14
6.179672391172963e-18,0.004023131612903226,0.0,0.0,0.010942917976166434,0.49999999999751804,1.438298454430877e-103,2.4279094836089527e-24,2.4764790093707302e-60,3.9319561885543383e-74,2.3950205506537479e-112,6.9493402960915407e-23,1.0248860951158091e-30,0.0,0.49999999993472038,8.2187292018254519e-12,5.6946220900153662e-11,2.4820299706309593e-12,1.0816482947184486e-20,1.1479142904705604e-13,1.1479142912140529e-13
7.945293127820068e-18,0.004023131612903226,0.0,0.0,0.010942917973043571,0.49999999999680889,1.1684236947259417e-102,5.1183286468369486e-24,1.0183644739638663e-59,1.9699709837514711e-73,2.1714348123951588e-111,1.1396900259597269e-22,2.1248455188191335e-30,0.0,0.49999999991606914,1.0566850900513838e-11,7.3216569754389e-11,3.191176584305503e-12,1.7739004277287264e-20,1.4758898112354272e-13,1.475889812477484e-13
1.1476534601114279e-17,0.004023131612903226,0.0,0.0,0.01094291796679797,0.49999999999539058,7.8839777026551137e-101,1.5612490343022665e-23,1.0175360854716022e-58,3.1706390855461255e-72,2.2227797395030252e-109,2.3627814643647987e-22,6.38454645439505e-30,0.0,0.4999999998787667,1.5262976812077587e-11,1.0575726683016367e-10,4.6094632703106738e-12,3.6776131663824813e-20,2.131840851731011e-13,2.1318408544060426e-13
1.8539017547702702e-17,0.004023131612903226,0.0,0.0,0.010942917954307258,0.49999999999255401,1.5837647931116763e-98,6.7743929865338286e-23,2.1025342458903655e-57,1.2418776297472433e-70,6.9682925579661391e-107,6.1432716585265437e-22,2.7449221653528303e-29,0.0,0.49999999980416238,2.4654758717270527e-11,1.7083865845094908e-10,7.4460104773719283e-12,9.5618562355855396e-20,3.4437429283718553e-13,3.4437429358700052e-13
3.266398344087955e-17,0.004023131612903226,0.0,0.0,0.010942917929327823,0.49999999998688105,6.5671888949135342e-96,3.8299444468740111e-22,7.1525437873604603e-56,8.3329134201539926e-69,6.05091444280187e-104,1.9041436943245733e-21,1.5456987062857536e-28,0.0,0.49999999965495551,4.3436443046395329e-11,3.0100143156954859e-10,1.3119000234357592e-11,2.9637543605034302e-19,6.0675470625244186e-13,6.0675470892257462e-13
6.091391522723323e-17,0.004023131612903226,0.0,0.0,0.010942917879376887,0.49999999997553551,4.1491790846421499e-93,2.5466372696277304e-21,3.269490207473255e-54,7.5802045116805235e-67,7.3072397579148826e-101,6.6186484942171044e-21,1.0264008517509222e-27,0.0,0.49999999935654937,8.0992295181609361e-11,5.6132693731490667e-10,2.4464561134485126e-11,1.0301768829555394e-18,1.1315155240532066e-12,1.1315155357651307e-12
8.916384701358691e-17,0.004023131612903226,0.0,0.0,0.010942917829436533,0.49999999996419053,5.5946534247458825e-92,7.6543202242285204e-21,2.3529277361620441e-53,6.3892303965083653e-66,1.0082684587219392e-99,1.4179647559762069e-20,3.0841684404083188e-27,0.0,0.49999999905815329,1.1853812711101433e-10,8.2165238907117373e-10,3.5809563901722565e-11,2.2070283739630559e-18,1.6562763280149736e-12,1.6562763575032645e-12
1.174137787999406e-16,0.004023131612903226,0.0,0.0,0.010942917779506754,0.49999999995284611,4.9992046490368384e-91,1.6963218080617441e-20,1.0470794648332588e-52,3.2213756990431787e-65,1.2433271948978574e-98,2.4587139766273692e-20,6.8342956533361927e-27,0.0,0.49999999875976736,1.5607394138081431e-10,1.081977786838375e-09,4.7154008562313962e-11,3.8269297279588979e-18,2.1810371156239026e-12,2.1810371741374858e-12
1.4566371058629428e-16,0.004023131612903226,0.0,0.0,0.010942917729587545,0.49999999994150224,3.3260909194082902e-90,3.1773036597983767e-20,3.5095221101274921e-52,1.2108721446480521e-64,1.0936737828851712e-97,3.7841124314822518e-20,1.2800338012689288e-26,0.0,0.49999999846139143,1.9359974062139993e-10,1.3423031306165309e-09,5.8497895143316212e-11,5.889880816289271e-18,2.7057978842811099e-12,2.7057979856683205e-12
2.0216357415900166e-16,0.004023131612903226,0.0,0.0,0.010942917629780839,0.49999999991881611,8.7374237217640628e-89,8.2714715520614562e-20,2.3703584674663488e-51,1.0298315970356989e-63,4.3911942305219826e-96,7.2888567963785612e-20,3.3321500022623352e-26,0.0,0.49999999786466981,2.6862130376275424e-10,1.8629536562057666e-09,8.1183994166762716e-11,1.1344931806238447e-17,3.7553193551037458e-12,3.7553195934217787e-12
2.5866343773170903e-16,0.004023131612903226,0.0,0.0,0.010942917530016397,0.49999999989613231,6.7355873334469644e-88,1.7090385361835174e-19,9.4502602181715534e-51,4.7363156929601017e-63,4.0859929056517027e-95,1.1932197306353272e-19,6.8846913851777732e-26,0.0,0.49999999726798844,3.4360283761677713e-10,2.3836039658390144e-09,1.0386786118881953e-10,1.8572180498238213e-17,4.8048407196381078e-12,4.8048411807678571e-12
3.151633013044164e-16,0.004023131612903226,0.0,0.0,0.010942917430294194,0.49999999987345067,3.7789636229759705e-87,3.0731545676150359e-19,2.9135000769907392e-50,1.6554025185237369e-62,2.7578409103356529e-94,1.7714133381474157e-19,1.2379759781113571e-25,0.0,0.49999999667134731,4.1854436436732661e-10,2.9042540595164121e-09,1.2654949643764235e-10,2.7571626024670104e-17,5.854361955938616e-12,5.8543627477109878e-12
3.7166316487712375e-16,0.004023131612903226,0.0,0.0,0.010942917330614204,0.49999999985077126,1.7641205162633473e-86,5.0283211625423459e-19,7.6308521326212556e-50,4.9100631587487906e-62,1.5156749742119644e-93,2.4634664432511998e-19,2.0255734272240716e-25,0.0,0.49999999607474632,4.9344590599712915e-10,3.4249039372380963e-09,1.492289001394125e-10,3.8343267546541463e-17,6.9038830422444806e-12,6.9038842942555593e-12
4.846628920225385e-16,0.004023131612903226,0.0,0.0,0.010942917131380793,0.49999999980541915,4.5493888842995694e-85,1.1129363394754266e-18,4.0397663435688545e-49,3.7754025650620162e-61,5.4303918746430788e-92,4.1891509015018742e-19,4.4832431153312464e-25,0.0,0.49999999488166486,6.4312911814333825e-10,4.4662030448148352e-09,1.9458101376943583e-10,6.5203135371492628e-17,9.0029246813776276e-12,9.0029273261658468e-12
5.863626464534118e-16,0.004023131612903226,0.0,0.0,0.010942916952214889,0.49999999976460985,2.8432566723400404e-84,1.969791517154369e-18,1.2601630335556795e-48,1.4163614645009622e-60,3.990108402553524e-91,6.1316657696210367e-19,7.9348889873662807e-25,0.0,0.4999999938080289,7.7770747305099768e-10,5.4033715030666611e-09,2.3539028634026661e-10,9.5437918568896761e-17,1.089206143241415e-11,1.0892065985164559e-11
6.88062400884285e-16,0.004023131612903226,0.0,0.0,0.010942916773185436,0.49999999972380788,1.2630338373462863e-83,3.1820728367598676e-18,3.2573844917597815e-48,4.2549673257402967e-60,2.0170297391699944e-90,8.443084407776361e-19,1.2818284200248687e-24,0.0,0.49999999273452284,9.1215660674060727e-10,6.3405392616240034e-09,2.7619233210463947e-10,1.3141460411578231e-16,1.278119736968248e-11,1.2781204578137877e-11
7.897621553151583e-16,0.004023131612903226,0.0,0.0,0.010942916594292305,0.49999999968301306,4.7004862418897476e-83,4.8113682121217737e-18,7.3710394857769936e-48,1.0899970738584712e-59,8.5732445163825551e-90,1.1123406397406255e-18,1.9381521147034142e-24,0.0,0.49999999166114645,1.0464766432076722e-09,7.2777063204876265e-09,3.1698715234184197e-10,1.731331872344447e-16,1.4670332370031506e-11,1.4670343105110513e-11
9.931616641769047e-16,0.004023131612903226,0.0,0.0,0.010942916236914516,0.49999999960144509,5.5759965706230169e-82,9.5674490351986127e-18,2.9724567246978271e-47,5.6567339750650541e-59,1.3371285935700353e-88,1.7590758593977632e-18,3.8540278789246516e-24,0.0,0.49999998951478269,1.314729919846511e-09,9.1520383391367674e-09,3.9855512135235768e-10,2.7379602707590927e-16,1.8448599067174459e-11,1.8448619961152241e-11
1.1965611730386512e-15,0.004023131612903226,0.0,0.0,0.010942915880080525,0.49999999951990604,3.3388895016745596e-81,1.6730984481693876e-17,9.0448806493550445e-47,2.0576514964162796e-58,9.3779677940535357e-88,2.5533718532274616e-18,6.7396901301217549e-24,0.0,0.49999998736893658,1.5824682930711664e-09,1.1026367559020199e-08,4.80094203606775e-10,3.9742639986757445e-16,2.2226860538139024e-11,2.2226896553486573e-11
1.3999606819003977e-15,0.004023131612903226,0.0,0.0,0.010942915523789331,0.49999999943839574,1.4679842078754502e-80,2.6795001397880404e-17,2.294590569705984e-46,6.0155464800868465e-58,4.7445946527361175e-87,3.4952282006346609e-18,1.079374407563864e-23,0.0,0.49999998522360711,1.8496927512751559e-09,1.290069398014403e-08,5.6160440933811924e-10,5.4402426738146333e-16,2.6005115797067894e-11,2.6005172882309681e-11
1.6033601907621442e-15,0.004023131612903226,0.0,0.0,0.010942915168039935,0.49999999935691447,5.356485492375515e-80,4.0252545894340334e-17,5.1277205203942474e-46,1.5171480461327259e-57,1.9728579725356735e-86,4.5846444416509811e-18,1.6214803362812553e-23,0.0,0.49999998307879329,2.1164042809572968e-09,1.4775017602514367e-08,6.430857487761689e-10,7.1358959138891712e-16,2.9783363858064566e-11,2.978344894781702e-11
1.8067596996238907e-15,0.004023131612903226,0.0,0.0,0.010942914812831351,0.49999999927546201,1.6978868013306247e-79,5.7596660298162797e-17,1.0420886855099206e-45,3.4318355196663009e-57,7.0376977201159344e-86,5.8216200771392075e-18,2.320148095166959e-23,0.0,0.49999998093449427,2.3826038666898106e-09,1.664933842613731e-08,7.2453823214700884e-10,9.0612233366133716e-16,3.3561603735239474e-11,3.3561724750203358e-11
2.2135587173473837e-15,0.004023131612903226,0.0,0.0,0.010942914104032642,0.49999999911264353,1.3477922937661857e-78,1.0591672484877815e-16,3.5028736816364469e-45,1.401296951088604e-56,7.0321050817743279e-85,8.7382473512927916e-18,4.2666130616651464e-23,0.0,0.49999997664743628,2.9134711355444698e-09,2.0397971677165425e-08,8.8735667157364233e-10,1.3600899200880323e-15,4.1118054994649024e-11,4.1118275566388739e-11
2.6203577350708766e-15,0.004023131612903226,0.0,0.0,0.010942913397385283,0.49999999894994046,7.0568536883626882e-78,1.7569939135534388e-16,9.6025006150527405e-45,4.5091692103372418e-56,4.30776097365075e-84,1.2245105256049946e-17,7.0776562055210859e-23,0.0,0.49999997236242527,3.4423023963930925e-09,2.4146593733277104e-08,1.0500598093527773e-09,1.905926720836923e-15,4.8674461688451278e-11,4.8674825332410017e-11
3.0271567527943696e-15,0.004023131612903226,0.0,0.0,0.010942912692881402,0.49999999878735257,2.8684138446535226e-77,2.7088874937594696e-16,2.2758152669665263e-44,1.2248650703266314e-55,2.0001499764649311e-83,1.6342188404239841e-17,1.0912162443938927e-22,0.0,0.49999996807945363,3.9691054574912756e-09,2.7895204594521029e-08,1.2126477271604839e-09,2.5436324300863131e-15,5.6230815930004004e-11,5.6231374049800267e-11
3.4339557705178626e-15,0.004023131612903226,0.0,0.0,0.01094291199051314,0.49999999862487976,9.8270871651328508e-77,3.9542877917843472e-16,4.8394136846944178e-44,2.9355244639577588e-55,7.7243950260938595e-83,2.1029490795177619e-17,1.5929015114959441e-22,0.0,0.49999996379851325,4.4938880972701322e-09,3.1643804260945843e-08,1.3751205066151003e-09,3.2732067420170365e-15,6.3787109832873242e-11,6.3787921720081663e-11
4.247553805964849e-15,0.004023131612903226,0.0,0.0,0.010942910592152221,0.49999999830027925,9.0777884933695918e-76,7.483361143674971e-16,1.7457950522697558e-43,1.323042861801654e-54,9.093476909343338e-82,3.2174726234878615e-17,3.0145284708601477e-22,0.0,0.49999995524269597,5.537423078443446e-09,3.914097000953234e-08,1.69972097665051e-09,5.0079599506571979e-15,7.8899485078095931e-11,7.8901013925352337e-11
5.061151841411835e-15,0.004023131612903226,0.0,0.0,0.010942909202240305,0.49999999797613842,5.1497955024906635e-75,1.2659704614956164e-15,5.0061930900350122e-43,4.5175246620246117e-54,6.0549531434810215e-81,4.5680751279409583e-17,5.0997495463333733e-22,0.0,0.49999994669491177,6.5729689743249304e-09,4.6638090979424448e-08,2.0238618712515995e-09,7.1101839002512151e-15,9.4011524337998103e-11,9.4014101960182352e-11
5.874749876858821e-15,0.004023131612903226,0.0,0.0,0.010942907820715636,0.49999999765245645,2.2007437809506517e-74,1.9798781212470937e-15,1.2236878005489802e-42,1.27542328086024e-53,2.9596670636768055e-80,6.1547495780336047e-17,7.9756642856503773e-22,0.0,0.49999993815509963,7.600586947412117e-09,5.4135167171009062e-08,2.3475438412865968e-09,9.5798761443307632e-15,1.091231645318236e-10,1.0912718583635942e-10
6.688347912305807e-15,0.004023131612903226,0.0,0.0,0.010942906447516939,0.49999999732923273,7.8356461875651966e-74,2.9216020743190438e-15,2.6623946650296509e-42,3.1420743648597683e-53,1.1903457702817546e-79,7.977487973206095e-17,1.1769368157901706e-21,0.0,0.49999992962319867,8.6203376917803812e-09,6.1632198584672243e-08,2.6707675367001074e-09,1.2417034236465417e-14,1.2423434258529484e-10,1.2424026556550011e-10
7.501945947752794e-15,0.004023131612903226,0.0,0.0,0.010942905082583399,0.49999999700646675,2.4279224162634512e-73,4.1226814422430233e-15,5.2999558930716003e-42,6.9829073394894523e-53,4.1158209221626545e-79,1.0036281327454822e-16,1.6607952008735954e-21,0.0,0.49999992109914887,9.6322814368302831e-09,6.9129185220799115e-08,2.9935336065145995e-09,1.562165573026253e-14,1.3934499543169261e-10,1.3935334115905117e-10
8.31554398319978e-15,0.004023131612903226,0.0,0.0,0.010942903725854655,0.49999999668415757,6.7302944150117194e-73,5.6146509660706346e-15,9.8334535729335183e-42,1.4308143019690827e-52,1.2595622934554837e-78,1.2331119669683602e-16,2.2618501539608729e-21,0.0,0.49999991258289028,1.0636477950932096e-08,7.6626127079773799e-08,3.3158426988319598e-09,1.9193738179367009e-14,1.5445506001290034e-10,1.5446641262829106e-10
9.942740054093751e-15,0.004023131612903226,0.0,0.0,0.010942901036772446,0.49999999604090778,4.1003513378381058e-72,9.5973745189620618e-15,2.8793852176611237e-41,4.9931175797140132e-52,9.2520379416518937e-78,1.762888650901908e-16,3.8663811686649032e-21,0.0,0.49999989557351021,1.2621866074768901e-08,9.1619876467799207e-08,3.9590925387873879e-09,2.7440276158263962e-14,1.8467317219634806e-10,1.8469254323811744e-10
1.1407216517898326e-14,0.004023131612903226,0.0,0.0,0.010942898644062749,0.49999999546353929,1.6156063340214255e-71,1.4492918565314191e-14,6.5828305359705915e-41,1.306499425213128e-51,4.1457053147833236e-77,2.3204030330009006e-16,5.8387513464859521e-21,0.0,0.49999988029112391,1.4382810135937794e-08,1.051140977829979e-07,4.5364610146632634e-09,3.6118852265348442e-14,2.1186682890829148e-10,2.1189604679156417e-10
1.2871692981702901e-14,0.004023131612903226,0.0,0.0,0.010942896277018737,0.49999999488764141,5.3858693806968212e-71,2.082111964239402e-14,1.3625780758320127e-40,3.0459453264616068e-51,1.5473797533039442e-76,2.9543759835175241e-16,8.3884530276577075e-21,0.0,0.49999986503307259,1.6119561982521367e-08,1.186081740261583e-07,5.1123589207921715e-09,4.5987963823605794e-14,2.3905759946482434e-10,2.3909953715009602e-10
1.4336169445507477e-14,0.004023131612903226,0.0,0.0,0.010942893935304669,0.49999999431321029,1.5787556170715093e-70,2.8765660902475372e-14,2.6086763057506463e-40,6.4848888465016107e-51,5.0187617171567281e-76,3.6647981276710912e-16,1.1589577038014551e-20,0.0,0.49999984979902384,1.7832453970786363e-08,1.321021051994895e-07,5.6867900037901349e-09,5.7047596567221003e-14,2.6624511656037442e-10,2.663030143735817e-10
1.5800645909312052e-14,0.004023131612903226,0.0,0.0,0.010942891618589395,0.4999999937402424,4.1744412173836028e-70,3.8510137736008366e-14,4.6900865347225032e-40,1.2833584690289303e-50,1.4539443415631624e-75,4.4516590581238931e-16,1.5516204591404605e-20,0.0,0.49999983458864988,1.9521813890423534e-08,1.4559589130519145e-07,6.2597580007128743e-09,6.9297736230756023e-14,2.9342901306333671e-10,2.9350647852023074e-10
