Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),CO2X(24),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),OH(D)X(68),CH4OX(63),CHOX(53),C2H6X(52),C2H4X(215),acetyl(44),C2H4X(70),C2H3X(214),C2H2X(254),C2HX(261),C2H3X(69),C2H3(46),C2H2(288),C2H2(308),C2H2X(309)
2.54283621751056e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44286527942131265,0.10809972872795631,0.021138759386621696,5.057506014415868e-08,0.0006123879457796001,0.0019434437948519386,0.001022803084963246,1.6813771328134257e-05,3.6384383143783296e-14,0.0017124179164201582,5.593650335870261e-12,0.00037183129222594265,7.989339973467977e-10,1.0695181975478872e-05,6.895715349530065e-11,2.73091340354832e-12,0.0002305029297001788,1.6632957649739914e-07,0.007767495191964121,0.0014774734711086668,0.00013422817720382387,2.0010162203054045e-06,9.005405680410944e-09,4.281734313090094e-08,2.8756911223133332e-08,4.863344092873489e-11,4.2618149793196134e-07,2.1667249276947253e-05,9.829461734181637e-09,1.526377519429908e-11,3.855515661953533e-05,5.307133987356304e-09,2.6311186582708947e-07,9.591127385400568e-06,3.168963623165162e-09,7.130646757251554e-10,1.185240961908263e-10,1.2404191058860708e-12,4.603417525590944e-08,1.411609229770273e-08,4.382866744469049e-12,4.693947780471054e-14,1.3105009977726212e-13,1.4534287297104453e-13,9.47343738346924e-15,3.828035790626341e-13,1.3145680478428636e-12,1.5828567356991493e-09,3.08273336273896e-13,7.272396651904401e-12
2.546022975660793e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428656487996865,0.1080962035920235,0.021136750114370304,5.0761668819682176e-08,0.000614094232926384,0.0019467867530725688,0.0010250736367397328,1.6855973318996483e-05,3.654655271962463e-14,0.0017137721130664244,5.618909753641495e-12,0.00037184669125760243,8.01085231135909e-10,1.0734435952632363e-05,6.911345203893141e-11,2.7397700275008374e-12,0.00023078837833996128,1.67030814341356e-07,0.00776724655354352,0.0014771843910265322,0.00013430744903033514,2.0017997921784577e-06,9.011670855058054e-09,4.2849667793164636e-08,2.8834544662669725e-08,4.870997871507499e-11,4.268352591411202e-07,2.1687700115814224e-05,9.848164190653987e-09,1.529486519779806e-11,3.8622013693835796e-05,5.311335447469107e-09,2.642213026933218e-07,9.595936174365574e-06,3.176001314861582e-09,7.139483456415629e-10,1.1895921855919658e-10,1.2435121572828128e-12,4.6150408810603745e-08,1.4181540715863053e-08,4.396070160938143e-12,4.713741189048333e-14,1.3146538783213678e-13,1.4578900515730674e-13,9.49691807383149e-15,3.8439529001319413e-13,1.3203371142390153e-12,1.5920009742953864e-09,3.100542550494189e-13,7.31469824387777e-12
2.549209733811026e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428660213685048,0.10809267819513914,0.021134741015488363,5.094865392466478e-08,0.0006158022456479118,0.0019501309361410033,0.0010273458849019402,1.689820126527615e-05,3.670923918739028e-14,0.0017151246676486334,5.6442369549895955e-12,0.00037186206184515756,8.032381731808294e-10,1.0773758937829e-05,6.926987293691111e-11,2.7486414699192777e-12,0.0002310732797423028,1.677339118966581e-07,0.00776699795512755,0.0014768920384449554,0.00013438670770922915,2.0025782586120395e-06,9.01792611573687e-09,4.2881950026439654e-08,2.8912250149057375e-08,4.878662179966237e-11,4.274901195352322e-07,2.1708184996281463e-05,9.86687735264527e-09,1.532594322854922e-11,3.868889562023095e-05,5.315531863673486e-09,2.653336823905482e-07,9.600731277951391e-06,3.183044297464166e-09,7.148303292921003e-10,1.193951073112936e-10,1.2466092127950622e-12,4.626671552287095e-08,1.4247186572894534e-08,4.40929202549487e-12,4.733587147354859e-14,1.3188194211856497e-13,1.4623657159384273e-13,9.520465497939724e-15,3.859911059315123e-13,1.3261225072203766e-12,1.6011848049138872e-09,3.1184288475327914e-13,7.357184444543577e-12
2.552396491961259e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428663971196525,0.10808915253843093,0.021132732089745105,5.113601529590375e-08,0.0006175119795197994,0.001953476344735607,0.00102961982714047,1.6940455041310588e-05,3.6872443561359656e-14,0.0017164755816931978,5.669631946126537e-12,0.00037187740438565935,8.053928162037993e-10,1.0813150826333717e-05,6.94264160859964e-11,2.7575277256317242e-12,0.00023135763317171294,1.6843887053097366e-07,0.007766749396657991,0.0014765964213576388,0.00013446595333928692,2.0033516242325512e-06,9.024171473019736e-09,4.2914189874423737e-08,2.8990027483035062e-08,4.886337051515441e-11,4.281460816719273e-07,2.1728703978475597e-05,9.885601205097769e-09,1.5357009118976307e-11,3.8755802412408915e-05,5.319723240682474e-09,2.664490070841897e-07,9.60551273389745e-06,3.190092563922871e-09,7.157106244025575e-10,1.198317612955496e-10,1.2497102730423203e-12,4.638309504718586e-08,1.4313030079520173e-08,4.422532321374777e-12,4.7534856944612306e-14,1.322997669310551e-13,1.46685577442586e-13,9.544079876144902e-15,3.8759102932565746e-13,1.3319242414517177e-12,1.6104083363273184e-09,3.136392465701628e-13,7.399855766805107e-12
2.5555832501114924e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428667760450201,0.10808562662302676,0.021130723336910424,5.1323752768139164e-08,0.0006192234301144432,0.0019568229795408165,0.0010318954611481569,1.6982734521529775e-05,3.703616685665456e-14,0.0017178248567244778,5.695094732753753e-12,0.00037189271927306523,8.075491529247008e-10,1.0852611512951154e-05,6.95830813830952e-11,2.766428789437343e-12,0.00023164143789777746,1.69145691605473e-07,0.0077665008780764865,0.0014762975477533957,0.00013454518601867566,2.004119893732118e-06,9.030406937451533e-09,4.29463873807562e-08,2.906787646615297e-08,4.894022520162458e-11,4.288031481122629e-07,2.174925712261898e-05,9.904335732993348e-09,1.5388062701944412e-11,3.882273408418106e-05,5.3239095831982656e-09,2.6756727892937866e-07,9.610280579840492e-06,3.1971461071968256e-09,7.165892287150724e-10,1.2026917935540287e-10,1.2528153387790618e-12,4.649954703826851e-08,1.4379071445774697e-08,4.4357910317562115e-12,4.773436869257258e-14,1.327188668723276e-13,1.4713602799852807e-13,9.567761431106606e-15,3.891950626882713e-13,1.3377423315331115e-12,1.6196716773885667e-09,3.1544336170035514e-13,7.442712723962e-12
2.5582270977803227e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44286709281827524,0.10808270120292864,0.02112905693532956,5.1479791766342456e-08,0.0006206446100333657,0.001959600397702472,0.0010337846902338116,1.701783049769864e-05,3.7172392083983715e-14,0.001718943020315826,5.716271022443093e-12,0.00037190540433940366,8.093394066478293e-10,1.0885401638902793e-05,6.97131491064826e-11,2.773824662980957e-12,0.0002318764754053925,1.6973350995340953e-07,0.007766294728472385,0.0014760471257357587,0.00013461091050249806,2.004753412947245e-06,9.03557259926446e-09,4.297306747014991e-08,2.913251698245099e-08,4.90040672439434e-11,4.293491137160387e-07,2.1766334711401924e-05,9.919886653807544e-09,1.541381639654682e-11,3.887828186740358e-05,5.3273789038917e-09,2.6849727526430585e-07,9.614225851412564e-06,3.2030019769316247e-09,7.173168651742524e-10,1.2063265597850368e-10,1.255394451983273e-12,4.659621449604874e-08,1.443401202569271e-08,4.4468048923954705e-12,4.790029042295953e-14,1.3306753798988797e-13,1.4751083797153303e-13,9.587459633093535e-15,3.905289467949134e-13,1.3425816494952117e-12,1.627387166034945e-09,3.169460193284464e-13,7.478409634900741e-12
2.560870945449153e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44286741176612693,0.108079775606192,0.02112739065247217,5.1636089421262094e-08,0.0006220669659826549,0.0019623786607313605,0.001035675080854259,1.7052944007961304e-05,3.7308975762151005e-14,0.0017200600576984984,5.737493981712816e-12,0.000371918070862973,8.111308169627713e-10,1.091823898497127e-05,6.984330077418092e-11,2.781230722261451e-12,0.00023211113433230503,1.7032261191239853e-07,0.007766088606249288,0.001475794472325652,0.00013467662619513266,2.0053834304039133e-06,9.040731465137644e-09,4.299971847085429e-08,2.919720656357092e-08,4.9067982645339375e-11,4.2989584263815866e-07,2.1783435889694464e-05,9.93544490355071e-09,1.5439561410179824e-11,3.8933846792736084e-05,5.3308447652815266e-09,2.6942930280493335e-07,9.61816180250306e-06,3.2088614698154227e-09,7.180433350488987e-10,1.2099665704551173e-10,1.257976322905912e-12,4.669293139796128e-08,1.4489089054701335e-08,4.457831406430244e-12,4.8066574873637965e-14,1.334170922556305e-13,1.4788664887996196e-13,9.60720435201507e-15,3.918656628842928e-13,1.347432243380007e-12,1.635130192686853e-09,3.1845404024921603e-13,7.514234964526118e-12
2.5635147931179834e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428677328839527,0.1080768498334612,0.02112572448820786,5.1792645635313815e-08,0.0006234904954290467,0.001965157769027716,0.001037566631695523,1.7088074980759685e-05,3.744591847214538e-14,0.001721175969739747,5.758763613019096e-12,0.00037193071906395326,8.129233797088041e-10,1.095112349036966e-05,6.99735363275552e-11,2.788646964263902e-12,0.0002323454142693458,1.7091299824952337e-07,0.0077658825113736535,0.0014755395920773347,0.00013474233315178066,2.0060099487837605e-06,9.04588354107904e-09,4.302634040770712e-08,2.926194509577878e-08,4.913197160099769e-11,4.3044333634723535e-07,2.18005606920357e-05,9.951010473666359e-09,1.546529764743449e-11,3.898942886825599e-05,5.3343071700438356e-09,2.70363362765789e-07,9.622088454443186e-06,3.2147245818366937e-09,7.187686370736611e-10,1.213611818879988e-10,1.2605609519718845e-12,4.678969754722782e-08,1.4544302651656951e-08,4.468870564204897e-12,4.823322226382198e-14,1.3376753227098855e-13,1.4826346377133962e-13,9.62699571616497e-15,3.9320521235551013e-13,1.352294121423044e-12,1.642900819627311e-09,3.1996743659296665e-13,7.550189006564263e-12
2.566158640786814e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44286805616713243,0.10807392388538063,0.02112405844240658,5.1949460309943634e-08,0.0006249151958378115,0.0019679377229945678,0.0010394593414446787,1.7123223344580513e-05,3.7583220795354837e-14,0.0017222907573058563,5.780079918576615e-12,0.00037194334916109957,8.147170907241913e-10,1.098405509409587e-05,7.010385570804051e-11,2.7960733859598464e-12,0.0002325793148097296,1.7150466972878645e-07,0.0077656764438118735,0.0014752824895427148,0.0001348080314273609,2.006632970795124e-06,9.051028833074185e-09,4.3052933305512995e-08,2.9326732465700983e-08,4.919603430415994e-11,4.3099159631284737e-07,2.181770915301123e-05,9.9665833555981e-09,1.549102501363009e-11,3.904502810209756e-05,5.337766120849092e-09,2.712994563565239e-07,9.626005828515658e-06,3.2205913089892624e-09,7.194927699910015e-10,1.217262298352182e-10,1.2631483395697767e-12,4.6886512747188804e-08,1.4599652935088648e-08,4.479922356048482e-12,4.840023281185421e-14,1.3411886068247077e-13,1.486412856811309e-13,9.646833853698143e-15,3.9454759660041243e-13,1.3571672918290802e-12,1.6506991091764628e-09,3.2148622049722645e-13,7.586272054924949e-12
2.568802488455644e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442868381611049,0.10807099776259473,0.021122392514938554,5.2106533345628834e-08,0.0006263410646727613,0.0019707185230377357,0.001041353208789853,1.7158389027955474e-05,3.772088331356627e-14,0.0017234044212621424,5.801442900358598e-12,0.00037195596137174744,8.165119458462016e-10,1.1017033734932973e-05,7.023425885714111e-11,2.803509984307302e-12,0.00023281283554905222,1.7209762711110664e-07,0.007765470403530283,0.0014750231692714064,0.00013487372107656977,2.007252499113241e-06,9.056167347109763e-09,4.3079497189052646e-08,2.9391568559271057e-08,4.926017094305654e-11,4.3154062400653676e-07,2.1834881307252272e-05,9.982163540775149e-09,1.5516743414219156e-11,3.910064450245167e-05,5.341221620367334e-09,2.722375847819131e-07,9.629913945954737e-06,3.226461647268445e-09,7.202157325501508e-10,1.2209180021396667e-10,1.2657384859806814e-12,4.6983376801303655e-08,1.4655140023198056e-08,4.490986772291954e-12,4.856760673519949e-14,1.3447107991031978e-13,1.4902011756590307e-13,9.666718891916497e-15,3.9589281700351053e-13,1.3620517627721047e-12,1.658525123691462e-09,3.2301040410675134e-13,7.622484403701045e-12
2.5711819513575914e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428686763541894,0.10806836410324705,0.021120893281285275,5.2248119893413494e-08,0.0006276253435312829,0.001973221966809477,0.0010430586780616903,1.7190052892179575e-05,3.7845088027851635e-14,0.001724405758850807,5.820709493570692e-12,0.0003719672972468671,8.181282902258944e-10,1.1046754677647959e-05,7.035169326520678e-11,2.8102116213319986e-12,0.00023302267915220918,1.726323888287247e-07,0.007765284990573543,0.0014747878886207126,0.00013493283443029611,2.0078070897189402e-06,9.06078621953747e-09,4.310337989750657e-08,2.9449962608058308e-08,4.9317957295719163e-11,4.3203540655666424e-07,2.185035653247024e-05,9.996191944654006e-09,1.5539882230594983e-11,3.915071394695359e-05,5.34432862128763e-09,2.7308364114020754e-07,9.633423354739456e-06,3.231748035924806e-09,7.208653971691908e-10,1.2242125967547865e-10,1.2680719768942527e-12,4.707059605796436e-08,1.4705195467925477e-08,4.500955532753229e-12,4.871855413115741e-14,1.347888410334718e-13,1.4936193233837497e-13,9.684655633418779e-15,3.971059414198947e-13,1.3664574553109315e-12,1.665592293168562e-09,3.2438679614672186e-13,7.655186312669035e-12
2.5735614142595386e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44286897284042603,0.10806573030338006,0.021119394143282906,5.238991555834389e-08,0.0006289105649086364,0.0019757260965337143,0.001044765082969659,1.722173067535327e-05,3.7969585396343927e-14,0.0017254061876450953,5.840013897026035e-12,0.0003719786189652868,8.197455549233771e-10,1.1076513625735839e-05,7.046919543597934e-11,2.8169214967329526e-12,0.00023323221449939315,1.7316819329203477e-07,0.007765099599661818,0.00147455081859991,0.00013499194088023104,2.0083588545960577e-06,9.065399611026331e-09,4.312723914249263e-08,2.9508395947889867e-08,4.937580383892416e-11,4.325308132360327e-07,2.186585100263178e-05,1.0010226251028204e-08,1.556301363873671e-11,3.920079730906065e-05,5.347432830766491e-09,2.739313475578951e-07,9.636925298223276e-06,3.237037343436889e-09,7.215141118894527e-10,1.2275114126523626e-10,1.2704077031096673e-12,4.715785458428015e-08,1.475536190562659e-08,4.510934504032286e-12,4.8869796193907826e-14,1.3510732780322547e-13,1.4970456994108386e-13,9.702630563928755e-15,3.9832136523883857e-13,1.3708723137960895e-12,1.6726820159169866e-09,3.2576758065455057e-13,7.687993407985023e-12
2.575940877161486e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44286927106639806,0.10806309636346365,0.02111789510083751,5.253192026586074e-08,0.0006301967269529693,0.001978230912512011,0.0010464724225595844,1.725342232547044e-05,3.809437584399471e-14,0.001726405708273818,5.8593561116618665e-12,0.00037198992668253353,8.21363736902048e-10,1.1106310534126035e-05,7.058676532695845e-11,2.823639608264632e-12,0.00023344144130071955,1.737050410493418e-07,0.007764914230770448,0.0014743119625207667,0.00013505104046569868,2.008907795718693e-06,9.070007525918945e-09,4.315107494201902e-08,2.9566868495769254e-08,4.94337107091738e-11,4.3302684512062575e-07,2.1881364743079076e-05,1.002426645365886e-08,1.5586137570061646e-11,3.925089459486006e-05,5.3505342507423845e-09,2.747807049031197e-07,9.640419791785456e-06,3.2423295668929143e-09,7.221618758145083e-10,1.2308144448759413e-10,1.2727456648091267e-12,4.724515223722281e-08,1.480563942178888e-08,4.52092367904798e-12,4.90213330801807e-14,1.3542654202020773e-13,1.500480325364256e-13,9.720643776706232e-15,3.995390894544476e-13,1.3752963441222932e-12,1.6797943374711053e-09,3.271527664985648e-13,7.720905904418973e-12
2.578320340063433e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428695710287464,0.10806046228396782,0.021116396153855334,5.267413394077284e-08,0.0006314838278115104,0.0019807364150477083,0.0010481806958779765,1.7285127790555015e-05,3.821945979601728e-14,0.0017274043213651548,5.87873613825727e-12,0.00037200122055322825,8.229828331247152e-10,1.1136145357608894e-05,7.070440289568875e-11,2.830365953672737e-12,0.0002336503592678527,1.7424293264692697e-07,0.0077647288838747375,0.0014740713236935095,0.00013511013322586784,2.0094539150510136e-06,9.074609968564424e-09,4.3174887314082035e-08,2.9625380168411145e-08,4.949167804587527e-11,4.335235032883113e-07,2.1896897779183926e-05,1.0038312546319104e-08,1.560925395582365e-11,3.9301005810475163e-05,5.3536328831533815e-09,2.756317140408242e-07,9.643906850773583e-06,3.2476247033815804e-09,7.228086880523274e-10,1.2341216884531748e-10,1.275085862219738e-12,4.733248887384387e-08,1.4856028101684224e-08,4.53092305070629e-12,4.9173164946145234e-14,1.357464854825249e-13,1.5039232232292093e-13,9.738695365841172e-15,4.007591150559864e-13,1.37972955216402e-12,1.686929303388996e-09,3.285423625517113e-13,7.7539240168583e-12
2.5806998029653804e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44286987272411366,0.10805782806536263,0.021114897302242842,5.2816556507257367e-08,0.0006327718656305677,0.0019832426044459357,0.001049889901972032,1.7316847018660985e-05,3.834483767788678e-14,0.001728402027546654,5.898153977433178e-12,0.0003720125007310843,8.246028405536007e-10,1.1166018050835594e-05,7.082210809975914e-11,2.837100530694197e-12,0.00023385896811400594,1.7478186862904924e-07,0.007764543558949959,0.0014738289054267862,0.0001351692191997138,2.0099972145848153e-06,9.079206943319673e-09,4.319867627666934e-08,2.9683930882865446e-08,4.9549706000856395e-11,4.340207888191572e-07,2.191245013634741e-05,1.0052364522828569e-08,1.563236272678349e-11,3.935113096206551e-05,5.356728729935201e-09,2.764843758327478e-07,9.647386490503537e-06,3.2529227499925777e-09,7.234545477156245e-10,1.2374331383963087e-10,1.2774282957979933e-12,4.7419864351274476e-08,1.4906528030368928e-08,4.5409326118744346e-12,4.9325291947433324e-14,1.360671603180993e-13,1.5073744168001963e-13,9.756785428357884e-15,4.019814430278531e-13,1.3841719437755164e-12,1.6940869592524667e-09,3.2993637769153584e-13,7.787047960307968e-12
2.5830792658673277e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44287017614914415,0.1080551937081181,0.021113398545906686,5.295918788886046e-08,0.0006340608385555465,0.001985749481013579,0.001051600039889632,1.7348579957872634e-05,3.847050991534022e-14,0.0017293988274452324,5.917609629652487e-12,0.00037202376736891974,8.262237561503621e-10,1.1195928568319022e-05,7.093988089680276e-11,2.8438433370572193e-12,0.00023406726755393552,1.753218495379434e-07,0.007764358255971349,0.0014735847110276799,0.00013522829842604612,2.0105376963148976e-06,9.083798454516959e-09,4.3222441847740756e-08,2.9742520556230204e-08,4.9607794714365375e-11,4.34518702792842e-07,2.192802184000266e-05,1.006642237697173e-08,1.5655463814322063e-11,3.940127005582635e-05,5.3598217930197015e-09,2.7733869113742785e-07,9.65085872625959e-06,3.2582237038200932e-09,7.240994539222518e-10,1.2407487897027697e-10,1.2797729657853485e-12,4.750727852672616e-08,1.4957139292683385e-08,4.55095235543234e-12,4.9477714239078455e-14,1.3638856844610197e-13,1.510833928360337e-13,9.774914058924263e-15,4.032060743497077e-13,1.3886235247906595e-12,1.7012673506667957e-09,3.3133482080016944e-13,7.820277949889267e-12
2.585458728769275e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44287048130048373,0.10805255921270435,0.02111189988475373,5.3102028008496856e-08,0.0006353507447309477,0.001988257045059289,0.001053311108679343,1.7380326556304556e-05,3.859647693437602e-14,0.0017303947216871778,5.9371030952200625e-12,0.0003720350206186555,8.27845576876101e-10,1.1225876864433684e-05,7.10577212444967e-11,2.8505943704812803e-12,0.00023427525730394143,1.7586287591381934e-07,0.007764172974914113,0.0014733387438017364,0.00013528737094353532,2.011075362212669e-06,9.0883845064694e-09,4.324618404522914e-08,2.9801149105181264e-08,4.9665944312044735e-11,4.3501724628896434e-07,2.1943612915614536e-05,1.0080486102485877e-08,1.5678557150451276e-11,3.94514230979887e-05,5.362912074336827e-09,2.781946608102002e-07,9.65432357329436e-06,3.2635275619616676e-09,7.247434057948294e-10,1.2440686373546424e-10,1.282119872144495e-12,4.759473125749079e-08,1.500786197325212e-08,4.56098227428386e-12,4.96304319755088e-14,1.3671071139322127e-13,1.5143017781496915e-13,9.793081349201487e-15,4.0443300999646563e-13,1.3930843010229468e-12,1.7084705232607506e-09,3.327377007643439e-13,7.853614200839908e-12
2.587838191671222e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428707881747801,0.10804992457959148,0.021110401318691036,5.324507678845259e-08,0.0006366415823003791,0.001990765296893464,0.0010550231073904147,1.7412086762101794e-05,3.8722739161254406e-14,0.0017313897108981477,5.956634374282821e-12,0.0003720462606313237,8.294682996913776e-10,1.125586289341631e-05,7.117562910056179e-11,2.857353628677166e-12,0.00023448293708186284,1.7640494829486378e-07,0.007763987715753423,0.0014730910070529164,0.0001353464367906698,2.0116102142657616e-06,9.092965103528989e-09,4.3269902887075065e-08,2.98598164464103e-08,4.972415494944987e-11,4.3551642039196646e-07,2.195922338867473e-05,1.0094555693211551e-08,1.5701642666265787e-11,3.950159009481903e-05,5.365999575817717e-09,2.7905228570319614e-07,9.657781046828873e-06,3.268834321511754e-09,7.253864024599193e-10,1.2473926763177496e-10,1.2844690153820624e-12,4.768222240094107e-08,1.5058696156483512e-08,4.5710223612631624e-12,4.978344531065983e-14,1.3703359128870935e-13,1.5177779904794326e-13,9.811287397589788e-15,4.056622509381134e-13,1.397554278265686e-12,1.715696522686405e-09,3.341450264752931e-13,7.887056928513154e-12
2.5902176545731695e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44287109676868275,0.10804728980924964,0.021108902847625895,5.33883341503853e-08,0.0006379333494065691,0.00199327423682823,0.001056736035072779,1.7443860523440068e-05,3.884929702249761e-14,0.0017323837957031723,5.976203466829834e-12,0.00037205748755707606,8.310919215562301e-10,1.1285886609366478e-05,7.12936044227628e-11,2.8641211093469995e-12,0.00023469030660707338,1.769480672172398e-07,0.007763802478464425,0.0014728415040835693,0.000135405496005743,2.012142254495548e-06,9.097540250024946e-09,4.3293598391194624e-08,2.991852249719565e-08,4.9782426775941924e-11,4.3601622618576145e-07,2.1974853284707282e-05,1.010863114297484e-08,1.5724720292987356e-11,3.9551771052618924e-05,5.3690842993879595e-09,2.799115666653427e-07,9.6612311620526e-06,3.2741439795696994e-09,7.260284430494921e-10,1.250720901543643e-10,1.28682039589936e-12,4.776975181453102e-08,1.5109641926569608e-08,4.581072609199798e-12,4.993675439788134e-14,1.3735721031739587e-13,1.5212625890447957e-13,9.829532301326775e-15,4.068937981398526e-13,1.4020334622918231e-12,1.7229453946189475e-09,3.3555680682874805e-13,7.920606348376944e-12
2.592597117475117e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428714070788427,0.10804465490214911,0.021107404471465772,5.353180001532372e-08,0.0006392260441913682,0.0019957838651774467,0.0010584498907770493,1.7475647788525777e-05,3.8976150944889584e-14,0.0017333769767266538,5.9958103726923425e-12,0.00037206870154518433,8.327164394301819e-10,1.1315947966246707e-05,7.141164716890774e-11,2.87089681018425e-12,0.00023489736560048088,1.7749223321508452e-07,0.007763617263022229,0.0014725902381945045,0.00013546454862692242,2.0126714848886393e-06,9.102109950261262e-09,4.331727057547264e-08,2.997726717421049e-08,4.984075992009535e-11,4.365166647537468e-07,2.1990502629268682e-05,1.0122712445533245e-08,1.5747789962578822e-11,3.9601965977725044e-05,5.372166246971308e-09,2.8077250454236475e-07,9.664673934123452e-06,3.2794565332387564e-09,7.266695267002766e-10,1.254053307968688e-10,1.2891740137011587e-12,4.785731935579612e-08,1.5160699367486038e-08,4.591133010961713e-12,5.0090359389902305e-14,1.376815700712449e-13,1.5247555946110025e-13,9.847816153331147e-15,4.081276525621546e-13,1.4065218588538533e-12,1.7302171847566503e-09,3.369730507249736e-13,7.95426267601372e-12
2.594738634086869e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44287168782262026,0.1080422833692185,0.021106056013989155,5.366109749806277e-08,0.0006403902611264341,0.0019980431195468855,0.0010599931535855043,1.7504267830024357e-05,3.909057296027225e-14,0.0017342700674301296,6.013488918086727e-12,0.0003720787831954633,8.341792690911595e-10,1.1343035332273887e-05,7.151794325307346e-11,2.877001967267603e-12,0.00023508345296042088,1.779828783025037e-07,0.007763450587782681,0.001472362594324823,0.00013551769037961135,2.0131453914803946e-06,9.106218027497153e-09,4.333855561763861e-08,3.003017034003043e-08,4.989331229938956e-11,4.3696760138535463e-07,2.200460368901112e-05,1.013539061687393e-08,1.5768545805434407e-11,3.964715335763273e-05,5.3749376279177495e-09,2.815487659903125e-07,9.667766163094128e-06,3.284240304893208e-09,7.27245683093167e-10,1.257056044478614e-10,1.2912941829060457e-12,4.7936162624415786e-08,1.520674661210218e-08,4.6001960481334385e-12,5.022885700713904e-14,1.3797412881760743e-13,1.527906507015582e-13,9.864305001460178e-15,4.092400950057292e-13,1.4105692972159362e-12,1.7367814287341585e-09,3.3825149392030666e-13,7.984644955303611e-12
2.5968801506986213e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442871969951416,0.10803991172623699,0.021104707633243666,5.3790563745307954e-08,0.0006415552266195506,0.0020003029320188664,0.0010615371666321091,1.7532898729916365e-05,3.920523544258634e-14,0.0017351624270301182,6.031198091656926e-12,0.00037208885459404025,8.356428198391087e-10,1.1370153116299509e-05,7.162429388579606e-11,2.8831137791176558e-12,0.00023526928836347462,1.784743723385983e-07,0.007763283930200681,0.0014721335275665708,0.0001355708268495955,2.013617025191639e-06,9.110321699910441e-09,4.33598217982405e-08,3.0083104665059405e-08,4.994591457097998e-11,4.374190522369704e-07,2.2018720541458505e-05,1.0148073519470099e-08,1.5789295097851733e-11,3.9692352060887915e-05,5.3777067632727915e-09,2.8232637083376976e-07,9.670852467369078e-06,3.2890264175352466e-09,7.278210630469791e-10,1.2600621599326667e-10,1.2934161648111527e-12,4.8015036557380795e-08,1.525288443884895e-08,4.609267298849491e-12,5.036759454111909e-14,1.382672906355082e-13,1.5310642648434675e-13,9.88082554700368e-15,4.1035440776538704e-13,1.4146242065400745e-12,1.7433643068384365e-09,3.3953356629267683e-13,8.01511416192383e-12
2.5990216673103736e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428722534627923,0.10803753997354741,0.021103359329162286,5.3920198698186825e-08,0.0006427209393143311,0.002002563302825747,0.0010630819292261763,1.7561540450508456e-05,3.932013870350103e-14,0.0017360540559805062,6.0489378929522486e-12,0.00037209891584792545,8.371070894565064e-10,1.1397301284478905e-05,7.173069903640686e-11,2.8892322440350405e-12,0.00023545487160936068,1.7896671570854795e-07,0.007763117290258029,0.0014719030403227264,0.00013562395806434896,2.0140863874850155e-06,9.114420970640708e-09,4.338106913028805e-08,3.013607008858182e-08,4.999856683858812e-11,4.3787101810196956e-07,2.20328532053043e-05,1.016076114881119e-08,1.5810037790154196e-11,3.9737562092182114e-05,5.380473654435213e-09,2.831053196826124e-07,9.673932857932972e-06,3.29381486905608e-09,7.283956659419584e-10,1.2630716506078137e-10,1.2955399595951113e-12,4.8093941051004835e-08,1.5299112908494475e-08,4.618346757870342e-12,5.0506572102024784e-14,1.3856105690945793e-13,1.534228884659373e-13,9.897377860262476e-15,4.1147059153130414e-13,1.4186865909775226e-12,1.7499658524310501e-09,3.408192743396207e-13,8.045670453269863e-12
