Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),CO2X(24),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),OH(D)X(68),CH4OX(63),CHOX(53),C2H6X(52),C2H4X(215),acetyl(44),C2H4X(70),C2H3X(214),C2H2X(254),C2HX(261),C2H3X(69),C2H3(46),C2H2(288),C2H2(308),C2H2X(309)
2.8677548408295432e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4453138124317164,0.11185399072373653,0.02262099919363443,2.0082054560479198e-11,1.0397997145040562e-06,4.239706266085931e-05,7.525352856718775e-06,5.28731298306594e-08,5.4085272323613655e-18,0.0002520720628034983,2.60114945605739e-16,0.00018061549834995556,1.862254326424208e-12,1.9148417490754794e-09,2.3218016999529014e-13,1.906037081540194e-15,3.4340627237576374e-06,3.89630030027461e-11,0.006546640297450541,0.0003881547982680766,4.81134196023736e-05,1.8811608999824272e-07,1.418297774548581e-09,6.7182004603443075e-09,6.200697767929228e-11,4.70563049405928e-12,6.698340685039171e-08,9.553202237841431e-06,3.029132127012358e-10,8.041451913364795e-14,7.395095269223706e-07,7.854497237309024e-10,6.140927388986188e-11,7.896781193324129e-07,2.3432680084217975e-11,1.0678419976840787e-11,2.1324929181181165e-14,1.3626278034855815e-14,1.3331577145479753e-10,8.761006854555565e-13,4.746409500738904e-15,1.1056318023130866e-17,1.877001976519036e-15,3.5704833728869254e-15,6.527422149784318e-16,9.665340653496318e-17,2.480197190835605e-16,3.1481497141246275e-14,6.130155015199491e-18,1.1663003501204975e-16
2.8815535385577814e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44530029024005985,0.11184104780139899,0.022620046972434558,2.0514724567041188e-11,1.0591441232286623e-06,4.287183977792696e-05,7.639700645700642e-06,5.362251669028926e-08,5.543982099901997e-18,0.00025327298309557817,2.6643452336105553e-16,0.00018122741178072465,1.889732070272139e-12,1.95822226851761e-09,2.365986179426603e-13,1.945445032676944e-15,3.477323286431602e-06,3.972742287381237e-11,0.006558223973248755,0.00038987429468549,4.827965321968158e-05,1.896065604114538e-07,1.4249962705835605e-09,6.748566917344519e-09,6.30904707727273e-11,4.738084882908755e-12,6.751133232704889e-08,9.595058035318737e-06,3.05949286523716e-10,8.166417354567212e-14,7.483804601249203e-07,7.891682829728267e-10,6.261527107883771e-11,7.961186110954384e-07,2.3788099809988168e-11,1.0812635600163063e-11,2.1807453287149334e-14,1.3810825032453108e-14,1.3526336284482316e-10,8.968961040544107e-13,4.841490679590099e-15,1.1272891676778758e-17,1.9049092921505328e-15,3.627098058143944e-15,6.607895477365795e-16,9.853222708136235e-17,2.529601576987647e-16,3.226365764333963e-14,6.282465331217189e-18,1.1965530859212338e-16
2.8939723665131958e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4452882060561962,0.11182948187071023,0.022619190044680278,2.0909853469715998e-11,1.0767474039866156e-06,4.330121754528338e-05,7.743473346250368e-06,5.4302834309405995e-08,5.668041953559732e-18,0.00025435365821794377,2.722260811059309e-16,0.00018177647968598394,1.914692005473654e-12,1.997905762732602e-09,2.4062236944293763e-13,1.981414579537494e-15,3.516502152004563e-06,4.042493014039984e-11,0.0065685661221878055,0.0003914203863547641,4.842830398805278e-05,1.9094844537158422e-07,1.4310235734808526e-09,6.7758919949831836e-09,6.407554315303208e-11,4.767300411121451e-12,6.79850477558192e-08,9.632470514296121e-06,3.0868877428454157e-10,8.279811866375002e-14,7.564082091858373e-07,7.925144674938567e-10,6.371571751228062e-11,8.019290145048938e-07,2.4110641942108977e-11,1.0934184882542413e-11,2.2248844887743764e-14,1.3977772193520105e-14,1.3703194070198127e-10,9.159417165762423e-13,4.928195545310204e-15,1.1470502874581273e-17,1.9301641207758793e-15,3.67827940576235e-15,6.680391806916686e-16,1.0024632835051533e-16,2.57469629334956e-16,3.298086676803213e-14,6.422127752100221e-18,1.224317309010553e-16
2.90639119446861e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44527620252452466,0.11181799367621037,0.022618333184261246,2.1310450543521766e-11,1.094534473114278e-06,4.373255612328393e-05,7.848060691826439e-06,5.498873339536356e-08,5.7941610639249e-18,0.00025543418752156503,2.781174089436977e-16,0.00018232398465008916,1.9398707656221136e-12,2.038203080409898e-09,2.446909705930272e-13,2.0178638448972072e-15,3.555912265235702e-06,4.1131545526787296e-11,0.0065788301000686555,0.0003929650994561385,4.857605611790615e-05,1.9229075769225412e-07,1.4370495995397875e-09,6.8032125704850366e-09,6.507004971050198e-11,4.796521044744797e-12,6.84574007007554e-08,9.669638535609723e-06,3.1143481922570833e-10,8.394082886940544e-14,7.644773938805844e-07,7.958601590630038e-10,6.483054777283177e-11,8.077525654016803e-07,2.443570879037152e-11,1.1056448851751454e-11,2.2697054117546135e-14,1.414552357190008e-14,1.3881549383257127e-10,9.353035871643926e-13,5.0159794965423856e-15,1.1670689804257017e-17,1.9555482307833116e-15,3.7296715962547616e-15,6.752947351543993e-16,1.0198256567791791e-16,2.6203941297555496e-16,3.3710816712913246e-14,6.564271296780909e-18,1.2525974405996035e-16
2.9188100224240245e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44526427905050026,0.11180658263362163,0.02261747639095167,2.171655784743901e-11,1.1125059539059426e-06,4.416584767022219e-05,7.953462837253283e-06,5.5680234103671375e-08,5.922360680966505e-18,0.0002565145702943707,2.8410977354968976e-16,0.00018286993069886682,1.965269278131217e-12,2.079120552558659e-09,2.4880459531578644e-13,2.0547964625934438e-15,3.5955533831225643e-06,4.184734676546899e-11,0.006589016491932988,0.0003945084339842637,4.872291953760425e-05,1.9363348833255082e-07,1.4430743448868509e-09,6.830528626897961e-09,6.607401751972701e-11,4.825745722211235e-12,6.892837287064843e-08,9.706561863851694e-06,3.141873308799314e-10,8.509230012987127e-14,7.725878573970973e-07,7.992053562608044e-10,6.595988474273042e-11,8.13589188291798e-07,2.4763300780588313e-11,1.1179426745605975e-11,2.3152151169998962e-14,1.4314073746547334e-14,1.40614078437421e-10,9.54985481352076e-13,5.104849112445631e-15,1.1873474405391753e-17,1.9810600845312784e-15,3.781269589713902e-15,6.8255550520584e-16,1.0374112529968967e-16,2.6667004618534106e-16,3.4453677077186425e-14,6.70892899401825e-18,1.2814006833136896e-16
2.931228850379439e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4452524350439378,0.11179524816304907,0.022616619664527837,2.2128217419818996e-11,1.130662466517687e-06,4.460108437550565e-05,8.059679899451989e-06,5.637735655456107e-08,6.052662120101909e-18,0.00025759480582414633,2.902044518132979e-16,0.00018341432185427786,1.9908884695582842e-12,2.120664538716339e-09,2.52963415252742e-13,2.0922160654766154e-15,3.6354252613508262e-06,4.2572411896298226e-11,0.006599125878440013,0.0003960503899712182,4.886890412252959e-05,1.9497662874620872e-07,1.4490978056481472e-09,6.857840147295145e-09,6.708747352698324e-11,4.854973388759764e-12,6.939794653794698e-08,9.743240300703745e-06,3.169462195470863e-10,8.625252815523511e-14,7.807394428927796e-07,8.0255005765703e-10,6.710385179075486e-11,8.194388079295558e-07,2.5093418221628168e-11,1.130311779814181e-11,2.3614206554132658e-14,1.4483417338876465e-14,1.424277506224226e-10,9.749911911755865e-13,5.19481094683147e-15,1.2078878704258907e-17,2.00669797667758e-15,3.833068260952999e-15,6.898207859704807e-16,1.0552219416358825e-16,2.713620688896082e-16,3.520961896092328e-14,6.8561341648707255e-18,1.3107343068822476e-16
2.9436476783348533e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4452406699189827,0.1117839896889477,0.022615763004768103,2.254547127715394e-11,1.1490046280610016e-06,4.503825846093012e-05,8.166711957872442e-06,5.7080120832952e-08,6.185086761647904e-18,0.0002586748933985576,2.9640273086894364e-16,0.00018395716213441036,2.016729265598188e-12,2.1628414268657294e-09,2.5716759976282154e-13,2.1301262852359124e-15,3.6755276543887953e-06,4.330681926625229e-11,0.006609158835899408,0.000397590967485934,4.901401969218302e-05,1.9632017087050471e-07,1.4551199779496111e-09,6.885147114775918e-09,6.811044458485364e-11,4.8842030167116905e-12,6.986610455473258e-08,9.77967368448812e-06,3.197113962883101e-10,8.742150841445125e-14,7.889319935413712e-07,8.058942618107711e-10,6.826257277185631e-11,8.253013493170897e-07,2.5426061306759973e-11,1.1427521239904534e-11,2.4083291093652488e-14,1.4653549019430847e-14,1.4425656639842532e-10,9.953245352191408e-13,5.2858715278619224e-15,1.2286924813755913e-17,2.0324602145489552e-15,3.885062549029126e-15,6.970898825434827e-16,1.0732595992822808e-16,2.761160233733289e-16,3.5978814971572647e-14,7.005920423965383e-18,1.3406056484475698e-16
2.9548246234947263e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4452301482695561,0.111773921567031,0.022614992067800585,2.292581757049548e-11,1.1656718109476955e-06,4.5433365196178965e-05,8.263737668035361e-06,5.7717449017720115e-08,6.3061019997768044e-18,0.0002596468451248691,3.020708327929263e-16,0.0001844443957059842,2.0401762183651683e-12,2.201347059928535e-09,2.609902906672255e-13,2.164667960968455e-15,3.7118166944431477e-06,4.397583851474213e-11,0.0066181236236178016,0.00039897630874162845,4.914388876550124e-05,1.9752969596534098e-07,1.4605388281858245e-09,6.909719478825651e-09,6.903927609100638e-11,4.9105105313122925e-12,7.028622266350675e-08,9.812254105094329e-06,3.2220535876000547e-10,8.848106986471725e-14,7.963401847623993e-07,8.089036192074552e-10,6.931813902523307e-11,8.30588622875522e-07,2.5727599576733104e-11,1.1540092791731498e-11,2.4511535895731574e-14,1.4807336958508364e-14,1.459154945834271e-10,1.0139078496046388e-12,5.368770854068633e-15,1.2476443406455885e-17,2.0557513086997423e-15,3.932020550588037e-15,7.036347669679084e-16,1.0896891063860377e-16,2.804479841795526e-16,3.6682567539564924e-14,7.14296290765522e-18,1.367955723459179e-16
2.9660015686545992e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4452196896221278,0.11176391412605038,0.022614221184494396,2.3310759846247368e-11,1.182490312708297e-06,4.5830029313878195e-05,8.361423565527565e-06,5.8359377915008656e-08,6.4288700785111125e-18,0.0002606186759108551,3.0782485507716347e-16,0.00018493037924378314,2.0638040935822963e-12,2.2403752375886303e-09,2.648499824535846e-13,2.1996126224750193e-15,3.7482920711734625e-06,4.465254623366413e-11,0.006627027381190909,0.0004003605336210284,4.9273068917182807e-05,1.987395350737636e-07,1.4659566288073497e-09,6.934288129074383e-09,6.997585601259437e-11,4.936818098746895e-12,7.070516892934229e-08,9.844635863993221e-06,3.2470427940396453e-10,8.954771311389601e-14,8.037813165647345e-07,8.119125715970915e-10,7.038584765479906e-11,8.358862481780438e-07,2.6031183663276568e-11,1.1653240187678395e-11,2.4945584006958952e-14,1.4961755112339614e-14,1.4758677506665686e-10,1.0327624835386395e-12,5.4525701547629135e-15,1.2668136089525734e-17,2.0791406847292696e-15,3.979129292139596e-15,7.10181691224549e-16,1.1063053622012317e-16,2.8483094953697174e-16,3.739732495631303e-14,7.282148460706762e-18,1.395752792364314e-16
2.9771785138144722e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4452092935584931,0.11175396695534201,0.02261345035469214,2.3700328684490113e-11,1.1994605772502363e-06,4.622824521555927e-05,8.45976963216444e-06,5.9005922093220966e-08,6.553406716661109e-18,0.000261590385237069,3.136657574502765e-16,0.00018541511566888034,2.0876135642654905e-12,2.279930675460646e-09,2.687467938411373e-13,2.2349629141675606e-15,3.7849536034074132e-06,4.533700017511927e-11,0.006635870519840836,0.00040174364224869496,4.9401567179290855e-05,1.999496832603485e-07,1.4713733769901185e-09,6.958853053259706e-09,7.092020377231727e-11,4.963125010973716e-12,7.112293199750456e-08,9.876818917754128e-06,3.272080950098026e-10,9.06214343771414e-14,8.112552748302942e-07,8.149211179078928e-10,7.146578995943081e-11,8.411941710641963e-07,2.633681347253956e-11,1.1766962860630878e-11,2.538548770803641e-14,1.5116799678586877e-14,1.4927044848213268e-10,1.051891276101897e-12,5.5372741349886e-15,1.2862019162985006e-17,2.1026271195979016e-15,4.0263851327873544e-15,7.167301645270929e-16,1.1231097494965723e-16,2.8926531967076e-16,3.812321621035865e-14,7.423502203159957e-18,1.424002345228504e-16
2.9883554589743455e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44519895966321643,0.11174407964701538,0.022612679578237777,2.4094554648194434e-11,1.2165830467048776e-06,4.662800732676621e-05,8.558775826275245e-06,5.965709609750709e-08,6.679727674219053e-18,0.0002625619725840443,3.195945064388206e-16,0.00018589860789976063,2.1116053028500018e-12,2.320018107620191e-09,2.726808420517118e-13,2.2707214792755978e-15,3.821801109388294e-06,4.602925829212092e-11,0.006644653448016446,0.00040312563477195364,4.9529390540991486e-05,2.0116013587155645e-07,1.4767890699102826e-09,6.983414239140937e-09,7.187233878344186e-11,4.989430575547078e-12,7.15395008626457e-08,9.908803245916257e-06,3.29716742885073e-10,9.170222972750404e-14,8.187619455586715e-07,8.179292570615394e-10,7.255805755605484e-11,8.46512337534925e-07,2.6644488838239863e-11,1.1881260241840622e-11,2.5831299483903068e-14,1.527246687058978e-14,1.5096655540124927e-10,1.071297083902636e-12,5.6228874825643476e-15,1.305810898352615e-17,2.126209499403773e-15,4.073784478680288e-15,7.232797030271357e-16,1.1401036556850857e-16,2.937514963522491e-16,3.886037129544824e-14,7.567049450822033e-18,1.4527099171158257e-16
2.9995324041342185e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4451886875236156,0.11173425179593482,0.022611908854976534,2.4493468282628153e-11,1.233858161477191e-06,4.702931009761829e-05,8.658442082967616e-06,6.031291444974381e-08,6.807848752023323e-18,0.00026353343743230786,3.256120753850773e-16,0.00018638085885230317,2.1357799811869725e-12,2.3606422865570856e-09,2.766522428105713e-13,2.3068909597498918e-15,3.858834406821056e-06,4.672937873845507e-11,0.006653376571412074,0.0004045065113605687,4.9656545947285386e-05,2.0237088852159976e-07,1.4822037047442663e-09,7.007971674495122e-09,7.283228040815526e-11,5.015734107492352e-12,7.195486486316418e-08,9.94058885072932e-06,3.322301608744339e-10,9.279009509899837e-14,8.263012148902205e-07,8.209369879733153e-10,7.366274237942375e-11,8.518406937522929e-07,2.6954209522484687e-11,1.1996131761064987e-11,2.628307202322335e-14,1.542875293039842e-14,1.5267513633271543e-10,1.090982781101903e-12,5.709414867865718e-15,1.3256421964475236e-17,2.1498866501789146e-15,4.121323714776129e-15,7.298298257476896e-16,1.1572884728195389e-16,2.9828988289849144e-16,3.960892121437057e-14,7.712815716015124e-18,1.48188108827087e-16
3.0107093492940915e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4451784767297442,0.11172448299970077,0.022611138184754943,2.4897100114773432e-11,1.2512863602947057e-06,4.7432148003366205e-05,8.758768314392324e-06,6.097339164851507e-08,6.937785791475546e-18,0.00026450477926239424,3.3171944446482704e-16,0.00018686187143976418,2.1601382705400105e-12,2.401807983128678e-09,2.8066111034737547e-13,2.343473996166439e-15,3.896053312917992e-06,4.743741986854203e-11,0.006662040292986168,0.0004058862722064171,4.9783040297741964e-05,2.0358193707813883e-07,1.487617278668838e-09,7.03252534710986e-09,7.38000479071512e-11,5.042034932174497e-12,7.236901368914137e-08,9.972175756880346e-06,3.347482873716086e-10,9.388502629942083e-14,8.338729691289438e-07,8.239443095522059e-10,7.477993668189221e-11,8.571791860392017e-07,2.7265975216591582e-11,1.2111576846705276e-11,2.6740858217876363e-14,1.5585654150004883e-14,1.5439623172249158e-10,1.1109512594388596e-12,5.796860943540915e-15,1.345697457575313e-17,2.173657233878433e-15,4.168999211152508e-15,7.363800549053651e-16,1.174665597587509e-16,3.028808841717702e-16,4.0368997982788696e-14,7.860826708323694e-18,1.5115214843006748e-16
3.0218862944539644e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.445168326874375,0.11171477285863121,0.022610367567420814,2.5305480652770717e-11,1.2688680802551592e-06,4.783651554489479e-05,8.859754410010459e-06,6.163854216909211e-08,7.069554674188259e-18,0.00026547599755485826,3.3791760070497113e-16,0.0001873416485727558,2.1846808415818003e-12,2.4435199865138142e-09,2.847075573975431e-13,2.380473227632443e-15,3.933457644441528e-06,4.8153440237291175e-11,0.006670645012979722,0.00040726491752314325,4.9908880445352276e-05,2.0479327766938001e-07,1.4930297888612393e-09,7.057075244797136e-09,7.47756605887727e-11,5.068332401340453e-12,7.278193736778992e-08,1.0003564011240566e-05,3.3727106128640216e-10,9.49870190098309e-14,8.414770947640648e-07,8.269512207009529e-10,7.59097330331976e-11,8.625277608791054e-07,2.7579785541920013e-11,1.2227594925939724e-11,2.720471116244538e-14,1.5743166820637745e-14,1.561298819537276e-10,1.1312054282557497e-12,5.885230344789486e-15,1.3659783343838665e-17,2.1975202582576703e-15,4.21680748102595e-15,7.429299254444292e-16,1.1922364313071017e-16,3.075249065790867e-16,4.1140734633079e-14,8.011108335340667e-18,1.5416367763565706e-16
3.0319455450978504e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4451592437725671,0.11170608355367251,0.022609674056914122,2.567710847985363e-11,1.28482324878158e-06,4.8201749646877046e-05,8.951205970519355e-06,6.224118527276552e-08,7.189726052911106e-18,0.000266349987964115,3.435743856557134e-16,0.0001877723940823493,2.2069272701954153e-12,2.4815318548703857e-09,2.8838158219961125e-13,2.414130562684292e-15,3.967279929776848e-06,4.880472937530346e-11,0.006678339143246391,0.00040850474472466547,5.002158286039363e-05,2.0588373088507345e-07,1.4979001362107859e-09,7.079166915093948e-09,7.566043554697168e-11,5.0919967165252756e-12,7.315251319546475e-08,1.0031643649298706e-05,3.395454813145901e-10,9.598484636914373e-14,8.483483917286634e-07,8.29657088905282e-10,7.693740126559509e-11,8.67350054715562e-07,2.786396262574545e-11,1.2332500632449517e-11,2.762740992936137e-14,1.5885447975181118e-14,1.577009348772974e-10,1.1496808643274499e-12,5.965556065940874e-15,1.3844253953864509e-17,2.2190750529218626e-15,4.259945488924248e-15,7.488241168890421e-16,1.208216964725721e-16,3.117501969550729e-16,4.184537759093204e-14,8.148324765109338e-18,1.5691512993606236e-16
3.042004795741736e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4451502094102091,0.11169744115026368,0.022608980589014862,2.6052629667409164e-11,1.3009034386441284e-06,4.856821434893149e-05,9.043191801331698e-06,6.284763599276415e-08,7.311405754770831e-18,0.0002672238775085565,3.4930624249172025e-16,0.0001882021433473237,2.229323997821433e-12,2.5199936428117604e-09,2.920862165967854e-13,2.4481290737879223e-15,4.001252126825199e-06,4.946257225706132e-11,0.00668598609222684,0.0004097436687237837,5.013376581149891e-05,2.0697441521373768e-07,1.502769617594196e-09,7.101255508974587e-09,7.6551594647622e-11,5.115657319079018e-12,7.352208203637802e-08,1.0059562500009407e-05,3.418235729856939e-10,9.698838663717619e-14,8.55245735301638e-07,8.32362622959118e-10,7.79754203259076e-11,8.721804334133964e-07,2.814979512529649e-11,1.2437869579839906e-11,2.8055104924590284e-14,1.6028218789335955e-14,1.5928221923258058e-10,1.1683922262928824e-12,6.0466367746966914e-15,1.403057761052395e-17,2.240702756994179e-15,4.303185524175965e-15,7.547173022219636e-16,1.2243565692844492e-16,3.160190633359398e-16,4.2559672056706363e-14,8.287420722241858e-18,1.5970593176185573e-16
3.052064046385622e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.445141223496016,0.11168884536261005,0.022608287163614717,2.6432066414675402e-11,1.317108965284354e-06,4.893590569731964e-05,9.135711775792485e-06,6.345790483304788e-08,7.434605439764094e-18,0.0002680976658096036,3.5511390505954007e-16,0.0001886308984839306,2.251871512139122e-12,2.558908879533425e-09,2.958215396756025e-13,2.482470681432927e-15,4.0353741012347504e-06,5.0127011985072614e-11,0.006693586146123586,0.000410981689720185,5.024543419351948e-05,2.0806532832046854e-07,1.5076382309548873e-09,7.1233410175876125e-09,7.744915188711088e-11,5.1393137639545006e-12,7.38906373077245e-08,1.0087320642574936e-05,3.441052929093085e-10,9.799763642410175e-14,8.621690432004178e-07,8.35067822050087e-10,7.902385835597832e-11,8.770188582914939e-07,2.843728262251135e-11,1.2543701348475918e-11,2.8487835273244263e-14,1.6171476619592766e-14,1.6087376432814853e-10,1.1873416717339535e-12,6.128475813001016e-15,1.4218766478967926e-17,2.2624026799571275e-15,4.3465251018792246e-15,7.606091544597521e-16,1.2406562761463225e-16,3.203318051998439e-16,4.3283717138629505e-14,8.428415507737511e-18,1.625365060748589e-16
3.06111737196512e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44513317735708063,0.11168114877538357,0.022607663117002477,2.6776925627470974e-11,1.3318013621470917e-06,4.926787344017277e-05,9.21943632948793e-06,6.401041995130552e-08,7.546794399465435e-18,0.00026888398840458586,3.604062254526034e-16,0.00018901592987475926,2.272293600394222e-12,2.5943232177661446e-09,2.9920963384814157e-13,2.51367306218105e-15,4.066211826647623e-06,5.0730683773767223e-11,0.006700386334480092,0.00041209513672552437,5.034549979970538e-05,2.090473439074638e-07,1.5120192391207004e-09,7.1432153301302364e-09,7.82624353554752e-11,5.1606006360482055e-12,7.422146517062704e-08,1.0112165642087487e-05,3.4616190744249894e-10,9.89108400099034e-14,8.68422151939564e-07,8.375022141642269e-10,7.997641728876976e-11,8.813802882802865e-07,2.8697436012160852e-11,1.2639345305181515e-11,2.888163025729283e-14,1.6300822898342102e-14,1.6231495203730527e-10,1.2046015266001238e-12,6.20278207181548e-15,1.438974130096326e-17,2.2819936503447357e-15,4.385613702371848e-15,7.659104092390514e-16,1.255463754486588e-16,3.242510347497701e-16,4.3943776947322546e-14,8.55695037139055e-18,1.6511838045538027e-16
3.070170697544617e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44512517001673163,0.11167348951092933,0.02260703910464961,2.712499057787546e-11,1.3465957651594945e-06,4.960082872170116e-05,9.303593313178829e-06,6.456604387853772e-08,7.660232546938905e-18,0.0002696702284098944,3.65761087954585e-16,0.0001894001592745306,2.2928385755280164e-12,2.6301103073454724e-09,3.0262270540331483e-13,2.5451563040821615e-15,4.097170664535972e-06,5.1339765633695255e-11,0.006707148974436067,0.00041320785263575396,5.044515606434092e-05,2.1002954152290693e-07,1.516399541024097e-09,7.163087130006391e-09,7.908092276046273e-11,5.181883454995854e-12,7.45514623703602e-08,1.013688062062552e-05,3.4822139492346705e-10,9.982866293186337e-14,8.746961655377508e-07,8.399363336998236e-10,8.093752091803817e-11,8.857481763769023e-07,2.8958929209620752e-11,1.2735363500210797e-11,2.9279564383303127e-14,1.6430559652503448e-14,1.637644959601852e-10,1.222057575370192e-12,6.277707694416884e-15,1.4562245748766728e-17,2.3016417500479593e-15,4.424778997926193e-15,7.712100804993654e-16,1.2704025093661398e-16,3.2820626658358985e-16,4.461188878533813e-14,8.687053282908843e-18,1.677331282261304e-16
3.0792240231241145e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4451172012662247,0.11166586736449319,0.022606415126478856,2.7476277420338925e-11,1.3614924023400526e-06,4.9934768697321826e-05,9.388182605303742e-06,6.51247842402309e-08,7.774928435176339e-18,0.00027045638554965706,3.711790369884441e-16,0.00018978358822223327,2.3135067922321743e-12,2.6662727457447676e-09,3.060608099711441e-13,2.5769218045967834e-15,4.1282505165917715e-06,5.195428925897852e-11,0.006713874271043121,0.0004143198376240735,5.0544406486040536e-05,2.1101191975363307e-07,1.520779135166895e-09,7.182956410784634e-09,7.990462424920566e-11,5.203161906126914e-12,7.488062453753942e-08,1.0161465664495533e-05,3.502837244963598e-10,1.0075110257863388e-13,8.809910243881686e-07,8.423701800568616e-10,8.190721935039518e-11,8.901224945998811e-07,2.922176182003296e-11,1.2831755626734167e-11,2.9681666446671715e-14,1.6560684999174193e-14,1.6522241737672805e-10,1.2397114150713297e-12,6.353255092372856e-15,1.4736288767619e-17,2.321346390784453e-15,4.464019160170708e-15,7.765079345698244e-16,1.2854732987861437e-16,3.3219772112346836e-16,4.5288126312645656e-14,8.818738587338248e-18,1.7038106404917767e-16
3.087372016145662e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4451100622134634,0.11165903900028007,0.022605853575287424,2.7795203640343812e-11,1.3749869740047224e-06,5.023615424758204e-05,9.46468248417694e-06,6.563032141155463e-08,7.879237185265807e-18,0.0002711638558974296,3.761095824837273e-16,0.00019012799115964777,2.3322138517490157e-12,2.69914201661413e-09,3.091765527727668e-13,2.605753240468975e-15,4.156325769230995e-06,5.251203949553606e-11,0.0067198952779980725,0.00041531999932532045,5.063338774324061e-05,2.1189621348856997e-07,1.5247201635221722e-09,7.200836604347093e-09,8.065042200354889e-11,5.222308521388411e-12,7.51761530322958e-08,1.0183481188281653e-05,3.5214222579741997e-10,1.0158524336798119e-13,8.866741708854642e-07,8.445604077126907e-10,8.278733801886969e-11,8.940648556869998e-07,2.9459456018693885e-11,1.291882799826707e-11,3.004714575877703e-14,1.66781285145509e-14,1.6654172697464588e-10,1.2557703081508711e-12,6.4217813552788905e-15,1.4894250375605996e-17,2.33912840385611e-15,4.499397808566518e-15,7.812742579985608e-16,1.299150526880478e-16,3.3582118333671334e-16,4.5903748792586726e-14,8.938620233761153e-18,1.7279284376242357e-16
3.09552000916721e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44510295409971057,0.11165224038902773,0.02260529205166573,2.8116764433658834e-11,1.388564704984825e-06,5.0538333049306513e-05,9.541532325820746e-06,6.61383946080296e-08,7.984577904906596e-18,0.0002718712586996449,3.810920725886837e-16,0.000190471748096703,2.351021282223226e-12,2.7323193347566496e-09,3.1231265651627544e-13,2.6348154545435723e-15,4.184498891857971e-06,5.307424652986825e-11,0.006725886349932189,0.0004163195692651384,5.072204560167403e-05,2.127806515351238e-07,1.5286606162865476e-09,7.218714747557901e-09,8.140045874160185e-11,5.2414511251484695e-12,7.547099872333454e-08,1.020539161732946e-05,3.540029822544063e-10,1.024231195930481e-13,8.923741105988832e-07,8.467504131651877e-10,8.367449589362343e-11,8.980123822645727e-07,2.969823447259488e-11,1.3006202781652991e-11,3.041604560677387e-14,1.6795883926752395e-14,1.6786785503188323e-10,1.2719918866741238e-12,6.490814950141801e-15,1.5053472046635678e-17,2.3569552664245112e-15,4.53483429683449e-15,7.860387545526992e-16,1.3129358739103955e-16,3.394743266438054e-16,4.6526067438564746e-14,9.059805889251736e-18,1.7523199452655712e-16
3.1036680021887575e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4450958767751196,0.11164547138378725,0.02260473055555853,2.8440971557071187e-11,1.4022257603243437e-06,5.084130305428085e-05,9.618732023033176e-06,6.664900936766436e-08,8.090956863251229e-18,0.000272578593755294,3.8612691042432684e-16,0.0001908148601527918,2.3699293416756685e-12,2.7658066098333065e-09,3.154691604342653e-13,2.664109463689194e-15,4.212769812641426e-06,5.3640933645389395e-11,0.006731847634011268,0.00041731854758721436,5.081038256434614e-05,2.1366523303653195e-07,1.53260049236871e-09,7.236590835742263e-09,8.21547418324217e-11,5.260589498244873e-12,7.576515869982413e-08,1.022719703271217e-05,3.55865971886408e-10,1.0326472926736983e-13,8.980908003604213e-07,8.489401959720394e-10,8.456872978479019e-11,9.019650540759165e-07,2.99380968366184e-11,1.3093879752840329e-11,3.0788387160690904e-14,1.6913949890779853e-14,1.6920081700495266e-10,1.2883773307706515e-12,6.560357618618037e-15,1.521396035211955e-17,2.3748265491709054e-15,4.57032731188669e-15,7.908012588039566e-16,1.3268298965713526e-16,3.4315731311090195e-16,4.71551368821818e-14,9.182306193148585e-18,1.7769874991824234e-16
