Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),CO2X(24),CHOX(53),O(29),acetyl(44),C2H4X(215),C2H4X(70),C2H6X(52),CH4OX(63),HOCO(73),CHO2(74),S(216),CHO2X(213)
2.118069173894362e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422624783868437,0.10863688772229319,0.02139400090593367,1.625928566289071e-06,3.590178285821763e-05,0.0019084505688899142,0.0007384807255664356,1.0851613981351788e-05,2.206998258469679e-14,0.0014571616519754684,2.4411762368801285e-12,0.00037852165478353283,4.602276346607393e-10,6.174178325969131e-07,5.0641946537321085e-11,1.6927364574304335e-12,1.7570520006908088e-05,8.038727101723305e-08,0.0077963994597231535,0.0020476927749400976,0.00014604799281735077,3.4593187157241114e-07,7.755546743199735e-09,2.0745237287104654e-09,1.018265674410091e-12,1.6691509642201865e-08,1.4108740467557442e-05,2.4589737774345103e-06,1.6651267943906511e-09,3.768057832748953e-05,4.509887066529472e-09,1.2715167581706536e-07,2.2849121876074113e-09,6.438364157636033e-10,1.8581878059238223e-11,8.792760865336988e-06,2.6927914116418755e-12,6.450261092120394e-09,2.2655018050604823e-14,2.9614708251877926e-08,6.8328725180456054e-12,4.6930523118322234e-14,2.6204176306110585e-15,5.016533325276701e-23,1.0712199471026448e-14
2.1303651493261733e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44225523218841817,0.1086244702726038,0.02138600569615369,1.6565325611313005e-06,3.644458316478718e-05,0.0019256360002270513,0.0007462141248600015,1.0983283313847483e-05,2.25437460286603e-14,0.0014625361856728145,2.4932765893778673e-12,0.00037867404972111006,4.659486721142595e-10,6.274439896475711e-07,5.119442907791127e-11,1.7191141881059434e-12,1.7667649367982582e-05,8.196488829782493e-08,0.00779537334283442,0.0020551888663865097,0.00014645693907713303,3.4817552016818087e-07,7.781244237196652e-09,2.082101563177449e-09,1.0221235680169899e-12,1.6739651258387094e-08,1.4109642677982333e-05,2.4804420876770177e-06,1.690069775861964e-09,3.802260988726206e-05,4.526447446813357e-09,1.2964751558252567e-07,2.308802721705073e-09,6.518516158389684e-10,1.8796902041120555e-11,8.818696707537624e-06,2.7310265880504814e-12,6.591443549055012e-09,2.3099249368355454e-14,2.9975945899615504e-08,6.943719587299408e-12,4.7833093236931055e-14,2.6708152170713045e-15,5.211279032586026e-23,1.0875985486544973e-14
2.1426611247579845e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422480247603242,0.10861205320968888,0.021378013678564185,1.6875146944830814e-06,3.699203417888403e-05,0.0019428596514874628,0.0007539752950750463,1.1115406052406174e-05,2.302481739133616e-14,0.0014678804207991765,2.5460437614119466e-12,0.000378824415264121,4.716911498268259e-10,6.37552234106436e-07,5.1748980280626013e-11,1.7457102559647473e-12,1.776434393904768e-05,8.356185761340071e-08,0.007794347857775,0.0020626460009858572,0.00014686463834253285,3.5041670510059585e-07,7.806760369121546e-09,2.0896367121178535e-09,1.0259617698425602e-12,1.6787631980235872e-08,1.4110525058618573e-05,2.5019660626527476e-06,1.7152233196388791e-09,3.8365406450344155e-05,4.542913907319488e-09,1.3217397768791243e-07,2.332778604348566e-09,6.599105628833383e-10,1.9013101530797415e-11,8.84432658601684e-06,2.7695146283715165e-12,6.7346309802788655e-09,2.3548921866404903e-14,3.0338440460849336e-08,7.055472114396011e-12,4.874703593365095e-14,2.7218478525848663e-15,5.412197983757472e-23,1.1041157121780926e-14
2.1549571001897957e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422408559369848,0.10859963654348331,0.02137002485114161,1.718876988787824e-06,3.7544142412815886e-05,0.0019601212388517205,0.0007617640740885229,1.124797415766633e-05,2.351326620450864e-14,0.001473194516182292,2.5994786503391e-12,0.00037897281066345877,4.774547263421671e-10,6.477423142308475e-07,5.230559082514102e-11,1.7725244866635184e-12,1.786060401286937e-05,8.51782479450154e-08,0.007793323011515579,0.002070064331696387,0.00014727110165727256,3.5265539094318446e-07,7.832096176112694e-09,2.0971293970005277e-09,1.0297803837231399e-12,1.6835453663450613e-08,1.4111388305954122e-05,2.5235453686211e-06,1.7405876915785101e-09,3.870896230311071e-05,4.559286946829289e-09,1.3473117134661682e-07,2.3568393351416224e-09,6.68013057723648e-10,1.9230474791331713e-11,8.869653482180472e-06,2.80825458653765e-12,6.8798337620515006e-09,2.4004054827071416e-14,3.0702169764305254e-08,7.1681272958245346e-12,4.967241603151438e-14,2.773519157265987e-15,5.619439954587152e-23,1.1207714507004907e-14
2.1672530756216068e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422337255543063,0.10858722028403771,0.021362039211849454,1.7506214566867207e-06,3.810091426866733e-05,0.0019774204809850683,0.0007695803006373152,1.1380979614105918e-05,2.4009162239396202e-14,0.0014784786302755523,2.653582065142274e-12,0.00037911929345867584,4.832390610475916e-10,6.58013973345682e-07,5.286425146976902e-11,1.799556696365161e-12,1.795642993389353e-05,8.681412710593531e-08,0.007792298810408102,0.002077444010738327,0.0001476763398968067,3.548915427415251e-07,7.857252691897602e-09,2.104579838753382e-09,1.0335795132527746e-12,1.6883118141853697e-08,1.4112233105110386e-05,2.545179673836348e-06,1.766163152612661e-09,3.905327178314525e-05,4.575567062875554e-09,1.3731920392384365e-07,2.3809844163978704e-09,6.76158900220301e-10,1.944902007832782e-11,8.894680362107125e-06,2.847245510157754e-12,7.02706214073179e-09,2.4464667204589592e-14,3.1067111703826114e-08,7.281682273995385e-12,5.060929815471839e-14,2.8258327401283e-15,5.833157139935029e-23,1.1375657709559742e-14
2.179549051053418e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422266334496293,0.10857480444149052,0.021354056758638773,1.7827501009747515e-06,3.8662356039140475e-05,0.0019947570990009266,0.0007774238143158756,1.1514414431045993e-05,2.4512575505021312e-14,0.0014837329211430468,2.708354726828101e-12,0.000379263919526825,4.890438142174881e-10,6.683669499504295e-07,5.342495304963006e-11,1.8268066918714226e-12,1.805182209683004e-05,8.846956174489615e-08,0.007791275260228817,0.00208478518959612,0.0001480803637719807,3.5712512600596986e-07,7.882230946718221e-09,2.111988257743573e-09,1.0373592617736055e-12,1.693062722775758e-08,1.4113060130047866e-05,2.566868648535336e-06,1.7919499587871649e-09,3.9398329278473714e-05,4.591754751697192e-09,1.3993818094176028e-07,2.4052133531327696e-09,6.843478892913604e-10,1.9668735640106335e-11,8.919410176124513e-06,2.886486440735412e-12,7.176326232621091e-09,2.493077762605688e-14,3.1433244241170224e-08,7.396134138426088e-12,5.15577467267208e-14,2.8787921989777467e-15,6.053504168859001e-23,1.1544986734276106e-14
2.1918450264852292e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44221957946168344,0.10856238902604248,0.021346077489448764,1.815264914557816e-06,3.9228473908383664e-05,0.0020121308164252325,0.0007852944555737906,1.164827064362653e-05,2.5023576246576058e-14,0.0014889575464451853,2.7637972688445484e-12,0.0003794067431299227,4.94868647055655e-10,6.788009778251492e-07,5.398768647487373e-11,1.854274270754451e-12,1.8146780945266047e-05,9.014461734950085e-08,0.007790252366218273,0.0020920880190207145,0.00014848318383258813,3.5935610670506225e-07,7.907031967260214e-09,2.119354873757847e-09,1.0411197323667778e-12,1.697798271234145e-08,1.4113870043767907e-05,2.5886119649252233e-06,1.8179483612999233e-09,3.9744129226815796e-05,4.607850508194812e-09,1.4258820608486993e-07,2.429525653055379e-09,6.925798229359029e-10,1.988961971786275e-11,8.943845858408724e-06,2.925976413877354e-12,7.327636023833731e-09,2.540240439242032e-14,3.180054540873209e-08,7.511479926912638e-12,5.251782596784975e-14,2.9324011202783984e-15,6.280638119270083e-23,1.1715701523783317e-14
2.2041410019170404e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44221256343054516,0.10854997404793362,0.021338101402207297,1.8481678804109987e-06,3.979927395280933e-05,0.0020295413591615895,0.0007931920657132794,1.1782540313754894e-05,2.554223494378427e-14,0.0014941526634248807,2.819910237518214e-12,0.00037954781696107295,5.007132217364897e-10,6.893157861352838e-07,5.4552442728952355e-11,1.881959221487279e-12,1.8241306970307758e-05,9.183935824975601e-08,0.007789230133118548,0.0020993526490319164,0.00014888481047082894,3.615844512596893e-07,7.931656776585593e-09,2.126679905984188e-09,1.0448610278443508e-12,1.7025186366026e-08,1.4114663498510586e-05,2.6104092971714265e-06,1.844158606541287e-09,4.009066611485346e-05,4.623854825888703e-09,1.4526938120560153e-07,2.4539208265596267e-09,7.008544982573081e-10,2.011167054589147e-11,8.967990326605573e-06,2.965714459494147e-12,7.481001370194216e-09,2.5879565479497488e-14,3.2168993312187125e-08,7.627716626688279e-12,5.3489599893906435e-14,2.9866630790760156e-15,6.514718532266948e-23,1.1887801959364921e-14
2.2164369773488516e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4422055851975976,0.10853755951742235,0.021330128494831405,1.8814609715379348e-06,4.037476214190055e-05,0.0020469884554572128,0.0008011164868866305,1.1917215531027504e-05,2.6068622309260345e-14,0.0014993184288942742,2.8766940925107046e-12,0.0003796871921892882,5.06577201445116e-10,6.999110995353388e-07,5.5119212866944383e-11,1.9098613235732395e-12,1.8335400709250174e-05,9.355384762174266e-08,0.007788208565207843,0.0021065792289207967,0.00014928525392467502,3.638101265360424e-07,7.956106394067157e-09,2.1339635729944305e-09,1.0485832507406712e-12,1.7072239938814634e-08,1.4115441135948867e-05,2.6322603213855594e-06,1.8705809361318148e-09,4.043793447751618e-05,4.63976819687905e-09,1.4798180633011086e-07,2.4783983867156406e-09,7.09171711486559e-10,2.0334886351757297e-11,8.991846481473275e-06,3.0056996020090563e-12,7.63643199716062e-09,2.636227853903747e-14,3.253856613306128e-08,7.744841175571668e-12,5.447313231443149e-14,3.041581638900384e-15,6.755907426588276e-23,1.2061287861368443e-14
2.2287329527806628e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4421986446054937,0.10852514544476659,0.02132215876522784,1.915146150931268e-06,4.09549443390064e-05,0.00206447183586964,0.0008090675620935742,1.2052288413625021e-05,2.6602809286865094e-14,0.0015044549992219857,2.9341492072935995e-12,0.0003798249185030451,5.124602504164276e-10,7.105866382714169e-07,5.568798801392645e-11,1.937980347674316e-12,1.84290627442744e-05,9.52881474914147e-08,0.007787187666332671,0.0021137679072521526,0.00014968452428114367,3.660330998392249e-07,7.98038183532682e-09,2.1412060927266814e-09,1.0522865033041006e-12,1.711914516064343e-08,1.4116203587378997e-05,2.6541647156133657e-06,1.897215586957692e-09,4.078592889728249e-05,4.655591111806457e-09,1.5072557966428964e-07,2.5029578492610336e-09,7.175312580045082e-10,2.0559265356429557e-11,9.015417206545748e-06,3.045930860556796e-12,7.79393749977355e-09,2.6850560899819935e-14,3.2909242131227133e-08,7.862850463100035e-12,5.54684868301341e-14,3.0971603516204023e-15,7.004369312551168e-23,1.2236158989313296e-14
2.241028928212474e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4421917414981203,0.10851273184020682,0.02131419221129349,1.9492253715341823e-06,4.153982630212699e-05,0.0020819912332341946,0.000817045135178598,1.2187751109181584e-05,2.7144867050058755e-14,0.0015095625303208798,2.9922758696414496e-12,0.00037996104415260773,5.183620339730264e-10,7.21342118282606e-07,5.6258759363393267e-11,1.9663160557384134e-12,1.8522293701171815e-05,9.704231873852556e-08,0.007786167439937804,0.002120918831867016,0.00015008263147948082,3.6825333890804496e-07,8.00448411217736e-09,2.148407682469051e-09,1.0559708874902145e-12,1.7165903741737747e-08,1.411695147390732e-05,2.6761221598228384e-06,1.9240627912105684e-09,4.11346440034974e-05,4.671324059814737e-09,1.5350079759997313e-07,2.527598732591584e-09,7.259329323640847e-10,2.0784805774508943e-11,9.038705367815767e-06,3.0864072491707963e-12,7.953527342630193e-09,2.7344429568783917e-14,3.328099964732746e-08,7.981741331649127e-12,5.6475726831599126e-14,3.1534027573742645e-15,7.260271205553666e-23,1.2412415042946399e-14
2.2533249036442851e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44218487572056586,0.10850031871395065,0.02130622883091592,1.983700576203e-06,4.212941368468802e-05,0.0020995463826321697,0.0008250490508282043,1.2323595795628533e-05,2.7694867000251906e-14,0.0015146411776363236,3.0510742821422994e-12,0.00038009561599115527,5.242822185621472e-10,7.321772513012184e-07,5.683151817572419e-11,1.994868201125565e-12,1.8615094248094803e-05,9.881642110067829e-08,0.007785147889094106,0.0021280321498852173,0.0001504795853142605,3.704708119082054e-07,8.028414232565257e-09,2.155568558844551e-09,1.0596365049540985e-12,1.721251737292649e-08,1.4117685406633529e-05,2.6981323358924036e-06,1.9511227764241224e-09,4.148407447170518e-05,4.686967528516186e-09,1.563075547213416e-07,2.552320557752023e-09,7.343765283127987e-10,2.101150581440145e-11,9.061713813437292e-06,3.127127776982863e-12,8.115210859882847e-09,2.784390123219357e-14,3.365381710512761e-08,8.101510577543362e-12,5.749491549781326e-14,3.2103123844863497e-15,7.52378263983111e-23,1.259005566270325e-14
2.2656208790760963e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4421780471190889,0.10848790607615916,0.021298268621973787,2.0185736976708126e-06,4.272371203630437e-05,0.0021171370213597354,0.0008330791545681155,1.245981468201299e-05,2.825288076515404e-14,0.0015196910961349324,3.110544562725214e-12,0.0003802286795147458,5.302204717915703e-10,7.430917449518788e-07,5.7406255776695584e-11,2.023636528733057e-12,1.8707465094333284e-05,1.0061051317749282e-07,0.007784129016524458,0.002135108007707996,0.00015087539543840158,3.7268548742596686e-07,8.052173200517187e-09,2.162688937795415e-09,1.063283457042651e-12,1.725898772596545e-08,1.4118405986830403e-05,2.7201949275990574e-06,1.9783957655062074e-09,4.183421502299707e-05,4.702522003956649e-09,1.5914594381151325e-07,2.5771228484269216e-09,7.428618388139836e-10,2.1239363678422367e-11,9.084445373446313e-06,3.168091448413594e-12,8.278997255261399e-09,2.8348992256840863e-14,3.402767301379785e-08,8.222154952150683e-12,5.852611579335921e-14,3.267892749308124e-15,7.795075681686159e-23,1.2769080429465214e-14
2.2779168545079075e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4421712555410892,0.10847549393693456,0.0212903115823373,2.0538466585121434e-06,4.3322726803534176e-05,0.002134762888897521,0.0008411352927604274,1.2596400009291831e-05,2.8818980197120346e-14,0.001524712440293771,3.170686745204305e-12,0.0003803602789011483,5.361764624644875e-10,7.540853028494588e-07,5.798296355603802e-11,2.052620775119494e-12,1.879940698911685e-05,1.0242465243489025e-07,0.007783110824627844,0.002142146551020645,0.00015127007136610165,3.7489733446365077e-07,8.075762016090141e-09,2.169769034568634e-09,1.0669118447891026e-12,1.7305316453880074e-08,1.4119113806120106e-05,2.742309620606642e-06,2.0058819767785664e-09,4.2185060423373746e-05,4.7179879705825324e-09,1.6201605585931964e-07,2.6020051309308605e-09,7.513886560678666e-10,2.1468377563025212e-11,9.106902859499534e-06,3.2092972633457927e-12,8.444895602119272e-09,2.8859718691273235e-14,3.440254597012707e-08,8.343671162963175e-12,5.956939046718875e-14,3.3261473561530116e-15,8.074324942110059e-23,1.2949488865887947e-14
2.2902128299397187e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44216450083507997,0.10846308230630929,0.02128235770986866,2.0895213711086347e-06,4.392646333062315e-05,0.0021524237268808776,0.0008492173126007109,1.2733344051101382e-05,2.939323737149718e-14,0.0015297053640900226,3.2315007798387414e-12,0.00038049045704757636,5.421498606133819e-10,7.651576246958589e-07,5.856163296603679e-11,2.081820668627775e-12,1.8890920720441787e-05,1.042588952094915e-07,0.007782093315501786,0.002149147924795216,0.00015166362247569503,3.7710632243308145e-07,8.099181675321978e-09,2.1768090637030494e-09,1.0705217689062384e-12,1.7351505191254845e-08,1.4119809446647178e-05,2.764476102454274e-06,2.0335816240129457e-09,4.253660548312181e-05,4.7333659112108385e-09,1.6491798006625786e-07,2.626966934198699e-09,7.599567715333825e-10,2.1698545658986434e-11,9.129089064630271e-06,3.2507442173150647e-12,8.612914843502252e-09,2.937609626705492e-14,3.477841466066868e-08,8.46605587466911e-12,6.06248020515287e-14,3.3850796972348763e-15,8.361707589824865e-23,1.3131280437038786e-14
