Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),CO2X(24),CHOX(53),O(29),acetyl(44),C2H4X(215),C2H4X(70),C2H6X(52),CH4OX(63),HOCO(73),CHO2(74),S(216),CHO2X(213)
3.6651302820914745e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446637802734965,0.11124298499756403,0.022565917241485486,3.628812829090253e-09,2.3948922951911583e-07,7.712064320328346e-05,1.5942840603677812e-05,1.0795630881112734e-07,1.915763805522663e-17,0.000320505358140312,8.790650042674519e-16,0.00021335449318672658,3.90709937266897e-12,1.5538944454343618e-09,5.912939055875942e-13,5.3318083253113315e-15,1.4100905663628945e-06,1.0124522942102404e-10,0.007078496011980178,0.0004923117202084282,5.945057362325438e-05,3.369097022585917e-08,1.7990340821375326e-09,4.720054987954856e-10,2.2545996317283624e-13,5.567858434335629e-09,1.1641551167199142e-05,1.64187358076451e-07,1.2140013294340922e-11,1.3914009542470651e-06,9.97256666209373e-10,1.596850322976973e-10,4.957850343670628e-11,1.0271671920544621e-11,5.023212134644089e-13,1.1863912219146075e-06,1.2785768450749345e-14,2.784047066965877e-12,2.868795076652247e-17,2.7760188043459775e-10,1.7283945946941613e-14,5.906847897346231e-17,3.2964076089396952e-18,1.4060764370081674e-28,6.928424586947736e-17
3.680425869965808e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444653822147162,0.11123357590731484,0.02256486439245068,3.6899332086304833e-09,2.4272228785687407e-07,7.783773507370222e-05,1.613606894675937e-05,1.0927019551703645e-07,1.9546059105453898e-17,0.0003218164480929889,8.974129464049404e-16,0.00021392278231214184,3.9565986941349845e-12,1.5786541426822253e-09,6.00213424371517e-13,5.423124502218697e-15,1.420562374896024e-06,1.02958847321764e-10,0.007086369738750294,0.0004942008327991013,5.960362192991263e-05,3.390801231786634e-08,1.8063103530081472e-09,4.738575464343525e-10,2.2637772065736072e-13,5.595257222407588e-09,1.1668573108423797e-05,1.6543965647610507e-07,1.2298139775733467e-11,1.405110631066644e-06,1.0013141404504544e-09,1.6239004920898715e-10,5.0178391575143136e-11,1.0389950623730094e-11,5.074669606648475e-13,1.1944115881989416e-06,1.299367496565145e-14,2.8405595242657555e-12,2.917285428432538e-17,2.810630020436862e-10,1.7558985879584554e-14,6.022315315596614e-17,3.3608576288277407e-18,1.453978786365609e-28,7.026401261251946e-17
3.695721457840142e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44464394005133584,0.11122423997570233,0.02256381161291776,3.751754945472794e-09,2.459824388476196e-07,7.855761098338776e-05,1.6330488515200952e-05,1.1059429654091758e-07,1.9940178497163608e-17,0.00032312719895675123,9.16062635260885e-16,0.0002144890919514252,4.00650805925718e-12,1.6036971158462895e-09,6.092132253655651e-13,5.5155241074428855e-15,1.4310622488372751e-06,1.0469404113118776e-10,0.00709416976237179,0.0004960885433523089,5.975601592053714e-05,3.4125253596078056e-08,1.8135840394752359e-09,4.757090853542589e-10,2.2729512237383326e-13,5.622502918813641e-09,1.1695264735736207e-05,1.6669321466373058e-07,1.2457535729205136e-11,1.4188782769945927e-06,1.0053705488419616e-09,1.6512915387909178e-10,5.0781967489730746e-11,1.0508883671782922e-11,5.126308394349282e-13,1.2024454585771222e-06,1.3203798727001452e-14,2.8979656988492976e-12,2.966385444326778e-17,2.8455173618908034e-10,1.7837167993002682e-14,6.139403182560794e-17,3.426212314462308e-18,1.503274778120793e-28,7.125157443897293e-17
3.7110170457144754e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446341332928514,0.11121497652587256,0.022562758902616702,3.814281898894526e-09,2.492697632863143e-07,7.928026198333378e-05,1.6526096647122353e-05,1.1192864437447688e-07,2.0340045846320867e-17,0.00032443760927883345,9.350176769357913e-16,0.00021505342889636202,4.056828978837489e-12,1.6290252837748925e-09,6.182933950791689e-13,5.6090134777793654e-15,1.4415900775503448e-06,1.0645098792654391e-10,0.0071018967613227894,0.000497974855226209,5.9907764707303754e-05,3.434269446733544e-08,1.8208551336960693e-09,4.775601136827525e-10,2.282121660707114e-13,5.6495959062592066e-09,1.1721628490315389e-05,1.6794800964791908e-07,1.2618204860112503e-11,1.4327036913911717e-06,1.009425887452259e-09,1.6790262632775358e-10,5.1389222885484405e-11,1.062846991933218e-11,5.178127600125702e-13,1.2104927196553261e-06,1.3416148740841776e-14,2.956275646676294e-12,3.01610012130337e-17,2.8806817390989755e-10,1.8118513541499368e-14,6.2581243102227e-17,3.49247882008098e-18,1.5539979015694935e-28,7.224694209906766e-17
3.726312633588809e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446244011849111,0.11120578488722015,0.022561706261280463,3.877517921382422e-09,2.5258434188742554e-07,8.00056792117269e-05,1.6722890655925863e-05,1.1327327141830242e-07,2.074571086956528e-17,0.0003257476776091865,9.542817036437579e-16,0.00021561579992225889,4.107562960224602e-12,1.6546405681681079e-09,6.274540161486712e-13,5.7035989312826e-15,1.452145750722151e-06,1.0822986542264882e-10,0.00710955140783115,0.0004998597717962917,6.005887724003318e-05,3.4560335334898984e-08,1.828123627844625e-09,4.794106295518126e-10,2.291288495679824e-13,5.676536593529817e-09,1.1747666836599861e-05,1.6920401910968934e-07,1.2780150872294492e-11,1.4465866754856386e-06,1.0134801523465918e-09,1.7071074758416115e-10,5.200014939186926e-11,1.0748708242700164e-11,5.230126346921091e-13,1.218553258531049e-06,1.3630733949337909e-14,3.015499488658752e-12,3.0664344743124434e-17,2.9161240599681313e-10,1.8403043810968998e-14,6.378491514723259e-17,3.559664302224393e-18,1.6061822776795469e-28,7.325012644065058e-17
3.741608221463143e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446147430470294,0.11119666439533052,0.022560653688644957,3.941466858762723e-09,2.5592625528663104e-07,8.073385389295863e-05,1.6920867831426147e-05,1.1462820998179823e-07,2.1157223383308077e-17,0.0003270574025005102,9.738583737574734e-16,0.0002161762117878097,4.1587115073019056e-12,1.6805448935443156e-09,6.36695167389186e-13,5.799286767138565e-15,1.4627291583621943e-06,1.1003085197032821e-10,0.007117134367932101,0.0005017432964543165,6.020936230835188e-05,3.477817659715548e-08,1.8353895141115936e-09,4.812606310978622e-10,2.300451707560599e-13,5.7033254147185435e-09,1.177338226116399e-05,1.7046122139664958e-07,1.2943377467955256e-11,1.4605270323663558e-06,1.0175333395874673e-09,1.735537996844856e-10,5.261473856628827e-11,1.08695975403905e-11,5.282303778061845e-13,1.2266269627915803e-06,1.3847563231172704e-14,3.0756474107116487e-12,3.1173935362419423e-17,2.951845229918215e-10,1.8690780118525902e-14,6.500517616129677e-17,3.627775919608246e-18,1.659862667530732e-28,7.426113837268258e-17
3.7569038093374764e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446051582049755,0.1111876143919227,0.02255960118444906,4.006132550334001e-09,2.592955840423946e-07,8.146477733662486e-05,1.7120025440966613e-05,1.1599349228311918e-07,2.1574633302842475e-17,0.00032836678250828605,9.937513718525663e-16,0.000216734671234966,4.210276120475561e-12,1.7067401872069033e-09,6.460169238466976e-13,5.896083265543777e-15,1.4733401908018836e-06,1.118541265548544e-10,0.007124646301525372,0.0005036254326072632,6.035922854387527e-05,3.499621864737909e-08,1.8426527847046175e-09,4.831101164617799e-10,2.309611275908626e-13,5.729962828423637e-09,1.1798777271608104e-05,1.7171959551698803e-07,1.310788834397534e-11,1.4745245669700213e-06,1.0215854452346416e-09,1.7643206566940997e-10,5.32329818975321e-11,1.0991136733550117e-11,5.334659057036977e-13,1.2347137205124827e-06,1.4066645402309218e-14,3.136729663802242e-12,3.168982357873488e-17,2.987846151880026e-10,1.8981743812134874e-14,6.624215438261274e-17,3.696820833071679e-18,1.7150744817014653e-28,7.527998887570143e-17
3.77219939721181e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445956459907167,0.11117863422479284,0.022558548748434534,4.071518829002633e-09,2.6269240863743415e-07,8.219844093651424e-05,1.7320360730522097e-05,1.1736915044910706e-07,2.1997990641471334e-17,0.00032967581619080914,1.0139644087512906e-15,0.00021729118498880934,4.262258296662707e-12,1.7332283792110848e-09,6.554193568503721e-13,5.993994687590718e-15,1.4839787386938469e-06,1.1369986879437948e-10,0.0071320878624317645,0.0005055061836762941,6.050848442241072e-05,3.521446187328192e-08,1.8499134318486205e-09,4.849590837888717e-10,2.318767180956518e-13,5.7564493171719e-09,1.1823854395462298e-05,1.7297912113329574e-07,1.327368719558815e-11,1.4885790860700852e-06,1.0256364653455084e-09,1.7934582958165003e-10,5.3854870809185635e-11,1.1113324766380932e-11,5.387191367540173e-13,1.2428134202560652e-06,1.42879892164224e-14,3.198756563997921e-12,3.221206007837874e-17,3.0241277262928966e-10,1.9275956270243375e-14,6.749597808574334e-17,3.766806205467226e-18,1.7718537885655945e-28,7.630668905449188e-17
3.787494985086144e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44458620574236235,0.11116972324775803,0.02255749638034604,4.137629521420745e-09,2.66116809480049e-07,8.293483616958782e-05,1.752187092578759e-05,1.1875521651522741e-07,2.2427345509652458e-17,0.00033098450210922024,1.034501221565566e-15,0.00021784575975742813,4.3146595292797936e-12,1.760011402330843e-09,6.64902534065053e-13,6.093027275159606e-15,1.494644693011208e-06,1.1556825893836338e-10,0.007139459698449225,0.0005073855530957327,6.0657138266178596e-05,3.543290665561593e-08,1.8571714477857944e-09,4.868075312288825e-10,2.327919403611788e-13,5.7827853866934844e-09,1.1848616179104497e-05,1.7423977855622856e-07,1.3440777717249e-11,1.502690398264396e-06,1.0296863959755726e-09,1.8229537646346834e-10,5.448039666298749e-11,1.1236160606557164e-11,5.439899913289076e-13,1.2509259510698527e-06,1.4511603365241225e-14,3.261738492512623e-12,3.2740695725707556e-17,3.060690851102407e-10,1.9573438901414394e-14,6.87667755795902e-17,3.83773920153543e-18,1.8302373227423745e-28,7.734125008320528e-17
3.8027905729604774e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44457683680410787,0.11116088082060073,0.022556444079931074,4.204468448126527e-09,2.6956886690533186e-07,8.367395459495e-05,1.7724553233252875e-05,1.2015172242550793e-07,2.2862748114156082e-17,0.00033229283882753584,1.0553655737393589e-15,0.00021839840223179693,4.3674813082310225e-12,1.7870911920260005e-09,6.74466519543917e-13,6.193187250816431e-15,1.5053379450468489e-06,1.17459477865997e-10,0.007146762451408379,0.0005092635443120552,6.080519824604542e-05,3.565155336809604e-08,1.8644268247757606e-09,4.886554569360162e-10,2.3370679253865356e-13,5.808971565099464e-09,1.1873065186692901e-05,1.7550154873801754e-07,1.3609163597382728e-11,1.5168583139621321e-06,1.033735233178367e-09,1.8528099235418228e-10,5.510955076214941e-11,1.1359643245629666e-11,5.49278391772524e-13,1.2590512024850508e-06,1.4737496479412215e-14,3.3256858957518025e-12,3.3275781562681577e-17,3.097536421758128e-10,1.9874213143960836e-14,7.005467520584858e-17,3.909626987886176e-18,1.8902624949709462e-28,7.838368320416603e-17
3.818086160834811e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44456753852617986,0.11115210630901372,0.02255539184693994,4.272039423686782e-09,2.730486611762969e-07,8.441578785281372e-05,1.792840484126285e-05,1.215587000324773e-07,2.3304248757239475e-17,0.0003336008249126789,1.076561255090411e-15,0.00021894911908565987,4.420725119896947e-12,1.8144696864094053e-09,6.841113737812573e-13,6.2944808177171315e-15,1.5160583864126493e-06,1.1937370708462182e-10,0.007153996757227573,0.0005111401607828945,6.095267238376761e-05,3.58704023773322e-08,1.8716795550959576e-09,4.905028590689001e-10,2.346212728422437e-13,5.835008402373764e-09,1.1897203999112595e-05,1.7676441326583258e-07,1.3778848522362806e-11,1.5310826453700658e-06,1.0377829730057656e-09,1.8830296428766283e-10,5.574232435463244e-11,1.1483771699371436e-11,5.545842624092504e-13,1.2671890645150151e-06,1.4965677129000307e-14,3.390609285355974e-12,3.3817368808414854e-17,3.134665331211394e-10,2.017830046558182e-14,7.135980533840914e-17,3.982476732913897e-18,1.9519674006371408e-28,7.943399981579218e-17
3.833381748709145e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44455831026478126,0.11114339908454558,0.02255433968112576,4.340346256841581e-09,2.765562724848781e-07,8.51603276634602e-05,1.8133422921063432e-05,1.2297618109710534e-07,2.3751897835840756e-17,0.0003349084589345086,1.0980920818513172e-15,0.00021949791697541672,4.4743924471231645e-12,1.8421488262142415e-09,6.938371537653745e-13,6.3969141595178846e-15,1.5268059090387025e-06,1.2131112872814494e-10,0.007161163245967398,0.00051301540597606,6.109956855424475e-05,3.608945404125453e-08,1.878929631041632e-09,4.923497357905912e-10,2.355353795515234e-13,5.860896469711705e-09,1.1921035212936943e-05,1.7802835435500323e-07,1.3949836178930094e-11,1.5453632064782018e-06,1.0418296115085622e-09,1.9136158028982794e-10,5.6378708636372955e-11,1.160854500812316e-11,5.599075295279298e-13,1.275339427653709e-06,1.5196153823741128e-14,3.4565192382428303e-12,3.436550885872822e-17,3.1720784699131077e-10,2.0485722362999445e-14,7.26822943816146e-17,4.0562956066668184e-18,2.0153908281260737e-28,8.049221139618428e-17
3.8486773365834783e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445491513820369,0.11113475852454656,0.0225532875822444,4.409392750650893e-09,2.800917809528151e-07,8.590756582619478e-05,1.8339604627832805e-05,1.244041972887444e-07,2.420574584078342e-17,0.00033621573946584956,1.1199618967099485e-15,0.00022004480254001304,4.5284847692091505e-12,1.8701305547614603e-09,7.036439130315429e-13,6.500493440291379e-15,1.537580405172518e-06,1.2327192555544844e-10,0.007168262541884696,0.0005148892833685712,6.124589448777672e-05,3.630870870911918e-08,1.886177044925907e-09,4.941960852686107e-10,2.364491110014477e-13,5.88663635865509e-09,1.1944561439403926e-05,1.7929335484210954e-07,1.4122130247060585e-11,1.559699813044838e-06,1.045875144736355e-09,1.9445712937612873e-10,5.701869475446634e-11,1.17339622371417e-11,5.652481213412735e-13,1.2835021828741642e-06,1.5428935014001766e-14,3.523426396647932e-12,3.492025328570136e-17,3.209776725811569e-10,2.0796500361596963e-14,7.402227076880591e-17,4.131090780861183e-18,2.0805722692408505e-28,8.155832947560574e-17
3.863972924457812e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445400612459402,0.11112618401211513,0.02255223555005447,4.479182702643095e-09,2.836552666324864e-07,8.665749421830018e-05,1.8546947101697963e-05,1.2584278018507137e-07,2.4665843355997404e-17,0.0003375226650825205,1.1421745688492223e-15,0.0002205897824008331,4.583003561897213e-12,1.8984168179273315e-09,7.135317017150335e-13,6.605224804449004e-15,1.5483817673782018e-06,1.2525628094879623e-10,0.007175295263486093,0.0005167617964457062,6.139165777232295e-05,3.6528166721943156e-08,1.8934217890802163e-09,4.960419056748998e-10,2.373624655850191e-13,5.912228680650733e-09,1.1967785303407012e-05,1.805593981779451e-07,1.4295734403887007e-11,1.5740922825810992e-06,1.0499195687377259e-09,1.975899015490284e-10,5.766227381030824e-11,1.1860022476884937e-11,5.706059679975206e-13,1.2916772216269383e-06,1.5664029091385756e-14,3.5913414681639928e-12,3.548165383721787e-17,3.2477609843503403e-10,2.111065601505911e-14,7.537986296230272e-17,4.206869428828083e-18,2.147551928046659e-28,8.263236577865666e-17
3.8792685123321457e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445310392302993,0.11111767493604484,0.0225511835843173,4.5497199049651924e-09,2.872468095076218e-07,8.741010479398838e-05,1.875544746873634e-05,1.272919612720311e-07,2.5132241057761612e-17,0.00033882923436336245,1.1647339939862226e-15,0.00022113286316159685,4.6379502973615715e-12,1.927009564111115e-09,7.235005666041631e-13,6.711114376668866e-15,1.559209888535624e-06,1.2726437891223586e-10,0.007182262023581023,0.000518632948700063,6.153686585576416e-05,3.674782841068781e-08,1.90066385585433e-09,4.978871951858146e-10,2.3827544175968477e-13,5.9376740664787095e-09,1.1990709442501152e-05,1.8182646842035517e-07,1.4470652328397533e-11,1.5885404343349666e-06,1.0539628795609496e-09,2.0076018779547403e-10,5.830943686268333e-11,1.1986724843285008e-11,5.759810015704363e-13,1.299864435838569e-06,1.590144438885203e-14,3.660275225778742e-12,3.60497624365144e-17,3.2860321284661476e-10,2.142821090501282e-14,7.675519945198853e-17,4.2836387253675964e-18,2.2163707289822514e-28,8.371433212661684e-17
3.894564100206479e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44452208471468435,0.11110923069077183,0.022550131684796866,4.621008144534682e-09,2.9086648949389907e-07,8.816538958335157e-05,1.8965102841962392e-05,1.2875177194378058e-07,2.5604989713955536e-17,0.000340135445890266,1.1876440944106678e-15,0.00022167405140825953,4.693326444197554e-12,1.9559107442028527e-09,7.3355055119335e-13,6.818168261829539e-15,1.5700646618395685e-06,1.2929640406999553e-10,0.007189163429334259,0.000520502743630638,6.168152604816137e-05,3.696769409621849e-08,1.9079032376163136e-09,4.997319519821834e-10,2.3918803803331126e-13,5.962973165318221e-09,1.2013336505924347e-05,1.8309455022696528e-07,1.4646887692148533e-11,1.603044089274865e-06,1.058005073253875e-09,2.0396828008436339e-10,5.896017493080875e-11,1.2114068478041599e-11,5.813731560048944e-13,1.3080637179100266e-06,1.614118918175896e-14,3.730238507911398e-12,3.662463118173018e-17,3.3245910385867915e-10,2.1749186640669087e-14,7.814840875381473e-17,4.361405846794166e-18,2.2870703278688166e-28,8.480424035819965e-17
3.909859688080813e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445131970843754,0.11110085067632271,0.022549079851259844,4.69305120319289e-09,2.945143864395212e-07,8.892334069131429e-05,1.9175910322299117e-05,1.3022224350263435e-07,2.6084140183325762e-17,0.00034144129824819903,1.2109088190227283e-15,0.00022221335370891567,4.749133467410918e-12,1.9851223115512747e-09,7.436816957361479e-13,6.926392544949468e-15,1.5809459807988686e-06,1.3135254166487778e-10,0.007196000082317972,0.0005223711847419168,6.182564552400878e-05,3.718776409040595e-08,1.9151399267529877e-09,5.015761742492522e-10,2.4010025296586386e-13,5.988126644363052e-09,1.2035669153633864e-05,1.8436362884780123e-07,1.4824444162529914e-11,1.6176030700728267e-06,1.062046145863928e-09,2.0721447136400347e-10,5.96144789973369e-11,1.224205254885267e-11,5.867823671316213e-13,1.3162749607151652e-06,1.6383271688625957e-14,3.801242218447726e-12,3.720631234544724e-17,3.363438592629112e-10,2.2073604858467217e-14,7.955961941037536e-17,4.4401779709250395e-18,2.3596931212135045e-28,8.590210255121277e-17
3.9251552759551466e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44450437573030993,0.11109253429826288,0.022548028083475495,4.765852857859722e-09,2.981905801256862e-07,8.968395029658654e-05,1.9387866999534265e-05,1.3170340715901073e-07,2.6569743414777468e-17,0.0003427467900252326,1.2345321433701913e-15,0.0002227507766137051,4.805372828407296e-12,2.0146462219318278e-09,7.538940372982397e-13,7.035793291131922e-15,1.59185373923553e-06,1.3343297755664928e-10,0.007202772578563293,0.0005242382755429818,6.196923132448435e-05,3.7408038694026496e-08,1.9223739156700275e-09,5.034198601766624e-10,2.410120851822177e-13,6.01313518837856e-09,1.2057710055357952e-05,1.8563369011780155e-07,1.5003325410657534e-11,1.632217201087285e-06,1.0660860934389498e-09,2.1049905555956253e-10,6.027234001130366e-11,1.2370676249616031e-11,5.922085726680716e-13,1.3244980575991719e-06,1.662770007107181e-14,3.873297326773727e-12,3.7794858374235106e-17,3.402575665996972e-10,2.2401487221719564e-14,8.098895998990307e-17,4.519962276908057e-18,2.4342822538950415e-28,8.700793091180431e-17
3.94045086382948e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44449562004903187,0.11108428096764562,0.022546976381215705,4.839416880689648e-09,3.018951502669255e-07,9.044721065061972e-05,1.960096995326131e-05,1.3319529403137956e-07,2.706185044667315e-17,0.00034405191981256775,1.2585180696849768e-15,0.00022328632665472392,4.862045984981758e-12,2.044484433514828e-09,7.641876098103645e-13,7.146376545515427e-15,1.6027878312838405e-06,1.3553789822042538e-10,0.007209481508611408,0.0005261040195466342,6.211229035969148e-05,3.762851819647383e-08,1.929605196791804e-09,5.05263007958537e-10,2.419235333531689e-13,6.037999498668284e-09,1.2079461889663538e-05,1.8690472044923846e-07,1.51835350997595e-11,1.646886308345518e-06,1.070124912027133e-09,2.13822327570517e-10,6.093374889102871e-11,1.2499938800666548e-11,5.976517121464432e-13,1.3327329023770138e-06,1.6874482434910975e-14,3.946414867807906e-12,3.839032188819886e-17,3.4420031315792675e-10,2.2732855420256968e-14,8.243655908456902e-17,4.600765945293365e-18,2.5108816307820598e-28,8.812173760203352e-17
3.955746451703814e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4444869294426402,0.11107609010096127,0.022545924744254934,4.913747039228855e-09,3.056281765114612e-07,9.121311407656556e-05,1.981521625380491e-05,1.346979351462102e-07,2.7560512406143297e-17,0.0003453566862045602,1.2828706269190077e-15,0.00022382001034593752,4.919154391308498e-12,2.0746389068337157e-09,7.745624441211584e-13,7.258148333229579e-15,1.613748151389467e-06,1.376674907450512e-10,0.0072161274575641915,0.0005279684202685293,6.225482941088793e-05,3.784920287773673e-08,1.9368337625618375e-09,5.071056157934182e-10,2.4283459619386434e-13,6.062720292723819e-09,1.2100927343038788e-05,1.8817670682405196e-07,1.536507688686642e-11,1.6616102195257906e-06,1.0741625976767972e-09,2.1718458326809126e-10,6.15986965269761e-11,1.2629839448960089e-11,6.031117269292031e-13,1.3409793893318853e-06,1.7123626831145823e-14,4.020605942032203e-12,3.8992755680514265e-17,3.4817218597479835e-10,2.3067731170076942e-14,8.390254531164311e-17,4.682596158078306e-18,2.5895359267147223e-28,8.924353507199987e-17
3.9710420395781476e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44447830331873833,0.11106796112008709,0.022544873172370174,4.988847096573448e-09,3.093897384414749e-07,9.19816529682393e-05,2.0030602963130942e-05,1.362113614379215e-07,2.8065780508426796e-17,0.0003466610877987462,1.3075938707794245e-15,0.00022435183418309754,4.976699497930639e-12,2.1051116047534398e-09,7.850185680498856e-13,7.371114659356125e-15,1.6247345943085447e-06,1.3982194283148023e-10,0.007222711005134343,0.0005298314812263296,6.239685513270784e-05,3.8070093006022016e-08,1.944059605443004e-09,5.089476818842192e-10,2.4374527248654163e-13,6.087298303966376e-09,1.2122109108991199e-05,1.8944963678608887e-07,1.5547954435001404e-11,1.676388763939213e-06,1.0781991464373323e-09,2.205861194926904e-10,6.226717378456044e-11,1.2760377468205615e-11,6.085885602280652e-13,1.3492374132136505e-06,1.7375141255677388e-14,4.095881715521505e-12,3.960221271696782e-17,3.521732718356264e-10,2.3406136212992296e-14,8.538704731304058e-17,4.765460098496472e-18,2.6702905935371636e-28,9.037333595945759e-17
3.986337627452481e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4444697410903843,0.11105989345223755,0.022543821665340948,5.06472081152857e-09,3.1317991557321574e-07,9.275281978908766e-05,2.0247127135740996e-05,1.3773560374883186e-07,2.8577706056217096e-17,0.00034796512319586637,1.3326918837631559e-15,0.00022488180464366197,5.0346827517501555e-12,2.1359044924389553e-09,7.955560064390402e-13,7.485281508895272e-15,1.6357470551067528e-06,1.420014427911465e-10,0.00722923272569509,0.0005316932059388735,6.25383740553708e-05,3.829118883691656e-08,1.951282717917267e-09,5.10789204438343e-10,2.4465556105600726e-13,6.111734280583694e-09,1.2143009887162233e-05,1.9072349843327142e-07,1.5732171399261984e-11,1.691221772511358e-06,1.0822345543592736e-09,2.2402723405132823e-10,6.293917150690115e-11,1.2891552159043862e-11,6.140821570105528e-13,1.3575068692372888e-06,1.7629033650396953e-14,4.172253419971814e-12,4.0218746135503946e-17,3.5620365727365214e-10,2.3748092316280255e-14,8.689019375322825e-17,4.849364951106127e-18,2.753191872292816e-28,9.151115275988358e-17
4.001633215326815e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4444612421760409,0.11105188652991514,0.022542770222949298,5.141371938768332e-09,3.1699878735716593e-07,9.352660707116234e-05,2.0464785819551194e-05,1.392706928291111e-07,2.909634043901519e-17,0.000349268790999891,1.3581687751908424e-15,0.0002254099281867188,5.093105596017913e-12,2.1670195373238365e-09,8.061747812067973e-13,7.60065484673707e-15,1.6467854291583835e-06,1.44206179544334e-10,0.00723569318832942,0.0005335535979253534,6.267939258687147e-05,3.851249061649292e-08,1.958503092486083e-09,5.126301816676217e-10,2.455654607607944e-13,6.1360289851714355e-09,1.2163632382456849e-05,1.9199828040969764e-07,1.591773142559938e-11,1.7061090777636646e-06,1.0862688174938e-09,2.275082257150486e-10,6.361468051753889e-11,1.3023362849191864e-11,6.195924640114734e-13,1.3657876530813369e-06,1.78853119045082e-14,4.249732352727052e-12,4.084240924575548e-17,3.6026342856985785e-10,2.409362127233436e-14,8.841211332091779e-17,4.934317901912399e-18,2.838286804205957e-28,9.265699830286395e-17
4.0169288032011486e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4444528059995261,0.11104393979086145,0.022541718844979693,5.218804228996507e-09,3.208464331781543e-07,9.430300741409978e-05,2.068357605675538e-05,1.4081665933673294e-07,2.962173513251869e-17,0.00035057208981804206,1.3840286812401077e-15,0.00022593621125291234,5.151969470323832e-12,2.1984587090790052e-09,8.168749113992941e-13,7.717240617637837e-15,1.6578496121454006e-06,1.4643634261854357e-10,0.00724209295687885,0.0005354126607045173,6.281991701515933e-05,3.873399857874734e-08,1.965720721670742e-09,5.144706117882268e-10,2.464749705305883e-13,6.160183194735843e-09,1.2183979304188449e-05,1.9327397189766073e-07,1.6104638168589984e-11,1.7210505137946474e-06,1.0903019318937402e-09,2.3102939421633979e-10,6.429369162309801e-11,1.3155808893510208e-11,6.25119429779884e-13,1.37407966088633e-06,1.814398385397086e-14,4.328329876804485e-12,4.147325552857799e-17,3.643526717527836e-10,2.444274489831714e-14,8.99529347293776e-17,5.020326138105234e-18,2.925623236795525e-28,9.381088571266556e-17
4.032224391075482e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4444444319899645,0.11103605267800881,0.022540667531219076,5.297021429107778e-09,3.247229323552551e-07,9.508201348410765e-05,2.0903494884672643e-05,1.4237353383742868e-07,3.015394169801614e-17,0.0003518750182608178,1.410275764978189e-15,0.00022646066026437355,5.211275810587172e-12,2.2302239795815745e-09,8.276564132427192e-13,7.835044746201482e-15,1.6689395000564928e-06,1.4869212214685416e-10,0.0072484325899917585,0.0005372703977938812,6.295995351030209e-05,3.8955712943777274e-08,1.9729355980120193e-09,5.163104930208258e-10,2.4738408933665437e-13,6.184197699375651e-09,1.2204053365240922e-05,1.9455056260961436e-07,1.62928952755539e-11,1.736045916260949e-06,1.0943338936138767e-09,2.345910402465443e-10,6.497619561589343e-11,1.3288889674119006e-11,6.306630045608105e-13,1.3823827892532434e-06,1.8405057282493536e-14,4.4080574209188256e-12,4.2111338635597334e-17,3.684714725983475e-10,2.4795485035812727e-14,9.151278671373652e-17,5.1073968481474345e-18,3.015249836526323e-28,9.497282782570127e-17
