Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),CH4OX(63),C2H4X(70),C2H6X(52),CO2X(24),OH(D)X(68)
4.817172870405401e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440928367060281,0.11069936634233489,0.02248681820644115,1.0760734793836741e-09,3.1643289310227504e-06,0.00013548207271929237,3.381647558961249e-05,2.3776769404018212e-07,6.733902560467818e-17,0.00041842816331121865,3.391109650950472e-15,0.00025081767213756037,8.899161220326112e-12,8.0135350694464e-09,1.49658911695878e-12,1.5782514256933905e-14,4.621252897932514e-06,3.0396632263700643e-10,0.0075049000129758766,0.0006258455414805611,6.79970427738247e-05,2.0881455938590826e-07,2.340546986298215e-09,3.733446602731851e-09,2.211901222838328e-12,4.3233064072686896e-08,1.2909872073149201e-05,6.970309892499904e-09,1.6191757940783913e-10,2.522654883120286e-06,1.3003049635789648e-09,4.798074526637631e-10,1.0503997225558992e-10,1.4971031660870521e-13,1.8204553023409522e-06,3.540669832563974e-14,1.0320840245710122e-11,8.902625971496199e-14,8.601882985186689e-17,6.218862505738089e-10,2.1510524763313072e-12,1.4333323746127851e-11
4.835389773217895e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44408599778225133,0.1106929022641014,0.02248557003784097,1.0912946358325508e-09,3.202969522603541e-06,0.00013652515755499376,3.414460442833932e-05,2.403538254652915e-07,6.847190317825987e-17,0.0004199570595395498,3.4544654621493757e-15,0.00025133563068606044,9.000038743914218e-12,8.139262254704528e-09,1.514486586284803e-12,1.6009286190915476e-14,4.657937670250646e-06,3.085958971616429e-10,0.00750948971775666,0.0006279266792313219,6.813170628796475e-05,2.0992639861432222e-07,2.348969864279202e-09,3.746637291155273e-09,2.2204053662765456e-12,4.3358966577749474e-08,1.2921673855946119e-05,7.012139310729749e-09,1.638357035354467e-10,2.542963177113392e-06,1.3050364427809654e-09,4.871199457248091e-10,1.0605771893499976e-10,1.509093401653524e-13,1.830870754397347e-06,3.588089512936337e-14,1.0507652354767552e-11,9.042175627441382e-14,8.732760180913774e-17,6.287795740402346e-10,2.171251937904482e-12,1.444689388668498e-11
4.8536066760303894e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440792133790052,0.11068648956594239,0.02248432194975583,1.1066582679145262e-09,3.241899173433973e-06,0.00013757121544688891,3.447412049588534e-05,2.4295759863127435e-07,6.961825196273609e-17,0.0004214853510648688,3.5187467142954025e-15,0.00025185142659362033,9.101650359922199e-12,8.266436067756873e-09,1.5324961906686666e-12,1.623819823211695e-14,4.694751449648263e-06,3.1327760818431527e-10,0.0075140274158524535,0.0006300058392897151,6.826596460524186e-05,2.1103907674219097e-07,2.357388418995599e-09,3.759822508808297e-09,2.2289010381649277e-12,4.3484119408825226e-08,1.2933283200983412e-05,7.05400358734949e-09,1.6576772148355108e-10,2.563332766541939e-06,1.3097660573198378e-09,4.94514844613668e-10,1.070797577052616e-10,1.521117894745393e-13,1.8412949579698124e-06,3.635901368032503e-14,1.069707706050048e-11,9.183329481836544e-14,8.865109790993244e-17,6.357209174540862e-10,2.1915426212890958e-12,1.4560862510870006e-11
4.8718235788428834e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440724829158202,0.11068012768068779,0.0224830739420001,1.1221650163304996e-09,3.2811187197793542e-06,0.00013862023745353117,3.4805019850810926e-05,2.4557905704037094e-07,7.077816303123476e-17,0.0004230130359482603,3.583963044334087e-15,0.0002523650689719963,9.203998197072198e-12,8.395066839356838e-09,1.5506178113290536e-12,1.646925863408544e-14,4.731694008753456e-06,3.1801183122965827e-10,0.00751851367676586,0.0006320830254869775,6.839982160789203e-05,2.121525906945507e-07,2.3658026402363317e-09,3.773002240074872e-09,2.2373882933971372e-12,4.360853208154504e-08,1.2944703546107598e-05,7.0959030177249924e-09,1.677136718161531e-10,2.583763459856268e-06,1.3144938012867742e-09,5.01992743312861e-10,1.0810607635570508e-10,1.53317667894476e-13,1.8517277768304704e-06,3.6841064057727385e-14,1.0889139844272737e-11,9.326098980558834e-14,8.998942411316326e-17,6.42710403331148e-10,2.211924622711315e-12,1.4675228917895568e-11
4.8900404816553774e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44406580581862115,0.11067381604739983,0.022481826014390874,1.1378155224564088e-09,3.320628996900199e-06,0.0001396722146891867,3.513729859041779e-05,2.482182440101338e-07,7.195172758189123e-17,0.0004245401122587175,3.6501241459963805e-15,0.0002528765668952499,9.30708437636338e-12,8.525164924341215e-09,1.568851328334312e-12,1.670247561847103e-14,4.768765120418014e-06,3.2279894287969504e-10,0.007522949063761029,0.000634158241610136,6.853328110558362e-05,2.1326693734970667e-07,2.3742125178369263e-09,3.786176469393603e-09,2.245867187180798e-12,4.3732214053017896e-08,1.2955938289080117e-05,7.1378379027219854e-09,1.6967359303793072e-10,2.6042550668528e-06,1.3192196687907065e-09,5.095542374793364e-10,1.0913666279608813e-10,1.545269789687032e-13,1.8621690755095317e-06,3.7327056303352325e-14,1.1083866319998668e-11,9.470495596125709e-14,9.134268667566605e-17,6.497481536768366e-10,2.2323980412922375e-12,1.4789992407617267e-11
4.9082573844678715e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440591815196573,0.11066755411130455,0.02248057816674798,1.1536104283633576e-09,3.3604308390395672e-06,0.00014072713832290033,3.547095285093932e-05,2.5087520267345445e-07,7.313903693774334e-17,0.00042606657807315327,3.71723976980289e-15,0.0002533859293998491,9.410911011063047e-12,8.656740701489014e-09,1.5871966206607464e-12,1.6937857375313938e-14,4.805964557710241e-06,3.276393207697892e-10,0.007527334133932045,0.0006362314914019067,6.86663468372942e-05,2.1438211354017804e-07,2.382618041679546e-09,3.799345181257804e-09,2.254337775007294e-12,4.385517471998678e-08,1.2966990787392413e-05,7.179808548374359e-09,1.716475235928204e-10,2.6248073986496016e-06,1.3239436539584952e-09,5.171999244380657e-10,1.1017150505717058e-10,1.5573972642046618e-13,1.8726187192918417e-06,3.781700042246741e-14,1.1281282234054766e-11,9.61653082753822e-14,9.271099215105108e-17,6.568342899861969e-10,2.252962978964117e-12,1.4905152280511854e-11
4.9264742872803655e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44405260945743213,0.1106613413237243,0.02247933039889393,1.1695503768371287e-09,3.4005250794106622e-06,0.00014178499957758333,3.58059788077067e-05,2.535499759785935e-07,7.43401825466419e-17,0.00042759243147641213,3.785319723066518e-15,0.00025389316548477165,9.515480206698004e-12,8.789804573380264e-09,1.6056535662493922e-12,1.7175412063332617e-14,4.843292093907996e-06,3.3253334358459647e-10,0.007531669438270578,0.00063830277856062,6.879902247313485e-05,2.1549811605466265e-07,2.3910192016929922e-09,3.812508360215677e-09,2.2628001126266233e-12,4.397742341693523e-08,1.2977864358105641e-05,7.221815265538604e-09,1.736355018637755e-10,2.6454202676625187e-06,1.3286657509350849e-09,5.249304031756311e-10,1.1121059129121251e-10,1.569559141461284e-13,1.8830765742134374e-06,3.8310906384832146e-14,1.1481413465188539e-11,9.76421620012371e-14,9.409444738855086e-17,6.639689332439063e-10,2.2736195403897247e-12,1.5020707837655328e-11
4.9446911900928596e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404608907663584,0.11065517714201063,0.022478082710653872,1.1856360113970864e-09,3.4409125501847065e-06,0.00014284578972912612,3.6142372675291045e-05,2.5624260668921165e-07,7.555525598117365e-17,0.00042911767056128073,3.854373869893483e-15,0.00025439828411160943,9.620794061046203e-12,8.924366966254823e-09,1.6242220420613058e-12,1.741514781021268e-14,4.880747502491949e-06,3.374813910540074e-10,0.00753595552173279,0.0006403721067401662,6.893131161612405e-05,2.1661494163968916e-07,2.3994159878528303e-09,3.825665990870585e-09,2.271254255997733e-12,4.409896941404349e-08,1.298856227771441e-05,7.263858369554016e-09,1.7563756617326506e-10,2.666093487581877e-06,1.3333859538836999e-09,5.327462743338134e-10,1.1225390977239178e-10,1.5817554620665982e-13,1.8935425070581163e-06,3.880878412564511e-14,1.1684286024424449e-11,9.913563265377976e-14,9.549315953186769e-17,6.711522039242863e-10,2.2943678328660102e-12,1.5136658380701352e-11
4.9629080929053536e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440396198280777,0.1106490610294782,0.022476835101855594,1.2018679763144668e-09,3.4815940824790583e-06,0.00014390950010553235,3.6480130707622266e-05,2.5895313738440507e-07,7.678434893859754e-17,0.00043064229342849837,3.924412131182747e-15,0.0002549012942046771,9.726854664128567e-12,9.060438329871158e-09,1.642901924131372e-12,1.7657072712896403e-14,4.918330557139024e-06,3.424838439490901e-10,0.007540192923305491,0.0006424394795499636,6.90632178039132e-05,2.1773258700025468e-07,2.407808390181421e-09,3.838818057881066e-09,2.279700261260253e-12,4.421982191561644e-08,1.2999087782033362e-05,7.305938179936376e-09,1.7765375478146274e-10,2.6868268733497367e-06,1.3381042569860354e-09,5.406481402031724e-10,1.1330144889715605e-10,1.5939862682275556e-13,1.904016385354017e-06,3.931064354635771e-14,1.188992605496708e-11,1.0064583600808575e-13,9.690723601802217e-17,6.783842219913212e-10,2.315207966239524e-12,1.5253003211861428e-11
4.9811249957178476e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440332011686182,0.11064299245533948,0.022475587572329474,1.2182469166300628e-09,3.5225705063455428e-06,0.0001449761220860752,3.68192491980852e-05,2.6168161045874237e-07,7.802755324079533e-17,0.0004321662981867666,3.995444484623846e-15,0.00025540220465111995,9.833664098201083e-12,9.198029137365156e-09,1.661693087620646e-12,1.790119483787268e-14,4.956041031716057e-06,3.4754108407803265e-10,0.007544382176071595,0.0006445049005549484,6.919474451046259e-05,2.1885104880172555e-07,2.416196398747899e-09,3.851964545960977e-09,2.2881381847204734e-12,4.433999005849093e-08,1.3009444066106517e-05,7.348055020056156e-09,1.7968410588581516e-10,2.7076202411376913e-06,1.3428206544423856e-09,5.486366047166191e-10,1.1435319718450706e-10,1.6062516036914793e-13,1.914498077370211e-06,3.9816494515618914e-14,1.2098359832101528e-11,1.0217288809777656e-13,9.833678457619809e-17,6.856651068986869e-10,2.3361400528313025e-12,1.5369741633885234e-11
4.999341898530342e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440268325611037,0.11063697089463972,0.022474340121908413,1.2347734781713035e-09,3.563842650759121e-06,0.00014604564710047542,3.7159724479593926e-05,2.644280681223036e-07,7.928496083423241e-17,0.00043368968295275827,4.067480964693143e-15,0.00025590102430102555,9.941224437747144e-12,9.337149885108899e-09,1.680595406867245e-12,1.8147522221467333e-14,4.9938787002736365e-06,3.526534942820771e-10,0.0075485238072748335,0.0006465683732755851,6.932589514767097e-05,2.1997032367166278e-07,2.4245800036682816e-09,3.865105439879831e-09,2.2965680827963056e-12,4.445948291013868e-08,1.3019634284138947e-05,7.390209216814419e-09,1.817286576223862e-10,2.728473408325197e-06,1.3475351404718267e-09,5.567122734429894e-10,1.1540914327620841e-10,1.6185515136508647e-13,1.9249874521133093e-06,4.032634687018498e-14,1.2309613763090934e-11,1.0371690521343873e-13,9.978191322658695e-17,6.929949775897859e-10,2.3571642073387177e-12,1.548687295004062e-11
5.017558801342836e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440205134743,0.11063099582819308,0.02247309275042787,1.2514483075687292e-09,3.6054113436067504e-06,0.0001471180666281002,3.75015529246443e-05,2.6719255240072334e-07,8.055666378992963e-17,0.0004352124458511265,4.140531662648479e-15,0.0002563977619675362,1.0049537749470113e-11,9.477811092569465e-09,1.6996087554358093e-12,1.8396062870133516e-14,5.031843337040146e-06,3.5782145843145266e-10,0.007552618338383775,0.0006486299011878979,6.945667306696008e-05,2.2109040820011246e-07,2.4329591951055194e-09,3.878240724462785e-09,2.304990011988099e-12,4.45783094673445e-08,1.3029661549449404e-05,7.432401100361657e-09,1.8378744806358844e-10,2.7493861934784323e-06,1.3522477093124093e-09,5.648757535806111e-10,1.1646927593693193e-10,1.6308860447017573e-13,1.9354843793240754e-06,4.0840210415634913e-14,1.2523714387071343e-11,1.0527800390105672e-13,1.0124273027923467e-16,7.0037395249779e-10,2.3782805467487114e-12,1.5604396464095742e-11
5.03577570415533e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440142433828283,0.11062506674251933,0.022471845457725757,1.268272052271867e-09,3.647277411676472e-06,0.00014819337219718228,3.784473094534591e-05,2.6997510513523396e-07,8.184275430344937e-17,0.00043673458501451273,4.214606726522253e-15,0.0002568924264269635,1.0158606092286106e-11,9.620023302167745e-09,1.7187330061655391e-12,1.8646824760742165e-14,5.0699347164159835e-06,3.6304536142130977e-10,0.0075566662851551305,0.0006506894877235217,6.958708156081346e-05,2.2221129894136875e-07,2.4413339632694464e-09,3.891370384590737e-09,2.313404028881229e-12,4.4696478654938334e-08,1.3039528934443775e-05,7.474631003801752e-09,1.858605152172136e-10,2.770358416329664e-06,1.3569583552212678e-09,5.731276539508631e-10,1.175335840543456e-10,1.6432552448023213e-13,1.945988729474058e-06,4.135809492724704e-14,1.274068837494375e-11,1.0685630096044408e-13,1.0271934433288377e-16,7.078021495456921e-10,2.399489190270482e-12,1.572231148030146e-11
5.053992606967824e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440080217671006,0.11061918312978118,0.022470598243642483,1.2852453605645157e-09,3.6894416806468263e-06,0.00014927155538405933,3.818925499343366e-05,2.7277576798271406e-07,8.314332469488964e-17,0.0004382560985835541,4.28971636111293e-15,0.00025738502641890396,1.0268431517317024e-11,9.76379707913725e-09,1.7379680312168397e-12,1.8899815840872252e-14,5.1081526129679775e-06,3.6832558916764766e-10,0.007560668157696381,0.000652747136269769,6.971712386427152e-05,2.2333299241608625e-07,2.449704298416866e-09,3.904494405200723e-09,2.321810190083701e-12,4.4813999324009614e-08,1.304923947060935e-05,7.516899262881851e-09,1.8794789702904392e-10,2.7913898977571244e-06,1.361667072474783e-09,5.814685849917345e-10,1.1860205663912855e-10,1.6556591631619615e-13,1.956500373762227e-06,4.188001015088574e-14,1.2960562529263462e-11,1.0845191344366052e-13,1.0421186427381531e-16,7.152796861463655e-10,2.4207902592367377e-12,1.584061730337293e-11
5.072209509780318e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440018481132559,0.11061334448772234,0.02246935110802086,1.3023688815794305e-09,3.7319049750764733e-06,0.00015035260781243246,3.8535121560259644e-05,2.75594582415737e-07,8.445846740888574e-17,0.0004397769847068907,4.365870827974988e-15,0.0002578755706463564,1.0379016067883813e-11,9.909143011382926e-09,1.7573137021165718e-12,1.9155044029100836e-14,5.146496801423977e-06,3.7366252860323815e-10,0.007564624460527694,0.0006548028501697216,6.984680315638604e-05,2.2445548511119813e-07,2.4580701908516306e-09,3.917612771285899e-09,2.330208552190505e-12,4.4930880250802474e-08,1.3058796148528076e-05,7.559206215735405e-09,1.9004963138015774e-10,2.8124804597653744e-06,1.3663738553687757e-09,5.898991587513806e-10,1.1967468282492793e-10,1.6680978502043688e-13,1.9670191841116293e-06,4.2405965803614037e-14,1.3183363784126727e-11,1.1006495865344352e-13,1.0572039927469386e-16,7.228066792026283e-10,2.442183877012434e-12,1.595931323847343e-11
5.090426412592812e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439957219130987,0.1106075503196063,0.0224681040507061,1.319643265312426e-09,3.7746681183939946e-06,0.0001514365211526441,3.888232717676602e-05,2.7843158972262327e-07,8.578827501462766e-17,0.00044129724154117226,4.443080445407284e-15,0.0002583640677758411,1.0490361779499957e-11,1.0056071709340033e-08,1.7767698898019472e-12,1.941251721529262e-14,5.184967056667611e-06,3.7905656767355215e-10,0.007568535692643175,0.0006568566327223356,6.997612256163176e-05,2.2557877348142688e-07,2.466431630924556e-09,3.93072546789556e-09,2.338599171810834e-12,4.504713013581046e-08,1.3068201917908789e-05,7.601552202614348e-09,1.9216575608483582e-10,2.833629925466162e-06,1.3710786982186062e-09,5.984199888816713e-10,1.207514518682666e-10,1.6805713575517178e-13,1.9775450331660535e-06,4.293597157449093e-14,1.3409119205054683e-11,1.1169555414164415e-13,1.0724505879340778e-16,7.303832451073207e-10,2.4636701689374893e-12,1.6078398591198818e-11
5.108643315405306e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439896426640352,0.1106018001341556,0.022466857071545797,1.3370691626358979e-09,3.817731932888051e-06,0.00015252328712097357,3.923086841343938e-05,2.812868310074949e-07,8.713284020588279e-17,0.00044281686725106427,4.521355588439883e-15,0.00025885052643751953,1.0602470679865172e-11,1.0204593805832984e-08,1.7963364646630686e-12,1.9672243260889043e-14,5.223563153733235e-06,3.845080953326823e-10,0.0075724023475714575,0.0006589084871825631,7.010508515127718e-05,2.2670285395182348e-07,2.474788609033491e-09,3.9438324801356124e-09,2.346982105497309e-12,4.51627576020673e-08,1.3077459687638717e-05,7.64393756559125e-09,1.9429630889496497e-10,2.854838119059737e-06,1.3757815953593071e-09,6.070316906317368e-10,1.2183235314838324e-10,1.693079737891746e-13,1.9880777942867048e-06,4.347003712545368e-14,1.3637855988874644e-11,1.1334381770764224e-13,1.0878595257190808e-16,7.380094997433849e-10,2.485249262229627e-12,1.6197872667560596e-11
5.1268602182178e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439836098690131,0.11059609344549219,0.022465610170389862,1.3546472253117598e-09,3.861097239697743e-06,0.00015361289747895158,3.958074188024718e-05,2.8416034719033234e-07,8.849225580102249e-17,0.0004443358600092533,4.60070668881932e-15,0.00025933495522531606,1.0715344788859372e-11,1.0354719955934248e-08,1.8160132965841447e-12,1.9934229999196563e-14,5.262284867801024e-06,3.9001750153925826e-10,0.0075762249134356,0.0006609584167614939,7.023369394471875e-05,2.278277229173172e-07,2.483141115623416e-09,3.956933793168562e-09,2.355357409694046e-12,4.527777119420822e-08,1.3086572325852188e-05,7.686362648324513e-09,1.9644132749715984e-10,2.876104865816649e-06,1.3804825411457859e-09,6.157348808415145e-10,1.2291737616701476e-10,1.7056230449388223e-13,1.9986173415488984e-06,4.4008172091825954e-14,1.3869601463598724e-11,1.1500986739677612e-13,1.1034319063505265e-16,7.456855584839552e-10,2.5069212858852913e-12,1.6317734773971178e-11
5.145077121030294e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439776230364604,0.11059042977307783,0.022464363347090538,1.3723781060038144e-09,3.9047648588031e-06,0.00015470534403269154,3.993194422655676e-05,2.8705217900703353e-07,8.986661474306598e-17,0.00044585421799645284,4.68114423499233e-15,0.00025981736269704007,1.0828986118536805e-11,1.050646083682327e-08,1.835800254983395e-12,2.0198485235674354e-14,5.301131974192255e-06,3.955851772523673e-10,0.00758000387301235,0.0006630064246265139,7.036195191077527e-05,2.2895337674380378e-07,2.4914891411863457e-09,3.970029392213437e-09,2.363725140799539e-12,4.539217937798182e-08,1.3095542660016307e-05,7.72882779582187e-09,1.9860084950861626e-10,2.8974299920599817e-06,1.385181529952914e-09,6.245301779352881e-10,1.2400651054814057e-10,1.7182013334588965e-13,2.00916354973876e-06,4.4550386083018185e-14,1.4104383088299815e-11,1.1669382149878407e-13,1.11916883289445e-16,7.534115361924556e-10,2.5286863706342148e-12,1.6437984217230447e-11
5.163294023842788e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439716816802252,0.11058480864165572,0.02246311660150232,1.3902624582895542e-09,3.948735609015951e-06,0.00015580061863223793,4.0284472141037715e-05,2.899623670094761e-07,9.125601009972897e-17,0.00044737193940140715,4.762678772088027e-15,0.0002602977573745101,1.0943396673120453e-11,1.0659827147645408e-08,1.855697208851663e-12,2.046501674822087e-14,5.340104248364736e-06,4.012115144274715e-10,0.007583739703790743,0.0006650525139014736,7.048986196894384e-05,2.3007981177127295e-07,2.499832676261349e-09,3.983119262546316e-09,2.372085355089091e-12,4.5505990538587475e-08,1.3104373477034559e-05,7.77133335415331e-09,2.0077491248390003e-10,2.91881332514804e-06,1.3898785561756272e-09,6.334182019152218e-10,1.250997460376638e-10,1.730814659108542e-13,2.019716294349936e-06,4.5096688683427974e-14,1.4342228452984976e-11,1.1839579854621862e-13,1.1350714112226963e-16,7.611875472227045e-10,2.550544648847476e-12,1.6558620304510174e-11
5.181510926655282e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439657853195164,0.11057922958119243,0.022461869933481978,1.4083009366714027e-09,3.993010307971009e-06,0.0001568987131709318,4.0638322351547954e-05,2.928909515655811e-07,9.266053506346866e-17,0.0004488890224208964,4.8453209018985526e-15,0.00026077614774367797,1.1058578448996635e-11,1.0814829609370922e-08,1.875704026789758e-12,2.0733832287459527e-14,5.379201465908381e-06,4.068969060123174e-10,0.007587432878030072,0.0006670966876668782,7.061742699062305e-05,2.3120702431304556e-07,2.5081717114346943e-09,3.996203389500383e-09,2.380438108630173e-12,4.5619212979826525e-08,1.3113067523365908e-05,7.81387967023521e-09,2.0296355391249666e-10,2.9402546934574693e-06,1.3945736142291342e-09,6.423995743548994e-10,1.2619707250303526e-10,1.7434630783806644e-13,2.0302754515803275e-06,4.564708945284745e-14,1.458316527846621e-11,1.2011591731287339e-13,1.1511407500013622e-16,7.690137054190265e-10,2.572496254426231e-12,1.6679642343340485e-11
5.199727829467776e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439599334788445,0.11057369212682062,0.022460623342888477,1.426494196587396e-09,4.037589772117019e-06,0.00015799961958479195,4.0993491625004e-05,2.9583797285937934e-07,9.408028295155076e-17,0.0004504054652597393,4.9290812828582e-15,0.00026125254225475554,1.1174533434709828e-11,1.0971478964654e-08,1.895820577044548e-12,2.1004939577023173e-14,5.41842340254097e-06,4.1264174594285055e-10,0.007591083862817209,0.0006691389489600903,7.074464980029965e-05,2.3233501065619632e-07,2.516506237339729e-09,4.00928175846569e-09,2.388783457395218e-12,4.57318549241039e-08,1.3121627505158724e-05,7.856467091628625e-09,2.0516681121123934e-10,2.9617539263667955e-06,1.3992666985490088e-09,6.514749183928544e-10,1.272984799328489e-10,1.7561466486913177e-13,2.0408408983288245e-06,4.6201597927039906e-14,1.4827221416228635e-11,1.2185429681223074e-13,1.1673779606791752e-16,7.768901241163733e-10,2.594541322769044e-12,1.680104964159847e-11
5.21794473228027e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44395412568796416,0.1105681958187822,0.022459376829582996,1.444842894421324e-09,4.082474816708291e-06,0.00015910332985191204,4.134997676723634e-05,2.988034708910812e-07,9.55153472061208e-17,0.0004519212661307979,5.0139706300210046e-15,0.00026172694932233997,1.1291263610957713e-11,1.1129785977691793e-08,1.916046727543821e-12,2.1278346313837352e-14,5.457769834104019e-06,4.1844642913912766e-10,0.007594693120123299,0.0006711793007755428,7.087153317669852e-05,2.3346376706544124e-07,2.524836244656857e-09,4.022354354889763e-09,2.397121457184224e-12,4.5843924510795945e-08,1.3130056088401516e-05,7.899095966262244e-09,2.0738472173402993e-10,2.9833108542403817e-06,1.4039578035912467e-09,6.606448587260967e-10,1.2840395843638145e-10,1.768865428187431e-13,2.051412512192061e-06,4.676022361868458e-14,1.507442484829615e-11,1.2361105629587752e-13,1.1837841574758097e-16,7.848169161404499e-10,2.6166799906906813e-12,1.6922841507494e-11
5.236161635092764e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44394836148181593,0.11056274020237246,0.022458130393428876,1.4633476875123217e-09,4.127666255796523e-06,0.00016020983599187254,4.1707774622830166e-05,3.017874854771467e-07,9.696582139426269e-17,0.0004534364232549793,5.099999715036834e-15,0.0002621993773255421,1.140877095058643e-11,1.1289761434083544e-08,1.9363823459299333e-12,2.1554060168402162e-14,5.497240536558829e-06,4.2431135150122334e-10,0.007598261106859845,0.0006732177460649715,7.099807985390395e-05,2.3459328978219745e-07,2.5331617241137112e-09,4.035421164277739e-09,2.4054521634813872e-12,4.595542979537909e-08,1.3138355899087513e-05,7.94176664223063e-09,2.0961732277104554e-10,3.004925308412788e-06,1.4086469238324841e-09,6.699100216036435e-10,1.2951349824307262e-10,1.781619475653381e-13,2.0619901714611734e-06,4.732297601769502e-14,1.5324803687094505e-11,1.2538631525192688e-13,1.2003604573703309e-16,7.9279419380785e-10,2.638912396293483e-12,1.7045017249557028e-11
5.254378537905258e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44394264040046955,0.11055732482788445,0.02245688403429159,1.4820092341639275e-09,4.173164902222542e-06,0.00016131913006516832,4.2066882074951824e-05,3.0479005625036e-07,9.843179920808365e-17,0.00045495093486123863,5.187179366125949e-15,0.0002626698346081145,1.1527057418586048e-11,1.1451416140689714e-08,1.956827299592275e-12,2.1832088785072716e-14,5.536835285982658e-06,4.3023690990513773e-10,0.007601788274934156,0.0006752542877376587,7.112429252244708e-05,2.3572357502401166e-07,2.541482666485049e-09,4.048482172191961e-09,2.4137756316346296e-12,4.606637875001326e-08,1.3146529523391861e-05,7.984479467631196e-09,2.1186465153582409e-10,3.026597121173525e-06,1.4133340537700965e-09,6.792710348200433e-10,1.3062708970198614e-10,1.794408850687421e-13,2.072573755118585e-06,4.788986459163409e-14,1.5578386175311856e-11,1.271801934034729e-13,1.2171079800895774e-16,8.008220689261982e-10,2.6612386789466634e-12,1.716757617662822e-11
5.272595440717752e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439369619890674,0.11055194925055419,0.022455637752038734,1.5008281936526146e-09,4.21897156760848e-06,0.00016243120417265019,4.242729604516204e-05,3.0781122265990515e-07,9.99133744648078e-17,0.00045646479918658113,5.2755204680520674e-15,0.0002631383294785806,1.1646124972086258e-11,1.1614760925491198e-08,1.9773814556985585e-12,2.2112439782338047e-14,5.576553858565034e-06,4.362235021987065e-10,0.007605275071304203,0.0006772889286606853,7.125017383035873e-05,2.368546189893687e-07,2.5497990625926533e-09,4.061537364252616e-09,2.422091916795298e-12,4.617677926194905e-08,1.315457950786461e-05,8.027234790297497e-09,2.141267451782077e-10,3.0483261257521944e-06,1.4180191879222072e-09,6.887285277088957e-10,1.3174472328122362e-10,1.8072336134814876e-13,2.083163142834792e-06,4.846089878673116e-14,1.5835200685756863e-11,1.2899281070701009e-13,1.234027848096429e-16,8.089006527942989e-10,2.683658979223808e-12,1.7290517597846245e-11
5.290812343530246e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44393132579776934,0.11054661303050631,0.022454391546539967,1.519805226235801e-09,4.265087062350294e-06,0.00016354605045498045,4.278901349321599e-05,3.1085102397144447e-07,1.0141064110684208e-16,0.00045797801447606363,5.365033962093928e-15,0.0002636048702103639,1.1765975560352262e-11,1.177980663744855e-08,1.9980446812249648e-12,2.239512075309834e-14,5.616396030604207e-06,4.4227152719750346e-10,0.00760872193803287,0.0006793216716591995,7.137572638419661e-05,2.3798641785682494e-07,2.558110903305533e-09,4.074586726138031e-09,2.4304010736766734e-12,4.62866391324733e-08,1.3162508359636115e-05,8.070032957605084e-09,2.1640364078737824e-10,3.070112156304001e-06,1.4227023208279117e-09,6.982831311363765e-10,1.3286638956727667e-10,1.820093824649861e-13,2.093758214965163e-06,4.903608802813593e-14,1.609527572121418e-11,1.3082428735084846e-13,1.2511211865782608e-16,8.17030056202294e-10,2.706173438751274e-12,1.7413840822635592e-11
