Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53),CO2X(24)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531594134e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-7.360391012372977e-120,1.3115812579964747e-65,2.9700072546554918e-36,2.557314155652573e-88,1.7977027803130975e-54,8.69702315910976e-132,5.564692090377849e-20,-6.546164226414581e-106,5.564692090377849e-20,2.5950082721553197e-72,2.92289608568707e-72,5.737558200352377e-112,6.652685644654929e-113,9.706069445543849e-53,1.21823846003403e-85,3.0390311159895404e-18,8.998030998167262e-20,3.602213534570682e-22,9.008783568806062e-38,3.335798334090026e-37,3.6022135345021052e-22,3.426468003332144e-33,7.111530943989978e-41,7.432157646372108e-45,9.381814699886062e-76,3.3174158811573385e-54,2.1456307178831142e-52,2.8353407474423492e-77,1.010437998381657e-105,-6.755029528823159e-108,-3.014717676438426e-107
1.7654093888463576e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,1.3334488100252837e-117,2.934067923547022e-64,1.793884386146329e-35,2.8259156424905803e-86,2.716688464527372e-53,3.1381519032166907e-129,1.5581137853057977e-19,1.2637467322656336e-104,1.558113785305797e-19,7.318338588350228e-71,9.190053015936437e-71,1.1469716055723743e-109,1.3299109601607935e-110,1.1523045645526876e-51,6.306302591684332e-84,8.50928712477071e-18,2.5194486794868334e-19,1.0086197896909114e-21,5.4413052754439805e-37,2.0148221937883227e-36,1.0086197896494907e-21,2.06958663251483e-32,8.442809377719478e-40,8.823496956812378e-44,5.707440793326012e-74,3.9384361340200798e-53,2.547292793907204e-51,1.7248761093361892e-75,2.0199249451821209e-103,6.836295731277415e-106,3.0509861593437884e-105
4.035221460220246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,5.629108531466164e-115,5.797323794627137e-63,8.636781161554347e-35,2.556700084178082e-84,2.922489482138335e-52,1.1362606115673089e-126,3.5614029378418233e-19,1.3343830912541161e-102,3.561402937841821e-19,1.5918984967546455e-69,2.0502502737318843e-69,2.0764946878652308e-107,2.40769085362624e-108,1.1313394545035285e-50,2.7538862069453565e-82,1.944979914233304e-17,5.758739838827048e-19,2.3054166622030778e-21,2.6197542616364777e-36,9.70050155550299e-36,2.3054166620036545e-21,9.964168331223125e-32,8.289199975459917e-39,8.66304508962867e-43,2.5766360525114535e-72,3.8667799507982606e-52,2.500947182237306e-50,7.78691495370279e-74,3.656902575588603e-101,1.431638897240849e-103,6.389294191541835e-103
8.574845602968022e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,1.8106363887354866e-112,1.0316109665340587e-61,3.771909280595848e-34,1.934985785037469e-82,2.686271334817238e-51,3.4453989027758694e-124,7.567981242913874e-19,1.0547186236616249e-100,7.567981242913862e-19,2.9511115267390694e-68,3.839891856660242e-68,3.1465081585539126e-105,3.648369031942025e-106,1.0006569354127568e-49,1.0254314758062946e-80,4.1330823177457633e-17,1.2237322157507477e-18,4.899010407405331e-21,1.1441155130602989e-35,4.236463884262496e-35,4.899010406534399e-21,4.351613721016234e-31,7.331702907020903e-38,7.662513734819908e-42,9.729073012342636e-71,3.420123076252629e-51,2.2120594816015424e-49,2.940190686021057e-72,5.541297002251022e-99,2.30076799034686e-101,1.0268150429522924e-100
1.7654093888463574e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,5.179589057147771e-110,1.7399693292808637e-60,1.5746979068833676e-33,1.3443325755675989e-80,2.298161682678128e-50,9.583351109457313e-122,1.5581137853057978e-18,7.475472082599893e-99,1.5581137853057924e-18,5.072206702256773e-67,6.632458267060348e-67,4.3746891557047016e-103,5.072442096363296e-104,8.411124481765868e-49,3.534343146081937e-79,8.509287124770657e-17,2.519448679486833e-18,1.008619789852152e-20,4.77645704657833e-35,1.7686402767058784e-34,1.0086197894885552e-20,1.8167127564727652e-30,6.162737053790248e-37,6.441054243749309e-41,3.3755962043164687e-69,2.8748195228948713e-50,1.859369316597172e-48,1.0200885703454524e-70,7.704239328951424e-97,3.2895640622324974e-99,1.4681071183210575e-98
3.581259045945468e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,1.400689567301909e-107,2.8579102259829476e-59,6.433155025811035e-33,8.960598193473666e-79,1.900164521328467e-49,2.556282170359276e-119,3.1607451073346192e-18,5.030650012886955e-97,3.1607451073345965e-18,8.406810630953669e-66,1.101992860201415e-65,5.833666216571978e-101,6.764122670136109e-102,6.895948026572329e-48,1.17396597072901e-77,1.7261696738820348e-16,5.1108816069590024e-18,2.046057288360064e-20,1.9513385547807606e-34,7.225472623329759e-34,2.046057286874652e-20,7.421861852637116e-30,5.052582520882805e-36,5.281174986729592e-40,1.1243002817305722e-67,2.3569507332142674e-49,1.5244233627006234e-47,3.39731974929736e-69,1.0273635245148706e-94,4.446996865732314e-97,1.984660469194593e-96
7.21295836014369e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,3.685131160419335e-105,4.6327999576000214e-58,2.6003843329083486e-32,5.852500007589808e-77,1.5451822316099406e-48,6.679977815263856e-117,6.366007751392263e-18,3.300793478740853e-95,6.36600775139217e-18,1.3688311789059836e-64,1.796526488968568e-64,7.621560045771558e-99,8.837181486379931e-100,5.584517497693402e-47,3.832016179312983e-76,3.4766515966919347e-16,1.0293747461903335e-17,4.120932286514582e-20,7.887622424939342e-34,2.9206515596162948e-33,4.120932280510308e-20,3.0000331756691444e-29,4.091709645591437e-35,4.277495796964169e-39,3.6704635726107495e-66,1.9087198103173735e-48,1.2345176573602696e-46,1.108941035358703e-67,1.3422284546052484e-92,5.849287481360427e-95,2.610491977602035e-94
1.4476356988540132e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996462,0.022821567693054278,9.565484674350015e-103,7.460984973256214e-57,1.045603275596434e-31,3.7845975589402726e-75,1.2462454478628058e-47,1.7280806049144486e-114,1.2776533039507555e-17,2.138865051404957e-93,1.2776533039507187e-17,2.209299041458023e-63,2.9013950726467113e-63,9.857935111387865e-97,1.1430253272964235e-97,4.494905518147259e-46,1.2417384612377731e-74,6.977615442311581e-16,2.065947917179199e-17,8.270682287378413e-20,3.1715782814790946e-33,1.1743811465478649e-32,8.270682263235473e-20,1.206298496282616e-28,3.2933595842988168e-34,3.443968629084026e-38,1.1865924946157358e-64,1.5363037557769257e-47,9.936473640215343e-46,3.5839011871835793e-66,1.7360751512068875e-90,7.591096320060165e-93,3.387847857647766e-92
2.9003154245333017e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996391,0.022821567693054268,2.466871058706043e-100,1.197653598813597e-55,4.193338174151606e-31,2.435806759017941e-73,1.0010521174563667e-46,4.449092138638267e-112,2.559758361573816e-17,1.3773692188375587e-91,2.5597583615736684e-17,3.550284249364485e-62,4.663907822123194e-62,1.2689814286709373e-94,1.4713810715764407e-95,3.606878589360559e-45,4.019767627910896e-73,1.3979543133550254e-15,4.1390942591569213e-17,1.6570182307325331e-19,1.2719447395170003e-32,4.709793651807858e-32,1.657018221050121e-19,4.8377832736188155e-28,2.6427067422038814e-33,2.765281736611117e-37,3.818232499565771e-63,1.2327870070687847e-46,7.973396770766901e-45,1.1525259425994546e-64,2.2347957258244892e-88,9.788204959047737e-91,4.368400539534568e-90
