Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),CO2X(24),acetyl(44),C2H6X(52),C2H4X(215),CH4OX(63),C2H4X(70),HOCO(73),CHO2(74),S(216)
6.5433594477983924e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999666,0.11866996602996212,0.02282156769305424,1.652333592335749e-97,1.742441960709929e-45,2.1334492670060982e-30,3.2081837100886743e-71,1.1488715600664355e-45,2.9775084485735206e-109,5.775033611035652e-17,1.812428483171989e-89,5.775033611034912e-17,9.18583786652017e-61,6.826983704363052e-60,3.7675218083031234e-92,4.368432941253199e-93,7.684682298850079e-32,2.3860000174862605e-71,3.153904394847914e-15,9.33815036009073e-17,3.7383747448020154e-19,6.471281822739797e-32,2.396204906576401e-31,3.738374695540573e-19,2.461305396036561e-27,3.031380278428334e-32,3.176934446838606e-36,2.23094400441151e-61,1.4141072332951895e-45,9.146143468794807e-44,2.1557749868889497e-31,6.723730760664776e-63,6.634960480814291e-86,7.020788110478078e-25,2.9085184992197436e-88,1.298049427000402e-87,2.082119462975717e-101,1.1903315625640917e-59,6.869608140293209e-77,6.631549292325681e-74,2.437177425122235e-85,1.0740488671337026e-119,1.7431239330953932e-121,3.378833250481772e-173
1.3092403829956296e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999934,0.1186699660299589,0.022821567693054195,4.248684801377097e-95,1.3950130503562127e-44,8.53936968013334e-30,2.0614131730735981e-69,9.200290238800591e-45,7.652765014921523e-107,1.1555084627467527e-16,1.161747036540731e-87,1.1555084627464569e-16,1.471330467112954e-59,1.093588579498239e-58,4.84162657803636e-90,5.613854970052567e-91,3.0758756055462286e-31,7.882245052524724e-70,6.3105489325219995e-15,1.8684413796080537e-16,7.479997475311666e-19,2.5901991601930076e-31,9.591064310504216e-31,7.479997278136302e-19,9.851514505060867e-27,2.4269188002052333e-31,2.550574596241074e-35,7.167458662992799e-60,1.1321456081800449e-44,7.3224861723e-43,8.62871805058495e-31,2.154225162168965e-61,8.526560061235605e-84,1.4047677488253662e-24,3.739366678072548e-86,1.668850589875381e-85,5.353781570912479e-99,1.9065991795780807e-58,4.402013923007329e-75,2.1246476444916698e-72,1.6099196221459841e-83,5.523606879865447e-117,8.964338348866915e-119,5.566389320596552e-169
2.6190492594272105e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999869,0.11866996602995247,0.0228215676930541,1.0945074035430917e-92,1.1164344172005514e-43,3.416870325704805e-29,1.3273035799416261e-67,7.363961115753668e-44,1.970938732941741e-104,2.311518666033133e-16,7.440923190944255e-86,2.311518666031948e-16,2.355406602305936e-58,1.75075933488721e-57,6.23475670824239e-88,7.22918617428991e-89,1.2307508935708563e-30,2.676437768420836e-68,1.2623838007865154e-14,3.7376940668059506e-16,1.4963243084459938e-18,1.0364170262391275e-30,3.837675013371438e-30,1.4963242295491945e-18,3.941791852075626e-26,1.9422268040228204e-30,2.0525912953149152e-34,2.307568616174962e-58,9.060605427880975e-44,5.860230637271854e-42,3.452611155825303e-30,6.897613508609709e-60,1.0979993312529871e-81,2.8101460860619402e-24,4.816542434184668e-84,2.1495858803367034e-83,1.3791674776494606e-96,3.052214574564439e-57,2.8189902032921986e-73,6.802958282815113e-71,1.0928532973680884e-81,2.8459027188981407e-114,4.6186673971552605e-116,9.163488323783686e-165
5.238667012290372e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999739,0.11866996602993961,0.022821567693053914,2.8334727482521673e-90,8.933171655374041e-43,1.3669787436700085e-28,8.589229605956915e-66,5.89266082665377e-43,5.101427492463175e-102,4.623539072605911e-16,4.764029160188369e-84,4.623539072601172e-16,3.7696731385782044e-57,2.8020292619063294e-56,8.068940682398826e-86,9.355918298546093e-87,4.923804991144849e-30,9.544517894391161e-67,2.525041615853139e-14,7.476199441201481e-16,2.992973489532333e-18,4.146342763937335e-30,1.5353198958894578e-29,2.9929731738860003e-18,1.5768956722996406e-25,1.5540032042551746e-29,1.6605574172528475e-33,7.46694338659857e-57,7.249860550282518e-43,4.689100881182432e-41,1.3812692772795628e-29,2.2078144989172408e-58,1.4210163856132043e-79,5.620904607260915e-24,6.234677898066479e-82,2.7824889317822792e-81,3.5702596592792237e-94,4.884868406431471e-56,1.8046359536554893e-71,2.1776005852477743e-69,7.788968716094006e-80,1.4734869990340504e-111,2.391412761395404e-113,1.5109125159313167e-160
1.0477902518016696e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999479,0.11866996602991389,0.02282156769305354,7.410631881960946e-88,7.147216000163557e-42,5.468424953036526e-28,5.6155060958465264e-64,4.714725507568425e-42,1.3339359657435583e-99,9.247579885751543e-16,3.049567056207707e-82,9.247579885732585e-16,6.032295196964116e-56,4.4838983008476334e-55,1.0549864078844799e-83,1.2232543291933046e-84,1.9696822912503496e-29,3.6802850678278877e-65,5.050357245978357e-14,1.49532101899915e-15,5.986272088772529e-18,1.658671917808399e-29,6.141779377137978e-29,5.986270826022332e-18,6.307474142969842e-25,1.2432032820486967e-28,1.3576468818645377e-32,2.4412769387249356e-55,5.800438484418501e-42,3.751678488833308e-40,5.525526737509345e-29,7.065439259152089e-57,1.857930329270786e-77,1.1242429036562174e-23,8.153373009572963e-80,3.638788081885567e-79,9.336862993538394e-92,7.81684967044989e-55,1.1550414903358752e-69,6.969368185474729e-68,6.000329441546907e-78,7.707253548669328e-109,1.2509372571601022e-110,2.5026358117759144e-156
2.0956373529469343e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998959,0.11866996602986246,0.02282156769305279,1.976879380109179e-85,5.718044407004244e-41,2.1875109434163457e-27,3.7446249660094383e-62,3.7720191587427346e-41,3.5572686587757736e-97,1.84956615120431e-15,1.9519112223860297e-80,1.849566151196727e-15,9.6523268980894e-55,7.174758234963382e-54,1.4067956276042372e-81,1.631176310085696e-82,7.879049766041986e-29,1.578082288441756e-63,1.010098850619668e-13,2.990723168756736e-15,1.197287023584902e-17,6.634956271911e-29,2.4568116946542155e-28,1.1972865184146042e-17,2.5225949151172098e-24,9.944221620917657e-28,1.1326782279301456e-31,8.14213871386595e-54,4.640570020454436e-41,3.001551812344838e-39,2.2103005970600016e-28,2.260694785946895e-55,2.4774994332842396e-75,2.2485507442777938e-23,1.0875890595993092e-77,4.85382751380296e-77,2.4903456409485665e-89,1.2507807707486641e-53,7.391481960348104e-68,2.230365137481388e-66,5.1390076843880473e-76,4.111763174182838e-106,6.674531978614928e-108,4.183716929769674e-152
4.1913315552374635e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767997919,0.11866996602975959,0.022821567693051294,5.468213464653334e-83,4.574544366500326e-40,8.750637207457552e-27,2.5890941757608854e-60,3.0177108303708357e-40,9.834268951326382e-95,3.699182476462742e-15,1.249283442780732e-78,3.69918247643241e-15,1.5444246709598697e-53,1.1480029077437681e-52,1.9448417087086914e-79,2.255039494465302e-80,3.1516840277990043e-28,7.610688391013469e-62,2.020225102650487e-13,5.981527468270237e-15,2.394607032699317e-17,2.654035403139942e-28,9.827446521963167e-28,2.394605011579881e-17,1.0086607808484572e-23,7.95256479448174e-27,9.805397557564458e-31,2.81632653893543e-52,3.712542437448488e-40,2.401404850348952e-38,8.841381980961192e-28,7.231815004670871e-54,3.4250491002716076e-73,4.4971782445662423e-23,1.504382149728543e-75,6.713945238943441e-75,6.886633685854794e-87,2.0013170938305537e-52,4.7289904040090603e-66,7.137435478513369e-65,4.95033311325321e-74,2.27444533519234e-103,3.693008980585423e-105,7.110157081797905e-148
8.382719959818522e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767995838,0.11866996602955383,0.022821567693048304,1.608132635921524e-80,3.659679342535161e-39,3.5006224543891135e-26,1.9031146958299515e-58,2.4142068652491743e-39,2.8896062039054225e-92,7.398415126980083e-15,7.995606859980478e-77,7.398415126858754e-15,2.471121364142838e-52,1.836837644084107e-51,2.85788047284289e-77,3.3137058001002916e-78,1.2606864355362645e-27,4.072495856160489e-60,4.040477606660743e-13,1.1963136067290554e-14,4.7892485718077664e-17,1.0616240788513929e-27,3.9310184395615675e-27,4.7892404840735564e-17,4.0315059246248926e-23,6.35733027547298e-26,9.033133229388752e-30,1.0359726794720002e-50,2.970066479769062e-39,1.9213167465124066e-37,3.5365885395740826e-27,2.3125074151315733e-52,5.032995929586999e-71,8.994480521324324e-23,2.2125749763335263e-73,9.874562208865672e-73,2.0243867417883888e-84,3.202161637794023e-51,3.0243839806675773e-64,2.2840216436361473e-63,5.292361600975412e-72,1.3375352798578018e-100,2.1728339569596576e-102,1.239699293236417e-143
1.676549676898064e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767991677,0.11866996602914234,0.022821567693042322,5.180735289835863e-78,2.927761513709819e-38,1.4005210918668732e-25,1.5322872128397913e-56,1.931380771127187e-38,9.297936399863107e-90,1.4796880428016677e-14,5.117250079382031e-75,1.479688042753136e-14,3.953827682768518e-51,2.938965724617694e-50,4.599289408740345e-75,5.332865291724271e-76,5.042771391301099e-27,2.3486084262884697e-58,8.080982614475725e-13,2.3926353265304448e-14,9.578537750155416e-17,4.246510859698684e-27,1.572415247416376e-26,9.578505373720998e-17,1.6100735636080157e-22,5.078235413786167e-25,9.124357711249018e-29,4.175559620730399e-49,2.3760629332906065e-38,1.5373340455948502e-36,1.4146424279597226e-26,7.389123084795072e-51,8.099779730456455e-69,1.7989274179565223e-22,3.565054428014124e-71,1.5910597419838177e-70,6.517799336223526e-82,5.1235020452051175e-50,1.9327773774605643e-62,7.308934130972371e-62,6.100009286872225e-70,8.615918313749203e-98,1.4009880130210016e-99,2.2305751037854498e-139
3.3531050387304875e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767983355,0.11866996602831935,0.02282156769303036,1.8686277828775332e-75,2.342217226587446e-37,5.604209210937783e-25,1.381217686856133e-54,1.5451107259846382e-37,3.349148483270994e-87,2.9593811030097516e-14,3.275059770617873e-73,2.9593811028156224e-14,6.326151052200219e-50,4.702362676236593e-49,8.286153895761854e-73,9.607775509230211e-74,2.0171136865299126e-26,1.4176711183036004e-56,1.616199262928357e-12,4.785278766122527e-14,1.9157140639593347e-16,1.6986030199773784e-26,6.28967597609195e-26,1.9157010931717408e-16,6.420103637045113e-22,4.050398080081186e-24,1.03227681458331e-27,1.884471294469109e-47,1.900849026402689e-37,1.2303034837304927e-35,5.65858263741272e-26,2.3575383231122435e-49,1.459269044275558e-66,3.5979617914945896e-22,6.431481776313729e-69,2.8703332301665624e-68,2.349301416539688e-79,8.197637993761794e-49,1.2333543028733186e-60,2.3388675130843225e-60,7.361239178088053e-68,6.213767273357108e-95,1.0122046943528136e-96,4.1110872351014505e-135
6.706215762395335e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679667104,0.11866996602667336,0.022821567693006434,7.536717975577951e-73,1.8737782670578465e-36,2.2433602602267142e-24,1.3922900921711644e-52,1.2360910204070374e-36,1.3492040327816836e-84,5.918767223428977e-14,2.0960445369290225e-71,5.918767222652459e-14,1.012186296191037e-48,7.523785084337921e-48,1.669529832466508e-70,1.93581561666598e-71,8.068465007484797e-26,8.762365756287578e-55,3.232401265561078e-12,9.570565645263909e-14,3.831444559590264e-16,6.794375570406515e-26,2.515872782291827e-25,3.831392516300682e-16,2.5520202935775587e-21,3.220964687146572e-23,1.3053487878400568e-26,9.509158514820835e-46,1.5206703410792735e-36,9.849305521154459e-35,2.263434761109101e-25,7.499764513667277e-48,2.9401965754040283e-64,7.1963331061302355e-22,1.2973770265796896e-66,5.790144730818783e-66,9.469736650420125e-77,1.3116248507999674e-47,7.84742032990244e-59,7.484378342799305e-59,9.097738258951983e-66,5.011505430351211e-92,8.19180444314303e-94,7.570416981046044e-131
1.3412437209725029e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679334215,0.11866996602338138,0.02282156769295858,3.3150131838981513e-70,1.4990264551469657e-35,8.986605099040338e-24,1.5306651094898796e-50,9.888737857448093e-36,5.929496031873646e-82,1.1837539464279666e-13,1.341470480347971e-69,1.1837539461173594e-13,1.619499734747191e-47,1.203803050177317e-46,3.6693942564030354e-68,4.2546524421658085e-69,3.227388056335888e-25,5.461625877102114e-53,6.46480526951113e-12,1.9141139403375532e-13,7.662946041361278e-16,2.7177158374180976e-25,1.0063491069415643e-24,7.662736609069527e-16,1.00821071481288e-20,2.546318181919497e-22,1.798352109871767e-25,5.231473761230961e-44,1.2165193579837492e-35,7.890247443443947e-34,9.053735424947882e-25,2.371998161507702e-46,6.462137255793203e-62,1.4394286005639244e-21,2.853808629250447e-64,1.2736556722160509e-63,4.1634820043756684e-74,2.0986019597681573e-46,4.964364992296662e-57,2.394994113188372e-57,1.1340136704813868e-63,4.40851616957921e-89,7.254769762628294e-91,1.3522716331606519e-126
2.6824880104384417e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767866844,0.11866996601679743,0.022821567692862876,1.5344837222887986e-67,1.1992259759862658e-34,3.6048136783514325e-23,1.771113339151823e-48,7.910994060767453e-35,2.743438452396656e-79,2.367508394602998e-13,8.585416963430995e-68,2.367508393360568e-13,2.5912007716891288e-46,1.9260733980738956e-45,8.489681593009636e-66,9.843757981829791e-67,1.290955634057063e-24,3.390919687081837e-51,1.2929613272149674e-11,3.828228691891426e-13,1.5326117254005908e-15,1.0870577867541452e-24,4.025392541052154e-24,1.5325269783788082e-15,3.9354683077905807e-20,1.989922667292281e-21,2.6046393850559704e-24,3.028021692848338e-42,9.731873408301997e-35,6.328910029547962e-33,3.6214878206770435e-24,7.417459690420409e-45,1.495107565425565e-59,2.879503288560555e-21,6.605609432550289e-62,2.9481414782021984e-61,1.9267683708332764e-71,3.3577648337727435e-45,3.1053709735359407e-55,7.663923155920237e-56,1.408076155669641e-61,4.082204432789328e-86,6.807028396783957e-88,2.2988319110162072e-122
5.3649765893703194e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767733689,0.11866996600362953,0.022821567692671463,7.215527714277022e-65,9.593879452546518e-34,1.4495339580528214e-22,2.0819824230502407e-46,6.328796593959792e-34,1.2898570901436313e-76,4.73501729097263e-13,5.494668182726913e-66,4.735017286002921e-13,4.145921767328907e-45,3.0816741995704867e-44,1.9958257233145717e-63,2.314151395791667e-64,5.163823366106543e-24,2.0682028598815908e-49,2.585922925638053e-11,7.65645819472536e-13,3.065317899017605e-15,4.3480007066836014e-24,1.610153139279759e-23,3.064971611504416e-15,1.5013410106866645e-19,1.5212654961845144e-20,3.828822255170753e-23,1.7799961378903042e-40,7.785044102761151e-34,5.088184669720581e-32,1.4485893581170472e-23,2.2697798097179075e-43,3.514812185973963e-57,5.7615890969310244e-21,1.5532045345365646e-59,6.931684818366163e-59,9.059358851329089e-69,5.372424898489199e-44,1.9011894350335275e-53,2.4524131445446203e-54,1.7176405334959095e-59,3.943043947813422e-83,6.572879275975268e-85,3.614878162847645e-117
1.0729953747234075e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767467379,0.11866996597729373,0.02282156769228864,3.33110693658937e-62,7.675216033512676e-33,5.851697505315503e-22,2.4030090378806913e-44,5.0630375500114025e-33,5.955686942319279e-74,9.470035083790136e-13,3.516587346538664e-64,9.470035063911356e-13,6.633473896269288e-44,4.930544095759745e-43,4.607503895375449e-61,5.342371893457261e-62,2.0655295178833414e-23,1.2150683533899882e-47,5.1718461140657294e-11,1.5312917199297995e-12,6.131049623833553e-15,1.73901554451047e-23,6.440580004658278e-23,6.1296128905593924e-15,5.492496835052013e-19,1.11707826024821e-19,5.521333971318846e-22,1.0270664578581903e-38,6.227306263741547e-33,4.105978815239728e-31,5.794309890300905e-23,6.675631205704809e-42,8.114133719282596e-55,1.1533506443164089e-20,3.585071753326421e-57,1.5999710014518232e-56,4.182509413930334e-66,8.595880148194114e-43,1.1190601314842478e-51,7.847456813275972e-53,2.018280807540278e-57,3.645363163375999e-80,6.385207463035802e-82,5.140602719502057e-113
