Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C2H2X(348),C4H7X(141),C4H6(54),C2H2(37),C4H7X(140),C6H9X(432),C6H8(482),C6H9X(431),C6H8(56)
3.2587193373573576e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11838119805768563,0.59254873840170408,1.3875532860495937e-17,0.0,7.3459412734924155e-10,4.1082397530874621e-39,5.4477994475827187e-27,0.0,0.0,2.7173139620630963e-35,0.0,0.077490385129292072,0.077412120352151559,3.9121563991948298e-05,3.646226357098068e-16,7.7556843395313506e-09,3.4361899932949603e-09,3.4823664885965778e-17,7.345622435274717e-23,3.1104088388686618e-17,6.0396747892894641e-20,3.1043765097046785e-17
3.2722332949115485e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11811574917269832,0.59241610956045454,1.3995598600790374e-17,0.0,7.3584471684636931e-10,4.12528748209993e-39,5.4940021708922706e-27,0.0,0.0,2.7647304965597841e-35,0.0,0.077623205295866221,0.077544557763572636,3.9312869731256746e-05,3.6464531351219914e-16,7.8060597114353928e-09,3.4582782467988251e-09,3.5215370843961419e-17,7.4007655275817624e-23,3.1507202983179404e-17,6.089341986160457e-20,3.1446383571002169e-17
3.2857472524657395e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11785154615949918,0.59228410360354855,1.4116074831712768e-17,0.0,7.3708840588051124e-10,4.1423314726467852e-39,5.5404119470468828e-27,0.0,0.0,2.812760576418659e-35,0.0,0.077755402475215049,0.077676372393373647,3.9504072536354757e-05,3.6588803901980855e-16,7.8565246958110808e-09,3.4804041678978746e-09,3.5609791905222224e-17,7.4748294864011696e-23,3.1913621477302565e-17,6.1391644878921049e-20,3.1852304580747953e-17
3.2992612100199304e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11758858001197404,0.5921527160274449,1.4236965628087252e-17,0.0,7.383252524798513e-10,4.1593717425024756e-39,5.5871010696210143e-27,0.0,0.0,2.861409246417891e-35,0.0,0.077886981169911315,0.077807568746069408,3.9695171435808378e-05,3.6636738816980572e-16,7.9070788862494107e-09,3.5025675796869343e-09,3.6006933392048203e-17,7.5286836384950517e-23,3.2323354549131733e-17,6.1891417375053077e-20,3.2261538418622903e-17
3.3127751675741214e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11732684181227679,0.59202194237274264,1.435824436912623e-17,0.0,7.3955531401684393e-10,4.1764083093131237e-39,5.6337310596795997e-27,0.0,0.0,2.9106815659986086e-35,0.0,0.078017945838390695,0.077938151282015408,3.9886165475076916e-05,3.6609541253402338e-16,7.9577218772125537e-09,3.5247683065387125e-09,3.6406800590753914e-17,7.579865268681962e-23,3.2736412273515503e-17,6.2392731955903046e-20,3.2674095340242511e-17
3.326289125128312e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11706632272973587,0.59189177822363814,1.4479927920897033e-17,0.0,7.4077864721747659e-10,4.193441190597771e-39,5.6805454833566827e-27,0.0,0.0,2.9605826091874114e-35,0.0,0.07814830089552624,0.078068124417954854,4.0077053716256652e-05,3.6748862493183846e-16,8.0084532635923123e-09,3.5470061740912856e-09,3.6809398743951247e-17,7.6590078409679045e-23,3.3152804557574227e-17,6.2895583032219903e-20,3.3089985564651014e-17
3.339803082682503e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11680701401977694,0.59176221920738348,1.4602028110461297e-17,0.0,7.4199530817037494e-10,4.2104704037496146e-39,5.7277199502458056e-27,0.0,0.0,3.0111174644853525e-35,0.0,0.078278050713148542,0.078197492527557699,4.026783523782883e-05,3.6815380560707632e-16,8.0592726479008568e-09,3.5692810092357435e-09,3.7214733044260718e-17,7.7145164153382544e-23,3.3572542094349592e-17,6.3399965067049501e-20,3.3509219274477686e-17
3.353317040236694e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11654890702286222,0.59163326099375757,1.4724507995010724e-17,0.0,7.4320535233576193e-10,4.2274959660372338e-39,5.7747781233700713e-27,0.0,0.0,3.0622912347835578e-35,0.0,0.0784071996205601,0.078326259941951609,4.0458509134411705e-05,3.674880980808389e-16,8.1101796336471303e-09,3.5915926401039855e-09,3.7622808650891406e-17,7.7596514746187362e-23,3.3995634892345349e-17,6.3905872789496693e-20,3.3931806616101969e-17
3.3654796020354665e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11631763110088196,0.59151770874266885,1.4835063563119239e-17,0.0,7.4428878006973956e-10,4.2428158647801683e-39,5.8170325565008633e-27,0.0,0.0,3.1088981294529009e-35,0.0,0.078522923403336956,0.078441640566310977,4.0630022886483211e-05,3.6876100704410616e-16,8.1560704910602667e-09,3.6117044271706104e-09,3.7992424740193194e-17,7.8301762418076343e-23,3.4379295123562588e-17,6.4362489629957657e-20,3.4315010935726795e-17
3.377642163834239e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11608731542512718,0.59140263657036096,1.4945957828359983e-17,0.0,7.4536693218998761e-10,4.258132832626345e-39,5.8596358273492757e-27,0.0,0.0,3.1560304303146247e-35,0.0,0.078638167018845379,0.078556541200259483,4.0801448104038621e-05,3.7027508540696848e-16,8.2020316992861363e-09,3.6318457569870816e-09,3.8364269127622937e-17,7.8930541530138851e-23,3.4765688635591702e-17,6.4820333750714725e-20,3.4700947232414613e-17
3.389804725633011e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11585795385534572,0.5912880414063939,1.5057167612217482e-17,0.0,7.4643984785612147e-10,4.2734468819103956e-39,5.9022909794537306e-27,0.0,0.0,3.2036918869364297e-35,0.0,0.078752933536889141,0.078670964914864805,4.0972784159620436e-05,3.6861638803768337e-16,8.2480629779365179e-09,3.6520165067918804e-09,3.8738345486189198e-17,7.9209685394672841e-23,3.5154823019794979e-17,6.5279401440516433e-20,3.5089622828072306e-17
3.4019672874317835e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11562954030452553,0.59117392020695292,1.516869193431529e-17,0.0,7.4750756583691668e-10,4.2887580248881587e-39,5.9449979434826414e-27,0.0,0.0,3.2518862581061111e-35,0.0,0.078867226000665203,0.078784914754559579,4.1144030435764441e-05,3.6911136570413433e-16,8.2941640396431576e-09,3.6722165546080438e-09,3.911465746595732e-17,7.9926988397699145e-23,3.5546704783078438e-17,6.57396888003354e-20,3.5481045021299314e-17
3.411530211389335e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11545060988021782,0.59108452224791075,1.5256614417794074e-17,0.0,7.4834344380347783e-10,4.3007945162536786e-39,5.9788161610364015e-27,0.0,0.0,3.2901562036293046e-35,0.0,0.078956758554425979,0.078874178043783383,4.1278610923006946e-05,3.7125231633750528e-16,8.3304602361076235e-09,3.6881195193721739e-09,3.9412108438849752e-17,8.0506289713719321e-23,3.5856759686073822e-17,6.6102447608698801e-20,3.5790737744787947e-17
3.421093135346886e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11527225888235952,0.59099541397396915,1.5344728551292541e-17,0.0,7.4917615077091972e-10,4.312829224346531e-39,6.0126424924025619e-27,0.0,0.0,3.328759763291343e-35,0.0,0.079046001366939886,0.078963151703975012,4.1413135241383425e-05,3.69846223608622e-16,8.3667992687602175e-09,3.7040404627452577e-09,3.9710945461322035e-17,8.0472558059307752e-23,3.6168521931650584e-17,6.6465955990645382e-20,3.6102136448251384e-17
3.430656059304438e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11509448442021179,0.59090659393961498,1.5433030157256067e-17,0.0,7.5000570508598023e-10,4.3248621550228342e-39,6.0464269951244628e-27,0.0,0.0,3.3676987760040437e-35,0.0,0.07913495588343103,0.079051837180935183,4.1547603103460592e-05,3.7033223626571281e-16,8.4031809973302339e-09,3.7199793264439488e-09,4.0011170259958136e-17,8.1177784490172282e-23,3.6481993683320455e-17,6.6830212327351436e-20,3.6415244648811274e-17
3.4392626908662345e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11493497796888273,0.59082690116671222,1.5512672574476929e-17,0.0,7.5074962350022033e-10,4.3356902777569141e-39,6.0769450463217142e-27,0.0,0.0,3.4030322224431847e-35,0.0,0.079214769641774457,0.079131408900602815,4.1668575674562471e-05,3.715339927766415e-16,8.4359609479933477e-09,3.7343395777142484e-09,4.0282560559118638e-17,8.1685215962989874e-23,3.6765583545004538e-17,6.7158680841533992e-20,3.669850654941291e-17
3.4470086592718516e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11479181773475645,0.590755375437375,1.5584493527162818e-17,0.0,7.5141699020141446e-10,4.3454343647981278e-39,6.1045632213134775e-27,0.0,0.0,3.4350670301169964e-35,0.0,0.079286404218563172,0.07920282572142362,4.1777411524182776e-05,3.7179209469966536e-16,8.4654923013661481e-09,3.7472761396327997e-09,4.0527775171683289e-17,8.2033007330191057e-23,3.7022003496125694e-17,6.7454817838814738e-20,3.6954630711328377e-17
3.4547546276774686e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1146490306897381,0.59068403628379607,1.5656444980829189e-17,0.0,7.5208232060261271e-10,4.3551772959933192e-39,6.1322650634046902e-27,0.0,0.0,3.4673252094745422e-35,0.0,0.079357852182070338,0.079274056003961271,4.1886209833619364e-05,3.7209629285555918e-16,8.4950514311247707e-09,3.7602243563970813e-09,4.0773903365254511e-17,8.2504169276820419e-23,3.7279551637403994e-17,6.775144212692971e-20,3.7211882699480753e-17
3.4625005960830857e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11450661533474078,0.59061288295635905,1.5728522449108429e-17,0.0,7.5274562418307939e-10,4.3649190743990493e-39,6.1599937518692543e-27,0.0,0.0,3.4998077443880234e-35,0.0,0.079429114281763705,0.079345100497978188,4.1994970457011739e-05,3.7267432198123778e-16,8.5246382666315067e-09,3.7731841975865203e-09,4.1020946041341984e-17,8.2795346728045804e-23,3.753823012362749e-17,6.8048552776040678e-20,3.7470264366232819e-17
3.470246564488703e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11436457017884807,0.59054191470953332,1.580072475762695e-17,0.0,7.5340691036268372e-10,4.3746597030596115e-39,6.1877368037920687e-27,0.0,0.0,3.5325156201908548e-35,0.0,0.079500191263030318,0.079415959949149129,4.2103693250007577e-05,3.7259543610106662e-16,8.5542527386810379e-09,3.7861556329027168e-09,4.1268904099026556e-17,8.3037757748196846e-23,3.7798040671242337e-17,6.8346148716250153e-20,3.7729777560318735e-17
3.47799253289432e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11422289373925795,0.59047113080184688,1.587305327930386e-17,0.0,7.5406618850236267e-10,4.3843991850070843e-39,6.2155157769008533e-27,0.0,0.0,3.5654498236728472e-35,0.0,0.079571083867201256,0.079486635099089528,4.2212378069749737e-05,3.7277711698875857e-16,8.5838947764931025e-09,3.7991386321687936e-09,4.1517778432079491e-17,8.3554795981601546e-23,3.8058984800763706e-17,6.8644228946037838e-20,3.7990424126648782e-17
3.485738501299937e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11408158454122726,0.59040053049585739,1.5945509312190815e-17,0.0,7.5472346790458339e-10,4.3941375232614088e-39,6.2433510218903234e-27,0.0,0.0,3.598611343076394e-35,0.0,0.079641792831575672,0.079557126685383131,4.2321024774863656e-05,3.7356467128218e-16,8.6135643101323342e-09,3.8121331653287279e-09,4.1767569930803111e-17,8.389367730448367e-23,3.8321064805151774e-17,6.8942792549948914e-20,3.8252205906314488e-17
3.493484469705554e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11394064111801615,0.59033011305812466,1.6018092595408863e-17,0.0,7.5537875781379927e-10,4.4038747208304469e-39,6.2712422889055343e-27,0.0,0.0,3.6320011680919504e-35,0.0,0.079712318889453973,0.079627435441609828,4.2429633225444468e-05,3.7348338199765317e-16,8.6432612717532766e-09,3.8251392024466952e-09,4.2018279482875532e-17,8.4092470608675118e-23,3.8584282482797885e-17,6.9241838545627241e-20,3.8515124736758476e-17
3.501230438111171e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11380006201083311,0.59025987775918465,1.6090802065664171e-17,0.0,7.5603206741690586e-10,4.41361078071005e-39,6.2991786706410917e-27,0.0,0.0,3.66562028985215e-35,0.0,0.079782662770163812,0.079697562097373109,4.253820328304451e-05,3.735254829813014e-16,8.6729855913123996e-09,3.8381567137064246e-09,4.2269907968618758e-17,8.4652348716585155e-23,3.884863916527923e-17,6.9541365912166198e-20,3.8779182451751632e-17
3.508976406516788e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11365984576878049,0.59018982387351893,1.6163637310229696e-17,0.0,7.566834058436904e-10,4.4233457058841191e-39,6.3271574813878547e-27,0.0,0.0,3.6994697009256387e-35,0.0,0.07985282519908285,0.07976750737832744,4.2646734810660776e-05,3.7450193411745902e-16,8.7027371992160239e-09,3.8511856694105422e-09,4.2522456264151992e-17,8.5027844740283648e-23,3.9114137227104426e-17,6.9841373691462378e-20,3.904438088129381e-17
3.516722374922405e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11351999094880021,0.59011995067953149,1.6236598090349071e-17,0.0,7.5733278216727792e-10,4.433079499324672e-39,6.3551787479141427e-27,0.0,0.0,3.7335503953116469e-35,0.0,0.079922806897672907,0.079837272006205259,4.2755227672722532e-05,3.7439930012069208e-16,8.7325160289602574e-09,3.8642260399799278e-09,4.2775925244565316e-17,8.5142539634006366e-23,3.938077857003779e-17,7.0141860942032341e-20,3.9310721851671747e-17
3.524441892631264e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1133809718474057,0.59005049514037644,1.6309434558677443e-17,0.0,7.5797799791655919e-10,4.4427789311026551e-39,6.3831489964045178e-27,0.0,0.0,3.7677458011770215e-35,0.0,0.079992370532327467,0.079906619388516842,4.2863311455624027e-05,3.7468060201586176e-16,8.7622201841459272e-09,3.87723320787508e-09,4.3029445522939575e-17,8.5674785628153516e-23,3.9647647958822641e-17,7.0441798135104317e-20,3.9577291835509754e-17
3.532161410340123e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11324230886548374,0.58998121764159939,1.6382395542614887e-17,0.0,7.5862128276521084e-10,4.4524772447215341e-39,6.4111654997190276e-27,0.0,0.0,3.8021728887963632e-35,0.0,0.080061756087957223,0.079975788769053799,4.2971356571961403e-05,3.7496097377180885e-16,8.7919512394254856e-09,3.8902516545045167e-09,4.3283881926383264e-17,8.6040493008069765e-23,3.9915656350146992e-17,7.0742209580711496e-20,3.9845000181096133e-17
3.539108976278096e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11311781550218311,0.58991901953630943,1.6448166640678465e-17,0.0,7.5919859549578235e-10,4.4612047733552311e-39,6.4364190616665982e-27,0.0,0.0,3.8333561721576709e-35,0.0,0.080124051411260708,0.080037889601041051,4.3068564009268774e-05,3.7519603630607611e-16,8.81873213336165e-09,3.9019778758755284e-09,4.3513658680214792e-17,8.6360108841467224e-23,4.0157839100952233e-17,7.1012984591613797e-20,4.0086912476506517e-17
3.54605654221607e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11299360843785913,0.58985696456472825,1.6514038130359613e-17,0.0,7.5977435772648265e-10,4.4699314007458711e-39,6.4617085238027427e-27,0.0,0.0,3.8647286393120704e-35,0.0,0.080186203569346748,0.080099847330787816,4.3165739927497803e-05,3.7555577123558229e-16,8.845534713251689e-09,3.9137131885751252e-09,4.3744178802694081e-17,8.6807140541829891e-23,4.0400946942800909e-17,7.1284142297982613e-20,4.0329749607680757e-17
3.553004108154043e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11286968665809413,0.58979505221960038,1.6580009820908071e-17,0.0,7.6034857581070289e-10,4.4786571289970937e-39,6.487033596724018e-27,0.0,0.0,3.8962910124290368e-35,0.0,0.080248213069377225,0.08016166246564238,4.3262884233703842e-05,3.7574048212337959e-16,8.8723589308712525e-09,3.9254575716667048e-09,4.3975442909194646e-17,8.7029521167536747e-23,4.0644981532043494e-17,7.1555681999374304e-20,4.057351287960279e-17
3.5599516740920166e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11274604915334745,0.58973328199610953,1.6646081541716806e-17,0.0,7.609212560667803e-10,4.4873819602050829e-39,6.5123942633005786e-27,0.0,0.0,3.9280440145842676e-35,0.0,0.080310080416077151,0.080223335510513319,4.3359996835824432e-05,3.7588499619772603e-16,8.8992047377291982e-09,3.9372110042878464e-09,4.4207451611892927e-17,8.7273569103138637e-23,4.0889943924288008e-17,7.1827603004026347e-20,4.0818203594890816e-17
3.56689924002999e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11262269491892565,0.58967165339186367,1.6712253170235102e-17,0.0,7.6149240477824175e-10,4.496105896458607e-39,6.537791063337953e-27,0.0,0.0,3.959988369756647e-35,0.0,0.080371806111749738,0.080284866967884144,4.3457077642672383e-05,3.7627494660274502e-16,8.9260720853506775e-09,3.9489734656499562e-09,4.4440205520069057e-17,8.7781695158642327e-23,4.1135835176698217e-17,7.2099904629405516e-20,4.1063823053801917e-17
3.5738468059679634e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11249962295495314,0.58961016590687954,1.6778524543694064e-17,0.0,7.6206202819404345e-10,4.5048289398390515e-39,6.5632240164360402e-27,0.0,0.0,3.9921248028252089e-35,0.0,0.080433390656287837,0.080346257337828172,4.3554126563929167e-05,3.7649265015420258e-16,8.9529609261289696e-09,3.9607449350379029e-09,4.4673705241064977e-17,8.803081802282666e-23,4.1382657109583952e-17,7.2372586188093861e-20,4.1310372554252066e-17
3.580794371905937e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11237683226634305,0.58954881904356915,1.6844895437182144e-17,0.0,7.6263013252881029e-10,4.5135510924204604e-39,6.5886923762955864e-27,0.0,0.0,4.0244540395660746e-35,0.0,0.080494834547188671,0.080407507118023178,4.3651143510138322e-05,3.7659580415380381e-16,8.9798712121459035e-09,3.9725253918096806e-09,4.4907951379008117e-17,8.8228132905144708e-23,4.1630410810637902e-17,7.2645646990401184e-20,4.1557853391818823e-17
3.58774193784391e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11225432186276803,0.58948761230672453,1.6911365720638751e-17,0.0,7.6319672396307234e-10,4.5222723562695541e-39,6.614196555433827e-27,0.0,0.0,4.0569768066493803e-35,0.0,0.080556138279571962,0.080468616803765713,4.3748128392698798e-05,3.7702642671399772e-16,9.0068028952639088e-09,3.984314815396047e-09,4.5142944534891781e-17,8.8797299977833183e-23,4.1879097148751674e-17,7.2919086353240747e-20,4.1806266859737053e-17
3.594689503781884e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11213209075863162,0.5894265452035039,1.6977935245632645e-17,0.0,7.6376180864349933e-10,4.530992733445784e-39,6.6397367481337621e-27,0.0,0.0,4.0896938316362468e-35,0.0,0.080617302346192465,0.080529586887985782,4.384508112385847e-05,3.7727177666728453e-16,9.0337559284633808e-09,3.9961131853001811e-09,4.5378685308061801e-17,8.9063535553813848e-23,4.2128718088930497e-17,7.3192903596877603e-20,4.2055614248908042e-17
3.601637069719857e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11201013797303948,0.5893656172434163,1.7044603753670294e-17,0.0,7.6432539268313508e-10,4.5397122260013512e-39,6.6653118078950911e-27,0.0,0.0,4.1226058429757674e-35,0.0,0.080678327237452524,0.080590417861260949,4.3942001616707657e-05,3.7729450343443694e-16,9.0607302644110861e-09,4.0079204810973329e-09,4.5615174294674376e-17,8.9172330178515014e-23,4.2379274773580926e-17,7.3467098039455864e-20,4.2305896847910754e-17
3.6085846356578306e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11188846252977118,0.58930482793830874,1.7111371145127345e-17,0.0,7.6488748216162733e-10,4.5484308359812541e-39,6.6909225085179707e-27,0.0,0.0,4.1557135700019418e-35,0.0,0.080739213441420321,0.080651110211830607,4.4038889785172701e-05,3.7776042115559112e-16,9.0877258552334885e-09,4.0197366824344857e-09,4.5852412087419607e-17,8.980752904088946e-23,4.263076780443439e-17,7.3741668999692124e-20,4.2557115943003072e-17
3.615532201595804e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11176706345725186,0.58924417680235119,1.7178237312958768e-17,0.0,7.654480831254578e-10,4.5571485654233126e-39,6.7165695261253969e-27,0.0,0.0,4.1890177429306682e-35,0.0,0.080799961443841453,0.080711664425610133,4.4135745544009609e-05,3.7806085240262968e-16,9.1147426544924302e-09,4.0315617690300082e-09,4.6090399277706989e-17,9.0119643270650981e-23,4.2883199314241961e-17,7.4016615800890326e-20,4.2809272818123901e-17
3.6224797675337774e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11164593978852438,0.58918366335202266,1.724520192691246e-17,0.0,7.6600720158816906e-10,4.5658654163582088e-39,6.7422508231828376e-27,0.0,0.0,4.2225190928567607e-35,0.0,0.080860571728150046,0.080772080986204781,4.4232568808797717e-05,3.7797989377477142e-16,9.1417806155159127e-09,4.0433957206733228e-09,4.6329136453876017e-17,9.0107180855237239e-23,4.3136570585449834e-17,7.4291937768384921e-20,4.3062368754902107e-17
3.629427333471751e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11152509056122155,0.58912328710609807,1.7312264900987757e-17,0.0,7.6656484353058991e-10,4.5745813908095184e-39,6.767967324081484e-27,0.0,0.0,4.2562183517508589e-35,0.0,0.080921044775488796,0.080832360374923612,4.4329359495933478e-05,3.7847506375758587e-16,9.1688396906194057e-09,4.0552385172245586e-09,4.6568624200302912e-17,9.0810477639623378e-23,4.339088185637128e-17,7.4567634225940401e-20,4.3316405032663015e-17
3.636374899409724e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11140451481753846,0.58906304758563355,1.7379426206678767e-17,0.0,7.6712101490105918e-10,4.5832964907937433e-39,6.7937206472333357e-27,0.0,0.0,4.2901162524564472e-35,0.0,0.080981381064720151,0.080892503070793376,4.4426117522624192e-05,3.7886811821364077e-16,9.1959198339132481e-09,4.0670901386142227e-09,4.680886310049102e-17,9.1208638870593994e-23,4.3646135424251167e-17,7.4843704499492926e-20,4.3571382928430828e-17
3.6433224653476977e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11128421160420519,0.58900294431395328,1.7446685419158097e-17,0.0,7.6767572161564746e-10,4.5920107183203451e-39,6.8195075978084195e-27,0.0,0.0,4.3242135286869174e-35,0.0,0.08104158107243549,0.080952509550572024,4.4522842806881839e-05,3.7865434062124108e-16,9.2230209994903651e-09,4.0789505648428615e-09,4.7049853735145019e-17,9.1032649197387772e-23,4.390233283216366e-17,7.5120147919483489e-20,4.3827303716933885e-17
3.650270031285671e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11116417997245968,0.58894297681663532,1.7514042450186148e-17,0.0,7.6822896955837707e-10,4.6007240753917798e-39,6.8453290589098757e-27,0.0,0.0,4.3585109150224613e-35,0.0,0.081101645272975864,0.081012380288762453,4.4619535267517085e-05,3.7916088790013931e-16,9.2501431397706977e-09,4.0908197759807377e-09,4.7291596680304817e-17,9.1795708779719984e-23,4.4159473838677532e-17,7.5396963815402012e-20,4.4084168670611659e-17
3.6572175972236445e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11104441897802073,0.58888314462149927,1.7581497404992189e-17,0.0,7.6878076458144031e-10,4.6094365640035332e-39,6.871188255225881e-27,0.0,0.0,4.3930091469071019e-35,0.0,0.081161574138444104,0.081072115757625962,4.4716194824133046e-05,3.7969943996375011e-16,9.2772862093470991e-09,4.1026977521674887e-09,4.7534092511561103e-17,9.2339460708881797e-23,4.4417560871634704e-17,7.5674151516909499e-20,4.4341979059619491e-17
3.664165163161618e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11092492768106112,0.58882344725859181,1.7649049730856534e-17,0.0,7.6933111250541598e-10,4.6181481861441482e-39,6.8970804290196155e-27,0.0,0.0,4.4277089606458148e-35,0.0,0.081221368138710559,0.081131716427195646,4.4812821397119379e-05,3.7932268797080617e-16,9.3044501632245572e-09,4.11458447361181e-09,4.7777341802213278e-17,9.1951610043394025e-23,4.467659591054081e-17,7.5951710358961551e-20,4.4600736151833117e-17
3.6711127290995914e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11080570514618117,0.58876388426017312,1.7716699294672492e-17,0.0,7.698800191194829e-10,4.6268589437952605e-39,6.9230059058387653e-27,0.0,0.0,4.4626110934014036e-35,0.0,0.081281027741435849,0.081191182765289568,4.4909414907646312e-05,3.7980571980385327e-16,9.3316349538425078e-09,4.1264799205911211e-09,4.8021345119943429e-17,9.2749193532473076e-23,4.4936578103295117e-17,7.6229639676130909e-20,4.4860441212853998e-17
3.678060295037565e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11068675044238233,0.5887044551607058,1.7784446417785424e-17,0.0,7.7042749018163478e-10,4.6355688389316334e-39,6.9489705151995829e-27,0.0,0.0,4.4977162831915024e-35,0.0,0.081340553412083988,0.081250515237524204,4.5005975277658715e-05,3.8056116798775117e-16,9.3588405361590111e-09,4.1383840734512524e-09,4.82661030323654e-17,9.3522496299266427e-23,4.5197509922278951e-17,7.6507938802051818e-20,4.5121095506014902e-17
3.685007860975538e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11056806264304096,0.58864515949683882,1.7852290392902571e-17,0.0,7.7097353141888925e-10,4.644277873521182e-39,6.9749676158642143e-27,0.0,0.0,4.533025268885823e-35,0.0,0.081399945613924038,0.081309714307327433,4.5102502429870233e-05,3.7999396544196392e-16,9.3860668662898575e-09,4.150296912606112e-09,4.8511616105657581e-17,9.2871103588664129e-23,4.5459394028316563e-17,7.6786607076736001e-20,4.5382700292385358e-17
3.6919554269135116e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11044964082588227,0.58858599680739665,1.7920230964084811e-17,0.0,7.7151814852749926e-10,4.6529860495250161e-39,7.0009960315427076e-27,0.0,0.0,4.5685387902029731e-35,0.0,0.081459204808054325,0.081368780435951402,4.5198996287757463e-05,3.8039316810898546e-16,9.4133138966213349e-09,4.1622184185373703e-09,4.8757884899137441e-17,9.3651275557104873e-23,4.5722228823298101e-17,7.7065643839620926e-20,4.5645256830776233e-17
3.698902992851485e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.11033148407295459,0.5885269666333659,1.7988268781625348e-17,0.0,7.720613471731593e-10,4.6616933688974642e-39,7.027065559910827e-27,0.0,0.0,4.6042575877074214e-35,0.0,0.081518331453418427,0.081427714082485697,4.5295456775554181e-05,3.8145856982460738e-16,9.4405815822843545e-09,4.1741485717941437e-09,4.9004909972294889e-17,9.4768363996895756e-23,4.5986016657765701e-17,7.7345048427554362e-20,4.5908766377744582e-17
