Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C2H2X(348),C4H7X(141),C4H6(54),C2H2(37),C4H7X(140),C6H9X(432),C6H8(482),C6H9X(431),C6H8(56)
2.8528982579542504e-22,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771095,0.66999999999999837,3.9005008896732908e-70,0.0,1.4817255693412353e-36,6.0318817048024831e-66,5.2267691178181445e-94,0.0,0.0,5.5532484621386208e-117,0.0,1.6916176163424514e-15,1.6916176163424426e-15,4.3186360941605686e-30,1.4817255690542927e-36,2.8693629858394445e-46,7.1333720117461061e-40,2.2805898169566973e-52,3.5392610402385606e-82,5.1905208209687733e-93,3.5392610402904389e-82,2.6490817726079939e-96
5.70827514167562e-22,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583770756,0.66999999999999671,6.2480641887915948e-69,0.0,5.930763765641631e-36,2.4143246356597383e-65,1.6751886490216725e-92,0.0,0.0,3.56033401862852e-115,0.0,3.3847049265304989e-15,3.3847049265304642e-15,1.7285799067115063e-29,5.9307637633443417e-36,2.2972350837913372e-45,2.8552078150959463e-39,1.8258585494778245e-51,1.1339617865312972e-80,3.326100667443611e-91,1.1339617865645414e-80,1.6975392173588787e-94
1.1419028909118359e-21,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583770079,0.66999999999999338,1.0002716720186398e-67,0.0,2.3730780240114209e-35,9.6604433461063588e-65,5.3648032037219156e-91,0.0,0.0,2.2806173598277711e-113,0.0,6.7708795469064356e-15,6.7708795469062975e-15,6.9165712064420677e-29,2.3730780221728926e-35,1.8384862430075695e-44,1.1424550340788681e-38,1.461241754741386e-50,3.630916567759905e-79,2.1300389898871153e-89,3.6309165679727998e-79,1.0871062188027846e-92
2.2840536444003837e-21,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583768724,0.66999999999998661,1.6008999481788707e-66,0.0,9.4938573516542603e-35,3.8648063887336454e-64,1.717409227008692e-89,0.0,0.0,1.4602365758733705e-111,0.0,1.3543228787657674e-14,1.354322878765712e-14,2.7670788626459775e-28,9.4938573369432394e-35,1.4710683236824158e-43,4.5705640583572258e-38,1.1692154166602101e-49,1.1622516488796562e-77,1.3636521750994848e-87,1.1622516490159518e-77,6.9596602079072506e-91
4.5683551513774795e-21,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583766015,0.66999999999997306,2.5618121935339318e-65,0.0,3.7978520137930114e-34,1.5460483745103448e-63,5.4967852665800637e-88,0.0,0.0,9.3475672754302173e-110,0.0,2.7087927269157601e-14,2.7087927269155386e-14,1.1069216274870501e-27,3.7978520020230768e-34,1.1769664013164715e-42,1.8283744183471484e-37,9.3546114694764742e-49,3.7197787330327123e-76,8.7287412793567032e-86,3.719778733905141e-76,4.4548803913059609e-89
9.136958165331672e-21,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583760598,0.66999999999994597,4.0991973459800782e-64,0.0,1.5192026223441758e-33,6.1844451450250523e-63,1.7591434180220178e-86,0.0,0.0,5.983100146679715e-108,0.0,5.4177324232147298e-14,5.4177324232138431e-14,4.4278666812190278e-27,1.5192026129277807e-33,9.4161781834575401e-42,7.3137952739916493e-37,7.4840444327961054e-48,1.1904209533106288e-74,5.5868320023222943e-84,1.1904209538690268e-74,2.851346780241819e-87
1.8274164193240055e-20,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583749762,0.66999999999989179,6.5589540028724824e-63,0.0,6.076934125229356e-33,2.4738283882947311e-62,5.6295343416773581e-85,0.0,0.0,3.8293943607008088e-106,0.0,1.0835611815808596e-13,1.0835611815805055e-13,1.7711827073820703e-26,6.0769340498964099e-33,7.5331213080229296e-41,2.9255776307756321e-36,5.9873776269370784e-47,3.8094938537143552e-73,3.575712498466695e-82,3.8094938572882425e-73,1.8249334005533488e-85
3.654857624905682e-20,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258372809,0.66999999999978344,1.0494516913501084e-61,0.0,2.430798377480547e-32,9.8954142145802132e-62,1.8014950406554938e-83,0.0,0.0,2.4508796589371278e-104,0.0,2.1671370600980055e-13,2.1671370600965888e-13,7.0848028999490417e-26,2.4307983172134747e-32,6.0265684995750136e-40,1.1702429566510088e-35,4.7899588930195088e-46,1.2190615109568232e-71,2.2885007845247037e-80,1.2190615132441563e-71,1.1679802345825517e-83
7.309740036069036e-20,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583684747,0.66999999999956672,1.6791379168075457e-60,0.0,9.7232429649052843e-32,3.9581858181506407e-61,5.7648545205560622e-82,0.0,0.0,1.5685844830331288e-102,0.0,4.3342888171257845e-13,4.3342888171201174e-13,2.8339355741201881e-25,9.7232424827658543e-32,4.8212832974320137e-39,4.6809956353835127e-35,3.8319897646445795e-45,3.9010343277898753e-70,1.4646548067586878e-78,3.9010343424289487e-70,7.4751465218320495e-82
1.4619504858395742e-19,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583598061,0.66999999999913329,2.6866327387647539e-59,0.0,3.889307076969056e-31,1.583278353691887e-60,1.8447646498832634e-80,0.0,0.0,1.0039009178596397e-100,0.0,8.6685923311552984e-13,8.6685923311326266e-13,1.1335771124764209e-24,3.889306691256383e-31,3.8570379032019757e-38,1.8724030159135002e-34,3.0656007654203958e-44,1.248336937598721e-68,9.3738361945224708e-77,1.2483369469677731e-68,4.7841169785018749e-80
2.9239034503049153e-19,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583424689,0.66999999999826643,4.2986217300822635e-58,0.0,1.555724808981862e-30,6.3331214673114462e-60,5.903264425830739e-79,0.0,0.0,6.4249873838190296e-99,0.0,1.7337199359110141e-12,1.7337199359019454e-12,4.5343142155193112e-24,1.555724500411294e-30,3.0856346144467828e-37,7.4896215871336173e-34,2.4524840235567616e-43,3.9946874292166808e-67,5.9992692623172522e-75,3.994687489178755e-67,3.0618420841342054e-78
5.847809379235598e-19,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583077944,0.6699999999965327,6.8778012563025643e-57,0.0,6.2229031922433286e-30,2.5332501971715951e-59,1.889047181011984e-77,0.0,0.0,4.1119982884256382e-97,0.0,3.4674413414603085e-12,3.4674413414240341e-12,1.8137268392915e-23,6.2229007236774118e-30,2.4685090655531711e-36,2.9958505395094938e-33,1.9619883109068553e-42,1.2783012648836356e-65,3.8395362757040918e-73,1.2783013032594025e-65,1.9595809778746443e-76
1.1695621237096964e-18,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582384454,0.66999999999306525,1.100448403171176e-55,0.0,2.4891620681008884e-29,1.013300400708004e-58,6.0449535298690828e-76,0.0,0.0,2.63168027472953e-95,0.0,6.9348841523922031e-12,6.9348841522471064e-12,7.2549096630177993e-23,2.4891600932481536e-29,1.9748072536257014e-35,1.1983405967023641e-32,1.5695906496658655e-41,4.0905648974960067e-64,2.4573037584886939e-71,4.090565143100969e-64,1.254132139833028e-74
2.3391244952819694e-18,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580997475,0.66999999998613036,1.7607165927533572e-54,0.0,9.9566498543321725e-29,4.0532022448298224e-58,1.9343845437617159e-74,0.0,0.0,1.6842749618495685e-93,0.0,1.3869769773589214e-11,1.3869769773008821e-11,2.9019643261239574e-22,9.9566340555190617e-29,1.5798449259102855e-34,4.7933631483447041e-32,1.255671822694663e-40,1.3089801286582792e-62,1.5726736556660852e-69,1.3089802858453806e-62,8.0264423464807175e-73
4.678249238426515e-18,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282578223521,0.66999999997226056,2.8171426215944209e-53,0.0,3.9826602577356428e-28,1.6212810249866863e-57,6.1900232418338481e-73,0.0,0.0,1.0779347520140349e-91,0.0,2.7739541013316121e-11,2.7739541010994551e-11,1.1607858224308079e-21,3.9826476187027001e-28,1.2638741859938875e-33,1.9173454114353497e-31,1.0045360634805579e-39,4.1887304331293723e-61,1.0065097179835643e-67,4.1887314391253989e-61,5.1369164581230101e-71
9.356498724715607e-18,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282572675615,0.66999999994452097,4.5074146693006076e-52,0.0,1.5930641659884365e-27,6.4851243432977676e-57,1.9808021986985127e-71,0.0,0.0,6.8987645314917802e-90,0.0,5.5479083482101482e-11,5.5479083472815197e-11,4.6431434720606964e-21,1.5930540547915648e-27,1.0110964006114562e-32,7.6693819482596046e-31,8.0362650754738337e-39,1.3403896096209611e-59,6.4416425199306753e-66,1.3403902534564517e-59,3.2876172749598727e-69
1.871299769729379e-17,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282561579796,0.66999999988904191,7.2118194218789683e-51,0.0,6.3722567872910872e-27,2.5940497773825116e-56,7.3433228115605681e-70,0.0,0.0,5.8338873198351715e-88,0.0,1.1095816837699839e-10,1.1095816833985327e-10,1.8572574239961706e-20,6.3721758981934444e-27,8.0887234718788762e-32,3.0677528384660927e-30,6.4289741218454562e-38,4.2892198398190937e-58,4.1226255544188967e-64,4.2892239603405865e-58,2.1040629634395838e-67
3.742599564245016e-17,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282539388164,0.66999999977808378,1.1538769508051767e-49,0.0,2.5489027376230891e-26,1.0376199120802454e-55,2.3598818740844266e-68,0.0,0.0,3.7478310249964743e-86,0.0,2.2191633799609709e-10,2.2191633784751651e-10,7.4290297559535729e-20,2.5488380271109385e-26,6.4709021810066966e-31,1.2271011461457741e-29,5.1431184180433606e-37,1.3725330489581368e-56,2.6384473621557053e-62,1.372535686058915e-56,1.346584741576785e-65
7.48519915327629e-17,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282495004895,0.6699999995561674,1.8461577723370234e-48,0.0,1.0195610980219134e-25,4.1504795954919409e-55,7.5524381494712792e-67,0.0,0.0,2.3986973540225466e-84,0.0,4.438326765515135e-10,4.4383267595719116e-10,2.9716119060756791e-19,1.019509330838596e-25,5.1765991046326223e-30,4.908404597516865e-29,4.1143972591645382e-36,4.3919949179148814e-55,1.6885640341935754e-60,4.3920117949372867e-55,8.6179430014654047e-64
1.1227798742307565e-16,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282450621626,0.66999999933425103,7.0383979777266627e-48,0.0,2.1665673333264378e-25,8.8197690454332643e-55,3.3388468520253796e-66,0.0,0.0,1.1903467939078934e-83,0.0,6.6574901442414918e-10,6.6574901316121406e-10,6.3146752924219047e-19,2.1664193135513229e-25,1.480163659656373e-29,1.0430359768148924e-28,1.1764444534540427e-35,2.0546530447814481e-54,9.4645345417463714e-60,2.0546625044855649e-54,4.8304281397081269e-63
1.8712997920370112e-16,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282361855093,0.66999999889041839,5.7876576389334947e-47,0.0,5.9899214371345962e-25,2.4384066625849805e-54,5.3842044006532476e-65,0.0,0.0,3.7646126537601568e-82,0.0,1.1095816874382966e-09,1.1095816839466529e-09,1.7458219830818468e-18,5.9892412212260597e-25,6.8020024137641578e-29,2.8836876926362584e-28,5.4062792042233942e-35,3.0007986774472121e-53,2.3659896070871988e-58,3.0008223252679161e-53,1.2075374888529098e-61
2.5449677180626407e-16,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282281965209,0.66999999849096903,1.6879542797143997e-46,0.0,1.066627535833838e-24,4.3420797238529845e-54,1.9966826693802065e-64,0.0,0.0,1.7262683583319468e-81,0.0,1.509031090944948e-09,1.5090310847273649e-09,3.1087916847642151e-18,1.0664744234110103e-24,1.5310889616869093e-28,5.1349933870821456e-28,1.216920240520374e-34,1.0743676506172432e-52,9.6649383797507266e-58,1.0743773106228974e-52,4.9327291480296424e-61
3.21863564408827e-16,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282202075336,0.66999999809151967,3.8622908510340002e-46,0.0,1.6650206323721458e-24,6.7780475849468909e-54,5.2230057687369323e-64,0.0,0.0,4.997219608444703e-81,0.0,1.9084804921165065e-09,1.9084804824107717e-09,4.8528676718256659e-18,1.6647312468606589e-24,2.8937884587732524e-28,8.015797124181255e-28,2.3000033540724921e-34,2.8390197939341528e-52,3.0033241170255948e-57,2.8390498118471403e-52,1.5328193579178564e-60
3.8923035701138996e-16,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282122185458,0.6699999976920703,7.6377913891474003e-46,0.0,2.3869282389269272e-24,9.7168242749824476e-54,1.2039382505278833e-63,0.0,0.0,1.32609164562643e-80,0.0,2.3079298910823233e-09,2.3079298771684456e-09,6.9569389327316564e-18,2.3864445528263351e-24,4.8367495928802661e-28,1.1491228478852414e-27,3.8442824846785581e-34,6.4315034774859297e-52,7.580813723534953e-57,6.4315792469326263e-52,3.8690565649425375e-60
5.239639422165159e-16,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332281962405697,0.66999999689317147,2.1363324656343283e-45,0.0,4.1124160226726138e-24,1.6741023881691091e-53,4.4065279577414021e-63,0.0,0.0,6.2834869670249847e-80,0.0,3.1068286839838007e-09,3.1068286600117128e-09,1.19860440525819e-17,4.1113834454196e-24,1.0325534676313585e-27,1.9798128544097073e-27,8.2068073483647771e-34,2.2478264508822328e-51,3.0107725703056881e-56,2.2478565432416981e-51,1.5366249070333484e-59
6.586975274216417e-16,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332281802625946,0.66999999609427263,4.7834333725318972e-45,0.0,6.2944637071482107e-24,2.5623809366140364e-53,1.1828569698119071e-62,0.0,0.0,1.9559882727639216e-79,0.0,3.9057274687319578e-09,3.9057274320402822e-09,1.8345838205018669e-17,6.2925861417142584e-24,1.8775221828710475e-27,3.0303014301972739e-27,1.4922677933991416e-33,5.8540947205466492e-51,8.8377184232578152e-56,5.8541830526252923e-51,4.5105621096795171e-59
7.934311126267676e-16,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228164284619,0.66999999529537402,9.4508384528483357e-45,0.0,8.9640387058351474e-24,3.649124418893619e-53,2.7390811791061506e-62,0.0,0.0,5.1902854516439194e-79,0.0,4.7046262447737709e-09,4.7046261925206144e-09,2.6126578966252186e-17,8.9609329540570732e-24,3.105680232433983e-27,4.3154970090866231e-27,2.4684164212465687e-33,1.323035630976362e-50,2.2261046611349334e-55,1.3230578806614545e-50,1.1361527071645052e-58
1.0628982830370193e-15,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332281323286689,0.66999999369757646,3.0155366992969631e-44,0.0,1.579324236252366e-23,6.4291893945037281e-53,1.1928533404395886e-61,0.0,0.0,3.1004871494140422e-78,0.0,6.3024237702477769e-09,6.3024236781858404e-09,4.6030969250789712e-17,1.578607899979683e-23,7.1631976942427584e-27,7.6032346988705027e-27,5.6933597452878239e-33,5.7019950494397737e-50,1.3225977831450353e-54,5.7021272417153735e-50,6.7502765383595012e-58
1.3323654534472711e-15,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332281003727193,0.6699999920997789,7.2724806175811631e-44,0.0,2.4602990713266213e-23,1.0015503662616654e-52,3.5434991929103945e-61,0.0,0.0,1.1154814247269011e-77,0.0,7.9002212603528931e-09,7.9002211169371887e-09,7.1707852833817046e-17,2.4589230893032378e-23,1.3759503204343588e-26,1.1844452725906794e-26,1.0936149608383876e-32,1.6766592258506721e-49,4.7350655992636877e-54,1.6767065523397411e-49,2.4166941370823628e-57
1.8712997942677745e-15,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280364608225,0.66999998890418422,2.8991601793274807e-43,0.0,4.8168072909921776e-23,1.9608487820307775e-52,2.0298868460810069e-60,0.0,0.0,9.2979465654509616e-77,0.0,1.1095816134385888e-08,1.1095815853604658e-08,1.4039061591289108e-16,4.8130233143619546e-23,3.7838894305283004e-26,2.318923208245609e-26,3.0074618464912297e-32,9.6552373696486119e-49,4.13184670998e-53,9.655650343434562e-49,2.108852024714654e-56
2.9491684759087812e-15,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279086370381,0.66999998251299508,1.9033768545257986e-42,0.0,1.1908145566074336e-22,4.8476230141514662e-52,2.1750921576427585e-59,0.0,0.0,1.6577947399936729e-75,0.0,1.7487005457727302e-08,1.7487004763577948e-08,3.4707467508405583e-16,1.1893094801098096e-22,1.5050417997196237e-25,5.7328585839570581e-26,1.1962177735665777e-31,1.0598262106622006e-47,8.2259005202898939e-52,1.0599084276818186e-47,4.1985615386729281e-55
5.104905839190795e-15,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332276529895061,0.66999996973061882,1.8248821262300805e-41,0.0,3.5604478798990729e-22,1.449402719750082e-51,3.6948867024913181e-58,0.0,0.0,5.1195299401475877e-74,0.0,3.0269382405445926e-08,3.0269380329990629e-08,1.0377276504284903e-15,3.552417652986159e-22,8.0300416236649978e-25,1.7140825101828643e-25,6.3823333773183332e-31,1.862687187455816e-46,2.8098662491475675e-50,1.8629680306527047e-46,1.434281299773043e-53
9.416380565754823e-15,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332271416945891,0.66999994416587416,2.2101500898614186e-40,0.0,1.2105192099542417e-21,4.9278285314380387e-51,8.3518949705491204e-57,0.0,0.0,2.210143816431495e-72,0.0,5.5834129505000567e-08,5.5834122448646447e-08,3.5281770542682146e-15,1.2053581429258609e-21,5.1609477309515753e-24,5.8277212457393909e-25,4.101957437443221e-30,4.3308886395584502e-45,1.2936475519420475e-48,4.3321816266786332e-45,6.6043223692682243e-52
1.803933001888288e-14,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332261191053431,0.6699998930364166,3.0487643662294181e-39,0.0,4.4416618191506102e-21,1.8081244166027447e-50,2.2196287730304392e-55,0.0,0.0,1.1496146279320158e-70,0.0,1.0696359652053642e-07,1.0696357062922615e-07,1.2945655108088039e-14,4.4048917670600411e-21,3.6769199130990732e-23,2.1383193234429847e-24,2.9224417238996819e-29,1.1721217700472931e-43,6.9735662974285052e-47,1.1728187705587953e-43,3.5611849803834064e-50
3.5285228925138994e-14,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733224073929203,0.66999979077762783,4.4954724006907988e-38,0.0,1.699271700638323e-20,6.9174094546627781e-50,6.4188885080348636e-54,0.0,0.0,6.5835811115311144e-69,0.0,2.0922242181745285e-07,2.0922232276366648e-07,4.952689303190675e-14,1.6716885169762919e-20,2.7582539266020821e-22,8.1806887708638083e-24,2.1922795573626501e-28,3.4250267935900548e-42,4.068070277078033e-45,3.4290927852126984e-42,2.0786559367891645e-48
6.977702673765121e-14,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332199835863313,0.66999958626055633,6.8233514130400425e-37,0.0,6.6449852359386162e-20,2.7050191868589221e-49,1.9286977198609163e-52,0.0,0.0,3.9410548095525267e-67,0.0,4.1373963747602458e-07,4.1373925012767542e-07,1.9367417353042396e-13,6.4336576910075445e-20,2.113225381812772e-21,3.1990498989197939e-23,1.6796063477700366e-27,1.0349955778750915e-40,2.4567847794849526e-43,1.0374511058443026e-40,1.2568111810443818e-46
1.0426882455016344e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332158932560047,0.66999938174415941,2.9588421231994007e-36,0.0,1.483802782894592e-19,6.0401667300754903e-49,1.1677827287040061e-51,0.0,0.0,3.0258893646123118e-66,0.0,6.182562732227692e-07,6.182554082879101e-07,4.3246742624610291e-13,1.4178417962427205e-19,6.5959409177112624e-21,7.1433697827113968e-23,5.2425000801997806e-27,5.8011502509868747e-40,1.6751204828848681e-42,5.8178928827419533e-40,8.5730845691773413e-46
1.3876062236267567e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332118029382219,0.66999917722843705,8.522393275940445e-36,0.0,2.627838884143191e-19,1.0697147696886906e-48,4.3199059425051817e-51,0.0,0.0,1.4023312753530928e-65,0.0,8.2277232906027897e-07,8.2277079724817476e-07,7.659060445059151e-13,2.4792577969461616e-19,1.4857750197835122e-20,1.2651022960686813e-22,1.1809044011625539e-26,2.0722976756876369e-39,6.970185388241902e-42,2.0792642923711606e-39,3.5687085352776583e-45
1.732524201751879e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733207712632984,0.66999897271338926,1.9606518919500665e-35,0.0,4.0966057234463576e-19,1.6675924979328755e-48,1.2148455338722891e-50,0.0,0.0,4.8184546097149148e-65,0.0,1.0272878049912413e-06,1.0272854170124127e-06,1.1939893999229594e-12,3.8163091543182323e-19,2.8028974534985611e-20,1.9722003657060989e-22,2.2277625444063859e-26,5.7535334868536051e-39,2.2113538762242678e-41,5.7756356990002479e-39,1.1326625895269873e-44
2.4223601580021235e-13,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27331995320601421,0.66999856368531707,6.9609127056725959e-35,0.0,8.0083275169453149e-19,3.2598730876154408e-48,5.9483658507122674e-50,0.0,0.0,3.3317208714109421e-64,0.0,1.4363170171434985e-06,1.436312348967444e-06,2.3340879904292629e-12,7.2777126109114731e-19,7.3059680261999858e-20,3.8553926159346618e-22,5.8068346009504682e-26,2.8087037747539057e-38,1.3779238373373846e-40,2.8224759490061722e-38,7.0641264992231523e-44
