Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24),CHOX(53),H2OX(23)
2.7245551926212165e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33213618191758904,0.1137556513926664,0.022564259653835548,5.0991386841457857e-17,1.4783227931976315e-12,2.1389423211126677e-08,7.2755579501894278e-12,1.0042168640903111e-17,1.1219508898585093e-27,2.6244542926891677e-09,4.8102949541057942e-34,2.766338921102355e-09,2.1128481051604311e-25,6.7343835227807696e-23,1.7970221581836426e-23,7.7731666741588354e-26,9.0963036208604327e-15,1.105989243828279e-25,0.0049136876994237098,0.00051461522060586491,1.9051712226418643e-12,2.4537622199388881e-06,1.3191418321369912e-16,6.3374870165948879e-12,6.2348115277507429e-07,3.2318352774425395e-11,8.1674977576478e-10,2.6169736368626548e-10,6.9699651516474301e-20,1.559727635547126e-18,3.743270351430585e-16
2.7322164538515917e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33213015326814371,0.11375105567230442,0.02256354874915702,5.1652657894770693e-17,1.4943328656783431e-12,2.1637916358932509e-08,7.3468625604667322e-12,1.01252077575475e-17,1.1435838007012842e-27,2.631537148758524e-09,4.8867868119234772e-34,2.7750943512879954e-09,2.134390342441324e-25,6.8362622749263684e-23,1.8219379770991725e-23,7.8703678968172752e-26,9.186346654678221e-15,1.1205662835751904e-25,0.0049182805038954207,0.00051603702355350139,1.9093889018176595e-12,2.4648920931393533e-06,1.3220637483121785e-16,6.3929678401780097e-12,6.2638374320043367e-07,3.2554365910878604e-11,8.2283576620959012e-10,2.6487803654550607e-10,7.041929874583911e-20,1.5786330602464728e-18,3.7733972320505887e-16
2.739877715081967e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33212414926046357,0.11374648451838397,0.022562837892629556,5.2320698906835923e-17,1.5104782617971892e-12,2.1888643163681302e-08,7.4186700963368727e-12,1.0208695029772894e-17,1.1655751797689163e-27,2.638618812043448e-09,4.9642656268750206e-34,2.7838596766815654e-09,2.1560867240049628e-25,6.9394052195946881e-23,1.8471310036360697e-23,7.9685164821813929e-26,9.2770353275684481e-15,1.1352917240686055e-25,0.0049228487355473484,0.00051745873016790286,1.913606380093808e-12,2.4760429440032776e-06,1.3249855461796112e-16,6.4488118238007191e-12,6.2929268280947358e-07,3.2791460540660338e-11,8.2895115268376162e-10,2.6808871025124085e-10,7.1140780188486687e-20,1.5976472102217959e-18,3.8036930036364051e-16
2.7475389763123423e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33211816976351943,0.11374193780006338,0.022562127084144349,5.2995561113978116e-17,1.5267598276132303e-12,2.2141617728782656e-08,7.4909827275616564e-12,1.0292631587882449e-17,1.1879313283425775e-27,2.6456992855827162e-09,5.0427411541592083e-34,2.7926349255389504e-09,2.1779378726038206e-25,7.043824606655217e-23,1.8726035908434897e-23,8.0676190749541096e-26,9.3683724854214434e-15,1.150166625535914e-25,0.0049273925252214888,0.00051888034066659974,1.9178236556825811e-12,2.4872147426140294e-06,1.3279072295582646e-16,6.5050213177139715e-12,6.3220797121147021e-07,3.3029638425656454e-11,8.3509600172155218e-10,2.7132958485627287e-10,7.1860230170250283e-20,1.6166082570270833e-18,3.8341622808748125e-16
2.7552002375427175e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33211221464697988,0.11373741538719798,0.022561416323593177,5.3677295961945639e-17,1.543178412296103e-12,2.2396854205862218e-08,7.5638026272041096e-12,1.0377018561763506e-17,1.2106577468294825e-27,2.652778572408879e-09,5.1222232155917781e-34,2.8014201260210553e-09,2.1999444114667328e-25,7.1495327710934603e-23,1.8983581018839105e-23,8.1676823484000308e-26,9.4603609781210197e-15,1.1651920524808916e-25,0.0049319120030627871,0.00052030185526596377,1.9220407416995861e-12,2.4984074589689538e-06,1.3308288003247016e-16,6.5615942749846218e-12,6.3512960802103501e-07,3.3268901891664263e-11,8.4127038090485811e-10,2.7460086115505776e-10,7.2598676610625543e-20,1.6360652505947123e-18,3.8648146144074075e-16
2.7628614987730928e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33210628378120832,0.1137329171503365,0.022560705610868394,5.4365954832606049e-17,1.5597348715407735e-12,2.2654366794725668e-08,7.6371319716297997e-12,1.0461857080889383e-17,1.2337585043055478e-27,2.6598566755483076e-09,5.2027216998527585e-34,2.8102153061938035e-09,2.2221069642977432e-25,7.2565421333304566e-23,1.9243969163348646e-23,8.2687130043897084e-26,9.5530036595238165e-15,1.180369073686971e-25,0.0049364072985228708,0.00052172327418121623,1.9262576286814301e-12,2.5096210629701763e-06,1.3337502515185439e-16,6.6185351679689299e-12,6.3805759284789055e-07,3.3509252205347054e-11,8.4747435818982613e-10,2.7790274068344423e-10,7.3334868621163395e-20,1.6556045154103801e-18,3.8956301889846151e-16
2.770522760003468e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33210037703725903,0.11372844296071724,0.022559994945862926,5.5061589354205274e-17,1.5764300616493716e-12,2.2914169743320778e-08,7.7109729405205484e-12,1.0547148274321121e-17,1.2572379879416498e-27,2.6669335980212168e-09,5.2842465627341724e-34,2.8190204940281379e-09,2.2444261552749968e-25,7.3648651996080301e-23,1.9507224271757958e-23,8.370717773443753e-26,9.6463033874429452e-15,1.195698762220497e-25,0.0049408785403637209,0.0005231445976264349,1.9304743151887328e-12,2.5208555244315941e-06,1.3366715910219309e-16,6.675846285184698e-12,6.4099192530738108e-07,3.3750691190568336e-11,8.537080000468869e-10,2.8123542571838138e-10,7.4067134204926795e-20,1.6750448373476428e-18,3.9266193103959201e-16
2.7774178951108056e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33209508148584277,0.11372443664458336,0.022559355388069979,5.5693667700073187e-17,1.5915750579750059e-12,2.3149962469319741e-08,7.777869055596816e-12,1.0624298317779328e-17,1.2786980218159799e-27,2.6733018212682454e-09,5.3585047757870935e-34,2.8269537426711351e-09,2.2646478690339929e-25,7.4634895820808504e-23,1.9746624998871233e-23,8.4633605181597913e-26,9.730837282499792e-15,1.2096269028088612e-25,0.0049448821980449791,0.00052442370727626933,1.93426917533289e-12,2.530984347857978e-06,1.3393007031956795e-16,6.7277403030599212e-12,6.4363825143442776e-07,3.3968919129768511e-11,8.5934369631324639e-10,2.8426134873678909e-10,7.4745507004082568e-20,1.6930348303585277e-18,3.9546697673467619e-16
2.784313030218143e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33208980527617743,0.11372044961007106,0.022558715868766156,5.6331476820498562e-17,1.6068337539247481e-12,2.3387632420995527e-08,7.8451829483099169e-12,1.0701816764140582e-17,1.3004738066577695e-27,2.6796690928099669e-09,5.4336098270992547e-34,2.834895140356553e-09,2.2849974213504086e-25,7.5631975034041409e-23,1.9988385123829932e-23,8.5568027164219718e-26,9.815907792139245e-15,1.2236803648934538e-25,0.0049488665689397362,0.00052570273992231858,1.938063876370226e-12,2.5411300191730889e-06,1.3419297238811297e-16,6.779935967336229e-12,6.462897185565389e-07,3.4188031698472357e-11,8.6500352460616049e-10,2.8731253716315023e-10,7.5422496688635515e-20,1.7110462769565147e-18,3.9828598200386417e-16
2.7912081653254806e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33208454831568229,0.11371648176473137,0.022558076387874566,5.697505502331606e-17,1.6222067817802853e-12,2.3627190084968867e-08,7.9129162144756171e-12,1.0779704435640869e-17,1.3225690643586147e-27,2.6860354148354869e-09,5.5095691148652003e-34,2.8428447072778576e-09,2.3054752682308163e-25,7.6639982603462914e-23,2.0232522384742752e-23,8.6510493344797343e-26,9.9015170078552392e-15,1.2378599396509495e-25,0.0049528317454972373,0.00052698169571829031,1.9418584220898747e-12,2.5512925161860406e-06,1.344558655039311e-16,6.8324334610440944e-12,6.4894632639832535e-07,3.4408030355437823e-11,8.7068753382834747e-10,2.9038913999588515e-10,7.6104001150845754e-20,1.7292029759319274e-18,4.0111922478845106e-16
2.7974137869220843e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33207983343311692,0.11371292703461641,0.02255750088785136,5.7559239721822703e-17,1.6361407851001949e-12,2.3844414669125275e-08,7.9742360390022124e-12,1.0850119706848587e-17,1.3427310012811784e-27,2.6917642946282183e-09,5.5786689966088409e-34,2.8500063188433971e-09,2.3240153994133553e-25,7.7556610458991996e-23,2.0454293109747837e-23,8.7365631894977055e-26,9.9790276263692444e-15,1.2507300394464497e-25,0.0049563840692926249,0.00052813269035429527,1.9452733812626319e-12,2.5604531310804396e-06,1.3469246171567934e-16,6.8799401173538388e-12,6.5134166854404108e-07,3.4606787838732543e-11,8.7582385714602352e-10,2.9317993540118744e-10,7.6721444010078425e-20,1.7456797759799099e-18,4.0368158259465384e-16
2.803619408518688e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3320751340008819,0.11370938770643449,0.02255692541882456,5.8148156646699665e-17,1.650168375992906e-12,2.4063184508997216e-08,8.0358980167534134e-12,1.0920835315250371e-17,1.3631576238246051e-27,2.6974924086731185e-09,5.648472294862795e-34,2.8571745784294757e-09,2.3426601516707045e-25,7.8482234630302587e-23,2.0678016832601581e-23,8.8227363095741748e-26,1.0056977821263891e-14,1.2637035143817155e-25,0.0049599209869718962,0.00052928362297666523,1.948688214970507e-12,2.5696273405060196e-06,1.3492905074749413e-16,6.9276931581337301e-12,6.5374117424991162e-07,3.4806265022458467e-11,8.8097984235119699e-10,2.9599154686116427e-10,7.7340914147343038e-20,1.7622420644497896e-18,4.0625556432571333e-16
2.8098250301152918e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33207044995240459,0.11370586371370743,0.022556349980738879,5.8741834082675102e-17,1.6642900204634004e-12,2.4283507314702729e-08,8.0979033155382416e-12,1.0991851859705362e-17,1.3838519620789424e-27,2.7032197585578861e-09,5.7189844959578893e-34,2.8643495006276425e-09,2.3614098580712634e-25,7.9416924082851816e-23,2.0903706683845123e-23,8.9095723544362505e-26,1.0135369122514705e-14,1.2767809470831838e-25,0.0049634425650134312,0.00053043449369593221,1.9521029258529018e-12,2.5788151281630492e-06,1.3516563272740871e-16,6.9756927465777306e-12,6.561448433175879e-07,3.500646295593586e-11,8.8615552519662196e-10,2.9882408400385452e-10,7.7966489649279047e-20,1.7789760276078376e-18,4.0884128534761429e-16
2.8160306517118955e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33206578122139979,0.11370235499024399,0.022555774573539279,5.934030042975763e-17,1.6785061860295256e-12,2.4505390816972104e-08,8.1602531045716332e-12,1.1063169938900004e-17,1.4048170741375933e-27,2.7089463458676703e-09,5.790211115789513e-34,2.8715310999885558e-09,2.3802648518846915e-25,8.0360748161088489e-23,2.1131375861908369e-23,8.9970749962632238e-26,1.0214203061749891e-14,1.289962922029735e-25,0.0049669488696086122,0.00053158530262215238,1.9555175135358651e-12,2.5880164777124093e-06,1.3540220766474338e-16,7.0239399549512285e-12,6.5855267554877528e-07,3.520738253666211e-11,8.9135094126282591e-10,3.0167765677540648e-10,7.8596240373934095e-20,1.7958477770934859e-18,4.1143892798164192e-16
2.8222362733084992e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33206112774186897,0.11369886147013875,0.022555199197170941,5.9943584164382509e-17,1.6928173421842318e-12,2.4728842767132467e-08,8.2229485544689816e-12,1.1134790151348674e-17,1.4260557980723108e-27,2.7146721721850828e-09,5.8621576999042783e-34,2.8787193910219743e-09,2.3992254665815666e-25,8.1313776589628954e-23,2.1361037627722912e-23,9.085247919701735e-26,1.0293481172243442e-14,1.3032500255538122e-25,0.0049704399666630622,0.00053273604986490638,1.9589319765425969e-12,2.5972313727761153e-06,1.3563877553267948e-16,7.0724361499317111e-12,6.609646707455249e-07,3.5409024613651947e-11,8.9656612627317463e-10,3.0455237543994457e-10,7.9226401286987029e-20,1.8127720377646685e-18,4.1404827849397338e-16
2.828441894905103e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33205648944809807,0.11369538308777072,0.022554623851579299,6.0551713877069374e-17,1.7072239597225637e-12,2.4953870937092122e-08,8.2859908372449238e-12,1.1206713095394273e-17,1.4475710538486258e-27,2.7203972390902051e-09,5.9348298235867841e-34,2.8859143881967648e-09,2.4182920358330618e-25,8.2276079474539876e-23,2.1592705296942887e-23,9.1740948218810532e-26,1.037320498890882e-14,1.316642845842535e-25,0.0049739159217978722,0.00053388673553330344,1.9623463183230461e-12,2.6064597969387071e-06,1.3587533649066699e-16,7.1211812456228919e-12,6.6338082871204765e-07,3.5611390270087189e-11,9.0180111601294163e-10,3.0744835057942978e-10,7.9862716644161626e-20,1.8298674755228551e-18,4.1666940614172937e-16
2.8346475165017067e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33205186627465744,0.11369191977780224,0.022554048536710013,6.116471829140585e-17,1.721726510809034e-12,2.5180483119324519e-08,8.3493811263137449e-12,1.1278939369208816e-17,1.4693660012717995e-27,2.7261215481606073e-09,6.008233091946385e-34,2.8931161059408943e-09,2.4374648935106224e-25,8.3247727304593991e-23,2.1826392255894241e-23,9.2636194124282274e-26,1.0453376048292646e-14,1.3301419729388155e-25,0.0049773768003508424,0.0005350373597359842,1.9657605390556264e-12,2.6157017337452073e-06,1.3611189056752868e-16,7.1701761591605441e-12,6.6580114925249807e-07,3.5814480420992918e-11,9.0705594609152189e-10,3.1036569309351809e-10,8.0504257892218602e-20,1.8471254175533972e-18,4.1930259997622167e-16
2.8408531380983104e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33204725815639952,0.11368847147517783,0.022553473252508973,6.1782626209927208e-17,1.7363254697011393e-12,2.5408687126851984e-08,8.4131205964850155e-12,1.1351469570794074e-17,1.4914435636147426e-27,2.7318451009713544e-09,6.0823731400040325e-34,2.9003245586414318e-09,2.4567443736856456e-25,8.4228790952416214e-23,2.2062111957144942e-23,9.3538254134831284e-26,1.0533995888567689e-14,1.3437479987424714e-25,0.0049808226673776932,0.00053618792258112037,1.9691746361460944e-12,2.6249571667013769e-06,1.363484376951221e-16,7.2194225858614572e-12,6.682256321709803e-07,3.6018295854475059e-11,9.1233065215504299e-10,3.1330451419941365e-10,8.1145116711930334e-20,1.8644152672132367e-18,4.219476428034151e-16
2.847058759694914e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33204266502845853,0.11368503811512269,0.022552897998922305,6.2405466558539662e-17,1.7510213120590524e-12,2.5638490793229221e-08,8.4772104239604979e-12,1.1424304297982141e-17,1.513806750025992e-27,2.7375678990950229e-09,6.1572556327791312e-34,2.9075397606445435e-09,2.4761308106291721e-25,8.5219341675779645e-23,2.2299877905841905e-23,9.444716559713598e-26,1.0615066049526549e-14,1.3574615170113355e-25,0.0049842535876532994,0.00053733842417641768,1.9725886136673524e-12,2.6342260792759705e-06,1.3658497805630524e-16,7.2689202406929368e-12,6.706542772741953e-07,3.6222837679475767e-11,9.1762526997988926e-10,3.1626492543171861e-10,8.1792385625506145e-20,1.8818795268446596e-18,4.2460450834952935e-16
2.8532643812915178e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33203808682624836,0.11368161963314181,0.022552322775896375,6.3033268415793705e-17,1.7658145147389129e-12,2.5869901972526574e-08,8.5416517863347039e-12,1.149744414843606e-17,1.5364589593743521e-27,2.7432899441017071e-09,6.2328862653764434e-34,2.9147617262554969e-09,2.4956245388115803e-25,8.621945111888433e-23,2.2539703679414528e-23,9.536296598330563e-26,1.0696588072575396e-14,1.371283123362365e-25,0.004987669625672886,0.00053848886462911944,1.9760024724868297e-12,2.6435084548982511e-06,1.3682151170306685e-16,7.3186698469590933e-12,6.7308708436870329e-07,3.6428106834701257e-11,9.2293983522592175e-10,3.1924703864227893e-10,8.2446385861132137e-20,1.8995406223174825e-18,4.272735733317448e-16
2.8594700028881216e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33203352348546228,0.11367821596501851,0.022551747583377777,6.3666060907461509e-17,1.7807055567574406e-12,2.6102928539312934e-08,8.6064458625921381e-12,1.1570889719650415e-17,1.5594031225172304e-27,2.7490112375590346e-09,6.3092707630730481e-34,2.9219904697386531e-09,2.5152258929022852e-25,8.7229191313430431e-23,2.2781602923874917e-23,9.6285692891029951e-26,1.0778563500726554e-14,1.3852134152727506e-25,0.0049910708456532525,0.00053963924404600602,1.9794162084294538e-12,2.6528042769577064e-06,1.3705803851005581e-16,7.3686735698185071e-12,6.7552405326042816e-07,3.6634104024131351e-11,9.2827438349370414e-10,3.2225096600002632e-10,8.30981314042096e-20,1.9172042821127702e-18,4.2995464548765159e-16
2.8656756244847253e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33202897494207101,0.11367482704681336,0.022551172421313326,6.430387327383346e-17,1.7956949186907231e-12,2.6337578388638412e-08,8.6715938331032139e-12,1.1644641608951933e-17,1.582642171363034e-27,2.7547317810321805e-09,6.3864148814053281e-34,2.9292260053174671e-09,2.5349352077694496e-25,8.8248634679948058e-23,2.3025589333883699e-23,9.7215384043730225e-26,1.0860993878592285e-14,1.3992529920810215e-25,0.004994457311533966,0.0005407895625333983,1.9828298261787286e-12,2.6621135288073971e-06,1.3729455868361469e-16,7.4189309214741971e-12,6.7796518375853931e-07,3.6840830383350457e-11,9.3362895051577202e-10,3.2527681999081528e-10,8.3756105158723907e-20,1.9350350220899292e-18,4.3264757372425368e-16
2.871881246081329e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33202444113232182,0.113671452814863,0.022550597289650063,6.4946734951015198e-17,1.8107830821171162e-12,2.6573859436016852e-08,8.737096879623937e-12,1.1718700413500087e-17,1.6061797861461799e-27,2.7604515760838696e-09,6.4643244062560157e-34,2.9364683471744889e-09,2.5547528184796898e-25,8.9277854029157227e-23,2.3271676678831021e-23,9.8152077290709976e-26,1.0943880752378918e-14,1.4134024549881473e-25,0.0049978290869785672,0.00054193982019716015,1.986243327892471e-12,2.6714361937610365e-06,1.3753107231907129e-16,7.4694422551941343e-12,6.8041047567212696e-07,3.7048286903345752e-11,9.3900357199425464e-10,3.2832471341725734e-10,8.4423028072474e-20,1.9531113534532143e-18,4.3535281540160258e-16
2.8780868676779327e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3320199219927375,0.11366809320577888,0.022550022188335277,6.5594675394406755e-17,1.8259705307890454e-12,2.6811779617407829e-08,8.8029561852945916e-12,1.1793066730287688e-17,1.6300189666091108e-27,2.7661706242743967e-09,6.5430051539412631e-34,2.9437175094513569e-09,2.5746790602977998e-25,9.0316922562934596e-23,2.3519878801234922e-23,9.9095810607303643e-26,1.1027225669878915e-14,1.4276624070586446e-25,0.0050011862353757548,0.00054309001714269978,1.9896567073504202e-12,2.6807722550917774e-06,1.3776757921851047e-16,7.5202103512967952e-12,6.8285992880869461e-07,3.7256474179891313e-11,9.4439828351987969e-10,3.3139475939854993e-10,8.5085865137300026e-20,1.9711576407555299e-18,4.380702503522682e-16
2.8842924892745364e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33201541746011487,0.11366474815644609,0.022549447117316473,6.6247724152503071e-17,1.8412577502490331e-12,2.7051346889198594e-08,8.8691729346356193e-12,1.1867741156141494e-17,1.6541624873513108e-27,2.7718889271616348e-09,6.6224629712977659e-34,2.9509735062487991e-09,2.5947142686864732e-25,9.1365913875652809e-23,2.377020958681483e-23,1.000466220950267e-25,1.1111030180464579e-14,1.4420334532216763e-25,0.0050045288198405794,0.00054424015347497067,1.9930699696283344e-12,2.6901216960370253e-06,1.3800407960497458e-16,7.5712345742076955e-12,6.8531354297978135e-07,3.7465393366603834e-11,9.4981312076747647e-10,3.3448707137030267e-10,8.5754152541672495e-20,1.9893497537378616e-18,4.4079957445316139e-16
2.8904981108711402e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33201092747152333,0.11366141760402219,0.022548872076541368,6.6905911033447545e-17,1.8566452268497938e-12,2.7292569228185809e-08,8.9357483135460406e-12,1.1942724287722784e-17,1.6786143922207886e-27,2.7776064863010478e-09,6.7027037357699361e-34,2.9582363516266296e-09,2.6148587793060308e-25,9.2424901955675602e-23,2.4022682998032593e-23,1.0100454998172645e-25,1.1195295835082855e-14,1.4565162002721502e-25,0.0050078569032156227,0.0005453902292984758,1.9964831189665977e-12,2.6994844997952284e-06,1.3824057364229586e-16,7.62251467223976e-12,6.8777131799720568e-07,3.7675045545004615e-11,9.5524811945726063e-10,3.3760176308435817e-10,8.6434550433060012e-20,2.0078547056057664e-18,4.4354129788467039e-16
2.896703732467744e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33200645196430495,0.11365810148593607,0.022548297065957922,6.7569265829530891e-17,1.8721334490476086e-12,2.7535454631556657e-08,9.0026835093029362e-12,1.2018016721527991e-17,1.7033778096119091e-27,2.7833233032456976e-09,6.7837333554971039e-34,2.9655060596037489e-09,2.6351129280141593e-25,9.3493961186177232e-23,2.4277313076978881e-23,1.0196963262172945e-25,1.1280024186246645e-14,1.4711112568718182e-25,0.0050111705480721741,0.00054654024471726857,1.9998961465781874e-12,2.7088606495231698e-06,1.3847706104316865e-16,7.6740542080567687e-12,6.9023325366979988e-07,3.7885431174828342e-11,9.607033151969552e-10,3.4073894860860997e-10,8.7108848800246776e-20,2.0262962986495698e-18,4.4629542801719378e-16
2.9029093540643476e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33200199087607146,0.11365479973988667,0.022547722085514321,6.8237818376621396e-17,1.8877229073898058e-12,2.7780011116870014e-08,9.0699797105580448e-12,1.2093619053889261e-17,1.7284551760811351e-27,2.7890393795462611e-09,6.8655577694007652e-34,2.9727826441581376e-09,2.6554770508656473e-25,9.4573166346455607e-23,2.4534113901402622e-23,1.0294190849599081e-25,1.1365216788028317e-14,1.4858192335503736e-25,0.0050144698167114083,0.00054769019983495315,2.003309057463261e-12,2.7182501283426018e-06,1.3871354203349398e-16,7.7258525249167646e-12,6.9269934981128214e-07,3.8096551407532057e-11,9.661787436099827e-10,3.4389874232681573e-10,8.7786836361428851e-20,2.044840491786463e-18,4.4906149012407488e-16
2.9091149756609513e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33199754414470467,0.11365151230384196,0.022547147135158953,6.8911598867760813e-17,1.9034140930749621e-12,2.8026246722037412e-08,9.1376381073350487e-12,1.2169531880975061e-17,1.7538509775613082e-27,2.7947547167510364e-09,6.9481829472718877e-34,2.9800661192268588e-09,2.675951484112139e-25,9.5662592613658431e-23,2.4793099627343457e-23,1.0392141621224517e-25,1.1450875196055585e-14,1.5006407427065442e-25,0.0050177547711655465,0.00054884009475468975,2.0067218590441105e-12,2.7276529193370888e-06,1.3895001687908996e-16,7.7779084361831796e-12,6.951696062364989e-07,3.8308407469084819e-11,9.7167444040696308e-10,3.4708125893840652e-10,8.848128429616223e-20,2.0637870979066674e-18,4.5183999972161765e-16
2.915320597257555e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33199311170835427,0.11364823911603762,0.022546572214840455,6.9590637449958112e-17,1.9192074992261164e-12,2.8274169505303351e-08,9.2056598910291084e-12,1.2245755798790774e-17,1.7795686259064222e-27,2.8004693164059584e-09,7.031614889858249e-34,2.9873564987060513e-09,2.6965365642018779e-25,9.6762315563411975e-23,2.5054284500342876e-23,1.049081945051528e-25,1.1537000967501945e-14,1.5155763986091884e-25,0.0050210254731990218,0.00054998992957919495,2.0101345394643018e-12,2.7370690055470106e-06,1.3918648518725531e-16,7.8302264553584601e-12,6.9764402275537607e-07,3.8520999654866401e-11,9.7719044122321019e-10,3.502866134582924e-10,8.9167656823856981e-20,2.0826421028573836e-18,4.5463115316628192e-16
2.9215262188541588e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3319886935054373,0.11364498011497597,0.022545997324507659,7.0274964218730315e-17,1.9351036214151097e-12,2.8523787545225499e-08,9.2740462544044511e-12,1.23222914031793e-17,1.8056099793140904e-27,2.8061831800546043e-09,7.115859628951808e-34,2.9946537964509325e-09,2.7172326277794712e-25,9.7872411171027487e-23,2.5317682791384071e-23,1.05902282236448e-25,1.1623595661079518e-14,1.5306268173983853e-25,0.0050242819843096332,0.00055113970441074086,2.0135471027941204e-12,2.7464983699784003e-06,1.3942294716272227e-16,7.8828061440448624e-12,7.0012259918349582e-07,3.8734329075637443e-11,9.8272678164949503e-10,3.5351492121666326e-10,8.9854458648459195e-20,2.101524214561819e-18,4.5743430525360067e-16
2.9271112782911022e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33198472924171352,0.11364205909307167,0.022545479948803817,7.0895404872737069e-17,1.9494983635118055e-12,2.8749899918878031e-08,9.3359066839899363e-12,1.2391440431482392e-17,1.8293271409718152e-27,2.8113250293269e-09,7.1923798455113323e-34,3.0012272909568454e-09,2.7359542542762357e-25,9.8880428957525615e-23,2.5556645576675122e-23,1.068032429861784e-25,1.170193310323434e-14,1.5442708273252051e-25,0.0050272007616841167,0.00055217445054932702,2.0166183189414858e-12,2.7549961367706656e-06,1.3963575783498657e-16,7.9303497119129456e-12,7.0235687454075884e-07,3.8926957042346344e-11,9.8772690789314901e-10,3.5644011879240862e-10,9.0489320039338227e-20,2.1189230833557786e-18,4.5996787258280244e-16
2.9326963377280456e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33198077641288382,0.11363914946837241,0.022544962597310165,7.1520175968037885e-17,1.9639770702132894e-12,2.8977397928334908e-08,9.3980642618110115e-12,1.2460842842552828e-17,1.8533132833594278e-27,2.8164662848044878e-09,7.2695677792984385e-34,3.0078064104903362e-09,2.7547662959292077e-25,9.9896966414517493e-23,2.5797423382510975e-23,1.0771018447158292e-25,1.178065277457476e-14,1.5580087475845668e-25,0.0050301081384679083,0.00055320914825004205,2.0196894407244239e-12,2.7635046326813039e-06,1.3984856339879361e-16,7.9781066854194444e-12,7.0459451913992298e-07,3.9120183506857763e-11,9.9274356412418126e-10,3.5938408668342541e-10,9.1122619707912072e-20,2.1363635681685224e-18,4.625118877287496e-16
2.938281397164989e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33197683497460456,0.11363625119659572,0.022544445269989846,7.2149299722053034e-17,1.9785401065708714e-12,2.920628750498836e-08,9.4605198602285197e-12,1.2530499070424823e-17,1.8775701079711891e-27,2.8216069476077887e-09,7.3474278923366806e-34,3.0143911650668231e-09,2.7736689985593445e-25,1.0092207976395727e-22,2.6040026768458883e-23,1.0862313528747311e-25,1.1859755814575386e-14,1.5718410312346759e-25,0.0050330041589435144,0.00055424379758653344,2.0227604626334447e-12,2.772023845239761e-06,1.4006136375105799e-16,8.0260791501307256e-12,7.0683553284555931e-07,3.9314008886806452e-11,9.9777677626257628e-10,3.6234690961964641e-10,9.1745080555685713e-20,2.1535659301951043e-18,4.6506548694065009e-16
