Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24),CHOX(53),H2OX(23)
4.006444262333962e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32496655945376268,0.11291233690050978,0.019424752512039529,1.7689937881105488e-11,4.9279740063537879e-08,0.00014441462943875417,6.8983988490722847e-08,2.8069634793560639e-14,1.6052455468517469e-20,3.6291610249130753e-08,1.2640502230126503e-27,7.5967968397562615e-08,2.6516392356202871e-21,5.097121700449881e-17,6.5834816974135519e-18,1.1372771611822979e-20,2.868254837849361e-11,2.1154298737152847e-20,0.0056719420485534088,0.0067920164952332343,2.0734551760501176e-11,4.9298911025772414e-05,2.1967200038865835e-15,1.636304289804674e-08,8.4078577749653285e-05,8.7104682610574223e-09,1.4868259682871597e-06,2.1557908924545469e-06,1.7116636661198011e-15,5.8309174503499564e-14,2.5068878957537079e-12
4.026614977246929e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32493529403995741,0.11291208064206039,0.019409335070959023,1.8115974094832425e-11,5.0142133559647294e-08,0.00014593579276137378,7.0069008852935714e-08,2.848815329385487e-14,1.6480770735294032e-20,3.6461976447897157e-08,1.2991591116970107e-27,7.6278372727158796e-08,2.6981161530964527e-21,5.2071890816646484e-17,6.7153740057733803e-18,1.16142670211254e-20,2.9000007966057343e-11,2.1637704219198316e-20,0.0056713817470789175,0.0068228283604658243,2.0827003756356881e-11,4.9474780194134844e-05,2.2159495024284501e-15,1.6578065285724554e-08,8.4872670008175063e-05,8.7820337425896219e-09,1.5078227042826324e-06,2.1783960528672709e-06,1.7438778936312751e-15,5.9349268302067425e-14,2.549343641909255e-12
4.0467856921598963e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32490405552920315,0.11291182055042764,0.019393932828567439,1.8549988692964286e-11,5.1015332511886862e-08,0.000147464057116174,7.1164930320847994e-08,2.8910596345905517e-14,1.6918256703045271e-20,3.6632115419183847e-08,1.3350488799316558e-27,7.658823328510087e-08,2.7451532592300015e-21,5.3189899759061204e-17,6.8491421665990341e-18,1.1859549458472123e-20,2.9319083009469618e-11,2.2129559737100488e-20,0.0056708217275056576,0.006853609621983817,2.0919362749010042e-11,4.96504245179383e-05,2.2353235728646844e-15,1.6794811570862744e-08,8.567011674638243e-05,8.8538145487299426e-09,1.5290038370308357e-06,2.2011040040801654e-06,1.7765238422534262e-15,6.0402444442548231e-14,2.5923130754345324e-12
4.0669564070728635e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32487284388617871,0.11291155663023025,0.01937854576527101,1.8992087858320231e-11,5.1899421413467446e-08,0.00014899941318297251,7.2271796905687598e-08,2.933697696748824e-14,1.736506182523757e-20,3.6802027320128955e-08,1.3717324897600615e-27,7.6897556664974249e-08,2.7927541271705487e-21,5.4325412252179482e-17,6.9848018932822132e-18,1.2108656837151137e-20,2.9639770565639328e-11,2.2629966852636371e-20,0.0056702619894938629,0.0068843603182618361,2.1011628845760007e-11,4.9825845673400452e-05,2.2548432401506464e-15,1.7013286659023122e-08,8.6470913051367061e-05,8.9258101151758466e-09,1.5503699513174099e-06,2.2239145800830854e-06,1.8096048785748975e-15,6.1468797645109734e-14,2.6358000256087764e-12
4.0871271219858307e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32484165907564566,0.11291128888607982,0.01936317386150925,1.9442378590669457e-11,5.2794485037619283e-08,0.00015054185166634768,7.3389652456781872e-08,2.9767308106730464e-14,1.7821336181072634e-20,3.6971712325092704e-08,1.409223042727474e-27,7.7206349342302113e-08,2.8409223307407007e-21,5.5478597239305263e-17,7.1223689346325892e-18,1.2361627222419922e-20,2.996206768619033e-11,2.3139027773386724e-20,0.0056697025327047818,0.0069150804877103293,2.1103802153749008e-11,5.0001045310173085e-05,2.2745095307863658e-15,1.72334954393015e-08,8.7275054019045104e-05,8.9980198796016668e-09,1.5719216293596512e-06,2.2468276153401639e-06,1.8431243742537122e-15,6.2548422767968185e-14,2.6798083328481862e-12
4.107297836898798e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32481050106244808,0.11291101732258087,0.019347817097754932,1.9900968707826725e-11,5.3700608437094683e-08,0.00015209136329532856,7.4518540661983823e-08,3.0201602642680337e-14,1.8287231484486218e-20,3.7141170625200977e-08,1.4475337805168307e-27,7.7514617676794601e-08,2.8896614444185558e-21,5.6649624182769425e-17,7.2618590745836183e-18,1.2618498830936405e-20,3.0285971417663628e-11,2.3656845352855978e-20,0.0056691433568006582,0.0069457701686757344,2.1195882779962493e-11,5.0176025051927386e-05,2.2943234728048154e-15,1.7455442784388728e-08,8.808253475413762e-05,9.0704432816431104e-09,1.5936594508147741e-06,2.2698429447846462e-06,1.877085705940881e-15,6.3641414805811511e-14,2.7243418486772703e-12
4.127468551811765e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32477936981151168,0.11291074194433082,0.019332475454513953,2.0367966846728951e-11,5.4617876943669044e-08,0.00015364793882309265,7.5658505048098323e-08,3.0639873385873843e-14,1.8762901093138449e-20,3.731040242789849e-08,1.4866780855830839e-27,7.7822367914558892e-08,2.9389750433207656e-21,5.7838663060116771e-17,7.4032881318991051e-18,1.2879310030191315e-20,3.0611478801716134e-11,2.4183523090588998e-20,0.0056685844614447261,0.0069764293994405962,2.1287870831229296e-11,5.0350786496922925e-05,2.3142860957602401e-15,1.767913355063119e-08,8.8893350370150879e-05,9.1430797628818584e-09,1.6155839927881351e-06,2.2929604038138622e-06,1.9114922552044879e-15,6.4747868888231789e-14,2.7694044357001588e-12
4.147639266724732e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32474826528784306,0.11291046275592014,0.019317148912325326,2.0843482464492729e-11,5.5546376167640262e-08,0.00015521156902667123,7.6809588981308169e-08,3.1082133078900226e-14,1.9248500017395636e-20,3.7479407956511481e-08,1.5266694817859633e-27,7.8129606190270029e-08,2.9888667031861499e-21,5.9045884360320575e-17,7.5466719598805649e-18,1.3144099337942048e-20,3.0938586875315774e-11,2.4719165132284915e-20,0.0056680258463011942,0.0070070582182237134,2.137976641422188e-11,5.0525331218560644e-05,2.3343984307165047e-15,1.7904572578090639e-08,8.9707495989356601e-05,9.2159287668303768e-09,1.6376958298414309e-06,2.3161798282843202e-06,1.9463474084541358e-15,6.5867880278164047e-14,2.8149999675718834e-12
4.1678099816376993e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.324717187456529,0.11291017976193218,0.019301837451761047,2.1327625839452995e-11,5.648619199732666e-08,0.000156782244706663,7.7971835667599621e-08,3.1528394396965275e-14,1.9744184929303385e-20,3.7648187449819743e-08,1.5675216350211849e-27,7.8436338529303223e-08,3.0393400003598422e-21,6.0271459080024212e-17,7.6920264460753934e-18,1.3412905421647981e-20,3.1267292670933135e-11,2.5263876269907952e-20,0.0056674675110352339,0.0070376566631802848,2.1471569635456615e-11,5.0699660765920804e-05,2.3546615102355188e-15,1.8131764690603661e-08,9.052496674277248e-05,9.2889897389169086e-09,1.6599955340008757e-06,2.3395010545069158e-06,1.9816545568658885e-15,6.7001544370335199e-14,2.8611323289696499e-12
4.1879806965506664e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3246861362827364,0.11290989296694343,0.019286541053426077,2.1820508072182951e-11,5.7437410598563236e-08,0.00015835995668695452,7.9145288153187891e-08,3.1978669948452553e-14,2.0250114171550854e-20,3.7816741161637677e-08,1.6092483538501318e-27,7.8742570849827952e-08,3.0903985117779709e-21,6.1515558719810192e-17,7.8393675119858599e-18,1.3685767097907212e-20,3.1597593216729572e-11,2.5817761941795516e-20,0.0056669094553129648,0.0070682247724020352,2.1563280601293974e-11,5.0873776664285909e-05,2.375076368365691e-15,1.836071469584064e-08,9.1345757770142831e-05,9.3622621264705958e-09,1.6824836747653441e-06,2.3629239192422666e-06,2.0174170963075777e-15,6.8148956689719256e-14,2.9078054155640621e-12
4.2081514114636336e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32465511173171063,0.11290960237552326,0.019271259697958208,2.2322241086495318e-11,5.8400118414196429e-08,0.00015994469581444783,8.0329989324942093e-08,3.243297227548258e-14,2.0766447766425992e-20,3.7985069360404338e-08,1.6518635901280186e-27,7.9048308964864508e-08,3.142045814952847e-21,6.2778355280496154e-17,7.9887111127789498e-18,1.3962723331894773e-20,3.1929485536742061e-11,2.6380928232763508e-20,0.0056663516788014508,0.0070987625839173639,2.1654899417938806e-11,5.1047680415649511e-05,2.3956440406304392e-15,1.8591427385364156e-08,9.2169864219918737e-05,9.4357453787068482e-09,1.7051608191144988e-06,2.3864482596961564e-06,2.0536384272645691e-15,6.9310212890001907e-14,2.9550231339903351e-12
4.2283221263766007e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32462411376877592,0.11290930799223424,0.019255993366028047,2.283293763042504e-11,5.9374402163577403e-08,0.00016153645295879517,8.1525981910810169e-08,3.2891313854469617e-14,2.1293347424761683e-20,3.8153172328782283e-08,1.6953814396305678e-27,7.935355858430295e-08,3.194285487958667e-21,6.4060021259457871e-17,8.1400732369970685e-18,1.4243813236802321e-20,3.2262966651064612e-11,2.6953481874209034e-20,0.0056657941811686808,0.0071292701356914772,2.1746426191440549e-11,5.122137349921119e-05,2.4163655640167262e-15,1.8823907534686931e-08,9.2997281249238977e-05,9.5094389467127804e-09,1.7280275315168737e-06,2.4100739135150889e-06,2.0903219547659281e-15,7.0485408752052079e-14,3.00278940181949e-12
4.248492841289568e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32459314235933423,0.11290900982163193,0.019240742038338927,2.3352711277193548e-11,6.0360348842053728e-08,0.00016313521901214006,8.2733308480242915e-08,3.3353707096676304e-14,2.1830976554872539e-20,3.8321050363264987e-08,1.7398161426792133e-27,7.9658325316885718e-08,3.247121109417705e-21,6.5360729646978972e-17,8.2934699062696217e-18,1.4529076073279228e-20,3.2598033576026449e-11,2.7535530244210547e-20,0.0056652369620835601,0.0071597474656265288,2.1837861027693511e-11,5.1394857371858205e-05,2.4372419769636848e-15,1.9058159903329442e-08,9.3828004023910501e-05,9.583342283432936e-09,1.7510843739379533e-06,2.4338007187819492e-06,2.1274710883109991e-15,7.167464018240198e-14,3.0511081475295008e-12
4.2888342711155017e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32453127906292395,0.1129084021366752,0.019210284318660193,2.441994830367475e-11,6.2367580344599253e-08,0.00016635374152535823,8.5182133057662252e-08,3.4290697893345405e-14,2.293908540461611e-20,3.865613288339821e-08,1.8314937971663513e-27,8.026643206226312e-08,3.3545945148461296e-21,6.8019968051728762e-17,8.6064311302040017e-18,1.5112278317488001e-20,3.3272912905398759e-11,2.8728543916179802e-20,0.0056641233582364276,0.0072206116112735908,2.2020455311255857e-11,5.1741203203168137e-05,2.4794636324876598e-15,1.9532000257024414e-08,9.5499347515760162e-05,9.7317760839908511e-09,1.7977706842310959e-06,2.4815571381477808e-06,2.2031798334435747e-15,7.409559399333769e-14,3.14941884086503e-12
4.325141557958842e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32447569256358749,0.1129078423131633,0.019182923492536676,2.5412661614008001e-11,6.4214854284519792e-08,0.00016927429133771211,8.7425261227707349e-08,3.5147969493873217e-14,2.3974752545441079e-20,3.8956941121801247e-08,1.9172851657470355e-27,8.0812130924031516e-08,3.4533946349400802e-21,7.0480153056270245e-17,8.8952157720973235e-18,1.5651828625508535e-20,3.388569777106677e-11,2.9835818653311563e-20,0.005663122064103872,0.0072752863626145466,2.2184476800234416e-11,5.2052213124989779e-05,2.5180032917086929e-15,1.9964564987500997e-08,9.7014813987695298e-05,9.8660784629634288e-09,1.8404441948318812e-06,2.5248822379632925e-06,2.2729443697833782e-15,7.6323418720636642e-14,3.2398275720025117e-12
4.3614488448021826e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32442019156299884,0.11290727028929054,0.019155610981539891,2.6436588841979872e-11,6.6101281626862989e-08,0.00017221740937176723,8.9705766345165523e-08,3.6018558583506573e-14,2.5047803028245906e-20,3.9257025777864472e-08,2.0062752776432005e-27,8.1356348038481285e-08,3.5541813064459455e-21,7.3004747957811727e-17,9.1908429902933526e-18,1.6205516494293505e-20,3.450357410724328e-11,3.0975555821882228e-20,0.005662121667357402,0.0073298637817836463,2.2348202052329008e-11,5.236256688942843e-05,2.5570610080872896e-15,2.0402945003682598e-08,9.8540916287345208e-05,1.0001052068175594e-08,1.883742352824358e-06,2.5685325698422315e-06,2.3442706908804867e-15,7.8598215812062428e-14,3.3320879226179664e-12
4.397756131645523e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32436477586212437,0.11290668609137759,0.019128346674305161,2.7492422304484546e-11,6.8027379640539354e-08,0.00017518304329188747,9.2023890999825782e-08,3.6902535261130028e-14,2.615925240292037e-20,3.9556389032103537e-08,2.0985524908318488e-27,8.1899112706723601e-08,3.6569754180595549e-21,7.5594778987031639e-17,9.4934073816338487e-18,1.6773576150653976e-20,3.5126524399360831e-11,3.2148405046155561e-20,0.0056611221660979334,0.0073843440875641852,2.251163167953676e-11,5.2672272245237001e-05,2.5966428888221011e-15,2.084716749225529e-08,0.00010007762653258902,1.0136693774538631e-08,1.9276683461384441e-06,2.6125072047264831e-06,2.417178833049822e-15,8.0920548940824987e-14,3.426223194164043e-12
4.4340634184888635e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32430944526270444,0.11290608974567402,0.019101130459805576,2.8580863051526325e-11,6.9993668450687436e-08,0.00017817114097997411,9.4379876151316999e-08,3.7799968985048e-14,2.731013474843501e-20,3.9855033181717911e-08,2.1942067300607008e-27,8.2440453313970395e-08,3.7617978632908459e-21,7.8251277266922165e-17,9.8030038676105454e-18,1.7356243325269228e-20,3.5754531106462117e-11,3.3355022746200654e-20,0.0056601235584352403,0.0074387274980883232,2.2674766292245611e-11,5.2981336741185419e-05,2.6367550554635966e-15,2.1297259476469286e-08,0.0001016249169307727,1.0273000475375755e-08,1.9722253370626464e-06,2.6568052178258168e-06,2.4916888738186653e-15,8.3290982980780481e-14,3.5222568002817594e-12
4.470370705332204e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32425419956724466,0.11290548127835884,0.019073962227350642,2.9702620881408349e-11,7.2000671028819073e-08,0.00018118165053152856,9.6773961137032879e-08,3.871092858301324e-14,2.8501502840010268e-20,4.0152960634493166e-08,2.2933294984281909e-27,8.2980397361185996e-08,3.8686695402780648e-21,8.0975278748241122e-17,1.0119727689069336e-17,1.795375524237119e-20,3.638757666405487e-11,3.4596072139426628e-20,0.0056591258424877888,0.0074930142308396019,2.2837606499238794e-11,5.3289767733247192e-05,2.6774036437032001e-15,2.175324781712953e-08,0.0001031827597783514,1.0409969082172235e-08,2.0174164623921362e-06,2.7014256885510963e-06,2.5678209306080593e-15,8.5710083978874108e-14,3.6202122662506627e-12
4.5066779921755444e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32419903857900667,0.11290486071554069,0.019046841866584965,3.0858414355321849e-11,7.4048913182915698e-08,0.0001842145202518788,9.9206383680034692e-08,3.9635482262154087e-14,2.9734428315915401e-20,4.045017390294464e-08,2.396013888919073e-27,8.3518971495648352e-08,3.9776113516160143e-21,8.3767824145839051e-17,1.0443674400959621e-17,1.8566350609478475e-20,3.7025643486871244e-11,3.5872223242058048e-20,0.0056581290163825885,0.007547204502655446,2.3000152907699141e-11,5.3597572391457801e-05,2.7185948031679465e-15,2.2215159213611861e-08,0.00010475112746053375,1.0547596524351413e-08,2.0632448335757434e-06,2.7463677004500631e-06,2.6455951594308139e-15,8.8178419128069646e-14,3.7201132284403825e-12
4.542985279018885e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32414396210199964,0.11290422808325834,0.019019769267486955,3.20489708113563e-11,7.6138923547480119e-08,0.00018726969865256188,1.0167737989692945e-07,4.0573697618799011e-14,3.1010001843896492e-20,4.0746675598689405e-08,2.5023545958977965e-27,8.4056201540472926e-08,4.0886442041978068e-21,8.6629958875832359e-17,1.0774939867120371e-17,1.9194269607178682e-20,3.7668713971537392e-11,3.7184152870557127e-20,0.00565713307825503,0.0076012985297296458,2.3162406123214243e-11,5.3904757706460662e-05,2.7603346972203918e-15,2.2683020204878154e-08,0.00010632999245092718,1.0685879749044187e-08,2.109713536862417e-06,2.7916303411456299e-06,2.725031753598806e-15,9.0696556740572024e-14,3.8219834337619209e-12
4.5792925658622253e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32408896994097208,0.11290358340748097,0.018992744320367471,3.3275026377921831e-11,7.8271233573540274e-08,0.00019034713444785487,1.0418718430572368e-07,4.1525641648194393e-14,3.2329333287217955e-20,4.1042468427043851e-08,2.6124479265595533e-27,8.4592112523101346e-08,4.2017890090696992e-21,8.9562732993633849e-17,1.1113620255101142e-17,1.9837753878960143e-20,3.8316770499152854e-11,3.8532544642995108e-20,0.0056561380262487573,0.0076552965276148457,2.3324366749780993e-11,5.421133049575581e-05,2.8026295027507355e-15,2.3156857170417852e-08,0.00010791932731118534,1.0824815720847694e-08,2.1568256334467726e-06,2.8372127022765722e-06,2.8061509424439225e-15,9.3265066220980054e-14,3.9258467391142543e-12
4.615599852705566e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32403406190140321,0.11290292671410847,0.018965766915868588,3.4537325986600028e-11,8.0446377518606863e-08,0.00019344677655144154,1.0673602983365072e-07,4.2491380754115282e-14,3.3693551870313592e-20,4.1337555181834875e-08,2.7263918123408766e-27,8.5126728702804357e-08,4.3170666812978219e-21,9.2567201132817256e-17,1.1459812031015824e-17,2.0497046521091984e-20,3.8969795437784002e-11,3.9918088980378216e-20,0.0056551438585155196,0.0077091987112249969,2.3486035389809768e-11,5.4517297409676252e-05,2.8454854099736572e-15,2.3636696331217567e-08,0.00010951910469065712,1.0964401421616114e-08,2.2045841596134698e-06,2.8831138794403915e-06,2.888972990056506e-15,9.5884518039918279e-14,4.0317271108339623e-12
4.651907139548906e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32397923778949611,0.11290225802897191,0.01893883694496221,3.5836623384429571e-11,8.2664892436587566e-08,0.00019656857407320796,1.0932414782497189e-07,4.3470980758366834e-14,3.5103806344041101e-20,4.1631938740416115e-08,2.8442858202908566e-27,8.5660073597231007e-08,4.4344981398463843e-21,9.5644422444805108e-17,1.1813611954434248e-17,2.1172392072552563e-20,3.9627771144874353e-11,4.134148310793244e-20,0.0056541505732150381,0.0077630052948378069,2.364741264412971e-11,5.4822664937108336e-05,2.8889086222366941e-15,2.4122563750755212e-08,0.00011112929732603714,1.110463385024886e-08,2.2529921268811268e-06,2.9293329721382186e-06,2.9735181940319905e-15,9.855548370808094e-14,4.1396486241469761e-12
4.6882144263922466e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32392449741216955,0.1129015773778337,0.018911954298948878,3.7173681145634612e-11,8.4927318167655765e-08,0.00019971247631615967,1.1195176804874943e-07,4.4464506910175252e-14,3.656126515053246e-20,4.1925622058880999e-08,2.9662311644041398e-27,8.619217000803681e-08,4.5541043074670062e-21,9.8795460539367363e-17,1.2175117073312782e-17,2.1864036505005716e-20,4.0290679969574574e-11,4.2803431056350729e-20,0.0056531581685148862,0.0078167164920971768,2.3808499111993407e-11,5.5127439410967772e-05,2.9329053558154883e-15,2.4614485335899727e-08,0.00011274987804101793,1.1245510022458454e-08,2.3020525221454329e-06,2.9758690837216745e-06,3.0598068842301444e-15,1.0127853575008162e-13,4.2496354626105933e-12
4.724521713235587e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32386984057705059,0.11290088478638803,0.018885118869456412,3.8549270682799523e-11,8.7234197328075579e-08,0.00020287843277345637,1.1461911870659191e-07,4.5472023895466409e-14,3.8067116587630711e-20,4.2218608167466596e-08,3.0923307169165166e-27,8.6723040045615174e-08,4.6759061105989857e-21,1.0202138342592426e-16,1.2544424718963586e-17,2.2572227212825126e-20,4.0958504254994446e-11,4.4304643663005992e-20,0.0056521666425903656,0.007870332516015625,2.3969295391080782e-11,5.5431627013441187e-05,2.9774818397107922e-15,2.5112486837839043e-08,0.00011438081974594387,1.1387026970578182e-08,2.3517683078209291e-06,3.0227213213416033e-06,3.1478594215531136e-15,1.0405424767876488e-13,4.3617119175609154e-12
4.7608290000789276e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32381526709246838,0.11290018028026114,0.018858330548438697,3.9964172257495129e-11,8.9586075299987729e-08,0.00020606639312555891,1.1732642644037005e-07,4.6493595846030787e-14,3.9622568972908273e-20,4.2510900166141553e-08,3.2226890195640415e-27,8.7252705152958582e-08,4.7999244792800358e-21,1.0532326345564397e-16,1.2921632501061253e-17,2.329721300316638e-20,4.1631226340378863e-11,4.5845838573133201e-20,0.0056511759936243829,0.0079238535789766841,2.4129802077504562e-11,5.5735233781004606e-05,3.0226443154681974e-15,2.5616593853063196e-08,0.00011602209543746645,1.1529181743371348e-08,2.4021424219823972e-06,3.0698887958986178e-06,3.2376961967304682e-15,1.0688319397008248e-13,4.4759023875682461e-12
4.797136286922268e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32376077676744602,0.11289946388501171,0.018831589228174371,4.1419174990362686e-11,9.1983500221151195e-08,0.00020927630723748097,1.200739163399034e-07,4.7529286348573737e-14,4.1228850807258128e-20,4.2802501220371377e-08,3.3574122948066568e-27,8.7781186128677285e-08,4.9261803470670055e-21,1.0870217726432555e-16,1.3306838302687663e-17,2.4039244086086869e-20,4.2308828563210066e-11,4.7427740240983936e-20,0.0056501862198073431,0.0079772798927373236,2.4290019765815239e-11,5.603826560923237e-05,3.0683990369772677e-15,2.6126831824224059e-08,0.00011767367819820137,1.1671971405803925e-08,2.4531777785056284e-06,3.1173706219953133e-06,3.3293376291156911e-15,1.0976595003763214e-13,4.5922313778729397e-12
4.833443573765608e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32370636941169512,0.11289873562613094,0.018804894801265591,4.2915076870661587e-11,9.4427022974642183e-08,0.0002125081251561405,1.2286181195061691e-07,4.8579158453650449e-14,4.2887210938048872e-20,4.3093414557054077e-08,3.4966084570173411e-27,8.8308503149204123e-08,5.0546946509661211e-21,1.1215920571605565e-16,1.3700140275415837e-17,2.479857206471303e-20,4.2991293261238541e-11,4.9051079930956703e-20,0.0056491973193370437,0.0080306116684302972,2.444994904900448e-11,5.6340728257407401e-05,3.1147522702633257e-15,2.6643226041013757e-08,0.00011933554119638723,1.1815393038865362e-08,2.5048772672066394e-06,3.1651659178900907e-06,3.4228041655028365e-15,1.1270309220757248e-13,4.7107234998285288e-12
4.869750860608949e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3236520448356085,0.11289799552904316,0.018778247160636766,4.445268476528715e-11,9.6917197178518474e-08,0.00021576179710780635,1.256903352811668e-07,4.9643274684484864e-14,4.459891872184101e-20,4.338364346061988e-08,3.6403871236377502e-27,8.8834675790213223e-08,5.1854883313723903e-21,1.1569543384762848e-16,1.4101636834433239e-17,2.5575449925454902e-20,4.3678602774444804e-11,5.0716595718706189e-20,0.0056482092904185594,0.0080838491165665521,2.4609590518510724e-11,5.6642627352942603e-05,3.1617102933222631e-15,2.7165801641147007e-08,0.00012100765768554589,1.1959443739402421e-08,2.5572437539805538e-06,3.2132738054524926e-06,3.5181162789489469e-15,1.1569519769433525e-13,4.8314034703660092e-12
4.906058147452289e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32359780285025463,0.11289724361910584,0.018751646199533307,4.6032814427263864e-11,9.9454579175441588e-08,0.00021903727349563502,1.2855970681103566e-07,5.0721697045672025e-14,4.6365264186656496e-20,4.3673191269288637e-08,3.7888596263012678e-27,8.9359723047277927e-08,5.3185823320178314e-21,1.1931195081371942e-16,1.4511426653704276e-17,2.6370132028267801e-20,4.4370739446934123e-11,5.2425032492234159e-20,0.0056472221312641535,0.0081369924470375589,2.4768944764224665e-11,5.6943968395622481e-05,3.209279395926985e-15,2.7694583611187479e-08,0.00012269000100414369,1.210412061989408e-08,2.6102800809401142e-06,3.2616934101199967e-06,3.6152944676068228e-15,1.1874284457587285e-13,4.9542961114219528e-12
4.94236543429563e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32354364326737117,0.11289647992161014,0.018725091811520416,4.7656290503719884e-11,1.0203972802225583e-07,0.00022233450489729401,1.3147014549809611e-07,5.1814487031763348e-14,4.8187558193790299e-20,4.3962061371479603e-08,3.9421390219243447e-27,8.9883663355792928e-08,5.4539975999281995e-21,1.2300984983280212e-16,1.4929608661172018e-17,2.7182874096960844e-20,4.5067685628766079e-11,5.4177141952964875e-20,0.0056462358400931733,0.008190041869117674,2.4928012374492019e-11,5.724475676167305e-05,3.2574658794048691e-15,2.8229596787366602e-08,0.00012438254457525561,1.2249420808281424e-08,2.663989066552383e-06,3.3104238608561985e-06,3.7143592535794761e-15,1.2184661176909257e-13,5.0794263493721483e-12
4.97867272113897e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32348956589935901,0.11289570446178103,0.018698583890481808,4.9323946543347551e-11,1.0467320547953889e-07,0.00022565344206266715,1.3442186878614267e-07,5.2921705635734723e-14,5.0067132599163316e-20,4.4250257202367634e-08,4.1003401037670322e-27,9.0406514610185258e-08,5.5917550853878425e-21,1.2679022813379902e-16,1.5356282033999395e-17,2.8013933209552322e-20,4.576942367772139e-11,5.5973682616807835e-20,0.0056452504151319558,0.0082429975914664628,2.5086793936119111e-11,5.7544997707668723e-05,3.3062760564919143e-15,2.8770865856576031e-08,0.00012608526190622979,1.2395341447830868e-08,2.7183735057750978e-06,3.3594642901103146e-06,3.8153311817786054e-15,1.2500707900640289e-13,5.2068192145133198e-12
5.014980007982311e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32343557055927652,0.11289491726477754,0.018672122330618525,5.1036625003356423e-11,1.073555760011128e-07,0.00022899403591163827,1.3741509261239207e-07,5.4043413357337203e-14,5.2005340414210448e-20,4.4537782240580387e-08,4.2635794124635959e-27,9.0928294182438271e-08,5.7318757419123239e-21,1.3065418690345537e-16,1.5791546193850134e-17,2.8863567788671583e-20,4.6475935961007201e-11,5.7815419815210076e-20,0.0056442658546137442,0.0082958598221310395,2.5245290034379153e-11,5.7844696374284575e-05,3.3557162511550816e-15,2.9318415357170532e-08,0.00012779812658835383,1.2541879696908477e-08,2.7734361701930292e-06,3.4088138337779341e-06,3.9182308187928634e-15,1.2822482681172165e-13,5.3364998404830326e-12
5.051287294825651e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32338165706083422,0.1128941183556932,0.018645707026447678,5.2795177255923855e-11,1.1008740672350878e-07,0.00023235623753194848,1.4045003141495061e-07,5.5179670211330265e-14,5.4003555966289512e-20,4.4824640005031174e-08,4.4319752470240631e-27,9.1449018939952408e-08,5.8743805262284605e-21,1.346028312344262e-16,1.6235500802209343e-17,2.9732037592007258e-20,4.7187204856903243e-11,5.9703125696201152e-20,0.0056432821567785904,0.0083486287685483624,2.5403501253014241e-11,5.8143857789901185e-05,3.4057927983402181e-15,2.9872269679709742e-08,0.0001295211122965233,1.2689032728811752e-08,2.8291798081522478e-06,3.4584716311629731e-06,4.0230787517796538e-15,1.3150043647632385e-13,5.4684934636729169e-12
