Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24),CHOX(53)
1.0489811366171253e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995568,0.11866996602992302,0.022821567693053268,1.1209968454841824e-87,1.827190530783752e-56,3.1031599827511989e-32,1.5104512816691505e-66,1.3659260610518106e-48,3.8934756002970529e-108,1.0666633191655026e-20,3.4973484015385468e-98,1.0666633191615363e-20,3.4394886247666843e-67,1.7126338728071878e-60,2.3910071697782782e-90,1.4447570369007555e-91,1.5495552653436272e-45,1.668539490423654e-78,4.2302345180290071e-14,2.0339343485717692e-15,7.8398792570216583e-19,7.8398846058243793e-19,2.6576418279974251e-25,1.1202880695994583e-27,3.5510313001632989e-32,9.0781171702672709e-30,1.2399694097877378e-54,1.6689361845349877e-44,1.7274339908124642e-79,1.7630487335812151e-81
2.0980191871909876e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991132,0.11866996602988072,0.022821567693052252,3.2890203475198903e-85,2.9233381467218927e-55,2.4277618724346828e-31,1.1124024099366738e-64,1.0928093253155233e-47,1.1462354376202158e-105,2.1333845116650242e-20,2.238517569774342e-96,2.1333845116491588e-20,5.5035516503055105e-66,2.7400569152979897e-59,3.5202886217136113e-88,2.127120926193876e-89,1.2395479095180374e-44,5.3396973303661577e-77,8.4606985533797296e-14,4.0679790511304547e-15,1.568017853999021e-18,1.5680199980530442e-18,1.0586531356555213e-24,8.9276908165183086e-27,3.2776306091774288e-31,3.6309076757566501e-29,4.5699913051768613e-53,2.608391856130471e-43,2.534688142560815e-77,2.5980947216000158e-79
4.196095288338712e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982262,0.11866996602979611,0.022821567693050219,1.0513871117294863e-82,4.6763003536134335e-54,1.9092643228415387e-30,8.9631309932523799e-63,8.7427401898326799e-47,3.6910919308353458e-103,4.266826896680366e-20,1.4327186080351732e-94,4.2668268966169048e-20,8.8059704148841282e-65,4.3831102445625838e-58,5.6695854219224461e-86,3.4258247889825839e-87,9.9141370442751465e-44,1.70876095173522e-75,1.6921626623957225e-13,8.1360684562452729e-15,3.1360761092105339e-18,3.1360847207557179e-18,4.1995368038728057e-24,7.0868889957017195e-26,3.3129831982397312e-30,1.4520031937514882e-28,1.843303622401239e-51,4.1009732054138824e-42,4.0524031247107727e-75,4.1894117888645954e-77
8.39224749063416e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319964526,0.11866996602962689,0.022821567693046149,3.7127814706944124e-80,7.4783472323580186e-53,1.4970300374042742e-29,8.0444093154589781e-61,6.9942850652668065e-46,1.323865624310112e-100,8.5337116667762465e-20,9.1695978898931935e-93,8.5337116665223981e-20,1.4089756913965772e-63,7.0094580902357736e-57,1.0170414539575579e-83,6.1454313529717039e-85,7.9274360216028653e-43,5.4681176168605652e-74,3.3843482764616422e-13,1.6272247266464689e-14,6.2721862141179073e-18,6.2722209354493982e-18,1.6523467366412321e-23,5.5828517745853551e-25,3.7311845446911009e-29,5.8049587589651557e-28,8.2824514690887975e-50,6.4320984711742021e-41,7.1572884792013218e-73,7.5251108758365695e-75
1.6784551895225059e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319929054,0.11866996602928845,0.022821567693038013,1.4254504061336823e-77,1.1953103267631912e-51,1.1593314032997195e-28,7.9765157406281116e-59,5.595443900899566e-45,5.2468246720876593e-98,1.7067481207228797e-19,5.8685847998284932e-91,1.7067481206213398e-19,2.2543691349076308e-62,1.120358568946655e-55,2.0158436879315746e-81,1.218064580533371e-82,6.3356472296241946e-42,1.7498045000927462e-72,6.7687195043951648e-13,3.2544604886862658e-14,1.2544380801974534e-17,1.2544521788583174e-17,6.3993355062480546e-23,4.3335284443908724e-24,4.6395230337466771e-28,2.3195085563529011e-27,4.1106634384901069e-48,9.9703373840002095e-40,1.3742640216782547e-70,1.4932077788235284e-72
3.3569160704406852e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319858111,0.11866996602861156,0.022821567693021742,5.6630226068389024e-75,1.9085620511487436e-50,8.7431052812382394e-28,8.432223716935243e-57,4.4763273534475804e-44,2.217788158789789e-95,3.4135020289177045e-19,3.7558802837165944e-89,3.4135020285115442e-19,3.606970442340444e-61,1.7888650954257159e-54,4.2606830539502023e-79,2.5744957530438427e-80,5.05841940138548e-41,5.5993447485089366e-71,1.3537461959468933e-12,6.5089320127495131e-14,2.5088667490693864e-17,2.5089246827004989e-17,2.4058528682677716e-22,3.2717379739888533e-23,6.1423741735124191e-27,9.258223256231641e-27,2.1741283232766281e-46,1.5065152267617622e-38,2.7300743244702933e-68,3.1583626515180247e-70
6.713837832277045e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319716225,0.11866996602725778,0.022821567692989198,2.1641204550793507e-72,3.0411654962037781e-49,6.2808369125340542e-27,9.0326334384542067e-55,3.5809962062557455e-43,9.5036621069423941e-93,6.827009845724607e-19,2.4037237363791274e-87,6.8270098440999724e-19,5.7710514620924125e-60,2.8503668051163567e-53,9.1275637856766018e-77,5.5152703530086001e-78,4.0306533752438414e-40,1.7917595712277632e-69,2.7074946866443379e-12,1.3017875060810636e-13,5.0176830926851167e-17,5.0179252629778048e-17,8.5800936351130404e-22,2.3513477763970045e-22,8.227717886242538e-26,3.6875209722573578e-26,1.164613789476619e-44,2.1718912357430198e-37,5.2159595770613755e-66,6.7681627748908541e-68
1.3427681355949762e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319432446,0.11866996602455024,0.022821567692924108,7.3203038034978992e-70,4.8262226486352132e-48,4.1695756873527004e-26,9.2921409367380958e-53,2.8646833871803348e-42,3.9132517497058811e-90,1.3654025481007382e-18,1.5383254905858241e-85,1.3654025474508906e-18,9.2333290135770292e-59,4.5231964987857321e-52,1.8783299181191451e-74,1.1349631550033671e-75,3.1990788586164833e-39,5.7334150126610162e-68,5.4149916667699906e-12,2.6035761156671464e-13,1.0035151808763622e-16,1.0036182653421806e-16,2.8108613916227624e-21,1.560908639879064e-21,1.0567636976906299e-24,1.4625402754965513e-25,5.9880350234995199e-43,2.9008161829453586e-36,8.8186888724329307e-64,1.3926595726305861e-65
2.6855368403295197e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318864889,0.11866996601913514,0.022821567692793927,2.0377848151030726e-67,7.5980563231597915e-47,2.4814030421398195e-25,8.7705335706333639e-51,2.2915616003181712e-41,1.4794931541362325e-87,2.7308056758248516e-18,9.8445223689246124e-84,2.7308056732255118e-18,1.4772172388916771e-57,7.1201999224449255e-51,3.5473687281260189e-72,2.1434439800095541e-73,2.5194691659917609e-38,1.834551807962012e-66,1.082998562194435e-11,5.2071533347348083e-13,2.0069433399174736e-16,2.0073862362549195e-16,8.193707393890869e-21,9.2845173201213709e-21,1.2434794501204166e-23,5.7527377637510976e-25,2.8234564482716097e-41,3.4842485159053339e-35,1.2266654711688559e-61,2.6288565092694391e-63
5.3710742497986066e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631772978,0.11866996600830494,0.02282156769253357,4.5187027724573557e-65,1.1778722785683897e-45,1.3064944531726958e-24,7.4186318562267285e-49,1.8329518004933423e-40,5.0177698564134663e-85,5.4616119339426581e-18,6.2995135863110772e-82,5.4616119235461362e-18,2.3631764808840811e-56,1.1034632926896944e-49,6.0049554139749433e-70,3.6283354168350674e-71,1.9546972314018375e-37,5.8696587530745596e-65,2.1659973511985275e-11,1.0414307772452602e-12,4.0135373555902384e-16,4.0154272988928304e-16,2.1004093130866755e-20,4.882234631093761e-20,1.3098439293404086e-22,2.2266882679372691e-24,1.1926409810433667e-39,3.7119746054010718e-34,1.3587875661074162e-59,4.4475960125289257e-61
1.0742149068736782e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315459557,0.11866996598664456,0.022821567692012854,8.1581934487724584e-63,1.773751320438555e-44,6.1770219309757118e-24,5.6581132802921295e-47,1.4658850900752724e-39,1.5367897877298035e-82,1.0923224460853788e-17,4.0304314979678647e-80,1.0923224419273161e-17,3.7798937389095592e-55,1.6607797555037285e-48,9.1661158653215304e-68,5.5381749995940404e-69,1.4744391813517348e-36,1.8777097213259295e-63,4.3319949210835984e-11,2.0828616646221472e-12,8.0256764515423737e-16,8.0335990054446107e-16,4.8331574165877315e-20,2.3021247828225772e-19,1.2438713204272228e-21,8.3625469124172435e-24,4.5421408296691816e-38,3.5517268775467538e-33,1.2253285872184993e-57,6.781984394115007e-59
