Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),CO2X(24),acetyl(44),C2H6X(52),C2H4X(215),CH4OX(63),C2H4X(70),HOCO(73),CHO2X(213),CHO2(74),S(216)
1.9686968695646448e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230717906894524,0.11866986939040831,0.0228215662882724,1.4479528699720097e-37,2.1215173665776494e-23,2.059962504786102e-15,3.070165366882329e-26,1.823132592473001e-23,2.376777181468814e-50,1.7375314605308762e-09,1.2043291111050634e-45,1.7375266473558695e-09,2.0537514817364556e-31,1.8696910991364385e-30,3.5430778095368933e-40,4.0843441460077105e-41,5.215095760636268e-17,3.0916670497934005e-33,9.489077699550295e-08,2.809563303358389e-09,1.9466020092639215e-11,3.946281447583199e-17,1.6083993986670844e-16,8.40763133834232e-12,3.850397257345965e-15,2.9727663302392093e-13,2.5394879629412917e-12,7.792694292758843e-23,1.5055910778921925e-23,1.5710198236675583e-21,1.4373589802545075e-16,1.7627467847244513e-30,6.169719263418021e-34,7.327333814949908e-17,1.8799730303446396e-35,1.3430064746138918e-34,4.905740711603303e-42,2.661986815607488e-30,2.8042331296972995e-37,2.113971688924403e-37,2.7891948868076215e-40,4.793940538237796e-46,3.734408238676249e-41,3.050132264896942e-50,6.169985016937174e-77
2.1207377570224194e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523071715207258,0.11866986192705958,0.022821566179782225,2.451597402489069e-37,2.6561428054124407e-23,2.3804948048874466e-15,4.4716494081618597e-26,2.278983477034645e-23,4.048718170464847e-50,1.871719613975943e-09,1.8815674031818425e-45,1.871714030998054e-09,2.765472131489509e-31,2.5098181415126535e-30,5.580824367979397e-40,6.43030760299453e-41,6.051721605098461e-17,4.1038229424324566e-33,1.0221906879005223e-07,3.026543573545092e-09,2.1544619104769208e-11,4.542846574702168e-17,1.864848623417213e-16,8.867110035727585e-12,4.061032703927711e-15,3.1497042279476407e-13,2.9308516608464206e-12,1.0491802958323532e-22,1.8662012821801582e-23,1.957470134504139e-21,1.6656819534645737e-16,2.149908780587702e-30,9.709237613239948e-34,8.327069551863817e-17,2.97091072328858e-35,2.105071463021707e-34,8.291674904214758e-42,3.5845586434734886e-30,3.7161130010040753e-37,3.055993654118905e-37,3.921573759913282e-40,8.3842065049636e-46,6.035631407887062e-41,5.701448057714938e-50,1.275179776712955e-76
2.272778644480194e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230716397244847,0.11866985446371758,0.022821566071292057,3.995941995865406e-37,3.2744019463965344e-23,2.722887204557501e-15,6.33632152944973e-26,2.805112705663043e-23,6.637247514918789e-50,2.0059077651833314e-09,2.8500863050206274e-45,2.0059013556153833e-09,3.6478666059050724e-31,3.300651558707425e-30,8.505785706185205e-40,9.795791659701355e-41,6.950558601909482e-17,5.330826504658573e-33,1.0954735382353204e-07,3.2435238350907188e-09,2.36878590411803e-11,5.176158883772569e-17,2.140018576604193e-16,9.305336903207276e-12,4.261925820154726e-15,3.3184581557777917e-13,3.344303316879479e-12,1.3818097414393575e-22,2.2777470029500614e-23,2.401663718000232e-21,1.9104841520525696e-16,2.5800491701974988e-30,1.4784379303418617e-33,9.389012935766519e-17,4.539656346938838e-35,3.1937353861108628e-34,1.349159996706563e-41,4.7283949411104424e-30,4.818828410360543e-37,4.305676628165687e-37,5.3676539665280474e-40,1.4057660016490594e-45,9.404235726657477e-41,1.016131818343174e-49,2.4957732498603542e-76
2.4248195319379686e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523071564241162,0.11866984700038236,0.022821565962801885,6.302157266709765e-37,3.9825260689295535e-23,3.086927399302922e-15,8.76721426486121e-26,3.406558394705026e-23,1.0525608193211514e-49,2.1400959141177806e-09,4.202550678957415e-45,2.1400886212188443e-09,4.726254429825119e-31,4.2638427840737906e-30,1.2599132266377874e-39,1.4502987390115557e-40,7.911606918507653e-17,6.796346937279041e-33,1.168756320959476e-07,3.4605040880044127e-09,2.5892751674082065e-11,5.845298352874388e-17,2.433861654482455e-16,9.723295291472731e-12,4.453527405848938e-15,3.4794064861605615e-13,3.778821339078468e-12,1.7855020108446025e-22,2.742951850108248e-23,2.9073896534516482e-21,2.1716980073483024e-16,3.0532694056074244e-30,2.1879174361023985e-33,1.0513163928552215e-16,6.737107761562596e-35,4.710444005299818e-34,2.1241259421313978e-41,6.126328545700499e-30,6.132480710517712e-37,5.932235411498728e-37,7.178370923053389e-40,2.27272271692331e-45,1.4196015441745819e-40,1.738134615704035e-49,4.6605610295350595e-76
2.728901306853518e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523071413272984,0.11866983207373212,0.022821565745821552,1.4426401664901118e-36,5.693421277664348e-23,3.879150771274127e-15,1.5805785073660674e-25,4.855551523049554e-23,2.4346238882726642e-49,2.40847220503739e-09,8.535215247738696e-45,2.4084629754256083e-09,7.581041926210692e-31,6.80083753230406e-30,2.5723137337519453e-39,2.9581819694249115e-40,1.0020338156561317e-16,1.0538975496006788e-32,1.3153216835760714e-07,3.8944645679714286e-09,3.047622914727899e-11,7.287495068048008e-17,3.0773773743134983e-16,1.0502113916354519e-11,4.810555509974135e-15,3.779313844703991e-13,4.707204923777833e-12,2.841204117115306e-22,3.8447049801522013e-23,4.1184152224052214e-21,2.7430917977378813e-16,4.128382119356921e-30,4.4587906923960306e-33,1.2948088588374238e-16,1.378083296704708e-34,9.54138885935248e-34,4.845205327516669e-41,9.82717893190256e-30,9.472962732573239e-37,1.0640648012697882e-36,1.2110501503759683e-39,5.4198813063496115e-45,2.986761858731201e-40,4.587588597724854e-49,1.444380521718866e-75
2.982273732467245e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230712874791557,0.11866981963630373,0.022821565565025344,2.6812558426818257e-36,7.448980854655694e-23,4.603691581476985e-15,2.4549296169189176e-25,6.337466150873118e-23,4.561976147801858e-49,2.6320934649151563e-09,1.4536811343838797e-44,2.6320824485778075e-09,1.0813082569965682e-30,9.656965471776777e-30,4.387239634159826e-39,5.041356485594305e-40,1.196747254606335e-16,1.4599144095939998e-32,1.437445275620961e-07,4.2560568122440905e-09,3.4459713975470385e-11,8.590929573474353e-17,3.6702082642470527e-16,1.1097029425110032e-11,5.083278217029929e-15,4.0084045745433917e-13,5.536924841366913e-12,4.0175951980927204e-22,4.9488476501418726e-23,5.348289942399135e-21,3.2687456426529823e-16,5.153517007575855e-30,7.593132263621889e-33,1.5167006597280177e-16,2.349929652212125e-34,1.617548773459486e-33,8.977772082469883e-41,1.4017270837069857e-29,1.3077215092784005e-36,1.650138473648562e-36,1.7827203414974574e-39,1.03487017546208e-44,5.190047274177993e-40,9.439161069502914e-49,3.3521603715183074e-75
3.235646158080972e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523071161684142,0.11866980719889408,0.022821565384229144,4.7283277714073956e-36,9.535763712689165e-23,5.385944016591472e-15,3.6711856741077846e-25,8.093835849232226e-23,8.107652024338276e-49,2.8557147180980423e-09,2.370662506839057e-44,2.855701757964873e-09,1.4982545693915159e-30,1.3323548903293252e-29,7.15046481151298e-39,8.210089225444015e-40,1.408737852778209e-16,1.963566094761237e-32,1.5595686799022672e-07,4.617649032654859e-09,3.858053279855195e-11,9.982777874646035e-17,4.314284612424483e-16,1.1646806763114055e-11,5.335308627362189e-15,4.2201144920151425e-13,6.413564549795289e-12,5.511534366785428e-22,6.23350672824559e-23,6.796886870198679e-21,3.8391115493148546e-16,6.2934486824577074e-30,1.23566898092849e-32,1.755868340420708e-16,3.8236809640060116e-34,2.621500313147634e-33,1.5782501926774413e-40,1.9422876046980353e-29,1.7524070624461227e-36,2.4684099934941062e-36,2.530173273880258e-39,1.8652200905627852e-44,8.578670897650858e-40,1.8196712617553864e-48,7.223814747987077e-75
3.489018583694699e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230710358880466,0.11866979476150319,0.022821565203432943,7.976201631755759e-36,1.1983249243025555e-22,6.2251681134100135e-15,5.316894843427602e-25,1.0147976820012871e-22,1.377924419534423e-48,3.0793359644752225e-09,3.726172067218739e-44,3.079320903625154e-09,2.0255210150359588e-30,1.7938892722391758e-29,1.121475433542599e-38,1.286659838667093e-39,1.6380056749865188e-16,2.576173627024263e-32,1.6816918964202432e-07,4.979241229240041e-09,4.282827087033612e-11,1.1459389866549268e-16,5.009389446254572e-16,1.2154873214845667e-11,5.568217621954942e-15,4.415760777769354e-13,7.333563638651464e-12,7.369921043002182e-22,7.708548518006275e-23,8.48084901983126e-21,4.453884420140397e-16,7.544798694035533e-30,1.9350750344094415e-32,2.012311883292312e-16,5.979260744840585e-34,4.089721685424402e-33,2.6537858934953985e-40,2.6259029143712327e-29,2.2901549871184596e-36,3.581190685303019e-36,3.4824251818296305e-39,3.202205798520527e-44,1.3593894113781554e-39,3.32107556782869e-48,1.4600070974372784e-74
3.742391009308426e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230709100909666,0.11866978232413104,0.022821565022636745,1.2953219499670573e-35,1.482106925819714e-22,7.120680452459284e-15,7.491826300909122e-25,1.2523205202527271e-22,2.253961176868641e-48,3.302957203948033e-09,5.67406656300406e-44,3.302939885594089e-09,2.6810347872618718e-30,2.3651769133789086e-29,1.7019207986554293e-38,1.951087729604208e-39,1.884550782845663e-16,3.309073039733074e-32,1.8038149251751444e-07,5.3408334020344295e-09,4.71933091041546e-11,1.3017268745485146e-16,5.755306711914854e-16,1.2624394147900051e-11,5.783456967360039e-15,4.596562415284246e-13,8.2936335407811e-12,9.641429532921545e-22,9.383157312932059e-23,1.0416611229046187e-20,5.112761239912269e-16,8.903603386822201e-30,2.932171802252274e-32,2.2860312707225214e-16,9.036272240904278e-34,6.17516435148222e-33,4.295492693036802e-40,3.475828540432292e-29,2.9294954936211778e-36,5.060781448372079e-36,4.669374646977732e-39,5.273752535962434e-44,2.077845486309792e-39,5.785145638673963e-48,2.7998772448954416e-74
3.995763434922153e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523070784292989,0.11866976988677765,0.022821564841840558,2.0353833083027323e-35,1.8078996775323514e-22,8.071849512159722e-15,1.0308450364218952e-24,1.524283709171646e-22,3.566689468660285e-48,3.526578436428941e-09,8.405561603077153e-44,3.526558703904438e-09,3.484072121502393e-30,3.0621373312119216e-29,2.510098004338588e-38,2.8753796005806365e-39,2.1483732349111645e-16,4.173583933447424e-32,1.9259377661672285e-07,5.702425551071365e-09,5.166675872207934e-11,1.4653064166695218e-16,6.551821270329312e-16,1.3058294536268114e-11,5.982365884719769e-15,4.763647990802162e-13,9.290735223468522e-12,1.237628970327685e-21,1.126587004986339e-22,1.2620417248555896e-20,5.815441061060627e-16,1.0365510243578896e-29,4.318024764619097e-32,2.577026485093676e-16,1.3257867890149365e-33,9.063741292712908e-33,6.72690329545459e-40,4.517072026188811e-29,3.678633720971215e-36,6.990195299911804e-36,6.12157949287369e-39,8.378706058087548e-44,3.0787221551376866e-39,9.678646798485008e-48,5.116923509723836e-74
4.24913586053588e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230706584941976,0.118669757449443,0.02282156466104437,3.1072128400372694e-35,2.178693518931307e-22,9.078091300604112e-15,1.3892373795958495e-24,1.8330188554432354e-22,5.482214790734353e-48,3.750199661840593e-09,1.2154810333262337e-43,3.750177358586513e-09,4.455258028300651e-30,3.9017286057573716e-29,3.610749202817896e-38,4.133072914652403e-39,2.4294730868169433e-16,5.180992581097194e-32,2.0480604193967575e-07,6.064017676382805e-09,5.62404002357169e-11,1.636356560825272e-16,7.398718893131118e-16,1.3459279186356955e-11,6.16618832824048e-15,4.91805887384224e-13,1.0322058628048637e-11,1.5626080785611174e-21,1.336460987293072e-22,1.5108335801274787e-20,6.561624988924296e-16,1.1925951567034445e-29,6.202108802590759e-32,2.885297508790534e-16,1.895432681312851e-33,1.2978139648356182e-32,1.0234105588214958e-39,5.776392877446952e-29,4.545409729826931e-36,9.463878289906906e-36,7.870055679698225e-39,1.289999181482121e-43,4.4396971046162195e-39,1.5629481694968647e-47,8.99897937445434e-74
4.502508286149607e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523070532694668,0.11866974501212713,0.022821564480248187,4.624051378582929e-35,2.59749093681554e-22,1.0138866110087925e-14,1.8382613068658892e-24,2.1808575636180893e-22,8.21287811921936e-48,3.9738208801151e-09,1.7204948190740125e-43,3.973795849668335e-09,5.6165660470871e-30,4.9019466361623997e-29,5.08089254800005e-38,5.8115442213296475e-39,2.727850391390085e-16,6.34257961305524e-32,2.1701828848639938e-07,6.42560977799938e-09,6.09066376333051e-11,1.8145696837410938e-16,8.295786258931014e-16,1.382984778570624e-11,6.336064485063206e-15,5.06075614000566e-13,1.138500693812591e-11,1.9443590459291795e-21,1.5686714040096825e-22,1.789627253083108e-20,7.351016168211016e-16,1.35802132923966e-29,8.714317954553146e-32,3.210844324200112e-16,2.648607201487848e-33,1.81816247529803e-32,1.517726371388591e-39,7.28230251658841e-29,5.5373011659222476e-36,1.258836319997812e-35,9.946165989090168e-39,1.9319196841651203e-43,6.251524460345486e-39,2.446397937216294e-47,1.523899281028202e-73
4.755880711763335e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230704068944716,0.11866973257482999,0.022821564299452014,6.727062397913777e-35,3.067305701010923e-22,1.1253675389939788e-14,2.3931853036153513e-24,2.5701314366527993e-22,1.202573218809191e-47,4.197442091193344e-09,2.3894368280408013e-43,4.197414177175813e-09,6.991318000733724e-30,6.08182475988417e-29,7.011077394630269e-38,8.013402328442555e-39,3.043505198762643e-16,7.669645964314243e-32,2.2923051625692017e-07,6.787201855950437e-09,6.565845410273699e-11,1.9996510523505032e-16,9.242810949607235e-16,1.4172309364703722e-11,6.493061044272556e-15,5.192628966001767e-13,1.2477181248775125e-11,2.3882686162322676e-21,1.823896107383766e-22,2.0999981484018207e-20,8.183319769556059e-16,1.5323493390644e-29,1.2006976036650514e-31,3.5536669137115123e-16,3.626661591322608e-33,2.4981887515106796e-32,2.2002675317367804e-39,9.065064236719876e-29,6.661424450042174e-36,1.6482919645990942e-35,1.238155141830983e-38,2.8231618987618945e-43,8.618932123799116e-39,3.7246623312095187e-47,2.5039373224537844e-73
5.009253137377062e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307028109367,0.1186697201375516,0.02282156411865584,9.589886818960116e-35,3.5911619889534145e-22,1.2422058572328557e-14,3.0706717865306048e-24,3.003172076553164e-22,1.7252118939287947e-47,4.421063295024283e-09,3.2623515330188115e-43,4.421032341132889e-09,8.60418374051355e-30,7.461433054818545e-29,9.506681714788664e-38,1.0857925534418256e-38,3.376437556485237e-16,9.173528371978015e-32,2.4144272525126487e-07,7.1487939102641026e-09,7.04893673019794e-11,2.1913182768110352e-16,1.0239581446471631e-15,1.4488797045518696e-11,6.6381321721537205e-15,5.314500321381112e-13,1.3596365288160998e-11,2.8998185593629917e-21,2.1027598319723878e-22,2.443507682126689e-20,9.0582429756554e-16,1.7150974785894887e-29,1.6256901768751182e-31,3.913765259715786e-16,4.87653205482648e-33,3.373501647500738e-32,3.125599835620198e-39,1.1156693153226675e-28,7.92452561278552e-36,2.128022870908754e-35,1.5208096813670373e-38,4.036227958879142e-43,1.1661474284563335e-38,5.532438155376553e-47,3.9858100268649294e-73
5.26262556299079e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523070155292326,0.11866970770029196,0.02282156393785968,1.3423704119982505e-34,4.172093516120923e-22,1.3643589924842104e-14,3.888803352888679e-24,3.4823110851068434e-22,2.429844470705164e-47,4.644684491564268e-09,4.3862219122792595e-43,4.644650341561716e-09,1.0481180883093509e-29,9.061877444003808e-29,1.2689264342122024e-37,1.4482557184673936e-38,3.72664750964047e-16,1.086561534089553e-31,2.5365491546946027e-07,7.510385940967337e-09,7.539338555795667e-11,2.3893007635655603e-16,1.128588712633028e-15,1.478128250351711e-11,6.77224392429013e-15,5.427128731530404e-13,1.474051065609927e-11,3.484572659348079e-21,2.405836941978014e-22,2.821704429889197e-20,9.975494967048492e-16,1.9057904438671846e-29,2.16675490457907e-31,4.291139344605769e-16,6.450980217981613e-33,4.4849555249771276e-32,4.359676502751755e-39,1.3590956153748314e-28,9.332970878451176e-36,2.7127075883793843e-35,1.8457900395747653e-38,5.658290332523832e-43,1.5514272059125664e-38,8.037562704347682e-47,6.219841413231062e-73
5.515997988604518e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230700294904935,0.11866969526305107,0.022821563757063516,1.8482617359283952e-34,4.81314274105818e-22,1.491787592041382e-14,4.867102887779781e-24,4.0098800643710686e-22,3.365774869178108e-47,4.868305680776451e-09,5.8157312465556596e-43,4.868268178482778e-09,1.264967455411992e-29,1.0905299593336441e-28,1.66979355871935e-37,1.9044419579075474e-38,4.094135100947701e-16,1.2757381323954232e-31,2.6586708691153334e-07,7.871977948085977e-09,8.036497018674704e-11,2.5933392121978283e-16,1.2381518257643736e-15,1.505158844554878e-11,6.896084322001049e-15,5.531216595077322e-13,1.5907723804546244e-11,4.148165619432023e-21,2.733653960410105e-22,3.2361251176610884e-20,1.0934786908305605e-15,2.1039640596132185e-29,2.847116629644505e-31,4.685789150775941e-16,8.408798347675059e-33,5.879052175127508e-32,5.981366575491575e-39,1.6403371850685491e-28,1.0892754515216604e-35,3.4185020975421435e-35,2.2163251578657665e-38,7.79293211172091e-43,2.032867884746453e-38,1.1446170554554006e-46,9.40353577005099e-73
5.769370414218245e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523069903688225,0.11866968282582893,0.022821563576267356,2.50692692323807e-34,5.517360162539869e-22,1.6244552861706404e-14,6.026547295170787e-24,4.588210616770181e-22,4.592188259170886e-47,5.091926862630285e-09,7.614042787619173e-43,5.091885851915026e-09,1.513837714382409e-29,1.3014877916360704e-28,2.169071218069773e-37,2.472180813104758e-38,4.478900370856828e-16,1.4860434543771422e-31,2.7807923957751125e-07,8.233569931644783e-09,8.539900331688759e-11,2.8031851615124547e-16,1.3526265996871518e-15,1.5301398896424862e-11,7.0107859212486055e-15,5.627408966660454e-13,1.7096255150764224e-11,4.896294886351172e-21,3.0866918240542857e-22,3.6882954385157547e-20,1.1935831934924947e-15,2.3091663301580884e-29,3.6930919240970607e-31,5.097714660622302e-16,1.0814997478120235e-32,7.608337078833188e-32,8.08402964917475e-39,1.963121053706214e-28,1.260952028807145e-35,4.2631031090271466e-35,2.635665569263171e-38,1.0561902112655014e-42,2.627295312046394e-38,1.600803651533095e-46,1.4127220170043159e-72
6.022742839831973e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230697778855666,0.11866967038862554,0.022821563395471207,3.354086316105495e-34,6.287803640142071e-22,1.7623285114596606e-14,7.389580959441287e-24,5.219634345127829e-22,6.1794714944454735e-47,5.315548037101074e-09,9.853621764365964e-43,5.315503361875968e-09,1.7977348061085586e-29,1.5414828669260539e-28,2.7845877907365974e-37,3.171568875908803e-38,4.880943357639518e-16,1.7186555614025233e-31,2.902913734674213e-07,8.595161891667486e-09,9.049075948639484e-11,3.0186005601250556e-16,1.4719922384815008e-15,1.5532269136114407e-11,7.1161752224809e-15,5.716314531407756e-13,1.8304488793741248e-11,5.734713551411822e-21,3.465388072317165e-22,4.179730841566866e-20,1.2978345140253807e-15,2.5209580237717527e-29,4.734300742244054e-31,5.526915856542284e-16,1.3740986961178595e-32,9.731801644738753e-32,1.0777181721542994e-38,2.331349414148681e-28,1.4488574446983155e-35,5.265811597734555e-35,3.10709089986944e-38,1.4106925932488746e-42,3.353291096505798e-38,2.2022263574645977e-46,2.0313694770657884e-72
6.2761152654457e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230696520825625,0.1186696579514409,0.02282156321467506,4.431577287980345e-34,7.127537687282224e-22,1.905376187119155e-14,8.980132181552149e-24,5.906482852963938e-22,8.210676644558831e-47,5.539169204169443e-09,1.2617121872210695e-42,5.539120708381807e-09,2.1197993474102766e-29,1.8130406273806861e-28,3.536339417840836e-37,4.0251247820758425e-38,5.30026409748423e-16,1.9747721597382762e-31,3.025034885812907e-07,8.956753828176829e-09,9.563586906605864e-11,3.239357288216871e-16,1.5962280342785978e-15,1.574563639198588e-11,7.215080836225733e-15,5.798464520850373e-13,1.9530931622698034e-11,6.669222189539868e-21,3.8701391268315943e-22,4.711937381076908e-20,1.4062043561803006e-15,2.7389169060367684e-29,6.003884490436215e-31,5.973392720934622e-16,1.7264722499690885e-32,1.2315296707194617e-31,1.4188303426958125e-38,2.749099617941992e-28,1.653488426014097e-35,6.447599797804672e-35,3.633917030864364e-38,1.859160621253968e-42,4.2312455032247544e-38,2.9843437856039094e-46,2.9962391085620505e-72
6.529487691059428e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230695262792536,0.118669645514275,0.02282156303387892,5.788070338762368e-34,8.039632791732498e-22,2.0535696810254376e-14,1.0823627199485562e-23,6.651087744877209e-22,1.0783120237492014e-46,5.762790363820893e-09,1.5998325733562732e-42,5.762737891447535e-09,2.483306604692959e-29,2.118790349882704e-28,4.446635979210568e-37,5.057949470394109e-38,5.736862624588401e-16,2.255613935234058e-31,3.1471558491914713e-07,9.318345741194609e-09,1.008302963622494e-10,3.4652367447119443e-16,1.7253133668723752e-15,1.5942829719769882e-11,7.305026949503317e-15,5.874401406677555e-13,2.0774202873757623e-11,7.705660540315756e-21,4.301302496514091e-22,5.2864125006924945e-20,1.518664616741786e-15,2.9626403108663656e-29,7.538730620522605e-31,6.437145236199272e-16,2.1470815111071934e-32,1.5431945470927141e-31,1.8464773893086698e-38,3.2206241704186563e-28,1.8753084685986853e-35,7.83117881361611e-35,4.2194995121288337e-38,2.4203367440756543e-42,5.283398475833752e-38,3.988813267297094e-46,4.180871120888384e-72
6.757522874111782e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523069413056044,0.11866963432084175,0.022821562871162396,7.2937567460845305e-34,8.924929200950473e-22,2.1913215061936723e-14,1.2721267079569384e-23,7.372540928015474e-22,1.3654269958798194e-46,5.964049401157378e-09,1.9656759383388115e-42,5.963993216476886e-09,2.8487121523235844e-29,2.425456107168854e-28,5.4218746051334465e-37,6.163716437221593e-38,6.144573833812363e-16,2.530543187175174e-31,3.257064555697496e-07,9.643778442842616e-09,1.0554435491109414e-10,3.6727348751096883e-16,1.845619547922501e-15,1.6107492312370033e-11,7.380015528889776e-15,5.937811829998213e-13,2.1906478402466172e-11,8.730458769737681e-21,4.712197696711935e-22,5.840810920257314e-20,1.6233530862118742e-15,3.168602610631868e-29,9.180569770498395e-31,6.869293166887732e-16,2.591509303255465e-32,1.8759389118421332e-31,2.3192819627668659e-38,3.6946291734306665e-28,2.090001548177251e-35,9.269152503702509e-35,4.799571124286029e-38,3.039320364634048e-42,6.399186610958439e-38,5.122876565490837e-46,5.597318939520889e-72
6.985558057164136e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230692998326427,0.11866962312742367,0.022821562708445875,9.117570630700066e-34,9.873575166629463e-22,2.3332019587233396e-14,1.486626448482051e-23,8.144365123861235e-22,1.7149903983128519e-46,6.165308432473629e-09,2.398724566006566e-42,6.165248409140387e-09,3.253025615040491e-29,2.7640946106155523e-28,6.565409085654587e-37,7.45949613816442e-38,6.56628009915539e-16,2.8274445054934468e-31,3.3669731101182403e-07,9.969211125494018e-09,1.102928082527689e-10,3.884065993929662e-16,1.9698223127452345e-15,1.6260880541843847e-11,7.450614299146598e-15,5.996872921124291e-13,2.3050487325762114e-11,9.846879969688839e-21,5.144956126922749e-22,6.431734027275457e-20,1.7313119683599966e-15,3.378655851226275e-29,1.1102974307917284e-30,7.315434347698699e-16,3.1057365458588964e-32,2.2648507677812267e-31,2.889827637290324e-38,4.219124610068654e-28,2.3192647750437418e-35,1.0909565521779545e-34,5.432510498673514e-38,3.784270700415618e-42,7.69454655030081e-38,6.516755923992666e-46,7.482366633840703e-72
7.21359324021649e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230691866090744,0.11866961193402077,0.022821562545729358,1.131214790813508e-33,1.0887819250046981e-21,2.479194368144533e-14,1.7280293000010528e-23,8.9682600740185e-22,2.1377289000016133e-46,6.3665674577678135e-09,2.9085093603485946e-42,6.366503469446788e-09,3.6989143187566244e-29,3.1368389089178777e-28,7.898876137711363e-37,8.969572172137296e-38,7.001981441721628e-16,3.147275153026073e-31,3.4768815124539077e-07,1.0294643789162895e-08,1.1507330842095129e-10,4.09908898323379e-16,2.0979068099026404e-15,1.6403767386858045e-11,7.516175155702866e-15,6.051892435777561e-13,2.420542657427069e-11,1.1059243882563257e-20,5.599764944300276e-22,7.060257858616093e-20,1.8425211718960903e-15,3.5925447326027563e-29,1.3341481528409295e-30,7.775568765803911e-16,3.6973540066044444e-32,2.716932005927755e-31,3.5737754597717094e-38,4.797574447315136e-28,2.5633761157967806e-35,1.2772835379302418e-34,6.120882931410421e-38,4.6745617357397756e-42,9.189718846708759e-38,8.216315269611531e-46,9.874655118812641e-72
7.441628423268844e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523069073385358,0.11866960074063308,0.02282156238301285,1.393656977889547e-33,1.1969912543168359e-21,2.6292831726209634e-14,1.998602716065496e-23,9.845925520762335e-22,2.6457517135715687e-46,6.5678264770404306e-09,3.505541982760462e-42,6.5677583974042555e-09,4.1891338704160895e-29,3.545890466062218e-28,9.445789179307256e-37,1.0720314909692493e-37,7.451677881502569e-16,3.491017934180576e-31,3.5867897627047e-07,1.0620076433862802e-08,1.1988366644367852e-10,4.317668030244908e-16,2.2298582445575838e-15,1.6536873047975493e-11,7.57745151738425e-15,6.103143202270574e-13,2.537054794542798e-11,1.2371884020744527e-20,6.076790368578348e-22,7.727454246428235e-20,1.9569607289446252e-15,3.810026963490887e-29,1.5934630778716183e-30,8.249696408375692e-16,4.374410316743519e-32,3.239762961849631e-31,4.388605780861243e-38,5.433557559116722e-28,2.82259567774393e-35,1.488067866859246e-34,6.867304133340172e-38,5.7316160032664856e-42,1.090625586829425e-37,1.0273190347040446e-45,1.2908871471434817e-71
7.669663606321198e-13,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230689601615154,0.11866958954726056,0.022821562220296344,1.7056885614699802e-33,1.3122108370295132e-21,2.7834539101481118e-14,2.3007145586386136e-23,1.0779061207061855e-21,3.2526715046004235e-46,6.769085490294134e-09,4.201379938941708e-42,6.7690131930204e-09,4.726528142981155e-29,3.993519218635948e-28,1.123162534580863e-36,1.2740276503786216e-37,7.915369437419727e-16,3.8596836578992227e-31,3.696697860870822e-07,1.0945509059606772e-08,1.2472184427832075e-10,4.53967247342003e-16,2.3656618782561704e-15,1.6660868661760385e-11,7.633292955185304e-15,6.150898462607627e-13,2.654515416081954e-11,1.3789145134963792e-20,6.576178686209114e-22,8.434391112917815e-20,2.074610794279587e-15,4.030871916633609e-29,1.8924093880025293e-30,8.73781726258692e-16,5.14541548783328e-32,3.8415263513567913e-31,5.35375125448041e-38,6.130767723636866e-28,3.097166616422458e-35,1.7256148613084764e-34,7.674445014121965e-38,6.979020765279597e-42,1.2867039624068795e-37,1.2745218317126866e-45,1.6649954256945198e-71
