Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H6(54),C2H6(343),C4H7(69),C2H5(67),C2H3(53),C2H2(37),C4H5X(379),C4H5X(380),C4H6a(378),C6H10(383),C6H9X(683),C6H9(674),C6H9X(684),C6H9X(578),C6H8(592),C6H7X(962),C6H7X(600),C6H7X(963),C4H7X(140),C4H7(68),C4H7X(145),C4H7X(146),SX(1187),C8H10(601),SX(1779),S(1778),S(1783),S(2209),SX(1208),S(4046),S(2202),SX(5031),C8H8(5307),S(1704),SX(1780)
0.21023171974656601,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548308867,0.66999999933792365,4.6069116686029867e-15,2.0308401367031583e-16,2.4395047336322013e-16,1.8588598845192644e-33,2.036438278461121e-29,2.7925921579213141e-31,0.0,4.3751491679568602e-32,5.7628940726194823e-34,1.9034414155656159e-10,1.6427934157277687e-10,2.157070870797553e-15,6.3710779278624224e-22,1.7020973626663547e-10,1.5726484331889197e-10,1.0500186790877915e-20,7.0734746243946681e-19,1.7380013482253716e-20,7.8516249745383161e-14,2.205754387199653e-15,6.6347608066841271e-21,6.8282213124299226e-17,5.6069474467960239e-15,5.4189922257211953e-24,8.2285874100473633e-23,1.0429334607767975e-23,2.9530663815205557e-25,1.1351174984643265e-15,4.545318945046132e-18,1.2566641750485142e-25,1.2566641679656354e-25,9.328075769316078e-24,1.2611598915565572e-22,1.7201640258979641e-21,7.1910218643027198e-25,1.1431866271708783e-26,1.5503772897797072e-18,6.2075232798184313e-21,7.6526047207282785e-30,5.6360212895109187e-31,1.1203970241302981e-28,1.7162422486220138e-28,3.8337288060989698e-32,4.4228484713619157e-25,2.7667783245679658e-34,9.9768824108676666e-21,1.7360306870506478e-25,1.7162422541733214e-28
0.21361240211037158,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548307912,0.66999999933005039,4.6788826487777471e-15,2.0840832834432998e-16,2.4396131250254169e-16,1.8590902556663069e-33,2.0684584581426822e-29,2.8651176496659961e-31,0.0,4.4887808343608859e-32,5.9976028407225123e-34,1.9041351259786785e-10,1.6421949130077711e-10,2.1586434429348076e-15,6.3687567475224617e-22,1.7287448119769773e-10,1.5986651000894707e-10,1.049636125722577e-20,7.0737889110652429e-19,1.7373681593136161e-20,7.974684928080821e-14,2.2394707329395635e-15,6.7361773054205592e-21,6.935503363733623e-17,5.7865182786293135e-15,5.5905059091390797e-24,8.4890261259001888e-23,1.0759427986534821e-23,2.9982058619787462e-25,1.1709158801234931e-15,4.6869571034427866e-18,1.295823495032418e-25,1.2958234878860462e-25,9.4400077554389206e-24,1.2762716760282872e-22,1.74073829602136e-21,7.3768594183670554e-25,1.1788098380537797e-26,1.6241527259467527e-18,6.5005418128572605e-21,8.0167575336027468e-30,5.9042140265396812e-31,1.1737116461635123e-28,1.797255361560941e-28,4.0161586035906152e-32,4.6333142257640377e-25,2.8984382918394998e-34,1.0620256695291846e-20,1.7901277083533465e-25,1.7972553672795085e-28
0.21699308447417714,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548306985,0.66999999932217602,4.750788690791425e-15,2.137968520998732e-16,2.4397180629631799e-16,1.859313529235483e-33,2.1004685566512775e-29,2.9385100773435664e-31,0.0,4.6037708796101469e-32,6.2383463035603765e-34,1.9048071390958932e-10,1.6416155359094221e-10,2.1601672701725813e-15,6.3665097423107495e-22,1.7553822836311898e-10,1.6246922355319772e-10,1.0492657971552015e-20,7.0740931842541743e-19,1.7367552044549848e-20,8.0977007607308268e-14,2.273175665120388e-15,6.8375594729333044e-21,7.0427449577537901e-17,5.9688780477561952e-15,5.7646545226741912e-24,8.7534659094817583e-23,1.1094592522827216e-23,3.0433300619503776e-25,1.2072555538172611e-15,4.8307136132730678e-18,1.3355684848831069e-25,1.3355684776750118e-25,9.5519014928038323e-24,1.2913791915884272e-22,1.761308320040257e-21,7.564920452356149e-25,1.214965832536753e-26,1.7001972567771127e-18,6.802503933384619e-21,8.3921105134604279e-30,6.1806555078609449e-31,1.2286660541570491e-28,1.8807411776890461e-28,4.2041993537459914e-32,4.8502533009798082e-25,3.0341477407266461e-34,1.1293997445178849e-20,1.845033809184295e-25,1.880741183577109e-28
0.22003569860160216,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548306169,0.66999999931508825,4.8154486694011371e-15,2.1870137868901487e-16,2.439809643202245e-16,1.859508597172804e-33,2.1292692917224034e-29,3.0053042636123909e-31,0.0,4.7084229728689336e-32,6.4602344295977486e-34,1.9053939728654186e-10,1.6411099541969878e-10,2.1614985791798075e-15,6.3645489386356012e-22,1.7793477403384249e-10,1.648125337299923e-10,1.0489426374002844e-20,7.0743587260833397e-19,1.7362203217710186e-20,8.2083784531111714e-14,2.3035005299229251e-15,6.9287746252593415e-21,7.1392288683817856e-17,6.1353855312352249e-15,5.9236396466379289e-24,8.9948803593563738e-23,1.1400573570816433e-23,3.0839290240290202e-25,1.2404238885040943e-15,4.9619044149653441e-18,1.3718393785465658e-25,1.3718393712850024e-25,9.6525716299131778e-24,1.304972089331242e-22,1.7798173979725909e-21,7.7360741762310014e-25,1.2479614436563296e-26,1.7706048404707429e-18,7.0820229642500208e-21,8.7396397316095145e-30,6.4366052325774473e-31,1.2795468609420622e-28,1.9580219782487061e-28,4.3783012215587851e-32,5.0511114116540388e-25,3.1597975042559506e-34,1.1927093005520725e-20,1.8951405860082752e-25,1.9580219842912544e-28
0.22307831272902717,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548305376,0.66999999930799969,4.880056164956442e-15,2.236578333057068e-16,2.4398985940509226e-16,1.859698242832872e-33,2.1580623486472492e-29,3.0728002401461306e-31,0.0,4.8141746774351287e-32,6.6871211455931418e-34,1.9059642564132356e-10,1.6406189294811122e-10,2.1627927631868557e-15,6.3626445915350713e-22,1.8033055977347106e-10,1.6715664216893061e-10,1.0486287822448776e-20,7.0746166438534454e-19,1.7357008397339453e-20,8.3190225469221068e-14,2.3338170926998199e-15,7.019964805663149e-21,7.2356819656411768e-17,6.3041504942761598e-15,6.0847582585845642e-24,9.2395344509250572e-23,1.1710660706518278e-23,3.1245168713456958e-25,1.2740303483684071e-15,5.0948104201567311e-18,1.4085844820088032e-25,1.4085844746937996e-25,9.7532097716979712e-24,1.3185613928471503e-22,1.7983228516351989e-21,7.9090270395520638e-25,1.2813884431669466e-26,1.8429014565321106e-18,7.3689867073496984e-21,9.096493143366478e-30,6.6994220771250128e-31,1.3317927975320865e-28,2.0373610762997279e-28,4.5570742348141857e-32,5.2573585950238217e-25,3.2888184819474156e-34,1.2586220583037144e-20,1.9459024645825422e-25,2.0373610824989275e-28
0.2261209268564522,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548304604,0.66999999930091059,4.9446112323529807e-15,2.2866617711337279e-16,2.439984995364067e-16,1.8598825970678933e-33,2.1868479478858386e-29,3.1409978025836271e-31,0.0,4.9210256706245678e-32,6.9190587665553207e-34,1.9065184325750923e-10,1.6401420180329058e-10,2.1640504455774947e-15,6.3607949800904028e-22,1.8272560739429578e-10,1.6950152636382384e-10,1.0483239480909105e-20,7.0748671690998288e-19,1.7351962889266148e-20,8.4296340092139099e-14,2.3641264262280642e-15,7.1111332409826974e-21,7.3321051340879633e-17,6.4751722313867933e-15,6.2480125432445438e-24,9.4874315021864266e-23,1.2024858134665644e-23,3.1650950401339864e-25,1.3080747914950724e-15,5.2294334670042355e-18,1.445804303473287e-25,1.4458042961044731e-25,9.8538173974337508e-24,1.3321473237774545e-22,1.8168250213292914e-21,8.0837810531315064e-25,1.3152472935017304e-26,1.9171112794487603e-18,7.6634935083512654e-21,9.4627900731040018e-30,6.9691939220002334e-31,1.3854213338837337e-28,2.1187856622343524e-28,4.7405781714965149e-32,5.4690638173531753e-25,3.4212538166689252e-34,1.327207380830557e-20,1.9973201474406555e-25,2.118785668592335e-28
0.2291635409838772,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548303843,0.6699999992938207,5.0091139262196878e-15,2.3372637108051646e-16,2.4400689166167851e-16,1.8600618233886991e-33,2.215626303584453e-29,3.2098967445224062e-31,0.0,5.0289756265480538e-32,7.1560995871194965e-34,1.9070569760560302e-10,1.6396788330587844e-10,2.1652730111346597e-15,6.3589986041949568e-22,1.8511993808057962e-10,1.7184716443111653e-10,1.0480278876733672e-20,7.0751105032799543e-19,1.7347062601039924e-20,8.5402137791932535e-14,2.3944285150931534e-15,7.2022798848241036e-21,7.4284992327651491e-17,6.6484500571037668e-15,6.4134011685883678e-24,9.7385694899293805e-23,1.2343163291238001e-23,3.2056635097593201e-25,1.3425570858931168e-15,5.3657724735381308e-18,1.4834985438008301e-25,1.4834985363810936e-25,9.9543928300702446e-24,1.3457296416509027e-22,1.8353235548295595e-21,8.2603339425967376e-25,1.3495377224106402e-26,1.9932584803524911e-18,7.9656373296171578e-21,9.8386498286309213e-30,7.2460086355006853e-31,1.4404499375285405e-28,2.2023217145548392e-28,4.9288728012920607e-32,5.6862960351448272e-25,3.5571466451807414e-34,1.3985355130242243e-20,2.0493932208485915e-25,2.2023217210731904e-28
0.23220615511130221,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548303105,0.66999999928673015,5.0735643009163199e-15,2.3883837598418503e-16,2.4401504241421746e-16,1.8602360854445649e-33,2.2443976235926046e-29,3.2794968579391473e-31,0.0,5.1380242167679433e-32,7.3982958842717891e-34,1.9075803537640986e-10,1.6392290049367892e-10,2.1664620343578646e-15,6.3572540303389716e-22,1.8751357238991262e-10,1.7419353510792016e-10,1.0477403646965121e-20,7.0753468387421916e-19,1.7342303621808798e-20,8.6507627683089204e-14,2.424722905950868e-15,7.293403373566865e-21,7.5248650952952835e-17,6.8239833059288801e-15,6.5809206968464669e-24,9.9929431931819207e-23,1.2665569559930005e-23,3.2462216732859262e-25,1.3774771084848344e-15,5.5038246293860956e-18,1.5216664259955249e-25,1.5216664185280793e-25,1.0054933103571223e-23,1.3593079171729853e-22,1.8538178169108769e-21,8.4386811086848319e-25,1.3842590228804344e-26,2.0713672267576084e-18,8.2755089728409547e-21,1.0224191699900264e-29,7.5299540727734205e-31,1.4968960733838269e-28,2.2879943379104087e-28,5.1220178849418705e-32,5.9091241946296133e-25,3.6965400978161283e-34,1.4726775817098198e-20,2.102120610714186e-25,2.2879943445907429e-28
0.23524876923872723,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548302383,0.66999999927963894,5.1379624105403294e-15,2.4400215242424226e-16,2.4402295994875858e-16,1.8604054661570902e-33,2.2731621097711006e-29,3.3497979335414886e-31,0.0,5.2481711108500803e-32,7.6456999202298297e-34,1.9080889264629368e-10,1.6387920815992262e-10,2.1676173241665992e-15,6.3555595052640032e-22,1.8990653028212493e-10,1.7654061772370335e-10,1.0474610902927805e-20,7.0755764119096195e-19,1.7337681169824624e-20,8.7612818616475387e-14,2.4550115760129054e-15,7.3845096545845163e-21,7.6212035311430478e-17,7.0017713313525517e-15,6.7505763077383611e-24,1.0250560478734239e-22,1.29920869104691e-23,3.2867721778011942e-25,1.4128347357638945e-15,5.6435943039348552e-18,1.5603091580855836e-25,1.5603091505665868e-25,1.0155442491655577e-23,1.3728827803753759e-22,1.8723087587779587e-21,8.6188281340426124e-25,1.419412294190995e-26,2.1514616696560374e-18,8.5932103615027208e-21,1.0619534895311185e-29,7.82111802890237e-31,1.5547771944268436e-28,2.3758317118849989e-28,5.3200731423309837e-32,6.1376171953246995e-25,3.8394772756893943e-34,1.5497055951031981e-20,2.1555039872045472e-25,2.375831718730224e-28
0.23829138336615224,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548301673,0.66999999927254705,5.2023083089399842e-15,2.4921766082798866e-16,2.4403065044227785e-16,1.8605701244359393e-33,2.3019199581926435e-29,3.420799760310688e-31,0.0,5.3594159756502562e-32,7.898363938618786e-34,1.9085831403272735e-10,1.6383677194344243e-10,2.1687402539504976e-15,6.3539136963361869e-22,1.9229883114363402e-10,1.7888839218182771e-10,1.0471898447875382e-20,7.0757994019016511e-19,1.7333191609367272e-20,8.8717719188120241e-14,2.4852944023304523e-15,7.4755983579883e-21,7.7175153264277671e-17,7.1818135052305225e-15,6.9223668907900037e-24,1.0511419659758336e-22,1.3322713204695582e-23,3.3273148587047286e-25,1.4486298557178712e-15,5.7850806229292584e-18,1.5994264983568489e-25,1.5994264907895551e-25,1.0255919179775845e-23,1.386453969664148e-22,1.8907959948721793e-21,8.8007727714334321e-25,1.4549973163227089e-26,2.2335659614849882e-18,8.9188359798077561e-21,1.1024798630396735e-29,8.1195883042254598e-31,1.6141107546792785e-28,2.4658599592555453e-28,5.5230982969182304e-32,6.3718439402671667e-25,3.9860012821149832e-34,1.6296924426116055e-20,2.2095430158748596e-25,2.4658599662670249e-28
0.24102973608083475,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548301068,0.66999999926616383,5.2601750212144485e-15,2.5395581637476802e-16,2.4403738313721516e-16,1.8607143884895824e-33,2.3277965039965802e-29,3.4853003705798117e-31,0.0,5.4604748409813741e-32,8.1303020023152508e-34,1.9090159920739634e-10,1.6379962346759115e-10,2.1697240723147791e-15,6.3524729624929304e-22,1.9445135572809097e-10,1.8100196456106231e-10,1.0469523976689158e-20,7.0759946200106164e-19,1.7329261467983593e-20,8.971188834766735e-14,2.5125440770198366e-15,7.5575635454465224e-21,7.8041737958948442e-17,7.3457782539236201e-15,7.0788029256852928e-24,1.074896339008046e-22,1.3623788301818394e-23,3.3637967528998045e-25,1.4812194320697698e-15,5.9138853629832308e-18,1.6350377071364527e-25,1.6350376995260125e-25,1.0346319389178421e-23,1.3986647776061403e-22,1.9074311629021047e-21,8.9660583234249076e-25,1.4873928126178691e-26,2.309198202405563e-18,9.2187517916835534e-21,1.1398116562572834e-29,8.3945310053645215e-31,1.6687672168910348e-28,2.548780016470385e-28,5.7101195483377183e-32,6.5876072977095146e-25,4.120975243255894e-34,1.704271361622982e-20,2.2587384651577307e-25,2.5487800236334034e-28
0.24376808879551726,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548300468,0.66999999925978004,5.3179995247377283e-15,2.5873581353090247e-16,2.4404394192128079e-16,1.8608550227469726e-33,2.3536679625247414e-29,3.5503682600452525e-31,0.0,5.5624225428419593e-32,8.366581007961602e-34,1.9094378239816397e-10,1.6376343692837616e-10,2.1706830583220055e-15,6.35106953555378e-22,1.9660337671462781e-10,1.831160676404901e-10,1.0467210990952749e-20,7.0761847954804149e-19,1.7325433095162183e-20,9.0705834995316701e-14,2.5397895492404436e-15,7.6395160921603856e-21,7.8908118461490545e-17,7.5115679356696091e-15,7.2369680050294049e-24,1.0989132625964331e-22,1.3928191098911691e-23,3.4002730208244724e-25,1.5141632169673571e-15,6.0440804673761314e-18,1.6710333160135681e-25,1.6710333083608833e-25,1.0436692454363454e-23,1.4108725196052554e-22,1.9240632043030521e-21,9.1327985094891226e-25,1.5201379974767077e-26,2.3864955769084034e-18,9.5252326074598118e-21,1.1779653532267408e-29,8.675526896505907e-31,1.7246270060131469e-28,2.6335151513707231e-28,5.9012582946590134e-32,6.8081209884226629e-25,4.2589208456616217e-34,1.7813610677838694e-20,2.3084649477337591e-25,2.6335151586868347e-28
0.24650644151019976,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548299874,0.66999999925339582,5.3757818582728896e-15,2.6355762310032056e-16,2.4405033131878402e-16,1.8609921169706598e-33,2.3795344652292912e-29,3.6160032707955711e-31,0.0,5.6652588319731868e-32,8.6072389980646987e-34,1.9098489148829491e-10,1.6372818720077005e-10,2.1716178285298267e-15,6.3497024410917728e-22,1.987549070937449e-10,1.8523068791151274e-10,1.0464957884712981e-20,7.0763700594958686e-19,1.73217038327866e-20,9.1699564891952687e-14,2.5670310898657817e-15,7.7214568128992498e-21,7.9774300039671817e-17,7.6791821290129874e-15,7.3968622673126339e-24,1.1231927577701914e-22,1.4235921862499757e-23,3.4367440251245195e-25,1.54746113998777e-15,6.1756661124001033e-18,1.7074133737283722e-25,1.7074133660344462e-25,1.0527038177030126e-23,1.4230771692340573e-22,1.9406920836968322e-21,9.3009928954545294e-25,1.5532329152377563e-26,2.4654756790151607e-18,9.8383482086672665e-21,1.2169496382917877e-29,8.9626399364556168e-31,1.7817028365569034e-28,2.7200846569988733e-28,6.0965580418777583e-32,7.0334352055192137e-25,4.3998694883765389e-34,1.8610165276485304e-20,2.3587225309339319e-25,2.7200846644695909e-28
0.24924479422488227,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548299297,0.66999999924701115,5.4335220604353972e-15,2.6842121578435529e-16,2.4405655573906928e-16,1.8611257585789064e-33,2.4053961401374999e-29,3.682205243639626e-31,0.0,5.7689834571102698e-32,8.8523140012645559e-34,1.9102495363921032e-10,1.6369384980196481e-10,2.1725289896464842e-15,6.3483707295872344e-22,2.0090595951576054e-10,1.8734581220722114e-10,1.0462763093069381e-20,7.0765505399081894e-19,1.7318071090687571e-20,9.2693083647780201e-14,2.5942689452647579e-15,7.8033864487278393e-21,8.0640287823288511e-17,7.8486204233759161e-15,7.5584857612726227e-24,1.1477348319283266e-22,1.4546980686439611e-23,3.4732100956388609e-25,1.5811131342723866e-15,6.3086424049578037e-18,1.7441779098369783e-25,1.7441779021024335e-25,1.0617356310652856e-23,1.435278692919199e-22,1.95731775486997e-21,9.4706409345083834e-25,1.5866775927845383e-26,2.5461560994377832e-18,1.0158168228996346e-20,1.2567731941625096e-29,9.2559340719880347e-31,1.8400074206418026e-28,2.8085077855231069e-28,6.2960622878054557e-32,7.2636001326905346e-25,4.5438525645513541e-34,1.9432932854493829e-20,2.4095112555751414e-25,2.8085077931500718e-28
0.25198314693956475,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548298731,0.66999999924062603,5.4912201696973441e-15,2.7332656218468029e-16,2.4406261947885372e-16,1.8612560327818083e-33,2.4312531119497139e-29,3.7489740180606396e-31,0.0,5.8735961649111603e-32,9.1018440318184661e-34,1.9106399531916733e-10,1.6366040088193597e-10,2.1734171230738792e-15,6.3470734760617911e-22,2.0305654630058997e-10,1.8946142769318897e-10,1.0460625091568681e-20,7.0767263613029647e-19,1.7314532345642203e-20,9.3686396726662361e-14,2.621503372444143e-15,7.8853057727034002e-21,8.1506086808157406e-17,8.019882418750027e-15,7.7218386550172725e-24,1.1725395105988348e-22,1.4861367894248257e-23,3.5096715764484413e-25,1.6151191361891773e-15,6.4430095544860676e-18,1.7813269822432013e-25,1.7813269744688026e-25,1.0707646671007036e-23,1.4474770660720709e-22,1.9739401848418142e-21,9.6417421872173671e-25,1.6204720827949302e-26,2.6285544253161225e-18,1.04847624920617e-20,1.2974447017858179e-29,9.5554732368920459e-31,1.8995534678059256e-28,2.8988038416210439e-28,6.4998145214206205e-32,7.4986659434185685e-25,4.6909014609502073e-34,2.0282474629794278e-20,2.4608312016599518e-25,2.8988038494058587e-28
0.25745985236892976,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548297654,0.66999999922785447,5.6064902627216223e-15,2.8326239806312471e-16,2.4407428152238495e-16,1.8615068109252501e-33,2.4829534291458599e-29,3.8842113225740875e-31,0.0,6.0854848041844005e-32,9.6144211557121301e-34,1.9113912002288848e-10,1.6359607632219312e-10,2.1751265965457533e-15,6.3445787688504367e-22,2.0735637065586547e-10,1.936940824951759e-10,1.0456513568525526e-20,7.0770645085244046e-19,1.7307727097015433e-20,9.5672427007998112e-14,2.6759628584784199e-15,8.0491162413676405e-21,8.323713772309336e-17,8.3678759631657703e-15,8.0537330458608894e-24,1.2229367428221172e-22,1.5500128239003457e-23,3.5825819957426959e-25,1.6841929240594399e-15,6.7159170579642706e-18,1.8567789110977507e-25,1.8567789032459687e-25,1.0888143129933933e-23,1.4718642317515392e-22,2.0071751422630813e-21,9.9883021823386345e-25,1.6891106595370769e-26,2.7985751257302124e-18,1.1158552627221423e-20,1.381366288047451e-29,1.0173542330827831e-30,2.0224207777670998e-28,3.0850918408870396e-28,6.9202368673975602e-32,7.9837008630704865e-25,4.9943222324489273e-34,2.2064154513410355e-20,2.5650650001117491e-25,3.0850918489923428e-28
0.2629365577982948,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228254829661,0.66999999921508124,5.7215924423941513e-15,2.9336489365409927e-16,2.4408534958139825e-16,1.8617450947790246e-33,2.5346363511044173e-29,4.0217138723252539e-31,0.0,6.3009226793964498e-32,1.0145274177870043e-33,1.9121046460018743e-10,1.6353503524060047e-10,2.1767506749495689e-15,6.3422114051665532e-22,2.1165447243402344e-10,1.979285559868044e-10,1.045261192015031e-20,7.0773854328454372e-19,1.7301269225585032e-20,9.7657696662666734e-14,2.7304113082688872e-15,8.2128935137568597e-21,8.4967490202077296e-17,8.7231597634365798e-15,8.3925463699907336e-24,1.2743845956799676e-22,1.6152204686920069e-23,3.6554776396992155e-25,1.754682056064082e-15,6.9943900254148864e-18,1.9337695480695118e-25,1.9337695401434112e-25,1.1068525711099109e-23,1.4962384131447299e-22,2.0403966037308211e-21,1.034066853114287e-24,1.7591489982243468e-26,2.975678411993184e-18,1.1860276564801988e-20,1.4687838123791454e-29,1.0817358450889722e-30,2.1504063954953047e-28,3.2791029157535389e-28,7.3581728299593347e-32,8.488941165831438e-25,5.3103827803183202e-34,2.3959810142332436e-20,2.6714244619853602e-25,3.2791029241857303e-28
0.2684132632276598,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548295622,0.66999999920230646,5.8365270116881339e-15,3.0363381044317946e-16,2.4409585411609089e-16,1.8619714971755757e-33,2.586302764051182e-29,4.1614803323781907e-31,0.0,6.5199076842596601e-32,1.0694706649731334e-33,1.9127821819089276e-10,1.634771086942166e-10,2.1782935697001598e-15,6.3399648328757473e-22,2.1595093914114226e-10,2.0216475666660943e-10,1.0448909347880583e-20,7.0776900174758413e-19,1.7295140857948844e-20,9.9642244504770982e-14,2.7848503375633028e-15,8.3766424499315111e-21,8.66971797288689e-17,9.085730973558027e-15,8.7382795986847632e-24,1.326883216658098e-22,1.6817599107313939e-23,3.7283606714828658e-25,1.8265861295345088e-15,7.2784299406947966e-18,2.0122993034068936e-25,2.0122992954095135e-25,1.1248792534115363e-23,1.5205993498419189e-22,2.0736042032603949e-21,1.0698836647854202e-24,1.83058747205914e-26,3.1600048648280896e-18,1.2590492329282751e-20,1.5597666649036771e-29,1.1487432644260097e-30,2.2836119131805334e-28,3.4809913475878962e-28,7.8139700331139185e-32,9.0147879075254393e-25,5.6393339909641206e-34,2.597413907522092e-20,2.7799101540213001e-25,3.480991356353397e-28
0.2738899686570248,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548294684,0.66999999918953002,5.9512942716095805e-15,3.140689085676226e-16,2.4410582400637792e-16,1.8621866018797101e-33,2.6379535087719215e-29,4.3035093442943688e-31,0.0,6.7424376757052358e-32,1.1263021853553646e-33,1.9134256058212198e-10,1.6342213656072264e-10,2.1797592901489167e-15,6.3378328419348956e-22,2.2024585377724245e-10,2.0640259761195693e-10,1.0445395616953982e-20,7.0779790998042877e-19,1.7289325053886839e-20,1.0162610735178045e-13,2.839281422982308e-15,8.5403674914667758e-21,8.8426239959812184e-17,9.4555868920740503e-15,9.0909337031647784e-24,1.3804327532338998e-22,1.7496313369385121e-23,3.8012330679949697e-25,1.8999047826608518e-15,7.5680383265220688e-18,2.0923685981024031e-25,2.0923685900368023e-25,1.1428941674323767e-23,1.5449467733033815e-22,2.1067975600314378e-21,1.1062801687182575e-24,1.903426464018192e-26,3.3516950154992419e-18,1.3349757948793442e-20,1.6543842113311748e-29,1.2184275778326023e-30,2.4221388872708839e-28,3.6909114187666478e-28,8.2879759785690973e-32,9.5616420028742482e-25,5.9814266625235003e-34,2.8111931179774921e-20,2.8905226578042807e-25,3.6909114278718753e-28
0.2793666740863898,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548293779,0.66999999917675224,6.0658945212963016e-15,3.2466994689536224e-16,2.4411528663792903e-16,1.8623909649067707e-33,2.6895893830360547e-29,4.4477995256960596e-31,0.0,6.9685104732118698e-32,1.1850522790615114e-33,1.9140366267296903e-10,1.6336996705260588e-10,2.1811516528574262e-15,6.3358095455506572e-22,2.2453929507863052e-10,2.1064199624623704e-10,1.0442061025355642e-20,7.0782534738929943e-19,1.7283805754963988e-20,1.0360932013170056e-13,2.893705914075284e-15,8.7040726977162147e-21,9.015470282213315e-17,9.8327249544230714e-15,9.4505096583097261e-24,1.435033353439994e-22,1.8188349349375828e-23,3.8740966360137154e-25,1.9746376908320977e-15,7.8632167398982731e-18,2.1739778626270682e-25,2.1739778544963037e-25,1.1608971177586698e-23,1.5692804091515112e-22,2.1399762820249247e-21,1.1432558566623045e-24,1.9776663657006417e-26,3.5508893467782065e-18,1.4138631466327544e-20,1.7527057934359265e-29,1.2908398544190896e-30,2.566088839170644e-28,3.9090174157758531e-28,8.780538048121156e-32,1.0129904228257266e-24,6.3369115065915574e-34,3.0378068599689193e-20,3.0032625680124333e-25,3.9090174252272305e-28
0.28484337951575484,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282548292924,0.66999999916397313,6.1803280581073558e-15,3.3543668309758101e-16,2.4412426798045882e-16,1.8625851157438732e-33,2.7412111438049314e-29,4.5943494699435481e-31,0.0,7.1981238583109992e-32,1.2457512170019602e-33,1.914616869009581e-10,1.6332045627565333e-10,2.1824742903591173e-15,6.333889363056483e-22,2.2883133773847993e-10,2.1488287412555227e-10,1.0438896375597747e-20,7.0785138927477873e-19,1.7278567737820754e-20,1.0559191598064051e-13,2.9481250413034236e-15,8.8677617698240993e-21,9.1882598603407668e-17,1.0217142725959386e-14,9.8170084241173824e-24,1.4906851630493609e-22,1.8893708894887094e-23,3.9469530228818945e-25,2.0507845633897272e-15,8.1639667503684808e-18,2.2571275309198671e-25,2.2571275227269998e-25,1.1788879065263663e-23,1.5935999779944328e-22,2.1731399674099803e-21,1.1808101964598456e-24,2.053307571860473e-26,3.7577282934289947e-18,1.495767089719817e-20,1.8548007292958691e-29,1.3660311458438218e-30,2.7155632555909166e-28,4.1354636174485602e-28,9.2920035048546284e-32,1.0719975223094811e-24,6.7060391490866772e-34,3.2777525723241e-20,3.1181304841149219e-25,4.1354636272525169e-28
