Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H6(54),C2H6(343),C4H7(69),C2H5(67),C2H3(53),C2H2(37),C4H5X(379),C4H5X(380),C4H6a(378),C6H10(383),C6H9X(683),C6H9(674),C6H9X(684),C6H9X(578),C6H8(592),C6H7X(962),C6H7X(600),C6H7X(963),C4H7X(140),C4H7(68),C4H7X(145),C4H7X(146),SX(1187),C8H10(601),SX(1779),S(1778),S(1783),S(2209),SX(1208),S(4046),S(2202),SX(5031),C8H8(5307),S(1704),SX(1780)
2.381564196385412e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228257530399,0.66999999995766302,1.0224111721928898e-25,1.0314836598392335e-34,2.3437827544317064e-20,6.1380222048227786e-35,3.0526036076061991e-46,1.2525304633427365e-51,0.0,1.0290318938879447e-49,7.4623476723868013e-62,4.2337248494637974e-11,4.2337251343793151e-11,1.4364243295880533e-18,1.63411982445757e-22,2.3419241183566648e-20,9.8946143101642379e-25,2.97663430865461e-23,7.4580639680957945e-25,7.9136847556185727e-23,1.128474561467032e-23,8.5033652372546083e-27,9.4699455348809418e-32,9.9695792064637846e-34,5.7508117804248238e-34,2.5104190077320095e-44,3.0592096288078792e-45,2.4715744563202631e-44,8.1085830903314995e-37,1.5394678686848489e-36,1.5283422916059291e-40,7.1783153771687523e-48,3.6194382643733271e-48,1.6403859354479241e-26,2.0299683626678992e-27,1.2422871759756305e-29,2.6845483155825886e-39,2.3859898057469063e-50,1.6849242489645122e-51,9.5303320943904354e-56,8.2374936827532155e-63,6.0876870345573138e-64,1.5784413798267287e-62,4.4875028972123493e-63,5.3642617871038378e-66,5.7642663755934752e-63,3.6057372706740813e-72,6.2921161692345362e-68,8.5118074429692648e-52,4.5030801797076997e-63
2.5506839478338287e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282574728395,0.66999999995478488,1.2522505451848244e-25,1.5446358894126027e-34,2.6845444932887502e-20,6.9386567308257423e-35,4.0271420840401241e-46,2.00586354135503e-51,0.0,1.4375204704846476e-49,1.2804690792229767e-61,4.5215224315827797e-11,4.5215227803437593e-11,1.7573939375369499e-18,1.745630361806551e-22,2.6850640075550352e-20,1.2978854300593625e-24,3.4093474260247474e-23,9.1483915432724094e-25,9.0567129873882312e-23,1.2925571513366936e-23,1.0442424460010092e-26,1.1612063832580351e-31,1.2249660496977087e-33,7.0660446976079303e-34,3.2755691822697181e-44,4.2778369551509105e-45,3.2514304021265193e-44,1.0167643142303658e-36,2.0773433278854048e-36,2.2131629964983226e-40,1.0386862857145201e-47,5.2416800999166766e-48,1.8641655304528832e-26,2.4756175930723402e-27,1.6253225014471125e-29,3.7624139727696047e-39,3.6815912265865371e-50,2.7856827487019989e-51,1.6832897167687778e-55,1.3622586246947949e-62,1.0068854262932551e-63,2.7674736858250474e-62,7.9222532153659555e-63,9.4093238383825736e-66,1.0187472566588742e-62,6.3726186279147371e-72,1.1857249427588686e-67,1.4063900795416424e-51,7.9515462697966097e-63
2.719803699282245e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282574157879,0.66999999995193216,1.5132152084984133e-25,2.2530356401848706e-34,3.047602491580296e-20,7.7748230018860492e-35,5.2209764189050942e-46,3.1162113077271618e-51,0.0,1.9644169433918293e-49,2.1229826675229973e-61,4.8067797291770303e-11,4.8067801503623629e-11,2.1213751170430075e-18,1.8561599043428202e-22,3.0510150558604534e-20,1.6725003060409579e-24,3.8701343246647516e-23,1.1073985629878043e-24,1.0272983989359547e-22,1.4673792561124937e-23,1.2653160116438784e-26,1.4048086454034168e-31,1.4851620397245753e-33,8.5669487882497556e-34,4.1988852147658671e-44,5.852055584467334e-45,4.2022077833837085e-44,1.2550564266102967e-36,2.7466665092831256e-36,3.1264440679223221e-40,1.4661494137961972e-47,7.4053709799996465e-48,2.0996061031397945e-26,2.9790924424687326e-27,2.089170115291553e-29,5.1585702843600611e-39,5.5190642185349301e-50,4.457217835624225e-51,2.867265981006038e-55,2.1801912925389061e-62,1.6116403647648862e-63,4.6792714778928679e-62,1.3487852629934992e-62,1.5915670900022736e-65,1.7363878322671873e-62,1.0861742136179431e-71,2.1480643411150273e-67,2.2490881385272615e-51,1.3540804905638665e-62
2.888923450730662e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282573592714,0.66999999994910653,1.8069724918539878e-25,3.2109338114600112e-34,3.4327525243466986e-20,8.6444006754070525e-35,6.6657861173675257e-46,4.7131896170796474e-51,0.0,2.6328313124518959e-49,3.4148025692763889e-61,5.0893610879677593e-11,5.0893615906011162e-11,2.5305910298648156e-18,1.9656558075760511e-22,3.4396028815612728e-20,2.1217987405363427e-24,4.3586925219581958e-23,1.3249381233844785e-24,1.1561621022351721e-22,1.652843115434394e-23,1.5152433509607601e-26,1.6794614183035399e-31,1.7796088106761339e-33,1.0265423719790682e-33,5.299209503826643e-44,7.8522762372255696e-45,5.3469310296113525e-44,1.5280387394153013e-36,3.5674324810207868e-36,4.3215143226735199e-40,2.0249192913840956e-47,1.0237021743961955e-47,2.3462390648825844e-26,3.5431487872955914e-27,2.6439121375094851e-29,6.9373368453525035e-39,8.0660090775923473e-50,6.9290090184070582e-51,4.7305239469515422e-55,3.3899719300936669e-62,2.5061913466314937e-63,7.6627595335343588e-62,2.2241281000903203e-62,2.6072673879251004e-65,2.8665658770322633e-62,1.7931467114481042e-71,3.7587473757602586e-67,3.4947129603276818e-51,2.2333729505372343e-62
3.0580432021790784e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282573033162,0.66999999994630866,2.1351203317285119e-25,4.4825604758657543e-34,3.8397800756632367e-20,9.5453282331287466e-35,8.3956838953047368e-46,6.9603102746304351e-51,0.0,3.4683678210821399e-49,5.3458662061554648e-61,5.3691365232917572e-11,5.3691371168207379e-11,2.9871605225178984e-18,2.074067619017868e-22,3.8506416755660773e-20,2.6546734800968663e-24,4.8747067529949373e-23,1.5688938426397441e-24,1.2921714543193741e-22,1.8488460323259371e-23,1.7956871681434766e-26,1.9867716884520693e-31,2.11035306905974e-33,1.2173275634980734e-33,6.5960651215764613e-44,1.035681651104663e-44,6.7099735244835232e-44,1.837987499129263e-36,4.5610153880041441e-36,5.8593079216665995e-40,2.7431552653068589e-47,1.3881228889504702e-47,2.6035994954266708e-26,4.1704135895926608e-27,3.3000845254299285e-29,9.1705770799564842e-39,1.1525081711071449e-49,1.04980672272518e-50,7.5846937754552094e-55,5.1371368201515281e-62,3.7981897569685066e-63,1.2194574801955463e-61,3.564147090724427e-62,4.1505445921867157e-65,4.5990497853544261e-62,2.8768885300390519e-71,6.3753654169698069e-67,5.2926422414641284e-51,3.5797909499697201e-62
3.227162953627495e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282572479472,0.6699999999435402,2.4991843074101841e-25,6.1431955521207962e-34,4.2684606351922974e-20,1.047560263338422e-34,1.044731605444307e-45,1.0061091844837865e-50,0.0,4.4992060501463916e-49,8.1676916083847816e-61,5.64598196063626e-11,5.6459826549107533e-11,3.4930941684264673e-18,2.181347171704289e-22,4.283934445361195e-20,3.280400308633905e-24,5.4178493717856227e-23,1.840683420282648e-24,1.4352323313708072e-22,2.0552805150593628e-23,2.1082853079576102e-26,2.3282908399465208e-31,2.479424159278531e-33,1.4302210525983487e-33,8.1096125277112633e-44,1.3452234075568316e-44,8.317053358007761e-44,2.1871489457770149e-36,5.7501718038035147e-36,7.8089006395329118e-40,3.6527072339268085e-47,1.8501961250237674e-47,2.8712264997754621e-26,4.863384638046819e-27,4.0686623030026284e-29,1.1938068452718062e-38,1.61384569813866e-49,1.5542835019777912e-50,1.1851997811974714e-54,7.6071571212722565e-62,5.6248273942670987e-63,1.8913271935544566e-61,5.5663199407618877e-62,6.4391653784088595e-65,7.1912218730055564e-62,4.498404841526221e-71,1.0513227160343723e-66,7.833162441230988e-51,5.5920547673409194e-62
3.473860952837621e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282571682787,0.66999999993955672,3.0976414517123696e-25,9.4467939978448264e-34,4.9321287224203997e-20,1.188122817481958e-34,1.4098822236688176e-45,1.6644518576965408e-50,0.0,6.417442260983623e-49,1.4580542351508363e-60,6.0443244966255379e-11,6.044325356303665e-11,4.3235341483837145e-18,2.3357131378415407e-22,4.9554622170042447e-20,4.3796676657094158e-24,6.2580858957815051e-23,2.2899492298244682e-24,1.6563617335695231e-22,2.3748842823184691e-23,2.6252657897322014e-26,2.890892241634311e-31,3.090678956136802e-33,1.7828148241243789e-33,1.0749050457463246e-43,1.9225709762327678e-44,1.1155164159023344e-43,2.7713668409376499e-36,7.8857232707217912e-36,1.1554019130452826e-39,5.3974110751850471e-47,2.7379944214979375e-47,3.2790869199946105e-26,5.9969350155905017e-27,5.4150201647551437e-29,1.7116997581316371e-38,2.5540980040944815e-49,2.6556843709139637e-50,2.1812729246841705e-54,1.300097527471727e-61,9.6138915784815831e-63,3.4430185328423887e-61,1.0235780103342253e-61,1.1726357239199453e-64,1.3247675663102187e-61,8.2869884270972476e-71,2.0845507540065087e-66,1.3377807372968728e-50,1.0286618690269859e-61
3.720558952047747e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282570899757,0.66999999993564141,3.7798083277713781e-25,1.4088633680264882e-33,5.6406113120877815e-20,1.3339344061211136e-34,1.8651201268452018e-45,2.6576063417741708e-50,0.0,8.923085147556953e-49,2.4997989351255203e-60,6.4358401242744693e-11,6.4358411722132945e-11,5.2684984201828226e-18,2.4874398085932031e-22,5.6732157323088036e-20,5.7282273281490441e-24,7.1542283027043205e-23,2.8056806976626971e-24,1.8919765167638825e-22,2.7160815739279167e-23,3.218988567234093e-26,3.5338629303928506e-31,3.7939302649123365e-33,2.1884755000492901e-33,1.3960152433238592e-43,2.6788800341881174e-44,1.4659177045196636e-43,3.4504719009425879e-36,1.0569012864077847e-35,1.661874235028826e-39,7.7527463728041246e-47,3.9388913350825752e-47,3.7064238631896596e-26,7.2821966542852656e-27,7.061715231191588e-29,2.3927273753333875e-38,3.909696232837589e-49,4.3673391584414455e-50,3.8461501432536172e-54,2.1385229073618724e-61,1.5814838258831376e-62,6.0048954056775643e-61,1.803246605527224e-61,2.0458303059211676e-64,2.3382228485554999e-61,1.4626620367432902e-70,3.9437002753832207e-66,2.1991556529362008e-50,1.8128272798463474e-61
3.978645366139876e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282570095878,0.66999999993162196,4.5872514759325943e-25,2.0799620062841213e-33,6.4288980766839211e-20,1.4914891813716769e-34,2.453560856985402e-45,4.1948656965261661e-50,0.0,1.2301415834561251e-48,4.2308162842488382e-60,6.8377820641373354e-11,6.8377833345657023e-11,6.3850280776836598e-18,2.6432135591288496e-22,6.4727888508614979e-20,7.4411790377975082e-24,8.1503361016105325e-23,3.420894877066872e-24,2.1536201412118214e-22,3.095726138241473e-23,3.9274383226381239e-26,4.2970254745610336e-31,4.6347104406883992e-33,2.6734677838314954e-33,1.8005663785478957e-43,3.7017903371537624e-44,1.9140441403473065e-43,4.2696350225789299e-36,1.4055892909867085e-35,2.3678270418890684e-39,1.1029660062918121e-46,5.6132014387341243e-47,4.1728397167142807e-26,8.7960334775849632e-27,9.1477055181516984e-29,3.3174032294349035e-38,5.9173685923853616e-49,7.0914844896172051e-50,6.6871869313111728e-54,3.4731803997142454e-61,2.5686172069862751e-62,1.0322478223781741e-60,3.1322640204552598e-61,3.5178451786920496e-64,4.0697135316634464e-61,2.5457918132097969e-70,7.3486131212726217e-66,3.5696384098576916e-50,3.1500413006473997e-61
4.2367317802320056e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282569308264,0.669999999927684,5.4945316495743304e-25,2.9929702059111795e-33,7.2644062896960898e-20,1.6535678206230068e-34,3.174625118244079e-45,6.4277295064793211e-50,0.0,1.6601089766138751e-48,6.9219978354044982e-60,7.2315843853140978e-11,7.2315859053399274e-11,7.6373511235154401e-18,2.795839200681025e-22,7.321279707450211e-20,9.5010901158226935e-24,9.2050273553938574e-23,4.1180900263744412e-24,2.4303805581565562e-22,3.4981292888319355e-23,4.7303982613118127e-26,5.1570765462178548e-31,5.5896618865885879e-33,3.2243181742537027e-33,2.2831953823301419e-43,5.0080718240145287e-44,2.4568614418039895e-43,5.2071831100196643e-36,1.8341561150929855e-35,3.2954381850707877e-39,1.5327021151320254e-46,7.8138216451693979e-47,4.6575221163344865e-26,1.0489430662168885e-26,1.165030732235816e-28,4.5028718867942174e-38,8.711201445068933e-49,1.1152822007683372e-49,1.1215606315620263e-53,5.4633700504105572e-61,4.0406154754131166e-62,1.711780347749771e-60,5.2481745971185749e-61,5.8351762266971428e-64,6.8330943120596743e-61,4.2744210683508645e-70,1.3159249028579439e-65,5.6123179693737266e-50,5.2798686864099827e-61
4.494818194324135e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228256853753,0.66999999992383019,6.5052152209864786e-25,4.2102652677215256e-33,8.1461464689773203e-20,1.8195880969215317e-34,4.0481371119964547e-45,9.5942741639280894e-50,0.0,2.1985954116378925e-48,1.0990428973019484e-59,7.616957541848582e-11,7.6169593394632746e-11,9.0298806078441015e-18,2.9452041512490404e-22,8.2177657645926132e-20,1.1947710752450298e-23,1.031690369447099e-22,4.9018176092384438e-24,2.721864190019504e-22,3.9228170545691154e-23,5.6330009194632534e-26,6.1180786747684171e-31,6.665498256278021e-33,3.8448993501877902e-33,2.8520997962631126e-43,6.6498874927766869e-44,3.1064679544926467e-43,6.2702354184559805e-36,2.3538005287215136e-35,4.4927711591121117e-39,2.0862688160007542e-46,1.0655135061506138e-46,5.1589595424473636e-26,1.2368355772646081e-26,1.4616935113461596e-28,5.9986168212618363e-38,1.2514997234163557e-48,1.7052526032164054e-49,1.8219549836371257e-53,8.354948333213803e-61,6.1793158303903074e-62,2.7497454253465826e-60,8.5168765407413425e-61,9.3755909390898603e-64,1.1112698639093463e-60,6.9515262716510395e-70,2.2741492494098949e-65,8.5789954350364854e-50,8.5714005061779321e-61
4.752904608416264e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282567784144,0.66999999992006343,7.6224353355241724e-25,5.8044674980559565e-33,9.0730966815325938e-20,1.9889956335331126e-34,5.0956768491275027e-45,1.3990942700656214e-49,0.0,2.8634265705505713e-48,1.6991232745701986e-59,7.9936473115196594e-11,7.9936494154722314e-11,1.0566400030907257e-17,3.091209510349837e-22,9.1612847590336144e-20,1.4821780361387826e-23,1.1484528080927968e-22,5.776508473578275e-24,3.0276679283415336e-22,4.3692998781181523e-23,6.6402045080459227e-26,7.1837497834409921e-31,7.8688025915491015e-33,4.5390086490187946e-33,3.5156135907157389e-43,8.6845490888634015e-44,3.8755757370783476e-43,7.4656871440062069e-36,2.9763821967525314e-35,6.0141274038751996e-39,2.788174637052922e-46,1.4266456304697085e-46,5.6756761377943662e-26,1.4438156041974948e-26,1.8096470492165972e-28,7.8593441645002591e-38,1.7594947844441826e-48,2.5429020622307456e-49,2.8770893244475667e-53,1.2461157855650237e-60,9.2163835930751652e-62,4.2941597193228883e-60,1.3435073759543697e-60,1.4644471914541963e-63,1.7568556233063712e-60,1.0989991795031745e-69,3.8083665665778167e-65,1.2790456235346001e-49,1.3525951949681655e-60
5.010991022508393e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282567048571,0.66999999991638559,8.8488943944240422e-25,7.8591522211877629e-33,1.004420681210217e-19,2.1612632846325114e-34,6.3406598138389788e-45,1.9981251796356831e-49,0.0,3.6738467045869355e-48,2.5648765380920188e-59,8.3614345840345596e-11,8.361437023707066e-11,1.2250069777694355e-17,3.2337699805640854e-22,1.0150838987885593e-19,1.8164822405567423e-23,1.270643036184241e-22,6.7464701370139532e-24,3.3473806185297431e-22,4.8370746607530579e-23,7.7567881688770251e-26,8.3574628520711116e-31,9.2060220647517074e-33,5.310365033887008e-33,4.2821739142904756e-43,1.1174575158800213e-43,4.7774860555904568e-43,8.8002015353578235e-36,3.7144007977660011e-35,7.9203373348620722e-39,3.665755878496129e-46,1.8792747843259817e-46,6.2062339958445824e-26,1.6703576851149693e-26,2.2139097734980254e-28,1.014509231185407e-37,2.4263799286376167e-48,3.7081782918080279e-49,4.4294602850843929e-53,1.8174326546658487e-60,1.3441958307780752e-61,6.5387399256359534e-60,2.0661854206600538e-60,2.2303329062888301e-63,2.707995074046512e-60,1.693985778427636e-69,6.1997341178939221e-65,1.8648460202890623e-49,2.080907952166401e-60
5.269077436600522e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282566331167,0.66999999991279868,1.0186871049198713e-24,1.0469541709858027e-32,1.1058402694677104e-19,2.3358906660751786e-34,7.8084262420331717e-45,2.8005654027464231e-49,0.0,4.6504826215436648e-48,3.7894879552904339e-59,8.720134782285574e-11,8.7201375875710684e-11,1.4083439806366469e-17,3.3728136463244954e-22,1.1185399535349386e-19,2.2018945259799473e-23,1.3981112635938206e-22,7.8158845171372642e-24,3.6805844924643911e-22,5.3256267415198374e-23,8.9873483720331738e-26,9.6422490674247533e-31,1.0683463385161439e-32,6.1626064439136167e-33,5.1602923583353264e-43,1.4187724749873961e-43,5.8260657656473601e-43,1.0280203709899845e-35,4.5809754095850407e-35,1.0279036218162414e-38,4.7492708252636925e-46,2.4395304348815896e-46,6.7492352993144899e-26,1.9168779779313593e-26,2.6796152436852435e-28,1.2921318150864345e-37,3.2885195183222174e-48,5.2999367098055093e-49,6.6658532923257352e-53,2.5979644481275119e-60,1.9214833301162452e-61,9.733337737190863e-60,3.105947636421569e-60,3.3205471188760854e-63,4.0801937211365913e-60,2.5523675192558874e-69,9.840024410552256e-65,2.664990635085096e-49,3.1291979776854293e-60
5.527163850692651e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282565632254,0.66999999990930392,1.1638228894208975e-24,1.3743114063779939e-32,1.2114590293501759e-19,2.5124035587209457e-34,9.5263238137244654e-45,3.859129226280421e-49,0.0,5.815303934848169e-48,5.4909703587339928e-59,9.0695971455900183e-11,9.0696003467735036e-11,1.6068464746576003e-17,3.5082816985046541e-22,1.2263910578296898e-19,2.6426647508322103e-23,1.5307054671241301e-22,8.9888061894050238e-24,4.0268566115174499e-22,5.8344319004871714e-23,1.0336296119724297e-25,1.1040802343811987e-30,1.2307288813449623e-32,7.0992874952007495e-33,6.1585264828658112e-43,1.7797011933976364e-43,7.0357217517048824e-43,1.1911875582079259e-35,5.5898214524019001e-35,1.3164912249762988e-38,6.0719815556788687e-46,3.1252371153508806e-46,7.3033242374290711e-26,2.1837363036828746e-26,3.2119965703485107e-28,1.6258961497060984e-37,4.3877829960909987e-48,7.4387643806433448e-49,9.826769625203797e-53,3.6469051211936358e-60,2.6972717379571916e-61,1.4194728622443252e-59,4.5735961928490899e-60,4.8432888897888291e-63,6.022507267615574e-60,3.7673870823311496e-69,1.526306523586892e-64,3.7401105366052278e-49,4.609474840604829e-60
5.78525026478478e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282564952032,0.66999999990590287,1.3204428751199496e-24,1.7800189163943746e-32,1.3211659608437379e-19,2.6903534719995958e-34,1.1523800982377063e-44,5.2362857758597381e-49,0.0,7.1915730342511043e-48,7.8170018438603353e-59,9.4097037211399608e-11,9.4097073487833605e-11,1.8206523865571122e-17,3.640128046824785e-22,1.3385293478822571e-19,3.1430634705758357e-23,1.6682718961315636e-22,1.0269160957022134e-23,4.3857702119599613e-22,6.3629582298848052e-23,1.1807855086796417e-25,1.2555486632923021e-30,1.4083512731869081e-32,8.1238775023887785e-33,7.2854561675942559e-43,2.2080705156594649e-43,8.4213774101383392e-43,1.3701152073956219e-35,6.7552291090495563e-35,1.6659944669305086e-38,7.6702276994942831e-46,3.9559742721712564e-46,7.8671887527825698e-26,2.4712380472050731e-26,3.8163724768132183e-28,2.0234493380803647e-37,5.7719753178504717e-48,1.0270237333871401e-48,1.421822712710237e-52,5.0357256937960802e-60,3.7244070605255926e-61,2.0319686972095256e-59,6.6098326000626381e-60,6.9340957952526307e-63,8.7250276440026442e-60,5.4579576941181772e-69,2.3186932202827523e-64,5.1634305726266373e-49,6.6640498478644934e-60
6.043336678876908e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282564290705,0.66999999990259629,1.4886541862482797e-24,2.2774428030407476e-32,1.4348488589625413e-19,2.869317079309439e-34,1.3832493204414603e-44,7.0053248243678032e-49,0.0,8.803793775305799e-48,1.0950058237933633e-58,9.7403682818945914e-11,9.7403723667259398e-11,2.0498442303967424e-17,3.7683189035139489e-22,1.4548450902249214e-19,3.7073642853231861e-23,1.8106555782091395e-22,1.1660744896200513e-23,4.7568960477872387e-22,6.9106680100873238e-23,1.3406060443432637e-25,1.4188344047393417e-30,1.601799877187215e-32,9.2397588217600832e-33,8.5496601377511672e-43,2.7122311177779875e-43,9.9984475463971579e-43,1.5653718219943898e-35,8.0920396894072104e-35,2.0853615355181574e-38,9.5834888789732002e-46,4.9531297893992989e-46,8.4395620663203711e-26,2.7796362646817585e-26,4.4981329881486961e-28,2.4929945350340651e-37,7.495245634866359e-48,1.3968184026830747e-48,2.0224065808584793e-52,6.8497790550762768e-60,5.0659956702265252e-61,2.8598406746650227e-59,9.3907737055502596e-60,9.7604325957263693e-63,1.2426752013711515e-59,7.7735856620831821e-69,3.4560584397494564e-64,7.0224254050538749e-49,9.471147782972281e-60
6.301423092969037e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282563648369,0.66999999989938441,1.6685266303798994e-24,2.8813301540827974e-32,1.5523946750201934e-19,3.0488957704961107e-34,1.6486318960813899e-44,9.2515257489298776e-49,0.0,1.0677651265196034e-47,1.5113353298965939e-58,1.006153498300369e-10,1.0061539555811464e-10,2.2944516638595541e-17,3.8928322634120566e-22,1.5752270689631068e-19,4.3398274566298189e-23,1.9577007854274042e-22,1.3167223685539217e-23,5.1398036273301399e-22,7.4770194408755392e-23,1.5134758538846417e-25,1.5941105438673061e-30,1.8116457460531862e-32,1.045022549360753e-32,9.9596967905269305e-43,3.3010547735451854e-43,1.1782815243325689e-42,1.7775007518953282e-35,9.6156234200872605e-35,2.584311200280418e-38,1.1854440248921596e-45,6.1399518482938263e-46,9.0192240005438214e-26,3.1091336622931031e-26,5.262726596549191e-28,3.0432925253163913e-37,9.6185076821811386e-48,1.8738390491704916e-48,2.8320975673241139e-52,9.1901229559569767e-60,6.796750773969942e-61,3.9630388047735197e-59,1.3134681974282361e-59,1.3527123423165313e-62,1.742519545781834e-59,1.0900383692076318e-68,5.0624276555977657e-64,9.4207073862962914e-49,1.3251760654252716e-59
6.559509507061166e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282563025079,0.66999999989626802,1.8600943798513256e-24,3.6078466804099949e-32,1.6736898796807754e-19,3.2287150589463349e-34,1.9521566861039795e-44,1.2073292762923631e-48,0.0,1.2839951662289461e-47,2.0577101206112374e-58,1.0373176985925928e-10,1.0373182077458538e-10,2.5544541005696446e-17,4.0136573723995388e-22,1.6995629755593556e-19,5.0446842271088084e-23,2.1092515016425782e-22,1.4792132438378259e-23,5.5340624498445254e-22,8.0614683816508731e-23,1.6997607247279922e-25,1.7815201460893543e-30,2.0384444449403843e-32,1.1758482220575107e-32,1.1524084874402229e-42,3.9839300377275821e-43,1.3790806927489585e-42,2.0070201242843239e-35,1.1341854972849493e-34,3.1733502321919899e-38,1.4528996145806273e-45,7.5415938356800211e-46,9.6050020720375077e-26,3.459884801811715e-26,6.1156469665141697e-28,3.6836613054659053e-37,1.2209834174273283e-47,2.4822286899227303e-48,3.909405270573147e-52,1.2175334714249858e-59,9.0043328759283227e-61,5.4140616473376184e-59,1.8108882047335675e-59,1.848188429473783e-62,2.4086433826056873e-59,1.5067353304621167e-68,7.2975895010701512e-64,1.2479905745152945e-48,1.8276695995316981e-59
6.817595921153295e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282562420851,0.66999999989324688,2.0633579315636115e-24,4.4746108390276239e-32,1.7986207911533795e-19,3.4084240846712947e-34,2.2976991890114712e-44,1.5583383637181105e-48,0.0,1.5318554679505223e-47,2.7665614092382418e-58,1.06752948567511e-10,1.067530049762241e-10,2.829783690501731e-17,4.1307941111299451e-22,1.8277397686769721e-19,5.8261225851943066e-23,2.2651518444584775e-22,1.6538875782541438e-23,5.9392431204816795e-22,8.6634699245665634e-23,1.8998077084813484e-25,1.9811775710077625e-30,2.2827359226865203e-32,1.3167643624885927e-32,1.3251288215239915e-42,4.7707571419766036e-43,1.6039169561698551e-42,2.2544228892522748e-35,1.3287090617923137e-34,3.8637901052125194e-38,1.7656347891249551e-45,9.1851578378243038e-46,1.0195772358801546e-25,3.8319981645448078e-26,7.0624211003242671e-28,4.4239745475199439e-37,1.5344859543706257e-47,3.2501075642544373e-48,5.3255410925270011e-52,1.5943541990850662e-59,1.1790848912760797e-60,7.299833880403282e-59,2.463803513822505e-59,2.4921743837302474e-62,3.2857112340469556e-59,2.0553896945485582e-68,1.0365447883843917e-63,1.6341779888967492e-48,2.487501679559883e-59
7.075682335245424e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282561835602,0.66999999989032089,2.2782860305650206e-24,5.500718856483079e-32,1.9270739029742112e-19,3.5876949841462767e-34,2.6893901632166596e-44,1.9910090399168797e-48,0.0,1.8142308057564273e-47,3.6764734642971443e-58,1.0967914994512373e-10,1.0967921215113015e-10,3.1203282472293351e-17,4.2442523857791841e-22,1.9596440330793553e-19,6.6882738259082382e-23,2.4252464854812026e-22,1.8410728419132662e-23,6.3549184580823039e-22,9.2824799661018213e-23,2.1139452896441022e-25,2.1931697859175926e-30,2.545044439358379e-32,1.4680733830403499e-32,1.5149700261406214e-42,5.6719414453880481e-43,1.8545046279261174e-42,2.5201769451966177e-35,1.5468143419049624e-34,4.6677607379054169e-38,2.1288989976191141e-45,1.1099730990111128e-45,1.0790460149982898e-25,4.2255384141860655e-26,8.1085971554697439e-28,5.2746581575546427e-37,1.9107153379942366e-47,4.2099811238457917e-48,7.1663301931462009e-52,2.0654429939290721e-59,1.5274333824998109e-60,9.723603446440365e-59,3.3112569799686665e-59,3.319953119249832e-62,4.4276910931882276e-59,2.7697615812659572e-68,1.4523126579613297e-63,2.1170309187532808e-48,3.3442646980304234e-59
