Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CO2X(24),CHOX(53)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531407515e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-8.354984079524081e-121,1.3112016091051198e-65,2.9700073791885938e-36,1.2382285058267871e-88,1.801728939913494e-54,4.2110207689385024e-132,5.564692336215776e-20,-6.560824231212134e-106,5.564692336215775e-20,2.600819491657101e-72,1.4152328409359627e-72,2.778074325360952e-112,3.221170534353263e-113,2.2754791703130485e-53,1.221160961788449e-85,3.039031115899591e-18,8.998030997900935e-20,3.602213534446389e-22,9.008783567629139e-38,3.3357984490676632e-37,3.6022135344131528e-22,1.65905523957598e-33,1.6672140477055176e-41,8.436451150783979e-46,1.0649561700314152e-76,2.1456308077864074e-52,1.2094196527705334e-76,3.31741588062575e-54,4.892449878182557e-106,-3.422090813844356e-108,-1.5818668802012959e-108
1.7654093887941043e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,1.5136419807699823e-118,2.933132069225531e-64,1.7938844575219189e-35,1.3682893115240688e-86,2.722772796315481e-53,1.519472095380594e-129,1.5581138541404175e-19,1.266576798433414e-104,1.5581138541404168e-19,7.334727155581347e-71,4.4497184710918756e-71,5.553559627062318e-110,6.4393391019592266e-111,2.7014488707727592e-52,6.322571336946891e-84,8.509287124518851e-18,2.519448679412262e-19,1.0086197896503826e-21,5.441305274357749e-37,2.0148222632348143e-36,1.008619789630308e-21,1.0020693549757519e-32,1.979316498911764e-40,1.0015847463375285e-44,6.478707044551936e-75,2.5472928956438122e-51,7.357489876868021e-75,3.938436133140167e-53,9.780340242448607e-104,3.463276651886922e-106,1.6009050975940338e-106
4.03522146010081e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,6.389851915931406e-116,5.795398139068307e-63,8.636781466060557e-35,1.2379494591149018e-84,2.929034728590471e-52,5.501752962697986e-127,3.5614030951780975e-19,1.337371345810039e-102,3.5614030951780946e-19,1.595463368065003e-69,9.927077127170977e-70,1.0054349330750658e-107,1.1657993996268702e-108,2.6522985202259245e-51,2.7619945429940017e-82,1.9449799141757354e-17,5.758739838656599e-19,2.3054166620834444e-21,2.6197542607311755e-36,9.700501889857957e-36,2.3054166619867932e-21,4.8245324907648514e-32,1.9433046365804485e-39,9.833814698558246e-44,2.924855565586034e-73,2.500947271539183e-50,3.321522559671188e-73,3.866779949407328e-52,1.7706653745410426e-101,7.25277508760669e-104,3.352606729285409e-104
8.57484560271422e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,2.0553758095902795e-113,1.0312620496963207e-61,3.771909379195641e-34,9.369355452576006e-83,2.692287543949765e-51,1.6682894442539133e-124,7.567981577253457e-19,1.0570805898653479e-100,7.567981577253445e-19,2.9577201973454938e-68,1.8592316800933073e-68,1.5235642796886286e-105,1.7665691375164993e-106,2.345928003974911e-50,1.0291967941802335e-80,4.133082317623431e-17,1.2237322157145273e-18,4.8990104070358674e-21,1.1441155123290086e-35,4.2364640302840954e-35,4.8990104066137645e-21,2.1070000034753314e-31,1.7188308740297684e-38,8.698246876517847e-43,1.1044134445834257e-71,2.2120595417605014e-49,1.254143668792385e-71,3.4201230740848213e-51,2.6831398305062987e-99,1.1656076508600991e-101,5.388039758685854e-102
1.7654093887941043e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,5.879940874626974e-111,1.739375737264792e-60,1.5746979193093048e-33,6.509629648855301e-81,2.3033086762533656e-50,4.640521718810793e-122,1.5581138541404184e-18,7.492212862575798e-99,1.558113854140412e-18,5.083565318504705e-67,3.21136036659108e-67,2.11834490498511e-103,2.456215849662731e-104,1.9718938386939793e-49,3.5524624616197646e-79,8.509287124518795e-17,2.5194486794122616e-18,1.0086197897285903e-20,4.776457040717937e-35,1.768640337667022e-34,1.0086197895523707e-20,8.796309523156483e-31,1.44478079952722e-37,7.311987957670754e-42,3.832026234135783e-70,1.859369335491324e-48,4.351206647248226e-70,2.874819519495497e-50,3.730604389339911e-97,1.6666162173535954e-99,7.703959760164472e-100
3.581259045839469e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,1.5902113897970955e-108,2.856931128374068e-59,6.433154841728721e-33,4.339321239461647e-79,1.904420155149066e-49,1.2379218660557411e-119,3.160745246970564e-18,5.041915790360379e-97,3.160745246970539e-18,8.425636704380826e-66,5.335723270726279e-66,2.8250500843751527e-101,3.275638814512084e-102,1.6166777034519482e-48,1.1833959589794048e-77,1.726169673830943e-16,5.110881606807728e-18,2.046057287916675e-20,1.9513385500923596e-34,7.225472872375925e-34,2.04605728719676e-20,3.593578862140858e-30,1.1845183968663006e-36,5.9957727006515e-41,1.2764265316285105e-68,1.5244233262501355e-47,1.4491332517928197e-68,2.356950727840778e-49,4.975178602795994e-95,2.2531985290645398e-97,1.04154457435574e-97
7.212958359930197e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,4.184431997546361e-106,4.631209474135719e-58,2.600384068634833e-32,2.8346319525381168e-77,1.5486428423563026e-48,3.235411365249742e-117,6.366008032630858e-18,3.308185367406134e-95,6.36600803263076e-18,1.371896516928826e-64,8.698575571170403e-65,3.691463946745256e-99,4.280243615173041e-100,1.3092275157024804e-47,3.885009963359545e-76,3.476651596589031e-16,1.0293747461598658e-17,4.120932284845152e-20,7.88762238743998e-34,2.920651660284737e-33,4.120932281935141e-20,1.4525815517633813e-29,9.592533965994719e-36,4.857092271361094e-40,4.1677862437795265e-67,1.2345175437133529e-46,4.730210777483818e-67,1.9087198017764913e-48,6.5010148108671545e-93,2.964192059870474e-95,1.3702024535666283e-95
1.4476356988111654e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996462,0.022821567693054278,1.0865047868270136e-103,7.45842085722814e-57,1.0456030166447748e-31,1.8336471826653407e-75,1.249036555797741e-47,8.372563928068783e-115,1.2776533603951464e-17,2.1436548852510138e-93,1.2776533603951068e-17,2.2142465093832617e-63,1.404822269487507e-63,4.776183177466322e-97,5.5379729680954094e-98,1.0537801988156779e-46,1.2732300921879759e-74,6.977615442105055e-16,2.0659479171180505e-17,8.270682280911342e-20,3.1715782514844186e-33,1.174381187026204e-32,8.270682269210314e-20,5.840762667031236e-29,7.720900846580227e-35,3.9119218170280525e-39,1.3478080529384027e-65,9.936471371204816e-46,1.5287214076749347e-65,1.5363037421586325e-47,8.411307281096309e-91,3.848125708065944e-93,1.778802171136449e-93
2.900315424447457e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996391,0.022821567693054268,2.8038380056541346e-101,1.1972417781082734e-55,4.193335910944059e-31,1.180919081799477e-73,1.0032940871346766e-46,2.1569767703801954e-112,2.559758474659274e-17,1.3804537377476995e-91,2.559758474659115e-17,3.5582346974951085e-62,2.2582107406145934e-62,6.152199701244798e-95,7.133460835209274e-96,8.455922350951441e-46,4.213442921484743e-73,1.397954313313648e-15,4.1390942590344106e-17,1.6570182281880686e-19,1.271944715523522e-32,4.709793814144111e-32,1.6570182234954296e-19,2.3424039632949214e-28,6.195528626207379e-34,3.143101371523412e-38,4.33982566540785e-64,7.97339277658375e-45,4.916132651741563e-64,1.2327869853179206e-46,1.08346016493076e-88,4.96512469382607e-91,2.2951366989831343e-91
