Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),OH(D)X(68),CO2X(24),CHOX(53),CH4OX(63),acetyl(44),C2H6X(52),C2H4X(215),CHO2X(213),C2H4X(70),S(216),HOCO(73)
2.880420915787919e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429347288387957,0.10772419669832631,0.020926436557333276,2.773218443008611e-06,0.00080292310810463,0.002324848906501008,0.0012829492515509413,2.1140560437397263e-05,5.75210822216732e-14,0.0018341299937055782,8.496903564458165e-12,0.0003738466903494591,1.0219805449652852e-09,1.5105241174701944e-05,8.700701353022535e-11,3.780647401071894e-12,0.00025689336317956336,2.494536743744121e-07,0.0077415383745300685,0.0014137704905138808,0.000143361594326547,2.0441898182826612e-06,9.548621242341936e-09,5.273508451007923e-09,2.8975605647545465e-12,5.8568143129311115e-08,2.4529759096457938e-05,9.281534152472603e-07,3.73766473018291e-08,4.6182891695339656e-05,5.6852461380393935e-09,3.9462720180407746e-07,1.0039207780753777e-05,3.975620578689377e-09,7.94832250168986e-10,6.526462912448835e-10,1.4197694669102872e-11,1.6742403036282115e-10,5.888389500312147e-12,5.7967491146995434e-08,2.20286497302296e-08,4.3406113471024924e-13,7.040878588356254e-14,2.655530230038792e-22,7.971834231694638e-14
2.894797223423146e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429378092659538,0.10770819271738914,0.020917446271283387,2.8091722869567264e-06,0.0008113206155641546,0.0023407209237246676,0.0012940141888699267,2.1336848923719285e-05,5.85462038553321e-14,0.001839393638026074,8.640327362208205e-12,0.0003739127303978072,1.0321381700543179e-09,1.531049674753401e-05,8.777444818584796e-11,3.827884103638622e-12,0.0002578850984460013,2.5352423339601566e-07,0.007740435565436884,0.0014109953079857562,0.0001437177155148538,2.0452136393501168e-06,9.5719111691669e-09,5.287859156579412e-09,2.9087952903001417e-12,5.898577711759261e-08,2.4643804245450074e-05,9.351046272985824e-07,3.7755525060174215e-08,4.650050910040842e-05,5.7016018502993145e-09,4.010675974323191e-07,1.0055170538833814e-05,4.009937359032613e-09,7.979063807412885e-10,6.563322544417019e-10,1.4339457990349574e-11,1.6970028087050265e-10,5.956219226708306e-12,5.850897476163608e-08,2.2422125040644873e-08,4.3752792879923133e-13,7.155820723998431e-14,2.7338589484041746e-22,8.076285244481937e-14
2.9091735310583734e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429409365265207,0.10769218601298325,0.020908459065625575,2.8453242491876655e-06,0.000819742458044553,0.0023566206020166664,0.001305108513559356,2.1533377451936936e-05,5.958439427826912e-14,0.0018446270644098556,8.785040171690038e-12,0.0003739787828450016,1.042312959404559e-09,1.5516845373588388e-05,8.85441542893461e-11,3.875406899053788e-12,0.00025886451158308035,2.576346688093124e-07,0.00773933342983047,0.0014081713594118882,0.00014407372788000046,2.0461450485484247e-06,9.59502177716807e-09,5.302121078173058e-09,2.92003436347086e-12,5.940680125683536e-08,2.47587251760202e-05,9.420701033317297e-07,3.813539181318963e-08,4.681868754014122e-05,5.7178647246724545e-09,4.0757109660901806e-07,1.0070926516049051e-05,4.0443461160212915e-09,8.009425130604651e-10,6.599874568321397e-10,1.4481954405891198e-11,1.7198869745709823e-10,6.024377410490451e-12,5.9051153147004986e-08,2.2819976797260528e-08,4.409846449802562e-13,7.271890762239969e-14,2.81394299341414e-22,8.181336335716064e-14
2.9235498386936006e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44294410993138184,0.10767617668814858,0.020899474926436828,2.881672574168434e-06,0.0008281882094325078,0.0023725480438944167,0.001316232033680933,2.1730135794636847e-05,6.063575659216021e-14,0.001849830395676662,8.931037386008616e-12,0.0003740448624333049,1.0525042581659505e-09,1.5724273549145592e-05,8.931612342526437e-11,3.923215037230753e-12,0.00025983158190189557,2.6178504006028616e-07,0.007738231962307568,0.0014052993254733272,0.00014442963575743285,2.0469845891542764e-06,9.617953913273288e-09,5.31629462483588e-09,2.9312784626431325e-12,5.983124894144254e-08,2.4874528874460373e-05,9.490497455402833e-07,3.851622900382518e-08,4.71374290858828e-05,5.734035136120662e-09,4.1413779350217006e-07,1.0086478205526404e-05,4.078846261323933e-09,8.039405820020876e-10,6.636115795774234e-10,1.4625184192428952e-11,1.742891311552964e-10,6.092862205497784e-12,5.9593998078788566e-08,2.3222217018021752e-08,4.444309226678824e-13,7.389090430142387e-14,2.8958072453587547e-22,8.286983074819506e-14
2.937926146328828e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44294732879437415,0.10766016484574878,0.020890493840069437,2.9182154891034825e-06,0.0008366574437250124,0.002388503352703324,0.0013273845581157624,2.1927113780938124e-05,6.170039425013295e-14,0.0018550037539456572,9.078314215475758e-12,0.00037411098334491334,1.0627114130897694e-09,1.593276765809096e-05,9.009034720984505e-11,3.971307759939364e-12,0.00026078629032149037,2.659754039877823e-07,0.007737131157498066,0.0014023798839411467,0.00014478544333342827,2.0477328076117916e-06,9.640708419585911e-09,5.33038020334525e-09,2.942528269776486e-12,6.025915382266992e-08,2.4991222381175623e-05,9.56043456475674e-07,3.889801809741183e-08,4.745673582566509e-05,5.750113457325648e-09,4.2076777815366333e-07,1.0101828065442664e-05,4.113437209000826e-09,8.069005273779492e-10,6.672043104809097e-10,1.4769147614369678e-11,1.7660143174199543e-10,6.161671757515004e-12,6.013748148452754e-08,2.362885742249367e-08,4.4786640357510993e-13,7.507421381256325e-14,2.979476640678504e-22,8.393220982743764e-14
2.952302453964055e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442950592432309,0.10764415058846322,0.02088151579315006,2.954951204307529e-06,0.0008451497350774177,0.0024044866325633905,0.0013385658965585645,2.2124301296883832e-05,6.277841105663264e-14,0.0018601472606435032,9.22686568911822e-12,0.0003741771592200459,1.0729337726101769e-09,1.6142313974860124e-05,9.086681729015275e-11,4.0196843009321685e-12,0.00026172861935017973,2.7020581483065106e-07,0.0077360310100659975,0.0013994137096507333,0.00014514115464759738,2.0483902535109547e-06,9.663286133435832e-09,5.3443782182283645e-09,2.953784470473913e-12,6.069054981153446e-08,2.510881279112491e-05,9.63051139044802e-07,3.928074058375911e-08,4.777660986312297e-05,5.766100058711661e-09,4.2746113649052894e-07,1.0116978519404347e-05,4.1481183754867845e-09,8.098222938793083e-10,6.707653439932516e-10,1.4913844923765144e-11,1.7892544777063112e-10,6.230804204421057e-12,6.068157544471369e-08,2.403990943187363e-08,4.512907319974041e-13,7.62688519580548e-14,3.064976166045031e-22,8.500045532645918e-14
2.9652411308357595e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44295356742678565,0.10762973577688881,0.020873438138817868,2.9881766997304968e-06,0.000852812159285432,0.0024188955863239762,0.0013486535804976977,2.230194089606562e-05,6.376015143183935e-14,0.0018647509933857052,9.361647582783596e-12,0.00037423677535225073,1.0821463590089954e-09,1.6331793867583236e-05,9.156755406571983e-11,4.063465212793157e-12,0.0002625661179059427,2.740474674409424e-07,0.00773504143505288,0.001396704751646839,0.00014546121574896724,2.04890480100457e-06,9.68345560660253e-09,5.356901897269245e-09,2.9639210872437832e-12,6.108181933717508e-08,2.5215416920636752e-05,9.693699191406657e-07,3.962597359499831e-08,4.8064983286730886e-05,5.780409883876768e-09,4.3353941120674146e-07,1.0130445411433049e-05,4.179408081987333e-09,8.124191989674998e-10,6.739429257062172e-10,1.5044700174040804e-11,1.8102695276821478e-10,6.29329793648464e-12,6.117175908155109e-08,2.4413637361735475e-08,4.5436280051286904e-13,7.735372474257521e-14,3.1435111880780026e-22,8.596685427851e-14
2.978179807707464e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429565776442018,0.10761531916684958,0.020865362926462735,3.021555572640492e-06,0.0008604926048242868,0.002433327358445287,0.0013587643126922605,2.2479734776245554e-05,6.475288945145401e-14,0.0018693307317175828,9.497453890112351e-12,0.00037429645584444296,1.091370262334611e-09,1.6522104690560974e-05,9.227009755164943e-11,4.107474820777519e-12,0.0002633935657085467,2.779216357790763e-07,0.0077340523843816575,0.0013939589720949766,0.00014578120477685679,2.0493466753163914e-06,9.703483156103526e-09,5.369355267410277e-09,2.9740639462096014e-12,6.147596943266952e-08,2.532275858320703e-05,9.75699867614246e-07,3.9971934226733224e-08,4.835381949052365e-05,5.794645981154076e-09,4.3966914175412606e-07,1.0143754438962748e-05,4.210769972829828e-09,8.149851047116485e-10,6.770943770479943e-10,1.5176150232721976e-11,1.8313771157522805e-10,6.356050330602249e-12,6.166239464171796e-08,2.479095560698871e-08,4.574252940646856e-13,7.844779641936115e-14,3.223567167707461e-22,8.693793434049854e-14
2.9911184845791683e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442959622592782,0.10760090083278534,0.02085729014690125,3.0550864847518496e-06,0.0008681907617703078,0.0024477820262328344,0.0013688979560773963,2.2657675684077496e-05,6.575670151823785e-14,0.00187388656275258,9.634280616828173e-12,0.00037435620958256843,1.1006050114092456e-09,1.6713236222122118e-05,9.297444171933757e-11,4.151712550126669e-12,0.0002642109532350641,2.8182835401367496e-07,0.007733063854236679,0.001391176856751507,0.00014610112438126645,2.0497162833503975e-06,9.723369382650294e-09,5.381738618959505e-09,2.9842135549737105e-12,6.187302536969599e-08,2.5430843066147183e-05,9.82040914412394e-07,4.031860904255449e-08,4.86431200362605e-05,5.808808616009614e-09,4.458503822723504e-07,1.015690729850421e-05,4.242203627454599e-09,8.175199807054503e-10,6.802194890971277e-10,1.5308195256975252e-11,1.8525761137335046e-10,6.4190600136416485e-12,6.215346209377074e-08,2.517187187411377e-08,4.604779586679294e-13,7.955107699282307e-14,3.3051624054152228e-22,8.791366155757019e-14
3.0040571614508727e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44296270178275665,0.10758648084899586,0.020849219791127225,3.0887680876279753e-06,0.0008759063204204426,0.00246225966737215,0.0013790543741079393,2.283575640444808e-05,6.677166426506077e-14,0.001878418573169937,9.772123653662583e-12,0.00037441604513862014,1.109850136355687e-09,1.6905178176066415e-05,9.368058055835854e-11,4.196177821127578e-12,0.00026501827195959504,2.857676546271406e-07,0.007732075840826625,0.0013883588893853485,0.0001464209771219772,2.0500140339510145e-06,9.743114883965486e-09,5.394052240801937e-09,2.99437042369187e-12,6.227301259680238e-08,2.5539675693648125e-05,9.883929897087646e-07,4.066598462707945e-08,4.893288649333606e-05,5.822898052500527e-09,4.5208318423239844e-07,1.0169905664845736e-05,4.273708626814415e-09,8.200237996048106e-10,6.833180572968831e-10,1.5440835395222206e-11,1.8738653862149778e-10,6.4823256076935695e-12,6.264494150910361e-08,2.555639367412519e-08,4.63520542616097e-13,8.066357599146956e-14,3.388315221397698e-22,8.889400169165603e-14
3.016995838322577e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429658147263755,0.10757205928963641,0.02084115185031103,3.122599022901705e-06,0.0008836389713192505,0.0024767603598994208,0.00138923343075513,2.3013969760668176e-05,6.77978545547952e-14,0.0018829268492194546,9.910978777327836e-12,0.00037447597077982337,1.1191051686428918e-09,1.7097920203374985e-05,9.438850807601684e-11,4.2408700491833444e-12,0.0002658155143426287,2.89739568420676e-07,0.007731088340384894,0.0013855055517640982,0.00014674076547002205,2.050240337798539e-06,9.762720254805963e-09,5.40629642041051e-09,3.0045350650764075e-12,6.267595674133009e-08,2.56492618270336e-05,9.94756023901871e-07,4.101404758593412e-08,4.922312043818456e-05,5.836914553294191e-09,4.5836759644454e-07,1.0182751191282158e-05,4.3052845533630484e-09,8.224965370951695e-10,6.863898814573415e-10,1.5574070787043426e-11,1.895243790746885e-10,6.545845730273242e-12,6.313681306248847e-08,2.5944528322694595e-08,4.665527957624005e-13,8.178530246927785e-14,3.473043954138175e-22,8.987892022147651e-14
3.028640647507111e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44296864483350906,0.1075590786002701,0.02083389276120927,3.1531734133291144e-06,0.0008906127154564131,0.0024898307568674213,0.001398413825740645,2.317446928449037e-05,6.873108907716545e-14,0.0018869640757226737,1.0036810141224708e-11,0.00037452998747391787,1.1274427823564326e-09,1.7272063487937136e-05,9.502716722315377e-11,4.2812866156653765e-12,0.0002665244117705252,2.9334219921042304e-07,0.007730200025482317,0.0013829077028942646,0.00014702852189937482,2.050383265198179e-06,9.780245766195692e-09,5.4172570454135456e-09,3.013690313800438e-12,6.304115596268318e-08,2.574853805586796e-05,1.0004920671871925e-06,4.132788090115215e-08,4.948473199872886e-05,5.849467259966214e-09,4.6406773240513695e-07,1.0194182836265533e-05,4.333763186104727e-09,8.246954085520019e-10,6.8913149511143e-10,1.5694491689967444e-11,1.9145596129695318e-10,6.603230316244891e-12,6.357981643672682e-08,2.629694438103478e-08,4.692727852793409e-13,8.280275289577242e-14,3.550662390782753e-22,9.076923266156546e-14
3.0402854566916446e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44297150153496145,0.10754609674848412,0.02082663561502384,3.1838666510691767e-06,0.0008975998286884018,0.0025029199462533406,0.001407612349793884,2.3335065284189383e-05,6.967353671124021e-14,0.001890982209187184,1.0163454545702119e-11,0.0003745840892089665,1.1357877030592197e-09,1.7446838770273782e-05,9.566726601537119e-11,4.321886107029557e-12,0.0002672251379169378,2.9697129036424324e-07,0.007729312120342985,0.0013802819410788662,0.00014731622978045008,2.050468956844295e-06,9.797658680720054e-09,5.428161861524761e-09,3.0228526532442707e-12,6.340879012982098e-08,2.584843295865508e-05,1.0062368805580075e-06,4.164225042553043e-08,4.974672466445702e-05,5.861961289912461e-09,4.698097419095472e-07,1.0205493178317034e-05,4.362298630571284e-09,8.268690732780692e-10,6.918511476900904e-10,1.5815394943819186e-11,1.9339458588401334e-10,6.66081893274756e-12,6.402310716257055e-08,2.6652297672579184e-08,4.719840258346127e-13,8.382769046556102e-14,3.6295855723534148e-22,9.166319984506049e-14
3.0519302658761784e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44297438447940596,0.1075331137880202,0.02081938040568145,3.214677726117057e-06,0.0009046000860419731,0.002516027985560472,0.0014168289048099413,2.34957526084933e-05,7.062525396745558e-14,0.001894981311615774,1.0290908679090065e-11,0.00037463828141295685,1.14413959216325e-09,1.762223838219508e-05,9.630880011905296e-11,4.362668087232724e-12,0.00026791768929317663,3.006268608646109e-07,0.007728424622273579,0.0013776286133146615,0.0001476038907355161,2.0504977158747694e-06,9.814959425922916e-09,5.439011075427236e-09,3.0320224626464655e-12,6.377887830273696e-08,2.5948950521951377e-05,1.0119904137367968e-06,4.1957146443075116e-08,5.000909959691099e-05,5.874396831790861e-09,4.755936550461354e-07,1.0216683378948693e-05,4.3908905854506575e-09,8.290175197154693e-10,6.94548702320299e-10,1.5936780631572787e-11,1.953401681630851e-10,6.718610562770113e-12,6.44666710041969e-08,2.7010593125269306e-08,4.746863391518511e-13,8.486012079873596e-14,3.7098268918195486e-22,9.256079604237245e-14
3.063575075060712e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429772933168709,0.10752012977251443,0.020812127127222625,3.245605622501333e-06,0.0009116132627718879,0.0025291549324516207,0.001426063393014718,2.3656526131769613e-05,7.158629750685226e-14,0.0018989614447412946,1.0419169157435706e-11,0.0003746925693350711,1.152498112072642e-09,1.7798254618517742e-05,9.695176521116505e-11,4.403632117198421e-12,0.0002686020630316938,3.0430892860459537e-07,0.007727537528597713,0.0013749480652520195,0.00014789150633188504,2.0504698465821545e-06,9.83214842745292e-09,5.449804892901811e-09,3.0412001230124208e-12,6.415143966395933e-08,2.6050094757299683e-05,1.0177526165905252e-06,4.2272559253486996e-08,5.027185796082077e-05,5.8867740733720295e-09,4.814195001789993e-07,1.0227754586144382e-05,4.419538750393768e-09,8.311407382150262e-10,6.972240249936823e-10,1.6058648830807424e-11,1.972926230460267e-10,6.776604186568149e-12,6.491049379482449e-08,2.7371835539335198e-08,4.773795477356823e-13,8.590004920760602e-14,3.7913997456481776e-22,9.346199533123762e-14
3.074055403326793e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44297993312096745,0.10750844330074152,0.020805600822680882,3.273539767083798e-06,0.0009179359823393012,0.0025409853984121483,0.0014343896847301917,2.380129178723709e-05,7.245925761607876e-14,0.001902527396607011,1.053529015829104e-11,0.0003747415145019703,1.1600261711255052e-09,1.7957190047707675e-05,9.753165372455479e-11,4.4406550314045555e-12,0.00026921100564184636,3.0764545862388743e-07,0.007726739487847606,0.0013725125832295968,0.00014815032283861437,2.0503965994160164e-06,9.84752333830117e-09,5.459472134045498e-09,3.0494670462672084e-12,6.448887541764293e-08,2.614166370950956e-05,1.0229459704115372e-06,4.255686463747266e-08,5.0508669287195386e-05,5.897863898538888e-09,4.86698634713202e-07,1.0237617871247476e-05,4.445369910977288e-09,8.330300585261544e-10,6.99612698621314e-10,1.6168742816528967e-11,1.9905563786544195e-10,6.82897030764197e-12,6.531014405477979e-08,2.7699477228558605e-08,4.79795505497836e-13,8.684239977369119e-14,3.8659648496203263e-22,9.427613377749921e-14
3.0845357315928733e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429825933628297,0.10749675605668908,0.020799076073234116,3.301566960502038e-06,0.0009242688212676302,0.002552831268566838,0.0014427303525828626,2.3946119432666706e-05,7.333985954994027e-14,0.0019060780777531356,1.0652058932068288e-11,0.00037479054489541704,1.1675590838418131e-09,1.8116613005136653e-05,9.811269470825202e-11,4.47782472356199e-12,0.0002698133213131581,3.11003476537462e-07,0.0077259417705751905,0.0013700555817126642,0.00014840910489710392,2.0502779541018468e-06,9.862808387776227e-09,5.469094818816829e-09,3.0577409191648543e-12,6.482834424642341e-08,2.623374649570596e-05,1.0281462698317937e-06,4.284157373397836e-08,5.0745792991712276e-05,5.908906787545506e-09,4.920117740069703e-07,1.0247386508789359e-05,4.471246141586207e-09,8.348989335392816e-10,7.019831644608687e-10,1.6279227741796733e-11,2.00824087652684e-10,6.881498468266221e-12,6.570998241466207e-08,2.8029513061110585e-08,4.822038188499793e-13,8.779083127669222e-14,3.941629116880018e-22,9.509315047968077e-14
3.095016059858954e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44298527379017016,0.1074850680792284,0.02079255287477216,3.329686450232882e-06,0.0009306116162511688,0.002564692585219629,0.0014510853259753597,2.40910053850962e-05,7.422814492691069e-14,0.0019096135326331322,1.0769472864173945e-11,0.0003748396639887096,1.1750966062728364e-09,1.8276517800798054e-05,9.869488503174738e-11,4.515140867437853e-12,0.0002704090092217097,3.143829931397926e-07,0.0077251443748650155,0.0013675773098533214,0.00014866785353875753,2.0501141347535225e-06,9.878003882361266e-09,5.4786730953957595e-09,3.0660220232038963e-12,6.51698603903856e-08,2.6326346092798963e-05,1.0333534786004516e-06,4.31266795076074e-08,5.098322992879282e-05,5.9199028755002005e-09,4.973589351774169e-07,1.025706130808568e-05,4.497167225237385e-09,8.367473601122816e-10,7.043353307530621e-10,1.6390103650449118e-11,2.0259790955865778e-10,6.9341879195585115e-12,6.610999869133966e-08,2.8361946271605514e-08,4.846043609416477e-13,8.874534695367169e-14,4.0184023145269313e-22,9.591302619273288e-14
3.1054963881250343e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44298797415160734,0.1074733794071552,0.020786031223258165,3.357897480161601e-06,0.0009369642041710817,0.002576569390739562,0.00145945453452277,2.4235945978601734e-05,7.512415546406537e-14,0.0019131338055302617,1.0887529294157259e-11,0.00037488887514900755,1.1826384951819948e-09,1.8436898722869106e-05,9.927822157090736e-11,4.552603134906202e-12,0.00027099806893615143,3.1778401851944554e-07,0.007724347298813009,0.0013650780159018129,0.000148926569760714,2.049905366230358e-06,9.893110127336832e-09,5.488207111387282e-09,3.0743106411322963e-12,6.551343817237083e-08,2.6419465494453864e-05,1.0385675605597462e-06,4.341217493500187e-08,5.12209809541483e-05,5.9308522969479405e-09,5.027401342243162e-07,1.0266643069915518e-05,4.5231329455663305e-09,8.385753363099763e-10,7.066691076131765e-10,1.6501370582743517e-11,2.0437704048875026e-10,6.987037910955252e-12,6.651018274759585e-08,2.869678001125052e-08,4.86997005795165e-13,8.970594984210031e-14,4.096294206550768e-22,9.673574155103621e-14
3.113898588494227e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429901532905608,0.10746400798803263,0.02078080385439146,3.380580189607186e-06,0.0009420641101912788,0.0025861023781564695,0.0014661744594674626,2.4352183530114517e-05,7.584810498980736e-14,0.0019159451139517723,1.0982638704704939e-11,0.0003749283970031333,1.1886879047278053e-09,1.856581796770634e-05,9.974671494440845e-11,4.58274237977573e-12,0.00027146553782247105,3.2052620045929886e-07,0.007723708503313093,0.0013630592871878224,0.0001491339627842881,2.0497056826885134e-06,9.90515672539524e-09,5.495818775298711e-09,3.0809613401807625e-12,6.579038713448686e-08,2.6494497842248597e-05,1.0427526900348644e-06,4.3641336611012075e-08,5.141181612137174e-05,5.9395969613824125e-09,5.070788968643283e-07,1.0274258219752294e-05,4.543982056074162e-09,8.400260756254377e-10,7.085267827403148e-10,1.6590857000124334e-11,2.0580718193750317e-10,7.029523799206893e-12,6.683112930028848e-08,2.8966955890280358e-08,4.889094296619776e-13,9.048047455322622e-14,4.1595555724199393e-22,9.739735974129202e-14
3.1223007888634195e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44299234495233514,0.10745463616725669,0.020775577475254346,3.403320854518695e-06,0.0009471701219569437,0.002595645370061103,0.001472903452766315,2.4468451983849687e-05,7.657706826384449e-14,0.0019187467152958022,1.1078157921616834e-11,0.00037496798176658733,1.1947398402821445e-09,1.869503659040272e-05,1.0021594143029654e-10,4.6129751613611965e-12,0.0002719287466166656,3.2328221753705845e-07,0.007723069911084091,0.0013610273327325842,0.0001493413360711374,2.049477369906699e-06,9.917146310722827e-09,5.503402161131752e-09,3.0876171980813147e-12,6.606867791387991e-08,2.6569867783772648e-05,1.0469421954691827e-06,4.387074062133366e-08,5.16028541587873e-05,5.948311786281095e-09,5.114395538020678e-07,1.0281814484359948e-05,4.564859606841523e-09,8.414636703091073e-10,7.103725371146512e-10,1.66805947835752e-11,2.0724066226921824e-10,7.072112001431391e-12,6.71521720264883e-08,2.923867820457034e-08,4.908166337304073e-13,9.125891496628852e-14,4.223547272265062e-22,9.806078052886972e-14
3.130702989232612e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442994549008666,0.10744526396470971,0.0207703520838679,3.4261190804685103e-06,0.0009522821556962081,0.002605198388353534,0.0014796414784436212,2.458474947462551e-05,7.731106691987013e-14,0.001921538632148319,1.1174085511098177e-11,0.0003750076310328823,1.200794177533569e-09,1.8824551618781012e-05,1.0068589942722746e-10,4.643301308002307e-12,0.00027238769563428555,3.2605207397384054e-07,0.007722431521160824,0.0013589822791912746,0.00014954869008852915,2.0492205446925767e-06,9.929079039018867e-09,5.510957344165551e-09,3.0942783622410827e-12,6.634831800601799e-08,2.6645576885192048e-05,1.0511360583584617e-06,4.410038336490464e-08,5.179409550866624e-05,5.956996840229614e-09,5.158221117351583e-07,1.0289312264691046e-05,4.5857654872245695e-09,8.428881210170399e-10,7.122063270174695e-10,1.677058394772713e-11,2.086774486458477e-10,7.1148021286271675e-12,6.747330576683116e-08,2.9511948462043717e-08,4.927185545427774e-13,9.204127237017406e-14,4.288274332131296e-22,9.872599380225462e-14
3.1391051896018046e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429967653316692,0.10743589140024076,0.020765127678282966,3.4489744716587225e-06,0.0009574001277271245,0.0026147614549473772,0.0014863885006098745,2.4701074144365262e-05,7.805012263222527e-14,0.001924320887027376,1.1270420020983107e-11,0.00037504734635527496,1.206850792485256e-09,1.8954360072504794e-05,1.0115658733630118e-10,4.673720647289815e-12,0.00027284238534790395,3.2883577370245765e-07,0.007721793332582876,0.00135692425284037,0.00014975602529021601,2.048935324124488e-06,9.94095506551033e-09,5.518484399449436e-09,3.1009449805830256e-12,6.662931494117971e-08,2.6721626719719978e-05,1.0553342602359155e-06,4.433026124606923e-08,5.198554061354215e-05,5.965652191594962e-09,5.202265769049474e-07,1.0296751958290715e-05,4.606699586828691e-09,8.442994288880709e-10,7.14028109498137e-10,1.6860824505515393e-11,2.1011750813730002e-10,7.15759379116222e-12,6.779452538111124e-08,2.978676813633566e-08,4.946151289430978e-13,9.282754797223786e-14,4.353741775665369e-22,9.93929894080359e-14
3.147507389970997e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44299899379384106,0.10742651849366494,0.020759904256580048,3.4718866309462867e-06,0.0009625239544604334,0.002624334591766897,0.0014931444834614211,2.4817424142110488e-05,7.879425711587782e-14,0.0019270935023836444,1.1367159980865156e-11,0.00037508712924751495,1.2129095614593422e-09,1.908445896326646e-05,1.0162800356101957e-10,4.70423300607273e-12,0.000273292816385986,3.3163332036820764e-07,0.00772115534439462,0.00135485337957632,0.00014996334211656628,2.0486218255508904e-06,9.95277454495201e-09,5.525983401804515e-09,3.1076172015540886e-12,6.691167628454725e-08,2.6798018867644355e-05,1.0595367826722117e-06,4.4560370674724154e-08,5.217718991615247e-05,5.974277908526228e-09,5.24652955097724e-07,1.0304133959323043e-05,4.6276617955077855e-09,8.456975955404012e-10,7.158378423751508e-10,1.6951316468135967e-11,2.1156080772351283e-10,7.200486598780587e-12,6.811582574831944e-08,3.006313866683571e-08,4.965062941475538e-13,9.361774289851804e-14,4.419954623705088e-22,1.0006175715180178e-13
3.15590959034019e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44300123426806065,0.1074171452647633,0.0207546818168692,3.4948551598681442e-06,0.0009676535524023181,0.0026339178207441484,0.0014999093912801203,2.4933797624033984e-05,7.954349212640071e-14,0.0019298565006009355,1.1464303902228363e-11,0.0003751269811845852,1.2189703611014656e-09,1.9214845294974725e-05,1.0210014650723011e-10,4.7348382104654825e-12,0.0002737389895317648,3.344447173296536e-07,0.007720517555645208,0.0013527697849142492,0.00015017064099470166,2.0482801665867514e-06,9.964537631631982e-09,5.5334544258250865e-09,3.114295174126623e-12,6.719540963639466e-08,2.687475491635517e-05,1.0637436072753047e-06,4.479070806644341e-08,5.236904385938051e-05,5.982874058957148e-09,5.291012516459655e-07,1.0311458658597437e-05,4.648652003363006e-09,8.470826230681695e-10,7.176354842348887e-10,1.704205984503448e-11,2.1300731429651414e-10,7.243480160613038e-12,6.843720176668088e-08,3.0341061458731355e-08,4.983919877469601e-13,9.441185819394704e-14,4.4869178939211925e-22,1.0073228679924682e-13
