Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),OH(D)X(68),CO2X(24),CHOX(53),CH4OX(63),acetyl(44),C2H6X(52),C2H4X(215),CHO2X(213),C2H4X(70),S(216),HOCO(73)
3.117704398674112e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45089151082818824,0.11727293480425201,0.02279939073518512,4.635402866351349e-14,1.0202007327473108e-10,3.478636075233446e-07,3.176338051207466e-09,7.186355994533164e-11,1.2418930777065706e-23,2.751854252967955e-05,3.3805264092754822e-21,2.633962193683314e-05,1.991136854300225e-15,1.0587501453399666e-13,8.859986867498993e-18,9.135279406434948e-20,1.3858435618681271e-08,4.392883018107673e-15,0.0013691454255045283,4.432296286654111e-05,1.9301031012205077e-06,8.67730184019405e-10,1.5578890858194315e-10,1.1840751712257596e-10,5.4261090989714535e-14,1.3584441004625671e-11,3.6347942379862474e-07,8.324169918165216e-11,1.3435570648856371e-14,2.8310028012127786e-09,8.67292982430136e-11,6.6818359376514866e-15,1.25532593179289e-08,9.964247330737552e-15,4.3533884756254905e-14,1.7333307709902225e-15,1.6838297059837978e-17,1.1885175157314386e-18,2.1850318089573914e-19,9.694356780920679e-14,1.1982819601737352e-17,1.6232289940406515e-20,1.2620171351247834e-21,7.515596131552036e-38,1.1641801599035868e-22
3.1599276627918204e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4508740409422993,0.11725573238104715,0.022799091296973398,4.925680363507874e-14,1.0669743438611484e-10,3.5720544486089654e-07,3.32737785969282e-09,7.48159954794768e-11,1.344376785074317e-23,2.7891220791967555e-05,3.623285887297871e-21,2.668098336451379e-05,2.0769535305243654e-15,1.1182960095513931e-13,9.453245199683495e-18,9.691898505203436e-20,1.4255330551708336e-08,4.644644851941917e-15,0.0013859676065543676,4.492091367455827e-05,1.9723198394222394e-06,8.983347729238474e-10,1.579007034015676e-10,1.1949839425440932e-10,5.476103891733843e-14,1.4093502545991441e-11,3.708785820878599e-07,8.6126310509516e-11,1.3978889187408684e-14,2.9328680089295444e-09,8.790184572793857e-11,7.06857014028976e-15,1.2888535655287958e-08,1.0438391670272e-14,4.47803764217569e-14,1.818254553765309e-15,1.7803588792677543e-17,1.2553964410620492e-18,2.3199629893927373e-19,1.0168553545032143e-13,1.2849709291062684e-17,1.738782888556393e-20,1.3342955578412357e-21,8.448467541628406e-38,1.2519288188219381e-22
3.2021509269095287e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45085661368835556,0.1172385729355804,0.02279879188159649,5.23008684534313e-14,1.1153528779700809e-10,3.6666916179019096e-07,3.4835739408401644e-09,7.784802209540216e-11,1.453800875582561e-23,2.826389780119742e-05,3.879815573284155e-21,2.7021954925922212e-05,2.165216683114179e-15,1.1803591884628676e-13,1.0077453037903443e-17,1.0274689605955103e-19,1.4658559115785547e-08,4.9071117244423935e-15,0.001402746741981577,4.551880217703352e-05,2.0149459560156886e-06,9.296281291371485e-10,1.6001243577962555e-10,1.2058926460021327e-10,5.526098768192977e-14,1.4617433905795265e-11,3.783414839539456e-07,8.907399538468272e-11,1.4538227173856724e-14,3.036827521038299e-09,8.907430655028738e-11,7.471910784127472e-15,1.3228045204271313e-08,1.0928723646917971e-14,4.604671172788549e-14,1.9061919883479316e-15,1.8811613735778437e-17,1.325102853828024e-18,2.4613543543887446e-19,1.0658640253945861e-13,1.3766065129578816e-17,1.8610092716282602e-20,1.409643878986036e-21,9.48245355647397e-38,1.3450462197978264e-22
3.244374191027237e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45083922895733447,0.11722145635778985,0.0227984924890031,5.549120512477672e-14,1.1653771900936573e-10,3.7625477165751943e-07,3.645036344720122e-09,8.096068861979339e-11,1.5705360185531488e-23,2.8636573517870888e-05,4.1506943112432184e-21,2.7362537398108415e-05,2.2559613476337843e-15,1.245012810865617e-13,1.0733777426657338e-17,1.0884533546214662e-19,1.506815940149951e-08,5.180584619972659e-15,0.0014194829418904377,4.6116628323799535e-05,2.0579805186905985e-06,9.616171253313412e-10,1.621241054990593e-10,1.2168012808874762e-10,5.5760937427280775e-14,1.5156509795933284e-11,3.858680134123545e-07,9.208537321680976e-11,1.5113922141469085e-14,3.1428901507108763e-09,9.024668089704776e-11,7.892329369495164e-15,1.3571780989382308e-08,1.143558825615577e-14,4.733300854302264e-14,1.99721097211361e-15,1.986373831222727e-17,1.3977188186110948e-18,2.609428924981401e-19,1.1164901600035095e-13,1.4733971830779158e-17,1.990206733645667e-20,1.4881482294228716e-21,1.062697113788692e-37,1.44378691854146e-22
3.2865974551449453e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4508218866405073,0.11720438253789627,0.02279819311914207,5.883290719899295e-14,1.2170889927205275e-10,3.859622926644895e-07,3.811876131458646e-09,8.415504349928712e-11,1.694967627545368e-23,2.9009247902616308e-05,4.436516999511383e-21,2.770273155625614e-05,2.34922258179256e-15,1.3123312559991705e-13,1.142341280975301e-17,1.1522329551305602e-19,1.5484169926352245e-08,5.465368767707429e-15,0.0014361763161024838,4.671439206289364e-05,2.101422587306212e-06,9.943086073088668e-10,1.6423571234248596e-10,1.2277098464900628e-10,5.626088830220816e-14,1.571100662341484e-11,3.9345805348123357e-07,9.516106221575064e-11,1.57063175366593e-14,3.2510645071872296e-09,9.141896895633275e-11,8.330304111047077e-15,1.391973604911285e-08,1.1959333635858944e-14,4.863938607216387e-14,2.0913800834301637e-15,2.0961350571997782e-17,1.47332779846312e-18,2.764414540041459e-19,1.1687622597799574e-13,1.5755571547858423e-17,2.126683435091163e-20,1.5698959497493543e-21,1.1892175465204028e-37,1.548414151426442e-22
3.3288207192626537e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45080458662943795,0.11718735136640229,0.022797893771962393,6.233118088064314e-14,1.2705308713296812e-10,3.957917478849064e-07,3.984205367951298e-09,8.7432134800363e-11,1.8274961568203596e-23,2.9381920916188097e-05,4.737894812490134e-21,2.8042538173683223e-05,2.4450354653383365e-15,1.3823901640821515e-13,1.2147581279992618e-17,1.218899539352759e-19,1.5906629632855474e-08,5.761773644015082e-15,0.0014528269741572344,4.731209334056254e-05,2.1452712138412046e-06,1.0277093937406565e-09,1.6634725609287847e-10,1.2386183420979687e-10,5.676084045998004e-14,1.62812024817066e-11,4.011114861846501e-07,9.830167937489865e-11,1.631576282164889e-14,3.3613590028865834e-09,9.259117091423247e-11,8.786319941546517e-15,1.4271903435907223e-08,1.2500311055617335e-14,4.9965964850734625e-14,2.1887685793989327e-15,2.210583470884965e-17,1.552014666574528e-18,2.9265439567893964e-19,1.22270885637636e-13,1.6833064632218175e-17,2.2707563663777136e-20,1.6549755863862064e-21,1.3289006548773292e-37,1.6591999771903174e-22
3.371043983380362e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.450787328815983,0.11717036273409166,0.0227975944474132,6.599134613625124e-14,1.3257462999829312e-10,4.057431652813452e-07,4.162137124550723e-09,9.079301020922815e-11,1.9685375204641597e-23,2.9754592519466143e-05,5.055455422439884e-21,2.8381958021841882e-05,2.543435099950755e-15,1.4552664469546587e-13,1.2907532826827711e-17,1.2885467550674709e-19,1.6335577886608635e-08,6.070112974827455e-15,0.0014694350253129241,4.790973210126726e-05,2.189525442344596e-06,1.0618262758926392e-09,1.6845873653502564e-10,1.2495267669967327e-10,5.726079405914711e-14,1.686737715766161e-11,4.088281925558496e-07,1.0150784045439642e-10,1.694261357093128e-14,3.473781860359819e-09,9.376328695535768e-11,9.2608685156311e-15,1.4628276216125955e-08,1.3058874905980795e-14,5.131286673835735e-14,2.2894463935578262e-15,2.3298636372658444e-17,1.6338657180680536e-18,3.0960548442260275e-19,1.2783585097257638e-13,1.7968710391017175e-17,2.4227532478890137e-20,1.7434768946964278e-21,1.482923850982526e-37,1.7764254755220528e-22
3.4132672474980703e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45077011309229004,0.11715341653202857,0.022797295145443767,6.981883779779336e-14,1.3827796569859274e-10,4.158165777214083e-07,4.345785471727467e-09,9.423871703169537e-11,2.1185235931838802e-23,3.0127262673455288e-05,5.389843221328655e-21,2.8720991870318995e-05,2.6444566091348178e-15,1.53103829883148e-13,1.3704545582037579e-17,1.361270136389165e-19,1.6771054474360668e-08,6.390704737997013e-15,0.0014860005785472324,4.850730828768789e-05,2.234184308887695e-06,1.0966660173542243e-09,1.7057015345412222e-10,1.2604351204750133e-10,5.776074926365609e-14,1.7469812050930202e-11,4.166080526406251e-07,1.0478015996454308e-10,1.7587231566335996e-14,3.588341119086623e-09,9.49353172655819e-11,9.754448213557998e-15,1.498884747000972e-08,1.36353826876249e-14,5.268021491256526e-14,2.39348413354423e-15,2.4541231647798812e-17,1.7189686819156624e-18,3.273189808771179e-19,1.3357398062044882e-13,1.916482784376667e-17,2.583012197186447e-20,1.8354908423687105e-21,1.652553263638646e-37,1.9003809662354187e-22
3.4554905116157787e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4507529393507979,0.11713651265155695,0.022796995866003505,7.381920666235976e-14,1.4416762406158047e-10,4.2601202299365786e-07,4.535265476704254e-09,9.777030219305458e-11,2.2779024889024466e-23,3.0499931339284784e-05,5.741719542734546e-21,2.905964048683637e-05,2.7481351381146364e-15,1.60978520716541e-13,1.453992606297235e-17,1.4371671194863327e-19,1.721309960205538e-08,6.723871165641396e-15,0.0015025237425580083,4.9104821840728497e-05,2.279246841516998e-06,1.132235353774263e-09,1.7268150663524588e-10,1.2713434018201448e-10,5.826070624188315e-14,1.8088790158716167e-11,4.244509455006505e-07,1.0811925114934149e-10,1.824998490087262e-14,3.7050446421209087e-09,9.610726202960436e-11,1.0267564144929158e-14,1.5353610291643364e-08,1.4230195000437887e-14,5.4068133862472254e-14,2.500953078754547e-15,2.5835075990568907e-17,1.8074127329786836e-18,3.458196514968914e-19,1.3948813568755885e-13,2.0423796477970326e-17,2.751880264382982e-20,1.9311096039781185e-21,1.8391491303765436e-37,2.031366136977074e-22
3.497713775733487e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45073580748423525,0.11711965098429955,0.022796696609041975,7.799812058794191e-14,1.5024822849128403e-10,4.363295438232174e-07,4.730693200063813e-09,1.013888122379387e-10,2.4471389718711724e-23,3.0872598478207725e-05,6.11176288380082e-21,2.939790463725092e-05,2.8545058537273826e-15,1.6915879636198885e-13,1.5415009413742597e-17,1.5163370582336206e-19,1.76617538928604e-08,7.069938746475362e-15,0.0015190046257639962,4.97022726995221e-05,2.3247120602080322e-06,1.1685409925851955e-09,1.7479279586488096e-10,1.2822516103153515e-10,5.876066516774735e-14,1.8724596105966833e-11,4.3235674921679464e-07,1.1152572596982219e-10,1.8931248077165576e-14,3.823900122587887e-09,9.727912142993342e-11,1.0800728152396574e-14,1.5722557788919872e-08,1.484367553252887e-14,5.5476749382395104e-14,2.611925177966925e-15,2.7181693069295033e-17,1.899288504170903e-18,3.651327680338269e-19,1.455811795809595e-13,2.1748057003808845e-17,2.929715878572863e-20,2.0304265638274768e-21,2.044171455002188e-37,2.1696902391982155e-22
3.5399370398511953e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4507187173856203,0.11710283142215758,0.022796397374508868,8.236136558529753e-14,1.5652449755330946e-10,4.467691878870351e-07,4.932185692330421e-09,1.050952933301836e-10,2.6267150450199355e-23,3.124526405160048e-05,6.500669127242551e-21,2.973578508555486e-05,2.963603944317467e-15,1.776528675150222e-13,1.6331159644561644e-17,1.5988812397968787e-19,1.81170583851797e-08,7.429238228130158e-15,0.0015354433363055588,5.029966080143556e-05,2.3705789768203093e-06,1.205589612725056e-09,1.769040209305373e-10,1.293159745247649e-10,5.926062622104793e-14,1.937751604830635e-11,4.4032534089258697e-07,1.1500019508757468e-10,1.963140210103338e-14,3.944915090036081e-09,9.845089565000874e-11,1.1354458815347616e-14,1.6095683083504474e-08,1.547619104915901e-14,5.69061885654215e-14,2.7264730469125867e-15,2.858265293258029e-17,1.994688098742434e-18,3.85284107412719e-19,1.5185597784791602e-13,2.3140112107869172e-17,3.116888901197739e-20,2.1335363214387386e-21,2.2691861398336675e-37,2.315672340971003e-22
3.5821603039689036e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4507016689482599,0.1170860538573096,0.022796098162354023,8.691484690584942e-14,1.6300124656601143e-10,4.5733100782880097e-07,5.139860990525251e-09,1.0889079125268294e-10,2.8171302089885376e-23,3.1617928020962186e-05,6.909151763403625e-21,3.0073282593875866e-05,3.075464619630935e-15,1.8646907751925962e-13,1.7289769868543172e-17,1.684902900150649e-19,1.8579054530649417e-08,7.802104619460348e-15,0.0015518399820453968,5.089698608207465e-05,2.4168465950532555e-06,1.2433878643709913e-09,1.7901518161960625e-10,1.3040678059038816e-10,5.976058958587941e-14,2.00478376416087e-11,4.48356596657645e-07,1.1854326784852972e-10,2.0350834585745366e-14,4.068096916647561e-09,9.96225848730436e-11,1.1929281453570493e-14,1.6472979310798796e-08,1.6128111381595473e-14,5.835657979693081e-14,2.844669965854221e-15,3.003948245928901e-17,2.093705102683766e-18,4.0629996591433323e-19,1.5831539802243817e-13,2.4602527205918142e-17,3.313778102878273e-20,2.240534684370964e-21,2.5158711971344236e-37,2.469641437689502e-22
3.624383568086612e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45068466206574925,0.11706931818221102,0.022795798972527415,9.166459012557334e-14,1.6968338919732625e-10,4.680150612735102e-07,5.353838114695664e-09,1.127763514072377e-10,3.018901835252148e-23,3.199059034791418e-05,7.33794211236307e-21,3.0410397922477177e-05,3.190123110710109e-15,1.956159034960122e-13,1.829226253637453e-17,1.7745072395278843e-19,1.9047784192117194e-08,8.188877192838155e-15,0.0015681946705692678,5.149424847528899e-05,2.4635139104030645e-06,1.2819423686625305e-09,1.8112627772031709e-10,1.3149757915647754e-10,6.026055545209579e-14,2.0735850105877234e-11,4.5645039167103345e-07,1.221555522664039e-10,2.1089939852999203e-14,4.193452823309483e-09,1.0079418927974419e-10,1.2525728130899878e-14,1.685443961990501e-08,1.679980941588765e-14,5.982805274806918e-14,2.9665898771329465e-15,3.155378002800431e-17,2.1964345972501717e-18,4.282071596658316e-19,1.6496230947857207e-13,2.6137931194720604e-17,3.520774164933218e-20,2.3515186701729974e-21,2.786023203198953e-37,2.631936633408621e-22
3.6666068322043203e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4506676966319705,0.1170526242895934,0.022795499804979167,9.6616742224828e-14,1.7657593906693105e-10,4.788214108416683e-07,5.574237064418565e-09,1.1675301881440127e-10,3.2325658745141714e-23,3.236325099419944e-05,7.787789546089517e-21,3.074713182975772e-05,3.3076146697884698e-15,2.0510195748451102e-13,1.9340089669339568e-17,1.867801437801758e-19,1.9523289641604715e-08,8.589899486435251e-15,0.0015845075091867047,5.209144791317721e-05,2.51057991012072e-06,1.32125971741749e-09,1.8323730902221504e-10,1.32588370151517e-10,6.076052401610404e-14,2.1441844112395806e-11,4.646066001248242e-07,1.2583765500632894e-10,2.184911902489422e-14,4.3209898855500674e-09,1.0196570905104331e-10,1.3144337658842749e-14,1.724005717359009e-08,1.7491661081567063e-14,6.132073836916998e-14,3.092307382646026e-15,3.312721688243297e-17,2.3029731716045524e-18,4.510330209189501e-19,1.7179958329015626e-13,2.7749017202901784e-17,3.73828053165302e-20,2.46658651483977e-21,3.0815643493631607e-37,2.8029074424358143e-22
3.7088300963220286e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4506507725410928,0.11703597207246366,0.02279520065965953,1.0177757266408273e-13,1.836840113535244e-10,4.897501241631269e-07,5.8011788152779375e-09,1.2082183811331988e-10,3.458677103856675e-23,3.273590992168207e-05,8.259461710642767e-21,3.1083485072252134e-05,3.4279745701857932e-15,2.149359875926798e-13,2.0434733089679238e-17,1.9648946697989995e-19,2.0005613558253604e-08,9.005519306492186e-15,0.0016007786049317295,5.268858432609198e-05,2.5580435731710446e-06,1.361346472862413e-09,1.8534827531504748e-10,1.3367915350417472e-10,6.126049547832348e-14,2.2166111724289943e-11,4.7282509524763064e-07,1.2959018136890612e-10,2.2628780127547297e-14,4.450715039341965e-09,1.0313714436846363e-10,1.378565560018445e-14,1.7629825148250072e-08,1.8204045340271534e-14,6.283476888312448e-14,3.2218977413433956e-15,3.476139256625388e-17,2.413418935577471e-18,4.748054141668815e-19,1.7883009209675927e-13,2.943854334085395e-17,3.966709412599675e-20,2.585837663794939e-21,3.40454957272432e-37,2.982913883213229e-22
3.751053360439737e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4506338896875711,0.11701936142410334,0.022794901536518905,1.0715347445550068e-13,1.9101282440701437e-10,5.008012738905472e-07,6.034785315316733e-09,1.24983853561569e-10,3.6978094126165905e-23,3.310856709234675e-05,8.753744748421296e-21,3.1419458404630856e-05,3.551238106203547e-15,2.2512687915837283e-13,2.15777046486765e-17,2.065898120544553e-19,2.0494799026254436e-08,9.436088729575311e-15,0.0016170080645635668,5.328565764264522e-05,2.605903870192624e-06,1.4022091673563178e-09,1.8745917638894488e-10,1.3476992914226865e-10,6.176047004503762e-14,2.2908946506825184e-11,4.811057493079977e-07,1.33413735273789e-10,2.3429338195142965e-14,4.582635086775971e-09,1.0430849541116482e-10,1.445023427257513e-14,1.8023736733874423e-08,1.8937344174292895e-14,6.437027777870671e-14,3.3554368667056263e-15,3.645797385829858e-17,2.527871532544663e-18,4.995527388638382e-19,1.8605670997552955e-13,3.12093334496873e-17,4.20648522324403e-20,2.7093727720021875e-21,3.757173874234894e-37,3.1723266247669346e-22
3.793276624557445e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4506170479661459,0.11700279223806792,0.022794602435507825,1.1275096523032942e-13,1.9856770136524765e-10,5.119749377124829e-07,6.275179481463159e-09,1.2924010903498534e-10,3.950556670067083e-23,3.348122246829818e-05,9.271443520454631e-21,3.1755052579700065e-05,3.677440593020557e-15,2.3568365592099694e-13,2.2770546453375393e-17,2.170925000437485e-19,2.0990889532758998e-08,9.881964104821356e-15,0.0016331959945673563,5.388266778971319e-05,2.6541597634589625e-06,1.443854303101306e-09,1.8957001203529764e-10,1.3586069699399078e-10,6.226044793006271e-14,2.3670643403859047e-11,4.89448433618051e-07,1.3730891924336542e-10,2.425121536053011e-14,4.71675670160792e-09,1.0547976235763929e-10,1.5138632752096465e-14,1.8421785134010372e-08,1.969194257504917e-14,6.592739980384557e-14,3.4930013241256253e-15,3.8218741678897425e-17,2.646432152420635e-18,5.253039211843324e-19,1.9348231231869914e-13,3.3064277849224835e-17,4.458046874898399e-20,2.837293716429034e-21,4.141780384424537e-37,3.3715273561488517e-22
3.835499888675153e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45060024727184184,0.11698626440818621,0.022794303356576947,1.1857668830205537e-13,2.0635407177504755e-10,5.232711983660733e-07,6.522485195931567e-09,1.3359164802749594e-10,4.217532986819924e-23,3.385387601176056e-05,9.813381828739506e-21,3.209026834840177e-05,3.806617366588947e-15,2.466154812034365e-13,2.4014831090536344e-17,2.2800905603575704e-19,2.149392896577559e-08,1.034350605616967e-14,0.0016493425011548598,5.447961469244178e-05,2.7028102068407447e-06,1.4862883518691417e-09,1.9168078204610806e-10,1.369514569880283e-10,6.27604293507637e-14,2.445149862833941e-11,4.978530185371559e-07,1.412763343871266e-10,2.509484095688157e-14,4.853086434681547e-09,1.0665094538746093e-10,1.5851416876808847e-14,1.8823963565727398e-08,2.0468228531482177e-14,6.750627095884386e-14,3.634668328320264e-15,4.004537174446211e-17,2.7692035447665464e-18,5.520884314851583e-19,2.0110977571649425e-13,3.500633408504136e-17,4.721841823206034e-20,2.9697035853363294e-21,4.5608685271470645e-37,3.580908870424364e-22
3.877723152792861e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.450583487499968,0.1169697778285595,0.022794004299677092,1.246374137252812e-13,2.1437747321738515e-10,5.346901436493457e-07,6.776827302598061e-09,1.3803951365094295e-10,4.4993728371561496e-23,3.4226527685077024e-05,1.038040263861872e-20,3.2425106459813637e-05,3.938803783530361e-15,2.579316591042004e-13,2.5312161848034344e-17,2.393512106702251e-19,2.2003961612047413e-08,1.0821079484582097e-14,0.0016654476902651716,5.5076498274251726e-05,2.7518541457688775e-06,1.5295177547265276e-09,1.9379148621356408e-10,1.3804220905196333e-10,6.326041453023254e-14,2.5251809833272068e-11,5.063193734753259e-07,1.4531658038542293e-10,2.596065162516372e-14,4.991630719230041e-09,1.0782204467839759e-10,1.6589159250279023e-14,1.9230265259581663e-08,2.1266593018380297e-14,6.910702848955129e-14,3.780515740748856e-15,4.193958882376062e-17,2.896290032012489e-18,5.799362908704476e-19,2.0894197784521656e-13,3.7038527674546476e-17,4.998329607119539e-20,3.1067066751405026e-21,5.017102269213166e-37,3.8008751442883254e-22
3.9199464169105686e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4505667685461165,0.11695333239356094,0.0227937052647592,1.3094003935027892e-13,2.2264355293629587e-10,5.462318664331158e-07,7.038331603350904e-09,1.425847486349056e-10,4.7967321277879926e-23,3.459917745070912e-05,1.0973368301201587e-20,3.2759567661149006e-05,4.074035221032468e-15,2.6964163569970717e-13,2.6664172935282708e-17,2.5113090163540487e-19,2.252103215491404e-08,1.1315053570250574e-14,0.0016815116675654223,5.567331845684386e-05,2.801290517198851e-06,1.5735489217416207e-09,1.9590212433083787e-10,1.3913295311359638e-10,6.376040370055528e-14,2.607187599024238e-11,5.148473668969437e-07,1.4943025547313055e-10,2.684909140402849e-14,5.132395876058918e-09,1.0899306040669003e-10,1.7352439245088212e-14,1.9640683459580558e-08,2.2087429984626435e-14,7.072981088048642e-14,3.9306220668970065e-15,4.3903292809414063e-17,3.027797522793357e-18,6.088780576290145e-19,2.1698179736026947e-13,3.916395285211135e-17,5.287986515754996e-20,3.248408508085651e-21,5.513319298264967e-37,4.0318417972171125e-22
3.9621696810282765e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.450550090306162,0.11693692799783477,0.022793406251774354,1.374915918731728e-13,2.3115806947126782e-10,5.578964646724811e-07,7.307124854415924e-09,1.4722839532651903e-10,5.1102885323488944e-23,3.497182527123628e-05,1.15931607758249e-20,3.309365269775684e-05,4.212347076745769e-15,2.8175500025662536e-13,2.807252970085283e-17,2.6336027515778286e-19,2.30451856721558e-08,1.1825801774792513e-14,0.0016975345384514842,5.627007516020451e-05,2.851118249576289e-06,1.618388231706002e-09,1.980126961920169e-10,1.4022368910166364e-10,6.426039709671738e-14,2.691199719932991e-11,5.234368663245778e-07,1.536179564243763e-10,2.7760611828021905e-14,5.275388118612822e-09,1.1016399274972019e-10,1.8141843006320857e-14,2.0055211423147274e-08,2.2931136341372694e-14,7.23747578479036e-14,4.085066453596241e-15,4.59382431744977e-17,3.1638335253962216e-18,6.389448448840642e-19,2.252321137939135e-13,4.13857733132395e-17,5.591297194866385e-20,3.3949158203815995e-21,6.0525403503969715e-37,4.274236184794688e-22
4.004392945145984e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4505334526762608,0.11692056453629568,0.022793107260673764,1.442992278817168e-13,2.399268942929665e-10,5.696840414179018e-07,7.583334762657022e-09,1.5197149569029011e-10,5.440741338299699e-23,3.5344471109355275e-05,1.224068185255341e-20,3.3427362313121464e-05,4.353774768680695e-15,2.942814864541866e-13,2.953892884705743e-17,2.7605168748474857e-19,2.3576467633821204e-08,1.2353701843433959e-14,0.0017135164080486723,5.6866768302610775e-05,2.901336262803192e-06,1.6640420318621535e-09,2.00123201591429e-10,1.4131441694356592e-10,6.476039495881825e-14,2.777247493452386e-11,5.320877383423904e-07,1.5788027853653335e-10,2.86956720384635e-14,5.420613557928753e-09,1.1133484188388651e-10,1.8957963455033975e-14,2.0473842421085417e-08,2.379811195014147e-14,7.404201033281261e-14,4.2439286863960595e-15,4.8046206947563455e-17,3.304507161318907e-18,6.7016833300474005e-19,2.3369580745754385e-13,4.370722295778116e-17,5.908757570447476e-20,3.546336553826938e-21,6.637978458995112e-37,4.5284973638765395e-22
4.046616209263692e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4505168555528511,0.11690424190412811,0.022792808291408805,1.5137023489661563e-13,2.489560134419017e-10,5.815947048258617e-07,7.867089981851901e-09,1.5681509130791095e-10,5.788812750924707e-23,3.571711492787966e-05,1.2916853374718633e-20,3.3760697248862565e-05,4.498353735105012e-15,3.072309736163834e-13,3.1065098644066445e-17,2.8921770636022977e-19,2.4114923900037192e-08,1.2899135807180526e-14,0.001729457381212445,5.746339780063598e-05,2.9519434682055213e-06,1.7105166376073235e-09,2.0223364032406645e-10,1.4240513656658588e-10,6.526039753813778e-14,2.8653611949589956e-11,5.407998485999083e-07,1.6221781561377323e-10,2.965473887380309e-14,5.568078207478197e-09,1.1250560798344387e-10,1.980140029170719e-14,2.089656973754366e-08,2.4688759610853135e-14,7.57317104939488e-14,4.40728918674988e-15,5.022921198840528e-17,3.4499291789394374e-18,7.025807502302271e-19,2.423757593482932e-13,4.613160663219166e-17,6.24088320829288e-20,3.7027798799723875e-21,7.273049340093229e-37,4.795076662845391e-22
4.0888394733814e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45050029883265097,0.11688795999678551,0.02279250934393095,1.5871203240834566e-13,2.582515291697059e-10,5.936285681691055e-07,8.158520108943174e-09,1.617602233780695e-10,6.15524841362561e-23,3.60897566897393e-05,1.3622617461495035e-20,3.409365824473494e-05,4.6461194344415235e-15,3.2061348795397007e-13,3.2652799141319345e-17,3.028711124932342e-19,2.4660600718802456e-08,1.3462489984976251e-14,0.001745357562529102,5.8059963569155104e-05,3.002938768502158e-06,1.757818332210375e-09,2.043440121859416e-10,1.4349584789952023e-10,6.576040508808648e-14,2.955571196521548e-11,5.495730618160333e-07,1.6663115995217748e-10,3.063828696285299e-14,5.717787987900544e-09,1.1367629122341574e-10,2.0672759999673566e-14,2.1323386669980485e-08,2.5603485049781206e-14,7.744400170068775e-14,4.575229009229412e-15,5.2489115813430166e-17,3.6002119672943136e-18,7.36214888612718e-19,2.512748510597694e-13,4.866230087083319e-17,6.588198095470997e-20,3.864356188277894e-21,7.961382035743496e-37,5.074437824153195e-22
4.131062737499108e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4504837824126584,0.11687171870998965,0.022792210418191825,1.6633217290944083e-13,2.678196615829297e-10,6.057857498464436e-07,8.457755680264988e-09,1.6680793271625788e-10,6.540816824377796e-23,3.646239635797974e-05,1.4358936730512456e-20,3.4426246038628394e-05,4.797107345166109e-15,3.3443920381617794e-13,3.4303822375134726e-17,3.1702490101923956e-19,2.5213544723763455e-08,1.4044154985850348e-14,0.0017612170563164825,5.865646552135023e-05,3.054321057774401e-06,1.8059533665417827e-09,2.0645431697351016e-10,1.4458655086969317e-10,6.626041786570024e-14,3.047907999818983e-11,5.584072417824441e-07,1.711209023240897e-10,3.1646798838526274e-14,5.869748731630127e-09,1.1484689177872433e-10,2.1572655848531153e-14,2.1754286529128895e-08,2.6542696907435434e-14,7.917902852591042e-14,4.7478298388671994e-15,5.482770550787276e-17,3.755469569964725e-18,7.711041245900602e-19,2.6039596469675025e-13,5.130275463632044e-17,6.951235653180227e-20,4.031177069792646e-21,8.706829230881788e-37,5.367056787725092e-22
