Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70),C2H6X(52),CH4OX(63),HOCO(73),S(216),CHO2(74)
6.5433594477983924e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999666,0.11866996602996212,0.02282156769305424,1.881087057457191e-98,1.7424419607098962e-45,2.1334464585826777e-30,1.557899636709469e-71,1.1514444856003655e-45,1.4458587436192269e-109,5.775033611035705e-17,1.8164874604202898e-89,5.775033611034912e-17,9.20640977170249e-61,1.076815010754318e-59,1.829494421966277e-92,2.121294608340284e-93,7.684682298854486e-32,2.634205209763159e-71,3.153904394847914e-15,9.33815036009073e-17,3.738374732105923e-19,6.471281866073084e-32,2.39620490657642e-31,3.738374708231113e-19,1.1917425615653084e-27,7.106755406512795e-33,3.616989889744247e-37,2.5398453196121414e-62,1.414107242134205e-45,9.146132230449228e-44,2.1557749868889668e-31,2.868035224729641e-62,3.22191185804596e-86,7.020788110478078e-25,6.830981535042449e-89,1.0110751383769292e-101,2.930259691187783e-76,1.477763248702089e-88,2.6888174145329344e-85,1.1929973387726876e-59,1.0459892877847589e-73,1.4087886392527978e-120,1.608095144861627e-173,1.9844413089354173e-122
1.3092403829956296e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999934,0.1186699660299589,0.022821567693054195,4.850916216547935e-96,1.3950130503561605e-44,8.539347195945299e-30,1.0039241180764386e-69,9.22089451033381e-45,3.7268297646549976e-107,1.155508462746774e-16,1.1643487970048305e-87,1.1555084627464569e-16,1.4746255471246092e-59,1.724909048897331e-58,2.3578563166400733e-90,2.733929019204261e-91,3.0758756055497568e-31,9.456156066137813e-70,6.3105489325219995e-15,1.8684413796080537e-16,7.47999742449328e-19,2.5901991948859845e-31,9.591064310504366e-31,7.479997328931535e-19,4.770047551126529e-27,5.689692176063547e-32,2.9124780077318763e-36,8.18369111763462e-61,1.132145622333986e-44,7.322468176518159e-43,8.628718050585085e-31,9.188990403955526e-61,4.152406877226852e-84,1.4047677488253662e-24,8.807848994471081e-87,2.6073035958022564e-99,1.8777080822373215e-74,1.9054239595518513e-86,1.9290350626783395e-83,1.9108690543528444e-58,3.351190764536016e-72,7.266569801562031e-118,2.6051356727558596e-169,1.0234935646326957e-119
2.6190492594272105e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999869,0.11866996602995247,0.0228215676930541,1.25681972307932e-93,1.1164344172004688e-43,3.416852331962307e-29,6.50109101916486e-68,7.380452883865143e-44,9.652954064884506e-105,2.3115186660332176e-16,7.457587317485791e-86,2.311518666031948e-16,2.360681592070667e-58,2.76145953775749e-57,3.053628575818943e-88,3.540675364695115e-89,1.2307508935736802e-30,3.6790537430049712e-68,1.2623838007865154e-14,3.7376940668059506e-16,1.4963242881112772e-18,1.0364170540040519e-30,3.837675013371558e-30,1.4963242498739038e-18,1.908617568174582e-26,4.55342955795517e-31,2.3575761544599272e-35,2.6499518836649467e-59,9.060605654436195e-44,5.860201832984912e-42,3.452611155825411e-30,2.942257199839075e-59,5.377727297224094e-82,2.8101460860619402e-24,1.141029720070483e-84,6.754969135204774e-97,1.2024728098065228e-72,2.468418205323025e-84,1.4994055447557599e-81,3.0590500825505463e-57,1.0730254959589149e-70,3.7654351043083472e-115,4.1519673450115245e-165,5.30354452500463e-117
5.238667012290372e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999739,0.11866996602993961,0.022821567693053914,3.290200545334208e-91,8.933171655372725e-43,1.3669643466483573e-28,4.254122047736509e-66,5.905857582154252e-43,2.5263385622481943e-102,4.623539072606252e-16,4.774698317968727e-84,4.623539072601172e-16,3.7781154121522757e-57,4.41961967341043e-56,3.996086848692952e-86,4.6334535773532145e-87,4.923804991167446e-30,1.5946172236851703e-66,2.525041615853139e-14,7.476199441201481e-16,2.99297340817428e-18,4.146342986098898e-30,1.535319895889555e-29,2.9929732551980677e-18,7.635530828301693e-26,3.643350023659382e-30,1.9291595215822613e-34,8.67166510313644e-58,7.249860912844603e-43,4.689054787133593e-41,1.3812692772796503e-29,9.417909391515552e-58,7.037484985756757e-80,5.620904607260915e-24,1.493597727567287e-82,1.768222476590405e-94,7.698061432170367e-71,3.2311377544172875e-82,1.2980505224723038e-79,4.895808186604557e-56,3.434713020108532e-69,1.9713923739463842e-112,6.444199276878653e-161,2.7768256420784795e-114
1.0477902518016696e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999479,0.11866996602991389,0.02282156769305354,8.790231048169735e-89,7.147216000161472e-42,5.4683097772263165e-28,2.8409886542962145e-64,4.725284248282822e-42,6.746998705566622e-100,9.247579885752906e-16,3.0563966346994984e-82,9.247579885732585e-16,6.0458046665878565e-56,7.072418999053035e-55,5.336510450186041e-84,6.187671672547369e-85,1.969682291268429e-29,7.772416620742167e-65,5.050357245978357e-14,1.49532101899915e-15,5.986271763266263e-18,1.6586720955544947e-29,6.141779377138755e-29,5.9862711512970564e-18,3.0543150951717514e-25,2.914820051370206e-29,1.6118606347530657e-33,2.896461583142449e-56,5.800439064576745e-42,3.751604737854109e-40,5.525526737510044e-29,3.014056499899925e-56,9.39809702172602e-78,1.1242429036562174e-23,1.995331177241048e-80,4.723311727903523e-92,4.927305468365557e-69,4.316551323114297e-80,1.2637441935056412e-77,7.834355692573848e-55,1.0992731920204407e-67,1.0532329165212532e-109,9.594936035012596e-157,1.4837582282983573e-111
2.0956373529469343e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998959,0.11866996602986246,0.02282156769305279,2.4376879475546536e-86,5.718044407000968e-41,2.1874188164683935e-27,1.9693093584002452e-62,3.780466685466589e-41,1.869976621832894e-97,1.8495661512048554e-15,1.9562825740693942e-80,1.849566151196727e-15,9.673943514104265e-55,1.1316691916298126e-53,7.396262921198436e-82,8.575949927288655e-83,7.879049766186626e-29,4.1953453478913533e-63,1.010098850619668e-13,2.990723168756736e-15,1.1972868933390631e-17,6.634957693946813e-29,2.456811694654836e-28,1.1972866485297709e-17,1.2216591142677026e-24,2.3317480079350423e-28,1.3989583814304283e-32,1.0044392274526992e-54,4.640570948754518e-41,3.001433827176859e-39,2.2103005970605603e-28,9.644833554067936e-55,1.3025514748726591e-75,2.2485507442777938e-23,2.76708416991652e-78,1.3094931749719302e-89,3.1534335707095687e-67,5.986106951534222e-78,1.362895134696968e-75,1.253581924079412e-53,3.5179380695170205e-66,5.840159533960583e-107,1.3517731812613062e-152,8.2297720387324155e-109
4.1913315552374635e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767997919,0.11866996602975959,0.022821567693051294,7.198818156689008e-84,4.5745443664952814e-40,8.749900463419836e-27,1.4535586897508245e-60,3.024469064767936e-40,5.517316074475692e-95,3.699182476464924e-15,1.2520812424696145e-78,3.69918247643241e-15,1.5478834463720325e-53,1.8107362493508285e-52,1.0913633862678565e-79,1.2654333398113848e-80,3.1516840279147197e-28,2.4354139645639334e-61,2.020225102650487e-13,5.981527468270237e-15,2.3946065114012722e-17,2.654036540795024e-28,9.827446521968133e-28,2.3946055320509996e-17,4.885803002617165e-24,1.865092790362488e-27,1.2942036097700507e-31,3.7102149610836494e-53,3.7125439227655645e-40,2.401216140925122e-38,8.84138198096566e-28,3.0858957243478615e-53,1.9219935316670146e-73,4.4971782445662423e-23,4.0866822291469635e-76,3.865379524473338e-87,2.017906751643511e-65,8.840836011957168e-76,1.581286660789242e-73,2.0057990905806968e-52,1.125782267109524e-64,3.4479646197903566e-104,1.8054121742984002e-148,4.861232569422327e-106
8.382719959818522e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767995838,0.11866996602955383,0.022821567693048304,2.333194849395315e-81,3.659679342527714e-39,3.5000335141251697e-26,1.1774013044113542e-58,2.4196135369362423e-39,1.7860207400082073e-92,7.39841512698881e-15,8.01351320543511e-77,7.398415126858754e-15,2.4766554972478128e-52,2.897229853832209e-51,1.7669683856974795e-77,2.0487957575285383e-78,1.260686435628838e-27,1.4784021471948003e-59,4.040477606660743e-13,1.1963136067290554e-14,4.789246484163892e-17,1.061624988984974e-27,3.931018439565543e-27,4.7892425659780706e-17,1.953595172185711e-23,1.4915323937350135e-26,1.3152425989959967e-30,1.504493096985278e-51,2.970068856303061e-39,1.9210150366166408e-37,3.536588539577659e-27,9.87141060423885e-52,3.1117972839214616e-71,8.994480521324324e-23,6.624620895827096e-74,1.25203358744511e-84,1.2910125293051476e-63,1.4331254993999575e-73,1.9190813379805666e-71,3.2093329523981294e-51,3.602569735708207e-63,2.2337930175090082e-101,2.353206644908089e-144,3.152007896578952e-103
1.676549676898064e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767991677,0.11866996602914234,0.022821567693042322,8.480462416064122e-79,2.9277615136999004e-38,1.4000506743797084e-25,1.0695022302768164e-56,1.9357061404822808e-38,6.482852953597761e-90,1.4796880428051588e-14,5.12871027300385e-75,1.479688042753136e-14,3.962682366378447e-51,4.635607393178793e-50,3.2079235369877455e-75,3.7195798238602174e-76,5.042771392041692e-27,9.200012439071292e-58,8.080982614475725e-13,2.3926353265304448e-14,9.57852938014767e-17,4.246518140794479e-27,1.5724152474195558e-26,9.578513701372485e-17,7.808459498815483e-23,1.1923386430610729e-25,1.4995036163169868e-29,6.84234119797246e-50,2.3760667357599654e-38,1.5368520379833446e-36,1.4146424279625833e-26,3.156550755138504e-50,5.649454020833039e-69,1.7989274179565223e-22,1.2043248265206635e-71,4.5476688444805944e-82,8.256511780595676e-62,2.605363285674563e-71,2.387966429295958e-69,5.134976240143568e-50,1.1528324044621782e-61,1.6228486698749436e-98,3.1292621735395194e-140,2.292904495976466e-100
3.3531050387304875e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767983355,0.11866996602831935,0.02282156769303036,3.452051951803472e-76,2.3422172265779433e-37,5.600457608583172e-25,1.0880442820704846e-54,1.5485710316107901e-37,2.635752805737805e-87,2.9593811030237163e-14,3.2823943315011827e-73,2.9593811028156224e-14,6.340318591881496e-50,7.416997587621113e-49,6.523206699341222e-73,7.563642475894382e-74,2.017113687122389e-26,5.797968779595981e-56,1.616199262928357e-12,4.785278766122527e-14,1.9157107005131605e-16,1.6986088448459916e-26,6.289675976117389e-26,1.9157044242336733e-16,3.118633149131064e-22,9.524457367204868e-25,1.9137383721007728e-28,3.484633909155164e-48,1.9008551103441046e-37,1.2295345991596946e-35,5.658582637435607e-26,1.0086122744841204e-48,1.1487975877041609e-66,3.5979617914945896e-22,2.4518663985952206e-69,1.8500585864546785e-79,5.276466089824298e-60,5.304254654962322e-69,3.009519847247163e-67,8.21599676525034e-49,3.6890763294102443e-60,1.3205098599090445e-95,4.3776424457487625e-136,1.869624434041077e-97
6.706215762395335e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679667104,0.11866996602667336,0.022821567693006434,1.5368090484384616e-73,1.8737782670628693e-36,2.2403776082106385e-24,1.2106939739923858e-52,1.2388592647085966e-36,1.1724011245243353e-84,5.918767223484837e-14,2.100738660753963e-71,5.918767222652459e-14,1.0144531028178072e-48,1.1867197728730826e-47,1.4510912044724747e-70,1.682536580269879e-71,8.068465012224614e-26,3.673894172653743e-54,3.232401265561078e-12,9.570565645263909e-14,3.8314309835374776e-16,6.794422168931625e-26,2.515872782312179e-25,3.8314058405082106e-16,1.2436641559938019e-21,7.596823324310306e-24,2.6686517986048843e-27,1.9403693266900152e-46,1.5206800752913572e-36,9.837077271691106e-35,2.2634347611274105e-25,3.218077506694931e-47,2.5555059322201396e-64,7.1963331061302355e-22,5.4587744456879775e-67,8.232672563348335e-77,3.367095908226826e-58,1.1809419394080807e-66,3.81374046044972e-65,1.3145622546304862e-47,1.1805042023041406e-58,1.1753664614496312e-92,6.460289378965888e-132,1.6701935053684536e-94
1.3412437209725029e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679334215,0.11866996602338138,0.02282156769295858,7.249477590201333e-71,1.499026455219541e-35,8.963036879521731e-24,1.4275926597748027e-50,9.910883742963469e-36,5.527644866633529e-82,1.1837539464503107e-13,1.3444747122302196e-69,1.1837539461173594e-13,1.6231266147092154e-47,1.8987456778699838e-46,3.4212431797225885e-68,3.9669219592330464e-69,3.2273880601277446e-25,2.329380001086588e-52,6.46480526951113e-12,1.9141139403375532e-13,7.662890778178271e-16,2.7177531155832885e-25,1.0063491069578482e-24,7.662789905476068e-16,4.94459081159978e-21,6.041355824076418e-23,3.9394753190366595e-26,1.144579971142169e-44,1.2165349324244193e-35,7.870914773612434e-34,9.053735425094361e-25,1.0237621927417029e-45,6.025120626731017e-62,1.4394286005639244e-21,1.2876424392338187e-64,3.882520649553066e-74,2.1424374618612796e-56,2.785738520795933e-64,4.835896827012241e-63,2.103301792211992e-46,3.7775987242424285e-57,1.1087849801311316e-89,9.903001103420216e-128,1.5863975994681808e-91
2.6824880104384417e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767866844,0.11866996601679743,0.022821567692862876,3.5245898850675295e-68,1.199225976305237e-34,3.5864121126176016e-23,1.735073291033817e-48,7.928710632662364e-35,2.68677215125455e-79,2.367508394692374e-13,8.604643909721782e-68,2.367508393360568e-13,2.5970037363543238e-46,3.0379688434985734e-45,8.315191840751908e-66,9.641437691206866e-67,1.2909556370905403e-24,1.4710622809645238e-50,1.2929613272149674e-11,3.8282286918914255e-13,1.5325888822911606e-15,1.0870876081703242e-24,4.025392541182374e-24,1.5325482965822703e-15,1.954184506225277e-20,4.776253302457648e-22,5.989553402175226e-25,6.9572944827425006e-43,9.73212258926458e-35,6.298697197409341e-33,3.621487820794195e-24,3.238109775385739e-44,1.4643783872286016e-59,2.879503288560555e-21,3.130193924539431e-62,1.8873646923006142e-71,1.355409449088856e-54,6.772354402606923e-62,6.107734902076973e-61,3.365284509938832e-45,1.2088200419280096e-55,1.0783202568249439e-86,1.5455958331398928e-123,1.5634424025916938e-88
5.3649765893703194e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767733689,0.11866996600362953,0.022821567692671463,1.7283785436197386e-65,9.593879463950349e-34,1.4354906525864829e-22,2.1270624230171734e-46,6.342969622533717e-34,1.3174384959761847e-76,4.735017291330133e-13,5.506973238238915e-66,4.735017286002921e-13,4.155206364936717e-45,4.860660440025986e-44,2.0386819053945418e-63,2.3638429588914204e-64,5.163823390374439e-24,9.194620406603727e-49,2.585922925638053e-11,7.656458194725358e-13,3.065221058241368e-15,4.3482392595705936e-24,1.610153139383958e-23,3.0650568814048322e-15,7.633724876693601e-20,3.732964398093919e-21,9.180365817205128e-24,4.2648500661252453e-41,7.785442759047002e-34,5.041999823745887e-32,1.4485893582107903e-23,1.0126797983220865e-42,3.5902854310349965e-57,5.7615890969310244e-21,7.674414649379591e-60,9.25470487861322e-69,8.47929596917271e-53,1.660533373826357e-59,7.634602483381432e-59,5.384456192411274e-44,3.8681406452561773e-54,1.1620323350976937e-83,2.42128797461149e-118,1.5743761532741258e-85
1.0729953747234075e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767467379,0.11866996597729373,0.02282156769228864,8.384616719799577e-63,7.675216070844214e-33,5.748901078899434e-22,2.579732327431403e-44,5.0743756023584675e-33,6.391669842413943e-74,9.47003508522015e-13,3.524462334189362e-64,9.470035063911352e-13,6.648328779798364e-44,7.77677835211051e-43,4.9453120108249724e-61,5.73405830347887e-62,2.0655295372976665e-23,5.627351873570607e-47,5.1718461140657294e-11,1.5312917199297975e-12,6.130624452553388e-15,1.7392063578231635e-23,6.440580005491892e-23,6.1299539467739764e-15,2.9163006763953295e-19,2.854122043769393e-20,1.3913902961801208e-22,2.5860063304029514e-39,6.227944008891794e-33,4.038169225929282e-31,5.794309891050873e-23,3.099224891014048e-41,8.709037260675116e-55,1.1533506443164089e-20,1.8610935411687298e-57,4.4896307412742036e-66,5.1918708865448737e-51,4.0276556624949815e-57,9.344072239126134e-57,8.615129609400735e-43,1.2377528227275655e-52,1.1286891345373806e-80,3.6050086143191456e-114,1.6071228605032088e-82
