Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70),C2H6X(52),CH4OX(63),HOCO(73),S(216),CHO2(74)
4.2176252431156635e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230518298919875,0.11866789592619466,0.022821537597871127,5.020553365427479e-29,2.2951136709118245e-19,6.728605439630509e-13,4.0308438986860145e-19,1.793307610888934e-19,1.9916645357655298e-40,3.722393459541253e-08,1.1576441485656786e-37,3.72216178000955e-08,4.3029863840425233e-26,3.780229269167262e-25,1.166637309202388e-31,1.278430395941769e-32,2.3937240706246574e-14,1.7502409759853247e-26,2.032638563664282e-06,6.019019352250872e-08,7.408270603809393e-10,4.963029902230918e-15,5.977352136756305e-14,7.472167402780785e-11,3.424325069532023e-14,6.490947448092111e-13,1.657600405665865e-10,2.2875216833247234e-18,2.806866824029595e-20,1.0859499294377751e-17,4.751698364943263e-14,3.70904849338654e-25,1.718757570272883e-25,2.438613186676787e-14,3.2947603156410125e-28,1.8417390884277377e-32,1.6805924036668393e-30,1.979199451986934e-27,4.7383266383301094e-33,5.605868637031984e-25,7.975807516481593e-31,3.8837555799641726e-41,2.5906121953955907e-64,6.580346669647602e-42
4.279821495360541e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523051521133328,0.11866786540278496,0.022821537154066398,5.516502736811077e-29,2.397779190010752e-19,6.92772913284581e-13,4.2996872964395574e-19,1.8738012698116445e-19,2.1944510086061523e-40,3.777286632193012e-08,1.2638092491072905e-37,3.777048169139846e-08,4.5620054901107937e-26,3.9998720809048823e-25,1.2648390214230033e-31,1.3852888028007152e-32,2.4648438093834378e-14,1.824126886786065e-26,2.0626094781103555e-06,6.107779829890364e-08,7.546117452839518e-10,5.049782937928637e-15,6.136013398768462e-14,7.48839364188668e-11,3.431778302626008e-14,6.505177712714288e-13,1.691570453954039e-10,2.4011558752377443e-18,2.877952565105921e-20,1.1345700230660315e-17,4.870331429458208e-14,3.798425390642489e-25,1.8590371786968164e-25,2.5103874859114843e-14,3.528702449209335e-28,2.0102186083676273e-32,1.752297196417015e-30,2.1409627299401906e-27,4.943805092491251e-33,5.9437827974831255e-25,8.540637987706203e-31,4.379277956192844e-41,2.9153627251671935e-64,7.356620160409577e-42
4.342017747605418e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523051212375578,0.11866783487948819,0.022821536710261707,6.052650210517965e-29,2.5034236224336525e-19,7.129745909309789e-13,4.581771162520692e-19,1.9566682138183686e-19,2.414307603532623e-40,3.832179803417355e-08,1.3779634959518684e-37,3.831934459877131e-08,4.832533041012968e-26,4.228946554387566e-25,1.3695991592535098e-31,1.4992150437513278e-32,2.5370046215828896e-14,1.899742941326408e-26,2.092580279442288e-06,6.196540293678281e-08,7.684186789085152e-10,5.136602390528676e-15,6.296259922735122e-14,7.503913315523214e-11,3.4388848959209376e-14,6.518790271210421e-13,1.725613254812994e-10,2.518418284369405e-18,2.949413964197066e-20,1.1846177454502572e-17,4.989883158744953e-14,3.8880536488388297e-25,2.0082694492381868e-25,2.5832026161144543e-14,3.7748978648208374e-28,2.1910078173402278e-32,1.8257116400345097e-30,2.3130926087394133e-27,5.1542473899146645e-33,6.296745478025163e-25,9.136405796043056e-31,4.928837379427365e-41,3.273911856396406e-64,8.210214816572013e-42
4.404213999850296e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230509036187444,0.1186678043563044,0.022821536266457058,6.631550238208593e-29,2.612087661463816e-19,7.334655600617771e-13,4.8775143611041e-19,2.0419429263054546e-19,2.6523744533110242e-40,3.8870729732188436e-08,1.5005804503127194e-37,3.88682065222317e-08,5.114904053826232e-26,4.467720574664521e-25,1.481242753774966e-31,1.6205542441664316e-32,2.610206505508823e-14,1.9770938961931288e-26,2.1225509676605044e-06,6.285300743614716e-08,7.822469165986764e-10,5.2234876518518845e-15,6.458075283209479e-14,7.518757833036053e-11,3.445683403759083e-14,6.531809476181374e-13,1.7597256418150547e-10,2.6393567132946163e-18,3.021239066413305e-20,1.2361136630659265e-17,5.110338241062671e-14,3.977916222205294e-25,2.166865798826713e-25,2.6570585746843522e-14,4.0337547816438025e-28,2.3847791091031313e-32,1.900840367659231e-30,2.4960709006477368e-27,5.3696682928006485e-33,6.665196777939167e-25,9.764322624762433e-31,5.537339803755184e-41,3.669911908656348e-64,9.14743712212052e-42
4.466410252095173e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230505948628386,0.11866777383323358,0.022821535822652457,7.255874962882204e-29,2.72381195449009e-19,7.542458045427617e-13,5.187341206589768e-19,2.1296598908028315e-19,2.90984812832179e-40,3.941966141602816e-08,1.632154393433292e-37,3.9417067461796685e-08,5.40945830034525e-26,4.716465885813831e-25,1.6001053132224435e-31,1.7496623477147542e-32,2.6844494594458168e-14,2.0561843036181605e-26,2.1525215427654316e-06,6.374061179699749e-08,7.960955554360338e-10,5.3104381769184094e-15,6.62144322493259e-14,7.532957207515689e-11,3.4522117688706366e-14,6.544260933224945e-13,1.7939045868454899e-10,2.7640184102728917e-18,3.0934163541796554e-20,1.2890783404940203e-17,5.2316816198696654e-14,4.067996766183459e-25,2.335248939620867e-25,2.731955359019867e-14,4.305686606063456e-28,2.5922289112767815e-32,1.977687693637557e-30,2.6903931494101703e-27,5.5900818922893506e-33,7.049583130291657e-25,1.04256290230822e-30,6.210047670479072e-41,4.106710758257325e-64,1.0174995398619905e-41
4.528606504340051e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523050286107868,0.11866774331027569,0.022821535378847894,7.928417540774696e-29,2.8386371046827723e-19,7.753153089529731e-13,5.511681400228784e-19,2.2198535909683245e-19,3.187983443485985e-40,3.9968593085753534e-08,1.7732009203812013e-37,3.996592741748268e-08,5.716540304908521e-26,4.975458092262847e-25,1.7265329710821384e-31,1.886906255391314e-32,2.759733481677338e-14,2.1370185291238488e-26,2.1824920047574944e-06,6.462821601933459e-08,8.099637335481902e-10,5.3974534725527124e-15,6.786347661070065e-14,7.546540117860846e-11,3.4584314426992613e-14,6.55617498900775e-13,1.8281471980014313e-10,2.892450072809557e-18,3.165934732537738e-20,1.343532340470261e-17,5.3538984895700375e-14,4.15827966875211e-25,2.513852950629193e-25,2.807892966519723e-14,4.591111832113507e-28,2.814078053176688e-32,2.0562576271879893e-30,2.8965687522824322e-27,5.815501662050284e-33,7.450357301541766e-25,1.1121594638374823e-30,6.952599315869973e-41,4.5866325062354805e-64,1.1300018236389793e-41
4.590802756584928e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230499773538413,0.11866771278743075,0.022821534935043384,8.652095492279235e-29,2.956603672612616e-19,7.966740584799834e-13,5.850969967151292e-19,2.312558510582106e-19,3.488095289483643e-40,4.0517524741432205e-08,1.924257542118334e-37,4.051478638930546e-08,6.036499342225048e-26,5.244976659995546e-25,1.8608826329777678e-31,2.032663962926287e-32,2.8360585704858573e-14,2.219600768626673e-26,2.2124623536371197e-06,6.551582010315919e-08,8.238506268305836e-10,5.484533092443088e-15,6.952772671467001e-14,7.559533968086776e-11,3.464375092652293e-14,6.567572196291227e-13,1.8624507134304282e-10,3.0246978515972185e-18,3.23878351480663e-20,1.399496223932249e-17,5.4769742913312484e-14,4.248750003576458e-25,2.703123346008192e-25,2.884871394582676e-14,4.890453962102311e-28,3.051072128809744e-32,2.1365538856202394e-30,3.1151210792039175e-27,6.0459405100240176e-33,7.867978391147607e-25,1.1853518444961844e-30,7.771029070383821e-41,5.1140455545350085e-64,1.2530073433811027e-41
4.6529990088298056e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523049668600766,0.1186676822646988,0.022821534491238908,9.429954081193367e-29,3.0777521778145847e-19,8.183220389161801e-13,6.205647193837386e-19,2.407809133541302e-19,3.811560488325863e-40,4.1066456383138286e-08,2.0858842958416954e-37,4.106364437728032e-08,6.369689435201448e-26,5.525304917668598e-25,2.003522122354375e-31,2.1873246965830943e-32,2.913424724152948e-14,2.3039350648500906e-26,2.2424325894047334e-06,6.6403424048472e-08,8.377554473822631e-10,5.571676638449768e-15,7.120702500921037e-14,7.571964944000367e-11,3.4700973486798316e-14,6.578471818906205e-13,1.8968124920881958e-10,3.160807354041842e-18,3.311952408616381e-20,1.4569905500644312e-17,5.6008947089713604e-14,4.33939344466149e-25,2.903517140093851e-25,2.9628906406075166e-14,5.204141438025692e-28,3.303981855041483e-32,2.2185799069681653e-30,3.346587589071034e-27,6.28141082842802e-33,8.302911831171843e-25,1.2622728969528547e-30,8.671788059621853e-41,5.6932535248688416e-64,1.387318744835269e-41
4.715195261074683e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230493598486504,0.11866765174207979,0.02282153404743448,1.0265169721624466e-28,3.202123100298086e-19,8.402592366968643e-13,6.576158566032848e-19,2.5056399438547297e-19,4.159819673268551e-40,4.161538801095196e-08,2.2586643635929758e-37,4.1612501381421914e-08,6.716469352769384e-26,5.816730057632419e-25,2.1548303249639083e-31,2.3512890473572898e-32,2.991831940959373e-14,2.3900253231693763e-26,2.27240271206076e-06,6.729102785527367e-08,8.516774433198512e-10,5.658883749332204e-15,7.290121557473274e-14,7.583858067355804e-11,3.475545357095408e-14,6.588903347713571e-13,1.931230009756394e-10,3.300823648102607e-18,3.385431502306666e-20,1.516035876341049e-17,5.72564566491485e-14,4.430196324733128e-25,3.115502909223504e-25,3.041950701993062e-14,5.5326075352919e-28,3.5736034249450444e-32,2.3023388621481405e-30,3.5915199431501164e-27,6.52192454207281e-33,8.755629385886464e-25,1.3430584513193992e-30,9.661765717163998e-41,6.326846703664634e-64,1.5337865362959e-41
4.7773915133195605e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523049051097502,0.11866762121957375,0.0228215336036301,1.1161053411889736e-28,3.3297568820048533e-19,8.624856387823149e-13,6.962954707129454e-19,2.606085425637792e-19,4.534379192172409e-40,4.216431962495903e-08,2.4432046991341863e-37,4.2161357401744426e-08,7.07720260771319e-26,6.119543136855291e-25,2.3151973321595975e-31,2.524969103588174e-32,3.0712802191851713e-14,2.4778753270110774e-26,2.3023727216056267e-06,6.817863152356487e-08,8.656158956766217e-10,5.746154095489617e-15,7.461014410716919e-14,7.595237247601188e-11,3.480740144110056e-14,6.598885728719866e-13,1.9657008565079778e-10,3.4447912668965143e-18,3.4592112516876846e-20,1.5766527585672822e-17,5.851213316215807e-14,4.521145614781844e-25,3.339560850404808e-25,3.1220515761381637e-14,5.876290282029373e-28,3.8607588563445976e-32,2.3878336667543364e-30,3.850484115765018e-27,6.767493155022274e-33,9.2266091513765e-25,1.4278473370273746e-30,1.0748312019192571e-40,7.019940508100612e-64,1.6933111371402822e-41
4.839587765564438e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523048742347326,0.11866759069718065,0.022821533159825755,1.2121054194751088e-28,3.4606939282160016e-19,8.850012326415458e-13,7.366491317050869e-19,2.7091800631075047e-19,4.936813034638683e-40,4.2713251225250615e-08,2.6401366630847096e-37,4.271021243826153e-08,7.452257454497743e-26,6.43403907778118e-25,2.4850245830099597e-31,2.7087885819954203e-32,3.151769557109724e-14,2.567488752675948e-26,2.332342618039759e-06,6.906623505334614e-08,8.795701168302045e-10,5.833487385337909e-15,7.63336579012344e-14,7.606125331323768e-11,3.4857593731527574e-14,6.6084317139658e-13,2.000222729140314e-10,3.59275421316143e-18,3.5332824671781783e-20,1.6388617509184993e-17,5.977584050647444e-14,4.612228793774468e-25,3.576182836888998e-25,3.203193260441698e-14,6.235632411941648e-28,4.166296335572554e-32,2.4750669923683776e-30,4.124060502287315e-27,7.018127795676688e-33,9.71633555514279e-25,1.5167814043773272e-30,1.1939260450613556e-40,7.778053974843874e-64,1.8668449786067568e-41
4.901784017809315e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523048433598129,0.1186675601749005,0.02282153271602146,1.3148762643329353e-28,3.594974608909885e-19,9.078060063295381e-13,7.787229111656426e-19,2.814958340577684e-19,5.368764783009109e-40,4.3262182811922756e-08,2.8501166663141394e-37,4.3259066490986425e-08,7.842006887096586e-26,6.760516669114204e-25,2.664725005238998e-31,2.9031829571536396e-32,3.233299953011825e-14,2.658869183573039e-26,2.362312401363585e-06,6.99538384446181e-08,8.935394509413715e-10,5.920883354000768e-15,7.807160583386057e-14,7.616544149497408e-11,3.4905374450072276e-14,6.617569289915371e-13,2.03479342501613e-10,3.7447559634034386e-18,3.607636301315987e-20,1.7026834059776926e-17,6.104744482856729e-14,4.703433919634511e-25,3.825872470706149e-25,3.2853757523025703e-14,6.611081254068089e-28,4.4910905564633076e-32,2.5640412773703702e-30,4.412844024390746e-27,7.273839260305418e-33,1.0225299355703808e-24,1.6100055457649776e-30,1.3242951712204296e-40,8.604042491252577e-64,2.055394657145491e-41
4.963980270054193e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230481248499194,0.11866752965273333,0.02282153227221721,1.4247914372050926e-28,3.732639260071774e-19,9.308999483582038e-13,8.225633762665531e-19,2.923454742454267e-19,5.8319495857818556e-40,4.381111438507607e-08,3.073826821585762e-37,4.380791955993183e-08,8.246828636820456e-26,7.099278566514234e-25,2.8547231549995143e-31,3.108599589418369e-32,3.315871405169733e-14,2.7520201240301807e-26,2.3922820715775276e-06,7.084144169738131e-08,9.075232708267343e-10,6.008341755720846e-15,7.982383834780405e-14,7.626514562630367e-11,3.49507537317922e-14,6.62631744515886e-13,2.0694108407974012e-10,3.9008394727272574e-18,3.6822642366305314e-20,1.7681382747714027e-17,6.232681450583163e-14,4.794749654326711e-25,4.089145132220142e-25,3.368599049119715e-14,7.003088641443738e-28,4.836043054607085e-32,2.6547587374022142e-30,4.717444232668219e-27,7.534638055031732e-33,1.075399764219671e-24,1.7076677165879783e-30,1.46682581781535e-40,9.503751633064331e-64,2.2600231406591932e-41
5.02617652229907e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230478161027005,0.1186674991306791,0.022821531828413004,1.5422393572e-28,3.8737281849569334e-19,9.542830476544956e-13,8.682175838129736e-19,3.034703753230794e-19,6.328156154153215e-40,4.436004594481546e-08,3.3119756034462865e-37,4.435677164511006e-08,8.667105170146144e-26,7.450631293244141e-25,3.0554553554919327e-31,3.325497851317291e-32,3.3994839118612276e-14,2.846945012641917e-26,2.422251628682015e-06,7.172904481163628e-08,9.215209762180613e-10,6.095862376105187e-15,8.159020743542171e-14,7.636056503906411e-11,3.499480563552524e-14,6.634682690869161e-13,2.104072967636536e-10,4.061047180023695e-18,3.757158073888499e-20,1.8352469068039857e-17,6.361382010940521e-14,4.886165086799875e-25,4.366528026760598e-25,3.452863148292089e-14,7.41211089050009e-28,5.202082536893122e-32,2.7472213754458122e-30,5.038485406736451e-27,7.800534436345953e-33,1.1302933833977564e-24,1.8099189558370383e-30,1.6224609113191392e-40,1.0484241495721055e-63,2.481852027943169e-41
5.088372774543948e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523047507356481,0.11866746860873782,0.022821531384608844,1.6676236570066054e-28,4.01828165530899e-19,9.779552936852086e-13,9.15733074347165e-19,3.1487398574840257e-19,6.85924878226366e-40,4.490897749124986e-08,3.56529851635765e-37,4.490562274653302e-08,9.103223686545754e-26,7.814885240764271e-25,3.2673698344377887e-31,3.5543492524208496e-32,3.484137471363657e-14,2.943647235059834e-26,2.4522210726774733e-06,7.261664778738353e-08,9.355319951000883e-10,6.1834450212862646e-15,8.337056662261554e-14,7.645189020407946e-11,3.5036789190891805e-14,6.642690902824139e-13,2.1387778840051434e-10,4.225421012528482e-18,3.8323099207051346e-20,1.9040298500902365e-17,6.490833436760608e-14,4.977669800204031e-25,4.658560228388827e-25,3.538168047218679e-14,7.838608692560336e-28,5.590165206377067e-32,2.8414309914270373e-30,5.376606652773809e-27,8.071538450223477e-33,1.1872617680220799e-24,1.91691340637523e-30,1.7922016658329233e-40,1.1548647409928195e-63,2.722063861626898e-41
5.150569026788825e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523047198611263,0.1186674380869095,0.022821530940804722,1.8013635411279952e-28,4.1663399125342963e-19,1.0019166763230935e-12,9.65157866308849e-19,3.265597539869708e-19,7.427169388718118e-40,4.545790902449179e-08,3.834558771066511e-37,4.545447286421218e-08,9.55557611631634e-26,8.192354669241411e-25,3.490926860414998e-31,3.795637562706819e-32,3.5698320819539796e-14,3.0421301363613975e-26,2.482190403564329e-06,7.350425062462355e-08,9.495557805151534e-10,6.271089505420982e-15,8.516477095294335e-14,7.653930312506387e-11,3.50764000574469e-14,6.650362437473532e-13,2.1735237541257506e-10,4.394002390661404e-18,3.907712180501e-20,1.974507651186754e-17,6.621023212997927e-14,5.069253959046248e-25,4.965792720854798e-25,3.6245137432984927e-14,8.283047001266273e-28,6.001275082507231e-32,2.9373891914695856e-30,5.7324619984950305e-27,8.347659969860977e-33,1.2463565259517873e-24,2.0288083349093534e-30,1.977110259404362e-40,1.2703454177367578e-63,2.981904494908971e-41
5.2127652790337025e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523046889867055,0.11866740756519412,0.02282153049700065,1.9438941463740567e-28,4.317943168833832e-19,1.0261671857620043e-12,1.016540450253128e-18,3.3853112851184826e-19,8.033939580364995e-40,4.6006840544657225e-08,4.12054796920675e-37,4.600332199815866e-08,1.0024559118409931e-25,8.583357708024595e-25,3.7265988780680395e-31,4.0498589344335555e-32,3.656567741908797e-14,3.142397033044132e-26,2.5121596213430083e-06,7.439185332335682e-08,9.635918082660454e-10,6.358795669671535e-15,8.697267697189441e-14,7.662297771501419e-11,3.5115072929086987e-14,6.657697774934928e-13,2.208308825544076e-10,4.566832233637006e-18,3.9833575418159075e-20,2.0467008552218713e-17,6.751939033194276e-14,5.160908085812935e-25,5.288788435801799e-25,3.7119002339305616e-14,8.745895042339357e-28,6.43642431674583e-32,3.035097396840684e-30,6.106720485756218e-27,8.628908732064663e-33,1.3076298979475181e-24,2.1457641516572273e-30,2.178312588956023e-40,1.395766467992354e-63,3.2626855123656176e-41
5.27496153127858e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452304658112386,0.11866737704359172,0.02282153005319662,2.095666904554928e-28,4.473131608294694e-19,1.0507068126969236e-12,1.0699297831279634e-18,3.507915578031929e-19,8.681662740032721e-40,4.6555772051865293e-08,4.42408679613029e-37,4.6552170148383205e-08,1.0510574078264007e-25,8.98821635609131e-25,3.974870642203782e-31,4.3175220225368827e-32,3.744344449504398e-14,3.2444512245196126e-26,2.542128726013937e-06,7.527945588358383e-08,9.776395794139944e-10,6.44656337334409e-15,8.879414271132762e-14,7.670308015587147e-11,3.515206375672505e-14,6.664720110349086e-13,2.2431314221219475e-10,4.743950964460273e-18,4.059238967977056e-20,2.1206300059240777e-17,6.88356879600227e-14,5.252623106523898e-25,5.628122288275058e-25,3.800327516513942e-14,9.227626215024026e-28,6.89665350362652e-32,3.1345568524715047e-30,6.50006626078662e-27,8.915294372360577e-33,1.3711347576311263e-24,2.267944429714788e-30,2.397001104671826e-40,1.5314747404555072e-63,3.565786705103932e-41
5.3371577835234574e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523046272381684,0.11866734652210226,0.022821529609392637,2.2571499073179283e-28,4.631945387941589e-19,1.0755355481974094e-12,1.1253752826113432e-18,3.6334449034787556e-19,9.372526134376647e-40,4.710470354623802e-08,4.7460257219616115e-37,4.7101017314896206e-08,1.1014027105632428e-25,9.40725648240558e-25,4.2362393507802665e-31,4.5991481035658645e-32,3.83316220301678e-14,3.3482960041895886e-26,2.572097717577542e-06,7.616705830530501e-08,9.916986172090147e-10,6.534392473178238e-15,9.06290276740712e-14,7.677976924219483e-11,3.5186605931674105e-14,6.671452627849649e-13,2.2779899417677486e-10,4.925398514727173e-18,4.135349687091614e-20,2.196315645649386e-17,7.015900601766793e-14,5.344390517964235e-25,5.984381209590384e-25,3.889795588447714e-14,9.728717945213244e-28,7.38303198729118e-32,3.2357686351269056e-30,6.91319866194474e-27,9.206826458864298e-33,1.4369246114453297e-24,2.3955159241268567e-30,2.6344377246724343e-40,1.6781627066318292e-63,3.8926586005227035e-41
5.399354035768335e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230459636405296,0.11866731600072575,0.022821529165588706,2.4288282730714045e-28,4.794424638749638e-19,1.1006533835579439e-12,1.1829268215080984e-18,3.7619337463911075e-19,1.0108803042704232e-39,4.765363502790007e-08,5.087245710871513e-37,4.764986349770775e-08,1.1535329032416821e-25,9.840807826252074e-25,4.511214776802368e-31,4.895271193172875e-32,3.923021000721679e-14,3.4539346702087947e-26,2.602066596034249e-06,7.705466058852086e-08,1.0057684637142838e-09,6.622282849642446e-15,9.247719281868178e-14,7.685319670955802e-11,3.5220541922664643e-14,6.677889783528575e-13,2.3128828555559328e-10,5.111214330413915e-18,4.2116831823733774e-20,2.2737783154075132e-17,7.148922749163444e-14,5.436202119245364e-25,6.358164177618388e-25,3.9803044471309756e-14,1.0249651728965337e-27,7.896658163548423e-32,3.3387336613198664e-30,7.346832305209088e-27,9.503514524937122e-33,1.5050535986132977e-24,2.528648590665427e-30,2.891956830792968e-40,1.8369733720217366e-63,4.244825046934336e-41
5.461550288013212e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230456549004033,0.11866728547946219,0.022821528721784817,2.611204515940319e-28,4.960609466621e-19,1.126060310538209e-12,1.2426347222076752e-18,3.893416591761032e-19,1.0892854910496882e-39,4.8202566496978594e-08,5.448658938565548e-37,4.819870869682759e-08,1.2074895410498467e-25,1.0289203997568697e-24,4.800319399136241e-31,5.206438162173455e-32,4.013920840894595e-14,3.5613705358087336e-26,2.632035361384486e-06,7.794226273323176e-08,1.0198486836018203e-09,6.710234402936744e-15,9.433850054436152e-14,7.692350754834722e-11,3.525326091799979e-14,6.684051185073203e-13,2.3478087013357053e-10,5.301437377227933e-18,4.288233182808259e-20,2.3530385548866155e-17,7.282623731892993e-14,5.528050012301422e-25,6.750082244539256e-25,4.0718540899628475e-14,1.079091305645543e-27,8.438659777499713e-32,3.44345269485344e-30,7.80169716748884e-27,9.805368100684249e-33,1.5755764910981692e-24,2.667515604319377e-30,3.170968346258939e-40,2.008299630728896e-63,4.623885853292401e-41
5.52374654025809e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230453461613074,0.11866725495831158,0.022821528277980972,2.804798916699497e-28,5.130539953325286e-19,1.1517563212640808e-12,1.3045497512034016e-18,4.027927924637046e-19,1.1727133521998883e-39,4.875149795360294e-08,5.831209517982638e-37,4.874755291226515e-08,1.263314650957071e-25,1.075278247718392e-24,5.1040885322492814e-31,5.533208851191603e-32,4.1058617218108195e-14,3.6706069392195656e-26,2.6620040136286777e-06,7.882986473943817e-08,1.0339388616285372e-09,6.7982470200189564e-15,9.621281467603132e-14,7.699084030360862e-11,3.5283353244228166e-14,6.689964757066771e-13,2.3827660810256743e-10,5.4961061453647076e-18,4.36499365411979e-20,2.4341169024771634e-17,7.416992235430922e-14,5.619926872074453e-25,7.160758562122694e-25,4.1644445143424733e-14,1.1352991212890282e-27,9.010194216781568e-32,3.5499263540232486e-30,8.27853866756401e-27,1.0112396743340851e-32,1.6485486935625138e-24,2.8122933774994416e-30,3.4729608960391057e-40,2.1928428609960103e-63,5.03151948426137e-41
5.585942792502967e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523045037423247,0.11866722443727393,0.022821527834177173,3.010149895631087e-28,5.304256157404702e-19,1.1777414079870274e-12,1.3687231136728703e-18,4.165502230120852e-19,1.2614183191861285e-39,4.93004293979045e-08,6.235874233199268e-37,4.929639614402961e-08,1.3210507314971862e-25,1.1231884617031517e-24,5.423070454890553e-31,5.876156183906244e-32,4.198843641745441e-14,3.7816472533308674e-26,2.6919725527672515e-06,7.97174666071405e-08,1.0480385976111588e-09,6.886320608010924e-15,9.810000044955875e-14,7.705532736156732e-11,3.531308200563151e-14,6.695618975585933e-13,2.4177536608001235e-10,5.6952586553525046e-18,4.441958790040087e-20,2.5170338952948678e-17,7.552017133831176e-14,5.711825638250235e-25,7.590828404587074e-25,4.258075717669015e-14,1.193637935769214e-27,9.612448800471465e-32,3.658155118609442e-30,8.778117744842983e-27,1.0424610066573227e-32,1.7240262433277314e-24,2.963161577962289e-30,3.799505050636741e-40,2.3920453959963452e-63,5.469485810856229e-41
5.648139044747845e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230447286862263,0.11866719391634922,0.02282152739037342,3.2278143872538997e-28,5.481798115047009e-19,1.2040155633843094e-12,1.4352064481198467e-18,4.306173993364155e-19,1.3556642982791683e-39,4.9849360830016506e-08,6.663663281534709e-37,4.9845238392129863e-08,1.3807407525518647e-25,1.1726855640399164e-24,5.757826537724913e-31,6.235866278914678e-32,4.292866598973377e-14,3.894494894962455e-26,2.7219409788006337e-06,8.06050683363392e-08,1.0621475114864202e-09,6.974455099809208e-15,9.999992449713916e-14,7.711709522340925e-11,3.5342177160454867e-14,6.701028172159845e-13,2.4527701651088364e-10,5.898932463646578e-18,4.519123003903708e-20,2.6018100692021942e-17,7.687687486583128e-14,5.803739436122902e-25,8.040939189091305e-25,4.352747697341651e-14,1.2541574492013988e-27,1.0246641063706294e-31,3.768139336538262e-30,9.301210936123196e-27,1.0742017768735983e-32,1.8020658103333947e-24,3.120303146457556e-30,4.152256654063811e-40,2.606371712374446e-63,5.939628916871155e-41
5.710335296992722e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230444199502484,0.11866716339553747,0.022821526946569717,3.458368216873441e-28,5.663205840925911e-19,1.2305787805180882e-12,1.5040518210782762e-18,4.449977699565625e-19,1.4557248941552647e-39,5.0398292250073805e-08,7.115621023852703e-37,5.0394079656574515e-08,1.4424281551340267e-25,1.2238044642071886e-24,6.10893136992589e-31,6.612938560228828e-32,4.387930591769387e-14,4.009153333748897e-26,2.7519092917292507e-06,8.149266992703464e-08,1.0762652419549247e-09,7.062650404145729e-15,1.0191245483282809e-13,7.717626476689232e-11,3.5368378065013505e-14,6.706227403545459e-13,2.487814373768062e-10,6.107164667282595e-18,4.5964809205175125e-20,2.6884659588291692e-17,7.823992535520993e-14,5.895661977228493e-25,8.511750493912252e-25,4.448460450759584e-14,1.3169077183036804e-27,1.0914019038064838e-31,3.879879230215342e-30,9.848610450090982e-27,1.1064629660130437e-32,1.882724697096535e-24,3.2839043141016474e-30,4.5329602367257804e-40,2.8364766480818567e-63,6.443879961309001e-41
