Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),CO2X(24),H2OX(23),O(29),acetyl(44),C2H4X(215),C2H4X(70),HOCO(73),CHO2(74),S(216)
1.17686166515805e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429406640603451,0.10959220088363633,0.022015603907993054,4.043670728481879e-09,2.2445203211890148e-06,0.000738768672912561,0.00024123318384856532,2.7492044849175108e-06,2.4831778823101975e-15,0.0009434609668675167,2.2543086440810357e-13,0.00035189286039862135,1.1238739991424883e-10,9.251529930492861e-08,1.5305949916177583e-11,3.133062029591884e-13,7.899246724213173e-06,9.900330061392556e-09,0.007870622150300974,0.0013542639495232494,0.00011049100933137977,1.9625656837969522e-08,5.167217772888059e-09,1.9409559618340977e-09,9.819076930457842e-13,2.08654950287432e-08,1.6282634599077437e-05,4.870345165431599e-07,1.4419143839303304e-05,1.5652007147988047e-08,2.9244275235387735e-09,7.475053186306706e-10,3.995342864689937e-12,3.001152718872915e-12,1.0178614217449548e-10,5.668196974965363e-06,5.695250317648695e-13,6.037356028523513e-10,2.7944195365860035e-15,1.0873971306019183e-16,6.059399823247862e-18,8.805335514582008e-28
1.1806619939051309e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429371161417607,0.10958825136797695,0.022013055946700475,4.087815670877862e-09,2.2622280065042034e-06,0.0007428693427831824,0.000242791531700807,2.7718986399649708e-06,2.5137148866319788e-15,0.0009459825835558882,2.2864637201620763e-13,0.00035212642285157415,1.1334279622241588e-10,9.347914102392076e-08,1.541563238606239e-11,3.163952632097406e-13,7.930630072338252e-06,1.0020441020760986e-08,0.007870434733883222,0.0013577309511639823,0.00011066798255808629,1.9707561477327556e-08,5.180429646724239e-09,1.9460656212069107e-09,9.8458968387013e-13,2.0908685793377693e-08,1.6290094478133977e-05,4.894327234689567e-07,1.4500493809805834e-05,1.584195401533329e-08,2.932220563725936e-09,7.523283635256955e-10,4.021479416191671e-12,3.0236761122883933e-12,1.0258610274024701e-10,5.686114554597563e-06,5.747361793443703e-13,6.121413926368899e-10,2.8282988542746996e-15,1.0999951721137465e-16,6.1296152312823576e-18,9.009488590028438e-28
1.1840822897775037e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429339300476151,0.10958469929564833,0.022010763045771698,4.12782831884951e-09,2.2782260137108727e-06,0.0007465661317598903,0.0002441975663063562,2.792405870406282e-06,2.5414260855920534e-15,0.0009482486913453553,2.3156856401566617e-13,0.0003523350468697993,1.1420628011314343e-10,9.435185699918952e-08,1.5514616118770863e-11,3.1919106428100597e-13,7.958849293102151e-06,1.0129406203427247e-08,0.007870263227674455,0.0013608471970369684,0.00011082699781434108,1.9781308561392274e-08,5.192299332931485e-09,1.950657554355443e-09,9.870005090717702e-13,2.0947517551631767e-08,1.6296795120393495e-05,4.915946421056772e-07,1.4573833541709636e-05,1.6014275088371578e-08,2.939223864003811e-09,7.566799629334834e-10,4.045076044200809e-12,3.0440249258582675e-12,1.0330881147321493e-10,5.702201314149104e-06,5.794493381101789e-13,6.197788963175888e-10,2.8590340588244954e-15,1.1114178196471172e-16,6.1932797490580156e-18,9.196636001726106e-28
1.1871605560626393e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44293106820630246,0.10958150440419012,0.022008699649012024,4.164069111781808e-09,2.2926736693301004e-06,0.0007498982396750494,0.0002454658458222205,2.810929124129725e-06,2.566551642317696e-15,0.0009502854780116646,2.342215260997891e-13,0.0003525215371911066,1.1498635092334424e-10,9.514156640704997e-08,1.5603919315818818e-11,3.217199782812826e-13,7.984225520827238e-06,1.0228178539657275e-08,0.007870106626541463,0.0013636485375009188,0.00011096990146442954,1.9847707374869035e-08,5.202965050341694e-09,1.954784820387327e-09,9.891678491703555e-13,2.0982433959195824e-08,1.630281503220237e-05,4.935432254339408e-07,1.463994008879884e-05,1.617047723029925e-08,2.9455183841124535e-09,7.606051854496716e-10,4.066372731910444e-12,3.062401849188351e-12,1.0396147057465056e-10,5.716647733720195e-06,5.837099238812223e-13,6.26711515062999e-10,2.886894012500094e-15,1.1217668217527153e-16,6.250960421265842e-18,9.367869953905944e-28
1.1902388223477749e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429282116655729,0.10957831134394261,0.022006636455101675,4.200527969656886e-09,2.3071681411445018e-06,0.0007532350710690409,0.00024673682020624906,2.8295155476186626e-06,2.591853693787593e-15,0.0009523196978098463,2.3689637210524803e-13,0.0003527068321125552,1.157692001079958e-10,9.593532133371324e-08,1.56934284769162e-11,3.24260933989142e-13,8.00958163031337e-06,1.0327619944181896e-08,0.0078699479394184,0.0013664467735302653,0.00011111260700332868,1.9914131044283902e-08,5.213614671269918e-09,1.9589069025425035e-09,9.913329138501056e-13,2.1017320039240365e-08,1.6308824896360864e-05,4.954945108462214e-07,1.470614188636574e-05,1.6327737808991253e-08,2.951804901481982e-09,7.645387175298912e-10,4.087725999001626e-12,3.080838453509698e-12,1.0461623260630936e-10,5.731064135892868e-06,5.879882754619254e-13,6.337001726575118e-10,2.914942483854648e-15,1.132181049288905e-16,6.3090047774755235e-18,9.541792891517073e-28
1.1933170886329103e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429253603820111,0.10957512007846434,0.02200457346407909,4.237205595840553e-09,2.321709399611562e-06,0.0007565766150782619,0.00024801048599974024,2.8481650788384058e-06,2.617332992604431e-15,0.0009543513515574175,2.3959320283103844e-13,0.00035289094023510024,1.1655482527814182e-10,9.673312651088906e-08,1.5783143209607665e-11,3.2681394744914554e-13,8.034917472148851e-06,1.042773275970542e-08,0.007869787205442952,0.0013692419087021127,0.00011125511530429,1.9980579386086538e-08,5.224248204463357e-09,1.9630238026352925e-09,9.93495704762799e-13,2.1052175937325973e-08,1.6314824767667773e-05,4.974484943689851e-07,1.4772438710453526e-05,1.648606053219666e-08,2.958083418729404e-09,7.684805483600516e-10,4.10913584559055e-12,3.09933474369923e-12,1.0527309620216711e-10,5.745450502367682e-06,5.922844017571902e-13,6.40745131071211e-10,2.943180131171615e-15,1.1426607120963561e-16,6.3674139890511574e-18,9.718439028890857e-28
1.1963953549180457e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429225143129298,0.1095719305720134,0.0220025106759823,4.274102693726803e-09,2.336297414923982e-06,0.0007599228608832337,0.00024928683974556056,2.8668776550680773e-06,2.6429902926959025e-15,0.0009563804400918054,2.423121190109125e-13,0.00035307387009872075,1.173432240138224e-10,9.753498661690412e-08,1.5873063122782338e-11,3.293790346241581e-13,8.060232898161947e-06,1.0528519326698366e-08,0.007869624463033562,0.0013720339465910132,0.00011139742723417366,2.0047052217076645e-08,5.234865658775309e-09,1.9671355225175575e-09,9.956562226557322e-13,2.1087001792150873e-08,1.6320814700586547e-05,4.994051720341027e-07,1.4838830338033312e-05,1.6645449104133882e-08,2.9643539385368608e-09,7.724306671317093e-10,4.130602271262978e-12,3.1178907239789984e-12,1.0593205998345099e-10,5.75980681570305e-06,5.965983115364076e-13,6.478466523409186e-10,2.9716076120988597e-15,1.153206019988295e-16,6.426189227215304e-18,9.897842910207093e-28
1.1994736212031812e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429196734163556,0.10956874278953412,0.022000448090848945,4.3112199667345416e-09,2.3509321570118672e-06,0.0007632737977083348,0.00025056587798816656,2.885653212904916e-06,2.6688263493147405e-15,0.0009584069642701768,2.450532213108497e-13,0.00035325563018284744,1.1813439386427365e-10,9.834090627679153e-08,1.5963187826673687e-11,3.3195621139543713e-13,8.08552776141396e-06,1.0629981983371257e-08,0.007869459749902817,0.0013748228907689535,0.00011153954365349506,2.0113549357197376e-08,5.245467043146762e-09,1.971242064058691e-09,9.97814466807179e-13,2.112179775125973e-08,1.6326794749233145e-05,5.013645398799882e-07,1.4905316546998485e-05,1.680590722545008e-08,2.9706164636757365e-09,7.763890630438684e-10,4.152125275777697e-12,3.1365063982601e-12,1.06593122560355e-10,5.77413305930676e-06,6.009300134180951e-13,6.5500499856602e-10,3.00022558363402e-15,1.1638171827766388e-16,6.4853316632381695e-18,1.0080039425816625e-27
1.2025518874883166e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44291683765101625,0.10956555669664449,0.02199838570871623,4.348558118304297e-09,2.365613595544872e-06,0.0007666294148215355,0.0002518475972736292,2.9044916882685482e-06,2.6948419190388356e-15,0.0009604309249692695,2.478166103265493e-13,0.0003534362289067845,1.1892833234812704e-10,9.915089006238319e-08,1.6053516932859394e-11,3.3454549356272583e-13,8.11080191619244e-06,1.0732123065649978e-08,0.007869293103070274,0.0013776087448053528,0.00011168146541650615,2.0180070624813257e-08,5.256052366646588e-09,1.9753434291960434e-09,9.999704398932127e-13,2.115656395703944e-08,1.633276496739329e-05,5.033265939500393e-07,1.4971897116159134e-05,1.6967438593180134e-08,2.9768709969433114e-09,7.803557252983809e-10,4.173704859100538e-12,3.1551817707911565e-12,1.0725628253214041e-10,5.788429217427661e-06,6.05279515862138e-13,6.622204319043278e-10,3.0290347021171557e-15,1.1744944102205856e-16,6.544842468033338e-18,1.0265063778222482e-27
1.2053223271449387e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44291428981586045,0.10956269062975921,0.021996529738392803,4.38235188729606e-09,2.3788667904089134e-06,0.0007696534630346409,0.00025300343406883303,2.921500057076119e-06,2.7184100418751487e-15,0.0009622502985639336,2.503227986663929e-13,0.00035359778170579887,1.1964524208979788e-10,9.988335403271402e-08,1.613498757244015e-11,3.368862106197482e-13,8.133530830299654e-06,1.0824632022375197e-08,0.007869141497654067,0.0013801133743151434,0.00011180902927311242,2.0239960245028793e-08,5.265565433328151e-09,1.979030233620901e-09,1.0019088746465956e-12,2.118782821436507e-08,1.6338129802864128e-05,5.050947360689097e-07,1.5031900124291717e-05,1.7113737502478184e-08,2.982493246201021e-09,7.839327801304497e-10,4.193174858358833e-12,3.1720406508746904e-12,1.0785491861118851e-10,5.801270024301591e-06,6.092092944313954e-13,6.687633481078529e-10,3.0551268813298118e-15,1.1841605735471667e-16,6.59871811532273e-18,1.0434032864567281e-27
1.2080927668015608e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429117460750071,0.1095598258799864,0.021994673932556306,4.41632565055671e-09,2.39215776214332e-06,0.0007726812858604829,0.0002541614371967964,2.9385592889694735e-06,2.74212473764073e-15,0.0009640675971326259,2.528471938996945e-13,0.0003537584066281636,1.2036439053836468e-10,1.0061911686314269e-07,1.621662318307881e-11,3.3923675718275315e-13,8.156242748993098e-06,1.0917694093688477e-08,0.007868988381410907,0.0013826155062978951,0.00011193643675906771,2.0299869132264057e-08,5.275065504872942e-09,1.9827128482000146e-09,1.0038454706347407e-12,2.1219068587313658e-08,1.634348675768563e-05,5.06865047952702e-07,1.5091979225789393e-05,1.726091142298006e-08,2.9881090265130805e-09,7.875165140962215e-10,4.21269068562082e-12,3.188947891703421e-12,1.0845525139764651e-10,5.814086439535868e-06,6.131535041717657e-13,6.753529084517692e-10,3.0813748982111215e-15,1.1938805720275305e-16,6.6528939432256784e-18,1.0605347437563448e-27
1.2108632064581828e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44290920639977543,0.10955696242361156,0.02199281829123304,4.450479920926404e-09,2.4054864881046338e-06,0.000775712875564938,0.00025532160414304443,2.955669335843156e-06,2.7659865606346268e-15,0.000965882821354485,2.553898692047526e-13,0.00035391810968829593,1.2108577582211513e-10,1.0135818177637274e-07,1.6298423484406698e-11,3.415971446007677e-13,8.178937568569108e-06,1.101131097763153e-08,0.007868833779938281,0.0013851151433503454,0.00011206368848434392,2.0359797156032535e-08,5.284552588100946e-09,1.986391274417551e-09,1.0057802287993111e-12,2.1250285176095106e-08,1.63488358703874e-05,5.086375267289853e-07,1.515213426128726e-05,1.7408963042160792e-08,2.9937183400535826e-09,7.911069193363175e-10,4.232252340430647e-12,3.2059034955355203e-12,1.0905727984617791e-10,5.82687845336249e-06,6.17112150955985e-13,6.819893041540969e-10,3.1077792298474472e-15,1.2036545585280908e-16,6.707370805100512e-18,1.0779033864695143e-27
1.2133566021491426e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44290692414481464,0.10955438639946079,0.021991148354722434,4.481373521704725e-09,2.4175146024855608e-06,0.0007784445206104344,0.0002563676023819852,2.9711117847287408e-06,2.7875884539383454e-15,0.0009675147501589376,2.5769396688037785e-13,0.00035406105919016614,1.2173693350881748e-10,1.0202616611469943e-07,1.6372184335126136e-11,3.437299165450765e-13,8.199348201365821e-06,1.109604194015179e-08,0.007868693389556515,0.0013873626856769684,0.00011217808236266082,2.041374863200605e-08,5.293079863684699e-09,1.9896982782079157e-09,1.007519940401873e-12,2.1278359853962228e-08,1.635364339847996e-05,5.102346079494325e-07,1.5206338585564055e-05,1.7542962151002683e-08,2.9987611949810904e-09,7.943439814993832e-10,4.249897011908749e-12,3.221204891061206e-12,1.0960055437104715e-10,5.838370394957907e-06,6.206872815119031e-13,6.880022625819944e-10,3.1316771713871955e-15,1.212497432468871e-16,6.7566580700851285e-18,1.0937401559261884e-27
1.2158499978401024e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44290464513981515,0.10955181138737367,0.021989478551507444,4.5124141225147576e-09,2.429573262575438e-06,0.0007811792049867074,0.00025741534944643906,2.9865953187528485e-06,2.8093103752929126e-15,0.0009691449998151551,2.600129839184928e-13,0.0003542032711547507,1.2238990010807313e-10,1.0269683002294773e-07,1.644607815577045e-11,3.4587067692999403e-13,8.219744826022567e-06,1.1181224910713403e-08,0.007868551834597875,0.001389608211102634,0.00011229235100480805,2.0467715409529723e-08,5.301596629370892e-09,1.9930018917574407e-09,1.009258164416077e-12,2.1306415422064863e-08,1.6358444633282356e-05,5.11833439940034e-07,1.526060417242032e-05,1.7677676326305514e-08,3.0037988152633368e-09,7.975864353080427e-10,4.267578802920311e-12,3.236545463675413e-12,1.1014520075724098e-10,5.8498425575560335e-06,6.24274114901652e-13,6.940534519954938e-10,3.1557024611194555e-15,1.2213842719364598e-16,6.806190485759368e-18,1.1097731536642768e-27
1.2183433935310621e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429023693647467,0.10954923737090355,0.021987808881606685,4.54360209722611e-09,2.4416624515255307e-06,0.0007839169231133642,0.0002584648435056913,3.0021199019497193e-06,2.8311527305894e-15,0.0009707735708438606,2.6234697355459297e-13,0.00035434474988721616,1.2304467421493282e-10,1.0337017577854401e-07,1.6520104743780098e-11,3.48019433918444e-13,8.24012736856841e-06,1.126686112391587e-08,0.007868409132855896,0.0013918517215168078,0.00011240649484729433,2.0521697394588624e-08,5.310102890267261e-09,1.996302116197705e-09,1.0109949015215037e-12,2.1334451952332142e-08,1.6363239602446857e-05,5.134340206144905e-07,1.5314930906894036e-05,1.7813107522064843e-08,3.0088312025674584e-09,8.008342750409097e-10,4.285297713009087e-12,3.2519252146538147e-12,1.1069121822753839e-10,5.86129493513095e-06,6.278726552107487e-13,7.001430118463059e-10,3.1798554459037388e-15,1.230315188336352e-16,6.8559686740417596e-18,1.1260043486233065e-27
1.220836789222022e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429000967998478,0.10954666433386125,0.021986139345038607,4.5749378197089575e-09,2.45378215238074e-06,0.0007866576694280735,0.0002595160827297815,3.0176854980734535e-06,2.8531159262895987e-15,0.0009724004637737524,2.6469598898717373e-13,0.0003544854996679697,1.2370125441180973e-10,1.0404620563627284e-07,1.6594263897172568e-11,3.501761956385206e-13,8.260495755542008e-06,1.1352951813307237e-08,0.007868265301858824,0.0013940932188078287,0.00011252051432409269,2.0575694493842962e-08,5.318598651523453e-09,1.999598952672895e-09,1.0127301521812383e-12,2.1362469517705234e-08,1.63680283334889e-05,5.150363478888263e-07,1.5369318674402907e-05,1.794925769061405e-08,3.01385835858796e-09,8.040874949792924e-10,4.303053741712205e-12,3.2673441451454067e-12,1.112386060000319e-10,5.87272752199669e-06,6.314829064631264e-13,7.062710816001627e-10,3.2041364722984917e-15,1.2392902930658015e-16,6.905993256818928e-18,1.1424357248719152e-27
1.2233301849129817e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44289782742562184,0.10954409226031077,0.021984469941821485,4.606421663832928e-09,2.4659323480803195e-06,0.0007894014383864772,0.0002605690652895106,3.03329207059947e-06,2.8752003694260487e-15,0.0009740256791414479,2.670600833768781e-13,0.0003546255247528001,1.2435963926854812e-10,1.0472492182831166e-07,1.6668555414542125e-11,3.5234097018352515e-13,8.280849913989304e-06,1.1439498211375559e-08,0.007868120358873583,0.0013963327048629032,0.00011263440986666171,2.0629706614385375e-08,5.3270839183289565e-09,2.002892402341618e-09,1.014463916818867e-12,2.1390468191182687e-08,1.6372810853789134e-05,5.166404196814559e-07,1.5423767360742587e-05,1.8086128782610892e-08,3.0188802850471796e-09,8.073460894073377e-10,4.3208468885422604e-12,3.2828022561864836e-12,1.1178736328819896e-10,5.884140312804488e-06,6.351048726211889e-13,7.124378007354123e-10,3.2285458865588794e-15,1.2483096975126833e-16,6.956264855927144e-18,1.1590692815168681e-27
1.2258235806039414e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44289556122283247,0.10954152113456572,0.02198280067197341,4.63805400346601e-09,2.4781130214585978e-06,0.000792148224462104,0.0002616237893564474,3.048939582725973e-06,2.89740646760205e-15,0.0009756492174914273,2.6943930984564615e-13,0.00035476482937301653,1.2501982734249068e-10,1.054063265642659e-07,1.674297909505941e-11,3.545137656119992e-13,8.301189771461248e-06,1.1526501549540493e-08,0.007867974320909663,0.001398570181568105,0.00011274818190396891,2.068373366312229e-08,5.335558695917742e-09,2.0061824663825053e-09,1.0161961961981673e-12,2.1418448043230372e-08,1.6377587190596987e-05,5.182462339133393e-07,1.547827685208474e-05,1.8223722747024163e-08,3.023896983687469e-09,8.106100526114839e-10,4.338677152919748e-12,3.2982995487136905e-12,1.1233748930074053e-10,5.89553330254005e-06,6.387385575868604e-13,7.186433087416161e-10,3.253084034635163e-15,1.2573735130490108e-16,7.006784093104615e-18,1.175907032380152e-27
1.2283169762949012e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44289329817250084,0.10953895094118547,0.02198113153551232,4.669835212473449e-09,2.4903241552456927e-06,0.0007948980221462807,0.0002626802531029372,3.0646279973754186e-06,2.919734628991691e-15,0.0009772710793759778,2.7183372147586874e-13,0.0003549034177355886,1.2568181717854663e-10,1.0609042203120398e-07,1.6817534738471093e-11,3.5669458994776126e-13,8.321515256011498e-06,1.1613963058144994e-08,0.00786782720472297,0.0014008056508083696,0.00011286183086250572,2.0737775547670084e-08,5.344022989565529e-09,2.009469145986211e-09,1.0179269908344264e-12,2.1446409145486402e-08,1.638235737102791e-05,5.198537885078517e-07,1.553284703497528e-05,1.8362041531120312e-08,3.028908456277297e-09,8.13879378880858e-10,4.356544534261799e-12,3.31383602353582e-12,1.128889832417507e-10,5.9069064865208255e-06,6.423839652011604e-13,7.248877451181535e-10,3.277751262169445e-15,1.266481851038455e-16,7.057551590060314e-18,1.1929510066591715e-27
1.230810371985861e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428910382559012,0.10953638166497127,0.021979462532455946,4.7017656647166675e-09,2.502565732068223e-06,0.0007976508259480482,0.00026373845470210834,3.080357277195965e-06,2.942185262339875e-15,0.0009788912653551376,2.7424337130954216e-13,0.00035504129402328283,1.26345607309259e-10,1.0677721039369281e-07,1.689222214509949e-11,3.58883451179942e-13,8.341826296194174e-06,1.1701883966446843e-08,0.007867679026819601,0.0014030391144674943,0.00011297535716630762,2.0791832176244228e-08,5.352476804585814e-09,2.012752442355874e-09,1.019656301097865e-12,2.147435157037065e-08,1.6387121422064786e-05,5.214630813907112e-07,1.5587477796332492e-05,1.8501087080450385e-08,3.033914704614397e-09,8.171540625076302e-10,4.374449031979591e-12,3.3294116813460475e-12,1.1344184431085944e-10,5.918259860393331e-06,6.460410992439643e-13,7.311712493728292e-10,3.3025479144933126e-15,1.2756348228370517e-16,7.108567968465818e-18,1.2102032489181917e-27
1.2333037676768207e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442888781454557,0.10953381329096273,0.021977793662821876,4.733845734052164e-09,2.5148377344500205e-06,0.0008004066303940736,0.00026479839232787945,3.096127384562931e-06,2.9647587769623305e-15,0.0009805097759966422,2.7666831234742714e-13,0.00035517846239480104,1.2701119625487234e-10,1.0746669379383371e-07,1.6967041115842126e-11,3.6108035726302005e-13,8.362122821061565e-06,1.17902655026104e-08,0.007867529803459568,0.001405270574428133,0.00011308876123697868,2.0845903456676595e-08,5.36092014633554e-09,2.0160323567159824e-09,1.0213841278243153e-12,2.1502275386984602e-08,1.6391879370562986e-05,5.23074110490125e-07,1.564216902344527e-05,1.8640861338836823e-08,3.0389157305151944e-09,8.204340977863072e-10,4.392390645373332e-12,3.345026522745103e-12,1.1399607170298867e-10,5.929593420130449e-06,6.497099634353797e-13,7.374939610204842e-10,3.3274743366266383e-15,1.2848325397835024e-16,7.159833849879671e-18,1.2276658185294371e-27
1.2357971633677805e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44288652775023724,0.10953124580443406,0.021976124926627507,4.766075794330443e-09,2.5271401448128288e-06,0.0008031654300285652,0.00026586006415496696,3.1119382815802486e-06,2.9874555827456302e-15,0.0009821266118758673,2.7910859754820986e-13,0.00035531492698491637,1.2767858252339935e-10,1.0815887435129823e-07,1.704199145217126e-11,3.632853161168584e-13,8.3824047601619e-06,1.187910889369845e-08,0.007867379550660492,0.0014075000325717932,0.00011320204349370505,2.089998929751311e-08,5.369353020213617e-09,2.0193088903027948e-09,1.023110471587299e-12,2.1530180665634085e-08,1.6396631243246754e-05,5.24686873736781e-07,1.5696920603971256e-05,1.8781366248360336e-08,3.043911535820353e-09,8.237194790140278e-10,4.4103693737395544e-12,3.3606805482053615e-12,1.1455166460851515e-10,5.9409071620287785e-06,6.533905614353351e-13,7.43856019581614e-10,3.3525308732741896e-15,1.2940751132076176e-16,7.211349855831426e-18,1.2453407904682769e-27
1.2382905590587403e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44288427712495365,0.10952867919089063,0.021974456323890057,4.798456219394924e-09,2.539472945477013e-06,0.0008059272194131886,0.0002669234683588915,3.1277899300819115e-06,3.0102760901472097e-15,0.0009837417735757764,2.815642798276656e-13,0.0003554506919046094,1.283477646106884e-10,1.0885375416336471e-07,1.7117072956133447e-11,3.6549833562674096e-13,8.402672043537087e-06,1.1968415365663867e-08,0.007867228284201198,0.0014097274907788342,0.00011331520435327331,2.0954089608129077e-08,5.3777754316547625e-09,2.022582044362578e-09,1.024835332671251e-12,2.1558067478396064e-08,1.6401377066709658e-05,5.263013690637197e-07,1.575173242593509e-05,1.8922603749347012e-08,3.0489021224015014e-09,8.27010200491183e-10,4.428385216394429e-12,3.3763737580792167e-12,1.1510862221351868e-10,5.9522010827059815e-06,6.570828968429483e-13,7.502575645809887e-10,3.3777178688230412e-15,1.303362654433818e-16,7.263116607831035e-18,1.2632302554476618e-27
1.2407839547497e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44288202956095585,0.10952611343606534,0.02197278785462658,4.830987383080871e-09,2.551836118662258e-06,0.0008086919931269806,0.00026798860311598606,3.14368229163342e-06,3.033220710195375e-15,0.000985355261686864,2.840354120578255e-13,0.00035558576124120284,1.290187410004902e-10,1.0955133530495462e-07,1.7192285430349042e-11,3.677194236434089e-13,8.422924601720485e-06,1.2058186143341486e-08,0.0078670760196253,0.001411952950928464,0.00011342824423009685,2.1008204297265056e-08,5.386187386135788e-09,2.0258518201646737e-09,1.0265587119877531e-12,2.1585935893022778e-08,1.6406116867421494e-05,5.279175944064109e-07,1.580660437772659e-05,1.906457578035541e-08,3.0538874921478587e-09,8.30306256520572e-10,4.446438172519345e-12,3.392106152635754e-12,1.1566694369943627e-10,5.9634751790981605e-06,6.607869731982817e-13,7.566987355462795e-10,3.4030356673419014e-15,1.3126952747675106e-16,7.315134727256465e-18,1.2813363190462838e-27
1.2432773504406598e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44287978504072884,0.10952354852591523,0.02197111951885395,4.86366965921432e-09,2.56422964648826e-06,0.0008114597457662664,0.00026905546660340205,3.1596153275332276e-06,3.0562898544893106e-15,0.0009869670768071046,2.8652204706614647e-13,0.00035572013905849537,1.2969151016452447e-10,1.1025161982866957e-07,1.7267628678011636e-11,3.699485879830981e-13,8.443162365734678e-06,1.2148422450440102e-08,0.007866922772244688,0.0014141764148987352,0.00011354116353622775,2.106233327432085e-08,5.394588889176102e-09,2.0291182189905386e-09,1.0282806102054253e-12,2.1613785978253596e-08,1.641085067172395e-05,5.295355477028235e-07,1.5861536348099e-05,1.9207284278163594e-08,3.0588676469701974e-09,8.336076414075177e-10,4.464528241284581e-12,3.407877732015982e-12,1.162266282431907e-10,5.974729448457241e-06,6.64502793982039e-13,7.631796720066905e-10,3.428484612577627e-15,1.3220730855039492e-16,7.367404835452336e-18,1.2996611026376058e-27
1.2457707461316196e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44287754354698894,0.10952098444661791,0.02196945131658887,4.896503421611014e-09,2.5766535109754236e-06,0.0008142304719445756,0.00027012405699911675,3.175588998814177e-06,3.079483935199098e-15,0.0009885772195418958,2.8902423763468326e-13,0.00035585382939689605,1.303660705625464e-10,1.1095460976482845e-07,1.7343102502887567e-11,3.7218583642757667e-13,8.463385267089251e-06,1.2239125509534314e-08,0.007866768557143005,0.0014163978845665442,0.00011365396268137262,2.1116476449870982e-08,5.402979946329058e-09,2.0323812421281774e-09,1.030001027488628e-12,2.1641617806064213e-08,1.6415578505829268e-05,5.311552268933126e-07,1.5916528226167242e-05,1.9350731177756484e-08,3.0638425888123636e-09,8.369143494608079e-10,4.482655421917405e-12,3.4236884962333812e-12,1.1678767501760256e-10,5.985963888348382e-06,6.682303626143633e-13,7.697005134915913e-10,3.454065047952196e-15,1.3314961979360938e-16,7.419927553770243e-18,1.3182067437790053e-27
1.2482641418225793e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44287530506268064,0.10951842118456848,0.021967783247847854,4.92948904407533e-09,2.5891076940455527e-06,0.0008170041662925597,0.00027119437248194025,3.1916032662449372e-06,3.1028033650657173e-15,0.0009901856905040066,2.915420364992643e-13,0.00035598683627355635,1.3104242064241296e-10,1.116603071215047e-07,1.7418706709315313e-11,3.744311767241818e-13,8.483593237778593e-06,1.2330296542056454e-08,0.007866613389179041,0.0014186173618076247,0.00011376664207292161,2.117063373356863e-08,5.4113605631882074e-09,2.0356408908906012e-09,1.0317199648163631e-12,2.1669431442956792e-08,1.642030039582978e-05,5.32776629920625e-07,1.5971579901406117e-05,1.9494918412313186e-08,3.06881231963536e-09,8.402263749917688e-10,4.500819713484054e-12,3.439538445229132e-12,1.173500831909232e-10,5.997178496647402e-06,6.71969682457011e-13,7.762613995291602e-10,3.479777316562721e-15,1.3409647233363219e-16,7.472703503408265e-18,1.3369753949277433e-27
