Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),CO2X(24),H2OX(23),O(29),acetyl(44),C2H4X(215),C2H4X(70),HOCO(73),CHO2(74),S(216)
1.710937226315495e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4413126508919353,0.09438540363874191,0.013584385424143414,8.498616715217e-06,0.00023765784481374512,0.0301511737964576,0.015020239634903242,5.8134951064704634e-05,3.299863708313571e-11,0.0022469379125418295,6.291037199310806e-11,0.0004745810280866563,2.9649392426810456e-09,7.916528582881221e-06,1.2963080381996912e-09,8.48667665619998e-11,1.7763595695979478e-05,9.555231068024253e-06,0.006757045097891101,0.003146129113536775,0.0004128718363885351,1.7094421296655745e-07,7.593670760607154e-09,4.552473671630485e-09,6.652734761233985e-12,2.74732117658334e-07,5.727637536157654e-05,1.853378267039887e-05,0.0006011831596990924,1.5121131836069344e-05,6.939372968117351e-09,4.637572417365932e-08,5.702251046845186e-10,2.665237383942991e-10,1.0659726428264844e-08,8.881034632492656e-06,8.445537133533351e-11,1.07149279965129e-06,2.687108596276148e-12,3.0753686580832227e-13,1.7172739545707563e-14,1.7878563860357535e-21
1.7153907764529753e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44131954491842623,0.09434598733374974,0.013566006183332336,8.540055619994948e-06,0.00023838853750358943,0.030233919938122536,0.015062798364961825,5.8094303632484915e-05,3.326393975212753e-11,0.002246096200530581,6.288411909121892e-11,0.0004747878367378994,2.964618934051028e-09,7.914511772240902e-06,1.3005481818914492e-09,8.510863772940251e-11,1.774594555552927e-05,9.586892406698688e-06,0.006754326520801163,0.003139491800764336,0.00041337986288055543,1.7079078499472555e-07,7.580556001510636e-09,4.550370868521781e-09,6.68172766028451e-12,2.761987621913507e-07,5.75124168937537e-05,1.8585065787995137e-05,0.000602844550695589,1.5171237282553482e-05,6.936881817869697e-09,4.650785334193744e-08,5.724975646646902e-10,2.666942929455203e-10,1.0692555154623718e-08,8.872919430296057e-06,8.466294252216727e-11,1.0751379713560874e-06,2.696054470132764e-12,3.0917094854165153e-13,1.7263992620892477e-14,1.8025270349590906e-21
1.7198443265904558e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44132646439895135,0.09430658987250329,0.013547651079930279,8.581501289951528e-06,0.0002391186806238513,0.030316628891115603,0.0151053365335192,5.8053574165501285e-05,3.353055100532244e-11,0.0022452534710075385,6.285767976031622e-11,0.00047499431746910673,2.964294006238256e-09,7.91242397520337e-06,1.3047888469666121e-09,8.535022468394977e-11,1.7728280868735124e-05,9.618532036136303e-06,0.006751609598600462,0.0031328274231298466,0.00041388708052687465,1.7063465706985845e-07,7.567458992930713e-09,4.5482648668560116e-09,6.71092040233177e-12,2.7767450266074054e-07,5.7749897249450355e-05,1.8636326374254153e-05,0.0006045052861447243,1.5221308374025356e-05,6.9343878437603515e-09,4.66399258189906e-08,5.747719851291293e-10,2.668590929097102e-10,1.0725360216874396e-08,8.864802629740987e-06,8.487018043708812e-11,1.0787808765429888e-06,2.7049946729539704e-12,3.1080636821061613e-13,1.735532037263165e-14,1.8172527876880907e-21
1.7242978767279362e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4413334092062596,0.094267211263112,0.013529320081444201,8.62295272773461e-06,0.00023984826710633713,0.030399300615554285,0.015147854100303554,5.801276436438476e-05,3.37984727009889e-11,0.002244409741979112,6.283105720664709e-11,0.0004752004712774303,2.963964534098965e-09,7.910265751890404e-06,1.3090300227653685e-09,8.559152722380635e-11,1.7710601831727115e-05,9.650149901690411e-06,0.006748894329494837,0.0031261360941888007,0.00041439349226301165,1.7047583350399323e-07,7.554379776090354e-09,4.546155709778724e-09,6.740314838210321e-12,2.7915942289043686e-07,5.7988829669919614e-05,1.8687564385642333e-05,0.0006061653653219183,1.5271345023993405e-05,6.931891098806153e-09,4.677194148672473e-08,5.770483566785476e-10,2.6701813069440103e-10,1.0758141301162754e-08,8.85668427950602e-06,8.50770853416137e-11,1.082421508530246e-06,2.713929189841287e-12,3.1244308654815225e-13,1.744672066386149e-14,1.8320333766592878e-21
1.7287514268654166e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4413403792132894,0.09422785151360752,0.013511013155437894,8.664408935220612e-06,0.00024057728988859589,0.03048193507217494,0.015190351025272351,5.7971875903420904e-05,3.4067706687140265e-11,0.0022435650311908107,6.280425458725823e-11,0.00047540629915650414,2.9636305913510696e-09,7.908037659103357e-06,1.3132716986702574e-09,8.58325451509687e-11,1.7692908639617424e-05,9.681745949684935e-06,0.006746180711691812,0.0031194179271539797,0.00041489910100598394,1.7031431862038441e-07,7.541318391029876e-09,4.54404343989575e-09,6.769912840691876e-12,2.8065360770970463e-07,5.822922755458742e-05,1.873877977876061e-05,0.0006078247875130617,1.532134714750224e-05,6.929391635226545e-09,4.6903900227592706e-08,5.793266699406706e-10,2.6717139881047814e-10,1.0790898093848158e-08,8.848564428002704e-06,8.528365749694559e-11,1.0860598607518433e-06,2.7228580061570394e-12,3.1408106520590243e-13,1.753819135297833e-14,1.8468685313357718e-21
1.733204977002897e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44134737429315946,0.09418851063194374,0.013492730269531844,8.705868913532752e-06,0.00024130574191401637,0.030564532222325306,0.01523282726860503,5.793091043097487e-05,3.433825480155067e-11,0.002242719356131461,6.277727501075866e-11,0.000475611802096447,2.963292250592337e-09,7.905740250336904e-06,1.3175138641054371e-09,8.607327827119031e-11,1.7675201486502036e-05,9.713320127400024e-06,0.006743468743400461,0.003112673034902933,0.0004154039096544588,1.7015011675371045e-07,7.528274876628063e-09,4.5419280992818456e-09,6.799716304816041e-12,2.8215714296792905e-07,5.8471104463363344e-05,1.8789972510335912e-05,0.000609483552014357,1.5371314661109915e-05,6.9268895044564075e-09,4.7035801924571254e-08,5.816069155698569e-10,2.6731888987219897e-10,1.0823630281507536e-08,8.840443123376714e-06,8.548989716393993e-11,1.0896959267556995e-06,2.731781107520309e-12,3.15720265755016e-13,1.7629730293883148e-14,1.861757978214826e-21
1.7376585271403774e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4413543943191584,0.09414918862599705,0.01347447139140307,8.747331663059375e-06,0.00024203361613192435,0.030647092027957075,0.015275282790695717,5.788986956990973e-05,3.461011887177066e-11,0.00224187273403735,6.27501215380708e-11,0.00047581698108386405,2.9629495833182786e-09,7.903374075792864e-06,1.3217565085359521e-09,8.63137263939082e-11,1.7657480565462414e-05,9.744872383057891e-06,0.006740758422831235,0.003105901529985402,0.00041590792108890234,1.6998323225028361e-07,7.515249270622856e-09,4.53980972948918e-09,6.829727148227326e-12,2.8367011554965704e-07,5.871447411899097e-05,1.8841142537212523e-05,0.0006111416581321632,1.5421247482865486e-05,6.924384757158676e-09,4.716764646113783e-08,5.838890842467055e-10,2.674605965972216e-10,1.0856337550939413e-08,8.832320413508894e-06,8.569580460307754e-11,1.0933297002018949e-06,2.740698479802935e-12,3.173606496869511e-13,1.772133533602632e-14,1.876701440835609e-21
1.7421120772778578e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4413614391647361,0.09410988550356628,0.013456236488785,8.788796183472202e-06,0.00024276090549767978,0.03072961445161862,0.015317717552145999,5.7848754917997925e-05,3.48833007151429e-11,0.0022410251818963042,6.272279718317082e-11,0.0004760218371018495,2.9626026599397452e-09,7.900939682394048e-06,1.3259996214670035e-09,8.655388933217052e-11,1.763974606856739e-05,9.776402665808883e-06,0.006738049748195835,0.003099103524630723,0.00041641113817172796,1.6981366946826123e-07,7.502241609631756e-09,4.537688371555711e-09,6.859947311517294e-12,2.8519261338990004e-07,5.895935040943906e-05,1.889228981634357e-05,0.00061279910518284,1.547114553228698e-05,6.921877443236766e-09,4.7299433721247715e-08,5.861731666776676e-10,2.675965118066429e-10,1.0889019589167971e-08,8.824196346016406e-06,8.59013800744359e-11,1.0969611748609292e-06,2.749610109125586e-12,3.190021784142753e-13,1.781300432445237e-14,1.891698639786941e-21
1.7465656274153382e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44136850870349265,0.09407060127237302,0.013438025529467294,8.830261473744622e-06,0.0002434876029727737,0.030812099456447795,0.015360131513757742,5.7807568048326094e-05,3.5157802138817595e-11,0.0022401767164516896,6.269530491381801e-11,0.00047622637112998965,2.962251549800247e-09,7.89843761379815e-06,1.3302431924432236e-09,8.679376690256489e-11,1.762199818687492e-05,9.807910925717767e-06,0.006735342717707039,0.0030922791307551704,0.0004169135637474417,1.6964143277785628e-07,7.489251929171751e-09,4.5355640660133804e-09,6.890378758573166e-12,2.8672472548970797e-07,5.920574739033468e-05,1.8943414304782445e-05,0.0006144558924925981,1.552100873033969e-05,6.919367611846747e-09,4.7431163589311154e-08,5.884591535946629e-10,2.6772662842504237e-10,1.092167608344706e-08,8.81607096825378e-06,8.610662383765997e-11,1.1005903446120012e-06,2.758515981853884e-12,3.206448132714689e-13,1.7904735099844794e-14,1.9067492927151024e-21
1.7510191775528186e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4413756028091707,0.09403133594006159,0.01341983848129571,8.871726532169945e-06,0.00024421370152492535,0.03089454700616491,0.015402524636525902,5.776631050969356e-05,3.5433624939767997e-11,0.0022393273542063614,6.266764765227373e-11,0.00047643058414436706,2.9618963211930104e-09,7.895868410411672e-06,1.3344872110479545e-09,8.703335892514816e-11,1.7604237110434138e-05,9.83939711375024e-06,0.006732637329578576,0.003085428459969282,0.00041741520064278844,1.6946652656155454e-07,7.476280263679e-09,4.5334368528962276e-09,6.921023476931817e-12,2.882665419320061e-07,5.945367928743849e-05,1.8994515959674353e-05,0.0006161120193973486,1.557083699941479e-05,6.9168553114093686e-09,4.7562835950170654e-08,5.907470357546824e-10,2.678509394805381e-10,1.0954306721264281e-08,8.807944327314044e-06,8.631153615193478e-11,1.104217203441321e-06,2.7674160845946086e-12,3.2228851551572717e-13,1.7996525498570912e-14,1.9218531143317904e-21
1.755472727690299e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4413827213556437,0.09399208951419932,0.013401675312171957,8.913190356379713e-06,0.0002449391941281796,0.030976957065065713,0.015444896881631384,5.772498382700409e-05,3.571077090480559e-11,0.002238477111426533,6.263982827600903e-11,0.0004766344771175631,2.961537041377743e-09,7.893232609403893e-06,1.3387316669025198e-09,8.727266522337676e-11,1.7586463028287313e-05,9.87086118175964e-06,0.006729933582024971,0.00307855162358514,0.00041791605166689174,1.69288955214327e-07,7.463326646528078e-09,4.531306771748343e-09,6.95188347814044e-12,2.8981815389772046e-07,5.970316049916291e-05,1.9045594738247655e-05,0.0006177674852425548,1.5620630263308367e-05,6.914340589621822e-09,4.769445068907804e-08,5.930368039394127e-10,2.67969438104847e-10,1.0986911190344997e-08,8.799816470029811e-06,8.651611727595747e-11,1.1078417454404441e-06,2.7763104041919273e-12,3.2393324632776547e-13,1.8088373352726808e-14,1.9370098164220494e-21
1.7599262778277795e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44138986421690796,0.09395286200227661,0.01338353599005355,8.954651943361949e-06,0.00024566407376300274,0.031059329598014624,0.015487248210433971,5.768358950165151e-05,3.598924181059538e-11,0.002237626004145586,6.261184961840276e-11,0.0004768380510186623,2.961173776597139e-09,7.890530744720877e-06,1.3429765496655088e-09,8.751168562403812e-11,1.7568676128471945e-05,9.902303082473879e-06,0.006727231473261389,0.0030716487326236225,0.0004184161196113986,1.6910872314385257e-07,7.45039111005094e-09,4.529173861631692e-09,6.982960798122865e-12,2.913796536821672e-07,5.995420559913456e-05,1.909665059780548e-05,0.0006194222893830869,1.5670388447200672e-05,6.911823493469349e-09,4.782600769167213e-08,5.953284489548252e-10,2.6808211753336184e-10,1.1019489178656346e-08,8.791687442974383e-06,8.672036746791022e-11,1.1114639648046343e-06,2.7851989277237124e-12,3.255789668126223e-13,1.818027649018218e-14,1.9522191078523585e-21
1.7643798279652599e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44139703126707164,0.09391365341170707,0.013365420482953673,8.996110289479448e-06,0.0002463883334163812,0.03114166457043793,0.015529578584465208,5.76421290118991e-05,3.626903942367097e-11,0.0022367740481678273,6.258371446942857e-11,0.0004770413068132569,2.960806592093131e-09,7.887763347099497e-06,1.3472218490320574e-09,8.775041995718302e-11,1.755087659802294e-05,9.93372276948257e-06,0.006724531001503497,0.0030647198978216283,0.00041891540725061367,1.689258347707303e-07,7.437473685555534e-09,4.527038161133837e-09,7.014257497552877e-12,2.9295113471176266e-07,6.0206829338802114e-05,1.914768349571712e-05,0.000621076431183077,1.5720111477635793e-05,6.909304069236641e-09,4.795750684395596e-08,5.976219616308185e-10,2.68188971105225e-10,1.1052040374411328e-08,8.783557292462856e-06,8.692428698543354e-11,1.115083855831249e-06,2.7940816424978982e-12,3.272256380004669e-13,1.827223273462541e-14,1.9674806945787195e-21
1.7688333781027403e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4414042223803458,0.09387446374982775,0.013347328758941015,9.037564390488073e-06,0.0002471119660819172,0.031223961948317173,0.01557188796542137,5.760060381325271e-05,3.655016550044951e-11,0.002235921259072158,6.255542557633211e-11,0.00047724424546345147,2.9604355521228672e-09,7.884930944081497e-06,1.3514675547331313e-09,8.798886805605886e-11,1.7533064622974835e-05,9.965120197224378e-06,0.006721832164967319,0.003057765229639273,0.00041941391734164366,1.6874029452871272e-07,7.424574403344024e-09,4.524899708375503e-09,7.045775662233372e-12,2.945326915609799e-07,6.046104665008928e-05,1.9198693389409558e-05,0.0006227299100157787,1.576979928250161e-05,6.906782362519022e-09,4.8088948032274296e-08,5.999173328207843e-10,2.6828999226342627e-10,1.1084564466072775e-08,8.775426064553231e-06,8.712787608559922e-11,1.118701412918151e-06,2.8029585360489055e-12,3.2887322084740427e-13,1.8364239905608622e-14,1.9827942796548934e-21
1.7732869282402207e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4414114374310347,0.0938352930238991,0.01332926078613966,9.079013241555041e-06,0.00024783496475992635,0.031306221698182604,0.015614176315156426,5.755901533882804e-05,3.683262178724653e-11,0.002235067652215711,6.252698564429791e-11,0.00047744686792786784,2.9600607199744464e-09,7.882034060027592e-06,1.3557136565348098e-09,8.822702975704362e-11,1.751524038836406e-05,9.996495320974553e-06,0.006719134961869082,0.0030507848382670556,0.00041991165262452514,1.6855210686491437e-07,7.411693292730796e-09,4.522758541018043e-09,7.077517403482525e-12,2.961244199696634e-07,6.071687264809456e-05,1.9249680236358928e-05,0.0006243827252634238,1.5819451791010072e-05,6.904258418233496e-09,4.8220331143291274e-08,6.022145534012691e-10,2.6838517455489603e-10,1.1117061142357424e-08,8.767293805047509e-06,8.733113502488464e-11,1.122316630562147e-06,2.8118295961341063e-12,3.3052167623628367e-13,1.8456295818592715e-14,1.9981595632406063e-21
1.7777404783777011e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4414186762935256,0.09379614124110533,0.013311216532728924,9.120455837277227e-06,0.00024855732245753474,0.03138844378710679,0.015656443595675033,5.751736499971174e-05,3.7116410020290785e-11,0.002234213242737409,6.24983973371066e-11,0.0004776491751616496,2.9596821579823902e-09,7.87907321613157e-06,1.3599601442375728e-09,8.846490489958102e-11,1.749740407823135e-05,1.0027848096832663e-05,0.006716439390425076,0.0030437788336330047,0.0004204086158223688,1.6836127624005735e-07,7.3988303820600576e-09,4.520614696270789e-09,7.1094848585267305e-12,2.977264168605785e-07,6.097432263383903e-05,1.930064399408198e-05,0.0006260348763170874,1.586906893367779e-05,6.90173228062956e-09,4.835165606396791e-08,6.045136142715199e-10,2.6847451163061673e-10,1.1149530092239927e-08,8.759160559492788e-06,8.75340640591466e-11,1.1259295033574454e-06,2.8206948107303607e-12,3.321709649775067e-13,1.8548398284992582e-14,2.0135762426099546e-21
1.7821940285151815e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44142593884227926,0.09375700840855448,0.01329319596694322,9.161891171699482e-06,0.0002492790321887757,0.03147062818269827,0.01569868976912554,5.74756541853169e-05,3.740153192573876e-11,0.0022333580455614704,6.246966327778197e-11,0.00047785116811646883,2.9592999275428796e-09,7.876048930434435e-06,1.3642070076755887e-09,8.870249332611605e-11,1.7479555875624126e-05,1.0059178481710527e-05,0.006713745448851507,0.003036747325409811,0.0004209048096414803,1.6816780712867586e-07,7.3859856987231635e-09,4.518468210898271e-09,7.141680190900116e-12,2.993387803573678e-07,6.123341209706291e-05,1.93515846201276e-05,0.0006276863625765481,1.591865064230691e-05,6.8992039932998535e-09,4.848292268153971e-08,6.068145063531677e-10,2.6855799724574135e-10,1.1181971004956863e-08,8.751026373182404e-06,8.773666344359563e-11,1.1295400259941403e-06,2.829554168030591e-12,3.3382104780983787e-13,1.8640545112222336e-14,2.0290440121597553e-21
1.786647578652662e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44143322495182025,0.09371789453327842,0.013275199057071937,9.203318238332953e-06,0.00025000008697468717,0.03155277485309524,0.015740914797793017,5.743388426373259e-05,3.768798921968927e-11,0.002232502075400852,6.244078604922861e-11,0.00047805284774053106,2.958914089128739e-09,7.87296171783856e-06,1.3684542367159997e-09,8.893979488203158e-11,1.7461695962598974e-05,1.0090486433320346e-05,0.006711053135364357,0.00302969042302192,0.00042140023677150664,1.679717040193773e-07,7.373159269175619e-09,4.516319121227316e-09,7.174105590851576e-12,3.009616098026992e-07,6.149415671907114e-05,1.94025020720682e-05,0.0006293371834501551,1.5968196849966368e-05,6.8966735991906284e-09,4.8614130883494344e-08,6.091172205897372e-10,2.686356252597191e-10,1.1214383570010802e-08,8.742891291157002e-06,8.793893343277055e-11,1.1331481932567221e-06,2.8384076564404202e-12,3.354718854012149e-13,1.873273410374057e-14,2.044562563418068e-21
1.7911011287901424e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44144053449672677,0.09367879962223324,0.013257225771459281,9.244736030173431e-06,0.00025072047984340883,0.031634883766959575,0.01578311864409229,5.739205658206784e-05,3.7975783608197815e-11,0.002231645346760647,6.241176819485986e-11,0.0004782542149785815,2.9585247023041853e-09,7.86981209012188e-06,1.3727018212582123e-09,8.91768094155858e-11,1.7443824520224258e-05,1.0121771910162991e-05,0.0067083624481792245,0.003022608235652629,0.00042189489988554685,1.6777297141503646e-07,7.360351118953799e-09,4.514167463154063e-09,7.206763275758191e-12,3.0259500577689736e-07,6.175657237562946e-05,1.945339630749121e-05,0.000630987338354693,1.601770749097332e-05,6.894141140612051e-09,4.8745280557549313e-08,6.114217479463751e-10,2.687073896364337e-10,1.1246767477174308e-08,8.734755358205676e-06,8.81408742805135e-11,1.1367540000226046e-06,2.847255264574849e-12,3.371234383495614e-13,1.882496305909576e-14,2.060131585052739e-21
1.7955546789276228e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4414478673516209,0.09363972368229928,0.013239276078504144,9.286143539719689e-06,0.0002514402038302794,0.031716954893470636,0.015825301270561,5.7350172466790007e-05,3.826491678729086e-11,0.0022307878739414072,6.23826122192162e-11,0.0004784552707719117,2.9581318257393338e-09,7.866600555952059e-06,1.3769497512331865e-09,8.941353677785024e-11,1.7425941728582655e-05,1.0153034871516522e-05,0.006705673385511195,0.003015500872251161,0.000422388801640304,1.6757161383308262e-07,7.347561272691339e-09,4.51201327215083e-09,7.239655490547261e-12,3.0423907011670864e-07,6.202067513991266e-05,1.9504267283990444e-05,0.0006326368267152505,1.6067182500874985e-05,6.891606659248292e-09,4.887637159162957e-08,6.137280794092958e-10,2.687732844443507e-10,1.1279122416493957e-08,8.726618618867057e-06,8.834248623994463e-11,1.1403574412606778e-06,2.856096981254998e-12,3.387756671835997e-13,1.8917229773971648e-14,2.0757507628800184e-21
1.8000082290651032e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4414552233911589,0.09360066672028128,0.01322134994665999,9.327539758991867e-06,0.00025215925197793397,0.031798988202319425,0.015867462639852687,5.7308233224057655e-05,3.8555390442979964e-11,0.0022299296710424307,6.23533205885746e-11,0.0004786560160583656,2.957735517224486e-09,7.863327620900724e-06,1.3811980166027285e-09,8.964997682264855e-11,1.740804776677389e-05,1.018427527742484e-05,0.006702985945574687,0.00300836844153972,0.000422881944676181,1.6736763580567076e-07,7.3347897541352975e-09,4.5098565832729085e-09,7.272784508124091e-12,3.0589390593466277e-07,6.22864812855057e-05,1.9555114959157616e-05,0.0006342856479650916,1.611662181643069e-05,6.889070196167526e-09,4.900740387384544e-08,6.160362059855892e-10,2.6883330385667574e-10,1.1311448078294405e-08,8.718481117430431e-06,8.854376956343791e-11,1.143958512029887e-06,2.8649327955048877e-12,3.4042853236366733e-13,1.9009532040232835e-14,2.091419779873281e-21
1.8044617792025836e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.441462602490021,0.09356162874290856,0.013203447344434696,9.368923679549857e-06,0.0002528776173364013,0.031880983663702685,0.015909602714729822,5.7266240140048055e-05,3.8847206251275785e-11,0.0022290707519649787,6.23238957315484e-11,0.00047885645177234685,2.957335833684176e-09,7.859993787457668e-06,1.3854466073587747e-09,8.988612940649606e-11,1.7390142812917424e-05,1.0215493088686567e-05,0.006700300126583313,0.003001211052020544,0.0004233743316174469,1.6716104188001116e-07,7.322036586161942e-09,4.507697431165216e-09,7.3061526298095e-12,3.0755961763843814e-07,6.255400728945762e-05,1.9605939290573627e-05,0.0006359338015455255,1.616602537559425e-05,6.8865317918316555e-09,4.913837729247006e-08,6.183461187025591e-10,2.688874421515171e-10,1.1343744153182386e-08,8.710342897936858e-06,8.8744724502596e-11,1.147557207477824e-06,2.8737626965482743e-12,3.4208199428253133e-13,1.910186764597028e-14,2.1071383161718033e-21
1.808915329340064e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44147000452290136,0.09352260975683518,0.013185568240390442,9.41029429251171e-06,0.0002535952929632015,0.03196294124831714,0.015951721458056897,5.722419448127933e-05,3.9140365878202e-11,0.002228211130415451,6.22943400396783e-11,0.00047905657884482597,2.9569328311909945e-09,7.856599555045106e-06,1.3896955135226865e-09,9.012199438854007e-11,1.7372227044155275e-05,1.0246688266844056e-05,0.0066976159267497235,0.002994028811982943,0.00042386596507230494,1.6695183661849693e-07,7.30930179079235e-09,4.50553585006887e-09,7.339762185782448e-12,3.0923631095101867e-07,6.282326983538996e-05,1.9656740235799953e-05,0.0006375812869057792,1.6215393117496597e-05,6.883991486105971e-09,4.926929173591709e-08,6.206578086076641e-10,2.6893569371207106e-10,1.1376010332050753e-08,8.702204004180269e-06,8.894535130822604e-11,1.1511535228393496e-06,2.8825866738055276e-12,3.4373601326620863e-13,1.9194234375547104e-14,2.1229060490895848e-21
1.8133688794775444e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4414774293644983,0.09348360976864008,0.013167712603143564,9.451650588572073e-06,0.0002543122719234438,0.03204486092735379,0.015993818832793542,5.718209749492738e-05,3.943487097980902e-11,0.0022273508199085,6.226465586801418e-11,0.00047925639820334753,2.956526564979194e-09,7.85314542003189e-06,1.3939447251445392e-09,9.035757163050065e-11,1.735430063665484e-05,1.027786077417261e-05,0.006694933344285481,0.002986821829510331,0.00042435684763308983,1.6674002459910628e-07,7.296585389207658e-09,4.503371873827645e-09,7.373615535534006e-12,3.1092409293063764e-07,6.309428581666281e-05,1.9707517752370013e-05,0.000639228103502874,1.62647249824287e-05,6.881449318268579e-09,4.9400147092718664e-08,6.229712667676599e-10,2.689780530268e-10,1.1408246306082531e-08,8.694064479708597e-06,8.914565023031559e-11,1.154747453435234e-06,2.8914047168905675e-12,3.4539054957478274e-13,1.9286630009644184e-14,2.1387226531243247e-21
1.8178224296150248e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4414848768895037,0.09344462878482732,0.013149880401364434,9.492991558020643e-06,0.0002550285472899238,0.03212674267249247,0.016035894801987586,5.713995040913767e-05,3.973072320218764e-11,0.0022264898337701023,6.223484553568846e-11,0.0004794559107720372,2.956117089458074e-09,7.84963187574778e-06,1.3981942323024142e-09,9.059286099661223e-11,1.733636376561183e-05,1.0309010573669858e-05,0.0066922523774008945,0.002979590212487261,0.0004248469818762861,1.665256104154419e-07,7.283887401764094e-09,4.501205535894338e-09,7.407715068325808e-12,3.1262307199186767e-07,6.336707233959703e-05,1.975827179778045e-05,0.0006408742508014993,1.6314020911824752e-05,6.878905327019715e-09,4.9530943251502796e-08,6.252864842688281e-10,2.690145146896379e-10,1.1440451766754932e-08,8.685924367824869e-06,8.934562151800845e-11,1.1583389946708107e-06,2.9002168156078275e-12,3.4704556340322825e-13,1.937905232530623e-14,2.1545877999663736e-21
1.8222759797525052e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4414923469725935,0.09340566681182602,0.013132071603777325,9.534316190760632e-06,0.0002557441121432219,0.03220858645589609,0.016077949328768115,5.7097754433332e-05,4.0027924181482535e-11,0.0022256281851405716,6.22049113264803e-11,0.00047965511747161127,2.955704458225153e-09,7.846059412497687e-06,1.4024440251016816e-09,9.082786235356583e-11,1.7318416605253207e-05,1.0340137629045284e-05,0.006689573024304888,0.0029723340686064457,0.0004253363703627881,1.6630859867727368e-07,7.2712078480077184e-09,4.499036869337019e-09,7.442063203660123e-12,3.1433335792599895e-07,6.364164672675357e-05,1.980900232948241e-05,0.0006425197282738914,1.6363280848245615e-05,6.876359550490877e-09,4.966168010097106e-08,6.276034522156905e-10,2.6904507340019986e-10,1.1472626405843419e-08,8.677783711588336e-06,8.954526541958038e-11,1.1619281420346647e-06,2.909022959949285e-12,3.487010148822291e-13,1.9471499095987474e-14,2.1705011585078335e-21
1.8267295298899857e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4414998394884168,0.09336672385599083,0.013114286179160297,9.575623476327316e-06,0.00025645895957180097,0.03229039225020551,0.01611998237633861,5.705551075851014e-05,4.032647554390553e-11,0.002224765886977524,6.217485548937146e-11,0.00047985401921938253,2.9552887240791276e-09,7.842428517575953e-06,1.4066940936742985e-09,9.106257557045175e-11,1.7300459328840202e-05,1.037124190470996e-05,0.006686895283204848,0.0029650535053757834,0.00042582501563782264,1.6608899401039395e-07,7.2585467466889095e-09,4.496865906845198e-09,7.476662391754987e-12,3.160550619232947e-07,6.391802652027268e-05,1.9859709304872786e-05,0.0006441645353997112,1.641250473536255e-05,6.873812026253805e-09,4.9792357529876314e-08,6.299221617318242e-10,2.6906972396399283e-10,1.1504769915425715e-08,8.669642553815576e-06,8.974458218241565e-11,1.1655148910973281e-06,2.917823140091522e-12,3.5035686407900957e-13,1.9563968091598088e-14,2.186462394851713e-21
