Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CO2X(24),COX(50),H2OX(23),CHOX(53)
5.8056748757200405e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996248,0.022821567693054247,1.8816323898574902e-97,1.9186043031847646e-54,1.6795280390605992e-30,2.2470248035083614e-71,8.021833765476698e-46,1.6417544874542976e-109,5.1239687031874984e-17,8.839318376674474e-90,5.123968703186918e-17,5.690792996739674e-61,5.907864907376136e-62,2.3413059382568155e-92,2.7147386338690746e-93,3.280397187473246e-45,1.288197084033408e-71,2.798339851519687e-15,8.285386942867098e-17,3.316918250381573e-19,5.094412898658112e-32,1.8863741405423472e-31,3.3169181946626174e-19,2.7845869299102403e-27,4.373010859195578e-32,6.579239893896323e-36,3.6372016803011765e-61,6.388439866836047e-44,1.7901233377844933e-63,1.6660022992370529e-87,4.123259712352514e-86,9.877296872098484e-46,2.600020074750891e-88
1.1616393778265207e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,4.833220211003724e-95,3.072266376015576e-53,6.722515426082015e-30,1.4423133447872333e-69,6.423973005804713e-45,4.2152387084327207e-107,1.0252389160243992e-16,5.665907385890469e-88,1.0252389160241665e-16,9.115158834561474e-60,9.463583351887837e-61,3.0056706381505228e-90,3.4850679132669123e-91,2.626312123162463e-44,4.183190730355125e-70,5.599110927930776e-15,1.6577972310532342e-16,6.636718327422426e-19,2.03909259481641e-31,7.55041259085877e-31,6.636718104399645e-19,1.1145429388820655e-26,3.5010153958729653e-31,5.276434175901645e-35,1.1673101669326829e-59,5.114655009485791e-43,5.735382606173647e-62,2.13966586744793e-85,5.293268358879319e-84,7.907842552536748e-45,3.3392356997727325e-86
2.323783158335554e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999884,0.11866996602995392,0.022821567693054122,1.2425011846913133e-92,4.917626101808812e-52,2.689902859301524e-29,9.267501963334158e-68,5.141782073808859e-44,1.0833779528696025e-104,2.0509230074357045e-16,3.628981210182414e-86,2.050923007434774e-16,1.4592170678269038e-58,1.5150536339639088e-59,3.862521832850226e-88,4.47858482167226e-89,2.1018474902603667e-43,1.3754438527942335e-68,1.1200653080749006e-14,3.316314304586232e-16,1.3276318649009886e-18,8.159024764116405e-31,3.0211485197678634e-30,1.3276317756614267e-18,4.4594833364274787e-26,2.8017926876618938e-30,4.2372227077010405e-34,3.7503040248263316e-58,4.093308339470928e-42,1.8364008205424855e-60,2.750284314456021e-83,6.802263798500583e-82,6.328676173160456e-44,4.292187946422392e-84
4.64807071935362e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997684,0.11866996602994251,0.022821567693053955,3.2034122329487737e-90,7.869799872901986e-51,1.0761531334819396e-28,5.972633112759436e-66,4.114467381026579e-43,2.7927237295536213e-102,4.102291190258341e-16,2.3234445328685657e-84,4.102291190254618e-16,2.3353808122504044e-57,2.4247895177857676e-58,4.97844788584882e-86,5.772498405285924e-87,1.6817966991867105e-42,4.6335595968629355e-67,2.2403737386369667e-14,6.633348451652022e-16,2.655551996228136e-18,3.264139864216446e-30,1.2086561305962503e-29,2.655551639200581e-18,1.7839715674903333e-25,2.2417259718380054e-29,3.4135791397886e-33,1.2085375628736743e-56,3.27531640733528e-41,5.87794944617644e-59,3.5454267031590792e-81,8.767514382770047e-80,5.063900527490177e-43,5.533114981795829e-82
9.296645841389754e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995375,0.1186699660299197,0.022821567693053622,8.311356882477167e-88,1.2592951374637685e-49,4.305097533973262e-28,3.8737368711786456e-64,3.29199064438647e-42,7.244695909736022e-100,8.205027555903723e-16,1.487291464105457e-82,8.205027555888826e-16,3.737116174164121e-56,3.880223833907256e-57,6.457535590130006e-84,7.487497046369247e-85,1.3455640910714927e-41,1.630721088649328e-65,4.480990599754778e-14,1.3267416745782776e-15,5.31139252697986e-18,1.3057611497097482e-29,4.835017979652136e-29,5.311391098663833e-18,7.135569918291932e-25,1.7933368880436602e-28,2.7681712114185687e-32,3.919564501862031e-55,2.620578427539972e-40,1.8810126708769018e-57,4.599475015723259e-79,1.137232670026853e-77,4.051501948358874e-42,7.178100562499765e-80
1.859379608546202e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999076,0.11866996602987405,0.02282156769305296,2.1836710518284912e-85,2.0149716902808066e-48,1.722216779380879e-27,2.544204232741243e-62,2.6337592213454747e-41,1.903001633339081e-97,1.6410500287194913e-15,9.519583752428267e-81,1.6410500287135326e-15,5.979791405229391e-55,6.20879881668367e-56,8.481578415401517e-82,9.834369824062887e-83,1.076500744732738e-40,6.164163311686426e-64,8.962224321965117e-14,2.6535553334041e-15,1.0623074661343275e-17,5.223248652404108e-29,1.9340858732109269e-28,1.0623068947130331e-17,2.8536266349221575e-24,1.4343950423227394e-27,2.2739021255553444e-31,1.287403230501069e-53,2.0966846408051133e-39,6.01828942739603e-56,6.0424704151388535e-77,1.4936856042083095e-75,3.241350416967694e-41,9.430093250483388e-78
3.7188096573606554e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998153,0.11866996602978278,0.022821567693051634,5.87569709127731e-83,3.2240270439933805e-47,6.889868227599895e-27,1.711268499560345e-60,2.107074061181631e-40,5.118566320413548e-95,3.2821445749779005e-15,6.092827496421551e-79,3.2821445749540647e-15,9.567990674892309e-54,9.934405583162141e-55,1.1407611412651226e-79,1.322709798583495e-80,8.61218427423748e-40,2.577313019942305e-62,1.7924691766284674e-13,5.307182651054429e-15,2.1246443225269287e-17,2.0893351828195266e-28,7.736500755102521e-28,2.1246420362225037e-17,1.1409002880857909e-23,1.1469955082331589e-26,1.913917457666279e-30,4.331205609362529e-52,1.677583193048026e-38,1.9250217320852332e-54,8.130098725114078e-75,2.008987442540555e-73,2.5931338617861723e-40,1.268813040617103e-75
7.437669754989561e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963073,0.11866996602960023,0.02282156769304898,1.6500464115329955e-80,5.1584779775803614e-46,2.75666312706099e-26,1.2012200601168573e-58,1.685685922571439e-39,1.4365138992283979e-92,6.564333667495405e-15,3.899503641631512e-77,6.564333667400059e-15,1.5309044605573789e-52,1.5895230651367718e-53,1.6010084731333773e-77,1.856365450454108e-78,6.889787424807016e-39,1.2112359449045387e-60,3.584962665451929e-13,1.0614437286349825e-14,4.2493197563938093e-17,8.357371459287687e-28,3.094631672178263e-27,4.249310606507504e-17,4.559065263081452e-23,9.167320568341149e-26,1.682548111646414e-29,1.5210974069229647e-50,1.3423951259483058e-37,6.154403231369339e-53,1.1417482959868264e-72,2.819526055477947e-71,2.0745188743512257e-39,1.7818572223637163e-73
1.4875389950247373e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992615,0.11866996602923512,0.022821567693043672,4.968781305977634e-78,8.253518402297848e-45,1.1032195583900867e-25,9.040820790028247e-57,1.348559406912224e-38,4.321569983754545e-90,1.3128711852533152e-14,2.4957124186153244e-75,1.312871185215177e-14,2.449467892705996e-51,2.543225756447844e-52,2.4087934453238965e-75,2.7929901045864444e-76,5.511795827667926e-38,6.342589216137242e-59,7.169949642937053e-13,2.1228946556919566e-14,8.498677532387866e-17,3.342922156913648e-27,1.2378588768510111e-26,8.498640896152826e-17,1.8199797954810735e-22,7.319934083720689e-25,1.587611723592285e-28,5.7297387354985654e-49,1.0744213477007372e-36,1.965735534158246e-51,1.719486353448603e-70,4.242110727144946e-69,1.6596044111261378e-38,2.6835066837607817e-71
2.9750830340763e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767985231,0.11866996602850491,0.02282156769303306,1.6511775375951846e-75,1.3205355154395736e-43,4.417254506871587e-25,7.508490680747804e-55,1.0788517920052478e-37,1.4342961820481167e-87,2.6257468222619597e-14,1.597265567802795e-73,2.625746822109407e-14,3.919165212477896e-50,4.06907010211865e-51,3.9985484041246947e-73,4.63630686778497e-74,4.409342837197511e-37,3.5994891199125003e-57,1.43399235972601e-12,4.2457965097974855e-14,1.699742090758894e-16,1.337137520535598e-26,4.951447394785479e-26,1.699727407183304e-16,7.250856443768022e-22,5.8337400934181155e-24,1.6544688051057762e-27,2.382306337077401e-47,8.603335089000417e-36,6.266878948541692e-50,2.8579088926454024e-68,7.04181663994034e-67,1.3276546107616312e-37,4.460208182240627e-69
5.9501711121794254e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767970463,0.11866996602704448,0.02282156769301183,6.147301454353291e-73,2.1127589837141967e-42,1.770357302012238e-24,6.986195540843123e-53,8.630831384651344e-37,5.332901265094707e-85,5.25149809628363e-14,1.0222530311072993e-71,5.251498095673418e-14,6.270677541466783e-49,6.510176290608311e-50,7.435975395560479e-71,8.621994039966222e-72,3.5273084618320084e-36,2.145447953614444e-55,2.867987150331739e-12,8.491600217974863e-14,3.3995020451346974e-16,5.348278960368652e-26,1.9805809125086764e-25,3.399443080945939e-16,2.8773395618084744e-21,4.6318219092985554e-23,1.931847455360784e-26,1.1097465362932251e-45,6.895243829175219e-35,1.9905232478995285e-48,5.32169394542239e-66,1.309544102776284e-64,1.0620726960998421e-36,8.305430774910877e-67
1.1900347268385676e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767940927,0.11866996602412364,0.02282156769296937,2.5358715176715634e-70,3.38009326731554e-41,7.108454417232233e-24,7.202962729545587e-51,6.904671899451195e-36,2.197608703529088e-82,1.0503000644344499e-13,6.542429079316114e-70,1.0503000641903648e-13,1.0033094416853012e-47,1.0415171951385709e-48,1.5325307011362643e-68,1.7769650043154188e-69,2.8215752342707416e-35,1.308595880145859e-53,5.73597673050768e-12,1.6983207634194896e-13,6.799068239234166e-16,2.13909063824423e-25,7.922324176152797e-25,6.798830583543176e-16,1.1329342842305748e-20,3.650370293017369e-22,2.4976961253671016e-25,5.726962204000426e-44,5.535877691720122e-34,6.276435486421822e-47,1.0979350744325387e-63,2.698926324463975e-62,8.495746898339416e-36,1.7135616262022488e-64
2.3800699580798178e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678818555,0.11866996601828195,0.022821567692884456,1.1212984275088932e-67,5.407115525495867e-40,2.8640773402301647e-23,7.961278694670102e-49,5.523740191904797e-35,9.711098606951612e-80,2.100600574053634e-13,4.1871575337572855e-68,2.1006005730772936e-13,1.6052958673118259e-46,1.6660695402037378e-47,3.3866349318489956e-66,3.9267921064203776e-67,2.2568233388946603e-34,7.999694583461685e-52,1.1471955886717483e-11,3.396642246609608e-13,1.359839462523027e-15,8.554587341542418e-25,3.1689270692311236e-24,1.3597430213551855e-15,4.393859501374914e-20,2.8357912619414252e-21,3.457640265994561e-24,3.1670260006550714e-42,4.4588897734649054e-33,1.9512264833477415e-45,2.427791619163575e-61,5.964163642864946e-60,6.79525486144965e-35,3.78926788935511e-62
4.7601404205623175e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767763712,0.11866996600659857,0.022821567692714623,5.09651740836947e-65,8.64807367462507e-39,1.1608466327709336e-22,9.046259056821259e-47,4.418993151506912e-34,4.412996469000104e-77,4.201201593320039e-13,2.67978153338863e-66,4.2012015894146827e-13,2.5684737804319503e-45,2.664539993288684e-46,7.69539026232488e-64,8.922772983056444e-65,1.8047590927224346e-33,4.80291562000551e-50,2.2943914182568776e-11,6.79328521277431e-13,2.719788718883689e-15,3.420413962670106e-24,1.2675681422913978e-23,2.719392800901976e-15,1.6561656309652097e-19,2.1440179133075435e-20,4.9147254155845564e-23,1.7997658358778547e-40,3.611625169868747e-32,5.906011802896264e-44,5.51773001143717e-59,1.3552220516034213e-57,5.434053824511404e-34,8.614179345622709e-60
9.520281345527317e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767527425,0.11866996598323182,0.022821567692374957,2.2804248566126594e-62,1.382632976355565e-37,4.747226529052026e-22,1.0120685903920223e-44,3.535194806889655e-33,1.9750577079866228e-74,8.402403631964973e-13,1.7150601229585648e-64,8.40240361634359e-13,4.1095576724679507e-44,4.2595546515488775e-45,1.721995083877447e-61,1.9966430860194327e-62,1.4426887793150535e-32,2.7619751813569325e-48,4.588783070799813e-11,1.3586571144241638e-12,5.440065005258931e-15,1.3670298015640545e-23,5.07024987725178e-23,5.438411803134713e-15,5.932732029329457e-19,1.544192773501667e-19,6.870133917903237e-22,1.0066223598957813e-38,2.950387688354124e-31,1.704214361567697e-42,1.2344047097410026e-56,3.0325572138693026e-55,4.343805619874824e-33,1.9276657905527525e-57
1.9040563195457316e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670548515,0.11866996593649831,0.02282156769169563,9.615451021354302e-60,2.2088317320135676e-36,1.9613683212321475e-21,1.0672142894685209e-42,2.828155778227793e-32,8.334138112534628e-72,1.6804807709703117e-12,1.0976380937143301e-62,1.6804807647217938e-12,6.5752897657870614e-43,6.80344715601017e-44,3.632648275198806e-59,4.2120212775861975e-60,1.1523652287763356e-31,1.4731146695640147e-46,9.17756634937639e-11,2.7173143003728593e-12,1.0882362133525703e-14,5.459053383212045e-23,2.028081555834723e-22,1.087532781177185e-14,1.9566883466711285e-18,1.0274363072592466e-18,9.040508059436482e-21,5.304438525250054e-37,2.4345718381765745e-30,4.548258166446163e-41,2.6020878286563807e-54,6.397274956587187e-53,3.4695564722922004e-32,4.065116693097991e-55
2.8560845045387315e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766582278,0.1186699658897648,0.0228215676910163,7.888463868943698e-59,8.123998430997483e-36,4.241068344136037e-21,6.628167016692038e-42,8.396087205700619e-32,6.804212988038901e-71,2.520721178788954e-12,6.232063231541109e-62,2.520721165510882e-12,2.4875651967714464e-42,2.591813928286998e-43,2.6087076365291826e-58,3.0247691839875342e-59,3.2921160097971107e-31,7.803409324335548e-46,1.3766349601443675e-10,4.075971485976784e-12,1.63265673870716e-14,1.1587198452187508e-22,4.309646220672052e-22,1.63111220561541e-14,3.6702526561484685e-18,2.6591389394944593e-18,3.0566153436216857e-20,2.790456001006205e-36,7.060885868399192e-30,1.992710067180546e-40,1.878986211017653e-53,4.5940485160937026e-52,9.911764063046536e-32,2.9348843970191904e-54
3.8081126895317314e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766109704,0.1186699658430313,0.022821567690336973,4.179806988979746e-58,2.059055823503784e-35,7.330141224861035e-21,2.6442588591496774e-41,1.8294631354347033e-31,3.327817270091813e-70,3.360961586652381e-12,2.3967247042947472e-61,3.3609615640016276e-12,6.475116890472439e-42,6.9674230460176254e-43,1.1566753116864854e-57,1.3411509943669831e-58,6.9384309124454805e-31,2.6905105763973642e-45,1.8355132827001666e-10,5.4346286712360575e-12,2.177279603943374e-14,1.974555692505484e-22,7.351706858039934e-22,2.1745794767794812e-14,5.625066299585869e-18,5.1512941828060574e-18,7.216527121013169e-20,9.94276957958221e-36,1.5056874565537592e-29,6.015325259035521e-40,9.198271883828314e-53,2.036948514528113e-51,2.088958669814428e-31,1.4371785781068067e-53
5.712169059517731e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072765164557,0.11866996574956427,0.022821567688978316,6.219091149599785e-57,7.192576640667801e-35,1.543984397007522e-20,2.0016283723618458e-40,5.310366600568533e-31,3.36662452854977e-69,5.041442402484243e-12,1.824095186106101e-60,5.041442355589061e-12,2.3762757568495216e-41,2.8127263532627095e-42,1.0158804571258257e-56,1.1778937012954976e-57,1.8925599864485155e-30,1.554617446522481e-44,2.7532699215901957e-10,8.151943040945995e-12,3.267023780246207e-14,4.0808800909558606e-22,1.5220628010293268e-21,3.2612508740384016e-14,9.887022125203382e-18,1.2344836586652941e-17,2.2582334952861293e-19,6.426729403630292e-35,4.174096913594876e-29,2.8884423616828232e-39,1.2589419483772682e-51,1.7889858801375918e-50,5.697786466035956e-31,1.9691280224966953e-52
7.616225429503731e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727642194096,0.11866996565609725,0.02282156768761966,3.392638386419051e-56,1.7955713267526834e-34,2.6599461874735995e-20,7.920282965379526e-40,1.161317183473591e-30,1.6360872570692976e-68,6.721923218480614e-12,6.88777611263609e-60,6.721923138724688e-12,6.161859270007509e-41,7.608784208493662e-42,4.48971358717924e-56,5.205718992663394e-57,3.9551609244203375e-30,5.316464436155454e-44,3.671026550731812e-10,1.0869257409389017e-11,4.357567181245117e-14,6.928903370003962e-22,2.5886063375596053e-21,4.34751003596421e-14,1.4544347234304274e-17,2.3128745954054887e-17,5.169911084488565e-19,2.222545369360789e-34,8.830042889946521e-29,8.555347223179803e-39,6.035795922370444e-51,7.906428608349453e-50,1.1907208796941413e-30,9.44345793416786e-52
9.52028179948973e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072763274261,0.11866996556263022,0.022821567686261004,1.4041824885857964e-55,3.805936560269645e-34,4.1058955639264855e-20,2.4777060399321915e-39,2.1787888891942023e-30,6.253184839767657e-68,8.402404034653103e-12,2.1068307052919294e-59,8.402403912804827e-12,1.3472758424460585e-40,1.706915855446052e-41,1.5612223833218785e-55,1.8101947930078213e-56,7.191518306508715e-30,1.4618336059732441e-43,4.5887831694287015e-10,1.3586571776475016e-11,5.4489934878166014e-14,1.0567693260184954e-21,3.954768293342577e-21,5.433327671820243e-14,1.9409911195888e-17,3.7919581946185024e-17,1.0092105939823528e-18,6.194765239689758e-34,1.6224186370019074e-28,2.0608657624411969e-38,2.2756503311013025e-50,2.7493096230900237e-49,2.1649880901810404e-30,3.56180634267074e-51
1.332839453946173e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072761383966,0.11866996537569618,0.022821567683543688,4.0664607779809037e-54,1.3901286093444442e-33,8.015911825149313e-20,2.453063888671054e-38,5.961561963840743e-30,1.5599117344568422e-66,1.1763365667536505e-11,1.864428562852932e-58,1.1763365433229935e-11,5.182218394286027e-40,6.590832309262955e-41,2.4209372818944987e-54,2.806958382956559e-55,1.892531877172486e-29,9.508812335376365e-43,6.424296374832219e-10,1.9021200506493362e-11,7.634635770111022e-14,2.0240988954500508e-21,7.60471283524209e-21,7.603611678547609e-14,2.9273793380135977e-17,7.98972918657513e-17,2.9804378516785146e-18,4.0069085707182456e-33,4.35583525476393e-28,8.998696646851334e-38,3.94814449583686e-49,4.263100732350189e-48,5.697029029161438e-30,6.183615070231502e-50
