Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CO2X(24),COX(50),H2OX(23),CHOX(53)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531407515e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-2.1846344000207912e-119,1.3111416841482734e-65,2.9700074004042417e-36,3.67516206740056e-88,1.7970670041648013e-54,1.2498649257557683e-131,5.564692336215776e-20,-6.543847839058841e-106,5.564692336215775e-20,2.594089925907534e-72,2.308677984001619e-73,8.2455486470719355e-112,9.56069393070454e-113,1.1017631486623588e-53,1.217776954252854e-85,3.039031115899591e-18,8.998030997900935e-20,3.6022135344790406e-22,9.008783566733485e-38,3.3357984490676632e-37,3.6022135343805107e-22,4.924243946989128e-33,1.4687530995065765e-40,2.2059361482248273e-44,2.784613185927011e-75,2.1456308231132875e-52,1.3728388763771992e-77,-8.947973138861298e-107,1.4521185810489069e-105,3.3174158802959275e-54,-1.39645120610996e-107
1.7654093887941043e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,3.957798090958526e-117,2.932984340969204e-64,1.7938844827091346e-35,4.0611686545429166e-86,2.7157276790117946e-53,4.509888866794547e-129,1.5581138541404175e-19,1.2632995615998038e-104,1.5581138541404168e-19,7.315748703436357e-71,7.25885293995678e-72,1.6483314431910447e-109,1.9112363651245376e-110,1.3080132098690884e-52,6.303733468839003e-84,8.509287124518851e-18,2.519448679412262e-19,1.0086197896701044e-21,5.441305273294428e-37,2.0148222632348143e-36,1.0086197896105918e-21,2.9742432582716423e-32,1.7437036329007972e-39,2.6188954966532892e-43,1.6940212480822877e-73,2.5472929299294283e-51,8.351648609886284e-76,9.055609158699683e-105,2.902866526934627e-103,3.938436132402367e-53,1.4132492494977109e-105
4.03522146010081e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,1.6707661210295162e-114,5.795094157959745e-63,8.636781713350119e-35,3.6742640214967145e-84,2.921455912882349e-52,1.6329338000216403e-126,3.561403095178097e-19,1.3339109256421573e-102,3.5614030951780946e-19,1.5913351401822614e-69,1.619410159145108e-70,2.984155483254867e-107,3.460121143922908e-108,1.2842151253899668e-51,2.752605717513398e-82,1.9449799141757354e-17,5.758739838656599e-19,2.3054166621783965e-21,2.619754259687201e-36,9.700501889857955e-36,2.305416661891869e-21,1.43197001121976e-31,1.711978467601302e-38,2.571264288959842e-42,7.647671963103766e-72,2.5009473392817794e-50,3.770333184287803e-74,1.896396143133799e-102,5.2553781578739676e-101,3.866779947949559e-52,2.959580497963988e-103
8.57484560271422e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,5.37408774045199e-112,1.0312069692497805e-61,3.7719095979204348e-34,2.7807748612277895e-82,2.6853213065992484e-51,4.951395611599558e-124,7.567981577253456e-19,1.0543454160897376e-100,7.567981577253445e-19,2.9500671585913102e-68,3.0329760019759004e-69,4.521858522126368e-105,5.243084138883147e-106,1.1358737342940987e-50,1.0248368212183036e-80,4.133082317623431e-17,1.2237322157145273e-18,4.8990104074505465e-21,1.144115511405625e-35,4.2364640302840943e-35,4.8990104061992066e-21,6.2537884841746665e-31,1.5142253905818508e-37,2.2742846720047777e-41,2.8876535711243923e-70,2.2120596623048192e-49,1.4236059077688755e-72,3.047655444167802e-100,7.963417671561018e-99,3.4201230714908e-51,4.7562750280705605e-101
1.7654093887941043e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,1.537318138768141e-109,1.7392820304612801e-60,1.5746981031606298e-33,1.9319225906664e-80,2.297348913535866e-50,1.3772110367341888e-121,1.5581138541404174e-18,7.472826919497283e-99,1.558113854140412e-18,5.0704117002469e-67,5.2387117869374875e-68,6.286809141721947e-103,7.28954016003848e-104,9.547703137881701e-50,3.5314814306416674e-79,8.509287124518795e-17,2.5194486794122616e-18,1.008619789901711e-20,4.7764570329563407e-35,1.7686403376670212e-34,1.0086197893793008e-20,2.6108329450425355e-30,1.272797382833614e-36,1.9117246576248793e-40,1.0018876566724648e-68,1.8593695388068884e-48,4.9391490913007835e-71,4.3573888339240804e-98,1.1071661523983424e-96,2.8748195151202997e-50,6.800289628045697e-99
3.581259045839469e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,4.157193290521189e-107,2.856776559992749e-59,6.433156349052253e-33,1.2876857786453667e-78,1.899492508084335e-49,3.6735152092399975e-119,3.160745246970562e-18,5.02886993938151e-97,3.160745246970539e-18,8.403835546761854e-66,8.704197956942686e-67,8.38329193718583e-101,9.72040694595522e-102,7.827783857194554e-49,1.1724765564829726e-77,1.726169673830943e-16,5.110881606807728e-18,2.0460572886239285e-20,1.9513385437289345e-34,7.22547287237592e-34,2.0460572864897134e-20,1.0666099235761658e-29,1.0435157067777741e-35,1.567431593307876e-39,3.3368806472676874e-67,1.524423660196409e-47,1.644942109602294e-69,5.890398113284087e-96,1.4763764684229827e-94,2.3569507206545057e-49,9.192756201968344e-97
7.212958359930197e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,1.0936819163083702e-104,4.630958374937631e-58,2.6003852893033606e-32,8.409963631485981e-77,1.5446357616005427e-48,9.599044142899497e-117,6.3660080326308506e-18,3.2996255074049025e-95,6.36600803263076e-18,1.368346763569555e-64,1.4190039402646214e-65,1.0952084025769748e-98,1.2698915227241938e-99,6.33914227903357e-48,3.823645825795194e-76,3.476651596589031e-16,1.0293747461598658e-17,4.1209322877039884e-20,7.88762233590732e-34,2.9206516602847338e-33,4.1209322790771445e-20,4.3114036121785126e-29,8.450652857780413e-35,1.2694831487106591e-38,1.0893286113155337e-65,1.2345180850541604e-46,5.369360083387673e-68,7.747480822125e-94,1.9287648880917424e-92,1.9087197901272346e-48,1.2090982837402446e-94
1.4476356988111654e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996462,0.022821567693054278,2.838602576348562e-102,7.458016005496917e-57,1.0456039991431522e-31,5.437909965327531e-75,1.245804700003344e-47,2.4830005435012598e-114,1.2776533603951432e-17,2.138108223361735e-93,1.2776533603951068e-17,2.2085171931526188e-63,2.2916951237421424e-64,1.4164414199670538e-96,1.6423604378651294e-97,5.102293138674697e-47,1.2367642632031473e-74,6.977615442105055e-16,2.0659479171180505e-17,8.27068229240663e-20,3.1715782100064494e-33,1.1743811870262015e-32,8.270682257718439e-20,1.7335930243061968e-28,6.801807916340091e-34,1.0220100641209974e-37,3.52126639524073e-64,9.936480089315754e-46,1.7352812093450348e-66,1.0053597574405464e-91,2.494486410241626e-90,1.5363037233978638e-47,1.568998735369255e-92
2.900315424447457e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996391,0.022821567693054268,7.319192783467113e-100,1.1971767426213403e-55,4.193343794845107e-31,3.4992456166883344e-73,1.0006980848073184e-46,6.391517463182568e-112,2.55975847465926e-17,1.3768818427647213e-91,2.559758474659115e-17,3.549027840128942e-62,3.6838328829985083e-63,1.82300362988438e-94,2.1137683475377897e-95,4.094268815644731e-46,3.9891756838210665e-73,1.397954313313648e-15,4.1390942590344106e-17,1.6570182327982172e-19,1.2719446822400653e-32,4.70979381414409e-32,1.6570182188866737e-19,6.952456077553657e-28,5.458002118119517e-33,8.204511149201929e-37,1.132865375972592e-62,7.973406771031601e-45,5.580383806259937e-65,1.2961015096718199e-89,3.2104806563804796e-88,1.2327869552027336e-46,2.0227402457462223e-90
