Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),CH3OO(77)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.553161002830065e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.0549864288707748e-71,6.6652318274033472e-42,0.0,2.9602141457985034e-57,0.0,6.6636245613244177e-25,-4.7753787066217854e-118,6.6636245612852995e-25,8.7308113235369344e-80,2.0966181544240714e-71,0.0,0.0,1.3223916642908291e-56,5.1262582687778018e-95,2.642698415522306e-18,1.2706328827193013e-19,4.8977056602265875e-23,5.3149578772712479e-38,4.897705660226973e-23,4.1872142665341884e-58,3.2641946571339983e-42
1.8348850807924183e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,3.293192873312774e-70,4.02580002375163e-41,0.0,4.4734756171177645e-56,0.0,1.8658148771835107e-24,9.2172556632165092e-117,1.865814877159884e-24,2.4622284862117254e-78,6.5921029180231454e-70,0.0,0.0,1.5699433823195023e-55,2.6534989161502742e-93,7.3995555634624574e-18,3.5577720716140437e-19,1.3713575848633195e-22,3.2102345544631711e-37,1.3713575848635524e-22,4.9710607772293789e-57,1.9715735729200574e-41
4.194023041811242e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,7.3319271207011199e-69,1.9382494154089044e-40,0.0,4.8123609325252638e-55,0.0,4.2647197193363425e-24,9.732535319686922e-115,4.2647197192225914e-24,5.3558847754848098e-77,1.4706618946190164e-68,0.0,0.0,1.5413797191650235e-54,1.1586214741203761e-91,1.6913269859342745e-17,8.1320504494035286e-19,3.1345316225441408e-22,1.5455897455974857e-36,3.1345316225452627e-22,4.8806169490722207e-56,9.4922780631124983e-41
8.912298963848889e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,1.3721028786673466e-67,8.4648444208023588e-40,0.0,4.4233887937654753e-54,0.0,9.0625294038447796e-24,7.6927586892232418e-113,9.0625294033480025e-24,9.9289077335745977e-76,2.754386955259184e-67,0.0,0.0,1.3633329002793003e-53,4.3132572471100022e-90,3.5940698451103261e-17,1.7280607204982499e-18,6.660879697903782e-22,6.7499964513002112e-36,6.6608796979086833e-22,4.3168504202260231e-55,4.1455272147325689e-40
1.8348850807924181e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,2.3691267948017287e-66,3.5339059148893512e-39,0.0,3.7843022413980424e-53,0.0,1.865814877367276e-23,5.452354930693435e-111,1.8658148771598808e-23,1.7065255547102266e-74,4.7575184558919819e-66,0.0,0.0,1.145963439977481e-52,1.485982519928765e-88,7.3995555634624035e-17,3.5577720716140435e-18,1.3713575848615063e-21,2.8179906189783696e-35,1.3713575848635521e-21,3.6285728879501457e-54,1.7306760073675976e-39
3.7221954496074766e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999986,0.11866996602996518,0.022821567693054282,0.0,3.935676419881438e-65,1.4437158747429553e-38,0.0,3.1289342744090888e-52,0.0,3.7849387516573119e-23,3.669184915913483e-109,3.7849387508100368e-23,2.8284409562619932e-73,7.9046879307252295e-65,0.0,0.0,9.395300484191373e-52,4.931434200585155e-87,1.5010527000166457e-16,7.2171947738456284e-18,2.7818968150005602e-21,1.1512410957887446e-34,2.781896815008918e-21,2.9749232826813351e-53,7.0703761964521398e-39
7.496816187237595e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999997,0.11866996602996503,0.022821567693054278,0.0,6.4156180664062755e-64,5.8357303960200052e-38,0.0,2.5443973879097108e-51,0.0,7.6231865015351478e-23,2.4074864308884316e-107,7.6231864981103239e-23,4.6053828717826742e-72,1.2886635915886297e-63,0.0,0.0,7.608557664680793e-51,1.6068360365936325e-85,3.0232469873574168e-16,1.4536040178308787e-17,5.6029752752658612e-21,4.6535004083604582e-34,5.6029752752996432e-21,2.4091700044098549e-52,2.85795910474491e-38
1.5046057662497829e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999937,0.11866996602996473,0.022821567693054271,0.0,1.036081857581432e-62,2.3465215257651911e-37,0.0,2.0521486704514868e-50,0.0,1.5299682006481871e-22,1.5600153791750177e-105,1.5299681992710797e-22,7.4331065224817467e-71,2.0811949968018789e-62,0.0,0.0,6.1240287243263674e-50,5.1883761926431263e-84,6.0676355620387971e-16,2.9173730987235074e-17,1.124513219574523e-20,1.8711519119103151e-33,1.1245132195881069e-20,1.9391096126022492e-51,1.1491727866991003e-37
3.0144540613018297e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999875,0.11866996602996412,0.022821567693054257,0.0,1.6654374521332569e-61,9.4106008257241125e-37,0.0,1.6483974127015648e-49,0.0,3.065267303713952e-22,1.0046062345435347e-103,3.0652672981911367e-22,1.1944802634239811e-69,3.3454597049558665e-61,0.0,0.0,4.9141467093719655e-49,1.6677571655808242e-82,1.2156412711400919e-15,5.8449112605087531e-17,2.2529446036499046e-20,7.5041549734504835e-33,2.2529446037043826e-20,1.556013343255085e-50,4.6086968582994382e-37
6.034150651405923e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999748,0.1186699660299629,0.02282156769305423,0.0,2.6708807023329383e-60,3.769148873618341e-36,0.0,1.3213945568924356e-48,0.0,6.1358655181511613e-22,6.4493801031072023e-102,6.1358654960310923e-22,1.9153244842916437e-68,5.3652052409852165e-60,0.0,0.0,3.9372962980359894e-48,5.3488151161264442e-81,2.4333967010122595e-15,1.1699987584079189e-16,4.5098073717186998e-20,3.0055752655315579e-32,4.5098073719368938e-20,1.2467041775806403e-49,1.8458826296764101e-36
