! Species         Shape    LJ-depth  LJ-diam   DiplMom   Polzblty  RotRelaxNum Data     
! Name            Index    epsilon/k_B sigma     mu        alpha     Zrot      Source   
! SX(14666)           None
! SX(476)             None
! SX(3436)            None
! SX(173)             None
! SX(174)             None
! SX(219)             None
! SX(415)             None
! SX(294)             None
! SX(3175)            None
! SX(16866)           None
! SX(17040)           None
! SX(17041)           None
! SX(17214)           None
! SX(17213)           None
! SX(17598)           None
! SX(8764)            None
! SX(2708)            None
! SX(4225)            None
! SX(18571)           None
! SX(18776)           None
! SX(18775)           None
! SX(19182)           None
! SX(18774)           None
! SX(3255)            None
! SX(19183)           None
! SX(213)             None
! SX(2707)            None
! SX(536)             None
! SX(4621)            None
! SX(1467)            None
! SX(4622)            None
! SX(261)             None
! SX(16171)           None
