Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),CO2X(24),H2X(49),CHOX(53),H2OX(23),COX(50)
1.6045147254516197e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756688501619153,0.11866931900013208,0.022821552137627071,1.6605162954742514e-34,1.0908480495917115e-23,2.7924733250549608e-16,4.357037651826247e-25,1.1548576931210169e-28,1.726215986059306e-50,1.6315664496663255e-13,3.5770550610322968e-57,1.6315445911522504e-13,3.4469573526821862e-40,8.0480632612965403e-34,6.872427783580303e-42,2.3690901027181477e-43,3.5842547934553459e-25,1.3994132122457943e-44,6.4701767665303855e-07,3.1110854418676646e-08,1.5351039003372157e-12,4.3283995237024867e-11,1.0628833830525606e-16,8.3384360410943663e-14,1.0374773402848642e-11,1.1823207514264143e-17,5.0866308599199537e-20,4.4344977033550074e-33,1.9118984376292805e-21,5.5426351340160749e-33,3.6857830219863478e-23,3.210752738695757e-32
1.6569795933798165e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375668628418223,0.11866929784459476,0.022821551628992631,1.9678542188465558e-34,1.1946501390098245e-23,2.8972163620492735e-16,5.0008199043226311e-25,1.202926995463234e-28,2.1467962552279727e-50,1.6849156830210143e-13,4.1351872510431294e-57,1.6848927704310853e-13,3.7253087396984817e-40,8.6031702373422082e-34,8.1981445524651066e-42,2.8129838697215046e-43,3.8236432554900473e-25,1.567942538487866e-44,6.6817281642898024e-07,3.2128123304697919e-08,1.5352573196440905e-12,4.4852362410076339e-11,1.0629896149766393e-16,8.3393133432430573e-14,1.0766825558849506e-11,1.2212501055001364e-17,5.6420193231377772e-20,5.0804782481897377e-33,2.0549167293032492e-21,6.4183087959103578e-33,3.9010050446196175e-23,3.8024782079744958e-32
1.7094444613080133e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756684066753062,0.11866927668913493,0.022821551120358264,2.3191498997526078e-34,1.3044023508968159e-23,3.0019729789170185e-16,5.7136264574811399e-25,1.2511525159186568e-28,2.6497934011640809e-50,1.7382649013528017e-13,4.7569072938145697e-57,1.7382409173284182e-13,4.0150277707727829e-40,9.1763116989326107e-34,9.7220299373803216e-42,3.321267047924148e-43,4.0707869714998481e-25,1.7498234001597841e-44,6.8932787870745645e-07,3.3145392034400247e-08,1.5353790355194953e-12,4.642083966270957e-11,1.0630738945623805e-16,8.3400085303757676e-14,1.1158914527441035e-11,1.2601874377887514e-17,6.2364579305419961e-20,5.7945928582810731e-33,2.2031987493641464e-21,7.3942923668672614e-33,4.1206119369605211e-23,4.4779425060554787e-32
1.7619093292362101e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756681849331654,0.1186692555337526,0.02282155061172398,2.7189579979918606e-34,1.4202230890101879e-23,3.1067412634059774e-16,6.5002252894215653e-25,1.299537266435764e-28,3.2476818778422031e-50,1.7916141046533448e-13,5.4469456203150727e-57,1.7915890318455376e-13,4.3161516337419381e-40,9.7674837617953408e-34,1.1465607117218155e-41,3.9007201571318418e-43,4.325687528022221e-25,1.9455910245832921e-44,7.1048286348875167e-07,3.4162660607784088e-08,1.535476219507293e-12,4.7989405067715215e-11,1.0631411873281201e-16,8.3405627986696561e-14,1.1551032724606886e-11,1.2991327472275239e-17,6.8712634517306394e-20,6.581461843528733e-33,2.3567449622448198e-21,8.4779833015784043e-33,4.3444874037292331e-23,5.24560804172029e-32
1.814374197164407e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756679631917991,0.11866923437844776,0.022821550103089769,3.172137483517612e-34,1.5422276090206831e-23,3.2115197393141926e-16,7.3655428347991477e-25,1.3480846404866768e-28,3.9543065814927411e-50,1.8449632929162092e-13,6.2102105385398956e-57,1.8449371139834908e-13,4.6287182718917836e-40,1.0376684082355253e-33,1.3451911318894515e-41,4.5585850613814248e-43,4.5883465114025275e-25,2.1557824090348532e-44,7.3163777077314998e-07,3.5179929024849917e-08,1.5355544090503171e-12,4.9558041694195898e-11,1.0631953277552316e-16,8.3410079573628739e-14,1.1943174294414182e-11,1.3380860329915652e-17,7.5477519245951242e-20,7.4458555942475052e-33,2.5155557465609336e-21,9.6770418493094131e-33,4.5725182977036577e-23,6.1144668313881681e-32
1.8668390650926038e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756677414512093,0.11866921322322041,0.022821549594455641,3.6838608047385634e-34,1.6705281103238192e-23,3.3163072658808926e-16,8.3146635847517283e-25,1.3967983251309594e-28,4.7849772190768169e-50,1.8983124661364288e-13,7.0517887776689778e-57,1.8982851637431389e-13,4.9527664639956193e-40,1.10039115550264e-33,1.5705538227242104e-41,5.3025791979664759e-43,4.8587655078362664e-25,2.380936354704566e-44,7.5279260056093557e-07,3.6197197285598225e-08,1.5356178845233159e-12,5.1126736454776125e-11,1.0632392796646608e-16,8.3413685946054839e-14,1.2335334710295947e-11,1.3770472944192747e-17,8.2672387034827923e-20,8.3926947065436676e-33,2.6796314149273178e-21,1.0999390006018146e-32,4.8045945279576289e-23,7.094052610588129e-32
1.9717688009489974e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756672979723579,0.1186691709129982,0.022821548577187611,4.9052523163511963e-34,1.9464510536746663e-23,3.5259061898516965e-16,1.0485442197700524e-24,1.4947404964492459e-28,6.8876104560464223e-50,2.0050107674346847e-13,8.9911294170038023e-57,2.0049811661302554e-13,5.6354671204953421e-40,1.2312448434924873e-33,2.1121239738619027e-41,7.0822895528882455e-43,5.4228898840711175e-25,2.878296395929053e-44,7.9510202764780472e-07,3.8231733338144114e-08,1.5357130108119655e-12,5.4264262716936876e-11,1.0633051470322376e-16,8.3419070615972852e-14,1.3119699054250779e-11,1.4549937423655622e-17,9.8404653810289779e-20,1.0554142263346034e-32,3.0235784021262705e-21,1.4046952336357857e-32,5.2804574346164134e-23,9.4263218418391846e-32
2.0662055632197515e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756668988440464,0.11866913283406322,0.022821547661646655,6.2633705429982653e-34,2.2173798768958262e-23,3.7145692204366037e-16,1.2779988479033517e-24,1.5834981519568889e-28,9.3913627816211891e-50,2.1010391871271114e-13,1.1059081240956018e-56,2.1010074575510119e-13,6.2895726718511814e-40,1.3551791072786337e-33,2.7190079729120058e-41,9.0662709711593702e-43,5.9571569780137773e-25,3.3825360332415037e-44,8.3318024699042212e-07,4.0062815250834186e-08,1.5357744172533273e-12,5.7088155324370316e-11,1.0633476657867208e-16,8.342252632790301e-14,1.3825663800386809e-11,1.5251728182833659e-17,1.1416606441233217e-19,1.2833845544095395e-32,3.351138847279878e-21,1.7296239746719925e-32,5.7215243362714581e-23,1.201122319804686e-31
2.1606423254905057e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756664997182501,0.11866909475537932,0.022821546746105953,7.906957979288859e-34,2.5103215196973811e-23,3.903252624849184e-16,1.5432341853184385e-24,1.6728596910221227e-28,1.2612933255532217e-49,2.1970675580426299e-13,1.346812716896334e-56,2.1970336440745886e-13,6.9815249959565056e-40,1.4849559899413205e-33,3.45842167310023e-41,1.1472640805876905e-42,6.5165911788006529e-25,3.9437207279539862e-44,8.7125821524843303e-07,4.1893896657062818e-08,1.535821774902356e-12,5.9912133477398773e-11,1.0633804566468026e-16,8.3425175085125054e-14,1.4531654048913683e-11,1.5953777302405695e-17,1.3152490483304322e-19,1.5464057025890175e-32,3.6957606502263419e-21,2.1080148090632414e-32,6.1741170823736476e-23,1.5129223454675799e-31
2.25507908776126e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756661005949679,0.11866905667694649,0.022821545830565504,9.8787910022417883e-34,2.8258302765292851e-23,4.0919549882949864e-16,1.8477856946736492e-24,1.7628512028084594e-28,1.6708488041072785e-49,2.293095880175212e-13,1.6254510040201542e-56,2.29305972570311e-13,7.7115860175856799e-40,1.6205770436930005e-33,4.3510207636271145e-41,1.4365573109520286e-42,7.101201734816886e-25,4.5650638029262754e-44,9.0933593242349533e-07,4.3724977556832742e-08,1.5358604170141236e-12,6.27361808693992e-11,1.0634072126291659e-16,8.3427323250603755e-14,1.523766415975805e-11,1.6656084776862307e-17,1.5055767509246362e-19,1.8478897536228656e-32,4.0574446049119334e-21,2.5454340280200581e-32,6.6376936792117302e-23,1.8857140923133942e-31
2.349515850032014e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756657014742014,0.11866901859876475,0.022821544915025308,1.2225709222020813e-33,3.1644343658279303e-23,4.2806754666110443e-16,2.1953541746006114e-24,1.8534992760483604e-28,2.1858396780667606e-49,2.3891241535213281e-13,1.9456427339878301e-56,2.3890857024383833e-13,8.4800288177816932e-40,1.7620441011957854e-33,5.4195042845087552e-41,1.7815426955518244e-42,7.7109978942706625e-25,5.2498012200259333e-44,9.4741339851726558e-07,4.5556057950146731e-08,1.5358935384009421e-12,6.5560287732099712e-11,1.0634301459033295e-16,8.3429154347066744e-14,1.5943690754277585e-11,1.7358650603848004e-17,1.7134081941759977e-19,2.1914059955054762e-32,4.436191393614996e-21,3.0477221723395802e-32,7.1117382107349152e-23,2.3278442626507136e-31
2.443952612302768e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756653023559502,0.11866898052083405,0.022821543999485366,1.4998798181786098e-33,3.5266372005711708e-23,4.469413547632005e-16,2.5898055921410042e-24,1.9448307902008978e-28,2.8269612988861848e-49,2.4851523780789028e-13,2.3114052685561973e-56,2.485111574282032e-13,9.2871378249526754e-40,1.9093591606328437e-33,6.6887106284383581e-41,2.1899028721570466e-42,8.345988905346954e-25,6.0011925261212049e-44,9.8549061353140123e-07,4.7387137837007538e-08,1.5359230897134062e-12,6.8384448101288663e-11,1.0634506070572323e-16,8.34307804275781e-14,1.6649731769547396e-11,1.806147478394477e-17,1.9395072806953292e-19,2.5806807769820867e-32,4.8320016339482153e-21,3.6209937289175025e-32,7.5957595681114938e-23,2.8483454364081487e-31
2.5383893745735222e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756649032402142,0.11866894244315443,0.022821543083945676,1.8253572513939527e-33,3.91291859063399e-23,4.6581689008586318e-16,3.0351709498943844e-24,2.0368727838529465e-28,3.6178169441773903e-49,2.5811805538466543e-13,2.7269558680878763e-56,2.5811373412355823e-13,1.0133208935717211e-39,2.0625243282630266e-33,8.1857137405505519e-41,2.6699954984696813e-42,9.0061840162856764e-25,6.8225218154899276e-44,1.0235675774675595e-06,4.9218217217417923e-08,1.5359503408085739e-12,7.1208658094299876e-11,1.063469475506643e-16,8.3432274437538128e-14,1.7355785862590837e-11,1.8764557320101174e-17,2.184637382748242e-19,3.019597402840205e-32,5.2448759084685563e-21,4.2716369903995309e-32,8.0892902473908221e-23,3.456956510876221e-31
2.6328261368442764e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756645041269934,0.11866890436572587,0.022821542168406241,2.20501590666892e-33,4.3237358811353272e-23,4.8469413044885134e-16,3.5356461743826021e-24,2.1296523908209911e-28,4.5851783185718233e-49,2.6772086808237789e-13,3.1967140905788214e-56,2.6771630033004959e-13,1.1018549574022669e-39,2.2215417770400724e-33,9.9399193184720135e-41,3.2308815293782515e-42,9.6915924754411891e-25,7.7170987043203899e-44,1.0616442903273976e-06,5.1049296091380645e-08,1.5359761542028927e-12,7.4032915073922066e-11,1.063487348496065e-16,8.3433685923358954e-14,1.8061852121199027e-11,1.9467898215702615e-17,2.4495613489916406e-19,3.5121960030058291e-32,5.674814779049603e-21,5.0063139696481164e-32,8.5918852111539416e-23,4.1641425250521809e-31
2.7272628991150305e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756641050162878,0.11866886628854838,0.022821541252867058,2.6453479461877391e-33,4.7595250265484657e-23,5.035730618972907e-16,4.0955920194495269e-24,2.2231968169405556e-28,5.7592567149478931e-49,2.7732367590098313e-13,3.7253042970795665e-56,2.7731885604781914e-13,1.1943478713185498e-39,2.3864137311408586e-33,1.1983160761875759e-40,3.8823534096572384e-42,1.0402223531302834e-24,8.6882593099907554e-44,1.0997207521125721e-06,5.288037445889847e-08,1.5360010841682786e-12,7.6857217345410625e-11,1.0635046096645265e-16,8.3435046724717935e-14,1.8767929959135731e-11,2.0171497474627412e-17,2.7350415071715988e-19,4.0626733879984026e-32,6.1218187920899637e-21,5.8319601722872576e-32,9.1031208143532407e-23,4.9811138132420332e-31
2.8216996613857847e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756637059080974,0.11866882821162195,0.022821540337328129,3.1533432254601508e-33,5.2207016150642966e-23,5.2245367661825927e-16,4.71953395981415e-24,2.3175333217899292e-28,7.1739850910269571e-49,2.8692647884046373e-13,4.317558239288513e-56,2.8692140127700531e-13,1.2908326892941557e-39,2.5571424516991346e-33,1.4349794974561631e-40,4.6349632159321338e-42,1.1138086432511997e-24,9.7393672299175324e-44,1.1377969628247409e-06,5.4711452319974145e-08,1.5360254548081455e-12,7.9681563917768012e-11,1.0635214835778812e-16,8.3436375459238038e-14,1.9474019033571243e-11,2.0875355102104838e-17,3.0418396666636785e-19,4.6753829310655874e-32,6.5858884826168543e-21,6.7557842945822934e-32,9.6225937798982157e-23,5.9198445288740295e-31
3.0105731859272934e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756629076992622,0.11866875205852227,0.022821538506251026,4.402880590177915e-33,6.2207833628046366e-23,5.6021994076329922e-16,6.1783309190128932e-24,2.5086917471494291e-28,1.088153069615036e-48,3.061320700820509e-13,5.7134376513451213e-56,3.0612646027017184e-13,1.4959160480902812e-39,2.9161793601322701e-33,2.02038614258665e-40,6.4897718389693683e-42,1.2685544766397558e-24,1.2095022674724884e-43,1.2139486310366884e-06,5.83736065228101e-08,1.536073209789419e-12,8.5330387850095081e-11,1.0635545485128174e-16,8.3438976460648677e-14,2.088623016013509e-11,2.2283845482941318e-17,3.722434647007033e-19,6.105694028666328e-32,7.5652270080847833e-21,8.9281656842343289e-32,1.0684734809119734e-22,8.2144057197120548e-31
3.1994467104688016e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375662109500488,0.11866867590642682,0.022821536675174937,6.0201923589809245e-33,7.3269345275670776e-23,5.9799290791272064e-16,7.9515308998634412e-24,2.7033461589490711e-28,1.606514974424232e-48,3.2533764180720685e-13,7.4272582916437092e-56,3.2533147731063042e-13,1.7173926584813202e-39,3.2986709360974258e-33,2.7831083383740973e-40,8.8959855498872646e-42,1.4334041469851748e-24,1.4811560641843035e-43,1.2900992949764976e-06,6.2035758699910573e-08,1.5361202307332258e-12,9.0979384389118464e-11,1.0635871051472039e-16,8.3441535548215154e-14,2.2298484641938371e-11,2.3693369402457241e-17,4.4974304725069881e-19,7.8410825444128477e-32,8.6128345565707119e-21,1.1586583123030098e-31,1.177545341608754e-22,1.1159563670228039e-30
3.38832023501031e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756613113117745,0.11866859975533559,0.02282153484409986,8.0810251542940251e-33,8.5418432865987536e-23,6.3577256984517471e-16,1.0081255659539326e-23,2.9017151077766622e-28,2.3162585979293844e-48,3.4454319401602858e-13,9.5054340143718766e-56,3.4453645239945803e-13,1.9555687241526346e-39,3.7046356838411897e-33,3.7607218680515632e-40,1.1968320927589575e-41,1.6083650538803244e-24,1.7916982139312322e-43,1.3662489546574243e-06,6.5697908851297646e-08,1.5361670762950878e-12,9.6628551826395893e-11,1.063619540340686e-16,8.3444084813580025e-14,2.3710781887507069e-11,2.5103926905291241e-17,5.3729031364871758e-19,9.9219983471217349e-32,9.7287153275134135e-21,1.479851888997708e-31,1.2892159967453814e-22,1.4880420216337914e-30
3.5771937595518182e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756605131331219,0.11866852360524854,0.022821533013025797,1.0670757048809586e-32,9.8679513123010896e-23,6.7355892908663992e-16,1.2612252139850322e-23,3.1040172377556482e-28,3.2700692536758657e-48,3.6374872670866021e-13,1.1997965206248259e-55,3.6374138553772601e-13,2.2107690243529722e-39,4.1340922060036583e-33,4.9957185870653825e-40,1.5836227625081598e-41,1.7934445972317061e-24,2.1439817923997859e-43,1.4423976100927255e-06,6.9360056976993409e-08,1.5362139023962079e-12,1.0227788968485691e-10,1.0636519620505477e-16,8.3446633213350683e-14,2.5123121731265128e-11,2.6515518037117151e-17,6.3549204475653081e-19,1.239138355156658e-31,1.0912873510799386e-20,1.8635806294853994e-31,1.4032511356736667e-22,1.9515818399875227e-30
3.7660672840933265e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375659714964529,0.11866844745616571,0.022821531181952747,1.3885032670415669e-32,1.1307479358465747e-22,7.1135199345998756e-16,1.5591888603704108e-23,3.3104712387280444e-28,4.5308072245780249e-48,3.8295423988526887e-13,1.495855288522108e-55,3.8294627672650251e-13,2.4833369180084845e-39,4.5870591284449719e-33,6.5358412879004148e-40,2.0644870721427891e-41,1.9886501772691369e-24,2.5409162930407753e-43,1.5185452612956578e-06,7.3022203077019911e-08,1.5362606664786676e-12,1.0792739809428668e-10,1.0636843408375512e-16,8.3449178302929236e-14,2.6535504217531394e-11,2.7928142845864219e-17,7.4495420535694021e-19,1.5294669004625733e-31,1.2165313297498015e-20,2.3174621924042624e-31,1.5194385416371084e-22,2.5218863021648312e-30
3.954940808634835e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756589168059969,0.11866837130808705,0.02282152935088071,1.7830397078679603e-32,1.2862450605404396e-22,7.4915176990804232e-16,1.9070150762471493e-23,3.5212957921342391e-28,6.1728407919935163e-48,4.0215973354601803e-13,1.8444718712463719e-55,4.021511259668563e-13,2.7736343483443625e-39,5.0635550707682456e-33,8.4344181185560131e-40,2.6556111410200295e-41,2.1939891945506863e-24,2.9854710683238844e-43,1.5946919082794769e-06,7.66843471513992e-08,1.536307358986493e-12,1.1357707708356622e-10,1.0637166700438311e-16,8.3451719533297828e-14,2.7947929355725721e-11,2.9341801377321209e-17,8.6628194585240921e-19,1.8679769029390729e-31,1.3486038892027636e-20,2.8495478249812707e-31,1.6375857570964087e-22,3.2157410670179411e-30
4.143814333176343e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756581186575252,0.11866829516101256,0.022821527519809686,2.2624863841428698e-32,1.4534708810378871e-22,7.8695826381775742e-16,2.3099638300158427e-23,3.7367095651132562e-28,8.2833368198202542e-48,4.2136520769106435e-13,2.2517920798886184e-55,4.2135593325985699e-13,3.0820418430601856e-39,5.5635986617479471e-33,1.0750662582716082e-39,3.374938624604863e-41,2.4094690499598884e-24,3.4806784214669879e-43,1.6708375510574387e-06,8.0346489200153393e-08,1.5363540286922926e-12,1.1922692650323513e-10,1.0637489834803918e-16,8.3454259706265361e-14,2.9360397093585365e-11,3.0756493678509212e-17,1.0000796031456969e-18,2.259707827462607e-31,1.4875054513486389e-20,3.4683217063947595e-31,1.7575182685520408e-22,4.051447110550914e-30
4.52156138225936e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756565223907609,0.11866814286987598,0.022821523857670674,3.5295078028143398e-32,1.8237688162904506e-22,8.6259142952512617e-16,3.3035730147852785e-23,4.1821794696468268e-28,1.4333581116752752e-47,4.5977609743469164e-13,3.2691951077029161e-55,4.5976542200807566e-13,3.7548020464462127e-39,6.6344033038967883e-33,1.690485421211021e-39,5.2794745947830943e-41,2.870880880330386e-24,4.6355197976296203e-43,1.8231258240488152e-06,8.767076722087474e-08,1.5364473466793402e-12,1.3052713648874689e-10,1.0638135954893023e-16,8.3459339578738353e-14,3.2185460315881138e-11,3.3588979776850903e-17,1.3074979579033984e-18,3.2242275959754414e-31,1.7857972763867702e-20,5.0020311286395352e-31,2.0021184293022483e-22,6.2294843858975804e-30
4.899308431342376e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756549261642366,0.11866799058275591,0.022821520195535714,5.30907066117261e-32,2.2428150479457327e-22,9.3825154085756017e-16,4.587310936515102e-23,4.6486303389226334e-28,2.3688844639780483e-47,4.9818690911743487e-13,4.6055866073847638e-55,4.9817474297971087e-13,4.5050333949655702e-39,7.7996221637462485e-33,2.5601228625316033e-39,7.9601323808818132e-41,3.3729448819775209e-24,6.0310755346773146e-43,1.9754100803758305e-06,9.4995037139360517e-08,1.5365407419981808e-12,1.4182802767645982e-10,1.0638782610519315e-16,8.3464424903367427e-14,3.5010693750405259e-11,3.6425601514872305e-17,1.6720277386491101e-18,4.4682856541774852e-31,2.1114102019580193e-20,6.995097198727266e-31,2.2521446459663178e-22,9.2340598202123127e-30
5.277055480425393e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756533299779495,0.11866783829965223,0.022821516533404806,7.7425792547165041e-32,2.7115846055118152e-22,1.0139386529098475e-15,6.2126327625712592e-23,5.1378115910213091e-28,3.7653813463388353e-47,5.3659764274059864e-13,6.3256142303234435e-55,5.3658389618331297e-13,5.3364490612095636e-39,9.0594044412140639e-33,3.7555558493278649e-39,1.1632571927979715e-40,3.9157202737171196e-24,7.6941821223035184e-43,2.1276903201445271e-06,1.0231929895578737e-07,1.5366341559572706e-12,1.5312960024313138e-10,1.0639429395217068e-16,8.3469512308818227e-14,3.7836097453773937e-11,3.9266359266025938e-17,2.0984744688614092e-18,6.0410826166473015e-31,2.4643476427896597e-20,9.5309091540881385e-31,2.5067008388342006e-22,1.3269612538472394e-29
5.654802529508409e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756517338319003,0.11866768602056482,0.022821512871277944,1.0995261447156871e-31,3.2308926397549108e-22,1.0896528206559721e-15,8.2351425449586056e-23,5.6514726321836323e-28,5.788659767052051e-47,5.7500829830548762e-13,8.5015501729671032e-55,5.7499288162743185e-13,6.2530595157935869e-39,1.0413899298187614e-32,5.360676897923886e-39,1.6549056584196884e-40,4.4992662796001119e-24,9.6529829523652092e-43,2.2799665434609435e-06,1.0964355267033188e-07,1.5367275347461748e-12,1.6443185435059483e-10,1.0640075936384865e-16,8.3474598704202071e-14,4.0661671477454369e-11,4.2111253406568669e-17,2.5916307661675796e-18,7.9957470355813673e-31,2.8446130322144746e-20,1.269971648563026e-30,2.7650508255724446e-22,1.8567952471112507e-29
6.032549578591426e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756501377260867,0.11866753374549362,0.022821509209155138,1.5258040959573466e-31,3.801424208990734e-22,1.1653940972693436e-15,1.071458175982893e-22,6.1913628421315439e-28,8.6458416953494433e-47,6.1341887581339812e-13,1.121382175673719e-54,6.1340169932061811e-13,7.2591725172002924e-39,1.1863255945207368e-32,7.4726879870325317e-39,2.3001358046371365e-40,5.1236421289026666e-24,1.1937031463742445e-42,2.4322387504311156e-06,1.1696779828317067e-07,1.5368208923855139e-12,1.7573478995328814e-10,1.0640722331106255e-16,8.3479684895106921e-14,4.3487415801194395e-11,4.4960284308978153e-17,3.1562763777966769e-18,1.0389322165239391e-30,3.2522098225006873e-20,1.6598607365592184e-30,3.0265885327749032e-22,2.5389093725198548e-29
6.78804367675746e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756469456351629,0.11866722920739926,0.022821501884921672,2.7720769895168955e-31,5.0984165054885783e-22,1.3169581900089644e-15,1.7303811503269289e-22,7.35682823542066e-28,1.7948970817320006e-46,6.9023979666346984e-13,1.8614473317782793e-54,6.9021883148839613e-13,9.5586235353847388e-39,1.5047151675237726e-32,1.3680556183627037e-38,4.1900857477525156e-40,6.4951203009929822e-24,1.7606949277131276e-42,2.7367711157568571e-06,1.3161626520443769e-07,1.537007593918827e-12,1.9834270548162122e-10,1.0642015025372078e-16,8.3489859519361836e-14,4.9139415274654617e-11,5.0670757898243071e-17,4.5190904699411032e-18,1.6740872397289447e-30,4.1494115075838687e-20,2.7009046736853232e-30,3.5572845653880932e-22,4.4786103974517594e-29
7.543537774923494e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756437537051698,0.11866692468536837,0.022821494560704411,4.7241074856498636e-31,6.6061862914798024e-22,1.4686313572536684e-15,2.654057958527731e-22,8.6482026001252886e-28,3.4411310967252368e-46,7.6706040530118678e-13,2.9356568716300557e-54,7.670352927550511e-13,1.2275209483936681e-38,1.8612286234706172e-32,2.3459706116334985e-38,7.1562569066932158e-40,8.0306287286865289e-24,2.4972389547034381e-42,3.0412874169699845e-06,1.462646997210015e-07,1.5371943521649725e-12,2.2095334652649046e-10,1.0643308112337124e-16,8.3500041445360205e-14,5.4792095734132584e-11,5.6397783027165872e-17,6.2248986717825509e-18,2.5629874957334201e-30,5.1559806876206077e-20,4.1674892116715336e-30,4.0957962952636429e-22,7.4128376635891713e-29
9.054525971255562e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756373703279446,0.11866631568949346,0.02282147991231849,1.1869034635094966e-30,1.0264529317261372e-21,1.7723066351658115e-15,5.5524226526607426e-22,1.1664656835506054e-27,1.060280332382741e-45,9.207006859811103e-13,6.5096353251730492e-54,9.2066620285859017e-13,1.9145193949188998e-38,2.6891053191883903e-32,5.951297159880558e-38,1.804074567781932e-39,1.1595632523730859e-23,4.6017610713985861e-42,3.6502718304510964e-06,1.7556147154567274e-07,1.5375678561759054e-12,2.6618280563802218e-10,1.0645894199844264e-16,8.3520416718069797e-14,6.6099499632695921e-11,6.7901499880451179e-17,1.0816410019031122e-17,5.3465385266047747e-30,7.4973349739347784e-20,8.796271460292645e-30,5.1883253406119184e-22,1.7578745901967368e-28
1e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756333763703888,0.1186659346538175,0.022821470746384114,1.9573719548826455e-30,1.2994500248645901e-21,1.9625503678706982e-15,8.2884952652201333e-22,1.3886630423165148e-27,1.9507073929742171e-45,1.0168377278169297e-12,1.0094481411618698e-53,1.0167966517784447e-12,2.4570031137469137e-38,3.2853683855486175e-32,9.8609198499101335e-38,2.9801210315343465e-39,1.4162750519524028e-23,6.4478368678949495e-42,4.0313003332075494e-06,1.9389334028411403e-07,1.5378015427396135e-12,2.9448988190684292e-10,1.0647512211648753e-16,8.353317287150024e-14,7.3176292211758733e-11,7.5133438021999736e-17,1.4597664987142751e-17,7.9697700457760699e-30,9.185068882099279e-20,1.3185092066754811e-29,5.8794055196582735e-22,2.7990013328664828e-28
1.056551416758763e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756309875943413,0.11866570675786207,0.022821465263997368,2.5805000771205903e-30,1.4790374306582187e-21,2.0764233643567093e-15,1.0345107973683913e-21,1.5352680954778774e-27,2.7266888294082168e-45,1.0743397179362363e-12,1.2892212903063592e-53,1.0742944301784182e-12,2.8287495670447837e-38,3.6709125261199583e-32,1.3031945742414746e-37,3.9322325648035332e-39,1.5822446695846241e-23,7.785796746096454e-42,4.2591919976594078e-06,2.048581137684919e-07,1.5379413381273492e-12,3.1142316731822173e-10,1.0648480134606935e-16,8.3540806916988145e-14,7.7409627225870809e-11,7.9471458821560675e-17,1.723061305414254e-17,9.9397496297352482e-30,1.0276502537457116e-19,1.64911604782103e-29,6.295315250033144e-22,3.6162652879988067e-28
