Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),CO2X(24),H2X(49),CHOX(53),H2OX(23),COX(50)
1.467415558506675e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3291332165850514,0.1129124994811022,0.021493875206691576,3.7658557693550331e-11,1.4585978617634017e-09,1.3364839078533533e-05,6.7230667800909214e-07,1.3846573318958647e-15,1.9155381303268968e-20,1.3377572554138983e-08,4.8732752652313556e-30,2.8293845135151993e-08,7.6463460040618933e-23,6.3357367226420807e-19,2.264249967082418e-17,3.9274672534845388e-20,2.4828673656494365e-12,2.2297402414488534e-22,0.0057446842677143506,0.0026534394329953124,3.4541751364441426e-11,2.3927278117775537e-05,2.7804200777343117e-15,4.1957715437352789e-09,1.0822263570953714e-05,1.6312034508928035e-09,1.2700646954439434e-06,9.7407907039583693e-15,1.9744559082962452e-07,9.9208076354214431e-14,9.1479494024285425e-14,5.4521444926025557e-13
1.472960140067932e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32912361330316059,0.11291256488685743,0.021489063069507656,3.8326825541997198e-11,1.4792271699746811e-09,1.3508799832474683e-05,6.8060641812171576e-07,1.4002847704193826e-15,1.9558464210719091e-20,1.3428635254845003e-08,4.9756128089232321e-30,2.8429173393284251e-08,7.7490984785229193e-23,6.4498050949299587e-19,2.3039547235403513e-17,3.9920631456244747e-20,2.5088907221964093e-12,2.2679805354272725e-22,0.0057445277563786656,0.002663042498196308,3.4661589737316079e-11,2.3999084297636812e-05,2.7936006017407294e-15,4.2356325423978927e-09,1.089210112732266e-05,1.6420649185875405e-09,1.2829412593926259e-06,9.8754462242349594e-15,1.9960246447491899e-07,1.0051757597376947e-13,9.2635959826427824e-14,5.5192927190478833e-13
1.478504721629189e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3291140131053592,0.11291263025063461,0.021484252290357587,3.9004304858785979e-11,1.5000498991190572e-09,1.3653478951031194e-05,6.8897298497975722e-07,1.4160315044679553e-15,1.996807818440955e-20,1.3479710815625923e-08,5.0797181964515181e-30,2.856434231281793e-08,7.852850845827254e-23,6.5654299120167941e-19,2.3441627624520789e-17,4.0574547908501058e-20,2.5350549283538056e-12,2.3067337637040621e-22,0.0057443709743595648,0.0026726427016200162,3.4781392552007463e-11,2.4070682117194087e-05,2.8068156430415042e-15,4.2756863741990214e-09,1.09621056526646e-05,1.6529463488379292e-09,1.2958964741628945e-06,1.0011421269426747e-14,2.0177023713615702e-07,1.0183848773163566e-13,9.3802204117295484e-14,5.5869790046299509e-13
1.4840493031904462e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32910441597726542,0.1129126955611266,0.021479442868713554,3.9691085575161376e-11,1.5210669444301227e-09,1.3798874922153018e-05,6.9740660150560593e-07,1.4318980175419497e-15,2.0384297875454398e-20,1.3530799089074502e-08,5.1856154224509214e-30,2.8699350551991391e-08,7.9576090433199966e-23,6.6826254105399981e-19,2.3848777556704206e-17,4.1236485813532794e-20,2.5613599312014274e-12,2.3460049082821621e-22,0.0057442139330753823,0.0026822400439601058,3.4901159813293343e-11,2.4142074204850855e-05,2.8200653286572875e-15,4.3159332122459389e-09,1.1032276674805732e-05,1.6638477547436048e-09,1.3089304776976066e-06,1.0148723250157574e-14,2.0394888417989357e-07,1.0317086341577011e-13,9.4978270180823263e-14,5.6552051114016151e-13
1.4895938847517032e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32909482190496103,0.11291276080746021,0.0214746348040484,4.0387258124152588e-11,1.5422792029666766e-09,1.3944986248921615e-05,7.0590748983504219e-07,1.4478847931321591e-15,2.0807198466276846e-20,1.3581899926994086e-08,5.2933287166818192e-30,2.8834196813714385e-08,8.0633790181887372e-23,6.8014058908821109e-19,2.4261033779654607e-17,4.190650930570946e-20,2.5878056782955005e-12,2.3857989806844318e-22,0.0057440566435104654,0.0026918345259104408,3.5020891526042825e-11,2.4213263158339256e-05,2.8333497861567551e-15,4.3563732311633497e-09,1.1102613723111022e-05,1.6747691499714517e-09,1.3220434072112884e-06,1.02873595836888e-14,2.0613838120291153e-07,1.0451475488696918e-13,9.6164201404038045e-14,5.7239727948526106e-13
1.4951384663129603e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32908523087497454,0.11291282597917979,0.021469828095835621,4.1092913440996976e-11,1.5636875736382445e-09,1.4091811449590997e-05,7.1447587131746449e-07,1.4639923147128096e-15,2.1236855672822331e-20,1.3633013180435941e-08,5.4028825453753403e-30,2.8968879844806413e-08,8.1701667274112723e-23,6.9217857171456004e-19,2.4678433069640096e-17,4.258468273110001e-20,2.6143921176785058e-12,2.4261210220024211e-22,0.0057438991162316131,0.0027014261481651007,3.5140587695213772e-11,2.4284251544637889e-05,2.8466691436423336e-15,4.3970066069975518e-09,1.1173116328480922e-05,1.6857105487102661e-09,1.3352353991935681e-06,1.0427337693836119e-14,2.0833870403337303e-07,1.0587021407718872e-13,9.7360041277311695e-14,5.7932838039124424e-13
1.5006830478742174e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32907564287426627,0.11291289106623131,0.021465022743549344,4.1808142963557876e-11,1.5852929572296114e-09,1.4239349057617748e-05,7.2311196651615732e-07,1.4802210657346084e-15,2.1673345746765512e-20,1.3684138699735853e-08,5.5143016125793849e-30,2.910339843524035e-08,8.2779781377037808e-23,7.0437793171273389e-19,2.5101012230901124e-17,4.32710706467216e-20,2.6411191978880281e-12,2.4669761029448719e-22,0.0057437413614039225,0.0027110149114184111,3.5260248325850332e-11,2.4355041899911824e-05,2.8600235297358819e-15,4.4378335171223926e-09,1.1243784023348108e-05,1.6966719656268832e-09,1.3485065894126003e-06,1.0568665010886377e-14,2.1054982873178422e-07,1.0723729298785078e-13,9.8565833394593528e-14,5.8631398809536267e-13
1.5062276294354745e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32906605789021176,0.1129129560589473,0.021460218746664306,4.2533038632736755e-11,1.6070962564243828e-09,1.4387597621680563e-05,7.3181599520859502e-07,1.49657152961785e-15,2.2116745477710727e-20,1.3735276334550106e-08,5.6276108615055511e-30,2.9237751417391638e-08,8.3868192254694173e-23,7.167401182292748e-19,2.5528808095065876e-17,4.3965737819788475e-20,2.6679868679646819e-12,2.5083693238859696e-22,0.0057435833888060091,0.0027206008163649588,3.5379873423080474e-11,2.4425636729474021e-05,2.8734130735644326e-15,4.4788541401469097e-09,1.1314616341674113e-05,1.7076534158237298e-09,1.3618571129184676e-06,1.0711348971515426e-14,2.1277173159177822e-07,1.0861604368814888e-13,9.9781621453610934e-14,5.933542761795195e-13
1.5117722109967316e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32905647591058873,0.11291302094803204,0.021455416104655851,4.3267692892879751e-11,1.6290983758275967e-09,1.4536555705689668e-05,7.4058817638678515e-07,1.5130441897455668e-15,2.2567132195385665e-20,1.3786425933890722e-08,5.7428354758769619e-30,2.9371937665293224e-08,8.4966959767472625e-23,7.2926658677496075e-19,2.5961857520575778e-17,4.4668749226961213e-20,2.6949950774591208e-12,2.5503058149133419e-22,0.0057434252078446659,0.0027301838636996181,3.5499462992113699e-11,2.4496038507767227e-05,2.8868379047458473e-15,4.5200686558247723e-09,1.1385612818945968e-05,1.7186549147977768e-09,1.3752871040465722e-06,1.0855397018706162e-14,2.1500438914072509e-07,1.1000651831334412e-13,1.010074492560423e-13,6.0044941757065512e-13
1.5173167925579887e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3290468969235617,0.11291308572454747,0.021450614816999929,4.4012198692178656e-11,1.6513002219873964e-09,1.4686221888786519e-05,7.49428728257649e-07,1.5296395294567368e-15,2.3024583771827886e-20,1.3837587346160087e-08,5.8600008812769525e-30,2.9505956093896433e-08,8.6076143871617233e-23,7.4195879922215176e-19,2.6400197392120642e-17,4.5380170053596333e-20,2.7221437764381905e-12,2.5927907358757949e-22,0.0057432668275689686,0.0027397640541175698,3.5619017038238728e-11,2.4566249678365637e-05,2.900298153374639e-15,4.5614772449655565e-09,1.1456772992172812e-05,1.7296764784008953e-09,1.3887966964210142e-06,1.1000816601667184e-14,2.1724777814017416e-07,1.1140876906305944e-13,1.022433607076671e-13,6.0759958454115982e-13
1.5228613741192457e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3290373209176688,0.11291315037989966,0.02144581488317306,4.4766649483066268e-11,1.67370270341579e-09,1.4836594765334222e-05,7.5833786824343785e-07,1.5463580320395394e-15,2.3489178623563991e-20,1.3888760419184852e-08,5.9791327464986247e-30,2.9639805658338098e-08,8.7195804618722551e-23,7.5481822380209879e-19,2.6843864620083454e-17,4.6100065692996205e-20,2.7494329154902236e-12,2.635829276430811e-22,0.0057431082566838333,0.0027493413883143167,3.5738535566821261e-11,2.4636272653995358e-05,2.9137939500076997e-15,4.6030800893477606e-09,1.1528096399882453e-05,1.7407181228015613e-09,1.4023860229579481e-06,1.1147615175752136e-14,2.1950187558613534e-07,1.1282284819957367e-13,1.0348939981848823e-13,6.1480494870931582e-13
1.5284059556805028e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32902774788180866,0.1129132149058258,0.021441016302652331,4.5531139222606299e-11,1.6963067306085121e-09,1.4987672944899043e-05,7.6731581298218597e-07,1.563200180724665e-15,2.3960995713781052e-20,1.3939945000249238e-08,6.1002569848952338e-30,2.9773485353213927e-08,8.8326002155234489e-23,7.6784633510221375e-19,2.7292896139994368e-17,4.6828501745659485e-20,2.7768624457295413e-12,2.6794266560917921e-22,0.0057429495035630747,0.00275891586698571,3.5858018583302002e-11,2.4706109816573041e-05,2.927325425650177e-15,4.6448773716337345e-09,1.1599582582117915e-05,1.7517798644479132e-09,1.4160552158689327e-06,1.1295800202379205e-14,2.217666587092069e-07,1.1424880804611086e-13,1.0474561070283004e-13,6.2206568103977074e-13
1.53395053724176e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32901817780522813,0.11291327929438161,0.021436219074915396,4.6305762372877726e-11,1.7191132160640022e-09,1.5139455052223364e-05,7.7636277832819802e-07,1.580166458678675e-15,2.4440114554490133e-20,1.3991140936127631e-08,6.2233997557313748e-30,2.9906994211858566e-08,8.9466796721954771e-23,7.8104461406330097e-19,2.7747328911993768e-17,4.7565544018531811e-20,2.8044323188001679e-12,2.7235881242750514e-22,0.0057427905762619602,0.0027684874908279621,3.5977466093194451e-11,2.477576351726177e-05,2.9408927117414048e-15,4.6868692752863684e-09,1.1671231080433943e-05,1.7628617200321079e-09,1.4298044066642597e-06,1.144537914895171e-14,2.240421049745542e-07,1.1568670098513722e-13,1.0601203757941625e-13,6.2938195184403833e-13
1.539495118803017e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32900861067750925,0.11291334353792916,0.021431423199440459,4.7090613901353737e-11,1.7421230743015261e-09,1.5291939727190526e-05,7.8547897935257335e-07,1.5972573489974157e-15,2.4926615208681617e-20,1.4042348073116578e-08,6.3485874655349942e-30,3.0040331305632211e-08,9.0618248653548346e-23,7.9441454797674747e-19,2.8207199920304161e-17,4.8311258524257198e-20,2.8321424868788075e-12,2.7683189603465671e-22,0.0057426314825292915,0.0027780562605376623,3.6096878102082861e-11,2.4845236076543497e-05,2.9544959401408402e-15,4.7290559844876869e-09,1.1743041437893482e-05,1.7739637064559826e-09,1.4436337261562704e-06,1.15963594887784e-14,2.2632819208174714e-07,1.1713657945665218e-13,1.0728872477141975e-13,6.3675393078102518e-13
1.545039700364274e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32899904648855871,0.11291340762912543,0.021426628675706258,4.7885789281275188e-11,1.7653372218784501e-09,1.5445125624781843e-05,7.9466463034376103e-07,1.6144733346994838e-15,2.5420578292472148e-20,1.4093566257066128e-08,6.4758467694501579e-30,3.0173495743214194e-08,9.1780418378054285e-23,8.0795763048167101e-19,2.8672546172710573e-17,4.9065711480429776e-20,2.8599929026770916e-12,2.8136244736684918e-22,0.0057424722298190364,0.0027876221768117996,3.6216254615620538e-11,2.4914529784307392e-05,2.9681352431142278e-15,4.7714376840592931e-09,1.1815013199064135e-05,1.7850858407979869e-09,1.4575433044626559e-06,1.1748748700995181e-14,2.2862489796446141e-07,1.1859849595649223e-13,1.0857571670649785e-13,6.4418178685758905e-13
1.5505842819255312e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3289894852285955,0.11291347156091096,0.021421835503192061,4.869138449201888e-11,1.7887565774066932e-09,1.5599011415026223e-05,8.0391994480815167e-07,1.6318148987197465e-15,2.5922084977242921e-20,1.4144795333410523e-08,6.6052045725905806e-30,3.0306486669903511e-08,9.2953366416399319e-23,8.2167536156202508e-19,2.9143404700049385e-17,4.9828969308846074e-20,2.8879835194431408e-12,2.8595100036454136e-22,0.0057423128253015002,0.0027971852403477714,3.6335595639527644e-11,2.4983646899953131e-05,2.9818107533197126e-15,4.8140145593846467e-09,1.1887145910014578e-05,1.7962281402813356e-09,1.471533271009744e-06,1.1902554270486592e-14,2.3093220079004929e-07,1.2007250303463304e-13,1.0987305791679962e-13,6.5166568842912075e-13
1.5561288634867883e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32897992688814015,0.1129135353264992,0.021417043681377677,4.9507496019460187e-11,1.8123820615683745e-09,1.5753595782942627e-05,8.1324513547070112e-07,1.649282523902909e-15,2.643121699176912e-20,1.4196035147198304e-08,6.7366880313938938e-30,3.0439303266926531e-08,9.4137153381914485e-23,8.355692475436598e-19,2.9619812555705312e-17,5.060109863475798e-20,2.9161142909624717e-12,2.905980919770381e-22,0.0057421532758740986,0.0028067454518434024,3.645490117958957e-11,2.5052589652508708e-05,2.9955226037941761e-15,4.8567867963332497e-09,1.195943911831098e-05,1.8073906222434091e-09,1.4856037545357717e-06,1.2057783687808153e-14,2.3325007895898632e-07,1.2155865329350043e-13,1.1118079303895782e-13,6.5920580320015325e-13
1.5616734450480453e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32897037145800501,0.11291359891936603,0.021412253209743385,5.0334220856330582e-11,1.8362145971306691e-09,1.5908877428475906e-05,8.2264041427558559e-07,1.6668766929971421e-15,2.6948056624340397e-20,1.4247285543121763e-08,6.8703245549766484e-30,3.0571944750751916e-08,9.5331839979854536e-23,8.496408010913373e-19,3.0101806815116151e-17,5.1382166286126216e-20,2.9443851715582596e-12,2.9530426216706896e-22,0.0057419935881717066,0.0028163028119969585,3.65741712416552e-11,2.5121360240761875e-05,3.009270927939666e-15,4.8997545811866682e-09,1.2031892373013349e-05,1.8185733041063269e-09,1.4997548830941415e-06,1.2214444449109304e-14,2.3557851110419908e-07,1.2305699938629075e-13,1.1249896681406222e-13,6.6680229822499941e-13
1.5672180266093024e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32896081892928336,0.11291366233324,0.021407464087769994,5.1171656502569907e-11,1.8602551089599003e-09,1.6064855066426061e-05,8.3210599238689e-07,1.6845978886477589e-15,2.7472686724872126e-20,1.4298546365545822e-08,7.0061418064900013e-30,3.0704410372412971e-08,9.6537487006919656e-23,8.6389154120570044e-19,3.0589424575285541e-17,5.2172239292874482e-20,2.9727961160910021e-12,3.0007005391534223e-22,0.0057418337685766121,0.0028258573215071601,3.6693405831635063e-11,2.5189960833404626e-05,3.0230558595098916e-15,4.9429181005664181e-09,1.2104505224671896e-05,1.8297762033486911e-09,1.5139867840566607e-06,1.2372544056056383e-14,2.3791747609027919e-07,1.2456759401529465e-13,1.138276240876087e-13,6.7445533990841165e-13
1.5727626081705595e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32895126929333979,0.11291372556209255,0.02140267631493881,5.2019900965673219e-11,1.8845045240348755e-09,1.6221527426371541e-05,8.4164208018932794e-07,1.702446593390944e-15,2.8005190707007288e-20,1.4349817458536271e-08,7.1441677044760863e-30,3.083669941683744e-08,9.7754155350780106e-23,8.7832299322019381e-19,3.1082702954302947e-17,5.2971384886144267e-20,3.0013470799575998e-12,3.0489601322507658e-22,0.0057416738232281116,0.0028354089810731938,3.6812604955499743e-11,2.5258393569190104e-05,3.0368775325969666e-15,4.9862775413637388e-09,1.2177277225323356e-05,1.8409993374784846e-09,1.5282995841167709e-06,1.2532090015756702e-14,2.4026695301258969e-07,1.2609048993023723e-13,1.1516680980943903e-13,6.8216509400626989e-13
1.5783071897318166e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32894172254180132,0.11291378860012893,0.021397889890731606,5.2879052761032638e-11,1.9089637714595003e-09,1.6378893252586683e-05,8.5124888728899069e-07,1.7204232896475384e-15,2.854565255020889e-20,1.4401098665887443e-08,7.2844304242250576e-30,3.0968811202184872e-08,9.8981905989602986e-23,8.9293668879793714e-19,3.1581679090871129e-17,5.3779670497550298e-20,3.0300380190898797e-12,3.0978268912650828e-22,0.0057415137580317174,0.002844957791394727,3.6931768619278331e-11,2.5326660557101169e-05,3.0507360816182048e-15,5.0298330906711877e-09,1.2250207928487282e-05,1.8522427240070727e-09,1.5426934092927585e-06,1.2693089840682623e-14,2.4262692119626785e-07,1.2762573992662298e-13,1.165165690336571e-13,6.8993172562629362e-13
1.5838517712930737e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3289321786665475,0.11291385144177921,0.02139310481463064,5.3749210912273863e-11,1.9336337824746638e-09,1.6536951303953654e-05,8.6092662251412845e-07,1.7385284597168746e-15,2.9094156801842759e-20,1.4452389831149289e-08,7.4269583991327676e-30,3.1100745079191714e-08,1.002207999915814e-22,9.0773416592854901e-19,3.2086390143840815e-17,5.4597163758436824e-20,3.0588688899525938e-12,3.1473063368137453e-22,0.0057413535786680408,0.0028545037531719194,3.7050896829056727e-11,2.539476387653019e-05,3.0646316413030956e-15,5.0735849357161208e-09,1.2323296889162333e-05,1.8635063804243117e-09,1.5571683849309553e-06,1.2855551048596357e-14,2.4499736019513092e-07,1.291733968440959e-13,1.1787694691853104e-13,6.9775539922877587e-13
1.5893963528543308e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32892263765970237,0.11291391408168978,0.021388321086118652,5.463047495158758e-11,1.9585154904694456e-09,1.6695700353869271e-05,8.7067549391595953e-07,1.7567625857706681e-15,2.9650788579250452e-20,1.4503690797653867e-08,7.5717803220590662e-30,3.1232500430524029e-08,1.0147089851446576e-22,9.2271696892491975e-19,3.259687329175211e-17,5.5423932499134519e-20,3.0878396495409056e-12,3.1974040198737496e-22,0.0057411932906013185,0.0028640468671054325,3.7169989590976274e-11,2.5462705577469336e-05,3.078564346680486e-15,5.1175332637959681e-09,1.2396543663822511e-05,1.8747903241747153e-09,1.5717246357089168e-06,1.3019481162475313e-14,2.4737824979048729e-07,1.3073351356481167e-13,1.1924798872638305e-13,7.0563627862734408e-13
1.5949409344155878e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32891309951362574,0.11291397651471524,0.021383538704678819,5.5522944920055856e-11,1.9836098309916293e-09,1.6855139190146869e-05,8.8049570876950992e-07,1.77512614984696e-15,3.0215633571812485e-20,1.4555001408541276e-08,7.7189251466867326e-30,3.1364076670138123e-08,1.027322628050972e-22,9.378866484199331e-19,3.3113165732382896e-17,5.6260044748218272e-20,3.116950255377408e-12,3.2481255218260814e-22,0.0057410328990876265,0.0028735871338964425,3.7289046911232244e-11,2.5530487680710774e-05,3.0925343330658261e-15,5.1616782622153981e-09,1.2469947810413417e-05,1.8860945726346682e-09,1.5863622856385947e-06,1.3184887710437531e-14,2.4976956998986135e-07,1.3230614301182071e-13,1.2062973982345826e-13,7.1357452698974353e-13
1.600485515976845e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32890356422090489,0.11291403873591035,0.021378757669794798,5.642672136797335e-11,2.0089177417575743e-09,1.7015266614913536e-05,8.9038747357448089e-07,1.7936196338441151e-15,3.0788778043001419e-20,1.460632150678502e-08,7.8684220888809577e-30,3.1495473242649026e-08,1.0400495419894307e-22,9.5324476136313937e-19,3.3635304682303703e-17,5.7105568731765765e-20,3.1462006655086651e-12,3.299476454499864e-22,0.0057408724091827807,0.0028831245542466502,3.7408068796072378e-11,2.5598112178056288e-05,3.1065417360487135e-15,5.2060201182252177e-09,1.2543508888348436e-05,1.8974191430906555e-09,1.6010814580694869e-06,1.3351778225668336e-14,2.5217130102563309e-07,1.3389133814747117e-13,1.2202224567978642e-13,7.215703068386422e-13
1.606030097538102e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32889403177434762,0.11291410074052259,0.021373977980950688,5.7341905355163516e-11,2.0344401626614294e-09,1.7176081444503041e-05,9.0035099405614631e-07,1.8122435195148685e-15,3.1370308832424941e-20,1.4657650935216785e-08,8.0203006280494245e-30,3.1626689622706858e-08,1.0528903411963416e-22,9.6879287101737083e-19,3.4163327376439054e-17,5.7960572872616745e-20,3.1755908385013351e-12,3.3514624602162688e-22,0.0057407118257499397,0.0028926591288582896,3.7527055251795612e-11,2.5665581032535781e-05,3.1205866914804776e-15,5.2505590189631695e-09,1.2617226458504948e-05,1.9087640527184918e-09,1.6158822756917771e-06,1.35201602463465e-14,2.5458342335359964e-07,1.354891519718193e-13,1.2342555186902423e-13,7.2962378005246233e-13
1.611574679099359e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32888450216697313,0.11291416252398459,0.021369199637631023,5.8268598451289801e-11,2.0601780357837324e-09,1.733758250934463e-05,9.1038647516627454e-07,1.8309982884604313e-15,3.1960313357858824e-20,1.4708989536550729e-08,8.1745905085029103e-30,3.1757725314381163e-08,1.0658456407850386e-22,9.8453254695530715e-19,3.4697271067635099e-17,5.8825125789633458e-20,3.2051207334378695e-12,3.4040892118321955e-22,0.0057405511534669093,0.0029021908584341374,3.7646006284750621e-11,2.5732896178633978e-05,3.1346693354620968e-15,5.2952951513964507e-09,1.2691100083220495e-05,1.9201293185635144e-09,1.6307648605394604e-06,1.3690041315571774e-14,2.5700591765146131e-07,1.370996375210628e-13,1.2483970406829019e-13,7.3773510786622817e-13
1.6171192606606162e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32887497539200639,0.11291422408190746,0.021364422639320767,5.9206902736161888e-11,2.0861323053994037e-09,1.7499768653848006e-05,9.2049412108407975e-07,1.8498844221246462e-15,3.2558879617269604e-20,1.4760337153407165e-08,8.3313217408164504e-30,3.1888579850553325e-08,1.0789160567412913e-22,1.0004653650559868e-18,3.5237173026233331e-17,5.9699296296961584e-20,3.2347903099118266e-12,3.4573624127837293e-22,0.005740390396833198,0.0029117197436775229,3.7764921901334683e-11,2.5800059522525015e-05,3.1487898043321268e-15,5.3402287022660326e-09,1.2765129326288935e-05,1.9315149575217146e-09,1.6457293339934523e-06,1.3861428981292375e-14,2.5943876481723778e-07,1.3872284786598685e-13,1.262647480579825e-13,7.4590445087244061e-13
1.6226638422218733e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3288654514428701,0.11291428541007369,0.021359646985505333,6.0156920800036934e-11,2.1123039179851509e-09,1.7662638736284704e-05,9.3067413521720077e-07,1.868902401788199e-15,3.3166096190827035e-20,1.4811693628335751e-08,8.49052460319099e-30,3.2019252792316953e-08,1.0921022059187291e-22,1.0165929075012635e-18,3.5783070539650237e-17,6.0583153403292474e-20,3.2645995280228118e-12,3.5112877971293645e-22,0.0057402295601767595,0.0029212457852923358,3.7883802107992319e-11,2.5867072942314218e-05,3.1629482346550049e-15,5.3853598580327299e-09,1.283931375295657e-05,1.9429209863218031e-09,1.6607758167846828e-06,1.4034330796233034e-14,2.6188194596761711e-07,1.4035883611042738e-13,1.2770072972158992e-13,7.5413196902197154e-13
1.6282084237831303e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32885593031317822,0.1129143465044308,0.021354872675670544,6.1118755743915969e-11,2.1386938222262936e-09,1.782619162866612e-05,9.4092672020270219e-07,1.8880527085628744e-15,3.378205224290612e-20,1.4863058803838146e-08,8.6522296428155436e-30,3.214974372838639e-08,1.1054047060342832e-22,1.0329167627722056e-18,3.6335000911962825e-17,6.1476766311126023e-20,3.2945483483710647e-12,3.5658711295930071e-22,0.0057400686476605251,0.0029307689839830346,3.8002646911214098e-11,2.593393828828681e-05,3.1771447632093817e-15,5.4306888048250198e-09,1.2913652929918269e-05,1.9543474215081608e-09,1.6759044289971781e-06,1.4208754317823502e-14,2.6433544243624381e-07,1.4200765538975234e-13,1.291476950454887e-13,7.6241782162497744e-13
1.6337530053443874e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32884641199672943,0.11291440736108506,0.021350099709302635,6.209251117983537e-11,2.1653029690230465e-09,1.7990426216618421e-05,9.5125207790810637e-07,1.9073358233858793e-15,3.4406837524078965e-20,1.4914432522390129e-08,8.8164676772298074e-30,3.2280052274513193e-08,1.1188241756636412e-22,1.0494385256454436e-18,3.6893001463499709e-17,6.2380204416034656e-20,3.3246367320517204e-12,3.6211182056067467e-22,0.005739907663288666,0.0029402893404546532,3.812145631753558e-11,2.6000657383162796e-05,3.1913795269767859e-15,5.4762157283885564e-09,1.298814642531357e-05,1.9657942794246625e-09,1.691115290071126e-06,1.4384707108127885e-14,2.6679923577194688e-07,1.4366935886936497e-13,1.306056901187306e-13,7.7076216735183785e-13
1.6392975869056445e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32883689648750114,0.11291446797629538,0.021345328085888259,6.3078291231153495e-11,2.1921323114962607e-09,1.8155341399254571e-05,9.6165040943244572e-07,1.9267522270142072e-15,3.5040542373096e-20,1.4965814626463242e-08,8.9832697956872674e-30,3.2410178072910943e-08,1.1323612342367219e-22,1.0661597971894579e-18,3.7457109530437861e-17,6.3293537305928241e-20,3.3548646406487559e-12,3.6770348513534035e-22,0.0057397466109126152,0.0029498068554128084,3.8240230333535972e-11,2.6067232022357893e-05,3.2056526631303699e-15,5.5219408140374145e-09,1.3062793808722754e-05,1.9772615761993494e-09,1.7064085188059282e-06,1.4562196733773551e-14,2.6927330773691401e-07,1.4534399974321737e-13,1.3207476113282119e-13,7.7916516423410836e-13
1.6503867500281587e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32881787386747108,0.11291458846814964,0.02133578886586877,6.5086344231702674e-11,2.2464554070881201e-09,1.8487209211670921e-05,9.8266679449817837e-07,1.9659868227804519e-15,3.6335075082344505e-20,1.5068603361162623e-08,9.3246920084971891e-30,3.2669880124309095e-08,1.1597906001778365e-22,1.1002073020001794e-18,3.8603797632102026e-17,6.51501667495967e-20,3.4157388813330142e-12,3.7909003107835384e-22,0.0057394243168240183,0.0029688333636141507,3.8477672221103245e-11,2.6199954980462752e-05,3.2343146021821169e-15,5.6139862104120446e-09,1.3212548525083981e-05,2.0002575496712548e-09,1.7372425512699595e-06,1.4921816779996531e-14,2.7425221565875192e-07,1.4873230658355819e-13,1.3504631626042121e-13,7.9614774040291625e-13
