Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24)
2.455884151702633e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33236426121934093,0.11393343113481977,0.022589221557837078,9.4900747134040886e-24,4.7117673080766902e-18,1.3939653481771536e-08,4.8032249556686352e-14,7.4049724194051942e-18,1.1692629838909289e-32,2.3753453156081134e-09,2.6807489855410819e-34,2.465341411835886e-09,1.4501027262264183e-25,3.7895189244774816e-27,9.3904627277225449e-26,4.6501190513527134e-28,3.789895615947411e-19,6.8070121562032459e-26,0.0047360061780033621,0.00046469226990701021,7.3033481811671029e-12,2.0770238155616365e-06,5.058159389079366e-16,1.7929512563957924e-11,5.2631617520506812e-07,1.3899792730082504e-13,3.4031832372799534e-13,1.6704475286923339e-10,1.4324901546780261e-26
2.4648417656903185e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33235610141761313,0.11392694996408256,0.022588388306673628,9.6492128737153477e-24,4.8002481850671017e-18,1.4148535507779108e-08,4.8641244471106191e-14,7.4845709896461433e-18,1.1945753951866952e-32,2.3836780724452576e-09,2.736413416874761e-34,2.4751953896168423e-09,1.4694397609966416e-25,3.8611966046172413e-27,9.5599321182391713e-26,4.7253748120264751e-28,3.8481599059497202e-19,6.924169010439207e-26,0.0047424842006109904,0.0004663587722287215,7.3238827154369488e-12,2.0891581878143268e-06,5.0724023430090347e-16,1.813869055120885e-11,5.2945573840946486e-07,1.4030914657071893e-13,3.4358456741061036e-13,1.6967352936616782e-10,1.4514726923583883e-26
2.4737993796780038e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33234798219302525,0.11392050925745632,0.02258755512705625,9.8104545519666204e-24,4.8900831704054207e-18,1.4359839313129791e-08,4.9255793509258564e-14,7.5647279460599929e-18,1.2203433775460836e-32,2.3920090488482805e-09,2.793016177921413e-34,2.4850614660479492e-09,1.4889582397754163e-25,3.9340330256652913e-27,9.7318500924889797e-26,4.801578725719097e-28,3.9071457378012179e-19,7.0428850877013736e-26,0.0047489217503712874,0.00046802513145825808,7.3444155894172405e-12,2.1013225892896842e-06,5.0866445410418765e-16,1.8349650258010204e-11,5.3260403796795762e-07,1.4162814533880185e-13,3.4687103717193762e-13,1.7233440325518987e-10,1.4705710555304065e-26
2.4827569936656892e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33233990329331908,0.11391410876305898,0.022586722018775492,9.9738202161890482e-24,4.9812882902954408e-18,1.4573584733986043e-08,4.9875927711190373e-14,7.6454451204560532e-18,1.2465735085526118e-32,2.4003382500598563e-09,2.8505693999049538e-34,2.4949396915825025e-09,1.5086591300802769e-25,4.0080439635853223e-27,9.9062435240645862e-26,4.8787393821856934e-28,3.9668599973013708e-19,7.1631749891098311e-26,0.0047553190791669812,0.00046969134801451358,7.3649473754588604e-12,2.1135169771187534e-06,5.1008863011325392e-16,1.856239919796566e-11,5.3576107322595562e-07,1.4295498897361293e-13,3.501778830267246e-13,1.7502765295078337e-10,1.4899537049428088e-26
2.4917146076533746e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33233186446780738,0.11390774823057695,0.022585888981623222,1.013933047427382e-23,5.0738797067584746e-18,1.4789791697917452e-08,5.0501678179889702e-14,7.726724343747193e-18,1.2732724383338872e-32,2.4086656813083391e-09,2.9090853226583725e-34,2.5048301164958706e-09,1.5285434004225409e-25,4.0832453729296093e-27,1.0083139494340143e-25,4.9568654189311137e-28,4.0273096169418865e-19,7.285053393475418e-26,0.004761676437312231,0.00047135742231376961,7.3854778050775594e-12,2.1257413082679582e-06,5.1151274980750788e-16,1.8776948050054245e-11,5.389268435320376e-07,1.4428966349791343e-13,3.5350510313102011e-13,1.7775355825503589e-10,1.5095117673585964e-26
2.50067222164106e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33232386546736492,0.11390142741125553,0.022585056015392582,1.0307005996226639e-23,5.1678736967038533e-18,1.5008480223890636e-08,5.11330760805467e-14,7.8085674459540161e-18,1.3004468901348743e-32,2.4169913478078684e-09,2.9685762951539796e-34,2.5147327908855257e-09,1.5486120203028324e-25,4.1596533819786637e-27,1.0262565293496799e-25,5.0359655213076912e-28,4.0885015760544428e-19,7.4085350573793231e-26,0.0047679940735624081,0.00047302335476971229,7.4060064737839906e-12,2.1379955395402102e-06,5.1293679014382078e-16,1.8993307128206306e-11,5.421013482405548e-07,1.4563216051867539e-13,3.5685270545784949e-13,1.8051240035808191e-10,1.5291486745676382e-26
2.5096298356287453e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3323159060444178,0.11389514605788903,0.022584223119878042,1.0476867633619691e-23,5.2632866860234872e-18,1.5229670422256885e-08,5.1770152641312564e-14,7.890976256209089e-18,1.3281036608942299e-32,2.425315254758465e-09,3.0290547760340116e-34,2.5246477646710748e-09,1.5688659602066931e-25,4.2372843034546691e-27,1.0444548421551869e-25,5.1160484226128176e-28,4.1504429010308863e-19,7.5336348152522915e-26,0.0047742722351238089,0.00047468914579344799,7.4265341368668015e-12,2.1502796275738308e-06,5.1436079235362607e-16,1.921148326190793e-11,5.4528458671322682e-07,1.4698256353575696e-13,3.6022087499528875e-13,1.8330446183851186e-10,1.5490972436012409e-26
2.5185874496164307e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33230798595293454,0.11388890392481123,0.022583390294875307,1.0648936404389303e-23,5.360135244939971e-18,1.5453382494737411e-08,5.2412939153067675e-14,7.9739526027611108e-18,1.3562496218237053e-32,2.4336374073461318e-09,3.0905333341415822e-34,2.5345750875942891e-09,1.5893061916002556e-25,4.316154635556253e-27,1.0629116589393447e-25,5.1971229041864006e-28,4.2131406654921869e-19,7.6603675794535101e-26,0.0047805111676633202,0.00047635479579352072,7.4470605850403032e-12,2.1625935288415028e-06,5.1578474801290524e-16,1.9431487202557048e-11,5.4847655831416241e-07,1.4834085863000642e-13,3.6360961057216191e-13,1.8613002666374809e-10,1.5692512764155712e-26
2.527545063604116e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33230010494841594,0.11388270076788558,0.022582557540181392,1.0823233349001582e-23,5.4584360483261024e-18,1.5679636734406327e-08,5.3061466968187913e-14,8.0574983129790495e-18,1.3848917189906264e-32,2.4419578107429547e-09,3.1530246490519723e-34,2.5445148092191333e-09,1.6099336869259994e-25,4.3962810518001001e-27,1.0816297719813985e-25,5.2791977955080511e-28,4.2766019904114721e-19,7.7887483403491164e-26,0.0047867111153180155,0.00047802030517592761,7.4675851308720668e-12,2.1749371996519651e-06,5.1720861851170339e-16,1.9653330178030007e-11,5.5167726241260695e-07,1.4970701447864363e-13,3.670188763206982e-13,1.8898938019038644e-10,1.5894321092395765e-26
2.5365026775918014e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33229226278788621,0.11387653634449597,0.022581724855594561,1.099977970119951e-23,5.5582059251462324e-18,1.5908453525671405e-08,5.3715767501683112e-14,8.1416152133563253e-18,1.41403697390346e-32,2.4502764701071965e-09,3.2165415116042893e-34,2.554466978931788e-09,1.6307494195985746e-25,4.4776804156080399e-27,1.1006119948547613e-25,5.3622819742941887e-28,4.3408340443527424e-19,7.9187921663904174e-26,0.0047928723207046851,0.00047968567434413515,7.4881087321401529e-12,2.1873105961490152e-06,5.186324551710395e-16,1.9877018170376098e-11,5.5488669838618614e-07,1.5108113655620368e-13,3.7044889947362634e-13,1.9188280916450405e-10,1.6099501192049397e-26
2.5454602915794868e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33228445922988248,0.113870410413537,0.022580892240914332,1.1178596906887426e-23,5.6594618630949478e-18,1.6139853344252405e-08,5.4375872231224815e-14,8.2263051295149521e-18,1.4436924841004895e-32,2.4585933905833971e-09,3.2810968244334478e-34,2.5644316459406791e-09,1.6517543640007019e-25,4.5603697845283142e-27,1.1198611625315436e-25,5.4463843665948962e-28,4.4058440436509973e-19,8.0505142041917268e-26,0.0047989950249293272,0.00048135090369909572,7.5086313276766103e-12,2.1997136743097e-06,5.2005625874551838e-16,2.0102561778586313e-11,5.5810486561412617e-07,1.5246321705317471e-13,3.7389969125038558e-13,1.9481060172193346e-10,1.6307242415779698e-26
2.5535221441684034e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33227746883448239,0.11386492978863855,0.022580142947307588,1.1341491715390546e-23,5.7518769153095032e-18,1.6350338666076719e-08,5.4974955140964517e-14,8.3030174907284018e-18,1.4708246393958872e-32,2.4660771365036816e-09,3.3400952355037742e-34,2.5734105719645043e-09,1.6708213960956153e-25,4.6359074142227243e-27,1.1374160116782821e-25,5.522954508626649e-28,4.4650241891789388e-19,8.170511490992391e-26,0.0048044727383020633,0.00048284949090760763,7.5270999272292381e-12,2.2109017859595201e-06,5.213376044230185e-16,2.0307147733119346e-11,5.6100868083216471e-07,1.5371384532672268e-13,3.7702308771651044e-13,1.9747523515172718e-10,1.6494090786734212e-26
2.56158399675732e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33227050933884833,0.11385947997487275,0.022579393710019435,1.1506259008399128e-23,5.8455220678673086e-18,1.656294795468572e-08,5.5578788029371019e-14,8.3801968024353848e-18,1.4983811949688905e-32,2.4735594818119235e-09,3.3999548980224008e-34,2.5823996961357224e-09,1.6900431914028516e-25,4.7125166029033842e-27,1.155191496914396e-25,5.6003632483124153e-28,4.5248456827387887e-19,8.2918916136021759e-26,0.0048099196334705756,0.00048434796547892201,7.5455675243251146e-12,2.222113871640486e-06,5.2261891055113333e-16,2.0513251069092126e-11,5.6391956742375338e-07,1.5497094904361396e-13,3.8016340045719507e-13,2.0016814960919996e-10,1.66830111904784e-26
2.5696458493462368e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33226358057006128,0.1138540607995754,0.022578644528906292,1.1672914677988841e-23,5.9404099857780352e-18,1.6777696326492389e-08,5.6187393971898137e-14,8.4578443937202604e-18,1.5263674852524606e-32,2.4810404302303632e-09,3.4606854524034843e-34,2.5913990539580498e-09,1.7094204622428459e-25,4.7902101798544633e-27,1.1731897298093885e-25,5.6786171935473837e-28,4.5853138849196731e-19,8.414665776606269e-26,0.0048153358830995844,0.00048584632770017186,7.5640349386151809e-12,2.2333498989152401e-06,5.2390022689641615e-16,2.0720877318202855e-11,5.6683752494768585e-07,1.5623458291108575e-13,3.8332075467851033e-13,2.0288955803367054e-10,1.6875642320485573e-26
2.5777077019351534e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33225668235617184,0.11384867209105015,0.022577895403825411,1.1841474627119577e-23,6.0365534030002921e-18,1.6994598957751623e-08,5.680079608383311e-14,8.5359615931059117e-18,1.5547888960490985e-32,2.4885199854724709e-09,3.5222966137388634e-34,2.600408680818633e-09,1.7289539215613815e-25,4.8690010953605987e-27,1.1914128362334596e-25,5.7577229841782052e-28,4.6464341880414811e-19,8.5388452360648232e-26,0.0048207216588858626,0.00048734457785688101,7.5825005080144757e-12,2.2446098352388115e-06,5.2518146176755342e-16,2.0930038355065819e-11,5.6976255296235768e-07,1.5750462855811592e-13,3.8649494082020304e-13,2.0563967427675435e-10,1.7067237294465718e-26
2.58576955452407e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33224981452619445,0.11384331367856315,0.022577146334634819,1.2011954864138943e-23,6.1339651508071371e-18,1.7213671084541375e-08,5.7419017520869991e-14,8.6145497285561289e-18,1.5836508648868003e-32,2.4959981512430046e-09,3.5847981721131305e-34,2.6094286119880558e-09,1.7486442829273583e-25,4.9489024283592063e-27,1.2098629564198812e-25,5.8376872920604798e-28,4.7082120162933263e-19,8.6644412995580605e-26,0.0048260771315636617,0.00048884271623297112,7.6009649430047335e-12,2.2558936479586971e-06,5.2646264816660886e-16,2.1140737254046227e-11,5.7269465103525479e-07,1.5878119203114553e-13,3.8968617937757924e-13,2.084187131024338e-10,1.7260991960788534e-26
2.593025221854095e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33224365931691313,0.11383851687009741,0.022576472220032805,1.2167042261323512e-23,6.222730835899866e-18,1.7412703558140413e-08,5.7979556508044662e-14,8.6856827979100021e-18,1.6100078500480804e-32,2.5027273154932989e-09,3.6418190163041352e-34,2.617555389281813e-09,1.7665003496724038e-25,5.0217739514181529e-27,1.2266639418808702e-25,5.9103947415315492e-28,4.7643787545680422e-19,8.7786983404189681e-26,0.0048308712881564185,0.00049019094543240136,7.6175825379559633e-12,2.2660694666473955e-06,5.2761571215647116e-16,2.133168664109959e-11,5.7533958384280809e-07,1.5993569577352345e-13,3.9257293725462401e-13,2.1094475509135076e-10,1.7437871038346695e-26
2.60028088918412e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33223752845757826,0.11383374434078342,0.022575798150485216,1.2323709945242165e-23,6.3125438248746241e-18,1.7613516904113154e-08,5.8544034874538623e-14,8.7571993679789346e-18,1.6367301713707437e-32,2.5094553599540743e-09,3.6995763163283674e-34,2.6256905670885729e-09,1.7844846066347255e-25,5.0955653305818997e-27,1.2436521343550715e-25,5.9838079291420167e-28,4.8210865070172813e-19,8.894120347351285e-26,0.0048356411598711926,0.00049153908452296018,7.6341988786638851e-12,2.2762645747178945e-06,5.2876872846508853e-16,2.1523895890082441e-11,5.7799024273104828e-07,1.610954180281485e-13,3.9547342225085841e-13,2.1349455691834028e-10,1.7613863276111153e-26
2.6075365565141452e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33223142182552312,0.11382899596813455,0.0225751241258902,1.248196979759306e-23,6.4034136711404557e-18,1.7816122353766018e-08,5.9112469584471138e-14,8.8291004056965607e-18,1.6638219017112664e-32,2.5161822873082194e-09,3.758077366222356e-34,2.6338341708784583e-09,1.8025975752920691e-25,5.1702863726415791e-27,1.2608291241630733e-25,6.0579317854020468e-28,4.8783392944904633e-19,9.0107156708001316e-26,0.0048403868691948978,0.00049288713370833608,7.6508145385064894e-12,2.2864789481424086e-06,5.2992171359811728e-16,2.1717364339660794e-11,5.806466273936999e-07,1.622604999212173e-13,3.9838791445515274e-13,2.1606827704205755e-10,1.779331737769855e-26
2.6147922238441702e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33222533929870085,0.11382427163028234,0.022574450146146435,1.264183377005734e-23,6.4953499928974114e-18,1.8020531177599869e-08,5.9684877628344703e-14,8.9013868776356801e-18,1.6912871487617815e-32,2.5229081002330422e-09,3.8173295100121278e-34,2.6419862260451414e-09,1.820839777525679e-25,5.2459469713404792e-27,1.2781965112052127e-25,6.1327712619631488e-28,4.9361411590017356e-19,9.12849269512445e-26,0.0048451085379963088,0.00049423509319119032,7.6674296494682056e-12,2.2967125628143193e-06,5.3107468773321086e-16,2.1912099962832041e-11,5.8330873751860442e-07,1.6343089000047955e-13,4.013163329376453e-13,2.1866607451981669e-10,1.7974403244932435e-26
2.6213024876256863e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33221990207200608,0.11382005300059807,0.022573845445114475,1.2786649512751494e-23,6.5787570358583667e-18,1.8205484555545824e-08,6.02018759129647e-14,8.9665759396367817e-18,1.716252115029799e-32,2.5289419972794455e-09,3.8711398359285817e-34,2.6493080026010446e-09,1.8373183156689006e-25,5.314642585102328e-27,1.293943061989017e-25,6.2005353878884623e-28,4.9884755091132215e-19,9.2351827725243348e-26,0.0048493247679587143,0.00049544449525090804,7.682336780812277e-12,2.3059111953881354e-06,5.3210917535396015e-16,2.208791516597926e-11,5.857022316099083e-07,1.6448549865950703e-13,4.0395565261449692e-13,2.2101761523463423e-10,1.813590527849699e-26
2.6278127514072024e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33221448406703513,0.11381585353620106,0.02257324078003798,1.2932775017828059e-23,6.6630374862838128e-18,1.8391907106815596e-08,6.0722099083732246e-14,9.0320767850708885e-18,1.7415241460770109e-32,2.5349750011913538e-09,3.9255661854814954e-34,2.6566366218645196e-09,1.8539016960347361e-25,5.384109922097203e-27,1.3098453639477144e-25,6.2688832599900676e-28,5.0412581343485313e-19,9.3428371026024997e-26,0.0048535218280246848,0.00049665382539966388,7.6972430554277311e-12,2.3151252818553078e-06,5.3314361899165833e-16,2.226475628571993e-11,5.8810033472678876e-07,1.6554443280981497e-13,4.0660630068849418e-13,2.2338878456872784e-10,1.8299735815327091e-26
2.6343230151887186e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33220908519688475,0.11381167315031492,0.022572636150844812,1.30802190099051e-23,6.7481984082550037e-18,1.8579807053470443e-08,6.1245559467719053e-14,9.0978901114313208e-18,1.7671062816696048e-32,2.541007113891445e-09,3.9806139673271006e-34,2.6639721020222081e-09,1.8705902964427941e-25,5.4543563083409891e-27,1.3259045926526252e-25,6.3378184988179105e-28,5.094491998288994e-19,9.4514618118468562e-26,0.0048576998049708227,0.00049786308378176329,7.7121494906996353e-12,2.3243548046523108e-06,5.3417809102874304e-16,2.2442628142681266e-11,5.9050304664763275e-07,1.6660768912931242e-13,4.0926828662890142e-13,2.257796986520256e-10,1.8466026579142778e-26
2.640182252592083e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33220424250251274,0.11380792704374025,0.022572092015191818,1.3214053166997615e-23,6.8256019165552656e-18,1.8750186994488372e-08,6.1719451832690641e-14,9.1573898526402426e-18,1.7903978740780862e-32,2.5464352549216637e-09,4.0306927923313777e-34,2.6705799152200154e-09,1.8857003124224643e-25,5.5182502457105273e-27,1.3404930475421478e-25,6.4003654158066004e-28,5.1427907455049016e-19,9.5500588056612721e-26,0.0048614437395590156,0.00049895135508390301,7.7255643013501435e-12,2.3326745586817391e-06,5.3510907722692012e-16,2.2603600106765958e-11,5.92669427721676e-07,1.6756824006587345e-13,4.1167363052761033e-13,2.279484993815858e-10,1.8614790161437982e-26
2.6460414899954477e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33219941517447366,0.11380419625808139,0.022571547908494,1.3348968833648521e-23,6.9037295745918499e-18,1.892177633579301e-08,6.2195985349404317e-14,9.2171437763309705e-18,1.8139453807289152e-32,2.5518626770214705e-09,4.0812833743936299e-34,2.6771933136214538e-09,1.9008961386740849e-25,5.582786616920932e-27,1.3552104362949668e-25,6.4633937024670297e-28,5.1914595878135718e-19,9.6494512841886146e-26,0.0048651723494984624,0.00050003956847568924,7.7389786103958935e-12,2.341006789013113e-06,5.3604004414924627e-16,2.2765412535888456e-11,5.9483954159260678e-07,1.6853229535945076e-13,4.1408817729920169e-13,2.3013347294272627e-10,1.8765079077061646e-26
2.6519007273988123e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33219460315022986,0.11380048073089154,0.022571003830699418,1.3484972449908995e-23,6.9825866163954541e-18,1.9094581123947931e-08,6.2675169039384363e-14,9.2771523904989353e-18,1.8377510658722893e-32,2.5572893815851759e-09,4.1323897249043974e-34,2.6838123103816564e-09,1.9161780511642142e-25,5.6479708822503954e-27,1.3700576290355112e-25,6.5269060268559494e-28,5.2405007145357617e-19,9.7496437594708017e-26,0.0048688856972361133,0.0005011277240609686,7.7523924195297315e-12,2.349351482747952e-06,5.369709955641267e-16,2.2928069005348235e-11,5.9701338810208614e-07,1.6949984004333006e-13,4.1651190660216387e-13,2.3233470480015529e-10,1.891626351246917e-26
2.6577599648021768e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3321898063674984,0.11379678039997854,0.022570459781756379,1.3622070475466573e-23,7.0621783003167913e-18,1.92686074221397e-08,6.3157011935146067e-14,9.3374162029898661e-18,1.8618172091563954e-32,2.5627153700048029e-09,4.1840158770139668e-34,2.6904369186232509e-09,1.9315463260278878e-25,5.7138085402067591e-27,1.3850355000623786e-25,6.5909050661090789e-28,5.2899163241492897e-19,9.8506407580416337e-26,0.0048725838449643101,0.00050221582194316487,7.7658057048346493e-12,2.3577086269581091e-06,5.3790192995893671e-16,2.309157221305588e-11,5.9919096709342018e-07,1.7047087883033324e-13,4.189448347877873e-13,2.3455228067306136e-10,1.9068344004064063e-26
2.6636192022055414e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33218502476425055,0.11379309520340374,0.022569915761613369,1.3760269403975308e-23,7.1425099136973875e-18,1.9443861310171412e-08,6.3641523080290848e-14,9.3979357215002911e-18,1.8861461057031935e-32,2.5681406436700942e-09,4.2361658856966621e-34,2.6970671514363685e-09,1.9470012395682387e-25,5.7803051288096955e-27,1.4001449278613465e-25,6.6553935064525826e-28,5.3397086243148314e-19,9.9524468209356544e-26,0.0048762668546218236,0.00050330386222528041,7.7792184798426739e-12,2.3660782086847163e-06,5.388328483762236e-16,2.3255924847346612e-11,6.0137227841066137e-07,1.7144541656848153e-13,4.2138697864015541e-13,2.3678628653508862e-10,1.9221328230491709e-26
2.669478439608906e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33218025827871051,0.11378942507948105,0.022569371770219109,1.3899575756349987e-23,7.2235867710021757e-18,1.9620348884455963e-08,6.412871152944498e-14,9.4587114535779887e-18,1.9107400661845686e-32,2.5735652039685255e-09,4.2888438278151739e-34,2.7037030218786354e-09,1.9625430682561272e-25,5.8474662251364531e-27,1.4153867951183543e-25,6.7203740432143659e-28,5.3898798318942405e-19,1.005506650369696e-25,0.0048799347878948898,0.00050439184500989764,7.7926307443433655e-12,2.3744602149383043e-06,5.3976375095119027e-16,2.3421129609477562e-11,6.0355732189863029e-07,1.7242345793226303e-13,4.2383835454781038e-13,2.3903680861430765e-10,1.9375216089476012e-26
2.6753376770122705e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3321755068493546,0.11378576996677592,0.022568827807522496,1.403999607609224e-23,7.3054142126103389e-18,1.9798076258009125e-08,6.4618586348211454e-14,9.5197439066224734e-18,1.9356014168987533e-32,2.5789890522853111e-09,4.3420538021849068e-34,2.7103445429751841e-09,1.9781720887297777e-25,5.9152974450345809e-27,1.4307619887324634e-25,6.785849380835196e-28,5.4404321729694584e-19,1.0158504376387975e-25,0.0048835877062182419,0.0005054797703991816,7.8060425005015784e-12,2.3828546326987639e-06,5.4069463795305324e-16,2.358718919669876e-11,6.0574609740291093e-07,1.7340500770014342e-13,4.2629897914374045e-13,2.4130393339318474e-10,1.9530012858278846e-26
2.6870561518189993e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33216604891435331,0.11377850453053134,0.022567739968018963,1.4324204919187907e-23,7.4713423438436339e-18,2.0157274937955278e-08,6.5606431411874947e-14,9.6425810044713975e-18,1.9861356728107245e-32,2.5898346185035801e-09,4.4500863530896431e-34,2.7236445890691508e-09,2.0096928124219082e-25,6.0529929159440494e-27,1.4619159237718609e-25,6.9182953220485853e-28,5.5426892061622927e-19,1.0367853044453136e-25,0.0048908487425033615,0.00050765544939832951,7.8328644975986846e-12,2.399680650506585e-06,5.425563664479007e-16,2.3921883656260707e-11,6.1013484384649123e-07,1.753786513208756e-13,4.3124804055025722e-13,2.4588833825154095e-10,1.9842345621100573e-26
2.698774626625728e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.332156650472056,0.11377129840818449,0.022566652242698271,1.4612948763091222e-23,7.6403375581916947e-18,2.0521506585918373e-08,6.6605131015224655e-14,9.7664510712959055e-18,2.0377677992700506e-32,2.6006773533618483e-09,4.5602967704356808e-34,2.7369673932693446e-09,2.0415656270840301e-25,6.1934372559693439e-27,1.4936139129287429e-25,7.05275314830139e-28,5.6464977177347112e-19,1.0580529676330364e-25,0.0048980504499638641,0.00050983090003174983,7.8596844895276314e-12,2.4165561573341147e-06,5.444180361874197e-16,2.4260029865955088e-11,6.145385165210112e-07,1.773663851253898e-13,4.3623429525340587e-13,2.5054019805643509e-10,2.0158354121054312e-26
2.710493101432457e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33214731103923834,0.11376415111720861,0.02256556463115918,1.490628084806527e-23,7.8124435372252164e-18,2.0890820702979586e-08,6.7614758077145564e-14,9.8913581610028824e-18,2.0905169770587095e-32,2.6115172678615745e-09,4.6727186416144338e-34,2.7503130586068907e-09,2.0737927518106677e-25,6.3366768195604351e-27,1.5258632043963331e-25,7.1892448243241795e-28,5.7518758503694201e-19,1.0796571356072122e-25,0.0049051933111276362,0.00051200612310189279,7.8865024936899498e-12,2.4334810479164651e-06,5.4627964943677909e-16,2.4601649501579963e-11,6.1895711421784755e-07,1.7936824664382932e-13,4.412578756393348e-13,2.5526021382203094e-10,2.0478066415496291e-26
2.7339300510459145e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33212880728877953,0.11375003111886434,0.022563389747837205,1.5506924664737266e-23,8.166164657135951e-18,2.1644895673021535e-08,6.9667087123380732e-14,1.0144299613072195e-17,2.199444499496964e-32,2.6331886796157461e-09,4.9043328842599592e-34,2.7770733822188235e-09,2.1393188210469636e-25,6.6317302658410335e-27,1.592045030776128e-25,7.4684183193493974e-28,5.9674142976328439e-19,1.1238899361290844e-25,0.0049193044050752375,0.0005163558897295907,7.940132608814714e-12,2.4674785568306596e-06,5.5000271560753015e-16,2.5295395932469806e-11,6.2783907990169138e-07,1.8341450207626829e-13,4.5141754289388564e-13,2.6490753762194954e-10,2.1128715005633442e-26
2.757367000659372e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33211053387527656,0.11373614075324205,0.02256121531490796,1.6126570610681383e-23,8.5328638701076665e-18,2.2419901150204842e-08,7.1764005382393742e-14,1.0401437745666304e-17,2.313076880446836e-32,2.6548489410802098e-09,5.1452049659790719e-34,2.8039263737551791e-09,2.2062888255845157e-25,6.9385371651826192e-27,1.6605207693063246e-25,7.7559944689476493e-28,6.1894526909454056e-19,1.1695138400135243e-25,0.0049331858066117857,0.0005207047555715581,7.9937549798726592e-12,2.5016723253055269e-06,5.5372558311023167e-16,2.6003297063717433e-11,6.3678073145732227e-07,1.8751771438730275e-13,4.6172810096975517e-13,2.7483599906122685e-10,2.1794517734908837e-26
2.7808039502728297e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33209248707244216,0.11372247629938863,0.022559041329277288,1.6765659439595355e-23,8.912906334301966e-18,2.3216242661931484e-08,7.390610245295933e-14,1.0662804907259679e-17,2.4315770004685481e-32,2.6764981390215355e-09,5.3956165898862484e-34,2.830872838747151e-09,2.2747206126940465e-25,7.257492108923978e-27,1.7313509052574044e-25,8.0521543020405699e-28,6.4181415961916262e-19,1.2165593555975375e-25,0.0049468412366993767,0.00052505272681615059,8.0473697395367349e-12,2.5360614935325187e-06,5.574482699538138e-16,2.6725527562207062e-11,6.4578205962057833e-07,1.9167817754530937e-13,4.721906081804707e-13,2.8505135252296563e-10,2.2475702547252616e-26
2.8042408998862873e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33207466321440565,0.11370903409665981,0.022556867787901037,1.7424638370905139e-23,9.3066642419006735e-18,2.4034329951022478e-08,7.6093970684725951e-14,1.0928433410289058e-17,2.5551120624369367e-32,2.6981363596685482e-09,5.6558553435762203e-34,2.8579135744065868e-09,2.3446320711584958e-25,7.5890005944395565e-27,1.8045970563813485e-25,8.3570812259273839e-28,6.6536340226919567e-19,1.2650573664273605e-25,0.004960274355991127,0.00052939980955162285,8.1009770164986973e-12,2.5706451938354052e-06,5.6117079402394187e-16,2.7462262632953469e-11,6.5484305529818733e-07,1.9589618269487839e-13,4.828061225008079e-13,2.9555941729029958e-10,2.3172499000058105e-26
