Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24)
1.0791553328152739e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32981415314225254,0.11290944433506847,0.021834257128819375,9.917351799143831e-21,7.927564270258889e-15,5.1745722257373175e-06,8.5395556587901599e-12,5.5824809094856698e-16,1.0159671887495974e-28,9.8410564221102069e-09,9.0554022973332643e-31,1.8564217777849526e-08,2.5948116607478233e-23,2.7849386749699262e-23,1.7712376981495032e-22,3.5351675667076986e-25,3.1334783611532256e-16,5.6139548086771005e-23,0.005753333764584736,0.0019746210948684484,2.6070531655804538e-11,1.8201931289498786e-05,1.9536967370002499e-15,2.1124915657017894e-09,7.175922281834369e-06,5.1843205440545527e-12,1.9869175843239236e-11,7.5181104849004188e-08,3.5813469867179425e-24
1.0833739837456963e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.329806594188081,0.11290942777740763,0.02183052225570583,1.0104567476233393e-20,8.0637121777007006e-15,5.2424782778336863e-06,8.6559220965225753e-12,5.6468353044037469e-16,1.0414035321235866e-28,9.8790178501644884e-09,9.2498167779029314e-31,1.8670487203771283e-08,2.6303978837324836e-23,2.8548750046831766e-23,1.8067156931669726e-22,3.5976439699324026e-25,3.1868387155250471e-16,5.7127048746001888e-23,0.0057532978842211825,0.0019820908407176198,2.6163716958776462e-11,1.8273613004802033e-05,1.9624209196243408e-15,2.1363283151687451e-09,7.2282980773043826e-06,5.2245297435169243e-12,2.0090369142077658e-11,7.6188088650170204e-08,3.6349981984005515e-24
1.0875926346761187e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32979903952814998,0.11290941365631045,0.021826788192568593,1.0294580702694456e-20,8.2014530876681297e-15,5.310870860203022e-06,8.7733928352854437e-12,5.7116861895876871e-16,1.0673703589563675e-28,9.9169898110686349e-09,9.4476513814979563e-31,1.8776809686599976e-08,2.666337998787109e-23,2.9262553627418597e-23,1.8427418758493272e-22,3.6609699756605461e-25,3.2408306321578633e-16,5.8128067088129037e-23,0.0057532593815437473,0.0019895589666113806,2.6256882603108692e-11,1.8345049593504875e-05,1.9711655410477154e-15,2.1603136773957652e-09,7.2808594611080969e-06,5.2648204893611257e-12,2.031317080522341e-11,7.7202489176264055e-08,3.6892425806773017e-24
1.0918112856065412e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32979148908454475,0.11290940189538125,0.021823054939110336,1.0487422317373293e-20,8.3407955960112536e-15,5.3797494212445689e-06,8.8919736203152002e-12,5.7770356110979984e-16,1.0938763930610344e-28,9.9549723246533422e-09,9.6489534370785155e-31,1.8883182505604302e-08,2.7026342370042624e-23,2.9991026091282046e-23,1.8793219320520941e-22,3.7251536306738878e-25,3.2954576051259163e-16,5.9142737298633507e-23,0.0057532183329954889,0.0019970254731443804,2.6350028583918367e-11,1.8416241988005498e-05,1.9799306751587122e-15,2.1844477770081347e-09,7.3336063858043808e-06,5.3051922157638588e-12,2.0537586285299728e-11,7.8224298526569925e-08,3.7440843591352423e-24
1.0960299365369636e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32978394278153733,0.11290939242043788,0.021819322495035594,1.0683123377894348e-20,8.4817482739350825e-15,5.4491133943414213e-06,9.0116701989714246e-12,5.8428856168302965e-16,1.1209304596737971e-28,9.9929654090344628e-09,9.8537707559983381e-31,1.8989602966238857e-08,2.7392888347724512e-23,3.0734398413770317e-23,1.9164615716282869e-22,3.790203023523244e-25,3.3507231103320048e-16,6.0171194407305269e-23,0.0057531748128057938,0.0020044903609075372,2.6443154896838787e-11,1.8487191151175981e-05,1.9887163950777623e-15,2.2087307403847325e-09,7.3865388039387774e-06,5.3456443696942494e-12,2.0763621030932268e-11,7.9253508541582601e-08,3.7995277728946913e-24
1.100248587467386e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32977640054552421,0.11290938515944787,0.021815590860050721,1.0881715161330769e-20,8.6243196683355955e-15,5.518962198350234e-06,9.1324883206843106e-12,5.9092382564969386e-16,1.1485414860702518e-28,1.0030969080632379e-08,1.0062151635120841e-30,1.909606840027787e-08,2.7763040337438445e-23,3.1492903954193199e-23,1.9541665282861166e-22,3.8561262845437217e-25,3.4066306054108861e-16,6.1213574290238622e-23,0.0057531288930544435,0.0020119536304881343,2.6536261537632756e-11,1.8557898075369342e-05,1.9975227720001849e-15,2.2331626960273648e-09,7.4396566680437476e-06,5.3861764099376597e-12,2.0991280486690082e-11,8.0290110810803034e-08,3.8555770724897577e-24
1.1044672383978085e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32976886230496449,0.1129093800424662,0.021811860033863824,1.1083229164876427e-20,8.7685183022248972e-15,5.5892952380853528e-06,9.2544337369025198e-12,5.976095581608514e-16,1.1767185021811515e-28,1.0068983354191375e-08,1.0274144859940769e-30,1.9202576165938318e-08,2.8136820808021846e-23,3.226677846417193e-23,1.9924425594478726e-22,3.9229315858695941e-25,3.4631835296382499e-16,6.227001367181591e-23,0.0057530806437338473,0.0020194152824699226,2.6629348502007217e-11,1.8628363781437227e-05,2.0063498803805062e-15,2.2577437754014325e-09,7.4929599306384403e-06,5.4267878097116106e-12,2.1220570093302175e-11,8.1334096680458409e-08,3.9122365226857639e-24
1.1086858893282309e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32976132799032004,0.11290937700157466,0.021808130016184753,1.1287697106518723e-20,8.9143526751968931e-15,5.6601119047973123e-06,9.3775122010416055e-12,6.0434596454551592e-16,1.2054706412076833e-28,1.0107008242799033e-08,1.0489799707711153e-30,1.9309123647992682e-08,2.8514252280309466e-23,3.3056260095899805e-23,2.0312954461100136e-22,3.9906271414487877e-25,3.5203853038451848e-16,6.3340650126678733e-23,0.0057530301328094493,0.0020268753174332134,2.6722415786259785e-11,1.8698589317761077e-05,2.0151977942818925e-15,2.282474111778958e-09,7.5464485442304423e-06,5.4674780549004099e-12,2.1451495287527756e-11,8.2385457261143549e-08,3.9695104023395542e-24
1.1129045402586533e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32975379753399842,0.11290937597082351,0.021804400806725029,1.149515092570541e-20,9.0618312637617445e-15,5.7314115766455631e-06,9.501729468432868e-12,6.1113325030877095e-16,1.2348071402362809e-28,1.0145043757905662e-08,1.0709165950575645e-30,1.9415708257871448e-08,2.88953573268171e-23,3.3861589410294461e-23,2.0707309927044841e-22,4.0592212070570075e-25,3.5782393303380225e-16,6.4425622081687473e-23,0.0057529774262784182,0.0020343337359549716,2.681546338686071e-11,1.8768575759293636e-05,2.0240665843106097e-15,2.3073538404492691e-09,7.6001224613161385e-06,5.5082466421125879e-12,2.1684061502030346e-11,8.3444183435382391e-08,4.02740300083874e-24
1.1171231911890758e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32974627087029612,0.11290937688617424,0.021800672405197771,1.1705622784013002e-20,9.210962521780151e-15,5.803193619165265e-06,9.6270912962727091e-12,6.1797162112987173e-16,1.2647373408529745e-28,1.0183089909343734e-08,1.0932293858706043e-30,1.9522327433755533e-08,2.9280158571427653e-23,3.4683009385066491e-23,2.1107550269612815e-22,4.1287220803114915e-25,3.6367489928235056e-16,6.5525068817868675e-23,0.0057529225882266086,0.0020417905386089065,2.6908491300044563e-11,1.8838324206611188e-05,2.0329563255252765e-15,2.3323831000611658e-09,7.6539816343799468e-06,5.5490930823506463e-12,2.1918274165659767e-11,8.4510265865106184e-08,4.0859186217730252e-24
1.1213418421194982e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32973874793534436,0.11290937968544432,0.02179694481131772,1.1919145065817802e-20,9.3617548809853711e-15,5.8754573857280864e-06,9.7536034435724233e-12,6.2486128286033029e-16,1.2952706897573015e-28,1.0221146705347307e-08,1.1159234203445073e-30,1.9628978640658898e-08,2.9668678689079665e-23,3.552076542270615e-23,2.1513733997722907e-22,4.1991381006843952e-25,3.6959176563392092e-16,6.6639130472350782e-23,0.005752865680883886,0.0020492457259655562,2.7001499522715207e-11,1.8907835784980833e-05,2.0418670935425802e-15,2.3575620311480502e-09,7.7080260158963359e-06,5.5900168993862298e-12,2.2154138703339497e-11,8.5583694999047034e-08,4.1450615837984141e-24
1.1255604930499206e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32973122866705634,0.11290938430825348,0.021793218024801133,1.2135750378959138e-20,9.5142167513092835e-15,5.9482022179969188e-06,9.8812716711085213e-12,6.3180244152198976e-16,1.3264167393757867e-28,1.0259214152571465e-08,1.1390038260454262e-30,1.9735659370501415e-08,3.0060940405458112e-23,3.6375105358356461e-23,2.1925919850564098e-22,4.2704776495158309e-25,3.7557486671890466e-16,6.7767948040288088e-23,0.0057528067646778602,0.0020566992985923734,2.7094488052052831e-11,1.897711164343865e-05,2.0507989581572772e-15,2.382890776004359e-09,7.7622555583304988e-06,5.6310176263391943e-12,2.2391660535847932e-11,8.666446108004446e-08,4.2048362149843715e-24
1.1297791439803431e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32972371300507552,0.11290939069597168,0.021789492045365795,1.2355471555403586e-20,9.6683565213082223e-15,6.0214274463743677e-06,1.001010174137343e-11,6.3879530330508028e-16,1.3581851484750147e-28,1.0297292256111757e-08,1.1624757812866899e-30,1.9842367142172258e-08,3.0456966496687795e-23,3.7246279467603709e-23,2.2344166796259825e-22,4.342749150026528e-25,3.8162453528838704e-16,6.8911663376772932e-23,0.0057527458982860455,0.0020641512570538103,2.7187456884759935e-11,1.9046152953878353e-05,2.0597519948865011e-15,2.4083694807298597e-09,7.8166702141368261e-06,5.6720948105983306e-12,2.2630845080167502e-11,8.7752554152263505e-08,4.2652468572727476e-24
1.1339977949107655e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3297162008907259,0.11290939879166818,0.021785766872730917,1.2578341651914701e-20,9.8241825587548073e-15,6.0951323904449441e-06,1.0140099418526717e-11,6.4584007456626736e-16,1.3905856827743014e-28,1.0335381019523589e-08,1.1863445154446045e-30,1.994909950158403e-08,3.0856779789029058e-23,3.8134540474196811e-23,2.2768534030545502e-22,4.4159610673301575e-25,3.877411022087043e-16,7.0070419198736616e-23,0.0057526831386865186,0.0020716016019113929,2.7280406018274824e-11,1.9114960910156424e-05,2.0687262817525569e-15,2.4339982934597575e-09,7.8712699357612194e-06,5.7132480127872459e-12,2.2871697749417979e-11,8.8847964068322132e-08,4.326297869242925e-24
1.138216445841188e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32970869226696381,0.11290940854006258,0.021782042506617166,1.2804393950712905e-20,9.9817032109524043e-15,6.1693163594109339e-06,1.027127046834675e-11,6.5293696182668382e-16,1.423628215557997e-28,1.0373480444841665e-08,1.2106153092747446e-30,2.0055854021717625e-08,3.1260403158576188e-23,3.904014355764647e-23,2.3199080975459512e-22,4.4901219084452993e-25,3.9392489645648504e-16,7.1244359086838539e-23,0.0057526185412071192,0.0020790503337238054,2.7373335450507649e-11,1.9183536727209033e-05,2.0777218874839362e-15,2.4597773636353122e-09,7.9260546756422858e-06,5.7544768011810601e-12,2.3114223952516644e-11,8.9950680496326539e-08,4.3879936175668177e-24
1.1424350967716104e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32970118707833068,0.11290941988747684,0.021778318946746578,1.3033661960134771e-20,1.0140926805126403e-14,6.2439786525218112e-06,1.0403620658182817e-11,6.6008617176995207e-16,1.4573227282874153e-28,1.041159053259933e-08,1.2352934952287392e-30,2.0162628302658256e-08,3.1667859530958181e-23,3.9963346360739825e-23,2.3635867278047629e-22,4.565240222307054e-25,4.0017624511417101e-16,7.2433627487344267e-23,0.0057525521595732021,0.0020864974530469585,2.7466245178576191e-11,1.9251881640178336e-05,2.0867388875990776e-15,2.4857068449898459e-09,7.9810243862088898e-06,5.7957807579923695e-12,2.3358429094586677e-11,9.1060692926813133e-08,4.4503384818994297e-24
1.1466537477020328e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3296936852709077,0.11290943278178919,0.021774596192842537,1.3266179415301896e-20,1.0301861649104017e-14,6.319118559497107e-06,1.0537155756907625e-11,6.6728791124019419e-16,1.491679311212428e-28,1.0449711281847955e-08,1.2603844577715445e-30,2.0269419971622711e-08,3.2079171881042207e-23,4.0904408997000004e-23,2.4078952809081178e-22,4.6413245997783243e-25,4.0649547336601256e-16,7.3638369713992129e-23,0.0057524840459540431,0.0020939429604340657,2.7559135200359515e-11,1.9319996903556879e-05,2.0957773637001126e-15,2.5117868935883257e-09,8.036179019882569e-06,5.8371594796745449e-12,2.3604318576976138e-11,9.2177990679595164e-08,4.5133368609158996e-24
1.1508723986324553e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32968618679227124,0.11290944717238881,0.021770874244629746,1.3501980278778022e-20,1.046451603162071e-14,6.3947353609428039e-06,1.0671881534870383e-11,6.7454238724003155e-16,1.5267081639827238e-28,1.0487842690176251e-08,1.2858936336991895e-30,2.0376226682977954e-08,3.2494363232639652e-23,4.1863594058017329e-23,2.4528397661788904e-22,4.7183836736607406e-25,4.1288290449451907e-16,7.4858731949848845e-23,0.0057524142510078646,0.0021013868564357186,2.7652005514537328e-11,1.9387883790344998e-05,2.1048373832474743e-15,2.5380176660916771e-09,8.0915185290797466e-06,5.8786125683038675e-12,2.3851897796770358e-11,9.3302562910513393e-08,4.5769931599778049e-24
1.1550910495628777e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3296786915914503,0.11290946301013215,0.021767153101834181,1.3741098741222276e-20,1.0628898222638982e-14,6.47082832876105e-06,1.0807803763850199e-11,6.8184980692857328e-16,1.5624195962587666e-28,1.0525984753729551e-08,1.3118265124570043e-30,2.0483046118251395e-08,3.2913456658214666e-23,4.2841166620689748e-23,2.4984262150602792e-22,4.7964261187052634e-25,4.1933885987736036e-16,7.6094861249153944e-23,0.0057523428239255854,0.0021088291415999449,2.7744856118605054e-11,1.9455543591215707e-05,2.1139190208018712e-15,2.5643993239489199e-09,8.1470428662080181e-06,5.9201396391586054e-12,2.4101172147237736e-11,9.4434398618088953e-08,4.6413117955920604e-24
1.1593097004933001e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32967119961888414,0.11290948024730059,0.021763432764183077,1.398356922205758e-20,1.0795016474137949e-14,6.5473967265532078e-06,1.0944928217009895e-11,6.892103776193969e-16,1.598824028322454e-28,1.0564137467229078e-08,1.3381886364583077e-30,2.0589875986132973e-08,3.3336475278595541e-23,4.3837394254430227e-23,2.5446606809917783e-22,4.875460651622434e-25,4.2586365898472084e-16,7.7346905539153197e-23,0.0057522698124732891,0.002116269816472287,2.783768701075636e-11,1.9522977613699216e-05,2.1230223631199444e-15,2.5909320314875355e-09,8.2027519836684941e-06,5.9617403235251444e-12,2.4352147017984406e-11,9.5573486650077889e-08,4.706297206709967e-24
1.1635283514237226e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32966371082638229,0.11290949883755909,0.021759713231404861,1.4229426370125996e-20,1.0962879020427642e-14,6.6244398100162671e-06,1.1083260668850413e-11,6.9662430677851667e-16,1.6359319916875054e-28,1.0602300823991126e-08,1.3649856014035689e-30,2.0696714022469139e-08,3.3763442262688474e-23,4.4852547028238055e-23,2.5915492392865605e-22,4.9554960310923112e-25,4.3245761937707792e-16,7.8615013621921349e-23,0.0057521952630334707,0.0021237088815958586,2.793049819049976e-11,1.959018718138235e-05,2.1321474764136516e-15,2.6176159526054153e-09,8.2586458338595594e-06,6.0034142559948245e-12,2.460482779429993e-11,9.6719815709925867e-08,4.7719538377458139e-24
1.167747002354145e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32965622516708526,0.11290951873591612,0.021755994503229154,1.4478705064334591e-20,1.1132494078341153e-14,6.7019568273324839e-06,1.1222806895165533e-11,7.0409180202234634e-16,1.6737541297095974e-28,1.0640474815946246e-08,1.3922230566000189e-30,2.0803557990249053e-08,3.4194380827194294e-23,4.5886897517664712e-23,2.6390979870102736e-22,5.0365410577740641e-25,4.391210567034038e-16,7.9899335176173957e-23,0.0057521192206450847,0.0021311463375114129,2.8023289655698552e-11,1.965717363311262e-05,2.1412944325556953e-15,2.6444512564252953e-09,8.3147243691716368e-06,6.0451610829148182e-12,2.485921985759986e-11,9.7873374363122852e-08,4.8382861409194723e-24
1.1719656532845674e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32964874259542581,0.11290953989868481,0.021752276579386724,1.4731440414323406e-20,1.1303869848156999e-14,6.7799470195522025e-06,1.136357267299689e-11,7.1161307111565095e-16,1.712301198196256e-28,1.0678659433658333e-08,1.4199067052817191e-30,2.0910405679583153e-08,3.4629314236327623e-23,4.6940720811777237e-23,2.6873130428612547e-22,5.1186045743152408e-25,4.4585428469979677e-16,8.1200020759068666e-23,0.0057520417290424378,0.0021385821847574021,2.811606140468929e-11,1.9723938322223208e-05,2.1504633254820035e-15,2.6714381158924915e-09,8.3709875419890469e-06,6.0869804694292749e-12,2.5115328585772659e-11,9.9034151043455984e-08,4.9052985955628027e-24
1.1761843042149899e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32964126306709224,0.11290956228344516,0.021748559459609459,1.4987667761120705e-20,1.1477014513957265e-14,6.8584096209700001e-06,1.1505563780589733e-11,7.1918832196949229e-16,1.7515840660165371e-28,1.0716854666343661e-08,1.4480423049300785e-30,2.1017254907674151e-08,3.5068265801538823e-23,4.8014294519980114e-23,2.7362005470521591e-22,5.201695465360726e-25,4.5265761518850855e-16,8.2517221807995706e-23,0.0057519628306929521,0.0021460164238700343,2.8208813437884923e-11,1.9790482615775738e-05,2.1596542206969913e-15,2.6985767021270033e-09,8.4274353046960156e-06,6.1288720815201808e-12,2.5373159352356649e-11,1.0020213405916107e-07,4.9729956859332096e-24
1.1804029551454123e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32963378653899289,0.11290958584900744,0.021744843143630347,1.5247422677779855e-20,1.16519362436185e-14,6.9373438594939892e-06,1.1648785997348872e-11,7.2681776263916646e-16,1.7916137157105015e-28,1.0755060501889905e-08,1.4766356675948133e-30,2.1124103518780884e-08,3.5511258881238676e-23,4.9107898778704152e-23,2.785766661193039e-22,5.2858226575613662e-25,4.5953135807736507e-16,8.3851090642358227e-23,0.0057518825668338366,0.0021534490553833368,2.830154575355404e-11,1.9856807893803933e-05,2.1688671845211289e-15,2.7258671917251984e-09,8.484067609669823e-06,6.170835594316084e-12,2.563271752691683e-11,1.0137731159897102e-07,5.0413818985058941e-24
1.1846216060758347e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32962631296921996,0.11290961055537646,0.021741127631183427,1.5510740970046359e-20,1.1828643189885211e-14,7.0167489570082015e-06,1.1793245103794944e-11,7.3450160132213395e-16,1.832401244098516e-28,1.079327692687502e-08,1.5056926602153443e-30,2.123094938417494e-08,3.5958316880525707e-23,5.0221816258133405e-23,2.8360175681758374e-22,5.3709951195822819e-25,4.664758213595929e-16,8.5201780465342054e-23,0.0057518009775077046,0.0021608800798292092,2.8394258349943745e-11,1.9922915548578699e-05,2.1781023205166854e-15,2.7533097666435797e-09,8.5408844092812797e-06,6.2128707058330547e-12,2.5894008475638323e-11,1.025596717380618e-07,5.1104617528703999e-24
1.1888402570062572e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32961884231701694,0.11290963636371712,0.021737412922003787,1.5777658677015488e-20,1.2007143490839375e-14,7.0966241297282922e-06,1.1938946881521364e-11,7.4224004635594451e-16,1.8739578628903838e-28,1.0831503926586117e-08,1.5352192049426289e-30,2.133779040209038e-08,3.6409463250916202e-23,5.1356332168791845e-23,2.8869594720603131e-22,5.4572218621108682e-25,4.7349131111401979e-16,8.6569445365675364e-23,0.0057517181015971433,0.0021683094977374743,2.8486951228453398e-11,1.9988806983895623e-05,2.1873596950408466e-15,2.7809046052160702e-09,8.59788565590412e-06,6.2549771126115785e-12,2.6157037560361126e-11,1.0374920244389429e-07,5.1802397745429246e-24
1.1930589079366796e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32961137454274481,0.11290966323632066,0.021733699015827508,1.6048212071758537e-20,1.2187445269590836e-14,7.1769685885504114e-06,1.2085897113151639e-11,7.5003330621615479e-16,1.9162948992943413e-28,1.0869741485038249e-08,1.5652212794614227e-30,2.144462449766679e-08,3.6864721490076985e-23,5.2511734267950477e-23,2.938598597961418e-22,5.5445119378644786e-25,4.8057813150562816e-16,8.795424031937794e-23,0.0057516339768583025,0.0021757373096359402,2.8579624387870207e-11,2.005448361435839e-05,2.1966393644047215e-15,2.8086518911082923e-09,8.6550713019063984e-06,6.297154515927819e-12,2.6421810138807895e-11,1.0494589158195275e-07,5.2507204824766347e-24
1.19685569377406e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32960465597464456,0.11290968830132435,0.021730357186619413,1.6294848808839515e-20,1.2351263836609525e-14,7.2496791848973121e-06,1.2219224529841388e-11,7.570942791815266e-16,1.9550749446076626e-28,1.0904164301146873e-08,1.5926347100625291e-30,2.1540767571845495e-08,3.7277989010922494e-23,5.3569693737146792e-23,2.9856750980332074e-22,5.6239896718961997e-25,4.8701750740368465e-16,8.921533077740906e-23,0.0057515572271687482,0.0021824209676408234,2.8663013369885616e-11,2.0113410100952762e-05,2.205010228754454e-15,2.833754949099058e-09,8.7066960054036703e-06,6.3351746588888576e-12,2.6661600572157183e-11,1.0602902215886553e-07,5.3147576873677866e-24
1.2006524796114401e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32959793967905293,0.11290971417275376,0.021727016007440061,1.654448679830758e-20,1.2516554072123746e-14,7.3227686777284197e-06,1.2353572095814667e-11,7.641999733003818e-16,1.9945048187631398e-28,1.0938595642466023e-08,1.6204426435901937e-30,2.1636901905229235e-08,3.769462341002064e-23,5.4645019546531987e-23,3.0333259747885199e-22,5.7043427312460718e-25,4.9351512498439847e-16,9.0490537060395201e-23,0.005751479521628535,0.0021891033255857268,2.874638637916932e-11,2.0172164794696639e-05,2.2133993008332657e-15,2.8589817802449609e-09,8.7584699990848627e-06,6.3732518915420754e-12,2.6902811473072214e-11,1.0711793218067408e-07,5.3793710917825492e-24
1.2044492654488204e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32959122562927035,0.11290974082533208,0.021723675478099051,1.6797152971962719e-20,1.2683321869684393e-14,7.3962364820801797e-06,1.2488944028576112e-11,7.7135054082980604e-16,2.0345930216852639e-28,1.0973035494774028e-08,1.6486495544423953e-30,2.1733026040876389e-08,3.8114641912008265e-23,5.573792678787697e-23,3.0815558096421269e-22,5.7855778026972379e-25,5.0007120201233214e-16,9.1779973996238899e-23,0.0057514008855491022,0.0021957843838514221,2.8829743416401786e-11,2.0230748746572421e-05,2.2218065848658474e-15,2.8843325199573139e-09,8.8103932482255298e-06,6.4113860043729015e-12,2.7145446738882322e-11,1.0821261261162788e-07,5.4445640022486277e-24
1.2082460512862007e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32958451379925408,0.11290976823444342,0.021720335598406602,1.7052874416741339e-20,1.2851573114616675e-14,7.4700820103276548e-06,1.2625344546201777e-11,7.7854613411220924e-16,2.0753481305947488e-28,1.1007483843060966e-08,1.6772599542588066e-30,2.1829138539317558e-08,3.8538061771151558e-23,5.6848632239636161e-23,3.1303691975509357e-22,5.8677016006260383e-25,5.0668595499992614e-16,9.3083756999296684e-23,0.0057513213435809096,0.0022024641428174826,2.8913084478676819e-11,2.0289163012963024e-05,2.2302321938159844e-15,2.9098073166731639e-09,8.8624657180888485e-06,6.4495768268716293e-12,2.7389510265408312e-11,1.0931305436275206e-07,5.5103397748101114e-24
1.212042837123581e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32957780416360116,0.1129097963761156,0.021716996368173518,1.7311678375109697e-20,1.3021313684585313e-14,7.5443046723724742e-06,1.2762777867314957e-11,7.8578690557408402e-16,2.1167788003678942e-28,1.1041940671539511e-08,1.7062783921121888e-30,2.1925237978505344e-08,3.8964900271195283e-23,5.7977354370609285e-23,3.1797707469511894e-22,5.9507208670057397e-25,5.133595992087662e-16,9.440200207138606e-23,0.0057512409197307728,0.0022091426028623055,2.8996409568400452e-11,2.0347408655290505e-05,2.2386762100670636e-15,2.9354063120570801e-09,8.9146873739456295e-06,6.4878241869850709e-12,2.7635005945696491e-11,1.1041924829495825e-07,5.5767017830398133e-24
1.2154496405258825e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32957178554782801,0.11290982223160341,0.021714000675752073,1.7546545955018642e-20,1.3174892095076285e-14,7.6112241711146465e-06,1.2886977480089598e-11,7.9232253086019273e-16,2.1545361847864934e-28,1.1072865511796932e-08,1.7326673284038993e-30,2.201145440453516e-08,3.9350820745519301e-23,5.9005657948890552e-23,3.2246025185051856e-22,6.0259806971600768e-25,5.1939807224459955e-16,9.5597251143684779e-23,0.0057511680250936807,0.0022151339873249729,2.9071162422910749e-11,2.0399529007071139e-05,2.24626856771288e-15,2.9584817702495853e-09,8.9616721024584362e-06,6.5221909769273085e-12,2.7856508076067996e-11,1.1141670953652818e-07,5.6367492297860634e-24
1.218856443928184e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32956576866134335,0.11290984864164252,0.021711005505937176,1.7783937293194958e-20,1.3329678555565809e-14,7.6784464024184093e-06,1.3012015071434939e-11,7.9889476313352786e-16,2.1928508710127581e-28,1.1103797153851701e-08,1.7593918170991724e-30,2.2097658182188026e-08,3.9739520110591389e-23,6.0048804610123765e-23,3.2699149011710252e-22,6.1019718484809329e-25,5.2548428600057266e-16,9.6804322446034221e-23,0.0057510944557363376,0.0022211243265724857,2.9145902415697449e-11,2.0451515227224276e-05,2.2538757805536662e-15,2.9816574452753729e-09,9.0087768909121798e-06,6.5566030046801159e-12,2.8079169205782035e-11,1.1241878792620312e-07,5.6972737608346136e-24
1.2222632473304855e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32955975348704752,0.11290987559017333,0.021708010858593311,1.8023872391518962e-20,1.3485677296658115e-14,7.7459709356070788e-06,1.3137893690022544e-11,8.0550371267880084e-16,2.2317292726197809e-28,1.1134735584742751e-08,1.7864552222794243e-30,2.2183848319737553e-08,4.0131010912651014e-23,6.1106955670809971e-23,3.3157112516719917e-22,6.1786992482919219e-25,5.3161839342168905e-16,9.8023300992800314e-23,0.0057510202277433562,0.002227113620875896,2.9220629550463693e-11,2.0503368091447252e-05,2.2614979813067463e-15,3.0049334450369223e-09,9.0560017142145969e-06,6.5910601811961641e-12,2.8302992142723378e-11,1.1342547677044296e-07,5.7582778789826114e-24
1.225670050732787e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32955374000821658,0.11290990306151359,0.021705016733585297,1.8266371353635238e-20,1.3642892544944866e-14,7.8137973388388014e-06,1.3264616384820572e-11,8.1214948983215977e-16,2.2711778544025976e-28,1.1165680791031504e-08,1.8138609327632365e-30,2.2270023836606909e-08,4.0525305716685381e-23,6.2180273551843419e-23,3.3619949353198268e-22,6.2561678418137353e-25,5.378005466463523e-16,9.9254272181596666e-23,0.0057509453568219179,0.0022331018705055551,2.9295343828247441e-11,2.0555088377814604e-05,2.2691351626368872e-15,3.0283098735220568e-09,9.1033465472783538e-06,6.6255623759225678e-12,2.8527979691790275e-11,1.1443676935050465e-07,5.8197640029029611e-24
