Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),CHOX(53),O(29),CO2X(24),acetyl(44),CH4OX(63),C2H4X(215),C2H6X(52),C2H4X(70),CHO2X(213),HOCO(73),CHO3(123),CHO2(74),S(216)
8.639233876112666e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4489321302534924,0.11535104132341877,0.02276040734108385,1.8171707463997097e-11,3.1502183196131788e-09,2.668818472004804e-06,1.1360714261278852e-07,1.5107799001375506e-09,5.11958174942284e-21,7.622925615688602e-05,6.151675272574374e-19,6.793355620197719e-05,4.695807233644932e-14,6.057381451369324e-12,1.1143640571727173e-15,8.460050642286275e-18,1.0340846284367664e-07,2.87772156455017e-13,0.0032407531455210005,0.00012199844151765594,1.0527314953902042e-05,6.257624434201024e-09,4.313424354586376e-10,1.2637861663160816e-10,5.795057331465671e-14,1.5685021124488907e-10,1.8196849703916573e-06,5.0045439587022934e-09,2.3473741352979583e-13,3.617074228877686e-08,2.3938680610334765e-10,4.489834918524397e-13,3.5606900700323877e-13,2.6853439066819217e-15,8.992824097309697e-08,2.5483832470171465e-13,2.1662881809625762e-17,6.792501911636845e-17,2.1903409362174694e-15,3.110128700584674e-12,8.232048856140725e-20,1.6571824948330855e-18,9.519409633423243e-20,1.6082197964092969e-24,5.256045353008046e-21,1.9797313515352433e-33
8.705192433936307e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44891226955552976,0.11533165129098884,0.022759943586162103,1.8831688153476183e-11,3.2483789090684025e-09,2.7114894074964265e-06,1.1679260045731666e-07,1.5454263851904884e-09,5.360790948704433e-21,7.681069461284514e-05,6.39344764639757e-19,6.839629894834197e-05,4.8070150761462064e-14,6.2473981091311635e-12,1.1552993682142283e-15,8.760787288558895e-18,1.0507428831880233e-07,2.96832315651355e-13,0.0032595358007436953,0.0001229194580110616,1.0660864915467102e-05,6.384835105512643e-09,4.3462592353385015e-10,1.2720254393802487e-10,5.832978117369154e-14,1.607292899255421e-10,1.8422544008055464e-06,5.1082387192919704e-09,2.415870637557487e-13,3.6840069564831894e-08,2.412028390377724e-10,4.631690170058683e-13,3.6604257969511416e-13,2.7758807129430964e-15,9.123313327340409e-08,2.6210349465233223e-13,2.2440225738190246e-17,7.005363603161102e-17,2.2759250977129613e-15,3.1881801770919304e-12,8.49085220258309e-20,1.7259828997790809e-18,9.932197611249998e-20,1.693477190213189e-24,5.484045801263012e-21,2.1164543461105005e-33
8.771150991759947e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44889248343180416,0.11531233615873862,0.022759479872301074,1.9510409555489236e-11,3.34906619910865e-09,2.754567915756104e-06,1.2004239466031937e-07,1.5805951054655483e-09,5.611441214887289e-21,7.73921191451166e-05,6.642768640245611e-19,6.885830094507218e-05,4.919979950205482e-14,6.441926475370361e-12,1.1973958441511516e-15,9.06984743983967e-18,1.0675532344610985e-07,3.0610550352888383e-13,0.0032782434017373826,0.00012384029905693008,1.0794959016880234e-05,6.513567960791333e-09,4.3790919945080764e-10,1.2802644949692064e-10,5.870902923439639e-14,1.646733077888026e-10,1.8649249984283738e-06,5.213266544876184e-09,2.4859915712804883e-13,3.7516607664633205e-08,2.430187069727015e-10,4.776892518557679e-13,3.7621719732814375e-13,2.868715070604795e-15,9.254638148194725e-08,2.695178289199908e-13,2.323929023681531e-17,7.223270843664931e-17,2.3641529807226402e-15,3.2675315198374947e-12,8.755727593654228e-20,1.7970646821756165e-18,1.0359522757300119e-19,1.782582432845862e-24,5.720079997318681e-21,2.2614761214845553e-33
8.837109549583588e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44887277159162986,0.11529309562743477,0.022759016199358745,2.020825483352957e-11,3.452331603368439e-09,2.7980564388991844e-06,1.233573093428234e-07,1.6162898617603293e-09,5.871827302653539e-21,7.79735296427859e-05,6.899813825330175e-19,6.931956422376247e-05,5.0347160052073265e-14,6.64104080174194e-12,1.2406765432287015e-15,9.387396125074268e-18,1.0845162203273117e-07,3.155950583397078e-13,0.003296876247853514,0.00012476096406146382,1.0929589945721435e-05,6.6438256276037545e-09,4.4119226260124686e-10,1.2885033314999957e-10,5.908831842679903e-14,1.6868270929512456e-10,1.887695957725561e-06,5.31963313750431e-09,2.5577667714624596e-13,3.820039364171796e-08,2.4483441031736844e-10,4.925494597579428e-13,3.865952999322818e-13,2.9638845121294057e-15,9.386796491043713e-08,2.7708315613479417e-13,2.406050869678116e-17,7.446306424863598e-17,2.4550848472734726e-15,3.3481933157716253e-12,9.026769834944528e-20,1.870483484957991e-18,1.0801778173115942e-19,1.875679411921858e-24,5.964365382740934e-21,2.415231741861607e-33
8.90306810740723e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44885313374555186,0.11527392939904052,0.02275855256719369,2.0925611824404603e-11,3.5582272273146238e-09,2.841957437251063e-06,1.2673813109916398e-07,1.6525144524514057e-09,6.142250792808233e-21,7.855492599521789e-05,7.164761476238086e-19,6.978009080493016e-05,5.151237396641405e-14,6.844816065125115e-12,1.2851647724504391e-15,9.713600318805655e-18,1.1016323800106219e-07,3.2530434489671787e-13,0.003315434637246571,0.00012568145242656235,1.1064750362430683e-05,6.775610580841775e-09,4.4447511237846824e-10,1.296741947387e-10,5.946764968792156e-14,1.7275793215681763e-10,1.910566470795137e-06,5.427344130258204e-09,2.6312264157852064e-13,3.889146498552117e-08,2.4664994947784654e-10,5.077549460922549e-13,3.971793350604956e-13,3.0614267465539593e-15,9.519786292769979e-08,2.84801309508432e-13,2.4904319541620726e-17,7.674553942752902e-17,2.54878184798254e-15,3.4301761443919154e-12,9.304074480416461e-20,1.9462957535169275e-18,1.1259364290289045e-19,1.9729162985366475e-24,6.217123462073718e-21,2.5781755067107617e-33
8.96902666523087e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4488335696053399,0.11525483717671106,0.022758088975665065,2.1662873049703613e-11,3.666805868863661e-09,2.886273388894536e-06,1.3018564894680344e-07,1.6892726734926897e-09,6.423020189659715e-21,7.913630809205225e-05,7.437792591454797e-19,7.023988269802572e-05,5.2695582860346924e-14,7.053327970691178e-12,1.3308840873259878e-15,1.0048628946323565e-17,1.1189022538117956e-07,3.352367545826951e-13,0.003333918866878884,0.00012660176354988532,1.120043290120872e-05,6.908925142679555e-09,4.477577481773102e-10,1.3049803410419294e-10,5.98470239615408e-14,1.7689940722478522e-10,1.933535727417826e-06,5.536405087027275e-09,2.706401023737357e-13,3.958985961871328e-08,2.484653248570564e-10,5.233110582771283e-13,4.0797175763238534e-13,3.1613796530146877e-15,9.653605495938895e-08,2.9267412667995325e-13,2.5771166234730966e-17,7.908097800985193e-17,2.6453060279392207e-15,3.5134905777455378e-12,9.587737832620486e-20,2.024558735332985e-18,1.1732688939627158e-19,2.0744456421616367e-24,6.47857984147583e-21,2.7507816433121076e-33
9.034985223054511e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4488140788839826,0.11523581866478853,0.022757625424632607,2.2420435726871406e-11,3.778121018819132e-09,2.9310067892115413e-06,1.3370065427608602e-07,1.7265683184138017e-09,6.714451018723182e-21,7.971767582319885e-05,7.719090913878733e-19,7.069894190144327e-05,5.389692840883949e-14,7.2666529549638135e-12,1.3778582915906487e-15,1.0392652888687297e-17,1.1363263830326088e-07,3.4539570535928897e-13,0.003352329232525425,0.00012752189682491532,1.1336630170929295e-05,7.043771482563129e-09,4.510401693941233e-10,1.3132185108738003e-10,6.02264421979434e-14,1.81107558377227e-10,1.9566029151071985e-06,5.646821502290025e-09,2.783321455633897e-13,4.0295615894297755e-08,2.502805368547727e-10,5.392231857838515e-13,4.18975029777639e-13,3.263781274200126e-15,9.788252048769871e-08,3.0070344956140873e-13,2.6661497286528304e-17,8.1470232142371e-17,2.7447203325736872e-15,3.5981471804317457e-12,9.877856942908197e-20,2.1053304793782935e-18,1.2222167420035205e-19,2.18042446688237e-24,6.74896426720693e-21,2.933545018475542e-33
9.100943780878152e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4487946612956821,0.11521687356879744,0.022757161913956638,2.3198701779887393e-11,3.892226861128658e-09,2.9761601504194355e-06,1.3728394079993293e-07,1.7644051783184454e-09,7.016865924594184e-21,8.029902907883346e-05,8.008842951326365e-19,7.115727040253201e-05,5.511655234588446e-14,7.484868188871203e-12,1.4261114368970176e-15,1.0745844987621825e-17,1.1539053099000998e-07,3.557846417758747e-13,0.0033706660287785893,0.00012844185164102086,1.1473334756062487e-05,7.180151617232567e-09,4.5432237542674627e-10,1.321456455288925e-10,6.060590535367615e-14,1.8538280241034392e-10,1.979767219159876e-06,5.758598800902124e-09,2.862018911534798e-13,4.100877259247291e-08,2.5209558586763147e-10,5.554967601506907e-13,4.301916206793342e-13,3.3686698097352835e-15,9.923723905107716e-08,3.0889112418336524e-13,2.757576626114832e-17,8.391416211568332e-17,2.8470886135117103e-15,3.6841565096046355e-12,1.0174529611642737e-19,2.1886698352846306e-18,1.2728222567100664e-19,2.291014368985093e-24,7.028510663957461e-21,3.126981869796358e-33
9.166902338701793e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44877531655584735,0.11519800159543976,0.02275669844349806,2.3998077849549928e-11,4.0091782729594255e-09,3.021736001101987e-06,1.4093630450348237e-07,1.8027870418827896e-09,7.330594768835402e-21,8.088036774939323e-05,8.307237997027827e-19,7.161487017760832e-05,5.635459646382956e-14,7.7080515807893e-12,1.4756678224787244e-15,1.1108380050287212e-17,1.171639577490888e-07,3.664070349782847e-13,0.0033889295490529517,0.00012936162738351987,1.161053921760888e-05,7.318067410776985e-09,4.5760436567448044e-10,1.3296941726908925e-10,6.09854143912907e-14,1.8972554893108726e-10,2.0030278227057784e-06,5.8717423378909826e-09,2.9425249300629704e-13,4.172936891726319e-08,2.53910472289137e-10,5.721372549968015e-13,4.416240064171009e-13,3.476083609499439e-15,1.0060019024394047e-07,3.17239000540285e-13,2.8514431782689935e-17,8.641363639770831e-17,2.9524756344157935e-15,3.771529114976104e-12,1.0477854388406477e-19,2.2746364522775642e-18,1.3251284821373552e-19,2.406381615896604e-24,7.317457173017004e-21,3.3316305568143696e-33
9.232860896525434e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44875604438108885,0.1151792024525903,0.022756235013118353,2.4818975303365427e-11,4.129030824591618e-09,3.0677368857352006e-06,1.44658543593679e-07,1.8417176953538572e-09,7.655974727859405e-21,8.146169172557212e-05,8.614468150112915e-19,7.20717431919682e-05,5.761120261270983e-14,7.936281779575674e-12,1.5265519947864299e-15,1.1480434853921348e-17,1.189529729655574e-07,3.772663827174204e-13,0.0034071200855900065,0.00013028122343374294,1.1748236094044168e-05,7.457520574722441e-09,4.608861395380645e-10,1.337931661480557e-10,6.136497027908401e-14,1.9413620025198914e-10,2.026383906758419e-06,5.98625739825686e-09,3.024871387121786e-13,4.2457444492924084e-08,2.55725196509668e-10,5.89150186035953e-13,4.5327466981015895e-13,3.5860611668801485e-15,1.0197135371638773e-07,3.257489324357978e-13,2.9477957541004526e-17,8.896953166707594e-17,3.0609470768126342e-15,3.860275538819034e-12,1.0787930572206009e-19,2.3632907778762924e-18,1.379179229633126e-19,2.5266972464820736e-24,7.616046190275606e-21,3.548052332447034e-33
9.298819454349075e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4487368444892132,0.11516047584929198,0.022755771622679558,2.566181024504221e-11,4.251840779129166e-09,3.114165364208184e-06,1.4845145844881685e-07,1.881200922547918e-09,7.993350390850145e-21,8.204300089831659e-05,8.93072833608734e-19,7.252789139990046e-05,5.88865126995825e-14,8.16963817759329e-12,1.5787887470962269e-15,1.1862188150356004e-17,1.2075763109432388e-07,3.883662093577408e-13,0.0034252379294628854,0.00013120063916909722,1.188641790227389e-05,7.598512668152816e-09,4.6416769641964933e-10,1.3461689200560225e-10,6.174457399083325e-14,1.9861515128811247e-10,2.0498346502652437e-06,6.102149196780468e-09,3.1090904945124073e-13,4.319303936012549e-08,2.575397589164851e-10,6.065411110900538e-13,4.651461002602435e-13,3.698641111966069e-15,1.0335070917391663e-07,3.3442277732790393e-13,3.046681229703041e-17,9.158273284640485e-17,3.172569545906923e-15,3.9504063159706275e-12,1.1104858211674406e-19,2.4546940563585276e-18,1.4350190846018628e-19,2.652137172705329e-24,7.924524404052821e-21,3.776832135069824e-33
9.364778012172716e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4487177165992166,0.115141821495751,0.022755308272044295,2.6527003523588803e-11,4.37766509202729e-09,3.161024011339187e-06,1.5231585156804056e-07,1.92124050484889e-09,8.343073857720906e-21,8.262429515882114e-05,9.256216327299064e-19,7.298331674470084e-05,6.018066868786412e-14,8.408200913723574e-12,1.6324031190905793e-15,1.2253820670406226e-17,1.2257798665260567e-07,3.9971006588562986e-13,0.003443283370581057,0.00013211987396312964,1.2025077138597946e-05,7.741045097863842e-09,4.674490357227739e-10,1.3544059468126313e-10,6.212422650552687e-14,2.0316278945615767e-10,2.0733792301579943e-06,6.2194228778371365e-09,3.1952147984513464e-13,4.393619397191807e-08,2.5935415989373744e-10,6.243156301024886e-13,4.772407935944312e-13,3.8138622046813085e-15,1.0473823637713956e-07,3.4326239617412035e-13,3.148146988767306e-17,9.425413313546304e-17,3.2874105763814858e-15,4.041931973835951e-12,1.1428738105270773e-19,2.5489083269907934e-18,1.4926934132353917e-19,2.7828822826558317e-24,8.243142832749137e-21,4.0185794016206924e-33
9.430736569996357e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44869866043127965,0.1151232391033324,0.022754844961075757,2.7414980742016508e-11,4.506561410436444e-09,3.208315416386993e-06,1.5625252752080927e-07,1.961840221206741e-09,8.705504837057066e-21,8.320557439852384e-05,9.591132763394534e-19,7.343802115868605e-05,6.149381259667027e-14,8.652050876368289e-12,1.6874203964119455e-15,1.2655515128133183e-17,1.2441409421240366e-07,4.1130152991764266e-13,0.00346125669769501,0.00013303892718559147,1.2164206279684539e-05,7.885119118550318e-09,4.7073015685234e-10,1.3626427401429516e-10,6.250392880709036e-14,2.0777949457576218e-10,2.097016821403118e-06,6.338083515217503e-09,3.2832771779886394e-13,4.4686949189486924e-08,2.6116839982246884e-10,6.424793851512614e-13,4.895612519078822e-13,3.931763327863873e-15,1.0613391514150081e-07,3.5226965327657855e-13,3.25224092302317e-17,9.698463404420515e-17,3.4055386381837803e-15,4.134863032391564e-12,1.1759671801477108e-19,2.645996422023697e-18,1.552248369209091e-19,2.9191185449463625e-24,8.572156862314432e-21,4.273928902108147e-33
9.496695127819997e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4486796757067614,0.11510472838455517,0.022754381689637688,2.8326172265646402e-11,4.638588072362297e-09,3.2560421825578285e-06,1.6026229289632718e-07,2.0030038481359053e-09,9.081010743993888e-21,8.378683850910204e-05,9.93568117176475e-19,7.389200656320936e-05,6.28260865001574e-14,8.901269706439437e-12,1.7438661101892112e-15,1.3067456224980385e-17,1.2626600839299105e-07,4.2314420570863165e-13,0.003479158198400915,0.00013395779820250174,1.2303797783553184e-05,8.030735833026527e-09,4.740110592145877e-10,1.3708792984367672e-10,6.288368188410824e-14,2.1246563877302605e-10,2.1207465970521834e-06,6.45813611195476e-09,3.373310843327061e-13,4.54453462776973e-08,2.6298247908062457e-10,6.610380604619486e-13,5.021099834065086e-13,4.0523834802910494e-15,1.0753772533699406e-07,3.6144641612710125e-13,3.359011432637261e-17,9.977514542567916e-17,3.52702314229875e-15,4.229210004189347e-12,1.2097761598992453e-19,2.7460219644523752e-18,1.6137309003428073e-19,3.061037114485164e-24,8.911826283528356e-21,4.543541595905964e-33
9.562653685643638e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44866076214819334,0.11508628905308771,0.022753918457594415,2.926101323002045e-11,4.77380410564155e-09,3.3042069265079745e-06,1.643459562529457e-07,2.0447351597136926e-09,9.46996679800467e-21,8.436808738246783e-05,1.029006798798087e-18,7.434527486867605e-05,6.41776325268671e-14,9.155939800336731e-12,1.801766036537088e-15,1.3489830653783442e-17,1.2813378385341847e-07,4.3524172415975263e-13,0.0034969881591452646,0.00013487648637621166,1.2443844090566433e-05,8.17789619248002e-09,4.772917422170706e-10,1.3791156200810648e-10,6.326348672954123e-14,2.1722158638630185e-10,2.1445677282923373e-06,6.579585600158439e-09,3.465349334042929e-13,4.6211426900436495e-08,2.647963980430576e-10,6.799973824204609e-13,5.14889502249585e-13,4.175761769654365e-15,1.0894964688788097e-07,3.7079455525227885e-13,3.468507426565015e-17,1.0262658550879506e-16,3.651934446508042e-15,4.3249833943604025e-12,1.2443110546924363e-19,2.8490493655423135e-18,1.677188755225536e-19,3.208834439626098e-24,9.262415329087329e-21,4.8281055102203664e-33
9.62861224346728e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44864191947927423,0.11506792082374334,0.02275345526481081,3.0219943548416946e-11,4.91226922673344e-09,3.352812277842236e-06,1.6850432806754138e-07,2.0870379275787124e-09,9.872756120584307e-21,8.494932091076393e-05,1.0654502576219344e-18,7.479782797455996e-05,6.554859285907269e-14,9.41614431291199e-12,1.861146196028619e-15,1.3922827102653353e-17,1.3001747528503656e-07,4.4759774282635055e-13,0.003514746865229502,0.0001357949910654689,1.2584337624429933e-05,8.326600996758632e-09,4.805722052686319e-10,1.3873517034600267e-10,6.364334434043978e-14,2.2204769387427589e-10,2.168479384496768e-06,6.702436840854758e-09,3.559426517209131e-13,4.6985233115756494e-08,2.666101570815354e-10,6.993631195856159e-13,5.279023283923146e-13,4.301937405486916e-15,1.1036965977241037e-07,3.803159440585656e-13,3.580778322857571e-17,1.0553988093095085e-16,3.780343861135607e-15,4.422193700619069e-12,1.2795822444977705e-19,2.9551438221211595e-18,1.7426704898029437e-19,3.362712370700059e-24,9.624192710493082e-21,5.128336641118764e-33
9.69457080129092e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4486231474248639,0.11504962341247546,0.022752992111152323,3.1203407918970255e-11,5.054043839326881e-09,3.4018608786084637e-06,1.7273822068487415e-07,2.1299159209293023e-09,1.0289769832804426e-20,8.553053898635907e-05,1.1029197249676322e-18,7.52496677694207e-05,6.693910973212775e-14,9.681967160419882e-12,1.922032853140945e-15,1.436663625873346e-17,1.319171374040385e-07,4.602159459257271e-13,0.003532434600814619,0.00013671331162548207,1.2725270793200478e-05,8.476850894690912e-09,4.838524477793793e-10,1.3955875469550217e-10,6.402325571765329e-14,2.2694430972637937e-10,2.192480733275186e-06,6.826694623833521e-09,3.6555765854207867e-13,4.7766807370821596e-08,2.6842375656474553e-10,7.191410827015229e-13,5.411509874283625e-13,4.430949692045917e-15,1.1179774402253813e-07,3.9001245867741106e-13,3.6958740489235706e-17,1.0851596677050752e-16,3.912323654779668e-15,4.520851413267045e-12,1.3156001843640744e-19,3.064371313636065e-18,1.8102254739268162e-19,3.5228782699307034e-24,9.997431654737548e-21,5.444979877511786e-33
9.760529359114561e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4486044457109779,0.11503139653637313,0.022752528996484934,3.221185583139513e-11,5.199189032763287e-09,3.451355382788293e-06,1.770484482669299e-07,2.1733729065219523e-09,1.0721407152707661e-20,8.611174150184384e-05,1.1414367290971242e-18,7.570079613092106e-05,6.834932543381724e-14,9.953493023454387e-12,1.984452515674477e-15,1.4821450811830073e-17,1.3383282494402277e-07,4.731000443447878e-13,0.00355005164892575,0.00013763144740798486,1.2866635990301635e-05,8.6286463844398e-09,4.871324691606607e-10,1.4038231489445941e-10,6.440322186553563e-14,2.3191177437555448e-10,2.216570940524305e-06,6.9523636675015835e-09,3.7538340547246073e-13,4.855619249666555e-08,2.7023719685830245e-10,7.393371247097765e-13,5.546380104323709e-13,4.56283802115315e-15,1.1323387972364803e-07,3.998859778104477e-13,3.813845041745908e-17,1.1155578657910666e-16,4.047947060031091e-15,4.620967015197578e-12,1.3523754044368588e-19,3.1767985989788992e-18,1.879903897865553e-19,3.6895451227372865e-24,1.0382409940779154e-20,5.778809948483924e-33
9.826487916938202e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44858581406478126,0.11501323991365643,0.02275206592067519,3.324574157331553e-11,5.34776658027524e-09,3.501298455784295e-06,1.8143582674225215e-07,2.217412648669747e-09,1.1168075492509213e-20,8.669292835002629e-05,1.1810230972539389e-18,7.615121492584592e-05,6.97793823037104e-14,1.0230807349870503e-11,2.048431934145629e-15,1.5287465457916947e-17,1.3576459264857938e-07,4.862537756475729e-13,0.0035675982914567333,0.00013854939776130113,1.300842559554664e-05,8.781987813889678e-09,4.904122688250405e-10,1.4120585078044588e-10,6.478324379164694e-14,2.3695042011341107e-10,2.240749170478345e-06,7.079448618742871e-09,3.854233762452153e-13,4.935343170276216e-08,2.7205047832475316e-10,7.599571407614652e-13,5.683659338024685e-13,4.697641864996298e-15,1.1467804701427314e-07,4.0993838257475463e-13,3.934742248053535e-17,1.1466029241382567e-16,4.187288279178136e-15,4.722550981899729e-12,1.3899185099763927e-19,3.2924932130773902e-18,1.9517567787747788e-19,3.862931650427087e-24,1.0779409935805371e-20,6.130632394370282e-33
9.892446474761843e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485672522145835,0.11499515326367193,0.022751602883590204,3.4305524236198345e-11,5.49983893704121e-09,3.5516927739037153e-06,1.8590117375526747e-07,2.2620389092407992e-09,1.1630190555578456e-20,8.727409942392774e-05,1.221700957701335e-18,7.66009260101209e-05,7.122942273251593e-14,1.05139963576905e-11,2.1139981011532653e-15,1.5764876902513634e-17,1.3771249526389942e-07,4.996809040826687e-13,0.0035850748091746645,0.00013946716203040916,1.3150631976168059e-05,8.936875381066616e-09,4.936918461862759e-10,1.420293621907498e-10,6.516332250645214e-14,2.4206057100779684e-10,2.2650145857595126e-06,7.207954052784954e-09,3.9568108649583945e-13,5.015856857141412e-08,2.7386360132358393e-10,7.810070682289926e-13,5.823372991027901e-13,4.8354007688938785e-15,1.1613022608581825e-07,4.20171556348219e-13,4.058617124448402e-17,1.1783044486916232e-16,4.3304224898976345e-15,4.825613781462696e-12,1.4282401813755162e-19,3.411523463256291e-18,2.025835967127208e-19,4.043262424279747e-24,1.1188718631276583e-20,6.501284561980535e-33
9.958405032585484e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44854875988983245,0.11497713630688827,0.02275113988509761,3.5391667720892356e-11,5.655469238056688e-09,3.602541023838981e-06,1.9044530861560765e-07,2.307255447656699e-09,1.2108176433174854e-20,8.785525461677828e-05,1.2634927417593137e-18,7.704993122883252e-05,7.269958916143936e-14,1.0803147037994267e-11,2.181178250719026e-15,1.6253883863937892e-17,1.3967658753141126e-07,5.133852205905014e-13,0.0036024814817244245,0.00014038473955700682,1.3293247487853996e-05,9.09330913459186e-09,4.969712006592915e-10,1.4285284896237451e-10,6.554345902301537e-14,2.472425428228153e-10,2.2893663474284933e-06,7.3378844730722e-09,4.0616008352658083e-13,5.097164705196372e-08,2.756765662112253e-10,8.024928867177106e-13,5.965546529060134e-13,4.9761543440267604e-15,1.1759039718228286e-07,4.3058738461501e-13,4.185521637487599e-17,1.2106721310884408e-16,4.477425850932556e-15,4.930165874580189e-12,1.467351174177177e-19,3.533958425366115e-18,2.1021941531008828e-19,4.230767981025511e-24,1.16106276787464e-20,6.891636624373587e-33
9.999999999999999e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44853713383432725,0.11496581011143711,0.022750847927495883,3.609037915539313e-11,5.75547131971615e-09,3.6348416934311832e-06,1.9335182258392015e-07,2.336075213246367e-09,1.2417959915023355e-20,8.822173609190112e-05,1.2904305578212564e-18,7.733272204050984e-05,7.36371216657333e-14,1.0988596790874264e-11,2.224385794066899e-15,1.6568315077844525e-17,1.4092353745541996e-07,5.221717118095407e-13,0.0036134227399674695,0.00014096328851175087,1.3383390980241842e-05,9.192754757847041e-09,4.990391213477332e-10,1.4337214571687609e-10,6.578321193684377e-14,2.5054747810353244e-10,2.304767138926329e-06,7.4205562157955745e-09,4.128837651214212e-13,5.148849601616097e-08,2.7681978198835963e-10,8.162691610078146e-13,6.056480657800757e-13,5.0664743560103995e-15,1.1851531454639957e-07,4.37250606318584e-13,4.267131848299311e-17,1.2314308404191478e-16,4.57215359378664e-15,4.996869242786243e-12,1.4924261687473131e-19,3.612950700022714e-18,2.1515432194977353e-19,4.352808616891641e-24,1.1883305055675725e-20,7.148336440020671e-33
1.0024363590409125e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44853033682110854,0.1149591887648915,0.02275067692506561,3.6504640742772466e-11,5.8147212958221224e-09,3.6538459021451784e-06,1.9506905224743544e-07,2.3530660208909592e-09,1.2602465700910635e-20,8.84363938220128e-05,1.3064211858404872e-18,7.749823241624845e-05,7.419002408154221e-14,1.10983471577931e-11,2.2499998576016726e-15,1.6754687076432173e-17,1.4165692418044345e-07,5.273705428105145e-13,0.0036198185876331933,0.00014130212967957635,1.343626447579029e-05,9.251288974168487e-09,5.002503316601562e-10,1.4367631093203903e-10,6.592365435669234e-14,2.524966429413125e-10,2.3138036150349285e-06,7.46924431114546e-09,4.1686394606154083e-13,5.179271145483039e-08,2.7748937334105883e-10,8.244206180773683e-13,6.110205466359357e-13,5.119942260139057e-15,1.1905854059998517e-07,4.4118775481118716e-13,4.315508263720858e-17,1.243715748974541e-16,4.628375507755999e-15,5.036217714554854e-12,1.507262319091714e-19,3.6598679396835514e-18,2.1808848729249063e-19,4.42568493971911e-24,1.2045433425453396e-20,7.302592625589443e-33
1.0090322148232766e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485119827401198,0.11494131036038063,0.02275021400336294,3.764491683648993e-11,5.977659597848219e-09,3.7056101147146754e-06,1.9977322713877536e-07,2.3994743834674665e-09,1.3113499514911266e-20,8.901751693326643e-05,1.3505093334847867e-18,7.794583139583873e-05,7.570087003310323e-14,1.1399685262886472e-11,2.3204906365856406e-15,1.7267489293164476e-17,1.436535599209168e-07,5.41640715088229e-13,0.00363708640431494,0.00014221933173344924,1.3579675275708445e-05,9.410814651101003e-09,5.035292386060595e-10,1.4449974793617715e-10,6.630390952481852e-14,2.578231702898612e-10,2.3383255466678764e-06,7.60203792652834e-09,4.2779628399252775e-13,5.2621806445378636e-08,2.793020230634223e-10,8.467963264133757e-13,6.257375364100935e-13,5.266804238211365e-15,1.205346366872869e-07,4.51974556170463e-13,4.4486299896834395e-17,1.2774451663186997e-16,4.783349598221621e-15,5.143779747302726e-12,1.5479845220138676e-19,3.789322606582307e-18,2.261962515181819e-19,4.628256120010809e-24,1.2493436949679561e-20,7.735091550747691e-33
