Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CH4OX(63),CO2X(24),HOCO(73)
1.8358888769902907e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440525961487093,0.09353606620957945,0.013019502604686537,1.3257922342559332e-05,0.00394593367927777,0.02823781161126876,0.015505925119409259,5.7011254663250144e-05,3.450895555695577e-11,0.0022218915668838213,6.188776179300064e-11,0.0004661997650817495,2.9375625435577494e-09,1.4951652163786866e-05,1.314670938510622e-09,8.727322486406593e-11,2.2543765865238857e-05,1.06225341203641e-05,0.006737942121450664,7.838902530134008e-05,0.000401900875350053,7.492174952173533e-08,7.19677580122642e-09,1.8378240906441368e-08,6.301391732908005e-10,9.06398071098779e-06,0.00045811882794877733,1.0530115705264542e-06,1.7766544383641133e-07,0.0005665266316057883,6.904624615916252e-09,1.6810186052033453e-05,4.817257249041032e-08,8.50093997485883e-06,1.336912639463663e-10,8.621442305250305e-11,1.2014078832204744e-06,1.577129946312903e-07,3.0058008253515805e-12,1.6614652974314937e-10,8.086113192755162e-11,4.71280499722257e-13
1.8386980954535443e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44405026439865636,0.09351251581865636,0.013008257492206647,1.3262220638379962e-05,0.003946689269505132,0.028287265869032324,0.015528355650571231,5.698263597777011e-05,3.466925260614518e-11,0.00222133207638581,6.186380233978016e-11,0.0004663307320262824,2.937165604374518e-09,1.4923534589137752e-05,1.3169429123694642e-09,8.739911900425302e-11,2.2501138771853875e-05,1.0642007984425344e-05,0.006736212021957016,7.775928215666927e-05,0.0004022148082861745,7.437945785197762e-08,7.188749210131037e-09,1.8373391828729383e-08,6.3561589872276e-10,9.136675228100033e-06,0.0004614302005040279,1.054480979345304e-06,1.7769843870277938e-07,0.0005675170343412007,6.902849727164626e-09,1.6841004318659298e-05,4.824200484692186e-08,8.49591914479821e-06,1.3398309949514093e-10,8.631739812307016e-11,1.203649695115293e-06,1.5763300392298886e-07,3.0112954268064377e-12,1.6583320957430746e-10,8.060620845880147e-11,4.715656792591756e-13
1.8415073139167978e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404791336003757,0.09348897182026937,0.012997022144213381,1.32664899207555e-05,0.003947437279305996,0.028336714143247774,0.015550766850211555,5.695402763461957e-05,3.48299948217039e-11,0.0022207728713398056,6.183985283597877e-11,0.00046646159001058265,2.9367692258955816e-09,1.4895456849330602e-05,1.3192140047069628e-09,8.752484165720555e-11,2.2458811568141087e-05,1.0661471966456065e-05,0.006734482096503403,7.713663571471384e-05,0.0004025284079585312,7.384294381483987e-08,7.180732067259481e-09,1.836854972391238e-08,6.411231258985339e-10,9.209706713868911e-06,0.00046475373883195627,1.0559490791210609e-06,1.7773108529556776e-07,0.0005685072825190186,6.901075443941049e-09,1.6871806946526897e-05,4.831137431563394e-08,8.490898808066032e-06,1.3427495776297305e-10,8.642021406176381e-11,1.2058902891523471e-06,1.5755303555452775e-07,3.0167870431114943e-12,1.655203281377166e-10,8.035389632694156e-11,4.718498029169532e-13
1.8443165323800513e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440455431661694,0.09346543420573003,0.012985796553188798,1.3270730481904232e-05,0.0039481777835997664,0.028386156371985855,0.015573158758991656,5.692542988080109e-05,3.4991182414087355e-11,0.0022202139527607648,6.18159137001291e-11,0.00046659233912711164,2.9363734144583943e-09,1.486741946195201e-05,1.321484216531968e-09,8.765039313905723e-11,2.241678118170803e-05,1.068092607172408e-05,0.006732752346856771,7.652098746565263e-05,0.0004028416751645695,7.331213069169921e-08,7.1727243652695446e-09,1.8363714600755388e-08,6.466608794870993e-10,9.283074888431096e-06,0.0004680894071212221,1.0574158722227902e-06,1.777633870250815e-07,0.0005694973749288183,6.899301771683476e-09,1.69025939439718e-05,4.8380681029277915e-08,8.48587897076794e-06,1.345668384629933e-10,8.652287126323122e-11,1.2081296659857071e-06,1.5747309027082418e-07,3.0222756759914162e-12,1.6520789126821189e-10,8.010416219890727e-11,4.721328802063253e-13
1.8471257508433048e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440431539484389,0.09344190296645688,0.012974580711612336,1.3274942610341944e-05,0.0039489108563655366,0.028435592494168774,0.015595531417067082,5.689684295870723e-05,3.515281559235455e-11,0.002219655321617262,6.179198534246817e-11,0.0004667229794691163,2.9359781762328873e-09,1.4839422934424268e-05,1.3237535488202514e-09,8.777577376560711e-11,2.2375044559913063e-05,1.0700370305549493e-05,0.006731022774759181,7.591224034801219e-05,0.0004031546106978235,7.278694281904727e-08,7.1647260966648495e-09,1.835888646791587e-08,6.522291844832296e-10,9.356779478639905e-06,0.0004714371700468048,1.058881360986758e-06,1.777953472588767e-07,0.0005704873103761905,6.8975287156533635e-09,1.6933365319412327e-05,4.8449925118899364e-08,8.480859638958423e-06,1.3485874130632334e-10,8.662537011741647e-11,1.210367826274741e-06,1.5739316880319374e-07,3.0277613271798123e-12,1.6489590468635204e-10,7.985697316409097e-11,4.72414920520279e-13
1.8499349693065583e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404074583632347,0.09341837809397424,0.012963374611960926,1.327912659092901e-05,0.00394963657065387,0.028485022449558663,0.01561788486409117,5.686826710617096e-05,3.5314894564169716e-11,0.002219096978832354,6.176806816504227e-11,0.00046685351113061785,2.935583517224143e-09,1.4811467764110309e-05,1.3260220025147243e-09,8.790098385223637e-11,2.2333598670268098e-05,1.07198046733034e-05,0.006729293381928011,7.5310298732356e-05,0.00040346721534790446,7.226730557913934e-08,7.1567372537983826e-09,1.8354065333947866e-08,6.578280662075766e-10,9.430820218034376e-06,0.0004747969927662013,1.0603455477169295e-06,1.7782696932229216e-07,0.0005714770876825135,6.895756280938729e-09,1.6964121081347516e-05,4.8519106713870004e-08,8.475840818641913e-06,1.35150666002102e-10,8.672771100960528e-11,1.2126047706839228e-06,1.573132718694992e-07,3.0332439984188754e-12,1.6458437399960132e-10,7.961229673203992e-11,4.726959331355087e-13
1.8527441877698119e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440383189574117,0.09339485957991112,0.012952178246709134,1.3283282704917213e-05,0.003950354998598529,0.028534446178746238,0.015640219139218963,5.683970255651569e-05,3.5477419535803715e-11,0.0022185389252844336,6.174416256181063e-11,0.0004669839342064002,2.9351894432750087e-09,1.4783554438418939e-05,1.328289578525679e-09,8.802602371382791e-11,2.2292440500820163e-05,1.0739229180406593e-05,0.00672756417005615,7.471506840481539e-05,0.0004037794899004928,7.175314539039527e-08,7.148757828875985e-09,1.834925120730615e-08,6.63457550306297e-10,9.505196846803304e-06,0.00047816884091537906,1.0618084346854695e-06,1.7785825649897782e-07,0.0005724667056847274,6.8939844724571525e-09,1.6994861238355077e-05,4.858822594190043e-08,8.470822515773936e-06,1.35442612257518e-10,8.682989432047075e-11,1.2148404998826437e-06,1.5723340017429782e-07,3.038723691459029e-12,1.6427330470351544e-10,7.937010082996851e-11,4.729759272138669e-13
1.8555534062330654e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440358734374246,0.09337134741600016,0.012940991608329254,1.3287411229996256e-05,0.00395106621142811,0.02858386362313949,0.0156625342811114,5.681114953860555e-05,3.5640390712135627e-11,0.00221798116180807,6.172026891874865e-11,0.00046711424879200097,2.9347959600687172e-09,1.475568343491033e-05,1.3305562777310574e-09,8.8150893664689e-11,2.2251567060512273e-05,1.0758643832328316e-05,0.006725835140812226,7.412645655048377e-05,0.000404091435137333,7.124438969757974e-08,7.1407878139597244e-09,1.83444440963501e-08,6.691176627503954e-10,9.5799091117442e-06,0.0004815526806045087,1.0632700241332429e-06,1.7788921203142126e-07,0.0005734561632351109,6.8922132949587485e-09,1.7025585799089423e-05,4.865728292905382e-08,8.465804736262209e-06,1.3573457977783944e-10,8.693192042612013e-11,1.217075014545034e-06,1.5715355440898957e-07,3.0442004080585944e-12,1.6396270218293003e-10,7.91303538001211e-11,4.732549118038087e-13
1.858362624696319e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44403340940023633,0.09334784159407618,0.012929814689291452,1.3291512440339999e-05,0.003951770279477622,0.028633274724952428,0.01568483032793969,5.678260827689516e-05,3.5803808296654125e-11,0.0022174236891948514,6.169638761395056e-11,0.0004672444549837006,2.9344030731314353e-09,1.4727855221401731e-05,1.3328221009767384e-09,8.827559401847674e-11,2.2210975379523954e-05,1.0778048634585024e-05,0.006724106295840825,7.354437173669572e-05,0.0004044030518362307,7.074096696177757e-08,7.132827200971331e-09,1.833964400934772e-08,6.748084298346671e-10,9.65495676621769e-06,0.00048494847841348897,1.0647303182703175e-06,1.7791983912146986e-07,0.0005744454592010608,6.8904427530291764e-09,1.705629477227969e-05,4.8726277799760126e-08,8.460787485967793e-06,1.3602656826644747e-10,8.703378969814358e-11,1.2193083153497862e-06,1.57073735251965e-07,3.049674149983462e-12,1.6365257171315145e-10,7.889302439697508e-11,4.735328958418278e-13
1.8611718431595724e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444030926967896,0.09332434210607532,0.012918647482063872,1.3295586606652314e-05,0.003952467272199978,0.028682679427194043,0.01570710731738985,5.675407899147964e-05,3.596767249145903e-11,0.002216866508194207,6.167251901773131e-11,0.00046737455287851337,2.9340107878348046e-09,1.4700070256073244e-05,1.3350870490768392e-09,8.840012508812622e-11,2.217066250959193e-05,1.0797443592739152e-05,0.006722377636762726,7.296872389621064e-05,0.0004047143407710516,7.024280665018555e-08,7.124875981695516e-09,1.8334850954479338e-08,6.805298781763583e-10,9.730339570097505e-06,0.0004883562013872821,1.0661893192764582e-06,1.7795014093085068e-07,0.0005754345924648746,6.888672851092555e-09,1.708698816672783e-05,4.879521067683101e-08,8.455770770706177e-06,1.36318577424868e-10,8.713550250366287e-11,1.2215404029799831e-06,1.5699394336875202e-07,3.055144919006762e-12,1.6334291846114923e-10,7.865808178430793e-11,4.738098881538854e-13
1.863981061622826e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44402842626064964,0.09330084894403368,0.012907489979112752,1.3299633996212628e-05,0.003953157258177394,0.028732077673657198,0.01572936528666755,5.6725561898144214e-05,3.613198349726254e-11,0.002216309619514231,6.164866349272777e-11,0.00046750454257417855,2.9336191093984457e-09,1.4672328987573811e-05,1.337351122814041e-09,8.852448718578154e-11,2.2130625524311334e-05,1.0816828712397915e-05,0.006720649165175139,7.23994243103205e-05,0.00040502530271172406,6.974983922573515e-08,7.1169341477832625e-09,1.8330064939841464e-08,6.86282034713519e-10,9.806057289716615e-06,0.0004917758170310735,1.0676470293016324e-06,1.7798012058168552e-07,0.0005764235619235348,6.886903593414414e-09,1.711766599130664e-05,4.886408168147567e-08,8.450754596248417e-06,1.3661060695280666e-10,8.723705920538212e-11,1.2237712781229325e-06,1.5691417941216344e-07,3.0606127169085635e-12,1.6303374748674983e-10,7.842549553213692e-11,4.740858974568286e-13
1.8667902800860795e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440259073969618,0.09327736210008619,0.012896342172902552,1.330365487292113e-05,0.003953840305132717,0.02878146940890776,0.01575160427250295,5.6697057208413824e-05,3.629674151339082e-11,0.0022157530238224913,6.162482139399945e-11,0.0004676344241691526,2.9332280428924233e-09,1.4644631855127172e-05,1.3396143229399282e-09,8.864868062272973e-11,2.2090861519417865e-05,1.0836203999212133e-05,0.006718920882651949,7.183638559189929e-05,0.0004053359384242417,6.92619961365708e-08,7.1090016907550844e-09,1.8325285973450343e-08,6.920649267030592e-10,9.882109697809363e-06,0.0004952072933052745,1.069103450466498e-06,1.780097811570033e-07,0.0005774123664884961,6.88513498410456e-09,1.7148328254957977e-05,4.893289093331666e-08,8.445738968322241e-06,1.3690265654818378e-10,8.733846016163836e-11,1.2260009414700039e-06,1.5683444402244344e-07,3.066077545475561e-12,1.6272506374383042e-10,7.819523561352338e-11,4.743609323598041e-13
1.869599498549333e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44402337049353763,0.09325388156646547,0.012885204055896058,1.3307649497343566e-05,0.003954516479940651,0.028830854578273737,0.015773824311155864,5.66685651296024e-05,3.646194673778515e-11,0.0022151967217468333,6.160099306912823e-11,0.0004677641977626003,2.9328375932396816e-09,1.461697928863788e-05,1.3418766501753438e-09,8.877270570933687e-11,2.2051367613051388e-05,1.0855569458875048e-05,0.006717192790743967,7.127952166841207e-05,0.00040564624867066925,6.87792098053909e-08,7.101078602004249e-09,1.8320514063245624e-08,6.978785817185489e-10,9.958496573450327e-06,0.0004986505986203759,1.070558584862905e-06,1.7803912570124825e-07,0.000578401005085475,6.883367027119992e-09,1.7178974966690857e-05,4.9001638550406874e-08,8.440723892613155e-06,1.3719472590716722e-10,8.743970572645382e-11,1.2282293937164734e-06,1.567547378274139e-07,3.0715394065007883e-12,1.624168720815136e-10,7.796727240129064e-11,4.746350013656567e-13
1.8724087170125865e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440208156653459,0.09323040733550055,0.01287407562055448,1.331161812675568e-05,0.003955185848638898,0.028880233127834623,0.01579602543842093,5.664008586486226e-05,3.6627599367003466e-11,0.002214640713876172,6.157717885831766e-11,0.00046789386345438795,2.9324477652184526e-09,1.4589371708797257e-05,1.3441381052107553e-09,8.889656275498746e-11,2.201214094600135e-05,1.0874925097121197e-05,0.006715464890979188,7.072874776489978e-05,0.00040595623420915057,6.83014136186761e-08,7.093164872799912e-09,1.8315749217093776e-08,7.037230276477855e-10,1.0035217701989861e-05,0.0005021057018316746,1.072012434554384e-06,1.780681572207839e-07,0.0005793894766542412,6.881599726267733e-09,1.7209606135579646e-05,4.90703246492466e-08,8.43570937476555e-06,1.3748681472421246e-10,8.754079624958807e-11,1.2304566355613671e-06,1.5667506144262035e-07,3.076998301783326e-12,1.6210917724536152e-10,7.77415766646037e-11,4.74908112872321e-13
1.87521793547584e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44401824302564036,0.0932069393996159,0.012862956859337587,1.331556101518728e-05,0.003955848476439192,0.028929605004410684,0.015818207689632977,5.661161961323302e-05,3.6793699596221555e-11,0.0022140850007612766,6.155337909449145e-11,0.0004680234213450759,2.9320585634646325e-09,1.4561809527189308e-05,1.3463986887066392e-09,8.902025206802588e-11,2.197317868193451e-05,1.089427091972527e-05,0.006713737184863047,7.018398038695513e-05,0.0004062658957939168,6.782854191581404e-08,7.085260494290261e-09,1.8310991442791583e-08,7.095982926900908e-10,1.0112272874986674e-05,0.0005055725722338752,1.073465001576634e-06,1.780968786843931e-07,0.0005803777801484144,6.8798330852076465e-09,1.7240221770762284e-05,4.9138949344801054e-08,8.43069542038378e-06,1.3777892269209364e-10,8.76417320765913e-11,1.2326826677073168e-06,1.5659541547147757e-07,3.082454233128024e-12,1.6180198387856873e-10,7.751811956549248e-11,4.751802751742038e-13
1.8780271539390936e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440156526859834,0.09318347775133,0.012851847764703807,1.3319478413465858e-05,0.003956504427738251,0.028978970155552564,0.015840371099672502,5.658316656969061e-05,3.696024761923443e-11,0.0022135295829155462,6.152959410339114e-11,0.0004681528715359113,2.9316699924741223e-09,1.4534293146396496e-05,1.3486584012938702e-09,8.914377395570065e-11,2.193447800760535e-05,1.0913606932500996e-05,0.006712009673878689,6.964513730370488e-05,0.00040657523417529824,6.736052997813963e-08,7.077365457505583e-09,1.830624074806945e-08,7.155044053534268e-10,1.018966189013767e-05,0.0005090511795555941,1.0749162879380096e-06,1.7812529302377383e-07,0.0005813659145352598,6.878067107455246e-09,1.7270821881438516e-05,4.920751275051844e-08,8.425682035033273e-06,1.380710495019451e-10,8.77425135488579e-11,1.2349074908604109e-06,1.5651580050541435e-07,3.087907202345229e-12,1.6149529652315416e-10,7.729687265525075e-11,4.754514964635503e-13
1.880836372402347e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44401304475626785,0.0931600223832544,0.012840748329110325,1.3323370569259847e-05,0.003957153766128613,0.029028328529530783,0.0158625157029712,5.6554726925195874e-05,3.7127243628457686e-11,0.002212974460815777,6.150582420367329e-11,0.00046828221412882214,2.931282056605138e-09,1.4506822960105362e-05,1.3509172435741255e-09,8.92671287241111e-11,2.189603613304968e-05,1.0932933141300066e-05,0.00671028235948723,6.911213753081177e-05,0.0004068842500997355,6.689731401789931e-08,7.069479753361299e-09,1.830149714059471e-08,7.214413944512952e-10,1.026738455120531e-05,0.0005125414939537591,1.076366295620001e-06,1.7815340313403013e-07,0.0005823538787954893,6.876301796384466e-09,1.730140647686818e-05,4.927601497834827e-08,8.420669224241579e-06,1.3836319484329468e-10,8.784314100368036e-11,1.237131105730055e-06,1.564362171240183e-07,3.0933572112505256e-12,1.611891196211513e-10,7.707780787078592e-11,4.757217848318046e-13
1.8836455908656006e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44401041934474,0.09313657328809234,0.012829658545013188,1.3327237727121428e-05,0.00395779655440939,0.029077680075325525,0.015884641533517648,5.6526300866743195e-05,3.729468781492871e-11,0.002212419634902918,6.148206970700567e-11,0.00046841144922641064,2.930894760080505e-09,1.447939935321199e-05,1.3531752161202972e-09,8.939031667815648e-11,2.1857850291761843e-05,1.0952249552011032e-05,0.006708555243128036,6.858490131350959e-05,0.00040719294430979416,6.643883116715876e-08,7.061603372660941e-09,1.829676062797481e-08,7.274092890994407e-10,1.0345440667942627e-05,0.0005160434860079346,1.0778150265777141e-06,1.7818121187416e-07,0.0005833416719230629,6.87453715523039e-09,1.733197556636947e-05,4.9344456138759986e-08,8.415656993499478e-06,1.3865535840410315e-10,8.79436147743039e-11,1.2393535130288362e-06,1.5635666589517995e-07,3.0988042616644693e-12,1.6088345751579603e-10,7.686089753087689e-11,4.759911482709562e-13
1.8864548093288541e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44400777655802187,0.09311313045863778,0.01281857840486743,1.3331080128528937e-05,0.00395843285459689,0.02912702474261645,0.015906748624863038,5.649788857740869e-05,3.746258036830799e-11,0.002211865105582823,6.145833091816286e-11,0.00046854057693194686,2.9305081069898965e-09,1.4452022701927211e-05,1.3554323194769135e-09,8.951333812148746e-11,2.1819917740855982e-05,1.0971556170558276e-05,0.006706828326218995,6.806335010968375e-05,0.00040750131754417894,6.598501946666066e-08,7.053736306099125e-09,1.8292031217760484e-08,7.334081187123986e-10,1.0423830056016207e-05,0.0005195571267145689,1.0792624827403435e-06,1.7820872206753635e-07,0.0005843292929249951,6.872773187091982e-09,1.736252915931729e-05,4.9412836340761865e-08,8.41064534826201e-06,1.389475398708009e-10,8.80439351899811e-11,1.2415747134723892e-06,1.5627714737523567e-07,3.1042483554123474e-12,1.6057831445271223e-10,7.664611433237564e-11,4.762595946748728e-13
1.8892640277921076e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44400511650113456,0.09308969388777412,0.01280750790112715,1.3334898011928836e-05,0.003959062727935162,0.0291763624817726,0.015928837010126932,5.646949023639847e-05,3.763092147688053e-11,0.002211310873226984,6.143460813512119e-11,0.00046866959734936356,2.930122101292065e-09,1.442469337388155e-05,1.3576885541605643e-09,8.963619335646004e-11,2.1782235761211757e-05,1.099085300290094e-05,0.006705101610156789,6.754740657300887e-05,0.0004078093705377505,6.55358178546481e-08,7.045878544264417e-09,1.8287308917448797e-08,7.394379129998634e-10,1.050255253692726e-05,0.0005230823874811813,1.0807086660116371e-06,1.7823593650238587e-07,0.0005853167408211621,6.871009894934752e-09,1.7393067265141588e-05,4.948115569192013e-08,8.405634293949541e-06,1.3923973892832528e-10,8.81441025760266e-11,1.2437947077792655e-06,1.561976621091112e-07,3.1096894943239217e-12,1.6027369458109371e-10,7.643343134634874e-11,4.765271318406246e-13
1.8920732462553612e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44400243927752,0.09306626356847303,0.012796447026245621,1.3338691612777214e-05,0.00395968623490642,0.02922569324384247,0.01595090672200319,5.644110601909637e-05,3.779971132755695e-11,0.002210756938173264,6.141090164915273e-11,0.0004687985105832496,2.9297367468170335e-09,1.43974117282299e-05,1.359943920660337e-09,8.975888268409158e-11,2.1744801657605028e-05,1.1010140055031925e-05,0.006703375096317174,6.703699453615443e-05,0.0004081171040215429,6.509116615566358e-08,7.038030077642205e-09,1.8282593734486136e-08,7.454987019629235e-10,1.0581607937931012e-05,0.0005266192401204966,1.082153578270369e-06,1.7826285793226153e-07,0.0005863040146441118,6.869247281593417e-09,1.7423589893325744e-05,4.9549414298378396e-08,8.400623835948813e-06,1.3953195526015906e-10,8.824411725387254e-11,1.2460134966708078e-06,1.561182106304634e-07,3.115127680233207e-12,1.599696019548837e-10,7.622282201416574e-11,4.767937674697916e-13
1.8948824647186147e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439997449890644,0.09304283949379342,0.012785395772675392,1.3342461163580898e-05,0.003960303435241355,0.02927501698054421,0.015972957792765814,5.64127360971118e-05,3.7968950105874925e-11,0.0022102033007266202,6.138721174491854e-11,0.0004689273167388455,2.92935204726826e-09,1.4370178115755851e-05,1.3621984194382578e-09,8.988140640401932e-11,2.1707612758823835e-05,1.1029417332976867e-05,0.0067016487860552644,6.653203899406855e-05,0.0004084245187227815,6.465100506933393e-08,7.030190896617517e-09,1.8277885676271197e-08,7.515905158901429e-10,1.0660996091954513e-05,0.0005301676568445348,1.0835972213707921e-06,1.7828948907651068e-07,0.0005872911134388769,6.867485349774529e-09,1.7454097053404964e-05,4.9617612264877086e-08,8.395613979613953e-06,1.3982418854836758e-10,8.834397954112354e-11,1.2482310808710292e-06,1.560387934618223e-07,3.120562914978229e-12,1.5966604053394988e-10,7.601426014354138e-11,4.770595091697622e-13
1.8976916831818682e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44399703373612026,0.09301942165688018,0.012774354132868381,1.3346206893938087e-05,0.0039609143879293495,0.02932433364425584,0.015994990254274935,5.6384380638327126e-05,3.81386379960004e-11,0.0022096499611598125,6.136353870056138e-11,0.0004690560159220374,2.9289680062247747e-09,1.4342992878975659e-05,1.3644520509297339e-09,9.00037648144607e-11,2.1670666417770246e-05,1.1048684842793149e-05,0.006699922680705814,6.60324660873498e-05,0.00040873161536490304,6.421527615915068e-08,7.022360991477784e-09,1.827318475015782e-08,7.577133853535432e-10,1.0740716837513257e-05,0.0005337276102586676,1.0850395971430954e-06,1.783158326207386e-07,0.0005882780362627908,6.865724102059076e-09,1.748458875496472e-05,4.968574969477313e-08,8.390604730267505e-06,1.4011643847363674e-10,8.844368975161217e-11,1.2504474611064903e-06,1.5595941111473205e-07,3.1259952004008024e-12,1.5936301418525532e-10,7.580771990454033e-11,4.773243644550158e-13
1.9005009016451217e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439943056175292,0.09299601005096304,0.012763322099275979,1.334992903057854e-05,0.003961519151228575,0.029373643188005717,0.016017004137982772,5.635603980694492e-05,3.8308775180728913e-11,0.0022090969197141033,6.133988278779741e-11,0.0004691846082393521,2.9285846271432867e-09,1.4315856352241822e-05,1.3667048155440058e-09,9.012595821217633e-11,2.1633960011548366e-05,1.106794259056893e-05,0.006698196781583489,6.55382030857158e-05,0.000409038394667576,6.378392184125919e-08,7.014540352415563e-09,1.826849096345781e-08,7.638673412044368e-10,1.0820770018626383e-05,0.0005372990733556474,1.0864807073938558e-06,1.7834189121726705e-07,0.0005892647821853048,6.863963540905019e-09,1.75150650076392e-05,4.975382669005982e-08,8.385596093201448e-06,1.40408704715311e-10,8.854324819545409e-11,1.2526626381061863e-06,1.55880064089891e-07,3.1314245383463142e-12,1.5906052668402568e-10,7.56031758255431e-11,4.775883407483941e-13
1.9033101201083752e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439915607306439,0.0929726046693555,0.012752299664349124,1.3353627797403294e-05,0.003962117782675974,0.029422945565463012,0.016038999474939652,5.632771376353491e-05,3.847936184148686e-11,0.0022085441765999554,6.131624427200725e-11,0.00046931309379795195,2.9282019133602594e-09,1.4288768861846256e-05,1.3689567136645956e-09,9.024798689243454e-11,2.1597490941538985e-05,1.1087190582422178e-05,0.00669647108998316,6.504917837157682e-05,0.00040934485734672147,6.335688537325698e-08,7.006728969531221e-09,1.8263804323443688e-08,7.700524145691941e-10,1.0901155484731132e-05,0.0005408820195096156,1.087920553906478e-06,1.7836766748558748e-07,0.0005902513502878098,6.862203668649851e-09,1.7545525821109773e-05,4.982184335138655e-08,8.380588073678171e-06,1.4070098695143103e-10,8.864265517910337e-11,1.2548766126014335e-06,1.5580075287729146e-07,3.1368509306635078e-12,1.587585817149107e-10,7.540060278918437e-11,4.778514453823566e-13
1.9061193385716288e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44398879917135087,0.09294920550545364,0.012741286820538421,1.3357303415523974e-05,0.003962710339097141,0.029472240730928374,0.016060976295800004,5.629940266508087e-05,3.86503981583328e-11,0.0022079917319977127,6.129262341232615e-11,0.0004694414727056302,2.9278198680939703e-09,1.4261730726123014e-05,1.3712077456497645e-09,9.036985114897826e-11,2.156125663346131e-05,1.110642882449973e-05,0.006694745607180177,6.456532142372259e-05,0.00040965100411453583,6.293411084302216e-08,6.998926832835588e-09,1.8259124837351395e-08,7.762686368448867e-10,1.0981873090596113e-05,0.000544476422470103,1.0893591384416353e-06,1.7839316401280977e-07,0.0005912377396634575,6.8604444875130925e-09,1.7575971205103522e-05,4.9889799778078825e-08,8.37558067693147e-06,1.4099328485877075e-10,8.874191100540756e-11,1.2570893853257563e-06,1.557214779563588e-07,3.142274379204275e-12,1.5845718287314136e-10,7.51999760282689e-11,4.781136856002257e-13
1.9089285570348823e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44398602103409235,0.09292581255273512,0.012730283560294212,1.336095610330159e-05,0.003963296876616084,0.029521528639324626,0.01608293463082842,5.6271106665026974e-05,3.8821884309958764e-11,0.0022074395860582742,6.12690204617335e-11,0.00046956974507080576,2.9274384944465256e-09,1.423474225555052e-05,1.37345791183297e-09,9.049155127399375e-11,2.1525254537422205e-05,1.1125657322976358e-05,0.006693020334430666,6.408656280112914e-05,0.0004099568356795125,6.25155431575654e-08,6.991133932252536e-09,1.82544525123829e-08,7.825160396948594e-10,1.1062922696234146e-05,0.0005480822563560217,1.0907964627377046e-06,1.784183833541058e-07,0.0005922239494169883,6.858685999598746e-09,1.7606401169391767e-05,4.995769606815822e-08,8.370573908167513e-06,1.412855981128755e-10,8.884101597366287e-11,1.259300957014785e-06,1.5564223979608937e-07,3.147694885823455e-12,1.5815633366568104e-10,7.500127112166323e-11,4.783750685574159e-13
