Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),COX(50)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.005623792273728e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,4.3593052209251178e-76,7.6174078036292523e-42,3.8399807063499798e-93,3.6166880408180652e-57,1.7466648149894718e-142,7.1237143035495988e-25,-7.1281820653069193e-118,7.1237143035489762e-25,1.1403508667420862e-79,1.2064889150726567e-77,8.060111972180694e-121,4.8702925232533957e-122,5.1113386702559736e-61,7.1578130352100223e-95,2.8251634421299508e-18,1.3583636890012977e-19,5.2358675890944879e-23,6.0740118775810597e-38,5.235867589095684e-23,5.9823619913469849e-36,9.8718211566139661e-45,8.8876168628582254e-52,2.6883586837906127e-82,5.115794675003461e-58,7.1346312297490602e-111
1.9615746618366438e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.3607317402254208e-74,4.6009143139067885e-41,4.2687854149478115e-91,5.4655389672927271e-56,6.3400540599171214e-140,1.9946400049940897e-24,1.3758710333733996e-116,1.9946400049937132e-24,3.215971900356163e-78,3.7932624491527759e-76,1.620891110602795e-118,9.7941739323510558e-120,6.0679819004154821e-60,3.7050901720455461e-93,7.9104576379638617e-18,3.8034183292036332e-19,1.4660429249462627e-22,3.668571552801262e-37,1.4660429249469854e-22,3.6133466370159329e-35,1.1719826053524644e-43,1.0616435208063712e-50,1.6453777526555467e-80,6.0734714387863131e-57,1.4347766355631839e-108
4.483599227055186e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,3.0292949583339272e-73,2.2151421900674662e-40,3.9120445212666505e-89,5.8795774142038984e-55,2.3251446164127152e-137,4.5591771542731556e-24,1.4527866212966032e-114,4.5591771542713431e-24,6.9954413394062909e-77,8.4619371699141143e-75,2.9723034713191165e-116,1.7960032594048335e-117,5.9571583530880754e-59,1.6177873715184587e-91,1.8081046029631668e-17,8.6935276096083047e-19,3.3509552570191153e-22,1.7661252361979065e-36,3.3509552570225947e-22,1.7396708584472349e-34,1.1506594666966127e-42,1.0561081266777022e-49,7.5247908432962379e-79,5.9629702751128702e-56,2.6310166960251477e-106
9.52764835749227e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,5.6682105757277446e-72,9.6741079185873081e-40,3.0366121979241903e-87,5.4043446056343805e-54,7.2299874857296887e-135,9.6882514528345118e-24,1.1483068364477759e-112,9.6882514528265978e-24,1.2968369284660923e-75,1.584592974361577e-73,4.6188900295992767e-114,2.7909470308261377e-115,5.2682880926277271e-58,6.0226167565044833e-90,3.8422222812967213e-17,1.8473746170417649e-18,7.1207799211617167e-22,7.711955391573671e-36,7.1207799211769145e-22,7.5975996397671677e-34,1.01774525859382e-41,9.586295085348926e-49,2.914631608574926e-77,5.2741796821921206e-55,4.0885383683543402e-104
1.9615746618366439e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,9.7840642718657633e-71,4.0387496246645727e-39,2.2151395608954988e-85,4.6235305911165107e-53,2.110971376065548e-132,1.994640004997013e-23,8.1387921991535631e-111,1.9946400049937095e-23,2.2289313367616494e-74,2.7361810042017755e-72,6.7415748760741506e-112,4.073571412805739e-113,4.4270507014439916e-57,2.0748827884974334e-88,7.9104576379638032e-17,3.8034183292036333e-18,1.4660429249434506e-21,3.2186058974296505e-35,1.4660429249497951e-21,3.1718482474930181e-33,8.5547619863555007e-41,8.4702484979152185e-48,1.0621896985838184e-75,4.4332658199920587e-54,5.9674916196058567e-102
3.9791943140114775e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996517,0.022821567693054282,0.0,1.6244031718189306e-69,1.6499610059766662e-38,1.617062450109019e-83,3.822824503034539e-52,6.1640619388420896e-130,4.0462697244292982e-23,5.4770340427465926e-109,4.0462697244158011e-23,3.6942902285780248e-73,4.5435182433352045e-71,9.8427431742191949e-110,5.9474407620059912e-111,3.6274943395711669e-56,6.8857794813628434e-87,1.6046928351297846e-16,7.7155057535273671e-18,2.9739727905930435e-21,1.3141023518979678e-34,2.9739727906189623e-21,1.2958034687701743e-32,7.0137104879560767e-40,7.6207047731827609e-47,3.8770566825633258e-74,3.6346591723365927e-53,8.7125765839421845e-100
8.014433618361144e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.118669966029965,0.022821567693054278,0.0,2.644845110286787e-68,6.6694062176595836e-38,1.2397463511613457e-81,3.10865739797954e-51,1.8893833967438209e-127,8.1495291633145149e-23,3.5936823680361732e-107,8.1495291632599555e-23,6.0151939549518593e-72,7.3983336113463763e-70,1.5087244352582945e-107,9.1164109903714238e-109,2.9342928864286335e-55,2.2436309926534394e-85,3.2319869777965478e-16,1.5539680602174825e-17,5.9898325218723688e-21,5.3053295082570174e-34,5.9898325219771409e-21,5.2378445174158745e-32,5.6798841983871989e-39,7.2668140428534131e-46,1.4871902838360609e-72,2.9434412431370661e-52,1.3354891977501257e-97
1.6084912227060478e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996469,0.022821567693054271,0.0,4.2612011002628977e-67,2.6817389274606074e-37,1.0390237014189137e-79,2.5072448102775673e-50,6.3286288780086403e-125,1.635604804116753e-22,2.3286526928419474e-105,1.6356048040948157e-22,9.7085472945744297e-71,1.1920167584063388e-68,2.5274940802199198e-105,1.5272288479273948e-106,2.3564055073272476e-54,7.2445485178316695e-84,6.4865752631298909e-16,3.1188030299469699e-17,1.2021551984351581e-20,2.1280543771758845e-33,1.2021551984772867e-20,2.1061140147791428e-31,4.5716643017569685e-38,7.6122711141984325e-45,6.2390440284161303e-71,2.3691376029418565e-51,2.2372813498540849e-95
3.2225869444459145e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999864,0.11866996602996403,0.022821567693054254,0.0,6.8175010608126733e-66,1.0754972700226654e-36,9.7393915450464505e-78,2.0139553813708895e-49,2.3706231126071664e-122,3.2769085797203901e-22,1.4995871470847311e-103,3.2769085796324109e-22,1.5601374868903754e-69,1.9071390316030411e-67,4.7353337896220147e-103,2.8613077374382972e-104,1.8823075656991469e-53,2.3286953862417327e-82,1.299575183379584e-15,6.248472969405931e-17,2.4084990908992238e-20,8.4930618985579399e-33,2.408499091068183e-20,8.446457346623045e-31,3.668471661899168e-37,8.9382562830152793e-44,2.9278543143461841e-69,1.9010837503514428e-50,4.1916117837875649e-93
