Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),O(29),CH3X(55),C2H4(47),OH(D)X(68),COX(50),CH4OX(63),CHOX(53),C2H6X(52),acetyl(44),CH2(T)(34),C2H4X(222),CH2O2(186),C2H4X(70),CH2OX(54),CH2OH(40),CHO2X(213)
8.538055492585836e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226498629333445,0.11862816038394138,0.02282095850354219,0.0,1.9980931150848723e-15,2.7208190034199787e-10,3.3764384654953526e-14,1.486698500971804e-15,4.080732130990731e-18,7.535579971895428e-07,7.29689370361583e-30,7.526253010286316e-07,6.512819259676813e-21,6.243325299363784e-20,4.734335604632032e-25,2.842262055412979e-26,9.954242828021824e-12,5.753135734297429e-22,4.1047070600178076e-05,1.2183498893474468e-06,2.0071313446254274e-08,1.376666047195472e-12,3.979065996824904e-12,1.185889782608174e-10,1.258169136742093e-17,5.4348553434686137e-14,7.218937018365711e-13,4.891747425644968e-09,3.2712969248197657e-15,8.772556221130369e-14,9.80672949885689e-12,2.28165910727254e-12,3.600212573480503e-22,2.8680744089266303e-17,8.927277309748055e-20,5.954495276860087e-25,2.0309687272029462e-23,9.24765374610187e-20,6.146514171032801e-26,1.3293523930980549e-14,2.02150151633811e-26,9.729605713872021e-23,1.6499116779366703e-28,2.5932014029859904e-22,3.9759517947862933e-25,6.177152976215541e-27
9.303000592063058e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226120763064925,0.11862442526995352,0.02282090393015195,0.0,2.5687582464838062e-15,3.2296011985650976e-10,4.4219728136722026e-14,1.923117187858374e-15,5.22990460552047e-18,8.21071494077523e-07,1.2102749349682177e-29,8.199645950474315e-07,9.084541460684987e-21,8.723951952905371e-20,6.911574542150969e-25,4.0672670742990926e-26,1.182305059504966e-11,8.461289423490982e-22,4.471420772077773e-05,1.3274920093187357e-06,2.1991579618292845e-08,1.556255580090972e-12,4.362360356010524e-12,1.1917480055868652e-10,1.4264414974762383e-17,5.461701393050262e-14,7.263816626248334e-13,5.353915790523333e-09,3.921541611651166e-15,1.1333910579638505e-13,1.1640579295639221e-11,2.4953201981713957e-12,5.394021307118285e-22,3.432284139320973e-17,1.1864361051875402e-19,8.428077239159089e-25,2.6683736848811885e-23,1.3013234919711726e-19,8.796852002391184e-26,1.5783952273362573e-14,3.06578151397751e-26,1.1467201941658973e-22,2.427447121443718e-28,3.6070120778774272e-22,5.984649005579454e-25,8.371984255560284e-27
9.999999999999999e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522577660734179,0.11862102340450138,0.02282085420497625,0.0,3.1748341038065004e-15,3.731073019496091e-10,5.546637445659146e-14,2.388516174894122e-15,6.447515779156326e-18,8.825882136774682e-07,1.8519911287724428e-29,8.813096258602059e-07,1.2014894530816716e-20,1.1573068496548773e-19,9.51183913503574e-25,5.495716380341258e-26,1.3666407583750976e-11,1.173079461159734e-21,4.8054132261449844e-05,1.426937827453648e-06,2.375442556101585e-08,1.7276035808163472e-12,4.711608073546833e-12,1.197085874808876e-10,1.5873387879507928e-17,5.4861628404041425e-14,7.30551636782276e-13,5.777010257028021e-09,4.566972543197527e-15,1.4061254821531436e-13,1.3448135915019258e-11,2.6900000923244014e-12,7.656402927965194e-22,3.9907461906730345e-17,1.5052752842104405e-19,1.1294768470349875e-24,3.3574073668903884e-23,1.7348177409184807e-19,1.1887994273767893e-25,1.8239499833813726e-14,4.450759453789971e-26,1.3173713706138967e-22,3.3664054469419357e-28,4.76318830218224e-22,8.453346684197988e-25,1.0824382723794745e-26
1.0067945691540279e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225743065448903,0.11862069185542627,0.022820849357649355,0.0,3.2385436479722998e-15,3.7818897967583967e-10,5.6655707373042804e-14,2.4375299702246944e-15,6.575364590124647e-18,8.885850597737096e-07,1.9272291115846126e-29,8.872890743477383e-07,1.2333499770568615e-20,1.1884177287178606e-19,9.801188335644613e-25,5.652778962019298e-26,1.3853277786208461e-11,1.2096413958303803e-21,4.837964303790901e-05,1.4366320246905013e-06,2.3926943754779295e-08,1.7447033653251168e-12,4.7456538012440294e-12,1.197606226997116e-10,1.6034136488194233e-17,5.488547418033061e-14,7.309623017632705e-13,5.81835571317977e-09,4.632604838554953e-15,1.4348266188624207e-13,1.3631308184966065e-11,2.708977951512047e-12,7.914727414054678e-22,4.047451492639137e-17,1.5391343395618153e-19,1.160909572463777e-24,3.430460157542303e-23,1.7821944566027754e-19,1.2227914478550806e-25,1.8488380494135195e-14,4.613119246811804e-26,1.3346358093367358e-22,3.4714193815131605e-28,4.888988483789912e-22,8.731810865825378e-25,1.1088710455883594e-26
1.08328907910175e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522536553640671,0.11861696013956986,0.022820794786034233,0.0,4.015414670703282e-15,4.377667728458628e-10,7.124974869236998e-14,3.0363466018847283e-15,8.13247755638398e-18,9.560986939788375e-07,2.9640514538608696e-29,9.54598744381255e-07,1.6362379554455583e-20,1.5839084151983428e-19,1.3558503110586927e-24,7.664028997084725e-26,1.6045101480880297e-11,1.6868637215653923e-21,5.2043377341663256e-05,1.5457699354065493e-06,2.587740236861139e-08,1.942109367533205e-12,5.128945964157372e-12,1.2034644469163135e-10,1.7892167620319984e-17,5.51539341878789e-14,7.356372745660332e-13,6.2850669775509265e-09,5.404931225383789e-15,1.7851717637394255e-13,1.577886801938613e-11,2.922632362475249e-12,1.1366733991073435e-21,4.7136307573339517e-17,1.9564086165761497e-19,1.5622462124535218e-24,4.329542943919606e-23,2.384892234425016e-19,1.658136758320562e-25,2.14068785593361e-14,6.857253331866746e-26,1.536711935072524e-22,4.8422872189158515e-28,6.481711149820827e-22,1.240290125581225e-24,1.4402432696644078e-26
1.1597835890494721e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522498817585968,0.11861323012159486,0.022820740215306404,0.0,4.907354691012568e-15,5.016917961411793e-10,8.818053862691523e-14,3.7259763307672545e-15,9.916613559105176e-18,1.0236123963937904e-06,4.424064191131685e-29,1.0218936105974977e-06,2.1279249119404377e-20,2.0712892755824615e-19,1.835875422416874e-24,1.0171856086502769e-25,1.8398701130989826e-11,2.301449678857435e-21,5.5705411421763224e-05,1.654905741406683e-06,2.784295196872227e-08,2.1485735282778268e-12,5.512236518254826e-12,1.2093226653576056e-10,1.9839821336633395e-17,5.5422393953914554e-14,7.404082459063162e-13,6.754049366331489e-09,6.238965404027858e-15,2.1880189369989912e-13,1.8083210669594598e-11,3.136283430248647e-12,1.59881590094738e-21,5.4308769699408534e-17,2.443884812446429e-19,2.0603416730957357e-24,5.378216190728355e-23,3.12823811176604e-19,2.2011179938413852e-25,2.4539516425808115e-14,1.0043901300304521e-25,1.7529530898866643e-22,6.6081147821687255e-28,8.430679631353709e-22,1.7211393115830442e-24,1.8393655691594436e-26
1.2362780989971943e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224610983729235,0.11860950180071228,0.022820685645465688,0.0,5.922365367264694e-15,5.699623500667906e-10,1.0762802370096888e-13,4.512827899887564e-15,1.1943147233580838e-17,1.0911261667193108e-06,6.433070110418449e-29,1.0891736784437969e-06,2.7197266900119745e-20,2.663897461567484e-19,2.4398150880423523e-24,1.3252745165734317e-25,2.0914258559755083e-11,3.0797909932099212e-21,5.936574606756326e-05,1.7640394426266823e-06,2.982358906003958e-08,2.364195785759246e-12,5.895525466905196e-12,1.2151808822788125e-10,2.1878412143927554e-17,5.5690853476671535e-14,7.452768902159388e-13,7.225302660973493e-09,7.135152018012025e-15,2.646943644047602e-13,2.054428802442487e-11,3.3499311584846596e-12,2.2052810177722565e-21,6.199245914140326e-17,3.0072284900372666e-19,2.6697543980964183e-24,6.589355421777607e-23,4.0323501317478717e-19,2.868372948025829e-25,2.7886364041231942e-14,1.4478868170003607e-25,1.9833637994069657e-22,8.844851000452445e-28,1.0784276303142666e-21,2.340045981176864e-24,2.3148427804107434e-26
1.3892671188926385e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45223857104403853,0.11860205024707005,0.0228205765084449,0.0,8.353698242670138e-15,7.195332704908434e-10,1.5479916408788716e-13,6.403829011891683e-15,1.6784929089201563e-17,1.2261539099058992e-06,1.2730112899684746e-28,1.2236894408049581e-06,4.2513278909766625e-20,4.222728360802868e-19,4.109021083388855e-24,2.146810154840193e-25,2.643198589958925e-11,5.247511010236972e-21,6.66813202118399e-05,1.982300530449452e-06,3.383011171589849e-08,2.823314176349304e-12,6.6620986651752545e-12,1.226897311507071e-10,2.6233668866905117e-17,5.6227771790568323e-14,7.553139434641627e-13,8.174621087398546e-09,9.115761181582335e-15,3.747243420863466e-13,2.593645449392773e-11,3.7772166047904085e-12,3.979594664760536e-21,7.889578874778247e-17,4.384378919356556e-19,4.285946540219659e-24,9.551952979428244e-23,6.409768119327002e-19,4.64852364376655e-25,3.52229682640318e-14,2.8668381367563497e-25,2.486711984273552e-22,1.507575103764889e-27,1.6913092223138522e-21,4.105089402725348e-24,3.5321369824437096e-26
1.5269572367985382e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45223179188207924,0.11859534964494,0.022820478288158322,0.0,1.104345556772213e-14,8.689918407322004e-10,2.0769130143005459e-13,8.502510912083859e-15,2.2125865138791008e-17,1.3476791080288345e-06,2.2096864148988515e-28,1.3447030711076757e-06,6.095164158489547e-20,6.138138916664935e-19,6.2785829673479545e-24,3.1706037333961886e-25,3.1953708686001786e-11,8.082437164513762e-21,7.325953278764898e-05,2.178728310415902e-06,3.748754618098382e-08,3.2688433658756364e-12,7.352010062442252e-12,1.2374420925028554e-10,3.0477616650868225e-17,5.671099743773648e-14,7.646983272088086e-13,9.036771951173372e-09,1.1115331644220327e-14,4.964823673145227e-13,3.132495472614332e-11,4.161762105798261e-12,6.4241580284720925e-21,9.586293222697452e-17,5.940930262160231e-19,6.288508720753842e-24,1.2908924422841754e-22,9.327273002567273e-19,6.868369927790771e-25,4.255921093463854e-14,5.031524932426315e-25,2.9882306385841827e-22,2.3226395384366392e-27,2.4356005942263926e-21,6.4762257232029124e-24,4.98700759952743e-26
1.6646473547044379e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45222501816460997,0.11858865452913518,0.022820380070743225,0.0,1.425726676760071e-14,1.0325036703519094e-09,2.715936254461214e-13,1.1015837369615905e-14,2.849148592221664e-17,1.4692045215361706e-06,3.6529713977758296e-28,1.4656688393088025e-06,8.459848767907662e-20,8.643884102736838e-19,9.261781267692414e-24,4.525229818999271e-25,3.8003110694042575e-11,1.199270554051653e-20,7.983225145554498e-05,2.375149269713624e-06,4.119380957756251e-08,3.7455975293118654e-12,8.041916999034198e-12,1.2479868684420112e-10,3.503669853825761e-17,5.71942222934355e-14,7.744256502209908e-13,9.906277093999706e-09,1.332319157946373e-14,6.418935103267622e-13,3.722052800461779e-11,4.546296810506764e-12,9.943983668853268e-21,1.1449546959638108e-16,7.833216042785715e-19,8.925596551429031e-24,1.7005600631198976e-22,1.313670628763655e-18,9.807457694087568e-25,5.059058060283678e-14,8.445489345054758e-25,3.5357290195145953e-22,3.447078798295147e-27,3.399038822698636e-21,9.825524859754654e-24,6.849924767027154e-26
1.8023374726103375e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45221824988706005,0.11858196489506716,0.02282028185619857,0.0,1.8042493193146674e-14,1.2100589830109633e-09,3.476011151223648e-13,1.3981166042528467e-14,3.597162256911103e-17,1.5907301486903161e-06,5.79641613997141e-28,1.5865867770982054e-06,1.1426446187262433e-19,1.1851028501714442e-18,1.3262792884638703e-23,6.276217315117952e-25,4.4581337952791755e-11,1.7242290748778378e-20,8.639948080574407e-05,2.571563407823922e-06,4.494888137549219e-08,4.254158273870813e-12,8.73181884107663e-12,1.2585316392731768e-10,3.991862450488581e-17,5.767744635643014e-14,7.845060239282166e-13,1.0783135196179772e-08,1.574193451275876e-14,8.129827453507181e-13,4.362289439978614e-11,4.930820725431176e-12,1.4850312600375987e-20,1.3479692448278865e-16,1.0095711682782264e-18,1.2319728342558575e-23,2.192751282024715e-22,1.8000917178132736e-18,1.3609090948976025e-24,5.931748487654169e-14,1.3626617707412092e-24,4.12923348197824e-22,4.956880658140524e-27,4.619801552379179e-21,1.4422972533264183e-23,9.192996078591237e-26
1.9400275905162372e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522114870448632,0.1185752807381515,0.022820183644523317,0.0,2.2446709220343528e-14,1.4016480416730559e-09,4.3682195897803734e-13,1.7435849363479267e-14,4.465615457348694e-17,1.712255987754917e-06,8.881800433173e-28,1.7074569161428493e-06,1.5079512754892624e-19,1.5880362739493627e-18,1.85161678222507e-23,8.495329214887895e-25,5.168956131289211e-11,2.413005361325159e-20,9.296122542460881e-05,2.76797072418621e-06,4.875274100115041e-08,4.795106933870824e-12,9.421715743801645e-12,1.26907640491702e-10,4.513111935180567e-17,5.816066962424651e-14,7.949496599398402e-13,1.1667344924931848e-08,1.837415405800968e-14,1.0117578587858659e-12,5.053177417183173e-11,5.315333862822771e-12,2.150435518110807e-20,1.567708988168638e-16,1.2763308543038068e-18,1.6604411923451236e-23,2.776330751724754e-22,2.409555029477401e-18,1.84304498287175e-24,6.87403312701648e-14,2.1234471297445207e-24,4.768770392933034e-22,6.938078984631233e-27,6.138818231742109e-21,2.0581781162072992e-23,1.2095303790242505e-25
2.077717708422137e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522047296334568,0.11856860205380754,0.02282008543571644,0.0,2.7517707398983674e-14,1.6072611486405486e-09,5.403775508245686e-13,2.1417234556927233e-14,5.463500985541555e-17,1.8337820369954026e-06,1.3205663544021335e-27,1.8282792880868117e-06,1.9506757067350527e-19,2.0862433855140128e-18,2.5288780065878902e-23,1.126063571750707e-24,5.932897642950732e-11,3.299087096195179e-20,9.951748989465143e-05,2.9643712181980845e-06,5.2605367837119566e-08,5.3690245099271664e-12,1.0111608114715432e-11,1.2796211653286e-10,5.0681922330543067e-17,5.864389209603215e-14,8.057668699654533e-13,1.255890493438802e-08,2.1222443909579544e-14,1.2402095881548071e-12,5.7946887770529375e-11,5.699836231505423e-12,3.031958879007171e-20,1.8042107280335756e-16,1.5871313759548835e-18,2.1924177955849323e-23,3.4604784672857138e-22,3.16088577758633e-18,2.444279041433853e-24,7.885952720528316e-14,3.2091839806660964e-24,5.454366118691513e-22,9.487078782655858e-27,7.999708404398923e-21,2.866092568498802e-23,1.5643186325075657e-25
2.2154078263280365e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521979776482822,0.11856192883745846,0.0228199872297769,0.0,3.330350364451163e-14,1.8268886455912052e-09,6.594024854855232e-13,2.5962663656041156e-14,6.599816482574989e-17,1.9553082946797333e-06,1.9126032164755007e-27,1.9490539245512946e-06,2.479873380145524e-19,2.693757642471641e-18,3.388176188874804e-23,1.465658726988881e-24,6.750080374506783e-11,4.419665533324513e-20,0.00010606827879453699,3.1607648892154016e-06,5.6506741221888e-08,5.976491619215136e-12,1.0801495861100706e-11,1.2901659204720173e-10,5.657878691850832e-17,5.912711377139419e-14,8.169680656787338e-13,1.3457813865600793e-08,2.4289397834374268e-14,1.5003117599339459e-12,6.586795583508858e-11,6.084327836878762e-12,4.176383116100228e-20,2.0575120487160832e-16,1.9455450079045313e-18,2.8434614108476577e-23,4.254693575652754e-22,4.07415141845833e-18,3.183164474577439e-24,8.96754800113198e-14,4.720720361428813e-24,6.186047007132866e-22,1.2710949461490068e-26,1.0248721456242272e-20,3.9067557875717936e-23,1.9930524522310636e-25
2.490788062139836e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45218448993841437,0.11854859879045711,0.02281979082649573,0.0,4.721270232816696e-14,2.308148373257393e-09,9.48464741595823e-13,3.689499584617916e-14,9.32375221610483e-17,2.1983614284616497e-06,3.753778383116682e-27,2.190460117412313e-06,3.83517771090781e-19,4.2977545448839154e-18,5.791608913513033e-23,2.3710565465740398e-24,8.544670056619273e-11,7.53211486254861e-20,0.00011915344817928161,3.553531759480928e-06,6.445564476895899e-08,7.294395263975694e-12,1.2181257360506718e-11,1.311255414701627e-10,6.944179246009586e-17,6.009355472650956e-14,8.405645598640322e-13,1.527767299214858e-08,3.108967328674528e-14,2.123278996707489e-12,8.322683886486625e-11,6.853278794215751e-12,7.469287202172414e-20,2.614667675834247e-16,2.819708410122547e-18,4.5705345182978767e-23,6.212941185913056e-22,6.472860123625792e-18,5.15536127553989e-24,1.1339928509727652e-13,9.531640174485477e-24,7.787769637797989e-22,2.1666396330709652e-26,1.610891530793541e-20,6.874617632075841e-23,3.113858122058716e-25
2.7158097348921107e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45217348479045055,0.11853772259754213,0.022819630347831472,0.0,6.111542217817849e-14,2.7429367198649312e-09,1.2405287602063605e-12,4.7822236204458017e-14,1.2037640676541887e-16,2.3969682346686646e-06,6.164152171542376e-27,2.3875790646152497e-06,5.280955568978139e-19,6.06985420082248e-18,8.617783755980911e-23,3.381496417394512e-24,1.0170278812487779e-10,1.115566530801828e-19,0.00012982952157112335,3.874453398663027e-06,7.10955223557322e-08,8.475882601646047e-12,1.330868808108108e-11,1.3284882738716526e-10,8.104677500255142e-17,6.088326102187571e-14,8.610769900643927e-13,1.6786547950644292e-08,3.731791715718394e-14,2.7429002225000042e-12,9.891144875145486e-11,7.481580417432801e-12,1.1438888223403716e-19,3.1201604835479357e-16,3.7066535374042736e-18,6.48740971029637e-23,8.226720937552751e-22,9.106100230602414e-18,7.35931924023265e-24,1.3485735277932302e-13,1.5976607818111883e-23,9.233669201792364e-22,3.209352712518936e-26,2.2488749348015512e-20,1.0428033193917378e-22,4.343330429842311e-25
2.9408314076443856e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521624940786433,0.11852686095209516,0.022819469876812645,0.0,7.75298254354441e-14,3.215036700474293e-09,1.5884164797697805e-12,6.071794076189102e-14,1.523278657438439e-16,2.5955755762229616e-06,9.716423145694154e-27,2.5845709099530116e-06,7.077815403450071e-19,8.342337125643363e-18,1.243863155625608e-22,4.687956371142479e-24,1.1939682578744184e-10,1.600297283771631e-19,0.00014049102728594463,4.195356805472642e-06,7.786533544484467e-08,9.75414893328219e-12,1.44361056655733e-11,1.3457211183123953e-10,9.3672548917591e-17,6.16729651771457e-14,8.827473539958832e-13,1.8315033209541812e-08,4.416227703360417e-14,3.470899092193972e-12,1.1594391633245468e-10,8.109853397025085e-12,1.6894627936627983e-19,3.6710144954239557e-16,4.766442501431244e-18,8.954113254579908e-23,1.0663591436464625e-21,1.2462573512447325e-17,1.021245531772478e-23,1.5818136478765285e-13,2.5650827078918444e-23,1.080297942206578e-21,4.604317828376819e-26,3.056575560737812e-20,1.529417401031784e-22,5.915425704441824e-25
3.1658530803966605e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45215151778319823,0.11851601383423899,0.02281930941343478,0.0,9.667177743739174e-14,3.724407184770664e-09,1.9974227033519286e-12,7.574496678935039e-14,1.8948589206716533e-16,2.7941834456156526e-06,1.4791473383469273e-26,2.7814357908527197e-06,9.27054254924278e-19,1.1202182764913992e-17,1.7491802415126513e-22,6.344534161789303e-24,1.3853478276566773e-10,2.233970613510179e-19,0.0001511379852090826,4.516241976014637e-06,8.476499267420774e-08,1.113171975530388e-11,1.5563511181956654e-11,1.362953947752178e-10,1.0735338429938684e-16,6.246266718662947e-14,9.05623681931988e-13,1.9863122497954182e-08,5.1634075361997707e-14,4.315463957802898e-12,1.3432302715947528e-10,8.738097772853038e-12,2.419634244035423e-19,4.267414017194958e-16,6.0157457022838044e-18,1.2067609992211946e-22,1.3573651792367217e-21,1.6660520832379512e-17,1.3834664967127426e-23,1.8337309670645592e-13,3.96989695524578e-23,1.2495815172442363e-21,6.42801966334685e-26,4.0604968679994414e-20,2.179528206634745e-22,7.89344499384921e-25
3.3908747531489353e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45214055588434887,0.11850518122412358,0.02281914895769345,0.0,1.187590149667048e-13,4.271007325375371e-09,2.4729361699328547e-12,9.306613534439091e-14,2.322448268932642e-16,2.9927918353539616e-06,2.1851827371440044e-26,2.9781738445788934e-06,1.1904907188186844e-18,1.4743529528482845e-17,2.4049057750179654e-22,8.410255182357012e-24,1.5912280414036436e-10,3.046145455070084e-19,0.00016177041519860108,4.837108906097072e-06,9.17944023488393e-08,1.261111796958257e-11,1.6690903999586805e-11,1.3801867619277087e-10,1.2212367885169778e-16,6.325236704540825e-14,9.297547107727058e-13,2.1430809451920096e-08,5.974463469478686e-14,5.2846694385920065e-12,1.540475681273362e-10,9.366313582209132e-12,3.3749741427950518e-19,4.909548901042193e-16,7.47152914219756e-18,1.5932947134126174e-22,1.700947445358881e-21,2.1826144294402296e-17,1.83570658715665e-23,2.104343235004557e-13,5.952897912300407e-23,1.431229124221307e-21,8.7655555776762e-26,5.2887357328472964e-20,3.029824943279234e-22,1.0347648258162808e-24
3.61589642590121e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45212960836235655,0.1184943631019262,0.022818988509584217,0.0,1.4401121095573205e-13,4.854796558343971e-09,3.02043950076383e-12,1.1284423144341753e-13,2.8099936001345535e-16,3.191400737959797e-06,3.1450557250160256e-26,3.1747852082335746e-06,1.5027510165392154e-18,1.9067718256370374e-17,3.241838143381357e-22,1.0949156912701225e-23,1.8116721064613586e-10,4.069424940473799e-19,0.00017238833708532798,5.157957591231381e-06,9.895347243668035e-08,1.419486396338009e-11,1.7818283216126413e-11,1.397419560690009e-10,1.3801796458286253e-16,6.404206475420326e-14,9.551898826304516e-13,2.301808761444469e-08,6.850527759807437e-14,6.386477924529346e-12,1.7511632747225684e-10,9.994500854854198e-12,4.600746458240008e-19,5.597614538054482e-16,9.151054226085642e-18,2.0663302209049974e-22,2.102614924154718e-21,2.809341658209511e-17,2.3922230881648276e-23,2.3936681952400674e-13,8.684369926649987e-23,1.6252522369786009e-21,1.17107848996656e-25,6.770924721011869e-20,4.1216543522778973e-22,1.3355626677234175e-24
3.840918098653485e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521186751975113,0.11848355944785123,0.022818828069102678,0.0,1.7265004021741892e-13,5.4757346036805065e-09,3.64550914480856e-12,1.3524200422808476e-13,3.361445302669531e-16,3.390010145967828e-06,4.4240341130374405e-26,3.371270018756458e-06,1.8685660545698736e-18,2.4283337434953417e-17,4.294605906430626e-22,1.4030373193799906e-23,2.0467449845443504e-10,5.339498079564519e-19,0.00018299177067289307,5.478788026632478e-06,1.0624211056447055e-07,1.5885475741283526e-11,1.8945649544735083e-11,1.4146523437998245e-10,1.5507091538110906e-16,6.483176031001807e-14,9.819793432012588e-13,2.4624950435572473e-08,7.79273265594866e-14,7.628741055275322e-12,1.9752809477005173e-10,1.0622659627286674e-11,6.14699249558162e-19,6.331811850194879e-16,1.1071877559677474e-17,2.638003298932427e-22,2.568132730820672e-21,3.560389607281947e-17,3.0684421796549686e-23,2.7017235853047025e-13,1.2367333413988802e-22,1.8316623290742264e-21,1.536644805496031e-25,8.538177131547855e-20,5.501196423919838e-22,1.7002696431293906e-24
4.06593977140576e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521077563701304,0.1184727702421303,0.022818667636244412,0.0,2.048992458643966e-13,6.133781465861829e-09,4.353815323571721e-12,1.6042216712836318e-13,3.980757260168071e-16,3.588620051927343e-06,6.098256347073486e-26,3.5676284129250126e-06,2.2927266448403156e-18,3.050626954722288e-17,5.601873950887167e-22,1.772821843881369e-23,2.2965133896050557e-10,6.895177069103616e-19,0.00019358073573776563,5.799600207219172e-06,1.1366022401385883e-07,1.7685468769744846e-11,2.00730034490314e-11,1.4318851109113666e-10,1.7331735064042643e-16,6.562145370540602e-14,1.0101739402439115e-12,2.6251391272441864e-08,8.802210389581808e-14,9.019201184864567e-12,2.2128166093432626e-10,1.1250789941666156e-11,8.068606324746413e-19,7.112347283289175e-16,1.3251850744361868e-17,3.321272869900939e-22,3.1035264962322414e-21,4.4506545333003414e-17,3.880982162311672e-23,3.028527136817623e-13,1.724082678979924e-22,2.0504708692920625e-21,1.9844273069730213e-25,1.0623033626589352e-19,7.219631775406576e-22,2.1382285537332247e-24
4.2909614441580347e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4520968518605598,0.11846199546502201,0.022818507211005066,0.0,2.4098470669027005e-13,6.828897434376633e-09,5.151121975055389e-12,1.8854739802050765e-13,4.671886855906986e-16,3.7872304484033633e-06,8.255651328779106e-26,3.763860527354602e-06,2.7800748565500577e-18,3.785973907363698e-17,7.206546882527955e-22,2.2122271698562232e-23,2.561045785685444e-10,8.778427133294046e-19,0.0002041552520292921,6.120394127614516e-06,1.2120771971738243e-07,1.9597355875925016e-11,2.1200344028421435e-11,1.4491178618689777e-10,1.927922396235176e-16,6.641114494207506e-14,1.0398252222444866e-12,2.7897403389309188e-08,9.880093165967398e-14,1.0565492824237535e-11,2.463758182146771e-10,1.1878891829699692e-11,1.042539498502824e-18,7.939432800080727e-16,1.5709120169630096e-17,4.1299263085107723e-22,3.715086744018734e-21,5.495755477523533e-17,4.847676608775081e-23,3.3740965755816567e-13,2.3583247648933966e-22,2.281689318678471e-21,2.526506054837911e-25,1.3059411283050017e-19,9.333295760705055e-22,2.6596315580932094e-24
4.5159831169103096e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45208596164917286,0.11845123509681216,0.022818346793380226,0.0,2.811345052865486e-13,7.561043084274998e-09,6.04328669704519e-12,2.197803393815338e-13,5.438794976460009e-16,3.985841327974573e-06,1.0996861998073135e-25,3.959966498498611e-06,3.335496366564523e-18,4.6474361721672086e-17,9.155970658042053e-22,2.729746066695197e-23,2.8404123847185643e-10,1.1034393077202134e-18,0.00021471533926973381,6.44116978214589e-06,1.2888450425433748e-07,2.1623647408052552e-11,2.2327671068554844e-11,1.4663505965393295e-10,2.1353070968593607e-16,6.720083402322276e-14,1.0709854367586647e-12,2.956297995762019e-08,1.1027513154692636e-13,1.2275144068832767e-11,2.728093601948933e-10,1.2506965321702371e-11,1.3282131988275407e-18,8.813285872125594e-16,1.8462126804970967e-17,5.07858488725153e-22,4.409373264799478e-21,6.712016978978458e-17,5.987597755420214e-23,3.7384496216834656e-13,3.1715720901166744e-22,2.5253291360808313e-21,3.17587591843843e-25,1.5882554233373803e-19,1.1903825227955591e-21,3.275562803176282e-24
