Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C2H6(343),C4H7X(140),C4H7X(142),C4H6(54),C4H5X(418),C4H7X(143),C4H5X(419),C6H9X(483),C6H9X(546),SX(577),SX(486),C4H7X(146),C6H9X(573),C6H9X(693),C4H7X(145),SX(695),SX(782),SX(819),SX(698),SX(815),C6H9X(692),C6H9X(468),SX(962),SX(1040),C6H9(960),SX(1145),SX(1399),SX(1442),SX(1396),C6H9X(691),SX(1589),SX(1584),C4H6a(417),C6H9(574),SX(1850),SX(2360),SX(2415),C3H6(75),SX(2358),SX(2416),SX(2759),SX(2819),SX(2700),SX(1397),SX(2696),SX(2697),SX(3136),SX(1586),SX(3138),SX(3351),SX(3422),SX(3141),SX(2816),SX(3418),S(2817),S(3419),SX(4343),SX(5140),SX(5223),SX(5138),SX(5224),SX(5479),SX(5559),SX(5396),SX(5393),SX(5392),SX(5556),S(5557),SX(1487),SX(1486),SX(6770),SX(6766),SX(6983),S(6767),SX(7361),SX(8708),SX(8705),SX(8704),SX(7357)
0.003876763976437694,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282496414229,0.66999999914068031,1.1057581136349392e-11,1.7379310949613925e-23,2.77820707992272e-16,6.3390672099884223e-25,4.0674041643602551e-28,3.2681324215969844e-45,4.3305418250559257e-32,1.1494473289338196e-30,3.1593544016012672e-44,3.7395946345579452e-11,8.361760707654605e-10,3.9840476975683433e-10,4.9300158238839268e-16,9.9919220131540697e-13,1.7499045551368444e-17,5.234331651271383e-20,1.3782006680845901e-14,9.0906903277879837e-19,2.3768515192947016e-21,2.7344336288413033e-24,3.5289612146355687e-24,4.1862756608456323e-21,4.7801156099518185e-26,1.0492599557631719e-24,3.1321532007861734e-31,1.7594317704208898e-23,1.1088275626528093e-25,1.0137626687587192e-29,8.5752417952660103e-29,6.2068629616486898e-26,4.9047408816492356e-30,1.7632971521537849e-28,1.7723496209758075e-28,1.3307239824666821e-25,2.2117254770206331e-34,2.9780948496582361e-30,1.0926364731703174e-28,7.8112080410961736e-34,1.0539583436748783e-28,4.6572676616723882e-33,2.3256377419336299e-31,2.4117802856090984e-34,6.0890269928317884e-26,1.3352442877393626e-33,6.3475654779020258e-33,3.9882024613352201e-21,3.6851682459937892e-29,2.9242738400566311e-24,1.8579869981855195e-29,2.3369597453699285e-28,1.0106089610585056e-26,1.0050643941413845e-26,4.3736842503917452e-32,2.6258958698700013e-29,1.5097297054713422e-34,8.8435930800465308e-34,1.6075876949813913e-32,3.0176066401919973e-31,2.869899785043685e-29,5.1719446341755851e-35,1.5649618972681558e-34,1.2481060461263748e-34,6.4447771957964429e-32,3.7029231021580827e-37,2.1656051424565711e-36,6.0531767240184606e-32,8.0348031752858801e-35,4.6230954333961206e-37,5.6735456642671029e-40,2.0904890563470604e-35,1.1128216596708412e-40,5.3036839605423748e-40,4.0409609640128045e-38,1.4257970669619909e-43,5.1629851929410859e-41,2.6559348609177986e-46,5.521334213525942e-46,1.2049041308445667e-42,5.1801845501181843e-46,7.7581402619075862e-44,9.0911993497761683e-49,1.930359398706617e-33,3.6511595518993759e-42,7.6506792630822417e-39,2.4110892778408216e-38,2.745299895028435e-37,1.1331241840899004e-41,4.361292249459325e-37,1.1807429180840564e-44,4.3307617574097912e-44,4.3307617574097912e-44,4.3638966226523021e-37
0.00391307219167104,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282496153043,0.66999999913765984,1.1197567121922734e-11,1.8056999925204611e-23,2.7782070812449815e-16,6.3184108203851107e-25,4.1310995540862582e-28,3.4390980763453019e-45,4.4408640580789729e-32,1.1713474149162104e-30,3.3244667989173473e-44,3.7274088516241926e-11,8.3890977768978537e-10,3.9982653403465792e-10,4.9603449673770948e-16,1.0054324462403259e-12,1.766556749511655e-17,5.3179263135464173e-20,1.400252583722258e-14,9.2663428270722544e-19,2.414811002176112e-21,2.7872689182555047e-24,3.5971751113637243e-24,4.3067710144827849e-21,4.9189505997945792e-26,1.0799240175422602e-24,3.2649283098168734e-31,1.8266450336131659e-23,1.1609948816879422e-25,1.0567780784610807e-29,8.9029256516542204e-29,6.504119380734527e-26,5.1842419898513377e-30,1.864803828448435e-28,1.8744175549055056e-28,1.3807228670451854e-25,2.2556892059197388e-34,3.0942823992433412e-30,1.1356131225865694e-28,8.1046968127655523e-34,1.1018288230579383e-28,4.8937143108389051e-33,2.4451619670091885e-31,2.5213345246704763e-34,6.3809018443459315e-26,1.3992487201399505e-33,6.6518351198276368e-33,4.0640396520251138e-21,3.7912402830948632e-29,3.0365052366956165e-24,1.9293972485094727e-29,2.4270949108803444e-28,1.0594449577775912e-26,1.0535786697115544e-26,4.5848712720707872e-32,2.7783916375779554e-29,1.5974606030605658e-34,9.3583454198425959e-34,1.6851929687610431e-32,3.1635242300766535e-31,3.0365245077013704e-29,5.472240728987259e-35,1.645949953538541e-34,1.3205888697548147e-34,6.8827796608372812e-32,3.9547410735715745e-37,2.3131209974279365e-36,6.4608495914337177e-32,8.6261290547670786e-35,4.891576644949852e-37,6.0591341364293527e-40,2.2534333213354073e-35,1.1995991755819315e-40,5.7178223908307223e-40,4.397283884267307e-38,1.5515493870431303e-43,5.6708116197022655e-41,2.9172576560541683e-46,6.0649120926299885e-46,1.3113399206791327e-42,5.636962038345912e-46,8.5975105074884883e-44,9.9854029521829384e-49,2.0467600902433171e-33,3.8390755498975196e-42,8.1154238020088521e-39,2.5565750511616871e-38,2.9136253072103521e-37,1.2014540285797082e-41,4.6644650143957757e-37,1.2628217134627216e-44,4.6318138561256135e-44,4.6318138561256145e-44,4.6672750673017407e-37
0.003949380406904387,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282495893395,0.66999999913465558,1.1338008618640771e-11,1.8754398861710359e-23,2.7782070825745193e-16,6.2980147179664904e-25,4.195184899199506e-28,3.6172830039115185e-45,4.5529399084157307e-32,1.1934549057479434e-30,3.49654467168144e-44,3.7153766191208167e-11,8.4162656198050365e-10,4.0123909091461172e-10,4.9905668497869097e-16,1.011652452306744e-12,1.7832072296482562e-17,5.4020621422239983e-20,1.4224482327853094e-14,9.4437097464301979e-19,2.4530162232508059e-21,2.8406198920680175e-24,3.6660546267797434e-24,4.4295698683894852e-21,5.060464232378595e-26,1.1111833949074751e-24,3.4020085217196066e-31,1.8957663576600059e-23,1.2150909516086444e-25,1.1011898276403495e-29,9.2399146208748886e-29,6.8126605702390542e-26,5.4768849472967639e-30,1.9711320840311269e-28,1.9813369311559719e-28,1.4322302487338371e-25,2.3001339360817401e-34,3.2141059515750922e-30,1.1799449048290657e-28,8.4070403450716479e-34,1.1514907951201162e-28,5.1401420376863731e-33,2.5697907532157632e-31,2.6349891065085876e-34,6.683873613864764e-26,1.4656865681618686e-33,6.9676729930819466e-33,4.140501998518058e-21,3.8993400982098437e-29,3.1519469869545643e-24,2.0028531030038893e-29,2.5198211396615781e-28,1.110155538068933e-26,1.1039520981501613e-26,4.8041543584586948e-32,2.9382067008353832e-29,1.689404930739895e-34,9.8978602209662555e-34,1.7657724922881144e-32,3.3150435074919255e-31,3.211144634164453e-29,5.7869471427799405e-35,1.7303192636424022e-34,1.3965506348588177e-34,7.3460803216994378e-32,4.2211126850012901e-37,2.4691764373801855e-36,6.891786955187313e-32,9.2546898401400517e-35,5.1729440941691192e-37,6.466993515366835e-40,2.4273943996168924e-35,1.2922463564259206e-40,6.1600108953603343e-40,4.7812893152323712e-38,1.6870735991493208e-43,6.2231885846068664e-41,3.2015133643166113e-46,6.656220858691606e-46,1.4260593352579208e-42,6.1292263203533922e-46,9.5186223676018562e-44,1.0958053291183781e-48,2.1691175430177039e-33,4.0350322855162593e-42,8.6041235778861694e-39,2.7095107528184561e-38,3.0907053163255264e-37,1.2732807889416539e-41,4.9858381322148397e-37,1.3498279472664698e-44,4.9509390931770996e-44,4.9509390931770996e-44,4.9888680975628542e-37
0.003986236832224696,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282495631371,0.669999999131622,1.1481033606656819e-11,1.9482877739903888e-23,2.778207083931545e-16,6.2775717607287352e-25,4.2606352772275367e-28,3.8057816628909643e-45,4.6685131265925348e-32,1.2161082978367777e-30,3.6785758247661017e-44,3.7033167460942738e-11,8.4436732707361981e-10,4.0266370775829604e-10,5.0211368564346656e-16,1.0179459347721938e-12,1.8001074699350522e-17,5.4880209143354845e-20,1.445125579583386e-14,9.625510111957087e-19,2.4920492274355913e-21,2.8953044239496741e-24,3.7366587699581139e-24,4.5566013714126313e-21,5.2068807054073998e-26,1.1435295534357769e-24,3.5456623940527181e-31,1.9679194808250947e-23,1.2720299271899271e-25,1.1477326969542077e-29,9.5916874633799178e-29,7.1377288804630584e-26,5.7878900462410079e-30,2.0841833949729958e-28,2.0950201962659555e-28,1.4860943193728029e-25,2.3457435899031188e-34,3.3395479336885298e-30,1.2263659918570546e-28,8.7232174469563282e-34,1.2037902274139831e-28,5.400849924869365e-33,2.7017035906418079e-31,2.7546801149183781e-34,7.0030916977895581e-26,1.5356870290518201e-33,7.300447175660943e-33,4.2187559170617096e-21,4.011165921178115e-29,3.2724778005102847e-24,2.0795501670628502e-29,2.6166482430270833e-28,1.1636041731471681e-26,1.1570421049535028e-26,5.0352662693374467e-32,3.1082072573196098e-29,1.7872119194208854e-34,1.0471818894018691e-33,1.8506978627241249e-32,3.4747443246751949e-31,3.3968916767965915e-29,6.1217076697374822e-35,1.8195320200512021e-34,1.4773536730395326e-34,7.8434916389447209e-32,4.5071056654640709e-37,2.636742059884145e-36,7.3541475327629745e-32,9.9328320482010282e-35,5.4722439579224259e-37,6.90488171606476e-40,2.6159004767826384e-35,1.3926425689597489e-40,6.6392244512540813e-40,5.2013235735036775e-38,1.8353156633036068e-43,6.8330113054353743e-41,3.5153392409693644e-46,7.3090721938300886e-46,1.5515580579448736e-42,6.6676767116283088e-46,1.0544538567785721e-43,1.2031856874658243e-48,2.2996752785556433e-33,4.2424582371102518e-42,9.1257574854963847e-39,2.8727010770623665e-38,3.279801691306669e-37,1.3499214858296897e-41,5.3316317697326794e-37,1.4434456233101935e-44,5.2943141392410283e-44,5.2943141392410283e-44,5.3349003993182904e-37
0.0040230932575450054,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282495370902,0.66999999912860431,1.1624522182195953e-11,2.0232460881362247e-23,2.778207085296013e-16,6.2573859594235651e-25,4.3264846446233239e-28,4.002209067530001e-45,4.7859167649224279e-32,1.238975362750232e-30,3.8682564921003135e-44,3.6914085762281448e-11,8.4709118520493164e-10,4.0407913440486111e-10,5.0515991231887145e-16,1.0242190848646019e-12,1.8170060129582436e-17,5.5745345401372593e-20,1.4679501598565218e-14,9.8090790820860485e-19,2.5313341853925655e-21,2.9505209391500676e-24,3.8079492104369878e-24,4.6860521220827931e-21,5.356110929171621e-26,1.1765011309595537e-24,3.6939563801407574e-31,2.0421131066644394e-23,1.3310652641677362e-25,1.1957805198474609e-29,9.9534114197099572e-29,7.4750917929999807e-26,6.113466208570152e-30,2.202584592978647e-28,2.2140869281677138e-28,1.5415864309518561e-25,2.3918528068315535e-34,3.4689209031587119e-30,1.2742526681290748e-28,9.0489510240525654e-34,1.2580487865437166e-28,5.672561468754883e-33,2.8392480635419078e-31,2.8788551693505461e-34,7.3344014990191619e-26,1.6083390528146486e-33,7.6458266446307714e-33,4.2976493881190727e-21,4.1251214152148633e-29,3.3964437087883033e-24,2.1584361556025516e-29,2.7162483103397927e-28,1.2190968648770879e-26,1.2121590308833439e-26,5.2752050395504169e-32,3.2863369821698192e-29,1.8896987638119301e-34,1.107328452122996e-33,1.9388658900474614e-32,3.640552910119008e-31,3.591518627606569e-29,6.4724727419019397e-35,1.9124558351919299e-34,1.5620205891973849e-34,8.3695263138603804e-32,4.8095661311374163e-37,2.8139716850183863e-36,7.8427902447741016e-32,1.0653485303405537e-34,5.7858559105860462e-37,7.3679680872480996e-40,2.8171047170000146e-35,1.499804573263575e-40,7.1507751920904071e-40,5.6538693086692614e-38,1.9950345849754896e-43,7.496134612072432e-41,3.8566035170819409e-46,8.0190365926027886e-46,1.6867875763261561e-42,7.2478042544253882e-46,1.1669985469657921e-43,1.3199514725602999e-48,2.4369063494542183e-33,4.4587567577062067e-42,9.6742436114194031e-39,3.0442379343573958e-38,3.4787182788653417e-37,1.4304797831989114e-41,5.6981468728130403e-37,1.5426732872213447e-44,5.658265824594615e-44,5.658265824594614e-44,5.7016706445289771e-37
0.004059949682865315,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282495111931,0.66999999912560249,1.1768471498470297e-11,2.1003554391745345e-23,2.7782070866678589e-16,6.2374517914990408e-25,4.3927316012127872e-28,4.2068203668924652e-45,4.9051625844364693e-32,1.2620560789564761e-30,4.0658325824083155e-44,3.6796488519252787e-11,8.4979839287832307e-10,4.0548551513535517e-10,5.0819549410638189e-16,1.0304721572067085e-12,1.8339028483654146e-17,5.6616014681373598e-20,1.4909215414844859e-14,9.9944173215731591e-19,2.5708703935226063e-21,3.0062696394310976e-24,3.879926953891791e-24,4.8179451213589249e-21,5.5081819075963151e-26,1.2101041669839651e-24,3.8469951780908446e-31,2.1183852164012724e-23,1.3922532325752741e-25,1.2453672980338669e-29,1.0325271775079122e-28,7.8250944148455203e-26,6.4541535166107374e-30,2.3265359816149847e-28,2.338738921426431e-28,1.5987446103847941e-25,2.4384636221993744e-34,3.6023201586961953e-30,1.3236407259328003e-28,9.3844642922424937e-34,1.3143254613482768e-28,5.9556535067451812e-33,2.9826191265124139e-31,3.0076492958636078e-34,7.6781433527266683e-26,1.6837172708023741e-33,8.0041661922659906e-33,4.3771801230196621e-21,4.2412268282829456e-29,3.5239096280873833e-24,2.2395524935531587e-29,2.8186740011265549e-28,1.2766918747349121e-26,1.269360487442811e-26,5.5242216697923251e-32,3.4729043212792242e-29,1.9970431408754317e-34,1.1703303116436628e-33,2.0303687493478051e-32,3.8126431661972929e-31,3.7953623259337963e-29,6.8398494869992984e-35,2.0092088473369381e-34,1.6506979880265365e-34,8.925545357051403e-32,5.1292775728955432e-37,3.0013258452121383e-36,8.3589436031590391e-32,1.141886953320558e-34,6.11432299816849e-37,7.8574507779345387e-40,3.031733994628383e-35,1.6141198247016508e-40,7.6965173904775892e-40,6.1411092065192346e-38,2.167001054643397e-43,8.2166626478883906e-41,4.227419632334297e-46,8.7905157075330478e-46,1.8324023084710685e-42,7.8724069821512519e-46,1.2903565936638139e-43,1.4468253632667484e-48,2.5810945009670203e-33,4.68423581676978e-42,1.0250731510742778e-38,3.2244764221521951e-38,3.6878790164895945e-37,1.5151222649013062e-41,6.0864381014855493e-37,1.6477964708172893e-44,6.0438414432139099e-44,6.0438414432139099e-44,6.0902344763200764e-37
0.004096806108185624,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282494854471,0.66999999912261621,1.1912878751647692e-11,2.1796568279410379e-23,2.7782070880470895e-16,6.2177638222899483e-25,4.4593747633654611e-28,4.4198764372914579e-45,5.0262623111056804e-32,1.2853504246101723e-30,4.2715555139032214e-44,3.668034367084614e-11,8.5248919996696589e-10,4.0688299066352409e-10,5.1122055450140416e-16,1.0367054009344826e-12,1.8507979302683421e-17,5.749219964550399e-20,1.5140392973826252e-14,1.0181525032400838e-18,2.610657064655748e-21,3.0625505857390197e-24,3.9525925286099545e-24,4.9523033679391582e-21,5.6631206421595119e-26,1.2443447007017122e-24,4.004884369691164e-31,2.1967741317810656e-23,1.4556510482888757e-25,1.2965273029647034e-29,1.0707455476581074e-28,8.1880882094705151e-26,6.8105068515277511e-30,2.4562434092894832e-28,2.4691835685799796e-28,1.6576075141295088e-25,2.485578105172975e-34,3.7398426492597048e-30,1.3745665826219389e-28,9.7299841628199626e-34,1.3726806130858975e-28,6.2505129972724765e-33,3.1320170248773266e-31,3.1412006622881917e-34,8.0346638987639422e-26,1.7618976969078687e-33,8.3758271833759228e-33,4.4573458599190972e-21,4.359502406358826e-29,3.6549410834542876e-24,2.322940994869408e-29,2.9239784711901666e-28,1.3364485653731096e-26,1.3287051689694536e-26,5.7825718815462032e-32,3.6682264243408683e-29,2.1094277443719585e-34,1.236295027553174e-33,2.125300348347237e-32,3.9911922695399257e-31,4.0087691129394997e-29,7.2244621599599641e-35,2.1099115041507864e-34,1.7435366108354821e-34,9.5129611105037227e-32,5.4670530494957608e-37,3.1992824805528845e-36,8.9038812853250515e-32,1.2231297563473842e-34,6.4582035905057059e-37,8.3745731261955992e-40,3.260549560849522e-35,1.7359941107151437e-40,8.2783931664227904e-40,6.665350475090337e-38,2.3520297415476002e-43,8.9989736523362461e-41,4.6300422182815004e-46,9.6282054185232551e-46,1.9890940713897972e-42,8.5444425561725063e-46,1.4254537001923423e-43,1.5845783027978055e-48,2.7325332634473055e-33,4.9192117739809912e-42,1.0856410640061617e-38,3.4137838903487801e-38,3.9077226726684166e-37,1.6040212600118963e-41,6.4976047790826389e-37,1.7591127977832951e-44,6.452132640642406e-44,6.452132640642404e-44,6.5016922509482958e-37
0.004133662533505934,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282494598475,0.66999999911964525,1.205774117981129e-11,2.2611916455184964e-23,2.7782070894336614e-16,6.1983168627153191e-25,4.5264127636847878e-28,4.6416439520765969e-45,5.1492276366658619e-32,1.3088583776155176e-30,4.4856822887232095e-44,3.6565620605410835e-11,8.5516385089112597e-10,4.0827169825734759e-10,5.1423521847641685e-16,1.0429190598675615e-12,1.8676912623898121e-17,5.8373885205249728e-20,1.5373030053902842e-14,1.0370402886440601e-18,2.6506935134029363e-21,3.1193639797405314e-24,4.0259460492452742e-24,5.0891498587578691e-21,5.8209541318951092e-26,1.2792287708875031e-24,4.1677313825612759e-31,2.2773185147072384e-23,1.5213168790783822e-25,1.3492953682519135e-29,1.1100151131413902e-28,8.5644310531249227e-26,7.1830961596866666e-30,2.5919183701069512e-28,2.6056339624316172e-28,1.7182144338278172e-25,2.533198349619519e-34,3.8815869898526796e-30,1.4270672866696407e-28,1.0085741275596949e-33,1.4331759983017832e-28,6.5575372226612989e-33,3.2876474019315508e-31,3.2796506305817888e-34,8.4043161385563061e-26,1.8429577400411943e-33,8.7611776146168646e-33,4.5381443634701874e-21,4.479968393870704e-29,3.7896042085268444e-24,2.4086438624333588e-29,3.0322153724979588e-28,1.3984274110676319e-26,1.3902528627369019e-26,6.0505161611901539e-32,3.8726293086492857e-29,2.2270403793323892e-34,1.3053331734428698e-33,2.2237563435653477e-32,4.1763807016326412e-31,4.2320950103274337e-29,7.6269524650827271e-35,2.2146872238010058e-34,1.8406914133748627e-34,1.0133238701888524e-31,5.8237360257971084e-37,3.4083374330636194e-36,9.4789233604489554e-32,1.3093178078723338e-34,6.8180716696492229e-37,8.9206249394418647e-40,3.5043483465029303e-35,1.8658522458755573e-40,8.8984358223492064e-40,7.2290307733975001e-38,2.5509813881549961e-43,9.8477356676740531e-41,5.0668751917510314e-46,1.0537112708086599e-45,2.1575938647176344e-42,9.2670358660003698e-46,1.5732853334445952e-43,1.7340322644449151e-48,2.8915262197741877e-33,5.1640095503798001e-42,1.1492511454877118e-38,3.6125402763371905e-38,4.1387032578569764e-37,1.6973549998649348e-41,6.9327924428621557e-37,1.8769324034790459e-44,6.884276953797471e-44,6.884276953797469e-44,6.9371905905481353e-37
0.004170518958826243,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282494343929,0.66999999911668906,1.2203056061977309e-11,2.3450016732086709e-23,2.7782070908275343e-16,6.1791058193170596e-25,4.5938442506707645e-28,4.8723954577157966e-45,5.2740702189748066e-32,1.3325799156315269e-30,4.7084755632486691e-44,3.645228927513669e-11,8.5782258395792994e-10,4.0965177185152009e-10,5.1723960560713523e-16,1.0491133726665775e-12,1.8845828168418352e-17,5.9261055105387883e-20,1.5607122481795488e-14,1.0561051239270905e-18,2.6909790017498122e-21,3.1767099285857389e-24,4.0999876777273749e-24,5.2285075884803234e-21,5.9817093735039621e-26,1.3147624157813596e-24,4.335644684050005e-31,2.3600573668761778e-23,1.5893098505157175e-25,1.4037067668267608e-29,1.1503549005100924e-28,8.954487290184388e-26,7.5725067171512666e-30,2.7337781040306667e-28,2.7483089976513073e-28,1.7806053018571514e-25,2.5813264845203259e-34,4.0276534770615605e-30,1.4811805236226553e-28,1.0451970031492298e-33,1.4958747915531847e-28,6.8771339914726584e-33,3.4497214059319631e-31,3.4231438088570243e-34,8.7874594910511552e-26,1.9269762163984842e-33,9.1605921728180981e-33,4.6195734244953737e-21,4.6026450332513012e-29,3.9279657453678808e-24,2.4967036879486113e-29,3.1434388530497845e-28,1.4626900080004984e-26,1.4540644588939274e-26,6.328319803395304e-32,4.0864480219192331e-29,2.3500740559637245e-34,1.3775583923689229e-33,2.3258341562241512e-32,4.368392278924669e-31,4.4657058979890184e-29,8.0479798762600605e-35,2.3236619021223719e-34,1.9423216431971738e-34,1.0787897504530022e-31,6.2002012142532912e-37,3.6290049429263536e-36,1.008543751857493e-31,1.4007018602344982e-34,7.1945171165237514e-37,9.4969437796940715e-40,3.7639642828630947e-35,2.0041387765186203e-40,9.5587732242090928e-40,7.8347242809611901e-38,2.7647649543879196e-43,1.0767922774889636e-40,5.5404801210548294e-46,1.1522573105881057e-45,2.3386736968778305e-42,1.0043486809965041e-45,1.7349212572745132e-43,1.8960631104947165e-48,3.0583872742460183e-33,5.4189627991419099e-42,1.2160306513174483e-38,3.8211384418722025e-38,4.381290437826286e-37,1.7953077759523137e-41,7.3931944144836262e-37,2.0015783601202262e-44,7.3414593704921576e-44,7.3414593704921576e-44,7.3979239557752106e-37
0.004207375384146552,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282494090826,0.66999999911374775,1.2348820717147116e-11,2.4311290824973781e-23,2.7782070922286873e-16,6.1601257881474742e-25,4.6616678884467658e-28,5.1124094495366236e-45,5.4008016826336638e-32,1.3565150161055926e-30,4.9402037192929741e-44,3.6340320750346718e-11,8.6046563215389818e-10,4.1102334216640906e-10,5.2023383468097121e-16,1.0552885729959328e-12,1.901472580660936e-17,6.0153693950894625e-20,1.5842666131544709e-14,1.075347059009981e-18,2.7315128306646338e-21,3.2345885825131865e-24,4.1747176221971688e-24,5.3703995497195138e-21,6.1454133611887294e-26,1.3509516730553588e-24,4.508734233404465e-31,2.4450300294149586e-23,1.6596900518254569e-25,1.4597971971460369e-29,1.1917841019727009e-28,9.3586277882965033e-26,7.9793393957440195e-30,2.8820456976448052e-28,2.8974334730005171e-28,1.8448206968565147e-25,2.6299646672010075e-34,4.1781441045416649e-30,1.5369446220361668e-28,1.0828908624969623e-33,1.5608416082850372e-28,7.2097218428989471e-33,3.6184557981934135e-31,3.5718281037547222e-34,9.1844598484843903e-26,2.0140333616908744e-33,9.5744522931179199e-33,4.7016308596566237e-21,4.7275525651287583e-29,4.0700930443014413e-24,2.5871634518346289e-29,3.2577035567390795e-28,1.5292990845172995e-26,1.5202019603760428e-26,6.6162529544049912e-32,4.3100268062219499e-29,2.4787270841999868e-34,1.4530874526969773e-33,2.4316329881090721e-32,4.5674141828533905e-31,4.7099776928647885e-29,8.4882219593960999e-35,2.4369642341138143e-34,2.0485909175464045e-34,1.1478512621138792e-31,6.5973554301130448e-37,3.8618181528034755e-36,1.0724840317814554e-31,1.4975428533423926e-34,7.5881459995522924e-37,1.0104916269776082e-39,4.0402696563420883e-35,2.1513187034855222e-40,1.0261631269604106e-39,8.4851479809668959e-38,2.9943398373483792e-43,1.1764832055185396e-40,6.0535849661985687e-46,1.2590268913527534e-45,2.5331484756364463e-42,1.0877278349750521e-45,1.9115103086423823e-43,2.0716035789065101e-48,3.2334409262705663e-33,5.6844140781496412e-42,1.2861111598839414e-38,4.0399845159633919e-38,4.6359699545107823e-37,1.8980701006393846e-41,7.8800534094922389e-37,2.1333871125208466e-44,7.8249139276928007e-44,7.8249139276928017e-44,7.8851362575269448e-37
0.004244231809466862,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282493839127,0.6699999991108212,1.2495032503380054e-11,2.5196164350167964e-23,2.7782070936370915e-16,6.1413719787465161e-25,4.729882356433229e-28,5.3619704438201737e-45,5.5294336191762176e-32,1.3806636562724852e-30,5.1811409342052521e-44,3.6229686770743527e-11,8.6309322289803569e-10,4.1238653680883269e-10,5.2321802108700212e-16,1.0614448896667093e-12,1.9183605348377387e-17,6.1051786059382859e-20,1.6079656923607494e-14,1.0947661333025364e-18,2.7722942879410234e-21,3.2930000598935035e-24,4.2501360433456064e-24,5.5148487327669974e-21,6.3120930865370985e-26,1.3878025798163885e-24,4.6871112715145829e-31,2.5322761825193371e-23,1.7325185417159347e-25,1.5176027751936317e-29,1.2343220752176487e-28,9.7772299936742673e-26,8.4042109322432649e-30,3.0369501861139956e-28,3.0532381947847006e-28,1.9109018492791131e-25,2.6791150887001755e-34,4.3331625785529419e-30,1.5943985594265122e-28,1.1216799076631721e-33,1.6281425279911826e-28,7.5557302543969294e-33,3.7940730629170622e-31,3.7258547734708448e-34,9.5956896323152717e-26,2.1042108434103618e-33,1.0003146217275262e-32,4.7843145111217211e-21,4.8547112280901772e-29,4.2160540637500391e-24,2.6800665231225738e-29,3.375064623218865e-28,1.5983185114236534e-26,1.5887284928516454e-26,6.9145906554657481e-32,4.5437192640054562e-29,2.6132031694556094e-34,1.5320403046578174e-33,2.5412538374851967e-32,4.7736369899735272e-31,4.9652965300766896e-29,8.948374698918244e-35,2.5547256097700274e-34,2.1596673022368156e-34,1.2206716399805574e-31,7.0161384652240657e-37,4.1073296231439955e-36,1.1398598456792002e-31,1.6001122257408724e-34,7.9995808669504208e-37,1.0745979427908254e-39,4.3341765048906712e-35,2.3078782271185131e-40,1.1009337462812986e-39,9.1831681943172957e-38,3.24071817970183e-43,1.2844101383843172e-40,6.6090932481371201e-46,1.3746248324516929e-45,2.7418779742630369e-42,1.1772084886555095e-45,2.1042854489440923e-43,2.2616464165603213e-48,3.4170225504273508e-33,5.9607150253593604e-42,1.3596286871378736e-38,4.2694982457521886e-38,4.9032440567754912e-37,2.0058388716232677e-41,8.3946631951423354e-37,2.2727089269227359e-44,8.3359253577791227e-44,8.3359253577791217e-44,8.4001225170856575e-37
