Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C2H6(343),C4H7X(140),C4H7X(142),C4H6(54),C4H5X(418),C4H7X(143),C4H5X(419),C6H9X(483),C6H9X(546),SX(577),SX(486),C4H7X(146),C6H9X(573),C6H9X(693),C4H7X(145),SX(695),SX(782),SX(819),SX(698),SX(815),C6H9X(692),C6H9X(468),SX(962),SX(1040),C6H9(960),SX(1145),SX(1399),SX(1442),SX(1396),C6H9X(691),SX(1589),SX(1584),C4H6a(417),C6H9(574),SX(1850),SX(2360),SX(2415),C3H6(75),SX(2358),SX(2416),SX(2759),SX(2819),SX(2700),SX(1397),SX(2696),SX(2697),SX(3136),SX(1586),SX(3138),SX(3351),SX(3422),SX(3141),SX(2816),SX(3418),S(2817),S(3419),SX(4343),SX(5140),SX(5223),SX(5138),SX(5224),SX(5479),SX(5559),SX(5396),SX(5393),SX(5392),SX(5556),S(5557),SX(1487),SX(1486),SX(6770),SX(6766),SX(6983),S(6767),SX(7361),SX(8708),SX(8705),SX(8704),SX(7357)
0.0003247219685877146,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282539836533,0.66999999964898815,4.1273689751085081e-13,5.8439107724634999e-28,2.7782072989346223e-16,1.5144056685336295e-24,6.9313006703015736e-30,3.7381762756290272e-51,6.033991802899118e-35,8.2324441870720821e-33,3.7181672847683728e-50,8.9338952389420865e-11,3.5001023876942284e-10,1.3016082232615418e-10,9.289953023246226e-17,1.7495024827697079e-13,1.3675640158119721e-18,8.1782092180063088e-22,2.2115200664194011e-16,6.1058639666660033e-21,3.713606880692293e-23,1.8366496221345453e-26,2.3589509245100436e-26,2.5778253763774309e-24,2.3503712491012882e-29,4.2692525612359995e-28,4.4082868024316335e-36,1.0057901358562694e-27,6.2324776338656059e-31,1.3913037279399358e-34,4.8481988100350262e-33,3.1772165844690568e-31,3.599445660111964e-36,8.0749415113528818e-35,8.2193491586534363e-35,4.4802941078745993e-29,1.4426209430275902e-36,4.4402620569932369e-34,1.1789889259456636e-32,2.6297886831600856e-37,3.8079912616276937e-33,3.728550213033718e-38,1.1066569448688703e-36,8.6684794189773774e-39,3.1434711071577716e-31,6.8927940771425191e-39,3.2759479863758953e-38,1.3761916001269385e-23,2.2691402098781932e-32,1.6429940021998452e-28,9.9100287696224114e-34,1.0872746102157863e-32,4.0838203140760316e-32,4.0817584345418614e-32,1.7527690857750918e-37,9.1258178445712941e-36,5.0546013510378759e-41,2.6783631581169448e-40,6.4968646435649235e-38,1.1203737784973682e-36,1.0128388203242872e-35,1.8192354030935338e-41,2.6469735383275639e-40,4.3368613164510386e-41,1.9323016661787743e-39,1.0634033920286062e-44,5.5377233512376911e-44,1.9217950431563642e-39,3.3722648459657768e-43,1.6064983996881178e-43,1.7008509382644171e-47,5.381309191155608e-44,2.7660673175954519e-49,1.1831268885788049e-48,7.5836310485439755e-48,2.6239008438691392e-53,7.9727035010809057e-52,3.9613512895313096e-57,7.7442593434861852e-57,1.9279004669283922e-52,9.7208493465112251e-56,1.0415352147848725e-55,1.4035880109636185e-59,8.6506290067660012e-40,1.7244522558372762e-47,2.6033148998186897e-45,1.0351598500776592e-44,5.6225014240169869e-44,5.0765196836789545e-48,1.8032590364615697e-44,4.8814803768083847e-52,1.7899102970842767e-51,1.7899102970842767e-51,1.8033573292503889e-44
0.00033111149275592345,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228253966673,0.66999999964668977,4.2306432179844423e-13,6.3373146391932617e-28,2.7782076385332185e-16,1.5046256494830742e-24,7.1432083069150912e-30,4.1609242825988425e-51,6.3396792303074744e-35,8.5350979346763846e-33,4.1367828025239398e-50,8.8762004224172155e-11,3.5228529652164559e-10,1.3158421343392129e-10,9.4077989218923029e-17,1.7756952383388359e-13,1.3939533347134711e-18,8.4373315198651593e-22,2.2797382970536586e-16,6.3351246119130534e-21,3.8312707193738492e-23,1.9056109162829899e-26,2.4477314412840826e-26,2.722532322198295e-24,2.4910926003919119e-29,4.5411617889409157e-28,4.8115581318412669e-36,1.0815003600954858e-27,6.823986176262535e-31,1.5191753633241967e-34,5.2142679244938386e-33,3.480234737511322e-31,3.9870838944703235e-36,9.0130377914567116e-35,9.1713088823780596e-35,4.7324714440461185e-29,1.4968298334992181e-36,4.7299812898621434e-34,1.263081836623838e-32,2.7778103830281532e-37,4.094822124416864e-33,4.0480707762034235e-38,1.211372719336883e-36,9.3223828508407252e-39,3.4423659823329151e-31,7.5482001830343242e-39,3.5874609806865651e-38,1.4412101300669379e-23,2.3965212213932537e-32,1.7667295078686387e-28,1.0666297342902804e-33,1.1733052489859329e-32,4.4915081764195944e-32,4.4891989599114444e-32,1.9282435314211393e-37,1.0234109366839302e-35,5.6726549196693647e-41,3.0119693088772843e-40,7.1461002772961092e-38,1.2344284539870376e-36,1.1354800996199167e-35,2.0396607682860945e-41,2.9301460368002717e-40,4.8635571408206646e-41,2.2092517309717574e-39,1.216852034499063e-44,6.3516791753532756e-44,2.1970044851481426e-39,3.9267917128057612e-43,1.8016048037522e-43,1.9446331183851659e-47,6.2732195753692525e-44,3.2268069983836963e-49,1.3832288310066865e-48,9.0436599211817557e-48,3.1303557681198734e-53,9.7026839365545096e-52,4.8244500398252515e-57,9.4437898742207073e-57,2.3064528319400654e-52,1.1592362482194129e-55,1.2929498301282446e-55,1.7081569640635151e-59,9.6460894634226708e-40,1.8876535435051005e-47,2.9120536076768119e-45,1.1552680162746977e-44,6.3423364321377536e-44,5.6607044695619591e-48,2.0486482684485566e-44,5.5457690969890169e-52,2.0334997987433149e-51,2.0334997987433149e-51,2.0487620457983141e-44
0.00033686206450731144,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282539514757,0.66999999964464096,4.3241594920144181e-13,6.8079424715634728e-28,2.7782062512961289e-16,1.4960148478780691e-24,7.336205730693539e-30,4.5742097261531268e-51,6.62300273206607e-35,8.8124391112612925e-33,4.545878603062444e-50,8.8254031119005505e-11,3.5431299197579536e-10,1.3284971147465573e-10,9.5134227757966472e-17,1.7991251825631861e-13,1.4177529103211338e-18,8.6734722944294981e-22,2.3418891157600871e-16,6.5452945257788965e-21,3.9384989679989712e-23,1.9688297318484792e-26,2.5291226204448194e-26,2.8573784115791224e-24,2.6225801230928141e-29,4.7958546519651728e-28,5.1986344488600879e-36,1.1532327382567595e-27,7.3938856157061355e-31,1.6419497851939506e-34,5.5611553745052859e-33,3.7722916268859294e-31,4.3648849735005432e-36,9.933103956137938e-35,1.0104746299341787e-34,4.9675442048321145e-29,1.5465266553436991e-36,5.0021911699087164e-34,1.3424278321340411e-32,2.9157921842930157e-37,4.366631434223543e-33,4.353798208258663e-38,1.3122347760927771e-36,9.9420850392020778e-39,3.7303940403378387e-31,8.1797784905922695e-39,3.8876497363463352e-38,1.5012596879243705e-23,2.5152220962020317e-32,1.8839684969343955e-28,1.1383352130430982e-33,1.255027877539971e-32,4.8856868551154631e-32,4.8831343894484124e-32,2.0979351288410134e-37,1.1325236797684172e-35,6.2814908973319185e-41,3.3411232207263087e-40,7.7738629071640237e-38,1.3448520283060971e-36,1.256192241681095e-35,2.2566303364525748e-41,3.2056458571118954e-40,5.3820963346668805e-41,2.4868769581423532e-39,1.3707807743099907e-44,7.1697265619061371e-44,2.4728530078495042e-39,4.4921815004176764e-43,1.9936899302557729e-43,2.189010114318256e-47,7.1836804146211431e-44,3.6974025421816126e-49,1.5879797774138782e-48,1.056556681586789e-47,3.6584547061140962e-53,1.1540509931324899e-51,5.7419166030402777e-57,1.1252339124598899e-56,2.7021124036898761e-52,1.3543195547673195e-55,1.5650470746289254e-55,2.0317136469864233e-59,1.0621572773859437e-39,2.0448513413342951e-47,3.2154822365531227e-45,1.2730436013543099e-44,7.0548154739827384e-44,6.2331665835003708e-48,2.293332599840585e-44,6.2081507385278377e-52,2.2763911504330498e-51,2.2763911504330498e-51,2.2934620893476436e-44
0.00034261263625869943,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282539363584,0.66999999964261048,4.418210142206984e-13,7.3047349544689219e-28,2.7782066350744679e-16,1.4875787807012779e-24,7.531354449311705e-30,5.0206011953035643e-51,6.9141935571458047e-35,9.0944810372934914e-33,4.9875960282056226e-50,8.7756366013648155e-11,3.5632229404989653e-10,1.3410087220478011e-10,9.6186374978759578e-17,1.822422024708493e-13,1.4415978914309952e-18,8.9123777588628189e-22,2.4047521017704444e-16,6.7591054321502812e-21,4.0469826256371482e-23,2.0331437409245052e-26,2.6119270749182217e-26,2.9966708870877929e-24,2.7587426802695099e-29,5.0601991290950483e-28,5.6096289912729464e-36,1.2284863686839822e-27,8.0011692801686629e-31,1.7723479217996117e-34,5.9251209147512089e-33,4.0836146839252118e-31,4.7718352212835099e-36,1.092992984780768e-34,1.1115835046652494e-34,5.210448284354857e-29,1.597086419793954e-36,5.2855458534863028e-34,1.4253449870833753e-32,3.0583708233981839e-37,4.6518340141240277e-33,4.6775081343058793e-38,1.419684914038104e-36,1.0592365278531214e-38,4.0373691302483163e-31,8.8529037778190136e-39,4.2075867785287137e-38,1.562772695931811e-23,2.637837052511773e-32,2.0069671665130556e-28,1.2136109753638198e-33,1.3409670477274845e-32,5.3070850574991046e-32,5.3042683832914115e-32,2.2793755479802641e-37,1.2511531099570285e-35,6.943782158327458e-41,3.6996988244223133e-40,8.4450139809417978e-38,1.4630461300443138e-36,1.3874030992584317e-35,2.4924818555458352e-41,3.5018871515867719e-40,5.9458622237169073e-41,2.7938340820671443e-39,1.5410801273597406e-44,8.076344626782254e-44,2.7778123258409726e-39,5.127258264111745e-43,2.2025288294811757e-43,2.4592067547168488e-47,8.2075094791587684e-44,4.2268772454088562e-49,1.818729288073779e-48,1.2310621710498603e-47,4.2641744446957837e-53,1.368539246235724e-51,6.813272237123458e-57,1.3366344065304443e-56,3.1569071252468915e-52,1.5780070236354021e-55,1.8881575366479168e-55,2.4093301030355501e-59,1.1677590217638346e-39,2.2123195621023589e-47,3.5448560859829371e-45,1.4006197896706095e-44,7.8332805612080525e-44,6.852891025766698e-48,2.5625481316655896e-44,6.9369416154572314e-52,2.5436355389762064e-51,2.5436355389762064e-51,2.5626951924636963e-44
0.0003483632080100874,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282539213237,0.66999999964059787,4.5127903516365312e-13,7.8286750684402409e-28,2.7782095250400956e-16,1.479311678402652e-24,7.72864525851388e-30,5.5021369189269662e-51,7.2133418099194935e-35,9.3812312071309115e-33,5.4639337375487818e-50,8.7268668544515309e-11,3.5831359952140114e-10,1.3533806392629546e-10,9.7234485080609688e-17,1.8455884474277901e-13,1.4654872390215598e-18,9.1540376772189564e-22,2.4683248379968656e-16,6.9765651688422777e-21,4.1567170496878107e-23,2.0985553054520636e-26,2.6961477534099531e-26,3.1404862480179918e-24,2.8996686058048827e-29,5.3343905909928189e-28,6.0455888556220608e-36,1.307376261295886e-27,8.6476494133131476e-31,1.9107052237115621e-34,6.3067239293974493e-33,4.4151446177794415e-31,5.2096954356787356e-36,1.2008549627281113e-34,1.2209653736753965e-34,5.4613242386825102e-29,1.6485108020049979e-36,5.5803233201607088e-34,1.5119322989176653e-32,3.2056288050415e-37,4.9508726034913964e-33,5.0199740595885247e-38,1.5340404927061397e-36,1.1274235727871092e-38,4.3642139596591418e-31,9.5695993808758272e-39,4.5482338967425316e-38,1.625759837565868e-23,2.7644334325100343e-32,2.135913922227591e-28,1.2925754402572967e-33,1.4312677025766023e-32,5.7570955367181916e-32,5.7539922735560212e-32,2.4731674347514265e-37,1.3799523945090841e-35,7.6632218354530008e-41,4.0897651929587168e-40,9.1617752901572289e-38,1.5894158087069016e-36,1.5298312621621297e-35,2.7485084716054369e-41,3.8200593764881353e-40,6.5579589227866828e-41,3.132658852681496e-39,1.7291746746125006e-44,9.0793789267112824e-44,3.1143950550206913e-39,5.8392213530562294e-43,2.4292714000883447e-43,2.7574551981139222e-47,9.3565779660488156e-44,4.8214258936383556e-49,2.078253040636934e-48,1.4306898169645653e-47,4.9573035809396426e-53,1.6182038699598786e-51,8.0610097335020912e-57,1.583075594962675e-56,3.6784201370372868e-52,1.8338972908518391e-55,2.2707184510111623e-55,2.8488775645792805e-59,1.2819358961122223e-39,2.390553158551885e-47,3.9019279445340897e-45,1.5386364226990948e-44,8.6825866452738137e-44,7.5229396118568965e-48,2.8583031917082036e-44,7.7375786313180666e-52,2.8372268332998732e-51,2.8372268332998732e-51,2.8584698676349621e-44
0.0003541137797614754,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282539063674,0.66999999963860291,4.6078954054773953e-13,8.3807655189934973e-28,2.7782080195436153e-16,1.4712078876118292e-24,7.9280697294402889e-30,6.0209429880336728e-51,7.5205380243660474e-35,9.6726978429062656e-33,5.9769760691056212e-50,8.679060520902492e-11,3.6028728334239189e-10,1.3656164060657284e-10,9.8278606933434153e-17,1.8686270516357079e-13,1.4894197685619696e-18,9.3984406901627303e-22,2.5326049363564895e-16,7.1976803708734004e-21,4.2676970752060693e-23,2.1650664151615545e-26,2.7817874060183432e-26,3.2889011423900197e-24,3.0454464439933686e-29,5.6186249332369941e-28,6.5075873692899292e-36,1.3900193802981469e-27,9.3351964749628657e-31,2.0573659153733792e-34,6.7065333346247046e-33,4.767852696273535e-31,5.6803047791983005e-36,1.3174241792785383e-34,1.3391526839513026e-34,5.720313180793104e-29,1.7008016525567629e-36,5.8868041055848818e-34,1.6022898098272797e-32,3.357648960811079e-37,5.2641978284850307e-33,5.3819912436639591e-38,1.6556289685393145e-36,1.1988726598673943e-38,4.7118811419072256e-31,1.0331954214809546e-38,4.910584054843915e-38,1.6902316408145277e-23,2.8950787093193161e-32,2.2710003843559643e-28,1.3753490769384829e-33,1.5260773876094258e-32,6.2371585368331837e-32,6.2337448118821481e-32,2.6799340293192851e-37,1.5196079183077757e-35,8.4436921144936626e-41,4.513499187963313e-40,9.9264444248840747e-38,1.7243801775914447e-36,1.6842317675592507e-35,3.0260689574326355e-41,4.161398924803312e-40,7.2216484127652342e-41,3.5060595680565622e-39,1.936586570889844e-44,1.0187221921415875e-43,3.4852843787746828e-39,6.6358757375785402e-43,2.6751260213358084e-43,3.086139495835068e-47,1.0643774580481329e-43,5.4877767384692811e-49,2.369569229390843e-48,1.6585440902819772e-47,5.7486691114946372e-53,1.9080744789545668e-51,9.5104444855065696e-57,1.8696204950858906e-56,4.2750525745520143e-52,2.1259698549752219e-55,2.7223842065213587e-55,3.3592112916955686e-59,1.4052345493338547e-39,2.5800628435032386e-47,4.2885387817437417e-45,1.6877641514845407e-44,9.6078564808973144e-44,8.2465204818873193e-48,3.1827351610903929e-44,8.6158480659313149e-52,3.1592870344929362e-51,3.1592870344929362e-51,3.1829236956773744e-44
0.0003598643515128634,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282538914893,0.66999999963662504,4.7035206870426454e-13,8.962028793732134e-28,2.7782060827832501e-16,1.4632620622934205e-24,8.1296199579043162e-30,6.5792365767780988e-51,7.8358729770877832e-35,9.9688895983867525e-33,6.5288961767210699e-50,8.6321860632682281e-11,3.6224371135400147e-10,1.377719426025218e-10,9.9318789457450855e-17,1.8915403422728931e-13,1.5133945364762748e-18,9.6455762384711429e-22,2.597590037594111e-16,7.4224580685639598e-21,4.3799179098791523e-23,2.2326791868553473e-26,2.8688486805266231e-26,3.4419923617286565e-24,3.1961649439267161e-29,5.9130985621789468e-28,6.9967264706549384e-36,1.4765346479461833e-27,1.0065740184492172e-30,2.2126831461023492e-34,7.1251275970813863e-33,5.1427413079924513e-31,6.1855832886548874e-36,1.4432537757328e-34,1.4667033293087428e-34,5.9875567839676173e-29,1.7539607104978437e-36,6.2052712801726784e-34,1.6965185966061988e-32,3.5145144511947579e-37,5.5922682359039274e-33,5.7643770360478573e-38,1.7847880733617449e-36,1.2736886232265845e-38,5.0813537454280505e-31,1.1142123978225408e-38,5.2956619637314169e-38,1.7561984804398644e-23,3.029840482395408e-32,2.4124213944726168e-28,1.4620544091785586e-33,1.6255462567018256e-32,6.748762714312004e-32,6.7450130883296566e-32,2.9003195662517948e-37,1.6708405080493751e-35,9.2892712468403487e-41,4.973189527522919e-40,1.0741396244003357e-37,1.8683726914334694e-36,1.8513974397302187e-35,3.3265901262806421e-41,4.5271916743449186e-40,7.9403563587188295e-41,3.9169265274241933e-39,2.1649409251970654e-44,1.1408843657677642e-43,3.8933433562175244e-39,7.5256751479592096e-43,2.9413617083404495e-43,3.4478039135773272e-47,1.2083080041078746e-43,6.2332307400717737e-49,2.6959566612705783e-48,1.9180544730432698e-47,6.6502341526315031e-53,2.2438032280164662e-51,1.1190037098943128e-56,2.2019653520423306e-56,4.956101834349745e-52,2.4586208372638349e-55,3.2541893901764969e-55,3.950282627225027e-59,1.538227418876943e-39,2.7813753690760662e-47,4.7066209806532018e-45,1.8487055025952981e-44,1.0614491484580561e-43,9.0269931261906783e-48,3.5381171230157608e-44,9.577903575324036e-52,3.5120728774876435e-51,3.5120728774876435e-51,3.538329975515263e-44
0.0003656149232642514,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282538766917,0.66999999963466406,4.7996616756859043e-13,9.5735072005443392e-28,2.7782087294878394e-16,1.4554691813984155e-24,8.333288499877782e-30,7.1793307206073385e-51,8.159438060714726e-35,1.0269815611659967e-32,7.1219607344595302e-50,8.5862138613407165e-11,3.6418324261132222e-10,1.3896929730007059e-10,1.0035508364871458e-16,1.9143307413318089e-13,1.5374106249671392e-18,9.8954345345166811e-22,2.6632778104339441e-16,7.6509056424963294e-21,4.4933751143001258e-23,2.3013958446667484e-26,2.9573344065673167e-26,3.5998368404142269e-24,3.3519130557222275e-29,6.2180083852737745e-28,7.5141363922212697e-36,1.567042947031637e-27,1.084127024712058e-30,2.3770191823521098e-34,7.5630947460766408e-33,5.5408443539563331e-31,6.7275336574333893e-36,1.5789227953690646e-34,1.6042012632537434e-34,6.2631972773237684e-29,1.8079895602842261e-36,6.5360104339292737e-34,1.7947207638645274e-32,3.6763087629614544e-37,5.935550316821884e-33,6.1679711100082085e-38,1.9218659386764939e-36,1.3519781153986129e-38,5.4736456765798772e-31,1.200233199277466e-38,5.7045244804341691e-38,1.8236705795214011e-23,3.1687864769418048e-32,2.56037501985513e-28,1.5528160181957074e-33,1.729827076008262e-32,7.2934457804737169e-32,7.2893331719701916e-32,3.1349895534832325e-37,1.8344063047110861e-35,1.0204238548123377e-40,5.4712396870068474e-40,1.1609083900175207e-37,2.021841339979591e-36,2.0321598448412836e-35,3.6515685519851154e-41,4.9187735820805048e-40,8.7176762564051514e-41,4.368338912468217e-39,2.4159697184306992e-44,1.2753814129266617e-43,4.3416216959002055e-39,8.5177540480428948e-43,3.2293096481110479e-43,3.8451589890737269e-47,1.3689622451409844e-43,7.0656907401153417e-49,3.0609682204143343e-48,2.2129966495522572e-47,7.6751721851198577e-53,2.6317141662526358e-51,1.3131643663923624e-56,2.5864903569690093e-56,5.731821118953327e-52,2.8366901462966885e-55,3.8786778026750866e-55,4.6332258946051187e-59,1.6815133396702106e-39,2.9950337211728321e-47,5.1582006414319445e-45,2.0221956362907725e-44,1.1708179496089545e-43,9.8678719592297792e-48,3.9268626883089981e-44,1.0630279255761468e-51,3.897980622453349e-51,3.897980622453349e-51,3.9271025504883683e-44
0.0003713654950156394,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282538619723,0.66999999963271928,4.8963139431548014e-13,1.0216262928916823e-27,2.7782084497659587e-16,1.4478243323743981e-24,8.5390673940966744e-30,7.823633023479298e-51,8.4913231381576391e-35,1.0575483794142002e-32,7.7585285536789156e-50,8.5411149343994977e-11,3.6610621823053107e-10,1.4015401992536238e-10,1.0138753648879424e-16,1.9370006059684341e-13,1.5614668683696344e-18,1.0148004755052742e-21,2.7296659511666296e-16,7.8830293391899116e-21,4.6080637658080567e-23,2.3712182602798952e-26,3.0472471256662969e-26,3.7625116534910585e-24,3.512779926064988e-29,6.533551796244378e-28,8.0609741366245931e-36,1.6616671249513133e-27,1.1663837532292787e-30,2.550745406794146e-34,8.0210323934627334e-33,5.9632278833176073e-31,7.3082441465395764e-36,1.7250371813281327e-34,1.752257500717328e-34,6.5473774466655161e-29,1.8628899446667809e-36,6.8793096502767885e-34,1.8969994330564608e-32,3.8431157096400579e-37,6.2945185447169577e-33,6.5936358419012228e-38,2.0672212973853544e-36,1.4338496160531766e-38,5.8898023009904854e-31,1.2914870565693495e-38,6.1382612558559208e-38,1.8926580119315734e-23,3.3119845420039648e-32,2.7150625606906925e-28,1.6477605473490535e-33,1.8390752302668644e-32,7.8727955443433238e-32,7.8682911507140873e-32,3.3846312251374397e-37,2.0110981902626002e-35,1.1193082572712775e-40,6.0101726435962203e-40,1.2532040503604488e-37,2.1852489622103881e-36,2.2273908522137478e-35,4.0025733817796206e-41,5.3375313718932453e-40,9.5573762129055116e-41,4.8635761295047473e-39,2.691518261474688e-44,1.4232340146371776e-43,4.8333669191606055e-39,9.6219807231306974e-43,3.5403657113624734e-43,4.2810915167227757e-47,1.5479769348142793e-43,7.9937099636904117e-49,3.4684532619804643e-48,2.547528077246386e-47,8.8379916894233074e-53,3.0788868893082561e-51,1.5370940020964274e-56,3.0303456511628862e-56,6.6135194548584276e-52,3.2655070757116395e-55,4.6101232918866392e-55,5.4205056844176543e-59,1.8357185391621771e-39,3.2215974351132138e-47,5.6454013482657418e-45,2.2090035854817163e-44,1.2894907482614901e-43,1.0772832159607942e-47,4.3515339402796957e-44,1.1779911152633384e-51,4.3195539434490953e-51,4.3195539434490953e-51,4.3518037544896567e-44
0.0003771160667670274,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282538473296,0.66999999963079093,4.9934731506446584e-13,1.0891378094424808e-27,2.7782062111280598e-16,1.4403228264928273e-24,8.7469484206610995e-30,8.5146477132563136e-51,8.8316169761403443e-35,1.0885901267320749e-32,8.4410525784297792e-50,8.4968616229756453e-11,3.6801296911674766e-10,1.4132641400063197e-10,1.024161930704844e-16,1.95955221034093e-13,1.5855624519892007e-18,1.0403276656328212e-21,2.7967521833944248e-16,8.118835655629756e-21,4.7239792166036486e-23,2.4421483912986026e-26,3.1385893331951851e-26,3.9300940108570025e-24,3.6788548931314484e-29,6.8599266647568664e-28,8.6384259724975755e-36,1.7605319966761802e-27,1.2535554952163749e-30,2.7342422016024049e-34,8.4995477482369107e-33,6.41099056767159e-31,7.9298907891771926e-36,1.8822305336180116e-34,1.9115108779608564e-34,6.840240637462471e-29,1.9186635175513838e-36,7.2354594900465567e-34,2.0034587344749499e-32,4.0150194332839255e-37,6.6696554038803403e-33,7.0422565940715587e-38,2.2212236342526798e-36,1.5194134384948148e-38,6.3309009071830376e-31,1.3882102006479091e-38,6.5979952180976839e-38,1.9631707041500023e-23,3.4595026453423598e-32,2.8766885553439281e-28,1.7470167055821649e-33,1.9534487273950789e-32,8.4884506910217454e-32,8.4835239073815461e-32,3.6499538794947695e-37,2.2017468710844582e-35,1.2260507322049544e-40,6.5926344808272166e-40,1.3512880363790038e-37,2.3590734808745865e-36,2.4380038198670589e-35,4.3812484722169286e-41,5.7849038294483258e-40,1.0463404095719292e-40,5.4061265759918879e-39,2.9935501879024625e-44,1.5855293856884425e-43,5.3720329858962855e-39,1.0848998960565649e-42,3.8759923599415397e-43,4.7586722648355484e-47,1.7471200153687629e-43,9.0265302052891619e-49,3.922575256428729e-48,2.9262165507685827e-47,1.0154636246326285e-52,3.5932250359415825e-51,1.7947769275918395e-56,3.541521813352034e-56,7.6136421193114596e-52,3.7509269200618247e-55,5.4647141151388259e-55,6.3260374565921616e-59,2.0014973916611155e-39,3.4616428310863444e-47,6.1704470296411939e-45,2.4099331951028845e-44,1.418097120744736e-43,1.1745714097391776e-47,4.8148475603139426e-44,1.3034153844089215e-51,4.7794900106875201e-51,4.7794900106875201e-51,4.8151505385564695e-44
0.0003828666385184154,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282538327646,0.66999999962887824,5.0911350463946768e-13,1.1599954782598371e-27,2.7782074131280586e-16,1.43296029659834e-24,8.9569239449493067e-30,9.2549818779612389e-51,9.18040910319718e-35,1.1201075845639105e-32,9.1720860584012815e-50,8.4534281645339547e-11,3.6990382295976157e-10,1.4248677196313488e-10,1.0344110256286261e-16,1.9819877528947543e-13,1.6096966529486068e-18,1.0661241167277052e-21,2.8645342571387226e-16,8.3583318116632946e-21,4.8411173534428652e-23,2.514188414359496e-26,3.2313637467282895e-26,4.1026612573132968e-24,3.8502274825599711e-29,7.1973313259238168e-28,9.2477077770231422e-36,1.8637643476495817e-27,1.3458598349559289e-30,2.9278992969125329e-34,8.9992576307465329e-33,6.8852641808271556e-31,8.5947396485879267e-36,2.0511648854974712e-34,2.0826288319180053e-34,7.141930751064465e-29,1.9753117605627414e-36,7.604752973614018e-34,2.1142037993875494e-32,4.1921044022539785e-37,7.0614514182083869e-33,7.5147420009875165e-38,2.3842533380628235e-36,1.6087817362580779e-38,6.7980511755546754e-31,1.490645965530351e-38,7.0848830613605886e-38,2.0352184370709176e-23,3.6114088734629165e-32,3.0454607855138307e-28,1.8507152707947904e-33,2.0731082030320395e-32,9.1421015692588496e-32,9.1367199049164642e-32,3.9316892209440408e-37,2.4072219900471603e-35,1.3411438617856563e-40,7.2213980898632171e-40,1.4554300245906032e-37,2.5438081397984675e-36,2.6649548113773005e-35,4.789314581527838e-41,6.2623836419193824e-40,1.1439892818078978e-40,5.999696766517848e-39,3.3241526523568621e-44,1.7634242457184915e-43,5.9612892719967159e-39,1.2210271966659314e-42,4.2377206047124398e-43,5.2811640093393476e-47,1.9682982663654848e-43,1.0174122148760677e-48,4.4278304305602899e-48,3.3540708109116002e-47,1.1642591816450688e-52,4.1835307441334235e-51,2.090651964052386e-56,4.1289265305332878e-56,8.7458569117387463e-52,4.2993702119820825e-55,6.4607561722475073e-55,7.3653186357642195e-59,2.1795331915624087e-39,3.7157632522694492e-47,6.7356648941199218e-45,2.6258240851038742e-44,1.5572985172405542e-43,1.279052787229248e-47,5.3196811923429172e-44,1.4400797671384825e-51,5.2806458099958394e-51,5.2806458099958394e-51,5.3200208363917433e-44
