Time (s),Volume (m^3),Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),C2H4X(64),C2H4(48),HeX(49),C4H8a(86),HX(12),C2H3X(58),C4H6(99)
0.0,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3994030605323753e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,3.8754335955593042e-173,1.6124981456418603e-54,1.2751269503784175e-107,3.7154388033151776e-128,6.9958904631778901e-189,1.2961973869026919e-41,2.0580597210568311e-56,0.0,0.5,3.1912098336210162e-19,2.2110709310632856e-18,9.6371176800044352e-20,3.1961304364677131e-35,4.4570470604442649e-21,4.4570470604442649e-21,1.1169496546195419e-47
6.718328569490651e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,5.7799042593125074e-171,2.4368071976974673e-53,1.5937116620930516e-96,8.3587064312019978e-117,1.0433820136456536e-186,7.8290322168922471e-41,2.4433285008386659e-55,0.0,0.5,8.9353875341154113e-19,6.1909986069771874e-18,2.6983929503999374e-19,1.9304627836264959e-34,1.2479731769243941e-20,1.2479731769243941e-20,1.6879343180634673e-46
1.5356179587407203e-24,0.004023131612903226,0.0,0.0,0.010942917987096772,0.5,2.7810986436698137e-168,2.6214059854110516e-52,3.0735867768715185e-95,3.3076595448808626e-115,1.1699870974249642e-183,3.7693420011130106e-40,2.3988744108638308e-54,0.0,0.5,2.0423742935010462e-18,1.4150853958804942e-17,6.167755315193705e-19,9.2943473092480589e-34,2.852510118684329e-20,2.852510118684329e-20,1.815802714524662e-45
3.2631881623240308e-24,0.004023131612903226,0.0,0.0,0.010942917987096769,0.5,8.9084518023260424e-166,2.4095237290734071e-51,5.2615252158214336e-94,1.1369034847234581e-113,7.7935663804755244e-181,1.6461706813663997e-39,2.121777250020727e-53,0.0,0.5,4.3400453736425622e-18,3.0070564662460252e-17,1.3106480044760369e-18,4.0590856543139409e-33,6.0615840022041968e-20,6.0615840022041968e-20,1.6690355299074433e-44
6.718328569490652e-24,0.004023131612903226,0.0,0.0,0.010942917987096762,0.5,2.5259939373332596e-163,2.0613982794139614e-50,8.6859562315101096e-93,3.7581818805372394e-112,4.5030523841665756e-178,6.8724385453578991e-39,1.7834816253122693e-52,0.0,0.49999999999999994,8.9353875337756129e-18,6.1909986069770053e-17,2.698392950381019e-18,1.6945883574151312e-32,1.2479731769243926e-19,1.2479731769243926e-19,1.427895035071952e-43
1.3628609383823893e-23,0.004023131612903226,0.0,0.0,0.01094291798709675,0.5,6.793935275227886e-161,1.7044039609536146e-49,1.4110791358519398e-91,1.2217153383894924e-110,2.4451025572372364e-175,2.8076153879265577e-38,1.4622059898521623e-51,0.0,0.49999999999999989,1.8126071853441799e-17,1.2558882888438647e-16,5.473882842157583e-18,6.9229463706060985e-32,2.5316027303323344e-19,2.5316027303323344e-19,1.1806112277800674e-42
2.7449171012490376e-23,0.004023131612903226,0.0,0.0,0.010942917987096725,0.5,1.7820608039781155e-158,1.3859929950228231e-48,2.2747800154326516e-90,3.9400201541115401e-109,1.2887553046434506e-172,1.1348830297077554e-37,1.1841323208325743e-50,0.0,0.49999999999999972,3.6507440490374501e-17,2.529465145136063e-16,1.1024862625577114e-17,2.7983656113880796e-31,5.098861837148207e-19,5.098861837148207e-19,9.6005344333566724e-42
5.509029426982334e-23,0.004023131612903226,0.0,0.0,0.010942917987096677,0.5,4.6174702292375025e-156,1.1178535615303008e-47,3.6532899933330452e-89,1.2656909255564171e-107,6.6942933069742482e-170,4.5633147484854068e-37,9.5309270898962477e-50,0.0,0.49999999999999944,7.3270177754641217e-17,5.0766188577199437e-16,2.2126822191881781e-17,1.125210504679917e-30,1.0233380050779902e-18,1.0233380050779902e-18,7.7431788237467423e-41
1.1037254078448927e-22,0.004023131612903226,0.0,0.0,0.01094291798709658,0.5,1.1892011517955546e-153,8.9792077210564722e-47,5.8561774987943769e-88,4.0580260303098837e-106,3.4522134113913299e-167,1.8300933133827869e-36,7.6479687528179518e-49,0.0,0.49999999999999883,1.4679565224477999e-16,1.0170926282885637e-15,4.4330741322353545e-17,4.5125973864638285e-30,2.0502416478043101e-18,2.0502416478043101e-18,6.2197423233618322e-40
