Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),O(29),CH3X(55),C2H4(47),OH(D)X(68),COX(50),CH4OX(63),CHOX(53),C2H6X(52),acetyl(44),CH2(T)(34),C2H4X(222),CH2O2(186),C2H4X(70),CH2OX(54),CHO2X(213),CH2OH(40)
1.4417767323006806e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523001207991103,0.1186628916177357,0.02282146481485998,0.0,1.115631202767439e-17,7.801019322394486e-12,6.399957838686296e-17,7.160501355466475e-18,2.5494316618285012e-20,1.2724824743574077e-07,1.8445268979650449e-34,1.272217687449675e-07,5.855207502132398e-24,7.463078683426167e-23,1.652039038672607e-28,7.736833585504346e-30,2.817246116401674e-13,4.287932067921147e-25,6.9463361103786625e-06,2.05754806884854e-07,3.082431960963145e-09,1.1865700642639862e-13,4.499871587597458e-13,7.883920781657442e-11,9.322822169902046e-19,3.6131061967571706e-14,6.852392335692033e-13,7.475591265307302e-10,9.20643989312951e-17,4.2949978645602455e-16,2.8119302193458256e-13,3.0149724529469134e-13,1.8122348409882507e-24,5.334553809678076e-19,7.816736939646578e-23,4.03994059191777e-28,5.97992759922468e-26,7.634254206623516e-23,1.6216359771036348e-29,3.7868281757121546e-16,3.628616940378532e-29,3.5629180041040006e-24,1.2141818911279235e-31,2.802048555974785e-25,1.0339713070002897e-29,1.0369022483831408e-28
1.477978968035963e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522999411873984,0.11866271406115693,0.022821462231679444,0.0,1.200763418548877e-17,8.19677478916678e-12,7.03562748102027e-17,7.713516033434013e-18,2.73674248882229e-20,1.3044337954303737e-07,2.13946842626683e-34,1.3041555856128237e-07,6.462357804338884e-24,8.13694510901914e-23,1.84216623818886e-28,8.739650725631082e-30,2.960802295430576e-13,4.590480836086939e-25,7.120676659618307e-06,2.1092110176701055e-07,3.1664144724303715e-09,1.2309066930498825e-13,4.665537466421103e-13,7.885899758508236e-11,9.719328230395544e-19,3.614013112622951e-14,6.854155894362307e-13,7.684100457940882e-10,9.842882184414896e-17,4.625854001113846e-16,2.9545027672491404e-13,3.1141480592955367e-13,1.8610506927830025e-24,5.668699004844329e-19,8.746692688950473e-23,4.46064659209002e-28,6.571924741204813e-26,8.429695811299193e-23,1.8378901380281298e-29,3.97940661710905e-16,3.8327836678618386e-29,3.72926494435256e-24,1.3001681143050206e-31,3.0842505079298047e-25,1.1470715101292004e-29,1.1546222367823552e-28
1.5141812037712458e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522997615794817,0.11866253650840278,0.022821459648500807,0.0,1.2899980539857889e-17,8.602314518277248e-12,7.714584230500509e-17,8.29429530691448e-18,2.932686475857241e-20,1.3363851169593513e-07,2.4726527057722705e-34,1.336093150706613e-07,7.115367581411717e-24,8.854990002999658e-23,2.048884956512658e-28,9.840619452019294e-30,3.1079339912925637e-13,4.909962426007559e-25,7.295013379001133e-06,2.160873919203716e-07,3.2504312131272127e-09,1.2755778266784696e-13,4.832129177361261e-13,7.887867580216292e-11,1.0119623879646506e-18,3.614914913855141e-14,6.855910861479476e-13,7.89266174886419e-10,1.0503444906878817e-16,4.973260098700467e-16,3.100600155651297e-13,3.213506045354196e-13,1.90990269525681e-24,6.01386103629691e-19,9.756239495593759e-23,4.913603209095679e-28,7.203643147792684e-26,9.285701978164354e-23,2.0758441187289017e-29,4.1767621688679047e-16,4.0423769305091574e-29,3.89898988452527e-24,1.3909669747864357e-31,3.3868680540047327e-25,1.2688060767313635e-29,1.2825701515056005e-28
1.5503834395065284e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229958197536013,0.11866235895947315,0.022821457065324072,0.0,1.3834223145657827e-17,9.017638323268798e-12,8.438442355234759e-17,8.903519196696381e-18,3.1374368359385094e-20,1.3683364390152636e-07,2.847938535768633e-34,1.3680303827368592e-07,7.816468359500622e-24,9.619121018982163e-23,2.273200885269999e-28,1.1046324961489131e-29,3.258641537578793e-13,5.247317478937867e-25,7.469346268611311e-06,2.2125367734599504e-07,3.3344821059466094e-09,1.3205728049713934e-13,4.999592258827148e-13,7.889826834069076e-11,1.0523566097067506e-18,3.61581278672127e-14,6.857659507461649e-13,8.101274876968341e-10,1.11882585552959e-16,5.337618594494111e-16,3.250222333309854e-13,3.3130294073941476e-13,1.958823252132658e-24,6.370064557413711e-19,1.084952613575339e-22,5.400465446620607e-28,7.876502685133933e-26,1.0205267480757665e-22,2.3369796124703317e-29,4.378894905093704e-16,4.257402450263301e-29,4.0720800651740556e-24,1.486846145878353e-31,3.7108256185552534e-25,1.3995519997342354e-29,1.4213851611411838e-28
1.586585675241811e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229940237503385,0.11866218141436793,0.022821454482149253,0.0,1.481123100652497e-17,9.442746018003761e-12,9.208824554309687e-17,9.541867720972558e-18,3.351166145954034e-20,1.4002877616642974e-07,3.2694682923821626e-34,1.3999672817093747e-07,8.567942651930781e-24,1.0431289355858674e-22,2.5161548074015015e-28,1.2363594147065742e-29,3.4129252563007393e-13,5.603533089862598e-25,7.643675328533012e-06,2.2641995804486682e-07,3.418567091598734e-09,1.3658816971068739e-13,5.167875452376604e-13,7.891779512450074e-11,1.0931021539301185e-18,3.616707644726241e-14,6.85940358094483e-13,8.309939641132494e-10,1.1897445798562435e-16,5.719331835871379e-16,3.40336924898322e-13,3.4127027256538756e-13,2.007846241008803e-24,6.73733214205501e-19,1.203076869389582e-22,5.922934779985724e-28,8.591928078293312e-26,1.1191458968772835e-22,2.6228325025583956e-29,4.585804899901201e-16,4.4778696334214026e-29,4.248523480104759e-24,1.588086639392073e-31,4.057065636565916e-25,1.5396900897997936e-29,1.5717323477127678e-28
1.6227879109770937e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522992227785027,0.11866200387308708,0.02282145189897634,0.0,1.5831870284107937e-17,9.877637416595833e-12,1.0027361453193058e-16,1.0210020895340136e-17,3.5740463841856775e-20,1.4322390849682304e-07,3.7416813383672585e-34,1.43190384762997e-07,9.37212382237576e-24,1.1293489861163635e-22,2.778822940894303e-28,1.3799496815469796e-29,3.5707854586817983e-13,5.979643469125279e-25,7.818000558850403e-06,2.315862340179063e-07,3.5026861245677605e-09,1.4114952522832425e-13,5.336930514500842e-13,7.89372714745927e-11,1.134186590626654e-18,3.61760019033565e-14,6.861144426857117e-13,8.518655886649182e-10,1.2631121990092524e-16,6.118802080441157e-16,3.5600408514306626e-13,3.512512017067764e-13,2.05700707636444e-24,7.115684464142414e-19,1.3304247695333408e-22,6.482759408182528e-28,9.351348587645521e-26,1.2247414940268068e-22,2.9349930480774236e-29,4.797492227414237e-16,4.703791737906101e-29,4.428308832117311e-24,1.6949829969728033e-31,4.42654847638392e-25,1.6896048605292279e-29,1.7343032491708885e-28
1.6589901467123764e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522990431857665,0.11866182633563048,0.02282144931580535,0.0,1.6897004493390982e-17,1.0322312333358661e-11,1.0895691132594921e-16,1.0908658732800724e-17,3.806248965580451e-20,1.4641904089847262e-07,4.269327730920663e-34,1.4638400805044552e-07,1.0231395948402404e-23,1.220776112818195e-22,3.0623172777878417e-28,1.53613468305537e-29,3.7322224458944043e-13,6.3767305954384e-25,7.992321959647643e-06,2.367525052659701e-07,3.5868391700599605e-09,1.4574048537752359e-13,5.506712039648458e-13,7.895670912555252e-11,1.1755983346375433e-18,3.6184909615785274e-14,6.862883075567692e-13,8.727423494975075e-10,1.338939564357245e-16,6.536431496071668e-16,3.720237089412305e-13,3.612444601988963e-13,2.106342775029859e-24,7.5051404613497e-19,1.4674305331030413e-22,7.081734493576364e-28,1.0156197711344894e-25,1.3376345713886195e-22,3.275106055428073e-29,5.013956961765111e-16,4.935186047705767e-29,4.611425491388807e-24,1.8078434789071122e-31,4.820252366470862e-25,1.84968442521843e-29,1.909816402641999e-28
1.695192382447659e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522988635968254,0.11866164880199806,0.022821446732636284,0.0,1.8007494685524714e-17,1.0776770582763746e-11,1.181545868696716e-16,1.1638461243760717e-17,4.0479447750115837e-20,1.496141733767621e-07,4.8574822182716216e-34,1.495775980338637e-07,1.114819368537645e-23,1.3176185587337838e-22,3.3677859189682687e-28,1.705670319095015e-29,3.897236509748896e-13,6.795924861180331e-25,8.166639531008906e-06,2.419187717898567e-07,3.671026201503282e-09,1.5036024759949063e-13,5.677177293335811e-13,7.897611705847977e-11,1.2173265898030062e-18,3.619380370236961e-14,6.864620315941795e-13,8.936242375332034e-10,1.4172368878308792e-16,6.972622160916064e-16,3.8839579116891344e-13,3.7124889827840317e-13,2.1558920231673803e-24,7.905717485171982e-19,1.6145342773764306e-22,7.721702390213526e-28,1.1007912917462626e-25,1.4581533401085338e-22,3.6448710376338484e-29,5.235199177093986e-16,5.172074054705146e-29,4.797863456228415e-24,1.9269902506805628e-31,5.2391733257607605e-25,2.0203204040890565e-29,2.099017888297233e-28
1.7313946181829417e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522986840116794,0.11866147127218976,0.022821444149469152,0.0,1.9164199618833558e-17,1.1241011979406609e-11,1.2788315811034207e-16,1.2400108436031686e-17,4.2993041986267976e-20,1.5280930593671846e-07,5.51155852572199e-34,1.5277115471383227e-07,1.2125002130729894e-23,1.4200889592202984e-22,3.6964134049643993e-28,1.889337104546822e-29,4.065827933336884e-13,7.238405710173355e-25,8.340953273018346e-06,2.470850335903107e-07,3.7552471985398845e-09,1.5500806443883172e-13,5.848286054855229e-13,7.899550216988707e-11,1.259361296567279e-18,3.62026873251503e-14,6.866356754009108e-13,9.145112457962164e-10,1.4980137835829106e-16,7.427776063436738e-16,4.051203267023002e-13,3.812634733379121e-13,2.2056952446260473e-24,8.317431438361047e-19,1.772181758579981e-22,8.404552861075827e-28,1.1907935402428263e-25,1.5866331878380006e-22,4.0460423614354964e-29,5.461218947548339e-16,5.414481648036516e-29,4.987613316089194e-24,2.0527595673431747e-31,5.6843250974499985e-25,2.201907841142705e-29,2.3026818737647815e-28
1.7675968539182243e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522985044303282,0.11866129374620546,0.02282144156630395,0.0,2.0367975918403714e-17,1.1715036337981696e-11,1.3815920413462827e-16,1.3194280314830868e-17,4.5604971533376335e-20,1.5600443858303602e-07,6.237323935032626e-34,1.5596467809093172e-07,1.316435668859515e-23,1.5284043500281616e-22,4.049421042862206e-28,2.0879402648218888e-29,4.2379969916306104e-13,7.705402267948167e-25,8.515263185760126e-06,2.5225129066802574e-07,3.8395021455368594e-09,1.596832398071989e-13,6.020000469310803e-13,7.901486976818992e-11,1.3016930829170273e-18,3.621156291802799e-14,6.868092856510202e-13,9.354033689121367e-10,1.5812793068642707e-16,7.902295102428226e-16,4.22197310417663e-13,3.9128723992351975e-13,2.255794670713936e-24,8.740296900291154e-19,1.9408241218530458e-22,9.132223284456686e-28,1.2857709870407441e-25,1.7234166759592906e-22,4.480429382385992e-29,5.69201634728245e-16,5.662439311086875e-29,5.1806662167733215e-24,2.1855019556838147e-31,6.1567390861228575e-25,2.3948451298996986e-29,2.5216111590325886e-28
1.803799089653507e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522983248527719,0.11866111622404509,0.022821438983140676,0.0,2.1619678224890498e-17,1.2198843473264255e-11,1.4899936256093e-16,1.4021656882781698e-17,4.8316931145455336e-20,1.5919957132009966e-07,7.040914157422533e-34,1.5915816816574257e-07,1.426884293480657e-23,1.6427861748799021e-22,4.428067229550622e-28,2.302309825691514e-29,4.413743952040971e-13,8.198193964744214e-25,8.689569269318402e-06,2.5741754302364817e-07,3.923791030512047e-09,1.643851255046048e-13,6.192284908501614e-13,7.903422393206247e-11,1.3443132184956997e-18,3.622043235106864e-14,6.869828982327368e-13,9.56300602746582e-10,1.667041990287232e-16,8.396581087039044e-16,4.3962673719136086e-13,4.0131934068893133e-13,2.306234411157266e-24,9.174327241187416e-19,2.120917660374224e-22,9.906698849849656e-28,1.3858684332439507e-25,1.8688535368117437e-22,4.9498965692136675e-29,5.927591450456923e-16,5.915982326318197e-29,5.377013827717812e-24,2.3255823942880005e-31,6.657464298041242e-25,2.5995339471599516e-29,2.75663772177077e-28
1.8400013253887896e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229814527901024,0.11866093870570855,0.022821436399979345,0.0,2.292015933337415e-17,1.2692433200096429e-11,1.6042032616641964e-16,1.4882918139914413e-17,5.1130611422327345e-20,1.6239470415200552e-07,7.92884849730925e-34,1.6235162493884535e-07,1.5441096482265902e-23,1.7634602925826773e-22,4.83364777158286e-28,2.533300697890099e-29,4.593069074937611e-13,8.7181111516523e-25,8.863871523777332e-06,2.6258379065778106e-07,4.008113844309808e-09,1.6911311797700025e-13,6.365105840009789e-13,7.905356778560177e-11,1.3872135716967107e-18,3.622929705666612e-14,6.871565406618855e-13,9.772029441277307e-10,1.755309877701564e-16,8.911035736792843e-16,4.574086018998401e-13,4.113589981957723e-13,2.3570605258804483e-24,9.619534726413625e-19,2.312923583527773e-22,1.0730012743904041e-27,1.4912309925330702e-25,2.0233006709190869e-22,5.456363618910362e-29,6.167944331238239e-16,6.175150988032462e-29,5.576648311209609e-24,2.473380491600385e-31,7.187567284369203e-25,2.816379194096766e-29,3.008623262989181e-28
1.9124057968593546e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229778614287103,0.1186605836805067,0.022821431233662513,0.0,2.567086065584662e-17,1.3708959688052598e-11,1.850716976058474e-16,1.6709814708883376e-17,5.706987702147593e-20,1.6878497011539734e-07,9.985838468941061e-34,1.6873843858224808e-07,1.7999697313536513e-23,2.0246109557412862e-22,5.730984086155626e-28,3.048690906470095e-29,4.962454817256524e-13,9.844901639060403e-25,9.212464545733762e-06,2.7291627176378587e-07,4.176861232329091e-09,1.7864521483835625e-13,6.712232815381266e-13,7.909223347276965e-11,1.4738251669396722e-18,3.624701637125249e-14,6.875039936799209e-13,1.0190229404581327e-09,1.9393911788491643e-16,1.0002057461822898e-15,4.94029624627367e-13,4.314582309839756e-13,2.4600663050678776e-24,1.0543525210033078e-18,2.7345406960771574e-22,1.2531529277005756e-27,1.7183333686938628e-25,2.360689185289382e-22,6.588252860512113e-29,6.662983722314336e-16,6.710552841341882e-29,5.9857488413680366e-24,2.79372229571434e-31,8.340260194395024e-25,3.288174400110563e-29,3.5670699777624548e-28
1.9848102683299196e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229742702190995,0.11866022867059921,0.022821426067353462,0.0,2.862687004319431e-17,1.4764614321554175e-11,2.1224784905708047e-16,1.8680409970134937e-17,6.343621901588526e-20,1.7517523650091672e-07,1.2468714946043674e-33,1.7512511902578287e-07,2.0862239734122637e-23,2.3137517547230447e-22,6.752556593128605e-28,3.641450792192031e-29,5.346156178330342e-13,1.1097457954552256e-24,9.561042252302626e-06,2.8324873399009057e-07,4.345744270922366e-09,1.8827548508391605e-13,7.061150550864527e-13,7.913088006889368e-11,1.5614733326165233e-18,3.6264726931940397e-14,6.878517617438604e-13,1.0608633443806259e-09,2.1335789377167476e-16,1.1178572241989389e-15,5.320603376135705e-13,4.5158005108379316e-13,2.565222256210195e-24,1.151234779592435e-18,3.2094552144647913e-22,1.4554004795113098e-27,1.9682446895986988e-25,2.7385806816541235e-22,7.892563122854906e-29,7.177135113945113e-16,7.269076067026502e-29,6.407913904126099e-24,3.149863478572181e-31,9.623699135593107e-25,3.813532612223719e-29,4.204460127108454e-28
2.0572147398004845e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522970679161262,0.11865987367598542,0.02282142090105223,0.0,3.1794955592401034e-17,1.5859395620869974e-11,2.4208401120691616e-16,2.080014383060726e-17,7.024303595831362e-20,1.8156550333277264e-07,1.544505465201168e-33,1.8151166627409231e-07,2.4051596331934164e-23,2.6328491334130314e-22,7.9101104390517485e-28,4.3193230856030257e-29,5.744175033159932e-13,1.2488317436435657e-24,9.90960464415711e-06,2.9358117734021395e-07,4.5147629367514095e-09,1.9800042368601512e-13,7.411654541938588e-13,7.916951553693408e-11,1.6501107969867456e-18,3.6282432389735053e-14,6.881999156160236e-13,1.1027241476928311e-09,2.3379228915678064e-16,1.2443790609058696e-15,5.715006998731888e-13,4.717204379018502e-13,2.672974515596233e-24,1.2526069580010233e-18,3.7415121544477554e-22,1.681544957583535e-27,2.2421356470347696e-25,3.1600881362714e-22,9.386650126490688e-29,7.710399099635132e-16,7.851247006545294e-29,6.843095790587097e-24,3.5453853184612442e-31,1.1047042936464237e-24,4.39580453027616e-29,4.928813061473445e-28
2.1296192112710495e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229670882551937,0.11865951869666466,0.022821415734758817,0.0,3.518186636764988e-17,1.699330210673155e-11,2.7471604028548213e-16,2.3074456155793405e-17,7.750368024080365e-20,1.8795577063212854e-07,1.8990126004187204e-33,1.8789808033181847e-07,2.7591427486515964e-23,2.9839407236259486e-22,9.21601905874429e-28,5.090455308463135e-29,6.156513183295824e-13,1.4030889160081016e-24,1.0258151721970361e-05,3.0391360181721174e-07,4.683917215805833e-09,2.0781699549459898e-13,7.763563627884858e-13,7.920814458404763e-11,1.739696610715073e-18,3.630013490286071e-14,6.885484975033743e-13,1.1446053454753605e-09,2.552467534206737e-16,1.3800921662715198e-15,6.123506704223779e-13,4.918760847457237e-13,2.7838074911469824e-24,1.3584747330953369e-18,4.33461587786124e-22,1.9334656692919434e-27,2.541180703297468e-25,3.628438950535501e-22,1.1088761718849015e-28,8.262776272949467e-16,8.457695397321375e-29,7.29125228148978e-24,3.9841196416808325e-31,1.2619726544700489e-24,5.0383888249963533e-29,5.748676141478023e-28
2.2020236827416145e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229634975008853,0.11865916373263623,0.022821410568473255,0.0,3.8794335027157455e-17,1.8166332300272885e-11,3.102803530221961e-16,2.5508786769753257e-17,8.523146337217032e-20,1.943460384174915e-07,2.318744368025388e-33,1.942843612036034e-07,3.150617714773163e-23,3.369135484771951e-22,1.0683293782904902e-27,5.963401523898808e-29,6.583172366625565e-13,1.5739472199512425e-24,1.0606683486415505e-05,3.1424600742373746e-07,4.85320709987795e-09,2.1772257421371863e-13,8.11671734382352e-13,7.924676985384493e-11,1.830195328749214e-18,3.6317835683408783e-14,6.888975315143493e-13,1.1865069348895827e-09,2.7772527671884596e-16,1.5253173071177109e-15,6.546102082787155e-13,5.120442736815203e-13,2.8982462635820046e-24,1.4688429171610267e-18,4.992724683164831e-22,2.2131205976526483e-27,2.86655784025064e-25,4.146974862508034e-22,1.3018039974012275e-28,8.834267227505309e-16,9.089163164869823e-29,7.752346024511659e-24,4.47015409785253e-31,1.4351459761981774e-24,5.744731364584064e-29,6.673142216697371e-28
2.2744281542121795e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522959906898332,0.11865880878389949,0.022821405402195547,0.0,4.263908012753703e-17,1.9378484722985242e-11,3.4891386928047965e-16,2.810857545512349e-17,9.343966068463322e-20,2.007363067050517e-07,2.8129340722624476e-33,2.0067050889408888e-07,3.582106863650848e-23,3.790613827485812e-22,1.2325593331185275e-27,6.947123914889161e-29,7.024154265954202e-13,1.76292735651747e-24,1.095519993816563e-05,3.245783941620945e-07,5.022632583927412e-09,2.2771488890290644e-13,8.470973559183119e-13,7.92853928202871e-11,1.9215762923900658e-18,3.633553540718824e-14,6.892470314992665e-13,1.2284289142762419e-09,3.0123144740452934e-16,1.6803751071809651e-15,6.98279272461207e-13,5.32222770913095e-13,3.01685899969884e-24,1.5837156002353682e-18,5.7198458451808e-22,2.5225467575221504e-27,3.2194483364334996e-25,4.719151858514899e-22,1.5194523069012395e-28,9.424872556964584e-16,9.746513736655033e-29,8.226343978933714e-24,5.007837341253392e-31,1.6252226081393974e-24,6.518324811794909e-29,7.7118670934540985e-28
2.3468326256827444e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522956316447527,0.11865845385045377,0.022821400235925708,0.0,4.672280814165367e-17,2.0629757896686964e-11,3.9075396154721125e-16,3.0879261953126084e-17,1.0214151552584252e-19,2.0712657550897981e-07,3.3917558115991266e-33,2.070565234079164e-07,4.056210046758917e-23,4.25062772309315e-22,1.4157233201852621e-27,8.050994209500164e-29,7.479460516512938e-13,1.971642583120504e-24,1.13037010778938e-05,3.349107620342824e-07,5.192193664330613e-09,2.377919771607385e-13,8.82620637437842e-13,7.932401438516708e-11,2.013813000381675e-18,3.635323448766975e-14,6.895970062905866e-13,1.270371282552975e-09,3.2576850257553677e-16,1.8455860471735713e-15,7.433578219902885e-13,5.524097396823398e-13,3.14025937647657e-24,1.7030962701902015e-18,6.520031076711602e-22,2.863860515388748e-27,3.601036605285078e-25,5.348540084809191e-22,1.7639146921849004e-28,1.003459285502747e-15,1.0430741880871812e-28,8.713216921018743e-24,5.601784122044214e-31,1.8332281617394635e-24,7.362708264310301e-29,8.875086987652108e-28
2.4192370971533094e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229527261484637,0.11865809893229837,0.02282139506966375,0.0,5.105221520860215e-17,2.192015034351031e-11,4.359384108550968e-16,3.382628596357584e-17,1.113502429646655e-19,2.135168448416837e-07,4.066385224535645e-33,2.1344240474972747e-07,4.5756042194827095e-23,4.751500799785404e-22,1.6193194963679896e-27,9.28479496230209e-29,7.949092712465704e-13,2.201800445470775e-24,1.165218690627305e-05,3.452431110420368e-07,5.3618903381372135e-09,2.4795214455628087e-13,9.182304261462725e-13,7.936263513862451e-11,2.106882563171311e-18,3.637093319543149e-14,6.899474619878931e-13,1.3123340389516097e-09,3.5133937216965224e-16,2.0212704648443555e-15,7.898458158878312e-13,5.726036691598607e-13,3.269109015455322e-24,1.826987912398733e-18,7.397372399368958e-22,3.23925787451372e-27,4.0125100730838534e-25,6.038823759301897e-22,2.037374661366429e-28,1.0663428715426745e-15,1.1142984086503477e-28,9.212939006764907e-24,6.2568802881212995e-31,2.0602154123256133e-24,8.281467053846109e-29,1.0173635959345957e-27
2.4916415686238744e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522949136001135,0.11865774402943262,0.022821389903409685,0.0,5.563398864572329e-17,2.3249660585897723e-11,4.846053684460316e-16,3.695508714488687e-17,1.2107903305788677e-19,2.1990711471402972e-07,4.849062032505619e-33,2.198281529241632e-07,5.1430430279161867e-23,5.295628426909936e-22,1.8449135459981767e-27,1.0658720707405413e-28,8.433052412526673e-13,2.455204479776686e-24,1.2000657423976376e-05,3.5557544118686356e-07,5.531722602881593e-09,2.581939296035145e-13,9.53916842509474e-13,7.94012554333065e-11,2.200765231237621e-18,3.638863169216165e-14,6.902984026083366e-13,1.3543171829433843e-09,3.7794671730976674e-16,2.2077485550392745e-15,8.37743213177144e-13,5.928033168014617e-13,3.404119925275865e-24,1.95539309197523e-18,8.355998400565665e-22,3.651014728306816e-27,4.455059075010471e-25,6.793801083361039e-22,2.3421057665130444e-28,1.13113807319229e-15,1.1884529492664496e-28,9.72548738646702e-24,6.978287700721291e-31,2.3072642087545223e-24,9.278232673028972e-29,1.161896332531206e-27
2.5640460400944394e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522945546005534,0.11865738914185588,0.022821384737163518,0.0,6.047480826148833e-17,2.4618287146598578e-11,5.368933222711546e-16,4.0271105114078184e-17,1.3134105374061033e-19,2.2629738513553517e-07,5.7531543503515374e-33,2.2621376793586478e-07,5.761356397892615e-23,5.885477789326261e-22,2.0941395937786725e-27,1.21833790032959e-28,8.931341144835411e-13,2.733755887105817e-24,1.234911263167676e-05,3.659077524700691e-07,5.7016904564193245e-09,2.685160733647261e-13,9.896711352314899e-13,7.94398754486896e-11,2.295443985637373e-18,3.6406330060150004e-14,6.906498306507446e-13,1.3963207141740798e-09,4.0559296380883005e-16,2.4053403697619846e-15,8.870499728829775e-13,6.130076610483868e-13,3.546056949785319e-24,2.0883140223179108e-18,9.40007084181665e-22,4.1014870858928796e-27,4.929876779709906e-25,7.617384153678591e-22,2.6804717210335336e-28,1.1978449498299847e-15,1.2656831364145854e-28,1.0250841863677596e-23,7.7714490692673905e-31,2.575481389838914e-24,1.0356682744353564e-28,1.3223151045911868e-27
2.7088549830355693e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229383664694883,0.11865667941256662,0.022821374404694908,0.0,7.096027407429503e-17,2.747288331544702e-11,6.528876903134224e-16,4.748654967722849e-17,1.5351736238452695e-19,2.3907792765828144e-07,7.985102502878998e-33,2.389845984896285e-07,7.162305479784981e-23,7.212569907222188e-22,2.6703718036417025e-27,1.5729394036833113e-28,9.970911689463684e-13,3.374403748901522e-24,1.3045977119760427e-05,3.865723184559889e-07,6.042032921507308e-09,2.8939726698360477e-13,1.0613532643682347e-12,7.95171150058933e-11,2.4871333499008042e-18,3.644172657694806e-14,6.913541558983705e-13,1.4803889372915008e-09,4.640108512610757e-16,2.8351446669571534e-15,9.89891415650424e-13,6.534272460725956e-13,3.8540476178381304e-24,2.3677105439929835e-18,1.1761350557437287e-21,5.1284040578720646e-27,5.981104740694657e-25,9.486584868322141e-22,3.4680144913798692e-28,1.3369939655928043e-15,1.4300412262699625e-28,1.1339899894686102e-23,9.596237046517763e-31,3.1799827630310824e-24,1.2773577855054897e-28,1.695970264672631e-27
2.8536639259766993e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229311875402745,0.11865596974442526,0.022821364072257978,0.0,8.25619408985618e-17,3.048392703806751e-11,7.850351236359741e-16,5.551613576145342e-17,1.779841603838464e-19,2.518584724649464e-07,1.0894297983576702e-32,2.5175489644814373e-07,8.80260099110457e-23,8.753953272080645e-22,3.3624922374026705e-27,2.0015995266027025e-28,1.1067816108245366e-12,4.140968924848061e-24,1.3742780375907242e-05,4.072368090071649e-07,6.382917716298855e-09,3.105887804074609e-13,1.1332248302563552e-12,7.959435420368225e-11,2.681856661225789e-18,3.647712292622074e-14,6.920604485899524e-13,1.5645387065196153e-09,5.266087640697022e-16,3.3132409179129754e-15,1.0983698164170764e-12,6.938573402938146e-13,4.200349726645038e-24,2.6651901208792047e-18,1.4515059602163336e-21,6.340466289629109e-27,7.175794322773572e-25,1.1679997238509923e-21,4.4207198377546085e-28,1.483790393891971e-15,1.6089106496815378e-28,1.2479993922340832e-23,1.1780581833892758e-30,3.883111215598905e-24,1.5562498712446402e-28,2.149325807770416e-27
