Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CH3X(55),CHOX(53),C2H4X(215),C2H4X(70)
1.2123969438420336e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441099990954656,0.0989745592832214,0.01586023302664777,0.0,0.0038658049952550607,0.0167007772316032,0.009795528722212347,6.414180311583486e-05,8.759504749067884e-12,0.002364036996454849,6.735168897481029e-11,0.0004349258890006192,3.0330907778625468e-09,2.8161853626346445e-05,7.746886363804968e-10,5.3306393570113344e-11,3.540541711906007e-05,6.34166962038933e-06,0.0071302901175802486,0.0001971601397393523,0.00031886771360172336,3.0742056450859746e-07,9.327913972241748e-09,5.742849723975104e-08,1.7413437627561645e-07,1.5700894466965603e-09,9.558901631119503e-06,0.00020518848808886363,7.669856973107181e-08,0.00033485045139972503,1.0035531791991673e-05,3.04358396002802e-08,7.347297275508839e-09,2.2928346239449032e-11,7.068325355171639e-07,1.7946997035549584e-12
1.21520908419093e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441103461365037,0.09894975112861658,0.015846794527885746,0.0,0.003869508822493795,0.01675000304752321,0.00982083255296173,6.412169403684898e-05,8.826400383287409e-12,0.0023634521778859476,6.734475235117192e-11,0.00043508335341135856,3.032874696236969e-09,2.8097827823793634e-05,7.769719559258275e-10,5.3459185115398995e-11,3.5155896117580386e-05,6.3639580668357815e-06,0.007128510239720728,0.00019534505283362754,0.00031927336469058114,3.0497740655557313e-07,9.317704776516374e-09,5.741491477753007e-08,1.7430062439551346e-07,1.5872746083560746e-09,9.653082230696404e-06,0.00020694705771150278,7.688790856716959e-08,0.000335839415711303,1.0070804276343848e-05,3.051448584086331e-08,7.345485439317484e-09,2.3014169825009353e-11,7.093976817998983e-07,1.8010087673418752e-12
1.2180212245398265e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411066130325794,0.09892495262326975,0.015833367389041963,0.0,0.0038731847602078012,0.016799239617615258,0.009846118303084274,6.41013339450984e-05,8.893628759361215e-12,0.0023628657744134496,6.733737338146072e-11,0.00043524066479068137,3.032650838034284e-09,2.803352203184345e-05,7.792550181818314e-10,5.361181459755392e-11,3.4908452549550275e-05,6.386243536194908e-06,0.007126730531200762,0.00019355139447436182,0.0003196784263756477,3.0256002099724995e-07,9.307499925621452e-09,5.7401351734394395e-08,1.7446561453304908e-07,1.6046020893010099e-09,9.747920309631268e-06,0.0002087156149409871,7.707710716665074e-08,0.00033682857662090674,1.0106072050914927e-05,3.059307382959052e-08,7.343668147252455e-09,2.3100054325189112e-11,7.119624732192666e-07,1.807316868753474e-12
1.220833364888723e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441109448794279,0.09890016372319832,0.015819951602582743,0.0,0.003876833069067361,0.016848486690096177,0.009871385986349871,6.408072673644881e-05,8.96119049344097e-12,0.0023622778259280715,6.732955905398354e-11,0.0004353978230747751,3.0324193583083596e-09,2.7968942953715877e-05,7.815378204476581e-10,5.376428187882585e-11,3.466307657552371e-05,6.408526005651518e-06,0.007124950993773219,0.00019177890866991856,0.00032008290033302863,3.00168150660739e-07,9.297299583045387e-09,5.738780924667724e-08,1.74629358330534e-07,1.6220722473145822e-09,9.843416034119148e-06,0.00021049413380903607,7.726616571172294e-08,0.0003378179290413777,1.014133507957687e-05,3.067160361180005e-08,7.341845528366399e-09,2.3185999446232075e-11,7.14526905671469e-07,1.8136240011318173e-12
1.2236455052376195e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441111971472399,0.09887538438474638,0.015806547160955697,0.0,0.003880454007685827,0.016897744015715078,0.009896635617189857,6.405987626831677e-05,9.029086199387569e-12,0.002361688371755952,6.732131628654386e-11,0.0004355548282074714,3.03218041005715e-09,2.7904097232133307e-05,7.838203600925914e-10,5.391658683221752e-11,3.4419758145601606e-05,6.430805453589336e-06,0.00712317162919253,0.00019002734113239826,0.0003204867882488904,2.9780153862381367e-07,9.28710390949082e-09,5.7374288437953205e-08,1.7479186734049654e-07,1.6396854359751822e-09,9.939569548450651e-06,0.00021228258807508236,7.745508438621616e-08,0.00033880746793773814,1.0176593328099253e-05,3.075007523500824e-08,7.340017709930647e-09,2.3272004897412706e-11,7.170909752148373e-07,1.8199301581686844e-12
1.226457645586516e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411141838737783,0.09885061456458691,0.01579315405658993,0.0,0.003884047832606037,0.016947011347754233,0.009921867210662547,6.403878635982328e-05,9.097316488780484e-12,0.00236109745066324,6.731265192663049e-11,0.0004357116801400195,3.031934144241897e-09,2.783899144908831e-05,7.861026345531763e-10,5.406872934130206e-11,3.4178487006059886e-05,6.453081859573963e-06,0.00712139243921368,0.000188296439318723,0.00032089009181883004,2.9545992830386135e-07,9.276913062903346e-09,5.736079041915892e-08,1.7495315302501065e-07,1.6574420048405512e-09,1.0036380976256307e-05,0.00021408095125368822,7.764386337535288e-08,0.00033979718832715663,1.02118467641223e-05,3.082848874879598e-08,7.338184817448224e-09,2.3358070390934467e-11,7.196546780675015e-07,1.8262353339003622e-12
1.2292697859354124e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441116088789181,0.09882585421972384,0.015779772281896323,0.0,0.003887614798287838,0.016996288442028933,0.00994708078241925,6.401746079194977e-05,9.165881970927038e-12,0.002360505100860698,6.73035727516177e-11,0.0004358683788308632,3.031680709806369e-09,2.777363212563114e-05,7.88384641330371e-10,5.42207093000369e-11,3.3939252705960177e-05,6.475355204336068e-06,0.007119613425591225,0.00018658595247013425,0.0003212928127472541,2.931430635447629e-07,9.26672719850024e-09,5.73473162887149e-08,1.751132267550764e-07,1.675342299632109e-09,1.0133850421742305e-05,0.0002158891966415776,7.783250286552618e-08,0.0003407870852788953,1.0247095357130278e-05,3.090684420469692e-08,7.336346974666994e-09,2.344419564182959e-11,7.222180106050816e-07,1.832539522702508e-12
1.2320819262843088e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441117688992648,0.0988011033074942,0.015766401829267723,0.0,0.00389115515709673,0.017045575056886444,0.009972276348670747,6.399590330769652e-05,9.234783252871579e-12,0.0023599113600083176,6.729408546897697e-11,0.00043602492424542154,3.0314202536961403e-09,2.7708025721676382e-05,7.906663779867307e-10,5.4372526612576124e-11,3.370204460373974e-05,6.497625469754819e-06,0.007117834590078304,0.0001848956316500935,0.000321694952746765,2.908506887016671e-07,9.25654646879904e-09,5.7333867132647957e-08,1.7527209981004868e-07,1.6933866624190952e-09,1.0231977970915948e-05,0.00021770729734425323,7.802100304408419e-08,0.0003417771539142371,1.0282339078425271e-05,3.0985141656086903e-08,7.334504303592863e-09,2.3530380367860594e-11,7.247809693584069e-07,1.8388427192850784e-12
1.2348940666332053e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441118987240875,0.0987763617855698,0.015753042691079248,0.0,0.003894669159293598,0.017094870953204038,0.009997453926154308,6.397411761224321e-05,9.304020939404531e-12,0.0023593162652199625,6.728419671649957e-11,0.0004361813163558703,3.0311529208778942e-09,2.7642178635828996e-05,7.929478421436262e-10,5.452418119308142e-11,3.346685187377675e-05,6.5198926388415524e-06,0.007116055934425703,0.0001832252297805772,0.0003220965135375579,2.8858254872361256e-07,9.246371023646177e-09,5.732044402471476e-08,1.7542978337711642e-07,1.7115754318023311e-09,1.0330763692799406e-05,0.00021953522630217034,7.820936409912222e-08,0.00034276738940639613,1.0317577901101352e-05,3.106338115807529e-08,7.332656924503091e-09,2.3616624289423195e-11,7.273435510112576e-07,1.845144918687328e-12
1.2377062069821018e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441119986272618,0.09875162961195906,0.015739694859688475,0.0,0.003898157053025515,0.017144175894386087,0.010022613532101252,6.395210737311185e-05,9.373595633071366e-12,0.0023587198530680147,6.727391306252967e-11,0.0004363375551409305,3.0308788543587495e-09,2.757609720522919e-05,7.952290314784984e-10,5.467567296553207e-11,3.3233663512927414e-05,6.542156695723684e-06,0.007114277460380921,0.00018157450167676127,0.0003224974968468253,2.863383892339756e-07,9.236201010245463e-09,5.730704802652608e-08,1.7558628855083067e-07,1.7299089430971963e-09,1.0430207640629881e-05,0.00022137295631643867,7.839758621928217e-08,0.00034375778698040894,1.0352811800019095e-05,3.11415627673981e-08,7.33080495595969e-09,2.3702927129451183e-11,7.299057523981383e-07,1.8514461162728834e-12
1.2405183473309982e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441120688808108,0.09872690674500856,0.01572635832743574,0.0,0.003901619084317602,0.01719348964636033,0.010047755184205063,6.392987622033208e-05,9.443507934181453e-12,0.002358122159588053,6.726324100620852e-11,0.0004364936405856572,3.030598195205615e-09,2.7509787705416052e-05,7.975099437221547e-10,5.4827001863533643e-11,3.3002468347031195e-05,6.564417625628828e-06,0.0071124991696872595,0.0001799432040800903,0.00032289790440817226,2.8411795660869463e-07,9.226036573186634e-09,5.729368018767195e-08,1.7574162633267948e-07,1.7483875285157319e-09,1.0530309853045342e-05,0.00022322046007402794,7.858566959355898e-08,0.0003447483419130091,1.0388040751780466e-05,3.121968654231289e-08,7.328948514822932e-09,2.3789288613322997e-11,7.324675705020735e-07,1.85774630772488e-12
1.2433304876798947e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441121097548497,0.09870219314340463,0.01571303308664436,0.0,0.0039050554970659177,0.01724281197757319,0.010072878900590134,6.390742774660841e-05,9.513758440816805e-12,0.0023575232202835282,6.725218697772816e-11,0.00043664957268123365,3.0303110825645266e-09,2.744325635020973e-05,7.997905766561041e-10,5.4978167830125856e-11,3.2773255037380686e-05,6.586675414869195e-06,0.007110721064082931,0.00017833109568973166,0.00032329773796104243,2.8192099805226664e-07,9.215877854473698e-09,5.728034154584738e-08,1.7589580763071057e-07,1.767011517347485e-09,1.0631070355253816e-05,0.00022507771017245306,7.877361441111449e-08,0.0003457390495324859,1.0423264734704102e-05,3.1297752542495625e-08,7.327087716264884e-09,2.3875708468770048e-11,7.350290024524319e-07,1.864045489041172e-12
1.2461426280287911e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441121215175321,0.09867748876617466,0.01569971912962088,0.0,0.003908466533031373,0.017292142658984353,0.010097984699781093,6.388476550748985e-05,9.584347748840695e-12,0.0023569230701304665,6.724075733859573e-11,0.00043680535142476853,3.030017653680001e-09,2.7376509291611786e-05,8.02070928109938e-10,5.512917081758977e-11,3.254601208715258e-05,6.608930050826165e-06,0.007108943145300207,0.000176737937192415,0.00032369699925015305,2.797472616714731e-07,9.205724993553356e-09,5.7267033126978855e-08,1.760488432591999e-07,1.7857812361388584e-09,1.0732489160185402e-05,0.0002269446791439155,7.896142086109867e-08,0.0003467299052185241,1.045848372880092e-05,3.1375760828939674e-08,7.3252226737831095e-09,2.3962186425787268e-11,7.375900455227782e-07,1.870343656529609e-12
1.2489547683776876e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411210443499843,0.09865279357268827,0.015686416448655347,0.0,0.003911852431834616,0.01734148146406043,0.010123072600672805,6.386189302154178e-05,9.655276451906179e-12,0.002356321743582179,6.722895838190707e-11,0.0004369609768190973,3.029718043914389e-09,2.730955261972366e-05,8.043509959587581e-10,5.5280010787254215e-11,3.232072784779639e-05,6.631181521935137e-06,0.007107165415064566,0.00017516349129066038,0.0003240956900249415,2.7759649654682715e-07,9.195578127343265e-09,5.725375594535147e-08,1.7620074393836496e-07,1.8046970088708802e-09,1.0834566269625607e-05,0.00022882133947888165,7.914908913247799e-08,0.0003477209044020302,1.0493697715750133e-05,3.145371146385667e-08,7.323353499214371e-09,2.4048722216545172e-11,7.401506971287494e-07,1.8766408068033853e-12
1.251766908726584e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444112058771327,0.09862810752265859,0.015673125036021557,0.0,0.00391521343095192,0.017390828168767875,0.010148142622501022,6.383881377051985e-05,9.726545141464482e-12,0.002355719274573989,6.721679633262995e-11,0.0004371164488725869,3.0294123867671998e-09,2.7242392362682852e-05,8.066307781206506e-10,5.5430687709301803e-11,3.209739052537741e-05,6.653429817670586e-06,0.007105387875093893,0.0001736075227294006,0.00032449381203902323,2.754684528017237e-07,9.185437390260282e-09,5.7240511003736635e-08,1.7635152029412335e-07,1.8237591571349277e-09,1.093730167532878e-05,0.00023070766364907856,7.933661941387118e-08,0.00034871204256494234,1.0528906678875586e-05,3.1531604510579834e-08,7.3214803027484895e-09,2.41353155753044e-11,7.427109548259625e-07,1.882936936776459e-12
1.2545790490754805e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441119847884864,0.09860343057614317,0.015659844883977286,0.0,0.003918549765711987,0.0174401825515651,0.010173194784813712,6.381553119954588e-05,9.798154406773277e-12,0.0023551156965279673,6.720427734789647e-11,0.00043727176759894565,3.029100813894418e-09,2.7175034486616636e-05,8.089102725542155e-10,5.5581201562574516e-11,3.187598818687065e-05,6.675674928531346e-06,0.00710361052709767,0.0001720697983210061,0.0003248913670496609,2.733628816692779e-07,9.17530291424862e-09,5.722729929352033e-08,1.7650118285789323e-07,1.8429680003064422e-09,1.1040695360110732e-05,0.00023260362412988984,7.952401189339212e-08,0.0003497033152400243,1.0564110603122482e-05,3.160944003346929e-08,7.319603192942217e-09,2.4221966238331982e-11,7.452708163079452e-07,1.8892320436590346e-12
1.257391189424377e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441118827462913,0.09857876269354489,0.01564657598476458,0.0,0.003921861669293706,0.017489544393393862,0.01019822910744309,6.379204871728616e-05,9.870104834904818e-12,0.0023545110423576782,6.719140751730427e-11,0.00043742693301703536,3.028783455127785e-09,2.7107484895612957e-05,8.111894772561434e-10,5.5731552334379195e-11,3.165650876640255e-05,6.697916846026125e-06,0.007101833372776224,0.00017055008696872053,0.0003252883568172443,2.7127953555684797e-07,9.165174828807927e-09,5.721412179483167e-08,1.7664974206643748e-07,1.8623238557162426e-09,1.1144747298919362e-05,0.00023450919342213705,7.971126675849992e-08,0.0003506947180106467,1.0599309475034442e-05,3.1687218097819733e-08,7.317722276733227e-09,2.430867394381977e-11,7.478302794040967e-07,1.895526124953121e-12
1.2602033297732735e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411175290235944,0.09855410383561272,0.015633318330609998,0.0,0.0039251493727248035,0.017538913477669886,0.010223245610478354,6.376836969613149e-05,9.942397010753997e-12,0.0023539053444729422,6.717819286322658e-11,0.0004375819451506898,3.0284604384940656e-09,2.7039749431708413e-05,8.134683902588464e-10,5.588174002029291e-11,3.14389400714375e-05,6.720155562659233e-06,0.007100056413819979,0.00016904815968852113,0.0003256847831047836,2.692181681082297e-07,9.155053261021333e-09,5.720097947667212e-08,1.7679720826174849e-07,1.8818270388193965e-09,1.1249457459882592e-05,0.00023642434407323117,7.9898384195856e-08,0.00035168624651055316,1.0634503282730935e-05,3.17649387697704e-08,7.315837659454152e-09,2.4395438431805073e-11,7.503893420776752e-07,1.901819178448153e-12
1.26301547012217e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441115955120712,0.0985294539634424,0.015620071913724855,0.0,0.0039284131048813705,0.01758828959027279,0.010248244314239147,6.374449747237944e-05,1.001503151704621e-11,0.0023532986347845996,6.716463934113063e-11,0.0004377368040285355,3.028131890234252e-09,2.6971833874892835e-05,8.157470096281473e-10,5.603176462396826e-11,3.12232697889056e-05,6.742391071916547e-06,0.007098279651908744,0.00016756378962941485,0.00032608064767741297,2.67178534263535e-07,9.144938335583332e-09,5.7187873297045e-08,1.7694359169097353e-07,1.901477863361305e-09,1.1354825805332314e-05,0.0002383490486976842,8.008536439118826e-08,0.00035267789642361375,1.066969201588505e-05,3.184260211621751e-08,7.3139494448467125e-09,2.4482259444093274e-11,7.529480024238126e-07,1.9081112022166832e-12
1.2658276104710664e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411141082853156,0.098504813038477,0.0156068367263055,0.0,0.0039316530924882725,0.017637672519535328,0.010273225239249761,6.372043534641862e-05,1.0088008934345166e-11,0.002352690944709287,6.715075283990417e-11,0.0004378915096838181,3.0277979348227474e-09,2.690374394313034e-05,8.180253334610253e-10,5.618162615693917e-11,3.1009485491269264e-05,6.76462336825168e-06,0.007096503088711024,0.00016609675209218857,0.0003264759523019075,2.65160390316734e-07,9.13483017482765e-09,5.717480420308513e-08,1.7708890250637934e-07,1.9212766415410546e-09,1.1460852292804295e-05,0.00024028327999696828,8.027220752916224e-08,0.0003536696634835636,1.0704875665701604e-05,3.192020820472891e-08,7.312057735075885e-09,2.4569136724182727e-11,7.55506258667556e-07,1.914402194610145e-12
1.2686397508199628e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411119910253355,0.0984801810225073,0.01559361276053357,0.0,0.00393486956012037,0.017687062056231977,0.010298188406214062,6.36961865829147e-05,1.0161329841060519e-11,0.0023520823051742254,6.713653918218982e-11,0.0004380460621542319,3.02745869498648e-09,2.6835485292396495e-05,8.203033598834139e-10,5.6331324638426665e-11,3.0797574642525475e-05,6.7868524470723664e-06,0.00709472672588336,0.00016464682454662811,0.00032687069874621203,2.631634939708957e-07,9.124728898755039e-09,5.7161773131189015e-08,1.772331507653557e-07,1.9412236841716355e-09,1.1567536876012376e-05,0.000242227010778715,8.045891379325874e-08,0.0003546615434737314,1.0740054224895611e-05,3.199775710346132e-08,7.310162630744169e-09,2.465607001719174e-11,7.580641091619406e-07,1.9206921542546717e-12
1.2714518911688593e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441109605825256,0.09845555787767216,0.015580400008576231,0.0,0.003938062730204562,0.017736457993566847,0.010323133835991196,6.367175441099847e-05,1.023499481345541e-11,0.002351472746622006,6.712200412472748e-11,0.0004382004614817553,3.027114291723973e-09,2.6767063516731296e-05,8.225810870480636e-10,5.648086009514543e-11,3.0587524604140866e-05,6.809078304727077e-06,0.007092950565069685,0.0001632137866472278,0.0003272648887789824,2.611876043911014e-07,9.114634625060893e-09,5.7148781007145045e-08,1.7737634643045536e-07,1.9613193008370607e-09,1.1674879505797349e-05,0.0002441802139752463,8.064548336565861e-08,0.00035565353222675436,1.0775227687671081e-05,3.207524888108001e-08,7.308264230905889e-09,2.4743059069787705e-11,7.606215523860827e-07,1.926981080046999e-12
1.2742640315177558e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441106955145781,0.09843094356645864,0.015567198462586458,0.0,0.003941232823022619,0.017785860127161053,0.010348061549572029,6.364714202445609e-05,1.0309004425653861e-11,0.0023508622990153893,6.71071533587035e-11,0.00043835470771248905,3.026764844324351e-09,2.669848414830777e-05,8.248585131324628e-10,5.663023256111071e-11,3.037932264091729e-05,6.831300938491832e-06,0.007091174607900718,0.00016179742024740885,0.00032765852416913907,2.5923248225507495e-07,9.10454746916286e-09,5.713582874626387e-08,1.775184993694707e-07,1.98156380004623e-09,1.1782880131049037e-05,0.00024614286266143293,8.083191642713375e-08,0.00035664562562428247,1.081039604970015e-05,3.215268360668084e-08,7.306362633081547e-09,2.483010363011852e-11,7.631785869433083e-07,1.9332689711504187e-12
1.2770761718666522e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411040414235536,0.09840633805170224,0.015554008114703267,0.0,0.003944380056714787,0.017835268255039383,0.010372971568056352,6.362235258192051e-05,1.038335924964804e-11,0.0023502509918421058,6.709199251010775e-11,0.00043850880089650027,3.0264104703862742e-09,2.6629752657515714e-05,8.271356363368184e-10,5.677944207744609e-11,3.0172955926784837e-05,6.853520346557217e-06,0.007089398855993395,0.0001603975094122712,0.00032805160668543376,2.57297889801517e-07,9.094467544228315e-09,5.712291725350888e-08,1.776596193555464e-07,2.0019574893832576e-09,1.1891538699601784e-05,0.0002481149300718736,8.101821315694476e-08,0.00035763781959667113,1.0845559308102547e-05,3.2230061349714984e-08,7.304457933272262e-09,2.4917203447746032e-11,7.657352115593025e-07,1.939555826990807e-12
1.2798883122155487e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411008670708735,0.09838174129658675,0.015540828957052012,0.0,0.0039475046472841205,0.017884682177616483,0.010397863912630879,6.359738920706558e-05,1.0458059855305441e-11,0.0023496388541196594,6.707652714009691e-11,0.00043866274108766946,3.0260512858368083e-09,2.656087445306043e-05,8.294124548820957e-10,5.692848869219201e-11,2.996841155052022e-05,6.8757365280156324e-06,0.00708762331095029,0.0001590138404299007,0.0003284441380960284,2.553835908761822e-07,9.084394961201741e-09,5.7110047423626785e-08,1.7779971606732455e-07,2.022500675654428e-09,1.2000855159102436e-05,0.00025009638961739537,8.120437373274477e-08,0.0003586301101226633,1.0880717461425393e-05,3.230738217991594e-08,7.3025502259742205e-09,2.5004358273581796e-11,7.682914250802906e-07,1.9458416472527125e-12
1.2827004525644451e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441097434475448,0.09835715326464427,0.015527660981744597,0.0,0.0039506068086015474,0.01793410169768247,0.010422738604547946,6.35722549888011e-05,1.053310681037587e-11,0.0023490259144001388,6.70607627453649e-11,0.0004388165283435441,3.0256874049502067e-09,2.6491854882076124e-05,8.31688967008122e-10,5.7077372460115306e-11,2.9765676521387976e-05,6.8979494828487204e-06,0.007085847974359099,0.00015764620182125803,0.0003288361201680859,2.534893509756999e-07,9.074329828831999e-09,5.709722014127808e-08,1.7793879908912491e-07,2.0431936650313753e-09,1.2110829457850795e-05,0.00025208721490086974,8.139039833048954e-08,0.00035962249322906196,1.0915870509623322e-05,3.238464616722923e-08,7.3006396041932106e-09,2.5091567859824753e-11,7.708472264712435e-07,1.952126431875517e-12
1.2855125929133416e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410937460001565,0.09833257391975483,0.015514504180879766,0.0,0.003953686752411611,0.017983526620388022,0.010447595665105057,6.354695298147034e-05,1.0608500680498385e-11,0.0023484122007750227,6.704470475851962e-11,0.00043897016272519455,3.0253189403666245e-09,2.6422699230253527e-05,8.339651709717537e-10,5.7226093442519836e-11,2.9564737774702323e-05,6.92015921191501e-06,0.007084072847792135,0.00015629438434867584,0.00032922755466737634,2.516149372891783e-07,9.06427225369948e-09,5.708443628116749e-08,1.780768779111557e-07,2.064036763190687e-09,1.2221461545612102e-05,0.00025408737973234904,8.157628712435366e-08,0.0003606149649903929,1.09510184540389e-05,3.246185338174457e-08,7.298726159459166e-09,2.517883195990146e-11,7.73402614814112e-07,1.958410181049652e-12
1.288324733262238e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410898039828406,0.09830800322614626,0.01550135854654334,0.0,0.00395674468833891,0.018032956753228954,0.010472435115625137,6.352148620504879e-05,1.0684242029208054e-11,0.0023477977408799962,6.702835854846578e-11,0.0004391236442970756,3.0249460031107313e-09,2.6353412721981628e-05,8.362410650451011e-10,5.73746517070582e-11,2.936558217730749e-05,6.94236571693775e-06,0.0070822979328058625,0.00015495818102299086,0.0003296184433578924,2.4976011873760565e-07,9.05422234024319e-09,5.707169670817438e-08,1.7821396192975644e-07,2.085030275449594e-09,1.2332751374401267e-05,0.0002560968581435202,8.176204028665237e-08,0.0003616075215285583,1.0986161297383395e-05,3.2539003893630435e-08,7.296809981840767e-09,2.5266150328407997e-11,7.759575893060863e-07,1.9646928952128782e-12
1.2911368736111345e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441085610736108,0.0982834411483936,0.015488224070808484,0.0,0.003959780823895155,0.018082391906030323,0.010497256977437551,6.349585764534484e-05,1.0760331417942623e-11,0.002347182561899756,6.701172942079384e-11,0.00043927697312689254,3.0245687026102433e-09,2.6284000520502987e-05,8.385166475138181e-10,5.752304732754491e-11,2.9168196532974532e-05,6.964569000492951e-06,0.007080523230940419,0.00015363738710934122,0.0003300087880014791,2.479246660110809e-07,9.044180190787664e-09,5.705900227748286e-08,1.7835006044766992e-07,2.1061745068978308e-09,1.244469889923879e-05,0.0002581156244014806,8.194765798776935e-08,0.00036260015901248187,1.1021299043717831e-05,3.261609777307126e-08,7.294891159960079e-09,2.535352272105421e-11,7.785121492578848e-07,1.9709745750466382e-12
1.293949013960031e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410811685471696,0.09825888765141876,0.015475100745735956,0.0,0.003962795364486863,0.018131831890930105,0.010522061271859921,6.347007025420199e-05,1.0836769406049034e-11,0.0023465666905728207,6.699482261817451e-11,0.0004394301492854713,3.0241871467143534e-09,2.6214467728082536e-05,8.40791916675453e-10,5.7671280383770796e-11,2.8972567587712754e-05,6.9867690659976105e-06,0.0070787487437192235,0.0001523318001316573,0.00033039859035747637,2.461083516038953e-07,9.034145905569784e-09,5.7046353834711804e-08,1.7848518267434365e-07,2.1274697625256757e-09,1.2557304078878437e-05,0.00026014365302183973,8.213314039608999e-08,0.0003635928736577451,1.105643169843437e-05,3.2693135090207044e-08,7.292969781007213e-09,2.544094889461016e-11,7.810662940920659e-07,1.9772552214724577e-12
1.2967611543089275e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441076479677676,0.09823434270048974,0.015461988563374366,0.0,0.003965788513423661,0.018181276522362386,0.010546848020180641,6.344412694970281e-05,1.0913556550789882e-11,0.002345950153196342,6.697764332075886e-11,0.000439583172846633,3.023801441712062e-09,2.61448193861893e-05,8.430668708378628e-10,5.781935096131908e-11,2.877868203499394e-05,7.008965917698131e-06,0.007076974472648565,0.00015104121987587896,0.00033078785218237434,2.4431094984752025e-07,9.02411958276549e-09,5.703375221604445e-08,1.786193377262596e-07,2.148916347347806e-09,1.2670566876505995e-05,0.00026218091878115054,8.231848767794003e-08,0.0003645856617262175,1.1091559268237964e-05,3.2770115915075496e-08,7.291045930755022e-09,2.5528428606854324e-11,7.836200233413701e-07,1.9835348356484197e-12
1.299573294657824e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441071546363591,0.09820980626122004,0.015448887515760422,0.0,0.003968760471927147,0.018230725617040228,0.01057161724364219,6.341803061637426e-05,1.099069340734968e-11,0.0023453329756309023,6.696019664658368e-11,0.00043973604388707397,3.023411692350412e-09,2.6075060475690967e-05,8.453415083176881e-10,5.796725915138295e-11,2.8586526520887728e-05,7.0311595606589336e-06,0.007075200419217225,0.00014976544839192854,0.00033117657522947877,2.425322369414958e-07,9.014101318516335e-09,5.702119824835779e-08,1.7875253462728943e-07,2.170514566523344e-09,1.278448726041011e-05,0.0002642273967286767,8.250369999752936e-08,0.0003655785195256778,1.1126681761128337e-05,3.2847040317556526e-08,7.289119693573808e-09,2.561596161652404e-11,7.861733366470851e-07,1.989813418965686e-12
1.3023854350067204e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410663708150727,0.09818527829956791,0.015435797594919188,0.0,0.003971711439140326,0.018280178993938016,0.010596368963425144,6.339178410539459e-05,1.1068180528841054e-11,0.0023447151833053165,6.694248765198168e-11,0.000439888762486248,3.023018001852596e-09,2.6005195917060725e-05,8.476158274388904e-10,5.811500505058497e-11,2.8396087649106625e-05,7.053350000751255e-06,0.007073426584896144,0.00014850428999447376,0.0003315647612485923,2.407719909823003e-07,9.004091206955907e-09,5.700869274935176e-08,1.7888478230907738e-07,2.192264725471775e-09,1.2899065204624162e-05,0.0002662830621975032,8.268877751690124e-08,0.0003665714434094292,1.1161799186382267e-05,3.292390836731928e-08,7.2871911524460615e-09,2.5703547683268015e-11,7.887262337574399e-07,1.996090973045096e-12
