Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),CHOX(53),O(29),C2H4X(215),acetyl(44),CH4OX(63),C2H4X(70),C2H6X(52),C2H3X(214),OH(D)X(68),C2H2X(254),C2HX(261),C2H3X(69),C2H3(46),C2H2(288),C2H2(308),C2H2X(309)
7.113565806892465e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435205743756739,0.11015353563892509,0.02233007238425322,0.0,1.0506467292384652e-05,0.0002862584763888356,8.40237442559114e-05,7.175883621957807e-07,3.412652352695113e-16,0.0006070566146376715,2.2479286378302657e-14,0.00030158211261902565,2.8110276713818784e-11,3.887706861629626e-08,4.530213238911599e-12,6.276623068505477e-14,1.0169250930809777e-05,1.458600027142281e-09,0.00781024056289669,0.0008747258319153936,8.227796905769653e-05,3.534856861263877e-07,3.3721422994473695e-09,1.5676603845138268e-08,5.218240363463901e-10,1.3933628997279503e-11,1.6179564817947519e-07,1.3439452346978391e-05,1.4136280264417704e-09,5.4815478208738485e-06,1.884103094125594e-09,2.304424103934875e-09,2.606852635713102e-10,1.0918680960627189e-13,3.1639832670969887e-06,6.5523359651626e-11,1.2763701296740485e-13,4.313983550859943e-13,4.122355350169425e-16,1.9105562268662465e-09,1.3529431696005005e-14,3.1502372275456715e-11,2.0916861347964808e-14,2.227064362267283e-15,3.500620226789757e-15,9.864442757025043e-15,3.1446378374487182e-12,6.124059665066917e-16,1.341070871958596e-14
7.12532897276046e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44351862631355865,0.11015162128077481,0.022329272423268397,0.0,1.0558599180781942e-05,0.00028713116012835696,8.433166497453773e-05,7.20889617347219e-07,3.435420006066906e-16,0.0006079901775132217,2.2656992532489284e-14,0.00030177974515879525,2.8244831085335197e-11,3.913272575510973e-08,4.549977512193485e-12,6.311871773606292e-14,1.0202238133244462e-05,1.468061153556796e-09,0.007810904288645631,0.00087592479388462,8.234313973638884e-05,3.5425158732902796e-07,3.3772076587476362e-09,1.570011438758749e-08,5.243591820874697e-10,1.3956174383621901e-11,1.6194903036945475e-07,1.3441485662491077e-05,1.4171354802525364e-09,5.498756008162561e-06,1.8869924474823983e-09,2.319378077795672e-09,2.61639531899701e-10,1.0954490307811619e-13,3.1708646460969237e-06,6.602113686844748e-11,1.2830177731048204e-13,4.3423351563729686e-13,4.1490765879452617e-16,1.9194658428833587e-09,1.3564471232204472e-14,3.1604428115289664e-11,2.095663096627514e-14,2.2295226699014353e-15,3.523124047128377e-15,9.929605925610398e-15,3.170776728403068e-12,6.174964974873711e-16,1.3524429835397399e-14
7.137092138628455e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435166844748931,0.11014971219640547,0.022328472491800522,0.0,1.0610890484886324e-05,0.0002880047222704117,8.464005392918607e-05,7.241999810699199e-07,3.4582940041920675e-16,0.0006089234167752445,2.283577706893436e-14,0.0003019768471720776,2.8379780133310688e-11,3.938958959991905e-08,4.5697815964789305e-12,6.347244377198008e-14,1.023526750071296e-05,1.4775669759243354e-09,0.00781156258117402,0.0008771230270696718,8.240823568158734e-05,3.5501763921438687e-07,3.3822708533447735e-09,1.572361653426017e-08,5.269018810208315e-10,1.3978712964367644e-11,1.6210224649280924e-07,1.3443514256930324e-05,1.4206458549237684e-09,5.5159821899205155e-06,1.8898807975033525e-09,2.3344027297128195e-09,2.6259524847815594e-10,1.0990355362298213e-13,3.177744593450274e-06,6.652178233330794e-11,1.2896862529185243e-13,4.3708204917050265e-13,4.175923970215502e-16,1.928400434200075e-09,1.3599533654527664e-14,3.1706614140446275e-11,2.0996395224236765e-14,2.231978536306076e-15,3.5457328113122548e-15,9.995084608379124e-15,3.1970875968526508e-12,6.226205215300928e-16,1.3638914926351427e-14
7.14885530449645e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44351474882076736,0.11014780834773111,0.022327672589845644,0.0,1.0663341384246118e-05,0.00028887916140091024,8.494891088320468e-05,7.275194592315211e-07,3.4812746311141203e-16,0.0006098563321566818,2.301564442830939e-14,0.0003021734201002927,2.851512417475668e-11,3.964766346718334e-08,4.589625462055344e-12,6.382741038854139e-14,1.02683389748806e-05,1.4871176230100022e-09,0.0078122154789847225,0.0008783205316087877,8.247325712137086e-05,3.557838408086964e-07,3.3873318819682252e-09,1.574711027856999e-08,5.294521411676067e-10,1.400124476610238e-11,1.6225529764613133e-07,1.3445538200217222e-05,1.4241591514326525e-09,5.533226336811327e-06,1.8927681433282797e-09,2.349498263417267e-09,2.6355241257028246e-10,1.1026276140130629e-13,3.1846230918881403e-06,6.702530704912557e-11,1.2963755902569254e-13,4.399439923992126e-13,4.2028978600011343e-16,1.93736001755056e-09,1.3634618923984267e-14,3.1808930169998153e-11,2.1036154248129946e-14,2.234431984372988e-15,3.568446814413993e-15,1.0060879750038632e-14,3.22357127030118e-12,6.27778199796199e-16,1.3754167751536501e-14
7.160618470364445e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435128193125476,0.11014590969693738,0.02232687271739992,0.0,1.0715952058163072e-05,0.00028975447610879657,8.525823560102814e-05,7.308480576709587e-07,3.5043621710948833e-16,0.0006107889233916694,2.3196599059558643e-14,0.00030236946538093944,2.8650863525395498e-11,3.990695067465115e-08,4.609509079230184e-12,6.418361917966215e-14,1.0301452497424945e-05,1.496713223675925e-09,0.007812863020308012,0.0008795173076391104,8.253820428263374e-05,3.56550191135849e-07,3.3923907433542138e-09,1.5770595613961114e-08,5.320099704760745e-10,1.4023769820276697e-11,1.6240818491636168e-07,1.34475575610612e-05,1.427675370740397e-09,5.550488419562188e-06,1.8956544841010323e-09,2.364664882793681e-09,2.645110234430213e-10,1.1062252662851768e-13,3.1915001242143013e-06,6.753172203705221e-11,1.3030858062149446e-13,4.4281938205110975e-13,4.2299986205952013e-16,1.946344609588929e-09,1.3669727129163118e-14,3.191137602305428e-11,2.107590822758069e-14,2.2368830378656694e-15,3.591266351698875e-15,1.0126992296119606e-14,3.2502285786977215e-12,6.329696939232899e-16,1.3870192081443032e-14
7.17238163623244e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44351089591187387,0.11014401620647958,0.022326072874459583,0.0,1.076872268569235e-05,0.00029063066498603857,8.556802784815861e-05,7.341857821984968e-07,3.5275569086145216e-16,0.0006117211902155327,2.337864541988273e-14,0.00030256498444760705,2.8786998499661532e-11,4.0167454541346834e-08,4.629432418330631e-12,6.45410717374418e-14,1.033460801003588e-05,1.5063539068808358e-09,0.007813505243103503,0.0008807133552967072,8.260307739110896e-05,3.5731668921718685e-07,3.3974474362456583e-09,1.5794072533909112e-08,5.345753768008704e-10,1.4046288152628344e-11,1.6256090936770858e-07,1.3449572406992525e-05,1.4311945137587463e-09,5.5677684089636466e-06,1.8985398189697804e-09,2.3799027918797624e-09,2.6547108036659556e-10,1.1098284948376685e-13,3.1983756733049847e-06,6.804103833643825e-11,1.3098169218443902e-13,4.45708254867818e-13,4.2572266155608775e-16,1.9553542268893285e-09,1.3704858435799456e-14,3.201395151876272e-11,2.1115657374022405e-14,2.2393317205216825e-15,3.614191718623809e-15,1.0193423192972864e-14,3.277060354438657e-12,6.381951660256002e-16,1.3986991697973143e-14
7.184144802100435e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435089785806583,0.11014212783908077,0.02232527306102095,0.0,1.0821653445642323e-05,0.00029150772662761814,8.58782873911475e-05,7.375326385957555e-07,3.550859128371141e-16,0.0006126531323647872,2.3561787974721924e-14,0.0003027599787299864,2.8923529410702335e-11,4.042917838755673e-08,4.649395449703243e-12,6.489976965216757e-14,1.0367805454415673e-05,1.516039801679615e-09,0.007814142185062056,0.0008819086747165731,8.26678766713475e-05,3.5808333408894604e-07,3.402501959392532e-09,1.5817541031915284e-08,5.371483682073331e-10,1.4068799783794469e-11,1.6271347205399697e-07,1.3451582804368947e-05,1.4347165813232316e-09,5.585066275869409e-06,1.9014241470854075e-09,2.3952121948655827e-09,2.6643258261445135e-10,1.1134373006192613e-13,3.2052497221086358e-06,6.85532670047973e-11,1.3165689582011757e-13,4.486106476046746e-13,4.2845822087299735e-16,1.964388885946009e-09,1.3740012636196937e-14,3.211665647630181e-11,2.1155401726146277e-14,2.2417780528141787e-15,3.637223210836316e-15,1.0260173387766417e-14,3.304067432369646e-12,6.434547786943887e-16,1.4104570394450312e-14
7.194731651381631e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44350725814068953,0.11014043265804214,0.02232455325414714,0.0,1.0869428190403609e-05,0.00029229782715972197,8.615792032568211e-05,7.405526218573487e-07,3.5719232589433616e-16,0.0006134916024855111,2.3727557217700743e-14,0.0003029350260720675,2.9046746014361902e-11,4.066577567685318e-08,4.667396090338087e-12,6.522366386852476e-14,1.0397718957846852e-05,1.5247958696522857e-09,0.007814710948645604,0.0008829838396619354,8.272613308507827e-05,3.587734391759658e-07,3.40704917406536e-09,1.5838655474014513e-08,5.394705522535447e-10,1.4089054550677931e-11,1.628506410315152e-07,1.345338841240155e-05,1.4378889433290443e-09,5.600649617312068e-06,1.90401918091719e-09,2.409051953722436e-09,2.672991697918313e-10,1.1166899963808403e-13,3.2114350692514213e-06,6.90167720354362e-11,1.3226636954917272e-13,4.512343909888512e-13,4.309311639969966e-16,1.9725415033668215e-09,1.3771671101539413e-14,3.220920147853507e-11,2.1191167717915325e-14,2.2439777616039568e-15,3.658042535453972e-15,1.0320522346310058e-14,3.3285243778552245e-12,6.482177550470172e-16,1.4211060479027715e-14
7.205318500662827e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44350554255896296,0.11013874156990075,0.022323833471164234,0.0,1.0917332917065166e-05,0.00029308863247527544,8.643793141286026e-05,7.435800107678579e-07,3.5930748887617113e-16,0.0006143298092169296,2.3894221268783294e-14,0.00030310965053055035,2.917028380589137e-11,4.0903366262237784e-08,4.685428836118809e-12,6.554856926745036e-14,1.0427666336318367e-05,1.533588757843591e-09,0.007815275492166625,0.000884058414940219,8.278433004097343e-05,3.5946366166420084e-07,3.411594629336091e-09,1.5859763084409273e-08,5.417988922913954e-10,1.4109303936255787e-11,1.629876805784585e-07,1.3455190516681066e-05,1.4410636755021788e-09,5.616247394816552e-06,1.906613397981811e-09,2.4229499372226906e-09,2.6816692657069187e-10,1.1199472130768318e-13,3.217619175078959e-06,6.948265314265489e-11,1.328775410840165e-13,4.538691421049807e-13,4.3341449862870766e-16,1.98071442981784e-09,1.380334838961942e-14,3.230185106665593e-11,2.1226930169795897e-14,2.2461756025358866e-15,3.67894827697617e-15,1.0381131395681276e-14,3.3531246083820623e-12,6.530086365459066e-16,1.431818748165549e-14
7.215905349944023e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435038318082703,0.1101370545480304,0.022323113712069707,0.0,1.0965367755466109e-05,0.0002938801415562431,8.671832048460557e-05,7.466148094826868e-07,3.6143142258241494e-16,0.0006151677523694235,2.4061783400328325e-14,0.00030328385313962275,2.9294143010906425e-11,4.1141952566766974e-08,4.703493665467023e-12,6.587448700451336e-14,1.0457647547357246e-05,1.5424185605326265e-09,0.007815835842550942,0.0008851324006477126,8.28424677003454e-05,3.601540008551613e-07,3.4161383243075245e-09,1.5880863858423397e-08,5.441333941827844e-10,1.4129547952765877e-11,1.6312459143447803e-07,1.3456989163227596e-05,1.444240778365298e-09,5.631859587265559e-06,1.9092067976681577e-09,2.4369062945347557e-09,2.690358524278475e-10,1.1232089511360068e-13,3.223802027309812e-06,6.995091842497707e-11,1.3349041195279837e-13,4.565149277757012e-13,4.359082513469012e-16,1.988907677157699e-09,1.3835044306871816e-14,3.239460510892255e-11,2.1262689084718894e-14,2.2483715895033667e-15,3.699940651321944e-15,1.044200122805115e-14,3.3778687376491317e-12,6.578275427126761e-16,1.4425954191434322e-14
7.226492199225219e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435021258615769,0.11013537156597597,0.0223223939768611,0.0,1.1013532835284009e-05,0.000294672353386543,8.699908737348541e-05,7.496570221385168e-07,3.6356414782714296e-16,0.0006160054317541478,2.423024689005894e-14,0.00030345763493094216,2.9418323854181347e-11,4.138153701429108e-08,4.721590556816256e-12,6.620141823410287e-14,1.048766254849888e-05,1.5512853720605048e-09,0.007816392026552751,0.0008862057968800658,8.290054622376157e-05,3.608444560445905e-07,3.4206802580868795e-09,1.5901957791400507e-08,5.464740636871222e-10,1.414978662432973e-11,1.6326137434031137e-07,1.3458784397330184e-05,1.4474202524674066e-09,5.647486173582693e-06,1.911799379367767e-09,2.4509211749253093e-09,2.699059468420829e-10,1.126475212255332e-13,3.2299836137093653e-06,7.0421575992755e-11,1.3410498367890808e-13,4.59171774832314e-13,4.384124487478002e-16,1.99712125719281e-09,1.3866758927606378e-14,3.248746347361898e-11,2.1298444601541334e-14,2.2505657387105207e-15,3.7210198745329035e-15,1.0503132536119333e-14,3.4027573809672135e-12,6.626745933828648e-16,1.4534363404982344e-14
7.236020363578296e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435005945947672,0.11013386031444129,0.02232174623559382,0.0,1.1056992870579976e-05,0.00029538594404626944,8.725210046925473e-05,7.524013558522138e-07,3.6549113452713887e-16,0.0006167591175235003,2.4382637405418257e-14,0.0003036136795945813,2.953036179893945e-11,4.15980184332692e-08,4.737905154226203e-12,6.649652382999702e-14,1.0514704904973952e-05,1.5592972230155242e-09,0.00781688905187224,0.0008871713495664872,8.295276646572227e-05,3.614659643076369e-07,3.4247664919346367e-09,1.592093647816221e-08,5.485859442075564e-10,1.4167996873444245e-11,1.6338437015480453e-07,1.3460397227250052e-05,1.4502838069958282e-09,5.661562390638592e-06,1.914132003018404e-09,2.4635847279566973e-09,2.7069003050198226e-10,1.1294187155854434e-13,3.235545949108915e-06,7.084721992054149e-11,1.346595537215546e-13,4.615724168512015e-13,4.406751786080067e-16,2.0045308733948045e-09,1.3895318231825366e-14,3.257112508868313e-11,2.1330621806379642e-14,2.252538915388968e-15,3.740065609859131e-15,1.0558374848043523e-14,3.425281229321213e-12,6.670611018336653e-16,1.463248335536537e-14
7.245548527931373e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44349906717797266,0.11013235229481917,0.02232109851367047,0.0,1.110055860063886e-05,0.00029610010237352186,8.750541934062293e-05,7.551517011829854e-07,3.674252744378462e-16,0.000617512589352043,2.4535763077197282e-14,0.0003037693849779643,2.9642660614750884e-11,4.181531208011749e-08,4.7542456886920806e-12,6.679245212883021e-14,1.0541774566097838e-05,1.5673391964578797e-09,0.007817382743218942,0.0008881364249238495,8.300493905305138e-05,3.6208756544793404e-07,3.4288512978525227e-09,1.593990961656211e-08,5.50702829315052e-10,1.4186202818632533e-11,1.63507263439157e-07,1.3462007361231317e-05,1.453149282984136e-09,5.675650234381518e-06,1.916463963169253e-09,2.476295914619965e-09,2.714750598952635e-10,1.1323658841856124e-13,3.241107240459538e-06,7.127481410756388e-11,1.352155037986543e-13,4.639820599049966e-13,4.429464096310284e-16,2.011956977134294e-09,1.392389271027713e-14,3.265487100226203e-11,2.1362796411656942e-14,2.2545106268266188e-15,3.759182025524294e-15,1.0613830022515649e-14,3.4479230845992273e-12,6.714705924562486e-16,1.473112805449193e-14
7.25507669228445e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44349754359184146,0.11013084748817474,0.02232045081108936,0.0,1.1144230119659819e-05,0.0002968148276316118,8.77590438668285e-05,7.579080611076436e-07,3.6936658276239116e-16,0.0006182658471037129,2.46896263059617e-14,0.00030392475182793705,2.975522046373081e-11,4.203341972344047e-08,4.770612144515953e-12,6.708920396970864e-14,1.0568871500931343e-05,1.5754113612901014e-09,0.007817873119744438,0.0008891010230205846,8.305706410128548e-05,3.6270925895350214e-07,3.4329346751988686e-09,1.5958877203245835e-08,5.528247231735186e-10,1.4204404473689908e-11,1.63630054711949e-07,1.3463614830836347e-05,1.4560166807750877e-09,5.6897496895312795e-06,1.9187952593819617e-09,2.4890548439331026e-09,2.722610346459426e-10,1.1353167190135167e-13,3.2466674789389447e-06,7.17043644907612e-11,1.3577283501588787e-13,4.664007235713456e-13,4.452261612412736e-16,2.019399576909842e-09,1.3952482422156916e-14,3.273870111838709e-11,2.139496851263324e-14,2.256480884322513e-15,3.7783692792749146e-15,1.0669498565604717e-14,3.470683398716093e-12,6.759031532638047e-16,1.4830299556737534e-14
7.264604856637527e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443496023817133,0.11012934587568249,0.022319803127848856,0.0,1.1188007521735991e-05,0.0002975301190851182,8.801297392750707e-05,7.606704385907597e-07,3.7131507471326256e-16,0.0006190188906429515,2.4844229495771835e-14,0.00030407978088970073,2.986804150744412e-11,4.225234313234353e-08,4.787004506007259e-12,6.738678019096904e-14,1.059599567854087e-05,1.5835137864547853e-09,0.007818360200490397,0.0008900651439247287,8.310914172548633e-05,3.6333104431351584e-07,3.4370166233348556e-09,1.5977839234872195e-08,5.549516299425083e-10,1.4222601851364604e-11,1.6375274448652947e-07,1.3465219667179805e-05,1.458886000691158e-09,5.70386074083423e-06,1.921125891219906e-09,2.501861624977578e-09,2.730479543792541e-10,1.138271220891518e-13,3.252226655755236e-06,7.213587701478088e-11,1.36331548477709e-13,4.688284274333555e-13,4.475144528743548e-16,2.026858681185868e-09,1.3981087388400639e-14,3.2822615341107125e-11,2.1427138185665054e-14,2.258449698732941e-15,3.7976275289364165e-15,1.072538098372207e-14,3.4935626246469666e-12,6.803588724760322e-16,1.492999992142377e-14
7.274133020990604e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44349450783471694,0.11012784743862583,0.02231915546394732,0.0,1.1231890900854511e-05,0.0002982459759998842,8.82672094026857e-05,7.634388365846748e-07,3.732707655123042e-16,0.0006197717198347053,2.499957505417669e-14,0.0003042344729068156,2.998112390690581e-11,4.2472084076428304e-08,4.803422757482695e-12,6.76851816301801e-14,1.0623147067998433e-05,1.5916465409344443e-09,0.007818844004389218,0.0008910287877039269,8.316117204024316e-05,3.6395292101865826e-07,3.441097141624572e-09,1.5996795708112147e-08,5.570835537933924e-10,1.4240794964261068e-11,1.6387533327110276e-07,1.3466821900934518e-05,1.4617572430392322e-09,5.717983373063183e-06,1.9234558582479596e-09,2.514716366898104e-09,2.738358187216341e-10,1.1412293906268239e-13,3.2577847621468234e-06,7.256935763196618e-11,1.368916452872035e-13,4.712651910795313e-13,4.498113039770536e-16,2.0343342983926752e-09,1.400970762181312e-14,3.290661357448685e-11,2.1459305502825362e-14,2.2604170807310657e-15,3.816956932412762e-15,1.078147778362029e-14,3.5165612164279855e-12,6.84837838519266e-16,1.5030231212821596e-14
7.28366118534368e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434929956255734,0.11012635215839635,0.02231850781938318,0.0,1.1275880350896528e-05,0.0002989623976430138,8.852175017277713e-05,7.662132580295099e-07,3.7523367039071306e-16,0.0006205243345444241,2.515566539220801e-14,0.0003043888286212054,3.0094467822581446e-11,4.2692644325787847e-08,4.819866883266125e-12,6.79844091241434e-14,1.0650325638381695e-05,1.5998096937513573e-09,0.007819324550264685,0.0008919919544254414,8.321315515967705e-05,3.6457488855994874e-07,3.445176229434996e-09,1.601574661964914e-08,5.59220498885157e-10,1.4258983824826525e-11,1.6399782156878574e-07,1.3468421562337342e-05,1.464630408111673e-09,5.732117571017349e-06,1.925785160032623e-09,2.527619178902404e-09,2.746246273007019e-10,1.1441912290205914e-13,3.263341789382353e-06,7.300481230234376e-11,1.374531265458607e-13,4.737110341037288e-13,4.521167340072801e-16,2.0418264369264794e-09,1.4038343139384398e-14,3.2990695722607975e-11,2.1491470537240147e-14,2.2623830409010237e-15,3.8363576476861285e-15,1.0837789472392146e-14,3.539679629156923e-12,6.893401400266057e-16,1.5130995500154593e-14
7.293189349696757e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44349148717079145,0.11012486001649323,0.02231786019415488,0.0,1.1319975965637236e-05,0.00029967938328286884,8.877659611857431e-05,7.689937058531755e-07,3.7720380458903897e-16,0.0006212767346380606,2.531250292437425e-14,0.00030454284877316,3.020807341438756e-11,4.291402565100201e-08,4.836336867688476e-12,6.828446350889441e-14,1.0677531358773995e-05,1.6080033139674222e-09,0.007819801856832535,0.0008929546441561574,8.326509119744323e-05,3.65196946429161e-07,3.4492538861359697e-09,1.603469196617929e-08,5.613624693719047e-10,1.4277168445361032e-11,1.6412020987766296e-07,1.3470018681194952e-05,1.4675054961859755e-09,5.746263319522266e-06,1.9281137961420224e-09,2.5405701702609753e-09,2.7541437974524347e-10,1.1471567368617636e-13,3.2688977287606245e-06,7.344224699361115e-11,1.3801599335366529e-13,4.76165976105104e-13,4.544307624340295e-16,2.0493351051494325e-09,1.4066993956262898e-14,3.307486168956917e-11,2.15236333605308e-14,2.2643475896941376e-15,3.855829832816547e-15,1.089431655746957e-14,3.5629183189938486e-12,6.938658658380432e-16,1.5232294857602155e-14
7.302717514049834e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434899824515685,0.11012337099452263,0.022317212588260908,0.0,1.1364177838745881e-05,0.00030039693218906506,8.903174712124456e-05,7.71780182971383e-07,3.7918118335718007e-16,0.00062202891998207,2.547009006865466e-14,0.00030469653410133995,3.0321940841692114e-11,4.3136229823132655e-08,4.852832695087635e-12,6.858534561970366e-14,1.0704764198264385e-05,1.6162274706840079e-09,0.007820275942701136,0.0008939168569625883,8.331698026673402e-05,3.65819094118811e-07,3.4533301111002114e-09,1.6053631744411154e-08,5.635094694036307e-10,1.4295348838016308e-11,1.6424249869084338e-07,1.347161328688958e-05,1.4703825075250759e-09,5.760420603429729e-06,1.930441766145876e-09,2.5535694503068573e-09,2.762050756851931e-10,1.150125914929876e-13,3.274452571610521e-06,7.388166768112419e-11,1.385802468090757e-13,4.786300366880577e-13,4.567534087373407e-16,2.056860311389657e-09,1.4095660087507826e-14,3.315911137948606e-11,2.1555794043513964e-14,2.2663107374425514e-15,3.875373645941536e-15,1.0951059546622584e-14,3.586277743161774e-12,6.984151050005901e-16,1.5334131364302785e-14
7.321773842755987e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434869841451305,0.11012040223733487,0.022315917434470037,0.0,1.1452900734214322e-05,0.00030183371688519855,8.954296382371325e-05,7.77371236693331e-07,3.831577356492186e-16,0.0006235326458895317,2.5787522882792537e-14,0.00030500290323289236,3.0550461837527804e-11,4.358311379477287e-08,4.885901816202209e-12,6.918959635675989e-14,1.0759311110924317e-05,1.6327676702206847e-09,0.007821214526240688,0.0008958398520668325,8.342061795036099e-05,3.670636569328933e-07,3.4614782633237085e-09,1.6091494582876594e-08,5.678185746726235e-10,1.4331696987565623e-11,1.6448677977800095e-07,1.34747950742304e-05,1.4761423009774747e-09,5.788769716990335e-06,1.935095706123838e-09,2.5797133141040016e-09,2.7778929657669764e-10,1.156075284815101e-13,3.2855589331906446e-06,7.47664909845273e-11,1.397129180488696e-13,4.835855920422222e-13,4.6142463294877485e-16,2.0719603710644153e-09,1.4153038352079701e-14,3.3327861544735064e-11,2.162010926767785e-14,2.2702328705428847e-15,3.9146767891107334e-15,1.1065195269919632e-14,3.633360628701316e-12,7.075844806029155e-16,1.5539424166831872e-14
7.340830171462139e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434840005579897,0.11011744574179849,0.022314622357999067,0.0,1.154204978453751e-05,0.00030327274591330816,9.005539933680371e-05,7.829864422774393e-07,3.8716344945284217e-16,0.0006250355112084622,2.6107983247641783e-14,0.00030530794189269545,3.0780032074075996e-11,4.4033310418665715e-08,4.919074121448653e-12,6.979716800221437e-14,1.0813966129189086e-05,1.6494308459561353e-09,0.007822140447625614,0.0008977609402630954,8.352406910694549e-05,3.6830857295620353e-07,3.4696206811445123e-09,1.6129335108963145e-08,5.721478477809998e-10,1.4368028367789696e-11,1.647306686777121e-07,1.34779671511426e-05,1.481909790286731e-09,5.8171647910360496e-06,1.9397469765562844e-09,2.606051646200056e-09,2.7937728703702725e-10,1.1620393447142988e-13,3.296660805352439e-06,7.565933016809002e-11,1.4085114902217256e-13,4.885778571043702e-13,4.661305627011843e-16,2.087126681896151e-09,1.4210478048013739e-14,3.349694545162396e-11,2.1684416759470904e-14,2.2741495205086143e-15,3.95426834383064e-15,1.1180200711165426e-14,3.680931964843268e-12,7.168489833548725e-16,1.574689064015334e-14
7.359886500168292e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44348103154357477,0.11011450136455135,0.02231332735883702,0.0,1.16316257352571e-05,0.00030471401347515446,9.05690527227812e-05,7.886258226112563e-07,3.911984471034119e-16,0.0006265375148884994,2.643149063136847e-14,0.0003056116559317448,3.101065280657378e-11,4.448683388018056e-08,4.952349485771158e-12,7.040806721079226e-14,1.0868729005979442e-05,1.6662175521071784e-09,0.007823053851918957,0.0008996801220707456,8.362733462564759e-05,3.6955383815401597e-07,3.4777573596473e-09,1.6167153296787554e-08,5.764973217322292e-10,1.4404343070738177e-11,1.649741691613244e-07,1.3481129737974446e-05,1.4876849770473296e-09,5.84560570531948e-06,1.9443955740585583e-09,2.632585323486917e-09,2.8096904414530653e-10,1.1680181005101126e-13,3.3077581198019853e-06,7.656023330907819e-11,1.4199494846121062e-13,4.936069888932555e-13,4.708713542281989e-16,2.102359309287558e-09,1.4267979285516365e-14,3.36663623337004e-11,2.174871705528869e-14,2.2780607658073976e-15,3.994149577955838e-15,1.1296079944584527e-14,3.728995447703923e-12,7.262093330981348e-16,1.5956547596228758e-14
7.378942828874444e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44347807695699243,0.11011156896388473,0.022312032436973397,0.0,1.1721629330221337e-05,0.0003061575137922626,9.108392304938813e-05,7.942894003881259e-07,3.9526285108553144e-16,0.0006280386558872431,2.6758064557090093e-14,0.0003059140511753155,3.1242325281521614e-11,4.4943698371949166e-08,4.985727784216409e-12,7.102230062507137e-14,1.0923599494310204e-05,1.683128343507993e-09,0.007823954882523756,0.0009015973980037844,8.373041538848714e-05,3.707994485028911e-07,3.485888293962262e-09,1.620494912066481e-08,5.808670294449627e-10,1.4440641186244608e-11,1.6521728492578596e-07,1.3484283048812131e-05,1.493467862635222e-09,5.87409234000682e-06,1.949041495271466e-09,2.659315223834691e-09,2.825645649974551e-10,1.174011557932433e-13,3.318850808719297e-06,7.746924860608292e-11,1.431443250733801e-13,4.986731445065722e-13,4.756471639361432e-16,2.1176583180995375e-09,1.4325542170324746e-14,3.38361114247937e-11,2.181301067851922e-14,2.281966683111163e-15,4.034321760547408e-15,1.1412837049710424e-14,3.7775547904686435e-12,7.356662529987498e-16,1.6168411926671218e-14
