Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),CHOX(53),O(29),C2H4X(215),acetyl(44),CH4OX(63),C2H4X(70),C2H6X(52),C2H3X(214),OH(D)X(68),C2H2X(254),C2HX(261),C2H3X(69),C2H3(46),C2H2(288),C2H2(308),C2H2X(309)
4.762939888610278e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44260229778976184,0.1058788427213781,0.019743876869330934,0.0,0.0013564504649840028,0.0050838412791344885,0.0028512844136375217,4.248399896158576e-05,3.6520504501834423e-13,0.0022056031145565335,2.8898798872323512e-11,0.00038801340584481244,1.9708377368583305e-09,1.7803108406401042e-05,2.009693650140406e-10,1.1696091213703125e-11,0.00013485875328287647,9.6593734846498e-07,0.007602140811027395,0.0017825629006345367,0.00019316462570974748,1.6908169274841518e-06,1.08337438283347e-08,5.4919668367749067e-08,6.181581854730668e-08,8.937855423913064e-11,6.543447996714674e-07,2.3104078309975916e-05,2.4202527075214726e-08,0.00010129023915555608,6.831602801544191e-09,1.5283601769740754e-06,8.829091367293788e-09,4.397854092001128e-12,1.0613827355401473e-05,9.693875538644404e-08,1.5737152913480023e-11,1.9718272912476906e-10,2.724332288077799e-13,1.1685461629896247e-07,3.91020295499752e-13,4.1694549617225284e-10,3.428329156244824e-13,1.5515793501769096e-14,2.1261755609255546e-12,7.63932367751745e-12,1.9427870758484012e-08,3.783767204874757e-12,9.05415702436261e-11
4.782117703934301e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426076523838577,0.10585912033277403,0.019732368272664138,0.0,0.001366613892522344,0.00510984296617877,0.0028688680360948694,4.267822163372451e-05,3.703840475064443e-13,0.0022083901031623946,2.9147053914626136e-11,0.0003881138424278918,1.9803473639051477e-09,1.7945696141321988e-05,2.0226261685712945e-10,1.1794026945398446e-11,0.00013500611144677768,9.760825920518067e-07,0.007600809943893323,0.001777542853369011,0.00019354368559837136,1.6893358651314987e-06,1.084111081273856e-08,5.498232994491124e-08,6.227129530020088e-08,8.991266662669505e-11,6.582078671569873e-07,2.319526067291546e-05,2.433825757442526e-08,0.00010181158387488108,6.840318099544481e-09,1.5444141183691981e-06,8.883647798613029e-09,4.431142702618696e-12,1.0614889035621803e-05,9.80308367767717e-08,1.5854210847183338e-11,1.9876442603404903e-10,2.7529792736259334e-13,1.1739264666647151e-07,3.9561768961378913e-13,4.174061678456312e-10,3.4688864323641426e-13,1.5668800052297356e-14,2.147971634664159e-12,7.723230753789191e-12,1.9733711335053018e-08,3.843332819402367e-12,9.197380525915837e-11
4.801295519258324e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426130398643672,0.1058394027330224,0.019720865953591273,0.0,0.001376784866349892,0.005135866868356691,0.0028864712270163144,4.28715793334802e-05,3.7561438611671967e-13,0.002211152566619868,2.9395296435664825e-11,0.00038821448845401666,1.9898164987612476e-09,1.8088251675694496e-05,2.0355800590673936e-10,1.1892222133305723e-11,0.00013514861422641447,9.862742438432734e-07,0.007599480022083303,0.0017724881429028027,0.0001939224321868304,1.6878003601228102e-06,1.0848344962671872e-08,5.5044372082825614e-08,6.272707047912e-08,9.045071334582081e-11,6.620998582939867e-07,2.3287146716994862e-05,2.4474108729340594e-08,0.00010233339210606993,6.848958148421985e-09,1.5605415084411093e-06,8.938266809971514e-09,4.464541768793153e-12,1.0615885799395679e-05,9.91285749800776e-08,1.597144517453946e-11,2.0034581958881527e-10,2.781758051286859e-13,1.1792831815148982e-07,4.002728908268916e-13,4.1785186957537254e-10,3.509988098626295e-13,1.5823694102668505e-14,2.1698597800105844e-12,7.807573158766237e-12,2.004276408543726e-08,3.9035240402220654e-12,9.34211848334059e-11
4.820473334582347e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44261845962291263,0.10581968997008204,0.019709369906578452,0.0,0.0013869629817823163,0.005161913065591737,0.0029040937842594607,4.306406926347028e-05,3.808963466747954e-13,0.002213890677099458,2.9643509952882846e-11,0.0003883153433171758,1.999244942684679e-09,1.8230765943892407e-05,2.0485552062624118e-10,1.199067464087145e-11,0.00013528628223400633,9.965120710094702e-07,0.007598151037906101,0.001767399374080335,0.00019430086912238144,1.6862108559369287e-06,1.0855447342811016e-08,5.5105799441640705e-08,6.318312654255038e-08,9.09927388658835e-11,6.660210409898456e-07,2.3379741773995673e-05,2.461007924395279e-08,0.00010285566542986284,6.8575234711920285e-09,1.5767419787551433e-06,8.99294777738734e-09,4.4980511416397446e-12,1.0616818724069761e-05,1.0023194567889427e-07,1.6088853191649676e-11,2.01926809435534e-10,2.810667971686091e-13,1.1846162276486203e-07,4.0498676454901884e-13,4.1828266406484177e-10,3.5516423960236843e-13,1.5980502258220535e-14,2.1918394297566603e-12,7.892349368145291e-12,2.0355043117406843e-08,3.964343614995127e-12,9.488377661062746e-11
4.83965114990637e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44262391105458426,0.10579998209155765,0.01969788012614998,0.0,0.001397147835843805,0.005187981638359641,0.0029217355071003053,4.325568873267059e-05,3.862302153099106e-13,0.0022166046053617677,2.9891678109019095e-11,0.0003884164063848693,2.0086325029328006e-09,1.8373229926120513e-05,2.0615514954723023e-10,1.2089382338780498e-11,0.00013541913630511537,1.006795839803698e-06,0.007596822983713011,0.0017622771482535637,0.0001946789999743158,1.6845677964498427e-06,1.086241900874162e-08,5.516661664435764e-08,6.363944602685589e-08,9.153878804127306e-11,6.699716854022697e-07,2.3473051222674326e-05,2.4746167830439918e-08,0.00010337840543699519,6.866014586502599e-09,1.5930151594249305e-06,9.047690081037783e-09,4.5316706718757205e-12,1.061768886659211e-05,1.0134092439442148e-07,1.6206432209881758e-11,2.035072957161108e-10,2.83970838275207e-13,1.1899255280924239e-07,4.0976019067480544e-13,4.186986147054519e-10,3.593857697220439e-13,1.6139251523782232e-14,2.213910015141005e-12,7.977557847526761e-12,2.067056244853733e-08,4.02579427381644e-12,9.636164781353268e-11
4.858828965230393e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442629393557946,0.10578027914469844,0.01968639660688783,0.0,0.0014073390272902335,0.0052140726676498704,0.0029393961962208893,4.3446435154942615e-05,3.916162784538373e-13,0.0022192945207727918,3.0139784673529206e-11,0.0003885176769990995,2.017978992697698e-09,1.8515634649168686e-05,2.0745688126878903e-10,1.2188343105018513e-11,0.00013554719749394714,1.0171253155943958e-06,0.0075954958518978126,0.00175712206327568,0.00019505682823506618,1.682871625899704e-06,1.0869261007056537e-08,5.5226828277196654e-08,6.409601154714879e-08,9.208890611593905e-11,6.739520639646724e-07,2.356708048920356e-05,2.488237320909462e-08,0.00010390161372743291,6.874432008683288e-09,1.6093606791629306e-06,9.102493105222302e-09,4.5654002098057924e-12,1.0618497263908399e-05,1.0245548649062756e-07,1.63241795558558e-11,2.0508717907627375e-10,2.868878629804966e-13,1.1952110087508336e-07,4.1459406384135987e-13,4.190997855624482e-10,3.6366425087939646e-13,1.6299969310175712e-14,2.23607096592023e-12,8.063197052719144e-12,2.0989336005874823e-08,4.087878729149271e-12,9.78548652415222e-11
4.878006780554416e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44263490653504073,0.10576058117639696,0.01967491934343119,0.0,0.0014175361566319117,0.005240186234927672,0.0029570756536970713,4.363630604757416e-05,3.970548228397948e-13,0.002221960591319026,3.0387813543953456e-11,0.0003886191544773215,2.027284231041828e-09,1.8657971187149623e-05,2.0876070445675417e-10,1.22875548249321e-11,0.0001356704870687132,1.0275002628967144e-06,0.007594169634896728,0.0017519347134950741,0.00019543435732129855,1.6811227888522131e-06,1.087597437545267e-08,5.5286438889959595e-08,6.455280579814386e-08,9.264313872797126e-11,6.779624514117174e-07,2.36618350476161e-05,2.5018694108253467e-08,0.00010442529190961939,6.882776247793629e-09,1.625778165330411e-06,9.157356238325971e-09,4.599239605307883e-12,1.0619244933350855e-05,1.0357560717831108e-07,1.644209257142899e-11,2.066663606737803e-10,2.898178055644533e-13,1.200472598366619e-07,4.194892936908813e-13,4.194862413608813e-10,3.6800054735144024e-13,1.646268344082405e-14,2.2583217104392627e-12,8.149265430040952e-12,2.131137762561493e-08,4.15059967576274e-12,9.936349526899335e-11
4.897184595878439e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426404493913956,0.10574088823318772,0.01966344833047599,0.0,0.001427738826155919,0.005266322422096684,0.002974773682986408,4.382529902983362e-05,4.0254613550136067e-13,0.002224602983622413,3.063574874723226e-11,0.000388720838113359,2.036548042833871e-09,1.880023066222066e-05,2.1006660784298867e-10,1.23870153912869e-11,0.00013578902650705286,1.037920445403738e-06,0.007592844325188377,0.0017467156897495754,0.00019581159057498803,1.6793217301663992e-06,1.088256014282661e-08,5.534545299638842e-08,6.500981155499614e-08,9.320153191422017e-11,6.820031248050038e-07,2.37573204202506e-05,2.5155129264226932e-08,0.00010494944159973395,6.8910478096708976e-09,1.642267243986863e-06,9.212278872783256e-09,4.633188707818974e-12,1.0619932873020068e-05,1.047012615191238e-07,1.6560168613679243e-11,2.0824474218645016e-10,2.9276060006370033e-13,1.2057102284814227e-07,4.2444680513785395e-13,4.198580474717562e-10,3.7239553726648304e-13,1.6627422158468977e-14,2.2806616757009296e-12,8.235761416620202e-12,2.1636701052795317e-08,4.213959790671945e-12,1.0088760384371018e-10
4.916362411202462e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426460215360258,0.10572120036124602,0.019651983562774446,0.0,0.0014379466399480133,0.005292481311462121,0.002992490088916162,4.401341182153766e-05,4.080905037713746e-13,0.0022272218629551107,3.088357444097016e-11,0.00038882272717828366,2.0457702586848324e-09,1.8942404245289463e-05,2.1137458022466062e-10,1.2486722704323467e-11,0.00013590283749151402,1.048385626017354e-06,0.007591519915293722,0.0017414655793609492,0.00019618853126448032,1.677468894960755e-06,1.0889019329369198e-08,5.5403875074519915e-08,6.546701167412188e-08,9.3764132114952e-11,6.860743635589142e-07,2.3853542178199906e-05,2.529167742123017e-08,0.00010547406442096125,6.899247195977316e-09,1.6588275399388655e-06,9.267260405042182e-09,4.667247366321284e-12,1.0620562062159718e-05,1.0583242442955384e-07,1.6678405054888003e-11,2.0982222582002386e-10,2.9571618028010265e-13,1.210923833396762e-07,4.294675386412165e-13,4.2021526989836183e-10,3.7685011284005395e-13,1.6794214131996973e-14,2.3030902874346432e-12,8.322683440691323e-12,2.1965319941001933e-08,4.277961733080733e-12,1.0242725648523757e-10
4.935540226526485e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426516223814408,0.1057015176063869,0.019640525035134537,0.0,0.0014481592039141413,0.005318662985694503,0.0030102246776714204,4.420064224163257e-05,4.136882152808374e-13,0.0022298173932540906,3.113127491464868e-11,0.00038892482092126035,2.0549507148843843e-09,1.9084483156704063e-05,2.1268461046352632e-10,1.2586674671811142e-11,0.00013601194190509272,1.0588955668787767e-06,0.007590196397776025,0.0017361849661296635,0.00019656518258553846,1.6755647285797446e-06,1.0895352946658892e-08,5.54617095670364e-08,6.592438909400412e-08,9.433098617854743e-11,6.901764494666138e-07,2.3950505941761623e-05,2.5428337331314544e-08,0.00010599916200277232,6.907374904246778e-09,1.6754586767883972e-06,9.32230023552892e-09,4.701415429328518e-12,1.062113346152441e-05,1.0696907068487002e-07,1.6796799282521906e-11,2.11398714315852e-10,2.9868447978926776e-13,1.216113350135399e-07,4.345524504813301e-13,4.205579752627779e-10,3.8136518061510527e-13,1.696308846337999e-14,2.325606970164391e-12,8.410029921889703e-12,2.2297247852088662e-08,4.34260814432711e-12,1.0398251828343894e-10
4.954718041850508e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44265725134364703,0.10568184001406385,0.01962907274241959,0.0,0.0014583761258015317,0.005344867527793934,0.003027977256783323,4.438698820678896e-05,4.193395579578009e-13,0.002232389737135574,3.1378834590789084e-11,0.00038902711857036133,2.064089253337457e-09,1.9226458666927188e-05,2.139966874852189e-10,1.268686920909986e-11,0.000136116361826829,1.0694500293987177e-06,0.007588873765240793,0.0017308744303299128,0.0001969415476623748,1.6736096765606686e-06,1.090156199775409e-08,5.5518960881612746e-08,6.638192683598137e-08,9.490214136623279e-11,6.943096667262129e-07,2.4048217380891026e-05,2.556510775429969e-08,0.00010652473598021617,6.915431427930938e-09,1.6921602769805937e-06,9.377397768612676e-09,4.735692744872494e-12,1.0621648013740672e-05,1.0811117492302668e-07,1.691534869921358e-11,2.129741109584129e-10,3.0166543194894904e-13,1.2212787184030902e-07,4.3970251304209574e-13,4.20886230792551e-10,3.859416617062047e-13,1.7134074694727513e-14,2.3482111472757974e-12,8.497799271543543e-12,2.2632498255910237e-08,4.407901647831215e-12,1.0555345389703671e-10
4.973895857174531e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426629078421527,0.10566216762936792,0.019617626679547744,0.0,0.0014685970152193907,0.0053710950210549314,0.0030457476351174067,4.457244773001021e-05,4.25044820026253e-13,0.002234939055909292,3.162623802606557e-11,0.00038912961933334784,2.0731857215010904e-09,1.9368322097195085e-05,2.1531080027854268e-10,1.2787304239169981e-11,0.00013621611952746056,1.0800487742872163e-06,0.007587552010335723,0.0017255345487049017,0.00019731762954866905,1.671604184600881e-06,1.0907647477284288e-08,5.5575633391259566e-08,6.683960800502104e-08,9.547764535685578e-11,6.984743019670806e-07,2.4146682215656375e-05,2.5701987457706442e-08,0.00010705078799322269,6.923417256444811e-09,1.7089319618509628e-06,9.432552412571003e-09,4.770079160489681e-12,1.0622106643661276e-05,1.0925871164852998e-07,1.7034050722741454e-11,2.1454831958266302e-10,3.046589699073587e-13,1.226419880550697e-07,4.4491871509796625e-13,4.2120010430754535e-10,3.90580492048169e-13,1.7307202815457306e-14,2.3709022410825265e-12,8.58598989296336e-12,2.2971084530068455e-08,4.473844849045889e-12,1.0714012755223536e-10
4.993073672498554e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442668591299971,0.10564250049702656,0.019606186841491516,0.0,0.0014788214836591966,0.005397345549031787,0.003063535622862053,4.4757018919254345e-05,4.3080429000499066e-13,0.00223746550959259,3.187346991236977e-11,0.0003892323223984232,2.0822399723215636e-09,1.951006482016112e-05,2.1662693789477263e-10,1.2887977692680134e-11,0.00013631123746513067,1.0906915615831216e-06,0.00758623112575065,0.0017201658944623877,0.00019769343122857242,1.669548698525345e-06,1.0913610371540172e-08,5.563173143466254e-08,6.729741579047707e-08,9.605754625169608e-11,7.026706442763322e-07,2.4245906216696626e-05,2.5838975216690307e-08,0.0001075773196859161,6.931332875211824e-09,1.7257733516720491e-06,9.487763579555448e-09,4.804574523208364e-12,1.0622510258712967e-05,1.1041165523626446e-07,1.7152902786008736e-11,2.161212445812218e-10,3.076650266113842e-13,1.2315367815366725e-07,4.5020206210644905e-13,4.214996642069577e-10,3.952826226488547e-13,1.7482503269581693e-14,2.3936796728917466e-12,8.674600181728789e-12,2.3313019959671353e-08,4.540440335409775e-12,1.08742603041406e-10
5.012251487822577e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426743011436244,0.10562283866140279,0.019594753223277306,0.0,0.0014890491445145935,0.005423619195504463,0.003081341031517056,4.4940699976069335e-05,4.366182567064869e-13,0.002239969256924355,3.212051507782708e-11,0.0003893352269349575,2.0912518641717905e-09,1.9651678260524075e-05,2.1794508944695938e-10,1.2988887508013195e-11,0.00013640173828115208,1.1013781506832313e-06,0.007584911104217487,0.0017147690372704783,0.00019806895561769847,1.6674436642545411e-06,1.0919451658562622e-08,5.5687259316517995e-08,6.77553334668319e-08,9.664189257932028e-11,7.06898985225469e-07,2.4345895205681497e-05,2.59760698139757e-08,0.0001081043327059392,6.939178765708322e-09,1.742684065699559e-06,9.543030685557567e-09,4.8391786795355626e-12,1.0622859749237682e-05,1.1156997993528153e-07,1.7271902337021384e-11,2.1769279091139036e-10,3.1068353481471396e-13,1.2366293688899194e-07,4.555535765055703e-13,4.2178497945650074e-10,4.0004901984653346e-13,1.766000696311638e-14,2.4165428630689582e-12,8.763628525972983e-12,2.365831773710543e-08,4.6076906763029505e-12,1.1036094372183266e-10
5.0314293031466e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44268003680314694,0.10560318216649414,0.01958332581998491,0.0,0.001499279613100898,0.0054499160444450075,0.0030991636738822905,4.512348919424216e-05,4.424870092357451e-13,0.0022424504553787946,3.236735848776573e-11,0.0003894383320941839,2.100221260789004e-09,1.9793153895641495e-05,2.192652441092398e-10,1.3090031631320325e-11,0.00013648764479582434,1.112108300371091e-06,0.007583591938510174,0.0017093445432536832,0.0001984442055640998,1.6652895277727066e-06,1.0925172308230661e-08,5.574222130786504e-08,6.821334439442314e-08,9.723073330047016e-11,7.111596188971904e-07,2.4446655055774048e-05,2.6113270039790812e-08,0.00010863182870378818,6.946955405507553e-09,1.7596637222179439e-06,9.598353150375297e-09,4.873891475444514e-12,1.0623155988827442e-05,1.1273365987254836e-07,1.7391046838865437e-11,2.1926286410200796e-10,3.137144270858685e-13,1.2416975926730182e-07,4.609742980170335e-13,4.220561195757468e-10,4.0488066557153797e-13,1.783974527160818e-14,2.4394912311018743e-12,8.853073306664317e-12,2.400699096182064e-08,4.6755984230050535e-12,1.1199521251451901e-10
5.050607118470623e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44268579771208794,0.10558353105593174,0.019571904626747048,0.0,0.0015095125066742134,0.0054762361799845114,0.0031170033640464828,4.530538495846118e-05,4.4841083698914477e-13,0.0022449092611790513,3.261398524563926e-11,0.0003895416370098707,2.1091480312127394e-09,1.993448325612812e-05,2.205873911161532e-10,1.3191408016563221e-11,0.00013656898000430427,1.1228817688454532e-06,0.0075822736214446115,0.001703892974989213,0.0001988191838492325,1.6630867350963969e-06,1.0930773282348339e-08,5.5796621646413844e-08,6.867143202015524e-08,9.782411781300007e-11,7.154528419123695e-07,2.454819169209568e-05,2.625057469180309e-08,0.00010915980933215802,6.954663268323153e-09,1.776711938585446e-06,9.653730397579655e-09,4.908712756362132e-12,1.0623399834652959e-05,1.1390266905665864e-07,1.751033376968334e-11,2.2083137026014652e-10,3.167576358161408e-13,1.2467414054458244e-07,4.664652839545988e-13,4.2231315462563383e-10,4.097785576127135e-13,1.802175004779041e-14,2.4625241956636857e-12,8.942932897885643e-12,2.435905264012806e-08,4.744166108655874e-12,1.1364547190305531e-10
5.069784933794646e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426915833075145,0.10556388537297966,0.01956048963874889,0.0,0.0015197474444501545,0.005502579686380557,0.003134859917376097,4.548638574299201e-05,4.5439002965327456e-13,0.0022473458293106436,3.286038059390301e-11,0.0003896451407989666,2.118032049723101e-09,2.0075657926439685e-05,2.2191151976196232e-10,1.329301462555454e-11,0.0001366457670725296,1.1336983137483976e-06,0.007580956145878601,0.0016984148915035395,0.00019919389318890718,1.6608357322433816e-06,1.0936255534730536e-08,5.5850464536870144e-08,6.912957987819564e-08,9.8422095956846e-11,7.197789534571999e-07,2.4650511092193635e-05,2.6387982575055405e-08,0.00010968827624529797,6.9623028240520526e-09,1.7938283312786108e-06,9.709161854481826e-09,4.943642367156801e-12,1.0623592127786083e-05,1.1507698138150438e-07,1.7629760622649487e-11,2.2239821607764618e-10,3.198130932274442e-13,1.251760762229434e-07,4.720276095383604e-13,4.225561551961286e-10,4.1474370988827817e-13,1.8206053629360945e-14,2.4856411746753823e-12,9.03320566711083e-12,2.47145156850102e-08,4.813396248218406e-12,1.1531178393254496e-10
5.088962749118669e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4426973930300136,0.10554424516053389,0.019549080851227554,0.0,0.0015299840476221977,0.005528946647985185,0.0031527331505043204,4.566649011036689e-05,4.60424877203754e-13,0.002249760313534772,3.3106529914845475e-11,0.0003897488425622231,2.1268731957793456e-09,2.021666954544199e-05,2.232376193999804e-10,1.3394849427996551e-11,0.00013671802933319348,1.144557692193116e-06,0.0075796395047117845,0.0016929108482691877,0.00019956833623422748,1.658536965201858e-06,1.0941620011287769e-08,5.590375415125649e-08,6.958777159065651e-08,9.902471801904217e-11,7.241382553105078e-07,2.4753619286510912e-05,2.6525492501902864e-08,0.00011021723109837753,6.969874538816926e-09,1.811012515936263e-06,9.764646952100525e-09,4.9786801521262945e-12,1.0623733693516206e-05,1.1625657062990933e-07,1.7749324905945084e-11,2.2396330883749076e-10,3.2288073138006905e-13,1.256755620470517e-07,4.776623682142826e-13,4.2278519239404497e-10,4.197771527215875e-13,1.8392688846891164e-14,2.5088415853674684e-12,9.123889975478896e-12,2.5073392915943655e-08,4.8832913384443105e-12,1.169942102085901e-10
5.108140564442692e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44270322632369513,0.10552461046112166,0.019537678259471662,0.0,0.001540221939379643,0.005555337149213385,0.0031706228813201467,4.584569671008749e-05,4.665156699040424e-13,0.002252152866401448,3.3352418731375126e-11,0.0003898527413847947,2.135671353958776e-09,2.0357509806965708e-05,2.2456567944190392e-10,1.3496910401518063e-11,0.00013678579028177036,1.155459660791362e-06,0.007578323690885583,0.0016873813972017896,0.00019994251557251618,1.65619087989997e-06,1.0946867650109979e-08,5.595649462922966e-08,7.004599086826153e-08,9.963203473877476e-11,7.285310518712379e-07,2.4857522358858753e-05,2.6663103291950196e-08,0.00011074667554686241,6.977378875008113e-09,1.8282641074029603e-06,9.820185125129779e-09,5.013825954985949e-12,1.0623825341660705e-05,1.1744141047722408e-07,1.786902414273214e-11,2.2552655642002866e-10,3.2596048218035e-13,1.2617259400060207e-07,4.833706719800987e-13,4.2300033783101684e-10,4.248799331215864e-13,1.8581689031863553e-14,2.5321248443407407e-12,9.21498417806533e-12,2.5435697058734177e-08,4.9538538578417875e-12,1.1869281189633581e-10
5.127318379766715e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44270908263619324,0.1055049813169008,0.019526281858820816,0.0,0.0015504607449252066,0.005581751274512051,0.0031885289289575723,4.602400427734096e-05,4.726626983042346e-13,0.0022545236392624846,3.3598032707763585e-11,0.0003899568363368152,2.144426413895944e-09,2.0498170460346836e-05,2.2589568935715056e-10,1.3599195531709647e-11,0.00013684907357259187,1.1664039756805697e-06,0.007577008697383126,0.0016818270866573743,0.00020031643372822925,1.6537979221756516e-06,1.0951999381549267e-08,5.600869007839485e-08,7.050422151099801e-08,1.0024409731248067e-10,7.329576501861179e-07,2.4962226446891656e-05,2.6800813771989828e-08,0.00011127661124590069,6.984816291325043e-09,1.8455827197719133e-06,9.875775811906964e-09,5.049079618857027e-12,1.0623867866869539e-05,1.1863147449488269e-07,1.798885587112682e-11,2.2708786730903708e-10,3.290522773882401e-13,1.266671683028238e-07,4.891536517165153e-13,4.232016636116197e-10,4.3005311506823616e-13,1.8773088024843348e-14,2.555490367626476e-12,9.306486624151041e-12,2.5801440745363826e-08,5.025086266645805e-12,1.2040764971957215e-10
5.146496195090738e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44271496141866834,0.1054853577696589,0.019514891644665133,0.0,0.0015607000914922373,0.005608189108329473,0.0032064511137848807,4.62014116317295e-05,4.788662532398417e-13,0.002256872782284316,3.384335765034552e-11,0.0003900611264739543,2.1531382702221834e-09,2.0638643310953025e-05,2.2722763867220232e-10,1.3701702812157225e-11,0.0001369079030149724,1.1773903925506394e-06,0.007575694517229185,0.0016762484614299012,0.00020069009316385774,1.6513585377467686e-06,1.0957016128301628e-08,5.606034457461582e-08,7.09624474087546e-08,1.0086095739898432e-10,7.374183599774831e-07,2.5067737742584852e-05,2.6938622775940515e-08,0.00011180703984971875,6.992187242817123e-09,1.8629679664273875e-06,9.931418454381212e-09,5.084440986255252e-12,1.0623862048924113e-05,1.1982673615392142e-07,1.8108817644172e-11,2.2864715059763314e-10,3.321560486247986e-13,1.2715928140502373e-07,4.950124575249626e-13,4.233892423216434e-10,4.3529777980285565e-13,1.8966920183783685e-14,2.5789375707456774e-12,9.398395657488473e-12,2.6170636513850267e-08,5.096991006790699e-12,1.221387839598934e-10
5.165674010414761e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44272086212580863,0.1054657398608128,0.019503507612444786,0.0,0.0015709396083615648,0.005634650735085282,0.0032243892573940313,4.6377917676013175e-05,4.851266258305608e-13,0.0022592004444606842,3.4088379508176454e-11,0.00039016561083795464,2.1618068225054712e-09,2.077892022069597e-05,2.2856151696995473e-10,1.3804430244473967e-11,0.0001369623025693829,1.1884186666703972e-06,0.007574381143490113,0.0016706460627490367,0.00020106349628081784,1.6488731721815527e-06,1.0961918805487743e-08,5.611146216232235e-08,7.142065254194487e-08,1.0148266712467911e-10,7.41913493671293e-07,2.517406249271436e-05,2.7076529144786545e-08,0.0001123379630110271,6.9994921809241936e-09,1.8804194600865832e-06,9.987112498082119e-09,5.1199098990796134e-12,1.0623808653030452e-05,1.2102716882845952e-07,1.8228907029809115e-11,2.3020431599403375e-10,3.352717273795872e-13,1.2764892998716628e-07,5.009482590710081e-13,4.2356314701650915e-10,4.4061502612353907e-13,1.9163220392468323e-14,2.60246586876775e-12,9.490709616565331e-12,2.6543296808117967e-08,5.169570501885086e-12,1.238862744559143e-10
5.184851825738784e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427267842158311,0.10544612763140793,0.01949212975764948,0.0,0.001581178926877981,0.005661136239140909,0.0032423431825901517,4.655352139486587e-05,4.914441074790235e-13,0.00226150677362516,3.433308437364864e-11,0.00039027028845714783,2.1704319751906198e-09,2.091899310852995e-05,2.2989731388907145e-10,1.390737583833068e-11,0.00013701229634367288,1.1994885529137246e-06,0.007573068569273764,0.0016650204282781683,0.00020143664542032955,1.6463422708693498e-06,1.0966708320732732e-08,5.616204685481369e-08,7.187882098211637e-08,1.0210927908875236e-10,7.464433664253105e-07,2.528120699933959e-05,2.7214531726517657e-08,0.00011286938238043593,7.00673155351645e-09,1.8979368128409966e-06,1.0042857392088799e-08,5.155486198601284e-12,1.0623708430106871e-05,1.2223274579914158e-07,1.834912161084947e-11,2.3175927382716401e-10,3.38399245017978e-13,1.281361109544892e-07,5.06962245934447e-13,4.237234512098308e-10,4.460059706858088e-13,1.93620240690948e-14,2.6260746763682373e-12,9.58342683486546e-12,2.6919433977881148e-08,5.2428271571890555e-12,1.2565018060254258e-10
5.204029641062807e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427327271504834,0.10542652112211776,0.019480758075818002,0.0,0.0015914176804663611,0.005687645704770498,0.0032603127133811146,4.672822185364466e-05,4.978189898695357e-13,0.0022637919164635195,3.457745848306609e-11,0.0003903751583469538,2.1790136375398027e-09,2.105885395093666e-05,2.3123501912334444e-10,1.4010537611484549e-11,0.00013705790858933983,1.210599805785366e-06,0.007571756787729432,0.0016593720921126555,0.000201809542864284,1.64376627899164e-06,1.0971385574244962e-08,5.6212102634558624e-08,7.233693689254617e-08,1.0274084636844812e-10,7.510082961574716e-07,2.53891776202885e-05,2.7352629376069428e-08,0.00011340129960588026,7.013905804933884e-09,1.9155196361972674e-06,1.0098652588999239e-08,5.191169725452885e-12,1.0623562117066149e-05,1.234434402565433e-07,1.846945898494469e-11,2.3331193505211737e-10,3.415385327883742e-13,1.2862082143415553e-07,5.130556279653175e-13,4.238702288621196e-10,4.514717483083244e-13,1.9563367174996593e-14,2.6497634078860053e-12,9.676545641127367e-12,2.7299060278538507e-08,5.316763359593683e-12,1.2743056135030672e-10
