Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CO2X(24),CHOX(53)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531407515e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-7.360388189888663e-120,1.3111416841482734e-65,2.970007385777077e-36,2.5573152110181686e-88,1.79770293982863e-54,8.697027580647786e-132,5.564692336215776e-20,-6.546163592384803e-106,5.564692336215775e-20,2.5950079074269967e-72,3.3178463411259685e-73,5.737561117477956e-112,6.652688389922643e-113,1.10176314866233e-53,1.2182385674525777e-85,3.039031115899591e-18,8.998030997900935e-20,3.602213534464063e-22,9.008783566733485e-38,3.3357984490676632e-37,3.6022135343954865e-22,3.4264678115593796e-33,7.111529001321291e-41,7.432157239907123e-45,9.381814186726395e-76,2.1456308125461435e-52,2.8353415855928595e-77,3.3174158802959275e-54,1.010438415344514e-105,-3.0147175112727734e-107,-6.755031357816211e-108
1.7654093887941043e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,1.3334482986280803e-117,2.932984340969204e-64,1.7938844653437658e-35,2.825916808558186e-86,2.7166887049869524e-53,3.138153498482121e-129,1.5581138541404175e-19,1.263746610185093e-104,1.5581138541404168e-19,7.318337558198238e-71,1.0431839708467375e-71,1.1469721886640256e-109,1.3299115088876551e-110,1.308013209869024e-52,6.306303146498998e-84,8.509287124518851e-18,2.519448679412262e-19,1.0086197896610576e-21,5.441305273294428e-37,2.0148222632348143e-36,1.008619789619637e-21,2.0695865166840917e-32,8.442807071383288e-40,8.823496474246383e-44,5.707440480847336e-74,2.5472929062911522e-51,1.7248766192378876e-75,3.938436132402367e-53,2.019925778611658e-103,3.050985992053533e-105,6.83629758220016e-106
4.03522146010081e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,5.629106372478199e-115,5.795094157959742e-63,8.636781542855912e-35,2.5567011391497446e-84,2.922489740772274e-52,1.13626118917606e-126,3.561403095178097e-19,1.3343829623056937e-102,3.5614030951780946e-19,1.5918982726406183e-69,2.3272860522652177e-70,2.0764957434956932e-107,2.4076918470409784e-108,1.2842151253898389e-51,2.7538864492224654e-82,1.9449799141757354e-17,5.758739838656599e-19,2.3054166621348408e-21,2.6197542596872003e-36,9.700501889857955e-36,2.305416661935418e-21,9.964167773548097e-32,8.289197711085533e-39,8.663044615819711e-43,2.576635911434784e-72,2.5009472925765323e-50,7.786917255643792e-74,3.866779947949559e-52,3.656904084428873e-101,6.389293841043686e-103,1.4316392848521685e-103
8.57484560271422e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,1.8106356941939227e-112,1.0312069692497798e-61,3.7719094471202578e-34,1.9349865834629388e-82,2.686271572542903e-51,3.4454006542017274e-124,7.567981577253457e-19,1.0547185217360376e-100,7.567981577253445e-19,2.9511111112629824e-68,4.35874920662316e-69,3.146509758135451e-105,3.648370537246107e-106,1.1358737342938713e-50,1.0254315660648306e-80,4.133082317623431e-17,1.2237322157145273e-18,4.899010407260328e-21,1.1441155114056248e-35,4.2364640302840943e-35,4.899010406389397e-21,4.351613477465e-31,7.331700904207696e-38,7.66251331570069e-42,9.729072479612914e-71,2.2120595791953366e-49,2.9401915551901707e-72,3.4201230714907996e-51,5.541299288570453e-99,1.026814986572954e-100,2.300768613262261e-101
1.7654093887941043e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,5.179587069794695e-110,1.739282030461278e-60,1.5746979764040287e-33,1.3443331302630178e-80,2.298161886057117e-50,9.583355980955974e-122,1.5581138541404176e-18,7.475471360185358e-99,1.558113854140412e-18,5.0722059881582706e-67,7.528655297939594e-68,4.3746913796169587e-103,5.0724441891928686e-104,9.547703137877869e-50,3.5343434575010847e-79,8.509287124518795e-17,2.5194486794122616e-18,1.0086197898222986e-20,4.7764570329563396e-35,1.7686403376670214e-34,1.0086197894587018e-20,1.8167126547950044e-30,6.1627353703055605e-37,6.441053891386123e-41,3.375596019452454e-69,1.859369398630635e-48,1.0200888719005811e-70,2.874819515120299e-50,7.704242507629385e-97,1.4681070375652114e-98,3.2895649528294657e-99
3.581259045839469e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,1.4006890295932953e-107,2.8567765599927417e-59,6.433155309825604e-33,8.96060189062619e-79,1.900164689486117e-49,2.556283469750302e-119,3.160745246970563e-18,5.030649526734922e-97,3.160745246970539e-18,8.40680944738752e-66,1.2508973337796405e-66,5.83366918207167e-101,6.764125460821091e-102,7.827783857188261e-49,1.1739660743869115e-77,1.726169673830943e-16,5.110881606807728e-18,2.0460572882995038e-20,1.951338543728934e-34,7.2254728723759205e-34,2.0460572868140918e-20,7.421861437250977e-30,5.0525811406611446e-36,5.281174697729066e-40,1.1243002201396047e-67,1.5244234299566092e-47,3.397320753601749e-69,2.3569507206545053e-49,1.0273639483758939e-94,1.9846603596287647e-96,4.4469980696115626e-97
7.212958359930197e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,3.685129744272005e-105,4.630958374937606e-58,2.6003844477115667e-32,5.852502422143166e-77,1.5451823683529468e-48,6.679981210561602e-117,6.366008032630853e-18,3.300793159758712e-95,6.36600803263076e-18,1.368830986192914e-64,2.0392783511082568e-65,7.621563919881146e-99,8.837185132057604e-100,6.339142279023365e-48,3.8320165190827526e-76,3.476651596589031e-16,1.0293747461598658e-17,4.120932286392609e-20,7.887622335907315e-34,2.9206516602847352e-33,4.1209322803883345e-20,3.0000330077639857e-29,4.0917085278534513e-35,4.2774955627428125e-39,3.670463371413943e-66,1.2345177118259053e-46,1.108941363180323e-67,1.9087197901272337e-48,1.3422290083261742e-92,2.610491832444492e-94,5.849289064669003e-95
1.4476356988111654e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996462,0.022821567693054278,9.56548099084038e-103,7.458016005496834e-57,1.0456033217582938e-31,3.784599120092143e-75,1.2462455581509938e-47,1.728081483148777e-114,1.277653360395144e-17,2.1388648447092735e-93,1.2776533603951068e-17,2.2092987304183498e-63,3.2934399417922724e-64,9.85794012161531e-97,1.1430257987627525e-97,5.102293138658262e-47,1.241738572249039e-74,6.977615442105055e-16,2.0659479171180505e-17,8.270682287133615e-20,3.171578210006445e-33,1.1743811870262019e-32,8.270682262990675e-20,1.2062984287691407e-28,3.2933586846481338e-34,3.443968440270552e-38,1.1865924294931046e-64,9.93647407860208e-46,3.583902246646022e-66,1.5363037233978623e-47,1.736075867289864e-90,3.3878476665609265e-92,7.591098374342421e-93
2.900315424447457e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996391,0.022821567693054268,2.466870104824908e-100,1.1971767426213137e-55,4.193338359281235e-31,2.4358077634683547e-73,1.001052206045837e-46,4.449094399140952e-112,2.5597584746592636e-17,1.377369085731326e-91,2.559758474659115e-17,3.5502837495320813e-62,5.294108381390662e-63,1.2689820734541966e-94,1.471381678285881e-95,4.0942688156183484e-46,4.0197679931148924e-73,1.397954313313648e-15,4.1390942590344106e-17,1.657018230683488e-19,1.271944682240062e-32,4.709793814144094e-32,1.6570182210010764e-19,4.837783002863196e-28,2.64270602029422e-33,2.765281584631974e-37,3.818232289502478e-63,7.973397122544515e-45,1.1525262833064492e-64,1.2327869552027305e-46,2.234796647320416e-88,4.368400286168091e-90,9.788207606601636e-91
