Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53),H2OX(23),CO2X(24)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033530381265e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,-2.8149382044335544e-121,1.3110990220893073e-65,2.9700080996874508e-36,8.6160879488969538e-89,1.8073321667379766e-54,2.9301968496100816e-132,5.5646936881172801e-20,-6.5812298722321015e-106,5.5646936881172801e-20,2.6089078075736631e-72,2.3086800774121537e-73,1.9330953429451393e-112,2.2414189697025233e-113,2.5830014177686765e-54,1.2247034985472789e-85,3.0390311154049371e-18,8.9980309964363556e-20,3.6022135338550224e-22,9.0087835581305725e-38,3.3357997036290013e-37,3.6022135338318717e-22,1.1544311686122296e-33,8.0724583482388832e-42,2.8423867273495013e-46,3.588022058933885e-77,2.1456313279491909e-52,2.0331234496794995e-98,3.4043618145411126e-106,-7.6567922077784202e-109,3.3174158765879761e-54,-1.1529617525819332e-108
1.7654093885067544e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,5.0997414650479471e-119,2.9328790765209751e-64,1.7938848923769857e-35,9.5211405080901264e-87,2.7312403893919489e-53,1.0573136610428534e-129,1.5581142326728387e-19,1.270516041148883e-104,1.558114232672838e-19,7.3575374920203282e-71,7.2588595882009951e-72,3.8644043176780717e-110,4.4807666501524887e-111,3.0665392809457568e-53,6.3394180648405985e-84,8.5092871231338226e-18,2.5194486790021794e-19,1.0086197894831651e-21,5.4413052647913803e-37,2.0148230209898635e-36,1.0086197894691819e-21,6.9727642113160466e-33,9.583622487253106e-41,3.3745264084798483e-45,2.1827974748967313e-75,2.5472935127568297e-51,1.9146570996899583e-96,6.8055776674619611e-104,7.748975052037556e-107,3.9384361258083272e-53,1.1668426698991716e-106
4.03522145944401e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996531,0.022821567693054285,2.1528782728662953e-116,5.7948774754098635e-63,8.6367835563775819e-35,8.6142538869305703e-85,2.9381437785954675e-52,3.8283875613874084e-127,3.5614039603950602e-19,1.3415307749337647e-102,3.5614039603950569e-19,1.6004251142964874e-69,1.619411640840712e-70,6.9963059210562078e-108,8.1121983281878691e-109,3.0107464456405982e-52,2.7680380287075108e-82,1.9449799138591578e-17,5.7587398377192674e-19,2.3054166616935249e-21,2.6197542522251389e-36,9.7005055381223277e-36,2.3054166616262042e-21,3.357085767671636e-32,9.4092572530013588e-40,3.3132251152852475e-44,9.8544698292456287e-74,2.5009478765257806e-50,1.6734201904319602e-94,1.2321149501131548e-101,1.6227999729921406e-104,3.8667799368324978e-52,2.4436164016180476e-104
8.57484560131852e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996528,0.022821567693054285,6.9251213927626932e-114,1.031167699153574e-61,3.7719102891724208e-34,6.5197647037492501e-83,2.7006603302361735e-51,1.1608968246475157e-124,7.5679834158395048e-19,1.0603682719562027e-100,7.5679834158394914e-19,2.9669184386080007e-68,3.0329787696018121e-69,1.0601883508155991e-105,1.2292856064446845e-106,2.6629711271505937e-51,1.0304711551864913e-80,4.1330823169507025e-17,1.2237322155153443e-18,4.8990104061743847e-21,1.144115505187376e-35,4.2364656235769958e-35,4.8990104058803757e-21,1.4661275111297134e-31,8.3223812435180078e-39,2.93067922678207e-43,3.7210716845028512e-72,2.2120600752657254e-49,1.2484233838691378e-92,1.8670909072694219e-99,2.6080784718069689e-102,3.4201230533983994e-51,3.9272513169600876e-102
1.7654093885067543e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999982,0.11866996602996524,0.022821567693054285,1.9811805305584883e-111,1.7392152095816317e-60,1.5746982967667071e-33,4.5299499163652767e-81,2.3104717711968197e-50,3.229266268254994e-122,1.5581142326728395e-18,7.5155147889150087e-99,1.5581142326728331e-18,5.0993747450666822e-67,5.2387165415119845e-68,1.4741231706972185e-103,1.7092419422128093e-104,2.2383876742863678e-50,3.5501293713428351e-79,8.5092871231337665e-17,2.5194486790021791e-18,1.0086197895376654e-20,4.7764569822639636e-35,1.7686410028354438e-34,1.0086197894149228e-20,6.1207933989117097e-31,6.9954624919908712e-38,2.4636970055171584e-42,1.2911593828439806e-70,1.8593697812453747e-48,8.6115543035827309e-91,2.5960688646067437e-97,3.7292271721735805e-100,2.874819486017825e-50,5.6154799346013638e-100
3.5812590452565587e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999971,0.11866996602996516,0.022821567693054285,5.3584086378797545e-109,2.8566663123379019e-59,6.4331563638255e-33,3.0198734199221807e-79,1.9103427405684185e-49,8.6150920860471579e-120,3.1607460148506196e-18,5.0575969185525607e-97,3.1607460148505942e-18,8.4518396694957136e-66,8.7042057709436653e-67,1.9660427322959334e-101,2.2796213810370069e-102,1.8351654298935584e-49,1.1781585021056217e-77,1.7261696735499801e-16,5.1108816059758468e-18,2.0460572874743412e-20,1.9513385028078326e-34,7.2254755898059663e-34,2.0460572869728976e-20,2.5005435321413451e-30,5.7353021360025991e-37,2.0203542576143742e-41,4.3010774126653173e-69,1.5244236872961277e-47,5.7189761015340765e-89,3.4623852505243242e-95,5.0421136668436063e-98,2.3569506740084073e-49,7.5924278219186901e-98
7.212958358756168e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.022821567693054282,1.4101886261373693e-106,4.6307791958840016e-58,2.6003846677700335e-32,1.9729824331998272e-77,1.553458990458842e-48,2.2519329200678627e-117,6.3660095792061853e-18,3.31847432917775e-95,6.3660095792060813e-18,1.3761629905296545e-64,1.4190051861692885e-65,2.5693590717664017e-99,2.9791650910112014e-100,1.4861645074708158e-48,3.8388579488175509e-76,3.4766515960231483e-16,1.0293747459923178e-17,4.1209322837325776e-20,7.8876220070941753e-34,2.9206527587134098e-33,4.1209322817056639e-20,1.0107594431985539e-29,4.644595293672949e-36,1.636891010057341e-40,1.404581514540928e-67,1.2345178289547477e-46,3.7279609672425546e-87,4.5248817875753833e-93,6.6340593374290244e-96,1.9087197154455317e-48,9.989583745427948e-96
1.4476356985755386e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999921,0.11866996602996462,0.022821567693054278,3.6626181692111855e-104,7.4577268621429909e-57,1.0456032445902116e-31,1.2766192380775607e-75,1.252920953718332e-47,5.8291171941030261e-115,1.277653670791734e-17,2.1503219793556796e-93,1.2776536707916922e-17,2.221132614974296e-63,2.2916970455224052e-64,3.3252610740361422e-97,3.8556314759178822e-98,1.1961944285812809e-47,1.2395439693226047e-74,6.9776154409693308e-16,2.0659479167817825e-17,8.2706822777885973e-20,3.1715779463832818e-33,1.1743816286995431e-32,8.2706822696384614e-20,4.0642173945609267e-29,3.7383726344044018e-35,1.3187288853485168e-39,4.5434899347708286e-66,9.9364735520888741e-46,2.407819167050733e-85,5.8560959566701913e-91,8.6147326458709824e-94,1.5363036038761149e-47,1.2972086769303099e-93
2.9003154239753823e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999849,0.11866996602996391,0.022821567693054268,9.4569477450784482e-102,1.1971302149147903e-55,4.1933367211227911e-31,8.2262772570366515e-74,1.0064142467854262e-46,1.5025398097350277e-112,2.5597590965339744e-17,1.3847471597137421e-91,2.5597590965338071e-17,3.5693004843115464e-62,3.6838356817044811e-63,4.2856022758159855e-95,4.9691445751898918e-96,9.5987059827407115e-47,3.9844033279695728e-73,1.3979543130861079e-15,4.1390942583607037e-17,1.6570182272058819e-19,1.2719444711135216e-32,4.7097955854517512e-32,1.6570182239373118e-19,1.6299314504923671e-28,2.9998058304361293e-34,1.0601493601427878e-38,1.4637714682652138e-64,7.9733943420666108e-45,1.5480557084257012e-83,7.5473466881971212e-89,1.1121445696690904e-91,1.2327867639461108e-46,1.6746701842342517e-91
