Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CO2X(24),COX(50),CHOX(53),H2OX(23)
5.8056748747750694e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996248,0.022821567693054247,5.5819604871388598e-97,1.9185294309711967e-54,1.679541372890147e-30,3.2275646597308659e-71,8.0204631855122337e-46,2.3581786732729477e-109,5.1239699480183952e-17,8.8378102161231799e-90,5.1239699480178227e-17,5.6898206548073519e-61,9.6375418571594838e-63,3.3629950116973136e-92,3.8993838769205945e-93,7.6906438399367767e-46,1.2703990193134357e-71,2.7983398510642101e-15,8.2853869415185128e-17,3.3169182620143308e-19,5.0944112087361454e-32,1.8863748499893042e-31,3.3169181819513897e-19,4.0017578658937626e-27,9.0315824392566675e-32,1.9517448121295569e-35,1.078992323939561e-60,6.3884873110580549e-44,9.8720905888491358e-82,4.9422790538161129e-87,5.9225489489531168e-86,5.3743879319752093e-88,9.8772938118305197e-46
1.1616393776374444e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,1.433053738063008e-94,3.0721455476495115e-53,6.7226205428415362e-30,2.0706241265538605e-69,6.4228754302540302e-45,6.0515489433690418e-107,1.0252391650987289e-16,5.6649406713128639e-88,1.0252391650984998e-16,9.1136013976488329e-60,1.543800553460279e-61,4.3150406239329851e-90,5.0032782610659639e-91,6.1571888260926953e-45,4.0698396660786779e-70,5.5991109270194273e-15,1.6577972307833999e-16,6.6367183750663404e-19,2.0390912425159024e-31,7.5504154304954585e-31,6.6367180546023183e-19,1.6017098539885509e-26,7.2306032155690844e-31,1.5644330022711693e-34,3.4610671209550631e-59,5.1147297392964386e-43,6.3253437017350065e-80,6.3441157731638105e-85,7.5991903656027755e-84,6.8987923346374188e-86,7.9078376559849603e-45
2.3237831579573192e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998839,0.11866996602995392,0.022821567693054122,3.6802087379226698e-92,4.9174297408691005e-52,2.6899863275095154e-29,1.329092995523601e-67,5.1409035685315624e-44,1.5537388232834779e-104,2.0509235056925094e-16,3.6283620350465582e-86,2.0509235056915924e-16,1.4589677426614762e-58,2.4715153201986558e-60,5.5394574053465056e-88,6.422986298265793e-89,4.927618376262067e-44,1.3030791876924842e-68,1.1200653078925914e-14,3.3163143040464459e-16,1.3276318841823933e-18,8.1590139442695424e-31,3.0211496559924085e-30,1.3276317559521509e-18,6.4086362191595311e-26,5.7864331023133645e-30,1.2549834592657699e-33,1.1108047571809023e-57,4.0934269571476949e-42,4.0505272560373548e-78,8.1461350339446751e-83,9.7555028908986281e-82,8.8583742733317734e-84,6.328668338586779e-44
4.648070718597069e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997684,0.11866996602994251,0.022821567693053955,9.4688132401158942e-90,7.8694761973800013e-51,1.0762196530046959e-28,8.5480714664891584e-66,4.1137643988460968e-43,3.9970608826684547e-102,4.1022921868800776e-16,2.323048107825322e-84,4.102292186876407e-16,2.3349817837581056e-57,3.9555673439557528e-59,7.1253024320263381e-86,8.2617694313800044e-87,3.9428370093434244e-43,4.171022547479257e-67,2.2403737382723085e-14,6.6333484505723323e-16,2.6555520738105258e-18,3.2641312077749594e-30,1.2086565851600474e-29,2.6555515607829304e-18,2.5636401681766544e-25,4.6296304197507085e-29,1.0089163067521643e-32,3.5721861815949611e-56,3.2755054218562164e-41,2.5930760074655879e-76,1.0479676667995184e-80,1.2548324353008447e-79,1.1395967472357284e-81,5.063887992118648e-43
9.296645839876569e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995375,0.11866996602991969,0.022821567693053622,2.446800458705387e-87,1.2592403272955483e-49,4.3056285923322971e-28,5.5218079234768787e-64,3.2914281874811545e-42,1.032741811537864e-99,8.2050295492552402e-16,1.4870377031343059e-82,8.2050295492405565e-16,3.7364776420163996e-56,6.3298058699011043e-58,9.2051666654580551e-84,1.0673366524439016e-84,3.1545589183758222e-42,1.3349143064167736e-65,4.4809905990254221e-14,1.3267416743623283e-15,5.3113928382946768e-18,1.3057542243517218e-29,4.8350197980552458e-29,5.3113907858323145e-18,1.025354258653126e-24,3.7034237448857671e-28,8.1479070602824759e-32,1.1538442485552194e-54,2.6208801890311686e-40,1.6598050209013848e-74,1.3540297590582115e-78,1.6211159798249532e-77,1.4724254665321384e-79,4.0514818917801328e-42
1.8593796082435566e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990762,0.11866996602987405,0.02282156769305296,6.3784621118996841e-85,2.014874337264538e-48,1.7226410631282657e-27,3.5984443289732348e-62,2.6333092274050619e-41,2.6917888912877138e-97,1.6410504274005673e-15,9.5179595257497802e-81,1.6410504273946938e-15,5.9787696846500944e-55,1.0128355799904136e-56,1.1996804710137769e-81,1.3910263449495416e-82,2.5237506345074043e-41,4.2720251440459572e-64,8.9622243205063667e-14,2.6535553329721894e-15,1.0623075909145438e-17,5.2231932490522644e-29,1.9340866006017188e-28,1.0623067697482833e-17,4.1001024735027371e-24,2.9618684742653406e-27,6.639877102603038e-31,3.7601960593622408e-53,2.0971667936321101e-39,1.0623508577750759e-72,1.7649418219693102e-76,2.1127495342310718e-75,1.9192833287181211e-77,3.2413183266410174e-41
3.7188096567553564e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981531,0.11866996602978278,0.022821567693051634,1.6912810676590002e-82,3.2238403893353257e-47,6.8932582680178732e-27,2.3852066910966289e-60,2.1067140547424218e-40,7.1355563858585173e-95,3.2821453723506978e-15,6.0917879414986106e-79,3.2821453723272027e-15,9.566355867001244e-54,1.6205735560964541e-55,1.5901952809724415e-79,1.8438272271218733e-80,2.0190223396996667e-40,1.3670959427005537e-62,1.7924691763367133e-13,5.3071826501905966e-15,2.1246448226134829e-17,2.0892908604736422e-28,7.73650366472449e-28,2.1246415366994371e-17,1.6388903654322497e-23,2.3679346878676336e-26,5.5058274454649647e-30,1.2465385521801879e-51,1.6783536701287759e-38,6.7992875367318337e-71,2.3400675419676276e-74,2.8004825771016671e-73,2.5447449347245609e-75,2.5930825180201601e-40
7.437669753778956e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963073,0.11866996602960023,0.02282156769304898,4.6277442774908886e-80,5.1580804960317716e-46,2.7593703111083143e-26,1.6314622562586109e-58,1.6853979130331288e-39,1.9515807785983191e-92,6.5643352622511303e-15,3.898838310813319e-77,6.5643352621571502e-15,1.5306428870102655e-52,2.592893597363809e-54,2.1748521915751368e-77,2.5217353403643832e-78,1.615195295608039e-39,4.3747836310188655e-61,3.5849626648684167e-13,1.0614437284622147e-14,4.2493217623167079e-17,8.3570168903526545e-28,3.0946328360385725e-27,4.2493086090887994e-17,6.5461752349652777e-23,1.8917891173583063e-25,4.7141839373236556e-29,4.2651308955129738e-50,1.3436257268292772e-37,4.3516214485196742e-69,3.2018637224054544e-72,3.8301178765143136e-71,3.4820342443862842e-73,2.0744367268418258e-39
1.4875389947826155e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679926153,0.11866996602923512,0.022821567693043672,1.3366615921905467e-77,8.2525661987452378e-45,1.1053783410901152e-25,1.1778957550608439e-56,1.3483289977314078e-38,5.6328085788444746e-90,1.3128715042052686e-14,2.4952866022422298e-75,1.3128715041676764e-14,2.4490493719635252e-51,4.1484396307603999e-53,3.1392198242116641e-75,3.6399169627052286e-76,1.2920971155371205e-38,1.3999430064846871e-59,7.1699496417700236e-13,2.1228946553464198e-14,8.4986855962228682e-17,3.3426385192806696e-27,1.237859342397249e-26,8.498632907838625e-17,2.6109514857804818e-22,1.5093265573191082e-24,4.2645696996579567e-28,1.5408883349772296e-48,1.076384157724357e-36,2.7850624629211716e-67,4.6249693632761499e-70,5.5284588254468658e-69,5.0299964493378006e-71,1.6594729832382993e-38
2.9750830335920553e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679852312,0.11866996602850491,0.022821567693033059,4.1936480440481774e-75,1.3202819873828048e-43,4.4344173015536369e-25,9.2372852246417804e-55,1.0786674643679366e-37,1.7654814304886297e-87,2.6257474601658565e-14,1.5969930443024091e-73,2.6257474600154876e-14,3.918495577990159e-50,6.6368046818734989e-52,4.9209544283157383e-73,5.7058331833974489e-74,1.0335739128058357e-37,4.4798371234432574e-58,1.4339923594926035e-12,4.2457965091064106e-14,1.6997453472381758e-16,1.3369106391628539e-26,4.9514492569731367e-26,1.699724212140496e-16,1.0384059625781931e-21,1.2009338959195002e-23,4.1945904014652659e-27,6.0487055418531171e-47,8.6345507290553802e-36,1.7824478401010877e-65,7.2572005453347872e-68,8.6662579072669397e-67,7.8937812712563836e-69,1.327444352204855e-37
5.950171111210935e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767970463,0.11866996602704448,0.022821567693011829,1.4625048920887233e-72,2.1120296962610183e-42,1.7839196692688404e-24,8.0528147045488933e-53,8.629356767620204e-37,6.1504576312374195e-85,5.2514993720881371e-14,1.022078616336847e-71,5.2514993714866603e-14,6.2696061289386501e-49,1.0616579923760554e-50,8.5743858123515275e-71,9.9419759198694068e-72,8.2668945194979121e-37,1.4335509431751732e-56,2.8679871498649258e-12,8.4916002165927128e-14,3.3995153119508103e-16,5.3464643718350717e-26,1.9805816573830626e-25,3.3994303014265746e-16,4.1065692391031357e-21,9.5045946734673779e-23,4.5888741020890651e-26,2.6399688426902623e-45,6.9445976810296051e-35,1.1407690679395931e-63,1.2658546245646596e-65,1.510028408052997e-64,1.3772532234974558e-66,1.0617363658357154e-36
1.1900347266448695e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679409272,0.11866996602412364,0.02282156769296937,5.6738200063046739e-70,3.3778915097159034e-41,7.2143604017149893e-24,7.811587904462296e-51,6.9034922158344084e-36,2.3843960742454808e-82,1.0503003195937122e-13,6.541312833286765e-70,1.0503003193531215e-13,1.0031380170744947e-47,1.6979090332014567e-49,1.6625346221029071e-68,1.927703789554995e-69,6.6107876337421256e-36,4.5873675567487189e-55,5.7359767295740496e-12,1.6983207631430614e-13,6.7991231541957501e-16,2.13763970801257e-25,7.9223271556392416e-25,6.7987794674578428e-16,1.6061517316039812e-20,7.4440124592292002e-22,5.5840241046848417e-25,1.2819487448598288e-43,5.613016932009881e-34,7.300929028888274e-62,2.4561691262322968e-63,2.9278744881426093e-62,2.6737167880369964e-64,8.4903682825084547e-36
2.380069957692421e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678818555,0.11866996601828195,0.022821567692884456,2.3817453193605072e-67,5.4002858863837559e-40,2.9449172967315038e-23,8.2038586429698739e-49,5.522796462424007e-35,1.0010579237858535e-79,2.1006010843652775e-13,4.1864431487955651e-68,2.1006010834029152e-13,1.6050215928302079e-46,2.7142727160586215e-48,3.4906593935977362e-66,4.0474073030202387e-67,5.2842645495692551e-35,1.4679581118259151e-53,1.1471955884850218e-11,3.3966422460567653e-13,1.3598627938399424e-15,8.5429917389303177e-25,3.1689282610156798e-24,1.359722575870318e-15,6.1502610116711369e-20,5.7145469114079202e-21,7.3480952427112722e-24,6.7369714280944008e-42,4.5768327188950085e-33,4.6725957326733066e-60,5.1562399797024381e-61,6.1473586641557246e-60,5.6187786222429447e-62,6.7866576047597618e-35
4.760140419787525e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677637123,0.11866996600659857,0.022821567692714623,1.0327028973225934e-64,8.6265953263143273e-39,1.22003226807302e-22,8.9087492933328042e-47,4.4182381963434363e-34,4.3472534645432797e-77,4.2012026139154772e-13,2.6793243435159788e-66,4.2012026100660339e-13,2.5680349572767641e-45,4.3351733000389629e-47,7.5799712793034515e-64,8.7889433500382678e-65,4.2204407320692229e-34,4.6974652596633779e-52,2.2943914178834233e-11,6.7932852116686882e-13,2.7198914294002411e-15,3.4111563777207401e-24,1.2675686189969828e-23,2.7193110252690282e-15,2.2650598554557309e-19,4.2280847903836009e-20,9.9837560153484635e-23,3.6590684435239949e-40,3.7848241685341501e-32,2.9904602508365214e-58,1.1179341861858594e-58,1.3348955369724701e-57,1.2210885405372949e-59,5.4203254383526554e-34
9.520281343977733e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675274252,0.11866996598323182,0.022821567692374957,4.3857362278658015e-62,1.3758398217996695e-37,5.1509128212523902e-22,9.4943734863337131e-45,3.5345908884563552e-33,1.8534531201148436e-74,8.4024056730441281e-13,1.7147675427357833e-64,8.4024056576464013e-13,4.1088556069475764e-44,6.9119563565522788e-46,1.6157916174084142e-61,1.873500408010339e-62,3.3652504683964523e-33,1.5031878190427203e-50,4.5887830700528983e-11,1.3586571142030939e-12,5.4405325402459183e-15,1.3596538189892696e-23,5.0702517840077499e-23,5.4380847484659394e-15,7.8045119695612493e-19,2.9367515662461429e-19,1.3292890546946146e-21,1.9494569577162328e-38,3.1878855599750442e-31,1.9138924588740283e-56,2.373735370033952e-56,2.8455246765429488e-55,2.6037517281995928e-57,4.3219268929219665e-33
1.9040563192358148e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670548515,0.11866996593649831,0.022821567691695629,1.7317953598046648e-59,2.1873460152389537e-36,2.2091084299611247e-21,9.4441770381346605e-43,2.8276727166866786e-32,7.3783517510047007e-72,1.6804811791414223e-12,1.0974508696832267e-62,1.6804811729823681e-12,6.5741666260668e-43,1.0982062533995768e-44,3.2155858840573475e-59,3.7284405908852929e-60,2.674603178391482e-32,4.8101932235871335e-49,9.1775663478825313e-11,2.7173142999311565e-12,1.0884509840303105e-14,5.4005221183142821e-23,2.0280823184839243e-22,1.0874019970726297e-14,2.4317962421370793e-18,1.8528032410613029e-18,1.6494416283161896e-20,9.6891939003009983e-37,2.72856569430534e-30,1.2248882280556021e-54,4.6857483902112547e-54,5.6628060456030587e-53,5.1814105096407921e-55,3.4348252110032109e-32
2.856084504073856e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727665822779,0.11866996588976481,0.022821567691016301,1.4034162322562879e-58,8.026281268854595e-36,4.8570121566505963e-21,5.7849814237077888e-42,8.394653240311036e-32,5.959387590986368e-71,2.520721790989711e-12,6.2310002812130621e-62,2.5207217779017508e-12,2.4871403202616395e-42,4.1737661294073528e-44,2.2813534877296613e-58,2.6452048815035741e-59,7.6189980994080466e-32,2.2439430936687694e-48,1.3766349599202851e-10,4.0759714853150615e-12,1.6331405191077912e-14,1.1420612482847865e-22,4.3096478412232641e-22,1.6308343446974067e-14,4.4127415804405357e-18,4.6715222206348335e-18,5.4490564051500287e-20,5.0165782550584311e-36,8.0267739927264549e-30,6.849676736997905e-54,3.3371237143083198e-53,4.0175624738520339e-52,3.696567897126232e-54,9.7844126889898322e-32
3.8081126889118977e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727661097042,0.1186699658430313,0.022821567690336973,7.3479730879938318e-58,2.0300242414413362e-35,8.4867127275296444e-21,2.2781033154579605e-41,1.8291507104906838e-31,2.8844993846326526e-70,3.3609624028492358e-12,2.3963159367884694e-61,3.3609623805227942e-12,6.4740110190370143e-42,1.119136947860359e-43,9.9989633287629804e-58,1.1593673930029768e-58,1.6016084136314452e-31,6.8328203856441273e-48,1.8355132824013854e-10,5.4346286703550689e-12,2.1781358412068554e-14,1.9395656317998136e-22,7.3517096223868419e-22,2.174105565520021e-14,6.5934723843395313e-18,8.8681158406323475e-18,1.2637085320510369e-19,1.7614069042352485e-35,1.7284393595185579e-29,2.3977187059481492e-53,1.6125125932603688e-52,1.7608543320249805e-51,1.7895354516665794e-53,2.0567697374977481e-31
5.712169058587981e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727651645569,0.11866996574956427,0.022821567688978316,1.0646780889846299e-56,7.066173934735569e-35,1.8097305656874106e-20,1.6820106346337646e-40,5.3094598989048168e-31,2.8580541396708292e-69,5.0414436265945571e-12,1.8237841261272237e-60,5.0414435803708361e-12,2.3758699783541614e-41,4.4928718437450995e-43,8.584420182396829e-57,9.9534664269154284e-58,4.3498441198409822e-31,3.1130508481424505e-47,2.7532699211420117e-10,8.151943039628733e-12,3.2688693653504093e-14,3.9859781420795304e-22,1.5220633733098491e-21,3.2602700006437434e-14,1.1204654130796e-17,2.0676636246133009e-17,3.8579170701985481e-19,1.1077553859661319e-34,4.8480644969539856e-29,1.3344456298009653e-52,2.1450909280717814e-51,1.511733072753689e-50,2.388061362800604e-52,5.5858657959797907e-31
7.616225428264064e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727642194085,0.11866996565609725,0.02282156768761966,5.7334005404309957e-56,1.7588924030538504e-34,3.1421856771288388e-20,6.5700901580725038e-40,1.161118929756994e-30,1.3732216166297331e-68,6.7219248503810185e-12,6.8866016469634856e-60,6.7219247717670955e-12,6.1608071855939131e-41,1.210679894561036e-42,3.7480413098359604e-56,4.3457659482103698e-57,9.0559065336390842e-31,9.3505567818278332e-47,3.6710265501342182e-10,1.0869257407639732e-11,4.3607847027187876e-14,6.7315651936054047e-22,2.5886073107902543e-21,4.3458423119102117e-14,1.6066738000818564e-17,3.7934278322225254e-17,8.6744330855785448e-19,3.7791711378284112e-34,1.0334837249557197e-28,4.5613871040280316e-52,1.0142297831784991e-50,6.6003337243041769e-50,1.1326455887360372e-51,1.1628873271453431e-30
9.520281797940148e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727632742607,0.11866996556263022,0.022821567686261004,2.3446919756018575e-55,3.7172420295207425e-34,4.8761881658147214e-20,2.0315945412651171e-39,2.1784169991997072e-30,5.1958790800907756e-68,8.4024060742114142e-12,2.1064714937651985e-59,8.4024059541078961e-12,1.3470458353226389e-40,2.7050345956281397e-42,1.2894226353190678e-55,1.4950499353535503e-56,1.6402465155608885e-30,2.3331111974572439e-46,4.5887831686816881e-10,1.3586571774299429e-11,5.4539907458062231e-14,1.0210703156460935e-21,3.9547697801117546e-21,5.4307805239334172e-14,2.1026549869026994e-17,6.1118035204227415e-17,1.6673332288367764e-18,1.0396173794473616e-33,1.9098777295968832e-28,1.279181467955452e-51,3.7746397066574575e-50,2.2706696358768233e-49,4.226836939726054e-51,2.1062191818341565e-30
