Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25)
6.349184977503971e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999731,0.11866996602996277,0.022821567693054226,0.0,1.080822436544836e-54,4.1729876277063545e-36,7.5273344166096094e-76,1.5393523056044479e-48,7.0871861487636203e-120,6.4562123308508844e-22,8.7524374709378623e-102,6.4562123294330163e-22,2.3477378387232392e-68,3.3773597606793963e-59,7.195856289895248e-101,4.3480677123960351e-102,1.087307852238095e-44,6.8986884744101119e-81,2.5604408426187943e-15,1.2310827106795958e-16,4.7452579279116321e-20,3.3276031126648428e-32,4.7452579280801781e-20,6.1127070114076289e-46,7.8847928543820191e-31,1.6222162157124321e-37,5.2751273307173362e-44,6.6697288814266947e-69
1.2703886188698215e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999465,0.1186699660299602,0.022821567693054164,0.0,1.730724212211409e-53,1.6702825644426531e-35,9.3210560598639974e-74,1.2327303140943056e-47,3.5097619833399145e-117,1.2918033884635361e-21,5.6102176666839608e-100,1.2918033878960191e-21,3.7604606799052133e-67,5.4100642888343593e-58,1.7818986422851826e-98,1.07670520937252e-99,8.7050741130615229e-44,2.2100580661806363e-79,5.1231062211549425e-15,2.4632349979974568e-16,9.4946385819057868e-20,1.3319084431252514e-31,9.4946385825804112e-20,4.8938823868635056e-45,3.1559713285722103e-30,1.2987587055729379e-36,8.1676880301961064e-43,4.1305600920201393e-67
2.5413288611086704e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998926,0.11866996602995508,0.022821567693054039,0.0,2.7702859446668179e-52,6.6833059127545887e-35,1.1729638634272905e-71,9.866838831267888e-47,1.766504777045006e-114,2.584167700071986e-21,3.5933122652137866e-98,2.5841676978011791e-21,6.0200030592173775e-66,8.6611370939799024e-57,4.4843992171543632e-96,2.7096804966155988e-97,6.9667049368702209e-43,7.0761526406889322e-78,1.0248436978222694e-14,4.9275395726330854e-16,1.8993399889354512e-19,5.3293686608735269e-31,1.8993399892053886e-19,3.9165932445446184e-44,1.2627990959612844e-29,1.0394006531051881e-35,1.2850027200835083e-41,2.5992913143622508e-65
5.083209345586368e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997849,0.11866996602994483,0.022821567693053792,0.0,4.4333594746340283e-51,2.6737575648028873e-34,1.4884947298134576e-69,7.8954700797217201e-46,8.9663499707093053e-112,5.1688963266951041e-21,2.3006075972169927e-96,5.1688963176103978e-21,9.6346184154219949e-65,1.3861848044533184e-55,1.1381051937230759e-93,6.8769556346404456e-95,5.5744224302542266e-42,2.265003731212257e-76,2.0499098492339999e-14,9.8561487219039652e-16,3.7990922502093621e-19,2.1320944898232712e-30,3.7990922512892878e-19,3.1338696379456072e-43,5.0520145104023391e-29,8.3167679445482536e-35,2.0385294663052193e-40,1.6493646721112991e-63
1.0166970314541763e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995701,0.11866996602992433,0.0228215676930533,0.0,7.0940967372924101e-50,1.0695900774340835e-33,1.8970072746505981e-67,6.317175765950422e-45,4.5707379498837515e-109,1.0338353593566216e-20,1.4726730064475923e-94,1.0338353557224433e-20,1.5417480575863488e-63,2.218218031960346e-54,2.9008597325467756e-91,1.7528330238631105e-92,4.459961375375959e-41,7.2490279113527198e-75,4.1000421520501837e-14,1.971336702044423e-15,7.598596771893851e-19,8.5290720466319096e-30,7.5985967762139093e-19,2.5073337225342005e-42,2.020966945487015e-28,6.654019715409173e-34,3.2476538935113936e-39,1.0510493828270303e-61
2.0334492252452552e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991404,0.11866996602988332,0.022821567693052314,0.0,1.1351131813608902e-48,4.2785344619530306e-33,2.4228608012086369e-65,5.0540605110119481e-44,2.3350717278344246e-106,2.0677268181807937e-20,9.4260166184101179e-93,2.0677268036434893e-20,2.4669641919258927e-62,3.5494067369513945e-53,7.4099024141713559e-89,4.4774042356916503e-90,3.5681384716342094e-40,2.3198514985273291e-73,8.2003067576534412e-14,3.9427803617518759e-15,1.5197605811809495e-18,3.4117676306330325e-29,1.519760582909046e-18,2.0059621397030567e-41,8.084170110838702e-28,5.3234262571001367e-33,5.1850202251545596e-38,6.7121244719801457e-60
4.066953612827413e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982811,0.11866996602980132,0.022821567693050344,0.0,1.8162271697426034e-47,1.7114486502377871e-32,3.0978204156115286e-63,4.0433763685853714e-43,1.1942224211326733e-103,4.1355097576289377e-20,6.0329416697482228e-91,4.1355096994785368e-20,3.9472765484095991e-61,5.6792570604708243e-52,1.894821968777377e-86,1.1449386824159943e-87,2.8545785113585187e-39,7.4237849061937297e-72,1.6400835968743523e-13,7.885667681164383e-15,3.039562387782743e-18,1.364734806799232e-28,3.0395623946952923e-18,1.604807700199845e-40,3.233712539077587e-27,4.258774527114884e-32,8.286955590650922e-37,4.2910292353241998e-58
8.133962387991729e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996562,0.11866996602963731,0.022821567693046402,0.0,2.9060000651302361e-46,6.8458646076251933e-32,3.9628959978944168e-61,3.2347522740715292e-42,6.1108313450944087e-101,8.2710757237244211e-20,3.8611758237512353e-89,8.2710754911204499e-20,6.3157495419679049e-60,9.0869762108073738e-51,4.8479032423546995e-84,2.9293263639864007e-85,2.2836898770026572e-38,2.3756527846501935e-70,3.2801894390457937e-13,1.5771442319979797e-14,6.0791659954609941e-18,5.4589946700286491e-28,6.079166023111642e-18,1.2838612321382029e-39,1.2934811372056395e-26,3.4069519538504357e-31,1.3251562258402471e-35,2.7446673566381351e-56
1.6267979938320361e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319931241,0.11866996602930928,0.022821567693038516,0.0,4.6496285130782226e-45,2.7383600645502407e-31,5.0707403709408174e-59,2.5878222823136945e-41,3.1276517063582828e-98,1.6542208004712181e-19,2.4711823649314996e-87,1.6542207074291561e-19,1.010528488606129e-58,1.4539293503793688e-49,1.2406298777710626e-81,7.4964569708659946e-83,1.8269626871344671e-37,7.6021554702126524e-69,6.5604011232023782e-13,3.1542991597572228e-14,1.2158373188716148e-17,2.1836089032235511e-27,1.2158373299320665e-17,1.0270948167825475e-38,5.1738145765589486e-26,2.7254047835553617e-30,2.1195470199012195e-34,1.7559786320291054e-54
3.2536015038977627e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631986248,0.11866996602865322,0.022821567693022744,0.0,7.4394255762941842e-44,1.0953470461938879e-30,6.4886865562795536e-57,2.0702659970551307e-40,1.6008979119243419e-95,3.3084473961874838e-19,1.5815662971213776e-85,3.3084470240182921e-19,1.6168524206061501e-57,2.3262973688314363e-48,3.1751010190488527e-79,1.9185422300108742e-80,1.4615743972048013e-36,2.4327003841577911e-67,1.3120824490770351e-12,6.308609015260351e-14,2.4316787486821061e-17,8.7344572561384075e-27,2.4316787929251166e-17,8.2167786944716342e-38,2.0694220707941065e-25,2.1800536090789548e-29,3.3904006171554808e-33,1.123504619767593e-52
6.5072085240292155e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319724956,0.11866996602734112,0.0228215676929912,0.0,1.1903088016595728e-42,4.3813956338277382e-30,8.3024581592590417e-55,1.6562160436525756e-39,8.1935807539334073e-93,6.6169011456948661e-19,1.0122055422523498e-83,6.6168996570162186e-19,2.5869693097881828e-56,3.7220837418522938e-47,8.1252659166098024e-77,4.9096597681638501e-78,1.1692611099973584e-35,7.7846581417823628e-66,2.6241671222925507e-12,1.261722872620518e-13,4.8633615729409318e-17,3.4937868893256969e-26,4.8633617499219154e-17,6.5734259570330822e-37,8.2768267529692312e-25,1.743602899419514e-28,5.4229423926817263e-32,7.1877752204010555e-51
1.301442256429212e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631944991,0.1186699660247169,0.022821567692928115,0.0,1.9044918118892458e-41,1.7525608695936794e-29,1.0620405126899528e-52,1.3249740973595818e-38,4.1924587497606804e-90,1.3233810877008963e-18,6.4781260095262451e-82,1.3233804922290685e-18,4.1391551354792631e-55,5.955339148737018e-46,2.0787507649427201e-74,1.256076912124867e-75,9.3540935406271375e-35,2.4910932464312446e-64,5.2483364675312681e-12,2.5234468147849101e-13,9.7267270800099559e-17,1.3975152796781988e-25,9.7267277880042059e-17,5.2587338660052645e-36,3.3100353667116822e-24,1.3941756312228453e-27,8.6721545289706934e-31,4.5972483925461622e-49
2.602885064481793e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318899822,0.11866996601946846,0.022821567692801942,0.0,3.0471759998117012e-40,7.0102577143218699e-29,1.3577578490817851e-50,1.0599797253155476e-37,2.1439345356161776e-87,2.6467639268833988e-18,4.1460047615156001e-80,2.6467615449954077e-18,6.6226512577709299e-54,9.5285429286434792e-45,5.3151393370203617e-72,3.2116518339687754e-73,7.4832739634980086e-34,7.9715021986720455e-63,1.0496675153239447e-11,5.0468946990154067e-13,1.9453457528353536e-16,5.5900599791979606e-25,1.9453460360890282e-16,4.2069713727063546e-35,1.3234569448550366e-23,1.1142098328166064e-26,1.3861595630937757e-29,2.9386456259264826e-47
5.205770680586955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317799647,0.11866996600897158,0.022821567692549598,0.0,4.8754438163712467e-39,2.8041131260849937e-28,1.7337507082371758e-48,8.4798386714784435e-37,1.0950624592576615e-84,5.2935331769267034e-18,2.6534453152166767e-78,5.2935236493738697e-18,1.0596243322510035e-52,1.5245656634361088e-43,1.3574099201544831e-69,8.2020952854001226e-71,5.9866144499829806e-33,2.55088104720092e-61,2.0993352505578784e-11,1.009379046708324e-12,3.8906916161863099e-16,2.236022013850859e-24,3.8906927496485419e-16,3.3655500739851123e-34,5.2893728947451266e-23,8.8956235276487057e-26,2.2134887121754281e-28,1.8761928367745408e-45
1.041154191279728e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315599296,0.11866996598797783,0.022821567692044908,0.0,7.8005868771944638e-38,1.1216529972575425e-27,2.2085827191285769e-46,6.7838698115525104e-36,5.5799721564710714e-82,1.0587085963723239e-17,1.6982087951066952e-76,1.0587047853513934e-17,1.6953986771351367e-51,2.4393000667454589e-42,3.4583753972790388e-67,2.0897094113782609e-68,4.789282674539924e-32,8.162818198515283e-60,4.198670713394939e-11,2.0187582001646267e-12,7.781382437617401e-16,8.9440701003894713e-24,7.7813869750473622e-16,2.6923960725169049e-33,2.1121931327450987e-22,7.0877378994082571e-25,3.527715173599764e-27,1.194995579716405e-43
2.082308437721793e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311198594,0.11866996594599033,0.022821567691035528,0.0,1.2480542827327859e-36,4.4866731416421735e-27,2.8000870037586703e-44,5.4270930418523271e-35,2.8298417770711565e-79,2.1174248684129347e-17,1.0868570113767321e-74,2.1174096243326609e-17,2.7126365301714133e-50,3.9028634425163442e-41,8.7693659371993842e-65,5.2988534336954698e-66,3.8314113901397045e-31,2.6121005496304949e-58,8.3973416085458294e-11,4.0375165064481757e-12,1.5562760459398053e-15,3.5776132497488746e-23,1.5562778637846676e-15,2.1538461827944728e-32,8.4204568141064156e-22,5.6245819248151245e-24,5.6003951986859958e-26,7.5749147378813694e-42
4.164616930605923e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302397189,0.11866996586201534,0.022821567689016772,0.0,1.9967599378777724e-35,1.7947176171966373e-26,3.5165944825924477e-42,4.3416695391113562e-34,1.4216655746250991e-76,4.2348802711980749e-17,6.9559270692198155e-73,4.2348192949082168e-17,4.3402136867344769e-49,6.2445275333078054e-40,2.2027507742456112e-62,1.3310028122811026e-63,3.0651053000618109e-30,8.3587127478606496e-57,1.6794683276754687e-10,8.0750331164990559e-12,3.1125502018647189e-15,1.4310333824234009e-22,3.1125574963393753e-15,1.7229637557383105e-31,3.3457412919181164e-21,4.427979391502767e-23,8.822465557201529e-25,4.756261345935068e-40
6.246925423490053e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756293595785,0.11866996577804034,0.022821567686998015,0.0,7.3492253109515555e-35,3.8138454045980617e-26,2.2847626318161663e-41,1.2889323071774474e-33,1.2022104642444932e-75,6.3523585326658306e-17,3.9493669230119894e-72,6.3522289580967948e-17,1.6419901189092859e-48,2.3807169622180934e-39,1.6457243659577303e-61,9.9442190371302311e-63,8.7642463411144179e-30,3.8993193833935823e-56,2.5192024822870622e-10,1.2112549724033716e-11,4.6688229093598191e-15,3.0409284372941684e-22,4.6688384441548971e-15,4.9264135691030362e-31,7.0769928064584947e-21,1.2545105633045201e-22,3.2231106665237097e-24,2.6355445712446702e-39
1.0411542409258312e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756275992977,0.11866996561009036,0.022821567682960498,0.0,5.6540107754836593e-34,1.054465474048268e-25,9.9418360004087761e-40,6.0376167657004054e-33,1.6313243227737297e-73,1.0587406490161517e-16,1.061715679212076e-70,1.0587048254926044e-16,1.2958724468275842e-47,1.9577167309692666e-38,1.25698808526376e-59,7.5952915874014866e-61,4.0276675604623803e-29,5.2253300939233624e-55,4.198670742673083e-10,2.018758292903817e-11,7.7813625306419027e-15,8.407147824039485e-22,7.7814057243079066e-15,2.2637384537395191e-30,1.9336495883231227e-20,5.6088050984766367e-22,2.415469469236781e-23,6.6214759877739599e-38
1.4159697696449746e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675626015045,0.11866996545893538,0.022821567679326735,0.0,1.5570773204534742e-33,1.877748185353046e-25,4.6807192282072517e-39,1.3932394234760761e-32,8.9960229836557834e-73,1.4399023508621171e-16,4.6101528589006108e-70,1.4398385598204862e-16,3.6366370598256271e-47,5.7097157692035441e-38,6.4637312979780702e-59,3.9056776814359444e-60,9.0661712941951979e-29,1.7342490676976157e-54,5.7101921375719771e-10,2.7455112805412221e-11,1.0582643509899971e-14,1.4970492071414976e-21,1.0582720715041115e-14,5.095330069046731e-30,3.416520570005247e-20,1.2433906066724546e-21,6.5725959777435765e-23,2.7982731406441296e-37
1.790785298364118e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756244307923,0.1186699653077804,0.022821567675692971,0.0,3.5068204173139314e-33,2.9312809284858823e-25,1.6247376299479518e-38,2.6825948610173852e-32,4.1199912285240215e-72,1.8210718702752323e-16,1.3959588960439868e-69,1.8209722916220423e-16,8.3262896284174313e-47,1.306485252398297e-37,2.5913486670871548e-58,1.5658095777812885e-59,1.7135518985953224e-28,4.6599438276305185e-54,7.2217134907154148e-10,3.472264267318088e-11,1.3383919535593838e-14,2.3368917382661942e-21,1.3384040512954643e-14,9.6298660013148544e-30,5.2916842354945239e-20,2.3129671101527461e-21,1.4607316407248231e-22,8.2768174386893479e-37
2.165600827083261e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756228465395,0.11866996515662542,0.022821567672059208,0.0,6.7397169232551493e-33,4.20232548188775e-25,4.5347205474102629e-38,4.5610650169926677e-32,1.3903362421787012e-71,2.2022487741969585e-16,3.6240818565464306e-69,2.2021060210372159e-16,1.6236756712723888e-46,2.5836488885897693e-37,7.9646947721392775e-58,4.8126260454012454e-59,2.8641159673079847e-28,1.0308899535977136e-53,8.7332348044164014e-10,4.1990172532820841e-11,1.6185190882129246e-14,3.3500726773818797e-21,1.6185364941328833e-14,1.6094959610315104e-29,7.5298689414426785e-20,3.8092613884702348e-21,2.7735885808369236e-22,2.0975948380883519e-36
2.915231884521548e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756196780341,0.1186699648543155,0.022821567664791678,0.0,1.7427621241970628e-32,7.2404921609496722e-25,2.1328526462443711e-37,1.0084538027589349e-31,8.2061762789909928e-71,2.9646194222416949e-16,1.603035996542244e-68,2.9643734744254655e-16,4.3107866822909023e-46,7.2268092731894091e-37,4.1945548868820704e-57,2.5345354411794027e-58,6.1144881036019365e-28,3.2434994922237887e-53,1.1756277341870595e-09,5.652523223356344e-11,2.1787722904488096e-14,5.771716813478677e-21,2.1788024617892754e-14,3.4357455831958417e-29,1.2812823356466356e-19,7.9402390661595736e-21,7.0358613365993635e-22,8.8448841195824427e-36
3.664862941959835e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756165095286,0.11866996455200558,0.022821567657524147,0.0,3.6905251346487298e-32,1.1082803531757011e-24,6.9877068988797136e-37,1.889320541082433e-31,3.2226407037494099e-70,3.7270173663339114e-16,4.8237023117957284e-68,3.726640918992678e-16,9.3506661149266645e-46,1.6181817988986751e-36,1.5132442476650065e-56,9.1436862882361661e-58,1.1118407848451312e-27,8.0228363277560297e-53,1.4779319733529435e-09,7.1060291904259116e-11,2.7390237630839714e-14,8.8340528326970617e-21,2.7390702171309072e-14,6.2469388159225698e-29,1.9376188111591515e-19,1.4116950890727466e-20,1.464266328715123e-21,2.5750845710724642e-35
4.414493999398122e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756133410243,0.11866996424969568,0.022821567650256617,0.0,6.9816001101925248e-32,1.5783907960797725e-24,1.9338978864618882e-36,3.197488915701434e-31,1.0639839018703129e-69,4.4894444578183229e-16,1.2486846341993817e-67,4.4889083541405478e-16,1.8071253063209555e-45,3.197186739103066e-36,4.5961360592261605e-56,2.7771855601503211e-57,1.8391806816257036e-27,1.7449984567650719e-52,1.7802361969503971e-09,8.5595351542869878e-11,3.2992733888090438e-14,1.2580506579462337e-20,3.2993399441414579e-14,1.0332661725069278e-28,2.7258059033242213e-19,2.2825747170363739e-20,2.7219599903938537e-21,6.4390381209076962e-35
5.913756114274695e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675607004015,0.11866996364507593,0.022821567635721556,0.0,2.1155908784165989e-31,2.7811519585403955e-24,1.5060458445806025e-35,7.603984196858885e-31,1.7187197246868164e-68,6.014387724855101e-16,7.7270554980719764e-67,6.0134431956475067e-16,5.6864523445026249e-45,1.02021228682876e-35,5.1090076791876507e-55,3.0870762390761098e-56,4.2422857691675163e-27,7.3109493750027855e-52,2.3848445965627478e-09,1.1466547072202891e-10,4.4197669954924993e-14,2.2164118816751433e-20,4.4198858271372898e-14,2.3828445160708108e-28,4.6758692560209422e-19,4.9811443594299092e-20,7.8561595214320924e-21,3.5655162978686187e-34
7.413018229151269e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756006670063,0.11866996304045624,0.022821567621186496,0.0,4.974986090607103e-31,4.3329313111726994e-24,6.1988294310304277e-35,1.4850216333653672e-30,1.0054400444593309e-67,7.5394493998514583e-16,2.7962270689333636e-66,7.5379779988891107e-16,1.3659916380279728e-44,2.4605508402278444e-35,2.5222528963079821e-54,1.5240488947802537e-55,8.1492851515904451e-27,2.1399161886009852e-51,2.9894529329294741e-09,1.4373558977084575e-10,5.5402530993169299e-14,3.4526458302756751e-20,5.5404406374630686e-14,4.5764517755177173e-28,7.096768652099075e-19,9.0866012686201976e-20,1.7706058061448989e-20,1.2086409439200323e-33
1.0411542458904416e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755879929906,0.11866996183121704,0.022821567592116378,0.0,1.9524322052048603e-30,8.4846425394636152e-24,7.1490191760962683e-34,4.1527208335748478e-30,2.9884274081995936e-66,1.0589928205876745e-15,2.4506425627029281e-65,1.0587047490500079e-15,5.4972790491984916e-44,9.8102724097842062e-35,4.6166405430859638e-53,2.7895519244493911e-54,2.2413550380982898e-26,1.2641036230573795e-50,4.1986694157998972e-09,2.0187582747719435e-10,7.7812027836876022e-14,6.7591359844808472e-20,7.7815800247386492e-14,1.2581097230195331e-27,1.3165763469136268e-18,2.2278621171102695e-19,6.2608863559398745e-20,8.9882701434696588e-33
1.6408590918410708e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675562644968,0.11866995941273942,0.022821567533976139,0.0,1.2961934172596109e-29,2.0982859244068551e-23,1.8908321007216969e-32,1.6711767286242309e-29,2.9095244243055782e-64,1.6692307668217054e-15,4.752161379221852e-64,1.6685186014217492e-15,3.7195175305019856e-43,6.4426252976083437e-34,2.3226796117807302e-51,1.4034421336273158e-52,8.9175355294465195e-26,1.4946481891262885e-49,6.6171016220608035e-09,3.1815630132470357e-10,1.2263012057717689e-13,1.6707362925561657e-19,1.2263995191218984e-13,5.0003684829398875e-27,2.9272106366923921e-18,7.0075662070088636e-19,3.3239838116362046e-19,1.2786338022973345e-31
