Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H7(69),C4H7X(140),C4H7(68),C4H7X(145),C4H7(373),C4H8(73),C2H6(343),C2H5(67),C4H8(187),C4H7X(654),C4H9X(153),C4H9(85),C4H9X(171),C4H9(111),SX(161),C6H11(102),SX(159),C6H11(100),S(1018),S(1027),SX(986),C4H7X(146),C6H13(202),SX(346),SX(249),C6H13(203),S(1590),SX(1543),SX(785),C8H17(813),S(1757),SX(1703),SX(1546),S(1593),S(1942),SX(1880),SX(1706),S(1760),S(2145),SX(2073),SX(1883),S(1945),S(2366),SX(2286),SX(2076),S(2148),S(2603),SX(2515),SX(2289),S(2369),S(2858)
1e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771428,0.67000000000000004,6.4410980844462623e-35,1.9651740735382744e-62,6.2149717468940024e-31,1.7028476521534591e-36,2.8380367599166195e-65,1.3303949235671487e-72,0.0,8.8852394064459509e-72,3.7545593580433438e-80,2.0013248075892724e-19,2.0013248075892724e-19,6.6178223269784646e-37,6.2149625253177495e-31,5.8124009226969756e-37,3.4106963067946333e-37,2.9856748800572147e-43,1.5880873504569633e-47,1.2513996492006916e-42,3.0932919555245235e-27,1.1412796083456357e-45,2.0141579270650798e-39,8.6205782998117102e-28,6.6568117150711306e-47,1.6640910499834376e-42,1.752345566658251e-47,8.5490087843763727e-49,7.1253386746795005e-55,1.4626056631042974e-58,2.5388825538186812e-54,7.1184847510693276e-65,4.7749540155250088e-71,6.1152974552277449e-76,4.3590429861170502e-77,1.6402887550682549e-76,3.7008078572817962e-59,1.795027121633062e-62,2.0768268456975844e-60,1.018426420348133e-66,6.7977872314794441e-73,1.6933380609357153e-80,2.4183732869277878e-78,1.1726246319524816e-84,7.5994209482258368e-89,1.8875952930104955e-96,2.7690321481027283e-96,1.3389051071253078e-102,3.2597338630707722e-105,8.0911176827593402e-113,3.1595892412147315e-114,1.526685107719621e-120,3.7852241306497916e-124,9.3938428386261137e-132,3.5990033056198712e-132,1.7387032117630625e-138,7.5709312766680755e-145,1.8789765804322017e-152,4.0981662033519119e-150,1.9797660990354417e-156,8.0547248431289291e-163,1.9990285298215864e-170,4.6662558247537191e-168,2.2541776773625157e-174,8.619648875423627e-181,2.1390857731829155e-188
1.023e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771428,0.67000000000000004,6.6162608017557332e-35,2.0555246051820122e-62,6.4317422276827059e-31,1.7622251592564325e-36,2.9671706069473298e-65,1.3927143713574344e-72,0.0,9.2963367490669155e-72,3.929712185249216e-80,2.0473421303572219e-19,2.0473421303572219e-19,6.8886551485151956e-37,6.4317326287387997e-31,6.0502570476113323e-37,3.5502700238020468e-37,3.1169541800691735e-43,1.6603454333516599e-47,1.3064120591516539e-42,3.1089171444414696e-27,1.1914634835998204e-45,2.0965734569360867e-39,8.8214786001776961e-28,6.9596674695372979e-47,1.7321895752736287e-42,1.829392537785658e-47,8.9249077317131296e-49,7.4495423621981371e-55,1.5302758329858769e-58,2.6544018003861943e-54,7.4505668720499669e-65,4.9986233419839795e-71,6.4018577062052512e-76,4.5636877200528464e-77,1.7171242887141121e-76,3.8720326584782794e-59,1.8780774182644178e-62,2.1713227748730535e-60,1.0655458647064859e-66,7.1149087188541557e-73,1.7726585732829878e-80,2.5311920965030838e-78,1.2275535344041353e-84,7.9561280244367106e-89,1.9762872393671536e-96,2.8990069861077436e-96,1.4018158968610426e-102,3.4129763991352211e-105,8.4715843471778946e-113,3.3081239541616829e-114,1.5984740637870775e-120,3.9632385317414818e-124,9.835651827541298e-132,3.7682599882226734e-132,1.8204774929175574e-138,7.9270168935108819e-145,1.9673523928951147e-152,4.2909163403878171e-150,2.072882447255623e-156,8.4335739116408715e-163,2.0930519918170709e-170,4.8857303204379912e-168,2.3602019716820982e-174,9.0250712251508611e-181,2.2396970692078138e-188
2.047e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771428,0.67000000000000004,1.4698790324708938e-34,1.4752542449932404e-60,2.5740476517332575e-30,7.0418008048289391e-36,9.5044005961473564e-64,3.5685789710058356e-70,0.0,5.9558334368875701e-70,5.0335206803208786e-78,4.0961133700957618e-19,4.0961133700957618e-19,5.5154121250110273e-36,2.5740399681434083e-30,4.8428910921247758e-36,2.8419518433707967e-36,4.9898643117367145e-42,5.3161488942256198e-46,2.079169297952571e-41,3.2221269851167258e-27,1.9081276960057362e-44,1.6759436377516207e-38,1.7794072934814686e-27,2.2155350902505915e-45,1.3865998160365474e-41,2.9251642678249853e-46,1.4289213413930357e-47,2.3853463291175665e-53,9.7991739099369647e-57,8.4985887997498751e-53,9.5420438293348107e-63,1.27949784601222e-68,1.7242116930715073e-73,2.4583009082367612e-74,4.398457573759728e-74,2.4795500051068971e-57,1.2026857553223722e-60,6.9529414847210198e-59,6.8241859843466087e-65,9.1130203339458034e-71,4.5408135970664924e-78,3.2421722734082476e-76,3.1447228165403023e-82,4.0759196069582838e-86,2.0248377583358168e-93,1.4854224731182171e-93,1.4365536766734113e-99,6.9934201474641803e-102,3.4716686629998971e-109,6.7955281200761194e-111,6.567146736190773e-117,3.2482030553120719e-120,1.6121827953648155e-127,3.0969480768275632e-128,2.9923207819948173e-134,2.6058571975666422e-140,1.2934269204701767e-147,1.4105959336817345e-145,1.3628782478504129e-151,1.1089524958690206e-157,5.5042842030231391e-165,6.4245339263776845e-163,6.2071340776342525e-169,4.7469223865011865e-175,2.3560297486019333e-182
4.095e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771428,0.67000000000000004,3.096446501430737e-34,1.5182707980466099e-58,1.0298888703332636e-29,2.8088525358066129e-35,3.0429133332469754e-62,9.1377949603279971e-68,0.0,3.8136958291055802e-68,6.4451197389512683e-76,8.1936558494744151e-19,8.193655849474418e-19,4.4141257805655353e-35,1.0298827220223103e-29,3.8750445722047034e-35,2.2742467286460798e-35,7.9846647655327162e-41,1.7013801069519847e-44,3.2885491507894564e-40,3.2421823085227349e-27,3.0544324669868553e-43,1.3374290520152776e-37,3.5749240056696824e-27,7.0098530098943206e-44,1.1096161800026157e-40,4.669718065916966e-45,2.2870138770139993e-46,7.6348758317354443e-52,6.2718919585289906e-55,2.7196559803390471e-51,1.2214665595843518e-60,3.2749459174390815e-66,4.5314461257282133e-71,1.2920313304047268e-71,1.1262484875518859e-71,1.5871215904151348e-55,7.6983760631045846e-59,2.2256902518242525e-57,4.3689673142006353e-63,1.166770017091167e-68,1.1626685682479078e-75,4.1514098764581308e-74,8.05326501653497e-80,2.0871204218608474e-83,2.0735490665947096e-90,7.6099798732477873e-91,1.4719240011758465e-96,1.432240134047795e-98,1.4218997242253806e-105,1.405122416307477e-107,2.7157925373924468e-113,2.6606412254205163e-116,2.6409717637268988e-123,2.5635841553498766e-124,4.9539454587662952e-130,8.6277862543733509e-136,8.5644297760817982e-143,4.6706296991366779e-141,9.0252544135487606e-147,1.4686662931989838e-152,1.4578744474780659e-159,8.5089069789938404e-158,1.6441934597690539e-163,2.5146815329222808e-169,2.4962129047691832e-176
8.191e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771428,0.67000000000000004,6.3514469003228998e-34,1.8244874650482287e-56,4.1200947553360043e-29,1.1168610532864951e-34,9.7396903493032307e-61,2.3385911214563302e-65,0.0,2.4413775700568036e-66,8.2511934131229318e-74,1.6388740807598799e-18,1.6388740807598811e-18,3.5320192147466447e-34,4.1200455683970821e-29,3.0997845035867002e-34,1.8196588243735621e-34,1.2772002195545764e-39,5.4430084749579574e-43,5.1412703727195717e-39,3.2440410461858653e-27,4.8882341682675541e-42,1.0641772722514519e-36,7.1661423916675905e-27,2.1926372390554485e-42,8.8782369502618804e-40,7.4344235040316164e-44,3.659789420554379e-45,2.443049359898157e-50,4.0124758666078377e-53,8.6991640910974383e-50,1.5628806029998625e-58,8.3788991951572029e-64,1.1751027017299154e-68,6.6994122452659647e-69,2.8837908291603398e-69,1.0155013530010431e-53,4.9259347442775582e-57,7.1234432476494562e-56,2.7966234799992887e-61,1.4934772891853073e-66,2.9760284000952034e-73,5.3147740928732919e-72,2.0620086606342907e-77,1.0683105299087058e-80,2.1224549287228123e-87,3.901105322613858e-88,1.5091068782211376e-93,2.931664115527519e-95,5.8203118903549321e-102,2.9839730591676324e-104,1.1534635088259216e-109,2.1780799919569443e-112,4.323484663663469e-119,2.18460293708696e-120,8.4431522786286372e-126,2.940580827625156e-131,5.8373763693481628e-138,1.5920596967476348e-136,6.152794984062212e-142,2.0022654977451465e-147,3.9747225894050955e-154,1.1601584577089513e-152,4.4835881605315479e-158,1.3713361633464127e-163,2.7225291874857913e-170
1e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771428,0.67000000000000004,7.7890597428276948e-34,5.2117195635928234e-55,6.8497950318117746e-29,1.8449603874641035e-34,7.6421339674960419e-60,1.3389682905935127e-63,0.0,3.6409694907847169e-65,2.3968299747924619e-72,2.0008103279577813e-18,2.0008103279577836e-18,8.9923658412849796e-34,6.8496698311749329e-29,7.8892226895110814e-34,4.6326314770606061e-34,5.5042198121378711e-39,4.2673938267674218e-42,2.1370908540804623e-38,3.2440605179914162e-27,2.1081930700707823e-41,2.6886903148750029e-36,8.7522092699134236e-27,1.6530552357050266e-41,2.2603031884900439e-39,3.1795511895118104e-43,1.5783228291747896e-44,1.9161196419115323e-49,5.9776046855792133e-52,6.8181693730050927e-49,4.5348398902913442e-57,4.7954750359059582e-62,6.7707785693813692e-67,7.664043791027975e-67,1.6548901266428869e-67,1.5132204810811256e-52,7.3408557570163685e-56,5.589396894639058e-55,4.1708067773559167e-60,4.3368876731702594e-65,1.7047372642977579e-71,1.5439106011228029e-70,1.1819312363038661e-75,1.2152413235231803e-78,4.8109645999891997e-85,4.4602930682198221e-86,3.4391147239641828e-91,1.3264155051409038e-92,5.260965192092698e-99,1.5430419086135415e-101,1.1920069546199938e-106,3.9360227642754596e-109,1.561922233284455e-115,4.5620689843653911e-117,3.5256472502487197e-122,2.4550177631951064e-127,9.7445034774403037e-134,1.3295003407434655e-132,1.0275647533145835e-137,6.6863525417751202e-143,2.6540899903447502e-149,3.8750667714033448e-148,2.9950977102811396e-153,1.8317784313589736e-158,7.2732789842682216e-165
1.6383e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771428,0.67000000000000004,1.2861631757038924e-33,2.2957344563854123e-54,1.648145720137774e-28,4.4140361475833246e-34,3.1170545667090806e-59,5.9809596270091186e-63,0.0,1.5626584171111731e-64,1.0562828898806081e-71,3.2778910719402048e-18,3.277891071940211e-18,2.8259028371519463e-33,1.6481063788781903e-28,2.4788605741338234e-33,1.4558117625264797e-33,2.0419126423226405e-38,1.7404211121787201e-41,7.863667992106266e-38,3.2441292236491441e-27,7.8220883142148483e-41,8.4207338478026519e-36,1.434859671261279e-26,6.7121438038731226e-41,7.103054214902308e-39,1.1775285141988587e-42,5.8560403700718697e-44,7.8150656164269065e-49,2.5653606544283647e-51,2.7806394175959215e-48,1.9984423268309492e-56,2.1420512083203262e-61,3.0246627963437229e-66,3.4469996270030858e-66,7.3923645930531875e-67,6.494255205857385e-52,3.1504735331235878e-55,2.2797924563796843e-54,1.7900588365293589e-59,1.911249157817787e-64,7.6148412251791875e-71,6.8040207927307291e-70,5.2795813570994897e-75,5.4654873748909995e-78,2.1711412772256015e-84,2.0060648569438543e-85,1.5520675249683644e-90,5.9962869021917459e-92,2.3803579769390397e-98,6.9770882340107567e-101,5.3938963044058334e-106,1.7816470868079541e-108,7.0715905222805055e-115,2.0651478606619027e-116,1.5962804317268127e-121,1.1116433688972927e-126,4.412561995016824e-133,6.0200390158463397e-132,4.6530777922881324e-137,3.02782321592894e-142,1.201882337996755e-148,1.754770948711588e-147,1.3563048233936318e-152,8.2951030278083993e-158,3.2936720652342293e-164
3.2767e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771428,0.67000000000000004,2.5882123704324985e-33,2.9216127556958672e-52,6.5927984609189304e-28,1.7241270625165429e-33,9.9749815281212e-58,1.5278488863757977e-60,0.0,1.0001350054484196e-62,1.3523835408419438e-69,6.5559250509915868e-18,6.5559250509916346e-18,2.2608372596100458e-32,6.5924838993530549e-28,1.981323564072865e-32,1.1646516053372743e-32,3.261528339043793e-37,5.5600778155609538e-40,1.1558891623589601e-36,3.2441313402967741e-27,1.2516072127104916e-39,6.5922633737976812e-35,2.8713506197007407e-26,1.9758864728112272e-39,5.6825372191522473e-38,1.8466851110258498e-41,9.3697241349724417e-43,2.4987836557862574e-47,1.6382702046772854e-49,8.8771792795153651e-47,2.5524540226461968e-54,5.4679913302357214e-59,7.74751835333406e-64,1.763987981326531e-63,1.9061374117172649e-64,4.1494640907466457e-50,2.013328824338151e-53,7.2972806912982705e-53,1.1459281379160039e-57,2.4453864218770658e-62,1.9474708036298225e-68,8.7128831741397979e-68,1.3521409823184806e-72,2.7939877764775201e-75,2.2186568010432866e-81,1.044674454765627e-82,1.6165641233582954e-87,1.2248769100904236e-88,9.7202630987717798e-95,2.1355445878409166e-97,3.3017399143697355e-102,1.4560504430865571e-104,1.1553473373111764e-110,2.5911944012657773e-112,4.0057077127269775e-117,5.5764705438389957e-122,4.4252333708411501e-128,3.0215465018983153e-127,4.6708504019311151e-132,6.076284518358737e-137,4.8220544748484818e-143,3.5231704717558667e-142,5.4462481813986449e-147,6.6592368970786645e-152,5.2882617607936057e-158
6.5535e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771428,0.67000000000000004,5.1924927707228131e-33,3.7232423589361356e-50,2.6371624786486016e-27,6.5852985460960161e-33,3.1919595093628038e-56,3.8942275930571992e-58,0.0,6.4007156495376602e-61,1.7327490798842471e-67,1.3111992983608812e-17,1.311199298360918e-17,1.8087157984298197e-31,2.6369111127455594e-27,1.5821693543972219e-31,9.3167159981665238e-32,5.2005135150157794e-36,1.7732095389264368e-38,1.5893443497633207e-35,3.2441313658545834e-27,2.0026299880922607e-38,5.0567371645156381e-34,5.7443325186142553e-26,5.4465379490546779e-38,4.5459230877327781e-37,2.8421515052668001e-40,1.4990841297737959e-41,7.9826006785897911e-46,1.0438929610343064e-47,2.8272379123932963e-45,3.2527940250749981e-52,1.391753117777073e-56,1.9753532695226697e-61,8.9759915844992415e-61,5.0392749364986139e-62,2.6467504565340193e-48,1.2846543595152169e-51,2.3375122202281329e-51,7.3411766670039099e-56,3.128995878681487e-60,4.9780347983516816e-66,1.1171662904474908e-65,3.4673734935516217e-70,1.4267701999888323e-72,2.2636156604842095e-78,5.7073479780771966e-80,1.7666159453579583e-84,2.4968612716106811e-85,3.959147123710048e-91,1.012547049805795e-93,3.1307534326527489e-98,1.1903768052673028e-100,1.8874364526188841e-106,5.0519147485749534e-108,1.5618987949672656e-112,4.3447644399752092e-117,6.8899706801359199e-123,2.3570719667414082e-122,7.2872246047199219e-127,1.8944321241865877e-131,3.0044759454575079e-137,1.0996488040545698e-136,3.3997102905747531e-141,8.3073866230507536e-146,1.3194192045093174e-151
9.999999999999999e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771428,0.67000000000000004,7.9331759156582477e-33,2.5064499060992571e-48,6.7978127937565468e-27,1.5818737386649522e-32,5.5226049608252726e-55,5.2155134959591235e-56,0.0,2.1845018351766924e-59,1.1793480187455796e-65,2.0007588621193038e-17,2.0007588621194748e-17,8.4671640320628852e-31,6.7966384877730873e-27,7.3823509425158735e-31,4.3608682588567724e-31,4.5924230388704088e-35,3.047995840143872e-37,1.1167081110924655e-34,3.2441313659359747e-27,1.7800446913157012e-37,2.2051922328801767e-33,8.7661013524301394e-26,7.4226166360007024e-37,2.1279249014942201e-36,2.3578361248195727e-39,1.3322919027544761e-40,1.3766442373988187e-44,3.5322055832115652e-46,4.8469442961793226e-44,2.1858463991205892e-50,1.8588278287003204e-54,2.6405768244282238e-59,2.3853495508965901e-58,7.7077701646409804e-60,8.9740663208098269e-47,4.3586527372722448e-50,4.0609867016052125e-50,2.5157474499812934e-54,2.1240515668649157e-58,6.7193961584916452e-64,7.6263166526924984e-64,4.7174115586134355e-68,3.8364203392152453e-70,1.2137504164151401e-75,1.9239570167166126e-77,1.1907762113330349e-81,2.6711108063889066e-82,8.453127021523083e-88,3.5440308805903661e-90,2.1913203811558143e-94,5.1643978811830882e-97,1.6347769091380986e-102,7.1807273109174103e-104,4.4398936968724171e-108,2.4657366773996632e-112,7.8076074667187453e-118,1.3418722192635508e-117,8.2969081181233323e-122,4.3067910166177854e-126,1.3639729103265787e-131,2.5070222633939391e-131,1.5501171265992984e-135,7.5639529424407404e-140,2.4026860687677927e-145
1.31071e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771428,0.67000000000000004,1.0403965586230971e-32,4.7325069610554443e-48,1.0548735931453313e-26,2.414289749733683e-32,1.0213599341973132e-54,9.8823129846435049e-56,0.0,4.096177162648249e-59,2.2269365817466847e-65,2.6224128648913324e-17,2.6224128648916245e-17,1.4469910153264483e-30,1.0546729573497165e-26,1.2611349698483804e-30,7.4523688940819472e-31,8.2637609381374045e-35,5.6359760923043814e-37,1.9801633813841933e-34,3.2441313660093513e-27,3.2042546715237007e-37,3.7373477478650445e-33,1.1490296316465925e-25,1.362326028711546e-36,3.6364731965307041e-36,4.2272537163545938e-39,2.3982381499868622e-40,2.5457560680494519e-44,6.6224617809987953e-46,8.9616953569363405e-44,4.1271131287171305e-50,3.5220574197150648e-54,5.0033100464632157e-59,4.5277056472664149e-58,1.4611074202651733e-59,1.6825785349110579e-46,8.1722650871731956e-50,7.5113286016807894e-50,4.7175699370308803e-54,4.010724885437227e-58,1.2732210110277461e-63,1.4400903547651422e-63,8.9390087418281951e-68,7.2821799385455338e-70,2.3059339761495936e-75,3.6533037585525351e-77,2.2626960470588589e-81,5.076928415230906e-82,1.6070248594871784e-87,6.7381444056575012e-90,4.1665644838368456e-94,9.8191496690410116e-97,3.1083962008841585e-102,1.3653864739415877e-103,8.4424204364568388e-108,4.6886165364371167e-112,1.4846285279445517e-117,2.5515800201893309e-117,1.5776698279871578e-121,8.1894463207908876e-126,2.5936235397966222e-131,4.7671512949921753e-131,2.9475807449996576e-135,1.438302515354669e-139,4.5687623155982009e-145
2.62143e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771422,0.67000000000000004,2.0873508122185888e-32,5.9767514585918796e-46,4.2195114029200636e-26,8.2577404354489541e-32,3.2678724283939012e-53,2.4862676665923185e-53,0.0,2.6213964678929772e-57,2.897278336466037e-63,5.2448398395900621e-17,5.2448398395923874e-17,1.1576000997784056e-29,4.2179135799662677e-26,1.0016604554981944e-29,5.9602172424382283e-30,1.304283284154879e-33,1.7794564039594551e-35,2.1847200747024954e-33,3.2441313660098212e-27,5.1268445136319902e-36,2.594371434981159e-32,2.2982223912169414e-25,3.0218455228734659e-35,2.9087365533634785e-35,5.9376434049900271e-38,3.8362080126757571e-39,8.0913728691237472e-43,4.1650944436256677e-44,2.8142025108639091e-42,5.1912800387862113e-48,8.8123822107094996e-52,1.2524246595660372e-56,2.2476631038313729e-55,5.4817000628683641e-57,1.0625993201724979e-44,5.1676668857921323e-48,2.4440041532328422e-48,3.0691075328672537e-52,5.1904615470781055e-56,3.2802714175640492e-61,1.8959606353466762e-61,2.3536303990606631e-65,3.7358231992165921e-67,2.3562342420355605e-72,3.3669253777062156e-74,4.1740422801881776e-78,1.0335277166206939e-78,6.5184811554162016e-84,5.1636351334474749e-86,6.3854672121559885e-90,8.4973933285235254e-93,5.3613217158831176e-98,4.2262340120800582e-99,5.2259980893721288e-103,5.7844881134368223e-107,3.6513778183793799e-112,3.1764186734585878e-112,3.9278175396260696e-116,4.0644977152467959e-120,2.5666001089652341e-125,2.3852551866843917e-125,2.9495094588271409e-129,2.8696675948232366e-133,1.8230975073710952e-138
5.24287e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771411,0.67000000000000004,4.2558290275911699e-32,7.4519085237573932e-44,1.6878077605256368e-25,2.5470578407442145e-31,1.0454229032483698e-51,6.1508503213326169e-51,0.0,1.67811183860836e-55,3.9448129248455528e-61,1.0489692528417575e-16,1.0489692528436157e-16,9.2608279376579733e-29,1.6865409079233983e-25,7.9001684881145171e-29,4.7654973995458008e-29,2.0317083353312143e-32,5.5461453584511863e-34,2.1343177958569816e-32,3.2441313660098219e-27,8.2029791828333736e-35,1.6415265475880228e-31,4.5966079103576388e-25,5.9390072168707321e-34,2.326317330171417e-34,7.6721893616327935e-37,6.1349292893705927e-38,2.5547273467517478e-41,2.5757667745345575e-42,8.6774208384167829e-41,6.4205451865163967e-46,2.1564399293381745e-49,3.0655599934742764e-54,1.0821054399741052e-52,3.0864913979550351e-54,6.6251177982953297e-43,3.2293603848817861e-46,8.3292220615151803e-47,2.0901037973163326e-50,6.9932822364216542e-54,8.7578036065958178e-59,2.7011804716093575e-59,6.7061692265720809e-63,1.9778177032729865e-64,2.4745461279144377e-69,4.8933587198484387e-71,1.2139513002307324e-74,2.1551965702660412e-75,2.6983802641825942e-80,4.2119867207538429e-82,1.0415973900048342e-85,8.8278210008020782e-89,1.1063023366134785e-93,1.4107790422932692e-94,3.488633822928121e-98,7.6696842701827837e-102,9.62036030621208e-107,4.3336745477849648e-107,1.0716524092205739e-110,2.2035745123775214e-114,2.7660471636289524e-119,1.3267170900604438e-119,3.2808025046221205e-123,6.3451031401203113e-127,8.0620775977840661e-132
9.999999999999999e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771389,0.66999999999999993,9.273983928756238e-32,8.2345835209789113e-42,6.2821108253893805e-25,6.5147800527725239e-31,3.0435031038287006e-50,1.3377960474123812e-48,0.0,9.7785814022448004e-54,5.6309664809808403e-59,2.0007523241709398e-16,2.0007523241845681e-16,6.8080588828240055e-28,6.2729568674537365e-25,5.6503935407222947e-28,3.499550454965473e-28,2.8200008148254953e-31,1.5357182696806709e-32,1.7275516637898071e-31,3.2441313660098212e-27,1.1984775693071485e-33,8.5727896204827192e-31,8.7674905949393108e-25,9.6104745086367576e-33,1.7092840803879982e-33,8.2200830712709371e-36,8.955105672126744e-37,7.2488675381301013e-40,1.4020622621974198e-40,2.352618205502004e-39,6.9833852920204039e-44,4.5905560800258519e-47,6.527156902915844e-52,4.4594407261051215e-50,2.0835356002658063e-51,3.6642925172907e-41,1.7924990222429747e-44,2.9880280604217401e-45,1.4941901159825613e-48,9.7784356774969201e-52,2.4036780784842944e-56,4.5095196796124922e-57,2.2387963203727113e-60,1.0681937135984859e-61,2.6297633201910771e-66,9.2135893928101256e-68,4.5711585906219702e-71,4.5238873990561279e-72,1.1161981442458488e-76,3.4719728828607722e-78,1.7167662491464798e-81,1.3211489569484315e-84,3.2664158026788586e-89,5.0508040595785478e-90,2.4974090499745991e-93,1.0831709869773444e-96,2.6827510929602907e-101,6.722335696910526e-102,3.3239737647266746e-105,1.349558698124788e-108,3.3473734433208985e-113,8.8393534114716582e-114,4.3708649351961234e-117,1.6703123879893982e-120,4.2445920190199515e-125
1.0485750000000002e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771389,0.66999999999999993,9.7863871515483309e-32,9.0678067668564428e-42,6.7512345856729089e-25,6.919923713864982e-31,3.3436000562263673e-50,1.4737701861235329e-48,0.0,1.0759936049601515e-53,6.2019157801074202e-59,2.0979387846835082e-16,2.0979387846983383e-16,7.4086667882754108e-28,6.7412752763140951e-25,6.1466860486200622e-28,3.8082287120903679e-28,3.0872050248035238e-31,1.686867123804631e-32,1.8821582719237348e-31,3.2441313660098212e-27,1.3124779241240945e-33,9.2805400997966378e-31,9.1933789486390344e-25,1.0531155826366322e-32,1.8600648826228329e-33,8.981094175367015e-36,9.8068667949054812e-37,7.9629622813425543e-40,1.5425965668632792e-40,2.5839832767949887e-39,7.6899019538218332e-44,5.0570952977718063e-47,7.190513907648339e-52,4.9136887717820113e-50,2.2959700207320467e-51,4.0316881067677064e-41,1.9722333961165009e-44,3.2846303046711219e-45,1.6446274951677151e-48,1.0769769793209701e-51,2.6482231137307245e-56,4.9672280458398059e-57,2.4667147903155645e-60,1.177064896734348e-61,2.8980354763022598e-66,1.0153888291213025e-67,5.0377951148604399e-71,4.9856009568856437e-72,1.2301454559119358e-76,3.8264526281262311e-78,1.8920544186793051e-81,1.4560423117016534e-84,3.599937850114028e-89,5.5665266787519401e-90,2.7524156400796361e-93,1.1937726693730567e-96,2.9566855177742965e-101,7.4087482006575742e-102,3.6633832512583472e-105,1.4873617573701316e-108,3.6891730801787792e-113,9.7419374222290112e-114,4.8171731186222047e-117,1.840867730023875e-120,4.6780067421037302e-125
2.0971510000000003e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771345,0.66999999999999971,3.9961955180641825e-31,1.0561742606834777e-39,2.7004902407152863e-24,1.6657428077145648e-30,1.06892925483842e-48,3.3316099741033259e-46,0.0,6.9434238215065414e-52,1.325495490057088e-56,4.1958698111441131e-16,4.195869811262744e-16,5.9269146962465871e-27,2.69278281961386e-24,4.6608846391352327e-27,3.0402637849878407e-27,4.4862785024760939e-30,4.9101360097709942e-31,1.5277461758241563e-30,3.2441313660098191e-27,2.099959604301284e-32,4.7205266673924722e-30,1.8386921025201816e-24,1.7170700577325747e-31,1.4866129852727057e-32,9.6243066533783466e-35,1.5664503697246163e-35,2.4223799931546018e-38,8.7145576396834131e-39,7.2190742443498635e-38,8.6875138716375706e-42,1.0966087493116965e-44,1.5595740890585101e-49,2.0032147592239202e-47,1.7641396393189707e-48,2.3488354630193126e-39,1.1530884538242949e-42,1.7650576795253297e-43,1.7604525590336722e-46,2.2114051906219053e-49,1.0493833840550327e-53,1.6249204576721117e-54,1.6148225889248306e-57,9.0742228044255679e-59,4.3293175036134293e-63,2.9304761028697037e-64,2.9062801577962563e-67,1.4646341993985463e-68,7.0221422475189655e-73,4.3656839493814349e-74,4.315364752895568e-77,4.5557133582832718e-80,2.1932517001240845e-84,3.301602529374482e-85,3.263613872149052e-88,2.7560456613926379e-91,1.3313588280540745e-95,2.2668737549231689e-96,2.2408934796667417e-99,1.7744191967314184e-102,8.5959218083590067e-107,1.5025811036334079e-107,1.4854259543788112e-110,1.1086183081314363e-113,5.6344335167299951e-118
