Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H7(69),C4H7X(140),C4H7(68),C4H7X(145),C4H7(373),C4H8(73),C2H6(343),C2H5(67),C4H8(187),C4H7X(654),C4H9X(153),C4H9(85),C4H9X(171),C4H9(111),SX(161),C6H11(102),SX(159),C6H11(100),S(1018),S(1027),SX(986),C4H7X(146),C6H13(202),SX(346),SX(249),C6H13(203),S(1590),SX(1543),SX(785),C8H17(813),S(1757),SX(1703),SX(1546),S(1593),S(1942),SX(1880),SX(1706),S(1760),S(2145),SX(2073),SX(1883),S(1945),S(2366),SX(2286),SX(2076),S(2148),S(2603),SX(2515),SX(2289),S(2369),S(2858)
4.194303e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771261,0.66999999999999926,4.067514212299324e-30,1.1447244478653756e-37,1.0801886509066092e-23,3.6742129695090571e-30,3.4146894738696245e-47,6.8297791202506702e-44,0.0,4.5741669810211535e-50,3.9211496361252458e-54,8.3916676081814744e-16,8.39166760912949e-16,4.74145867673472e-26,1.0743823018345407e-23,3.3745889982756338e-26,2.4230049039841832e-26,6.0579439357152537e-29,1.3295934239553791e-29,1.146081585160129e-29,3.2441313660098148e-27,3.3598928988893955e-31,2.2289462372044264e-29,3.6774005178327362e-24,2.5855437976320709e-30,1.1872256365602598e-31,9.7331974630529966e-34,2.4988270364191013e-34,7.0540494089587234e-37,4.4628869957991365e-37,1.8093371604280046e-36,8.896469583891868e-40,2.0786622581732506e-42,2.957134325595607e-47,6.7814656677061672e-45,1.1737669273081024e-45,1.273711427676999e-37,6.2299632630490369e-41,1.3119288853433194e-41,2.6073282021589702e-44,6.0658954829203946e-47,5.384692545250016e-51,1.0428310017281596e-51,2.0732890154105511e-54,8.9665257331301055e-56,8.0572188105165622e-60,1.0795064368436136e-60,2.1388416313418915e-63,5.4313890236986254e-65,4.9285089960096289e-69,6.1256314601339495e-70,1.2099830614463573e-72,2.1652745034806505e-75,1.9804060832460546e-79,3.3672071931870643e-80,6.6516833514833361e-83,1.0669593491813095e-85,9.8218154749965926e-90,1.6624825264962215e-90,3.2844173888282608e-93,4.9551550262566188e-96,4.5860643236197316e-100,7.6630960805261866e-101,1.5140539077414502e-103,2.158504335604865e-106,2.1940731469187636e-110
8.388607e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771095,0.66999999999999837,6.065808308894761e-29,1.1191186751865781e-35,4.3206330702199538e-23,7.7112364235306989e-30,1.0907525535486699e-45,1.2113734547675931e-41,0.0,3.2150730087592301e-48,1.2914501269904652e-51,1.6782749362097658e-15,1.6782749369684498e-15,3.7929279246131085e-25,4.278608870004426e-23,2.2647184105297499e-25,1.9256276129030616e-25,7.3650342757396659e-28,3.246466709539802e-28,7.8319622802137674e-29,3.2441313660098061e-27,5.375492241419383e-30,1.0092596023425995e-28,7.3548173484578343e-24,3.5456397017066085e-29,9.4688820095093919e-31,9.5090871693023422e-33,3.9781599107291019e-33,1.9117647493001898e-35,1.9763499936339404e-35,3.8461398385526446e-35,7.877494744485514e-38,3.2042342656021106e-40,4.5603224724325307e-45,1.7227814146307207e-42,5.9227118731868405e-43,6.2326420256797764e-36,2.9512081775446164e-39,1.0832707219116368e-39,4.2951646187837531e-42,1.7439368898433459e-44,2.745204811068289e-48,8.8589774729669773e-49,3.5175114220093362e-51,8.9953057578409322e-53,1.4486550427808421e-56,3.8620843062094746e-57,1.5276023457554752e-59,2.131042512653461e-61,3.4936432979286147e-65,8.6529936111550122e-66,3.4135126591888643e-68,1.0708548397550979e-70,1.7808860489741328e-74,4.6022644677402067e-75,1.815817351121044e-77,5.2931128128893815e-80,8.9065365722760879e-84,2.196056573858019e-84,8.6658550453608532e-87,2.3886164013595792e-89,4.0589654778275626e-93,9.6051038877957468e-94,3.7907973282786426e-96,9.9180985654480111e-99,2.0163066079710347e-102
9.999999999999999e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771034,0.66999999999999804,2.353631455682129e-28,1.9498909805377781e-34,6.8101501075936237e-23,9.2625115291546609e-30,7.5502976795351958e-45,3.5503892400776628e-40,0.0,4.8625119711499401e-47,7.4667870954563796e-50,2.0005696503497795e-15,2.0005696521284427e-15,8.8916202172064139e-25,6.7204128165686016e-23,4.450021989463292e-25,4.4820826032192048e-25,2.1143755291296974e-27,1.6091925008083435e-27,1.5472503845955674e-28,3.2441313660098026e-27,2.0860437793241057e-29,1.6697456079495862e-28,8.7676295191902002e-24,1.1165859041265606e-28,2.21242259387446e-30,2.4902125131522451e-32,1.5344944315405797e-32,1.0523989568673474e-34,1.564883748219141e-34,1.5801548407421333e-34,1.1835316028715135e-36,7.4954135792108947e-39,1.0672847660081491e-43,5.902136880748132e-41,3.9866918852903169e-41,5.6890117494149884e-35,2.4552782816250803e-38,1.6337510986896833e-38,1.2586103081225001e-40,8.0667340820120178e-43,2.0596811216098806e-46,1.2365941517369145e-46,9.7612421004325666e-49,1.5167783322905239e-50,4.0418533077521063e-54,2.1346400459840543e-54,1.6828647883192722e-56,1.6773387037692872e-58,4.6111563974628932e-62,2.2532299891732762e-62,1.773587011767264e-64,9.2459993414903569e-67,2.6044443285700774e-70,1.2136468036857563e-70,9.5565179483040364e-73,4.7107025942966731e-75,1.3535186065840829e-78,5.940088354716529e-79,4.6784734974000339e-81,2.1987059149346128e-83,6.4241943087327901e-87,2.6750483892312373e-87,2.1073329891244231e-89,9.4670390707657041e-92,3.8492159311879011e-95
1.6777215e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583770762,0.66999999999999671,9.7013968363832724e-28,9.6800844308257534e-34,1.7280589167738743e-22,1.5786882005482478e-29,3.4717926011675658e-44,1.7973175846987148e-39,0.0,2.3961121041967033e-46,3.8327525591834553e-49,3.356080423383061e-15,3.3560804294515608e-15,3.0335758230557463e-24,1.6990179616917088e-22,1.3640996627371056e-24,1.5234050066895319e-24,7.9094456794561762e-27,7.0117499565478466e-27,4.7607180431661077e-28,3.2441313660097896e-27,8.5987197849905823e-29,4.4476251596727e-28,1.4709651009707998e-23,4.3215064177039053e-28,7.5350215320212612e-30,8.9642339202905227e-32,6.3151495398314254e-32,4.6745382629974496e-34,7.3152740809786941e-34,6.6083741692402452e-34,5.8299297047047681e-36,3.7672068738688797e-38,5.3642846082637984e-43,3.0000841911590314e-40,2.0504867853469059e-40,2.6994590376543707e-34,1.1540493102904516e-37,8.0493968125200005e-38,6.3714413298183464e-40,4.1260429038321997e-42,1.0606853264193894e-45,6.4002167062901795e-46,5.0667245210762619e-48,7.8582293278966328e-50,2.0980198204521305e-53,1.1096290222913297e-53,8.7542518409113641e-56,8.7229461316179856e-58,2.3990116795372132e-61,1.1726251009660112e-61,9.2315237714743235e-64,4.8128424680098551e-66,1.3557496889606177e-69,6.3178227665224621e-70,4.9748666088798938e-72,2.4522806504994348e-74,7.0461250916609715e-78,3.0922887130331613e-78,2.4355214077332561e-80,1.1446038203902425e-82,3.3443126700506142e-86,1.3925793278676828e-86,1.0970376439594946e-88,4.9283615457948019e-91,2.0038291209900984e-94
3.3554431e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258377009,0.66999999999999338,1.5811160607370755e-26,7.4355933204918232e-32,6.9091332613191467e-22,3.1922868574291016e-29,1.0999231652828423e-42,2.2418162224536493e-37,0.0,1.8684105242956873e-44,9.2169206354313253e-47,6.708409338951124e-15,6.7084093874578616e-15,2.4244110527212242e-23,6.7148931081164541e-22,7.2363388252965355e-24,1.195678339307863e-23,7.5414481171903807e-26,1.3452349328795194e-25,2.537204217909476e-27,3.2441313660097581e-27,1.3744750406931541e-27,1.9081503368878988e-27,2.9419318332208176e-23,4.5985614219125203e-27,5.9706189959641916e-29,8.047902850534083e-31,9.981112610494915e-31,1.0112399901069653e-32,2.274224543540743e-32,9.0672259623459775e-33,3.6235990338504701e-34,3.3178222177109443e-36,4.7267473280223745e-41,3.4905430446231699e-38,4.7245046722224442e-38,1.0387146089312746e-32,3.5776716661136999e-36,4.8419295497624513e-36,7.654886911491415e-38,7.0565693852643922e-40,2.6641285930488823e-43,3.1008275187588285e-43,4.8902429475584807e-45,6.0055174528895078e-47,2.3965817340033677e-50,2.4884667406701652e-50,3.9131657598980465e-52,3.8748368038130468e-54,1.6160809570970071e-57,1.5410642372558603e-57,2.4195385790844727e-59,1.8995878523729779e-61,8.2134161927603865e-65,7.3051792419233222e-65,1.1472588169583627e-66,8.6406916232295692e-69,3.8504223933258597e-72,3.213802230675166e-72,5.0485422104262014e-74,3.6643299825205137e-76,1.6754793867038434e-79,1.3223582391398031e-79,2.0778116902376822e-81,1.455150121484485e-83,1.1833027437604567e-86
5.0331647e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583769418,0.66999999999999005,6.0814137132536135e-26,4.272515545720014e-31,1.4675058160041373e-21,4.8032812991473584e-29,5.124498394259151e-42,1.4279773745392659e-36,0.0,1.0813274232284615e-43,6.6069474279015925e-46,1.0055277091048264e-14,1.0055277234970591e-14,7.1915472165084604e-23,1.4159746994701317e-21,1.6879512644292959e-23,3.3835960592044233e-23,2.2551766800110811e-25,5.1581845515668102e-25,5.9262759585073466e-27,3.2441313660097258e-27,5.2375383203692625e-27,4.155099837164668e-27,4.4128985654708201e-23,1.4235983058410836e-26,1.6980948518754816e-28,2.3778582183269164e-30,3.6541568860297305e-30,4.0178457820298988e-32,1.0061991697032034e-31,3.0399260424548955e-32,1.9383593335328979e-33,1.9049439025591403e-35,2.7141855124570775e-40,2.112244736404998e-37,3.3089467625587161e-37,4.9176368707832083e-32,1.5592867023891771e-35,2.5379829186517567e-35,4.7414658261635356e-37,4.6589284393002258e-39,1.8816743775115021e-42,2.4804805115966899e-42,4.3937656384857037e-44,5.3263949367074069e-46,2.2441893623551245e-49,2.5688101356628499e-49,4.4278834443394903e-51,4.4438493560595507e-53,1.9373050379985557e-56,1.9947068856496509e-56,3.372552522264631e-58,2.7441727020021036e-60,1.2307073737594756e-63,1.1636277469704736e-63,1.9416635108282904e-65,1.5079958671994806e-67,6.9330660644879109e-71,6.0897215272069055e-71,1.0068964479839582e-72,7.5077420688809439e-75,3.5279314528591632e-78,2.9087587717200794e-78,4.7773978453168728e-80,3.4270759267641136e-82,2.9051686758641122e-85
6.7108863e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583768747,0.66999999999998672,1.6512340636144365e-25,1.6461307525235026e-30,2.5019921730697454e-21,6.41063013727646e-29,1.646956450656809e-41,6.0185360644090038e-36,0.0,4.0730695586600808e-43,2.789469659514588e-45,1.3394521625567066e-14,1.3394521938852077e-14,1.5652390103484201e-22,2.3989463158210872e-21,3.0314071327858111e-23,7.071555889621404e-23,4.868242856552891e-25,1.3388924657965449e-24,1.0651066330392459e-26,3.2441313660096942e-27,1.4078712592852108e-26,7.1866100931362483e-27,5.8838652977208079e-23,3.1400106991715647e-26,3.5644669130736405e-28,5.1080625821743362e-30,9.2250009347119094e-30,1.0693518103941197e-31,2.9056942406320976e-31,7.0855325994167588e-32,6.4863938768122757e-33,6.706592318806272e-35,9.5564351994577578e-40,7.7271221301069042e-37,1.3651225533371348e-36,1.4984204900681468e-31,4.4215954263439218e-35,8.3112166924949109e-35,1.7753842709881916e-36,1.8298975914734849e-38,7.7882835592071672e-42,1.1409748285045692e-41,2.2342580654885866e-43,2.6939540848746737e-45,1.1867227253292848e-48,1.4790415670197314e-48,2.7658795068336969e-50,2.8150843939272043e-52,1.2748656737553556e-55,1.4066191911041049e-55,2.544194929015944e-57,2.1367218086178847e-59,9.9013960484996852e-63,9.9081169776870217e-63,1.7493768367075458e-64,1.3971671706768395e-66,6.6101149403850777e-70,6.0923980415213874e-70,1.0573122191006144e-71,8.0829123931742915e-74,3.896142202199286e-77,3.3490794317764991e-77,5.7381028496637351e-79,4.2100973003436484e-81,3.7140945663587037e-84
8.388607900000001e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583768086,0.66999999999998339,3.3647163214342102e-25,4.3309778742566146e-30,3.7115088467082352e-21,8.0148500497160364e-29,3.7895741062447011e-41,1.6960775782062946e-35,0.0,1.0105313851307691e-42,6.7768941825334619e-45,1.6727217581786664e-14,1.6727218127950958e-14,2.7286263119061605e-22,3.5419541899714804e-21,4.6312576697587629e-23,1.1946207613028383e-22,8.3718136820734942e-25,2.5678486832083902e-24,1.6279348387737741e-26,3.2441313660096612e-27,2.8445315803092257e-26,1.0751122584908716e-26,7.3548320299707869e-23,5.4647141507172909e-26,6.0394942901894836e-28,8.767218928418846e-30,1.744263901408444e-29,2.0791982030675015e-31,5.9094609126973282e-31,1.273919431542402e-31,1.4230611307341377e-32,1.5066426948178149e-34,2.1469473870003665e-39,1.7663969452728608e-36,3.2863995503730588e-36,3.1359501908625433e-31,8.890379988329701e-35,1.8024709984763766e-34,4.1033586521875733e-36,4.3172694144016751e-38,1.8775943874230461e-41,2.8597655709342105e-41,5.7670981732795118e-43,6.937453230574238e-45,3.0895718856759033e-48,3.9051901476786043e-48,7.338037475144793e-50,7.4604202500443828e-52,3.3752745324105983e-55,3.6837406646626097e-55,6.5211652610560374e-57,5.4074238912261475e-59,2.4644226579339102e-62,2.365149120873661e-62,3.943503501939338e-64,3.0470748988663035e-66,1.3853030827499614e-69,1.1692144808176366e-69,1.8051537214361066e-71,1.2846296578413465e-73,5.6784069088431544e-77,4.0363454291519217e-77,5.2396900639760206e-79,3.1470880321735599e-81,1.5335083767398459e-84
9.999999999999998e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583767448,0.66999999999998017,6.1721429406296576e-25,1.0111037117853131e-29,5.0891687112258666e-21,9.5509603152656692e-29,7.7939093821334598e-41,4.2296837883234057e-35,0.0,2.2364499122036734e-42,1.4725063045203627e-44,1.991837225520864e-14,1.9918373119951019e-14,4.3199759810114449e-22,4.8349925463973121e-21,6.4818689552178862e-23,1.8298569363610978e-22,1.3001630307120074e-24,4.4032796441005428e-24,2.2791853391382545e-26,3.2441313660096311e-27,5.1706630223341352e-26,1.4832671704884241e-26,8.7676434116150396e-23,8.5664309775902579e-26,9.2780615243233257e-28,1.3605649253958174e-29,2.9570007081001843e-29,3.6093819115284445e-31,1.0707451986278513e-30,2.0554528982208915e-31,2.7776720094715319e-32,3.0083612172917131e-34,4.2870467027813986e-39,3.5878592945182084e-36,7.0609749591189265e-36,5.8426379975012455e-31,1.5900376800566919e-34,3.4715635371642481e-34,8.4405495694827317e-36,9.0688688487558897e-38,4.0357794037833966e-41,6.4344380132737203e-41,1.348017897522949e-42,1.6191188008558473e-44,7.3177271360864167e-48,9.4684778146839321e-48,1.8051924187114827e-49,1.8368159840371838e-51,8.3388673300040783e-55,9.0661603366082214e-55,1.5764395323074535e-56,1.2910771430211769e-58,5.7770010282722319e-62,5.244176378953127e-62,7.9630260551871279e-64,5.7774043006027142e-66,2.407418908372229e-69,1.5779702128690257e-69,1.3731815658231684e-71,4.6233791047398401e-74,-9.677909633377413e-78,-6.1636557625602698e-77,-2.1254584561095261e-78,-2.0066415320103122e-80,-2.5723783141393696e-83
1.0339239160707093e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583767314,0.6699999999999795,6.9082187707829431e-25,1.1727588245611115e-29,5.4061649019792758e-21,9.8737656558947908e-29,8.8799425542930987e-41,4.9481858458142339e-35,0.0,2.5752602464373011e-42,1.6912551096374564e-44,2.0588970485473558e-14,2.0588971429134084e-14,4.7141709854780734e-22,5.131584016319005e-21,6.9106753333240961e-23,1.9844463019259577e-22,1.4134234828508496e-24,4.871471558674251e-24,2.4301082322874036e-26,3.2441313660096246e-27,5.7785182830294634e-26,1.5774090787597674e-26,9.0650762632136201e-23,9.3279095109061372e-26,1.0067410364333221e-27,1.4789561034613949e-29,3.2651834840786698e-29,4.0014753643108599e-31,1.1956393943612358e-30,2.2497656306730763e-31,3.1391135255037872e-32,3.4117572400692517e-34,4.8619331937670345e-39,4.079579584578916e-36,8.0964940777121805e-36,6.5540361708488497e-31,1.7715498074128018e-34,3.914860579829732e-34,9.6159880659492758e-36,1.0364176771708933e-37,4.6278283620661707e-41,7.4271954871855262e-41,1.5643336004046209e-42,1.8785827783249372e-44,8.5075772788378992e-48,1.1043350752173775e-47,2.1096856495146917e-49,2.1469331049265377e-51,9.7516770102233568e-55,1.0598244876686535e-54,1.8387473490578084e-56,1.5035023226298651e-58,6.7111783628790485e-62,6.0449349509327242e-62,9.0479758939752355e-64,6.4952470296903935e-66,2.6633600085585461e-69,1.6479076136167984e-69,1.1386278829721117e-71,1.2943714603851876e-74,-3.4105115462809317e-77,-9.66693830017882e-77,-3.0080442497441116e-78,-2.772426612744445e-80,-3.4603819065013153e-83
1.2289870421414185e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583766548,0.66999999999997562,1.2965159491355338e-24,2.7346386128041823e-29,7.4364805340351942e-21,1.1723970371986261e-28,1.8573474171772805e-40,1.2154852123449468e-34,0.0,5.918064060643275e-42,4.2022437017499319e-44,2.4432561147761523e-14,2.4432562665215383e-14,7.5797511254012629e-22,7.0194898622673027e-21,9.670987715930885e-23,3.0807382206854088e-22,2.2239592300517511e-24,8.6203343319316187e-24,3.4018179764670275e-26,3.2441313660095866e-27,1.0737922420160669e-25,2.1819955010803497e-26,1.0775320496456433e-22,1.4807237534427783e-25,1.5688708925646332e-27,2.3279569480797864e-29,5.7119784149165921e-29,7.1832021607642605e-31,2.268163134052388e-30,3.6946014290389055e-31,6.5898392208822092e-32,7.3799895424736291e-34,1.051745503116659e-38,9.0345471135871514e-36,1.9663980375854461e-35,1.2901287236977372e-30,3.2919012925250116e-34,8.0306206313651476e-34,2.1761389967028274e-35,2.4188321965183963e-37,1.1200448399542765e-40,1.9622525170219369e-40,4.5210055286843048e-42,5.4444889990343333e-44,2.5609868488015193e-47,3.618299333899336e-47,7.5625669004728288e-49,7.8479827883347107e-51,3.7230017373587461e-54,4.4403226107785668e-54,8.5605144791227622e-56,7.3798962025080256e-58,3.5010458096066332e-61,3.5994193751157101e-61,6.4082763134122638e-63,5.1117145657994107e-65,2.3988677622274404e-68,2.1243763548591024e-68,3.4159152606070195e-70,2.4777254210680148e-72,1.1121443215037834e-75,7.9282835436739874e-76,9.826300137641944e-78,5.5344908851216174e-80,1.5304708763541308e-83
1.4240501682121278e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583765788,0.66999999999997173,2.2487873727868959e-24,5.8157428427909135e-29,9.8049000614086061e-21,1.3564046599104009e-28,3.5505785551638595e-40,2.7391752182754681e-34,0.0,1.2391769302839973e-41,9.3962533940314235e-44,2.8255046651808739e-14,2.8255048947952945e-14,1.1467965663643737e-21,9.2031644044130685e-21,1.2908827115083728e-22,4.5276732264491766e-22,3.3042890182617335e-24,1.4256092430064093e-23,4.5419158048312377e-26,3.2441313660095486e-27,1.8440844263156066e-25,2.8896335312096118e-26,1.2485564729699229e-22,2.2150663643210004e-25,2.314591728524061e-27,3.4627077565201408e-29,9.3617854826408196e-29,1.2030042788587597e-30,3.996167465587908e-30,5.7047071478454933e-31,1.2719434222840829e-31,1.4607713464070283e-33,2.0818905740748122e-38,1.8241184400801737e-35,4.3065937332184254e-35,2.3499321436128742e-30,5.6792073190632081e-34,1.5148593431348333e-33,4.4824024205433736e-35,5.1124465306970512e-37,2.441076893140762e-40,4.6141098290872407e-40,1.1469062600099189e-41,1.3866618538658669e-43,6.7230929179527981e-47,1.0167948519718237e-46,2.2780349332426628e-48,2.4000861019915485e-50,1.1746177107266326e-53,1.4956190394505779e-53,3.0894953315532638e-55,2.7491404023187885e-57,1.3504081026159511e-60,1.4893226245015959e-60,2.8679087739836026e-62,2.3815164494341641e-64,1.1691078900091834e-67,1.1347419681656864e-67,2.0432153834108627e-69,1.5841648551412667e-71,7.7026954096334465e-75,6.578548524957116e-75,1.0889150681818966e-76,7.7649296151441508e-79,6.2225691726941771e-82
1.619113294282837e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583765022,0.66999999999996807,3.6629852650193126e-24,1.1380091346371425e-28,1.2513299474533007e-20,1.5392436357056157e-28,6.3051235955365464e-40,5.6598196816991491e-34,0.0,2.3998042918026241e-41,1.9469107346926483e-43,3.2053191465003848e-14,3.2053194776222248e-14,1.6535592245173648e-21,1.1678867151312686e-20,1.6618513012875838e-22,6.3746981702092222e-22,4.6941809809579926e-24,2.2358144502122269e-23,5.8484419076368841e-26,3.2441313660095127e-27,2.9747683317277935e-25,3.7009068093637127e-26,1.4195808962942005e-22,3.1632424489231189e-25,3.2714948330015362e-27,4.9275848038233602e-29,1.4578593029433835e-28,1.9081110648347664e-30,6.6472873712487501e-30,8.3967452834645657e-31,2.3026441631668321e-31,2.7032109496490455e-33,3.8527800434115533e-38,3.435171158151604e-35,8.7464506494625844e-35,4.0306313812446109e-30,9.2457889417615729e-34,2.678924690197829e-33,8.6044798149644961e-35,1.003907565263546e-36,4.9266044955398813e-40,9.993555846347818e-40,2.6650599704571721e-41,3.2382731924168897e-43,1.6128826322184265e-46,2.595677541037909e-46,6.1920458590927837e-48,6.6152004755260236e-50,3.326043538315648e-53,4.4850948184147317e-53,9.8305110505060416e-55,8.9773003038830485e-57,4.5357889724990296e-60,5.2934181389904994e-60,1.0827301065346577e-61,9.2557234417120704e-64,4.6892671667164374e-67,4.8404846392010628e-67,9.3361101052477246e-69,7.5056889058689422e-71,3.7990714525278253e-74,3.5113921201407181e-74,6.3963976644395364e-76,4.827026099288544e-78,4.4079664248152701e-81
2.0092395464242555e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583763517,0.66999999999996063,8.383853280895433e-24,3.6083030409080306e-28,1.8942640545953913e-20,1.9009175646700961e-28,1.6753141968740699e-39,1.9944594108448464e-33,0.0,7.4750721569919185e-41,6.831529821156569e-43,3.9566117472539995e-14,3.9566123623789684e-14,3.0710181396609064e-21,1.7481105236771438e-20,2.5413484368183082e-22,1.1422557680852496e-21,8.5266878696016522e-24,4.8258638151952164e-23,8.9468392061125947e-26,3.244131366009441e-27,6.6811005301536549e-25,5.6321411302132896e-26,1.7616297429427498e-22,5.7849845848428067e-25,5.9073383279372986e-27,8.9904312105842098e-29,3.1162535297409152e-28,4.1973780280039321e-30,1.5913241694463261e-29,1.6246808206268054e-30,6.3922641065917252e-31,7.7741916424248913e-33,1.1081045556083126e-37,1.0166583656179503e-34,2.9573589382491644e-34,1.0171746752718129e-29,2.12213841631002e-33,7.101656677377032e-33,2.6365134695246034e-34,3.19204614265946e-36,1.6399536129857722e-39,3.7720330976161761e-39,1.1412762841347262e-40,1.4030760028393592e-42,7.3173508883010923e-46,1.3165152563187956e-45,3.516110489016881e-47,3.8537087952185305e-49,2.0296054460918946e-52,3.0318390449359142e-52,7.3809868176518922e-54,7.0410502718690505e-56,3.7303204476889599e-59,4.7984017276243357e-59,1.0863566406696429e-60,9.7250872821117688e-63,5.1773258959629296e-66,5.8873527487166312e-66,1.2585833465517999e-67,1.0641080989278737e-69,5.6853098722799541e-73,5.8214294178587487e-73,1.186264086201902e-74,9.4964069271716971e-77,9.805260516735166e-80
2.399365798565674e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583762041,0.66999999999995308,1.6725517932215871e-23,9.3715666702628091e-28,2.6709531433660213e-20,2.2562703961585701e-28,3.777823967255824e-39,5.6231199996397959e-33,0.0,1.9277547664344132e-40,1.9660751478454556e-42,4.6947493652704859e-14,4.6947503922710948e-14,5.1258953454713466e-21,2.4369825300712134e-20,3.596697493162408e-22,1.8574716391706466e-21,1.4004502027072885e-23,9.2099757833509617e-23,1.2665977048130772e-25,3.2441313660093706e-27,1.30926452932938e-24,7.9712246981153566e-26,2.1036785895912915e-22,9.5351273345898164e-25,9.681286671135091e-27,1.4846860784521189e-28,5.9122944177553658e-28,8.1387901619581394e-30,3.3255479959404028e-29,2.8273320823267998e-30,1.516754501552635e-30,1.8955815799052704e-32,2.7020487618522943e-37,2.5354966018060368e-34,8.2450155659962085e-34,2.2224306579900952e-29,4.257998580109604e-33,1.6122995919618428e-32,6.774719369810619e-34,8.4395470769072527e-36,4.495500821823886e-39,1.1469666668200715e-38,3.8426103874900006e-40,4.7762626090201501e-42,2.5783044202850556e-45,5.0547921267200616e-45,1.4693019631801794e-46,1.6412584651641705e-48,8.9284488653410073e-52,1.434320974831775e-51,3.7539976526906077e-53,3.6835165276046433e-55,2.0117999166485383e-58,2.7562524878077803e-58,6.6498665959048179e-60,6.116910511519842e-62,3.3516995079173787e-65,4.0325540560997498e-65,9.1318632708028515e-67,7.9279930173931408e-69,4.355514034844307e-72,4.6989911123159148e-72,1.0108154675830346e-73,8.3091311235137318e-76,9.0520514945752046e-79
2.7894920507070927e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583760598,0.66999999999994597,3.0303589361057519e-23,2.1375346246356558e-27,3.5790419216398442e-20,2.6041807450447047e-28,7.6110085897987843e-39,1.381441342527786e-32,0.0,4.3877363240365796e-40,4.9716960104965233e-42,5.4174043346878393e-14,5.4174059241667784e-14,7.9309779186391207e-21,3.2280210777606897e-20,4.8176390824326284e-22,2.8164823658149513e-21,2.1397645478967797e-23,1.6101397883874895e-22,1.6969989779026367e-25,3.2441313660092967e-27,2.3313890435903448e-24,1.071106874530713e-25,2.4457274362398259e-22,1.4588126079858276e-24,1.4797657134257221e-26,2.2826570151349392e-28,1.0302194967665337e-27,1.4429085402461557e-29,6.3159481478054715e-29,4.5677899457746922e-30,3.2302848403289865e-30,4.1283715022319966e-32,5.8850647195696921e-37,5.628493091450914e-34,2.0241795446915005e-33,4.3891332048294547e-29,7.7702850848371167e-33,3.2862428501224729e-32,1.5453476764857626e-33,1.9712998165178924e-35,1.0831104578855922e-38,3.0366587541937861e-38,1.1168307985837479e-39,1.4037635213126412e-41,7.8087466163550787e-45,1.6558078302764239e-44,5.2014563105903655e-46,5.9122819420655675e-48,3.3093261086462565e-51,5.6821807266883821e-51,1.5892678152629638e-52,1.5986307986375445e-54,8.9700303548720765e-58,1.3020221956375772e-57,3.3296686852775661e-59,3.1373022454728119e-61,1.7636669746031639e-64,2.2339312651016744e-64,5.3306173605498426e-66,4.7370590411833664e-68,2.6672543636335464e-71,3.0159734486821982e-71,6.8087722434375743e-73,5.7267321658933194e-75,6.539654541582311e-78
