Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H7(69),C4H6(54),C2H5(67),C4H7(373),C2H6(343),C4H5X(454),C2H3(53),C4H7X(140),C4H7(68),C4H7X(145),C4H8(73),C4H7X(541),C4H9(85),C4H9X(153),C4H6a(453),C6H10(458),C4H5X(455),C4H8(187),SX(1011),C6H9(1002),SX(1012)
0.006107069727668384,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603246,0.66999999999251925,2.7011501651674311e-16,8.6963500647883534e-17,2.7602926887602058e-16,4.2799173804573399e-32,1.8020849892073816e-27,4.5425771227507235e-30,0.0,7.0853565507120776e-31,0.0,4.7162870140773536e-12,6.9651861974265494e-12,1.1765393295702692e-12,2.5676479916887371e-20,3.8996053042682466e-19,1.8891029898176719e-13,8.0027709041768451e-19,1.3851415780300592e-22,1.3668309566474533e-13,1.0379334554237424e-19,7.3688620756415113e-22,2.7677271818071237e-21,4.1880808274868975e-20,6.4917225717120819e-19,3.2441313659373329e-27,9.122065592456911e-24,4.317169387559962e-21,2.7647049592166371e-22,6.6381737292759791e-20,1.7440492500114348e-19,3.1220744715847139e-25,5.3544619087681088e-18,7.1447896906598039e-30,1.0849140585031525e-28,1.3753820357685034e-29
0.00616305705188116,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258260324,0.66999999999251447,2.7261360053561683e-16,8.7794359545478816e-17,2.7602924171003583e-16,4.2799076387910326e-32,1.819238639832923e-27,4.5874577239681071e-30,0.0,7.1553594048298859e-31,0.0,4.7162207635820992e-12,6.9652880833345905e-12,1.1772117067517177e-12,2.5676855727282347e-20,3.8996623753363902e-19,1.9070630323200757e-13,8.0027701165630749e-19,1.3851618496824564e-22,1.3789079645820504e-13,1.0478183511684406e-19,7.3689698599228794e-22,2.7678174967952745e-21,4.1882177566857398e-20,6.4919352335638518e-19,3.2441313659372862e-27,9.1221990938140297e-24,4.3171689624253427e-21,2.7647046869616304e-22,6.7103457896660353e-20,1.7769545149783033e-19,3.1518075934143867e-25,5.4035496068360436e-18,7.279726083788168e-30,1.1054037427815029e-28,1.4013547053872215e-29
0.006219044376093937,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603235,0.66999999999250959,2.7511219306395217e-16,8.8625232192213388e-17,2.7602922097963376e-16,4.279898007022696e-32,1.8363925060600842e-27,4.6323396230010418e-30,0.0,7.2253642830532356e-31,0.0,4.7161675716909644e-12,6.9653625385434156e-12,1.1778638774780112e-12,2.5677130474935284e-20,3.899704112532771e-19,1.9250233024091864e-13,8.0027695154952324e-19,1.3851766747876758e-22,1.3909848183740846e-13,1.057696352192149e-19,7.3690486431718016e-22,2.7678873552211401e-21,4.1883237432653288e-20,6.4920999350496623e-19,3.2441313659372382e-27,9.1222967283938512e-24,4.3171686371851089e-21,2.7647044786793218e-22,6.7825271340734869e-20,1.8101711381103986e-19,3.1815199061128114e-25,5.4526373049039776e-18,7.4158916702217221e-30,1.1260800921075369e-28,1.4275637008782e-29
0.006275031700306714,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258260324,0.6699999999925047,2.7761079210985597e-16,8.9456115390492989e-17,2.760292060029519e-16,4.2798935478699627e-32,1.8535465304096216e-27,4.6772225102494288e-30,0.0,7.2953707025164108e-31,0.0,4.7161334269377853e-12,6.9654172459694102e-12,1.1784966787042695e-12,2.5677332240253172e-20,3.8997347499137706e-19,1.9429837393193563e-13,8.0027690812824117e-19,1.3851875571801232e-22,1.4030615596393075e-13,1.067574894837795e-19,7.3691065138521948e-22,2.7679393831077929e-21,4.1884026287666608e-20,6.4922224586213672e-19,3.2441313659371915e-27,9.1223683952154799e-24,4.3171684027676591e-21,2.764704328559081e-22,6.8547171514363621e-20,1.8436991228277149e-19,3.2112339208532364e-25,5.5017250029719124e-18,7.5533371526765328e-30,1.1469507737770219e-28,1.4540192754675176e-29
0.006325420292098214,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258260324,0.66999999999250037,2.7985953531821062e-16,9.0203916877586097e-17,2.7602919752276985e-16,4.2798898714576796e-32,1.8689852370174681e-27,4.7176176849161583e-30,0.0,7.3583773785878389e-31,0.0,4.7161132597766371e-12,6.9654452925747152e-12,1.1790503381914302e-12,2.5677435754202256e-20,3.8997504770394858e-19,1.9591482218422212e-13,8.0027688353921083e-19,1.3851931434827185e-22,1.4139305664803055e-13,1.0764602974417177e-19,7.3691361936484873e-22,2.767970478327651e-21,4.1884498301402917e-20,6.4922958439594703e-19,3.2441313659371492e-27,9.1224051856028155e-24,4.3171682694238336e-21,2.7647042431665479e-22,6.9196950511934223e-20,1.8741405253358256e-19,3.237960573096744e-25,5.5459039312330523e-18,7.6780925709097343e-30,1.1658945195661284e-28,1.4780320192822959e-29
0.006375808883889713,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258260324,0.66999999999249604,2.8210828122969001e-16,9.0951722780873286e-17,2.7602919348837691e-16,4.2798887626354479e-32,1.8844239888021611e-27,4.7580132176248974e-30,0.0,7.421384613054222e-31,0.0,4.7161056818767047e-12,6.9654568520465772e-12,1.1795894674818577e-12,2.5677478401761202e-20,3.8997569547140933e-19,1.9753127519156852e-13,8.0027687184097705e-19,1.3851954443577101e-22,1.4247995410714408e-13,1.0853440722307849e-19,7.3691484237953971e-22,2.767987582369759e-21,4.1884757991711672e-20,6.4923362284706968e-19,3.2441313659371076e-27,9.1224203384649889e-24,4.3171682058905885e-21,2.7647042024803365e-22,6.9846791052665544e-20,1.9048341336080665e-19,3.2646823645178922e-25,5.5900828594941914e-18,7.8038696526145324e-30,1.1849933963166927e-28,1.5022415136526123e-29
0.006426197475681213,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258260324,0.66999999999249171,2.8435702867628819e-16,9.1699531228667206e-17,2.7602919382065681e-16,4.279889078561437e-32,1.899862747952838e-27,4.7984089034376661e-30,0.0,7.4843920862839864e-31,0.0,4.7161088778916129e-12,6.9654511693631097e-12,1.1801145900691524e-12,2.5677457470831815e-20,3.8997537796064465e-19,1.9914772896020119e-13,8.0027687280210016e-19,1.3851943165708653e-22,1.4356685101593808e-13,1.0942246250142129e-19,7.3691424166257324e-22,2.7679908066370003e-21,4.1884807398201051e-20,6.492343974763565e-19,3.2441313659370653e-27,9.1224129118293014e-24,4.3171682105168603e-21,2.7647042054434178e-22,7.0496689187918524e-20,1.9357799480643832e-19,3.2913944577178542e-25,5.6342617877553297e-18,7.9306569679082657e-30,1.2042456778069706e-28,1.5266454164752947e-29
0.006476586067472713,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258260324,0.66999999999248738,2.8660577644940457e-16,9.2447340281563835e-17,2.7602919824772217e-16,4.2798916455512257e-32,1.915301478095831e-27,4.83880454604453e-30,0.0,7.5473994921031338e-31,0.0,4.7161235788328601e-12,6.9654300298625325e-12,1.1806262266592092e-12,2.5677379492368619e-20,3.8997419371471976e-19,2.0076417964629845e-13,8.002768856358892e-19,1.3851901101256188e-22,1.4465374998857496e-13,1.1031033192494815e-19,7.3691200525728353e-22,2.7679812075047499e-21,4.1884662264563412e-20,6.4923214923952336e-19,3.2441313659370236e-27,9.1223852097043462e-24,4.3171682793676258e-21,2.7647042495355766e-22,7.1146641103157037e-20,1.9669779685317399e-19,3.3181009639881166e-25,5.6784407160164672e-18,8.0584643161225876e-30,1.2236528448289191e-28,1.5512456450407029e-29
0.006526974659264212,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258260324,0.66999999999248305,2.8885452345952867e-16,9.3195148192915157e-17,2.7602920668884097e-16,4.2798955950656559e-32,1.9307401442635404e-27,4.879199958633449e-30,0.0,7.6104065391500495e-31,0.0,4.7161483474481394e-12,6.9653929871563676e-12,1.181124866503613e-12,2.5677242866255537e-20,3.8997211897812197e-19,2.0238062355622165e-13,8.0027691010690895e-19,1.3851827406608793e-22,1.4574065351162087e-13,1.111978963932405e-19,7.3690808664644277e-22,2.7679589945957199e-21,4.1884326012098239e-20,6.4922693445648991e-19,3.2441313659369813e-27,9.1223366773576324e-24,4.3171684109013367e-21,2.7647043337698166e-22,7.17966431557753e-20,1.9984281942473527e-19,3.344798288436439e-25,5.7226196442776055e-18,8.1872827088237413e-30,1.2432135387095905e-28,1.5760404209143159e-29
0.006577363251055712,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258260324,0.66999999999247872,2.9110326862260408e-16,9.3942953223476369e-17,2.7602921894992384e-16,4.2799014608556956e-32,1.9461787129982626e-27,4.9195949621908601e-30,0.0,7.6734129482265031e-31,0.0,4.7161835649225562e-12,6.9653413875890349e-12,1.1816109862500209e-12,2.5677052524738589e-20,3.8996922825624398e-19,2.0399705715459993e-13,8.0027694565345396e-19,1.3851724728064213e-22,1.4682756398205757e-13,1.1208524761822631e-19,7.3690262774445699e-22,2.7679248458093883e-21,4.1883808738807868e-20,6.4921890759815168e-19,3.244131365936939e-27,9.1222690569296795e-24,4.3171686022866038e-21,2.7647044563327708e-22,7.244669185747978e-20,2.0301306238823289e-19,3.3714892064345136e-25,5.7667985725387423e-18,8.3171184520399673e-30,1.262928712322087e-28,1.6010310229078628e-29
0.006627751842847212,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258260324,0.66999999999247462,2.9335201093206796e-16,9.4690753759459494e-17,2.7602923493844322e-16,4.2799086886925394e-32,1.9616171520120626e-27,4.9599893838929084e-30,0.0,7.7364184497876089e-31,0.0,4.7162282237544742e-12,6.9652751400522953e-12,1.182085038388478e-12,2.5676808158894804e-20,3.8996551717599352e-19,2.056134770306363e-13,8.0027699200646219e-19,1.385159291039853e-22,1.4791448369570012e-13,1.1297231119349182e-19,7.3689561932605893e-22,2.7678789695801188e-21,4.1883113746621136e-20,6.4920812179857476e-19,3.2441313659368995e-27,9.1221822466857892e-24,4.3171688519132345e-21,2.7647046161933972e-22,7.3096783859710874e-20,2.0620852555646667e-19,3.3981714670522569e-25,5.8109775007998783e-18,8.4479657980563398e-30,1.2827974966511376e-28,1.6262162978895549e-29
0.006728529026430211,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603246,0.66999999999246607,2.9784948167290029e-16,9.6186332819486915e-17,2.7602927727288966e-16,4.2799278637939837e-32,1.9924934750367913e-27,5.0407755920699472e-30,0.0,7.86242534280501e-31,0.0,4.7163451625354103e-12,6.9651027621746032e-12,1.1829992924770867e-12,2.567617228708115e-20,3.8995586016495127e-19,2.0884625809403597e-13,8.0027711474170747e-19,1.3851249893017812e-22,1.5008836272620478e-13,1.1474573560001747e-19,7.3687738285020894e-22,2.7677547423385789e-21,4.1881231389011728e-20,6.4917890327019486e-19,3.2441313659368177e-27,9.1219563476578978e-24,4.3171695132808372e-21,2.764705039732197e-22,7.4397080579093033e-20,2.1267511098182367e-19,3.4515148558838128e-25,5.8993353573221496e-18,8.7127061775016827e-30,1.3229975425760298e-28,1.6771730359124481e-29
0.00682930621001321,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603251,0.66999999999245774,3.0234692931146917e-16,9.7681875156294126e-17,2.7602933282269405e-16,4.2799525882367734e-32,2.023368912877247e-27,5.1215575080599268e-30,0.0,7.9884255414158375e-31,0.0,4.7164966501491321e-12,6.9648790705581459e-12,1.1838704586523407e-12,2.5675347121691617e-20,3.8994332827299688e-19,2.1207894556765019e-13,8.0027727579167404e-19,1.3850804759738922e-22,1.52262304880611e-13,1.1651814955492826e-19,7.3685371761820746e-22,2.7675889602212121e-21,4.1878719091695207e-20,6.4913990265333777e-19,3.2441313659367367e-27,9.1216631986266106e-24,4.3171703813801833e-21,2.7647055956614811e-22,7.569751263872746e-20,2.1924257328219604e-19,3.5048278487507843e-25,5.9876932138444185e-18,8.9814998042701613e-30,1.3638130631120749e-28,1.7289098426316319e-29
0.0069300833935962095,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603257,0.6699999999924493,3.0684434726142956e-16,9.9177370207255549e-17,2.7602940067001401e-16,4.2799825709486368e-32,2.0542432587846527e-27,5.2023340223236773e-30,0.0,8.1144173151281067e-31,0.0,4.7166804222237402e-12,6.9646077208063826e-12,1.1847014603154538e-12,2.5674346145617234e-20,3.899281262419661e-19,2.1531151760840034e-13,8.0027747249537393e-19,1.3850264782991288e-22,1.544363249032494e-13,1.1828957653933872e-19,7.3682501033905011e-22,2.7673845224648789e-21,4.1875620789365677e-20,6.4909180198764789e-19,3.2441313659366556e-27,9.1213075889189259e-24,4.3171714418683731e-21,2.7647062747960801e-22,7.6998058764983271e-20,2.2591090925000028e-19,3.5581111549897096e-25,6.0760510703666851e-18,9.2543460165526272e-30,1.4052439573669116e-28,1.7814266041171045e-29
0.007030860577179209,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603273,0.66999999999244109,3.1134172918805237e-16,1.0067280781324304e-16,2.7602947993496903e-16,4.2800174406744004e-32,2.0851163139063305e-27,5.2831040679852748e-30,0.0,8.2403989999895137e-31,0.0,4.716894181237553e-12,6.9642921162680678e-12,1.1854951127044299e-12,2.567318191394956e-20,3.8991044475508581e-19,2.1854395320753084e-13,8.0027770230179863e-19,1.3849636735852928e-22,1.5661043698346554e-13,1.2006002721407295e-19,7.3679162107618382e-22,2.7671442151176383e-21,4.1871978718821428e-20,6.490352571860483e-19,3.2441313659365752e-27,9.1208939790559083e-24,4.3171726809794656e-21,2.7647070683203261e-22,7.829869855491864e-20,2.3268011497761093e-19,3.6113650943548021e-25,6.1644089268889494e-18,9.5312432346695353e-30,1.447289985498394e-28,1.8347230126027543e-29
0.007232414944345207,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603301,0.66999999999242454,3.2033636386224806e-16,1.0366347683732942e-16,2.7602966978552867e-16,4.2801006043447505e-32,2.1468578890325412e-27,5.4446211990479497e-30,0.0,8.4923265594577088e-31,0.0,4.7174039924623207e-12,6.9635395100195828e-12,1.1869797697266098e-12,2.5670405617266012e-20,3.8986828028022621e-19,2.2500834506075976e-13,8.0027825272144389e-19,1.3848139051930683e-22,1.6095898463688559e-13,1.2359803074727656e-19,7.3671199920278288e-22,2.7665652359039895e-21,4.1863203413318964e-20,6.4889901141944432e-19,3.2441313659364145e-27,9.1199076566289428e-24,4.3171756491968553e-21,2.7647089691604753e-22,8.090019140678005e-20,2.4652111805417967e-19,3.7177858082007912e-25,6.3411246399334711e-18,1.0097183451106939e-29,1.5332263444446514e-28,1.943653375540287e-29
0.007433969311511204,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603323,0.66999999999240811,3.293307897898178e-16,1.0665381239585078e-16,2.7602989632078078e-16,4.2801995275819137e-32,2.2085922710903945e-27,5.6061015699087017e-30,0.0,8.7441967855017035e-31,0.0,4.718010255729734e-12,6.962644722805364e-12,1.1883438371896402e-12,2.5667104815793235e-20,3.8981814984932127e-19,2.3147197668742932e-13,8.0027890949965851e-19,1.3846358416866682e-22,1.6530804547949038e-13,1.2713225651993691e-19,7.3661733513483882e-22,2.7658710899846267e-21,4.1852682230289853e-20,6.4873565408601128e-19,3.2441313659362538e-27,9.118734992227316e-24,4.3171791913276221e-21,2.7647112375332621e-22,8.3501851721604879e-20,2.6076554141801341e-19,3.8240928918382911e-25,6.5178403529779859e-18,1.0679308435806137e-29,1.621620314966704e-28,2.0556986353694863e-29
0.007635523678677202,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603357,0.66999999999239179,3.3832496704181523e-16,1.0964375045409745e-16,2.7603015397483294e-16,4.2803118601863912e-32,2.2703182065136385e-27,5.7675384606795344e-30,0.0,8.995999197452169e-31,0.0,4.7186984135432779e-12,6.9616293277687517e-12,1.1896051583862796e-12,2.566335909298008e-20,3.8976126214484551e-19,2.3793471565009842e-13,8.0027965649945786e-19,1.3844337763121471e-22,1.6965770910664277e-13,1.3066281987464752e-19,7.365099112308652e-22,2.765079291320484e-21,4.1840680674679057e-20,6.4854930820065468e-19,3.2441313659361003e-27,9.1174042597101248e-24,4.3171832202964521e-21,2.7647138176758832e-22,8.6103552223861421e-20,2.7541333373427266e-19,3.9302898094098287e-25,6.6945560660224898e-18,1.1277610515202939e-29,1.7124707320496655e-28,2.1708572891044119e-29
0.0078370780458432,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603395,0.66999999999237558,3.4731886293440691e-16,1.1263323859660447e-16,2.7603043817103387e-16,4.2804356859105888e-32,2.3320346694281451e-27,5.9289263749296025e-30,0.0,9.2477252228037756e-31,0.0,4.7194565198903904e-12,6.9605110778936567e-12,1.1907784010200371e-12,2.5659233938918426e-20,3.8969861179588327e-19,2.4439645356782397e-13,8.0028048045192766e-19,1.3842112419965755e-22,1.7400804893673399e-13,1.3418980974255897e-19,7.3639160567918272e-22,2.764204251210717e-21,4.1827417215508872e-20,6.4834336634970353e-19,3.2441313659359353e-27,9.1159387257203034e-24,4.3171876645050189e-21,2.7647166637369522e-22,8.870518938287789e-20,2.9046443468509468e-19,4.0363792460181059e-25,6.8712717790669861e-18,1.1892074986739894e-29,1.805775362859453e-28,2.2891265475703981e-29
0.008038632413009198,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603429,0.66999999999235949,3.5631245152024823e-16,1.1562223521143258e-16,2.7603074525494213e-16,4.2805694553426698e-32,2.3937408456110589e-27,6.0902609535664634e-30,0.0,9.4993680629001604e-31,0.0,4.7202750127618205e-12,6.9593041200735821e-12,1.1918752751483142e-12,2.565478154252006e-20,3.8963099143832684e-19,2.5085710442134772e-13,8.0028137076188372e-19,1.3839710541868829e-22,1.7835912334816183e-13,1.3771330856701972e-19,7.3626391518274251e-22,2.76325747802507e-21,4.1813066316951885e-20,6.4812053780318087e-19,3.2441313659357961e-27,9.1143569318511648e-24,4.3171924667805376e-21,2.764719739103174e-22,9.1306681416259639e-20,3.0591877752056202e-19,4.142363661758612e-25,7.0479874921114731e-18,1.2522695503142836e-29,1.9015332440211446e-28,2.4105051293524161e-29
0.008304678261641087,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603484,0.66999999999233839,3.6818321755731608e-16,1.195668120590193e-16,2.7603118048523086e-16,4.2807591203108562e-32,2.4751742950757776e-27,6.3031300920634875e-30,0.0,9.831392334862978e-31,0.0,4.7214344423479607e-12,6.9575951680928147e-12,1.1932227025275008e-12,2.5648477312342853e-20,3.8953524644709385e-19,2.5938318887799503e-13,8.0028263259964705e-19,1.3836309675510263e-22,1.8410362062250342e-13,1.4235896907140471e-19,7.3608311594804964e-22,2.7619141800924891e-21,4.179270484539672e-20,6.4780437975748378e-19,3.2441313659355909e-27,9.1121172387302469e-24,4.3171992732374507e-21,2.7647240979424163e-22,9.474023765728418e-20,3.2693535817356163e-19,4.2821019393866401e-25,7.2812470463675565e-18,1.3379799061777517e-29,2.0316819155871319e-28,2.5754756014322032e-29
0.008570724110272975,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603545,0.66999999999231741,3.8005336591227984e-16,1.2351040059526141e-16,2.7603164391477137e-16,4.2809612573301704e-32,2.5565872415586273e-27,6.5158925061471526e-30,0.0,1.0163250153462184e-30,0.0,4.7226686565609875e-12,6.9557769901555656e-12,1.1944744932826466e-12,2.5641770146315824e-20,3.8943338181496975e-19,2.6790710673954412e-13,8.0028397619446579e-19,1.3832691439205545e-22,1.8984958329866448e-13,1.4699882492757254e-19,7.3589076100233357e-22,2.7604826957324983e-21,4.1771006509171792e-20,6.4746746173176863e-19,3.2441313659353233e-27,9.1097343931398276e-24,4.3172065208624936e-21,2.7647287393045685e-22,9.8173281776389942e-20,3.4865422013599556e-19,4.4216656504400476e-25,7.5145066006236229e-18,1.4264985109496824e-29,2.1660948337600566e-28,2.7458508515080306e-29
0.008836769958904863,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603612,0.66999999999229654,3.9192286050653907e-16,1.2745294296137848e-16,2.7603213036485988e-16,4.2811736242824617e-32,2.6379785538397094e-27,6.7285421581009424e-30,0.0,1.0494932101974717e-30,0.0,4.7239640412272212e-12,6.9538695822115725e-12,1.1956472513018038e-12,2.5634733813723557e-20,3.8932651796920365e-19,2.7642873850412657e-13,8.0028538653191904e-19,1.382889563060135e-22,1.9559709305369839e-13,1.5163308801854508e-19,7.3568896590454723e-22,2.7589793281034205e-21,4.1748218464448457e-20,6.4711362189236258e-19,3.2441313659351403e-27,9.1072346045310157e-24,4.3172141286330274e-21,2.7647336113029756e-22,1.0160569984283426e-19,3.7107518083225765e-19,4.5610610951284388e-25,7.747766154879674e-18,1.5178254712678579e-29,2.3047721615779256e-28,2.9216309349472664e-29
0.009102815807536751,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603673,0.66999999999227577,4.0379167014054104e-16,1.3139438912331274e-16,2.7603263531865434e-16,4.2813943217241797e-32,2.7193472540675451e-27,6.9410738343428832e-30,0.0,1.0826430049038354e-30,0.0,4.7253087993337487e-12,6.9518904468295016e-12,1.1967554522984028e-12,2.562743288196144e-20,3.892156355380218e-19,2.8494798087391919e-13,8.0028685051649766e-19,1.3824957081661471e-22,2.0134622067159989e-13,1.5626186969478368e-19,7.3547958236631465e-22,2.7574183024533689e-21,4.1724556361218207e-20,6.4674620906848866e-19,3.2441313659350578e-27,9.1046408120568025e-24,4.317222025885353e-21,2.7647386686847957e-22,1.0503739329230643e-19,3.9419804800330245e-19,4.7002916112129003e-25,7.9810257091357142e-18,1.6119577137545542e-29,2.4477092325649798e-28,3.102809888091341e-29
0.00936886165616864,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603729,0.6699999999922549,4.1565977113400025e-16,1.3533470110599077e-16,2.7603315528765891e-16,4.2816220024840144e-32,2.8006926006630502e-27,7.1534835920727119e-30,0.0,1.115773784526445e-30,0.0,4.7266939762551567e-12,6.9498532528941743e-12,1.1978102756699732e-12,2.5619917767480625e-20,3.8910150013174281e-19,2.9346475551453199e-13,8.0028835803413364e-19,1.3820902986870031e-22,2.0709702017889084e-13,1.6088521161935803e-19,7.3526405638278777e-22,2.7558106144548043e-21,4.1700186878270704e-20,6.4636781145471096e-19,3.2441313659348117e-27,9.1019709249337648e-24,4.3172301580528873e-21,2.7647438765056634e-22,1.0846828695089005e-19,4.180226219879654e-19,4.8393585832286968e-25,8.214285263391736e-18,1.7088875002427139e-29,2.5948942948106894e-28,3.2893730504065994e-29
0.009634907504800528,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603801,0.66999999999223425,4.2752714336385997e-16,1.3927384663911781e-16,2.760336872728618e-16,4.2818553815465341e-32,2.8820139637421869e-27,7.365768088405976e-30,0.0,1.1488850276922601e-30,0.0,4.7281117000664676e-12,6.9477696090327923e-12,1.1988213490853056e-12,2.5612231295087806e-20,3.8898476216289639e-19,3.0197899589221999e-13,8.0028990038990079e-19,1.3816756448913874e-22,2.1284953765220437e-13,1.6550331975785626e-19,7.3504361611136337e-22,2.7541657039569684e-21,4.1675253121754205e-20,6.4598065136271465e-19,3.244131365934425e-27,9.0992401578153884e-24,4.3172384782166162e-21,2.7647492047187629e-22,1.1189831669382523e-19,4.4254869589990028e-19,4.9782682014689716e-25,8.4475448176477454e-18,1.8086134925226214e-29,2.7463253158682037e-28,3.4813179029856267e-29
0.009900953353432416,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603867,0.66999999999221338,4.3939377227138524e-16,1.4321180237603131e-16,2.7603422903772681e-16,4.2820933114515804e-32,2.9633108881902234e-27,7.5779249203114206e-30,0.0,1.1819763596123628e-30,0.0,4.7295558532479933e-12,6.9456479333554136e-12,1.1997958586191204e-12,2.5604404533262859e-20,3.888658936513071e-19,3.1049065393843297e-13,8.0029147109949911e-19,1.3812534234015005e-22,2.1860380676543995e-13,1.7011639274496152e-19,7.3481915236722381e-22,2.7524905947978371e-21,4.1649861590405991e-20,6.455863828771117e-19,3.2441313659343611e-27,9.0964595526173813e-24,4.3172469513719107e-21,2.7647546309073464e-22,1.1532743549416658e-19,4.6777605820404461e-19,5.1170262079949711e-25,8.680804371903741e-18,1.9111405717572755e-29,2.9020097104248577e-28,3.6786534699332627e-29
0.009999999999999998,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258260389,0.66999999999220583,4.4381142665376726e-16,1.4467756240438041e-16,2.7603443283365194e-16,4.2821829154613007e-32,2.993570732070706e-27,7.6568761083163781e-30,0.0,1.1942908347888072e-30,0.0,4.7300992522654233e-12,6.9448499104761703e-12,1.2001505924133414e-12,2.5601460664542163e-20,3.8882118381011435e-19,3.1365880511339251e-13,8.002920619540529e-19,1.3810946138437689e-22,2.2074652641413491e-13,1.7183250971055688e-19,7.3473472513827635e-22,2.751860501472929e-21,4.1640310544451122e-20,6.4543807837160856e-19,3.2441313659343561e-27,9.095413687612711e-24,4.3172501387327001e-21,2.764756672085644e-22,1.1660382681217563e-19,4.7734709266541345e-19,5.1686457959635085e-25,8.767644955012673e-18,1.9500242381764454e-29,2.9610534303834427e-28,3.7534933845123776e-29
0.010166999202064304,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582603934,0.66999999999219284,4.5125964532018171e-16,1.471485482134709e-16,2.7603477861794202e-16,4.2823351100028988e-32,3.0445829825346138e-27,7.789952025992366e-30,0.0,1.2150474587184698e-30,0.0,4.731021493011413e-12,6.9434960196970761e-12,1.2007401021007405e-12,2.5596466223595596e-20,3.8874533099726648e-19,3.1899968830867313e-13,8.0029306446787131e-19,1.3808251843094401e-22,2.2435985665815596e-13,1.7472440408001802e-19,7.3459148956049587e-22,2.7507914749526782e-21,4.16241060769854e-20,6.4518646230482975e-19,3.2441313659343023e-27,9.0936393175413424e-24,4.3172555467992717e-21,2.7647601353986423e-22,1.1875560244420247e-19,4.9370449449943578e-19,5.2556319600075056e-25,8.9140639261597196e-18,2.0164596487433821e-29,3.0619336757628483e-28,3.8813623918762644e-29
0.010433045050696192,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582604001,0.66999999999217219,4.6312475206244671e-16,1.5108406739773569e-16,2.7603533433549399e-16,4.2825801907045534e-32,3.1258299209206719e-27,8.0018476962895355e-30,0.0,1.2480980584413617e-30,0.0,4.7325043912748997e-12,6.9413205232167986e-12,1.2016594622649751e-12,2.5588440908375011e-20,3.8862344683869006e-19,3.2750606459111111e-13,8.0029467563001283e-19,1.3803922512235312e-22,2.3011771180561335e-13,1.7932736827268833e-19,7.3436133165283668e-22,2.7490736310435077e-21,4.1598066712429933e-20,6.4478213383082761e-19,3.2441313659339644e-27,9.0907881692667833e-24,4.3172642382564436e-21,2.764765701387104e-22,1.2218278302466143e-19,5.2033378774407319e-19,5.3940860321225144e-25,9.1473234804156859e-18,2.1245628074309167e-29,3.2260851900479458e-28,4.0894296355339513e-29
