Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H7(69),C4H6(54),C2H5(67),C4H7(373),C2H6(343),C4H5X(454),C2H3(53),C4H7X(140),C4H7(68),C4H7X(145),C4H8(73),C4H7X(541),C4H9(85),C4H9X(153),C4H6a(453),C6H10(458),C4H5X(455),C4H8(187),SX(1011),C6H9(1002),SX(1012)
3.763528859404913e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582798856,0.66999999999513671,1.8404247993282948e-22,2.9027289897926839e-26,5.0370160313850568e-19,3.2737913197923771e-32,9.9041904063982948e-38,1.9966531523502162e-41,0.0,3.4114080837746177e-42,0.0,4.8628329762546023e-12,4.862854979889123e-12,1.1168001875538129e-17,1.373859345498532e-20,1.5946133373469077e-19,3.320335868445743e-19,1.049302056633175e-21,5.6472785631880306e-23,4.5823611665912933e-22,1.8491294048564569e-26,4.5911192114926418e-22,1.4674472476695642e-23,9.8680188192947239e-23,1.367708774578168e-22,3.2441313690289957e-27,3.6424054347465356e-24,1.9204120716075155e-25,1.307622039998767e-26,2.2107073587466641e-30,1.2752310749069053e-30,1.6997832228082708e-31,3.2997268665937953e-23,9.9211779977743791e-43,9.0930511734667324e-42,8.3906249301870145e-42
3.951070309847658e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582779877,0.66999999999504189,2.07792955864827e-22,3.5521080906047389e-26,5.4591158793784107e-19,3.3663191363108123e-32,1.2377862165433571e-37,2.4993283423290415e-41,0.0,4.2531176851289897e-42,0.0,4.9577495828966091e-12,4.9577740952967279e-12,1.2438753925409114e-17,1.4232639855272918e-20,1.6860415160976558e-19,3.6480246892932639e-19,1.1580935987309677e-21,5.9725858033386003e-23,5.383301582162513e-22,2.1304036910208343e-26,4.7388179921563957e-22,1.5408121170456454e-23,1.0510347418560575e-22,1.5425911552299419e-22,3.2441313582961963e-27,3.8590879216211001e-24,2.2361655786225423e-25,1.5151894572776159e-26,2.5613619865559851e-30,1.477504695288928e-30,1.9314064780873653e-31,3.4641565517782511e-23,1.1868451306770514e-42,1.1099346945015234e-41,1.018023623810708e-41
4.138611760290402e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582762824,0.66999999999495663,2.3280993321188621e-22,4.2951305415582981e-26,5.8888705616621284e-19,3.4521949836576394e-32,1.5278333782208191e-37,3.0868686012264645e-41,0.0,5.2340090548315074e-42,0.0,5.0429682299187718e-12,5.0429953439469725e-12,1.3756495414792865e-17,1.4698891910310813e-20,1.774270596907639e-19,3.9869620200283587e-19,1.2702692855779613e-21,6.2865667984451408e-23,6.265111148552507e-22,2.4361100325327311e-26,4.8736832097173451e-22,1.6117184489115777e-23,1.1140939539846029e-22,1.7273120298609991e-22,3.2441313567972896e-27,4.0684869151021138e-24,2.5821537129423151e-25,1.7421201625355716e-26,2.9455759942882413e-30,1.6991371011290266e-30,2.1783747083467984e-31,3.6285862369626576e-23,1.4079724198652304e-42,1.3415839762796504e-41,1.2232555893146936e-41
4.3261532107331466e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582747558,0.66999999999488014,2.5902727568225091e-22,5.1376738281495465e-26,6.3254814982997632e-19,3.5317952135208948e-32,1.8646523075101731e-37,3.7664865379382303e-41,0.0,6.3655883388841493e-42,0.0,5.1193378560218747e-12,5.1193676563778696e-12,1.5117112731348398e-17,1.5138129275660784e-20,1.8591348253916667e-19,4.3365054315975345e-19,1.3855347957946195e-21,6.5886244384988669e-23,7.2295584326871731e-22,2.7666984405401578e-26,4.9964488361528212e-22,1.680120864657212e-23,1.1758527723750872e-22,1.9215193846745312e-22,3.2441313792046025e-27,4.2701624179308793e-24,2.959109361505161e-25,1.9888770304921034e-26,3.3644489154328099e-30,1.9407625920380062e-30,2.440460164180649e-31,3.7930159221470129e-23,1.6575766996665385e-42,1.6071225157985635e-41,1.456949897708867e-41
4.513694661175891e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258273388,0.66999999999481186,2.8637819224409388e-22,6.0853320691471862e-26,6.7682207333133973e-19,3.6054965642714924e-32,2.2523743172887887e-37,4.5452477446693287e-41,0.0,7.6591055192005772e-42,0.0,5.187663329382539e-12,5.1876958930284506e-12,1.6516705813946284e-17,1.5551247853772871e-20,1.9405188947376212e-19,4.696031462774773e-19,1.5036112840921428e-21,6.8783336734238093e-23,8.2781422113918123e-22,3.1225560157408434e-26,5.1078980289848599e-22,1.7460019940551936e-23,1.236213352427013e-22,2.1248439787467673e-22,3.2441313673944444e-27,4.4637989056912984e-24,3.3676829132355274e-25,2.2558713158716444e-26,3.8190170505821243e-30,2.2029789941677297e-30,2.7174058315408353e-31,3.95744560733135e-23,1.9377796433328025e-42,1.9095059823770321e-41,1.721335596233138e-41
4.7012361116186355e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582721679,0.66999999999475091,3.1479610156785456e-22,7.1434059368878514e-26,7.216427634148265e-19,3.6736708056180179e-32,2.695154329379876e-37,5.4300370076066395e-41,0.0,9.125502604500349e-42,0.0,5.2487010635982356e-12,5.2487364602259546e-12,1.7951609395267033e-17,1.593922997499894e-20,2.0183520000801776e-19,5.0649386110098332e-19,1.6242376442592295e-21,7.1554379057387864e-23,9.4121167901552962e-22,3.5040102947684687e-26,5.2088254216179842e-22,1.8093679571713538e-23,1.2951037020534601e-22,2.3369050559051576e-22,3.2441313409039395e-27,4.6491896245563947e-24,3.8084461589215086e-25,2.543464916422711e-26,4.3102551203405469e-30,2.4863486135724763e-30,3.0089302855227688e-31,4.1218752925156636e-23,2.2507439416524822e-42,2.2517701845115956e-41,2.0186736515153362e-41
4.88877756206138e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582710793,0.66999999999469639,3.4421541096256627e-22,8.3168975891443561e-26,7.6695049396795721e-19,3.7366802596967256e-32,3.1971577420157853e-37,6.4275303877803208e-41,0.0,1.0775371190039404e-41,0.0,5.3031558171852077e-12,5.3031941097145538e-12,1.9418408509436824e-17,1.6303117571563256e-20,2.0926021216399591e-19,5.4426494015974174e-19,1.7471714933834928e-21,7.4198256383983999e-23,1.063251803862076e-21,3.9113326186482952e-26,5.3000134713196956e-22,1.870244302274794e-23,1.3524746813322923e-22,2.5573152686382224e-22,3.2441313849885757e-27,4.826223431326985e-24,4.2818970971947512e-25,2.8519732738184399e-26,4.8390782850402724e-30,2.791399401164545e-30,3.3147319706517266e-31,4.2863049776999125e-23,2.5986699966114158e-42,2.6370254861191014e-41,2.3512516804037735e-41
5.0763190125041244e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582701084,0.66999999999464777,3.7457210533733819e-22,9.6105113355882203e-26,8.1269143796110678e-19,3.7948749121199601e-32,3.7625489771765129e-37,7.5441749560532083e-41,0.0,1.2618922373158822e-41,0.0,5.3516800181057793e-12,5.3517212631890948e-12,2.0913941764558696e-17,1.6643990749672596e-20,2.1632706203333635e-19,5.8286116484224114e-19,1.8721889440926417e-21,7.6714859268803295e-23,1.1940189264064069e-21,4.3447417647299034e-26,5.3822226158679577e-22,1.9286731605218976e-23,1.4082970302855606e-22,2.7856848502704698e-22,3.2441313945946073e-27,4.9948741794187713e-24,4.7884656983125071e-25,3.1816689443205469e-26,5.406344626713313e-30,3.1186263843186298e-30,3.6344930567391522e-31,4.4507346628841544e-23,2.9837928551527063e-42,3.0684514158406557e-41,2.7213790513149643e-41
5.263860462946869e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582692446,0.66999999999460458,4.0580428707333906e-22,1.1028658305131268e-25,8.5881717720462967e-19,3.8485899341151772e-32,4.3954828760971862e-37,8.7861736496024312e-41,0.0,1.46659648648395e-41,0.0,5.3948737732267237e-12,5.3949180217533297e-12,2.2435301296375613e-17,1.6962948676087323e-20,2.2303871560621727e-19,6.222298834061047e-19,1.9990835628454512e-21,7.9105132022912199e-23,1.3335807690123584e-21,4.8044075061255674e-26,5.4561892866583963e-22,1.9847102701712606e-23,1.4625585702738194e-22,3.0216249617905828e-22,3.2441313084911894e-27,5.1551860070979161e-24,5.3285199912820601e-25,3.5327854126133563e-26,6.0128578902138673e-30,3.4684932479718916e-30,3.9678827369588034e-31,4.6151643480684193e-23,3.4083794816487729e-42,3.5492917720605696e-41,3.1313824017009571e-41
5.451401913389613e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582684764,0.66999999999456628,4.3785252156160885e-22,1.2575463938004382e-25,9.0528424469886636e-19,3.8981442906064171e-32,5.1000972904234711e-37,1.0159477029320735e-40,0.0,1.6925893820997822e-41,0.0,5.4332864865334178e-12,5.4333337841183936e-12,2.3979824926709917e-17,1.7261095024672336e-20,2.294005105312655e-19,6.623210268372634e-19,2.127665543954669e-21,8.1371135104514419e-23,1.4819907504259624e-21,5.2904540736781202e-26,5.5226214908372448e-22,2.0384218660813943e-23,1.5152617247117737e-22,3.2647505767656289e-22,3.244131363558612e-27,5.3072600609585712e-24,5.9023715485732772e-25,3.9055205175701727e-26,6.6593702039854942e-30,3.8414339039840751e-30,4.3145600847600249e-31,4.7795940332525971e-23,3.8747261264222811e-42,4.0828498513969112e-41,3.5836014186731379e-41
5.638943363832358e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582677936,0.66999999999453208,4.7066010357489662e-22,1.4254778329048625e-25,9.5205368282710799e-19,3.9438398505490007e-32,5.8805080663320464e-37,1.166977996657316e-40,0.0,1.9407687317079029e-41,0.0,5.4674187098604204e-12,5.4674690973154453e-12,2.5545087195259834e-17,1.7539525561094584e-20,2.3541974085872283e-19,7.0308709623140091e-19,2.257761070364894e-21,8.3515374589043592e-23,1.6392901188726706e-21,5.8029632301462515e-26,5.5821919852613284e-22,2.0898822921048392e-23,1.5664212123184914e-22,3.5146829105202953e-22,3.244131469149208e-27,5.4512497851305558e-24,6.5102802906912093e-25,4.3000394337292191e-26,7.3465846629823928e-30,4.2378539809878383e-30,4.6741761861596317e-31,4.9440237184367308e-23,4.3851558387287831e-42,4.6724839408349741e-41,4.0803847896788376e-41
5.826484814275102e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582671874,0.66999999999450188,5.0417317642320983e-22,1.6070187360277975e-25,9.9909065089513392e-19,3.985961174399739e-32,6.740804544918634e-37,1.3322522874154846e-40,0.0,2.2119909910573979e-41,0.0,5.497724903575521e-12,5.4977784173529971e-12,2.7128885982250224e-17,1.7799319010230003e-20,2.4110529064350701e-19,7.4448314647041543e-19,2.3892117533009176e-21,8.5540700331701722e-23,1.8055096963266654e-21,6.3419772722003342e-26,5.63553200385743e-22,2.1391723770022722e-23,1.6160619662044345e-22,3.7710515281491992e-22,3.244131283666066e-27,5.5873514988862142e-24,7.1524589008612773e-25,4.7164774106009921e-26,8.0751578426643849e-30,4.6581322744811953e-30,5.0463761432891914e-31,5.108453403620991e-23,4.9420160502122028e-42,5.3216029132233614e-41,4.6240863830621748e-41
6.014026264717847e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582666501,0.6699999999944749,5.3834082199595779e-22,1.8025025989379385e-25,1.0463640379542411e-18,4.0247753006265249e-32,7.6850470361282586e-37,1.5122896343490828e-40,0.0,2.5070721470233025e-41,0.0,5.5246161309366992e-12,5.5246728035477996e-12,2.8729229452485077e-17,1.8041529092158988e-20,2.464673026104657e-19,7.8646673788353288e-19,2.5218737813883233e-21,8.7450980378473766e-23,1.980671559974807e-21,6.9075017817469905e-26,5.6832287875099004e-22,2.1863775663321946e-23,1.664217283410256e-22,4.0334960056720071e-22,3.2441312530932516e-27,5.7157881220172033e-24,7.8290771408438866e-25,5.1549424704201925e-26,8.8457022911265307e-30,5.1026221843121568e-30,5.4308005944629241e-31,5.2728830888051617e-23,5.5476763038259039e-42,6.0336621023440204e-41,5.2170616083776252e-41
6.389109165603336e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582657497,0.66999999999443005,6.0845076708911896e-22,2.2365155975470486e-25,1.1415122046462879e-18,4.0934654065782209e-32,9.8414546547871515e-37,1.9186100519332678e-40,0.0,3.1718817647520587e-41,0.0,5.5696001874235857e-12,5.5696632613748354e-12,3.1972541327275499e-17,1.8477260492630964e-20,2.5626595591119203e-19,8.7203889542338404e-19,2.7903231188662582e-21,9.0942694199625199e-23,2.3578746411667137e-21,8.1179373544095278e-26,5.7638306719714253e-22,2.2748885663987687e-23,1.7562374896090931e-22,4.5752278009855044e-22,3.2441320508156352e-27,5.9506891936870891e-24,9.2861216259806633e-25,6.0982653536116102e-26,1.0514949996836722e-29,6.0655320956689637e-30,6.2348726091250425e-31,5.6017424591730513e-23,6.9149735016986225e-42,7.6606319293438931e-41,6.5602430754812848e-41
6.721503410143954e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582651157,0.66999999999439841,6.723300724694451e-22,2.6705514532252846e-25,1.2263801049793675e-18,4.1455586966342942e-32,1.2072130958452443e-36,2.332647403825992e-40,0.0,3.8480134603484507e-41,0.0,5.6013095663626271e-12,5.6013783905564525e-12,3.4886234093652769e-17,1.8814257472349732e-20,2.6398285059634309e-19,9.4946868366118271e-19,3.0311183880784414e-21,9.3692273318539515e-23,2.7221294473980214e-21,9.2786529739898089e-26,5.821294528225579e-22,2.3472325031703089e-23,1.8332589101768065e-22,5.072330415401855e-22,3.2441310948159628e-27,6.1358685199327672e-24,1.0693414612928741e-24,7.008466056950527e-26,1.2139726575870529e-29,7.0027905084217231e-30,6.9847478341819405e-31,5.8931739312976619e-23,8.3133316321002331e-42,9.3474184331585168e-41,7.938225475047525e-41
7.053897654684573e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582646039,0.66999999999437276,7.3762928027766143e-22,3.1524218349563446e-25,1.311653833929114e-18,4.1905456634299624e-32,1.4625966902539482e-36,2.7998404525674647e-40,0.0,4.6097131689912623e-41,0.0,5.6268612967251024e-12,5.6269359295361708e-12,3.78297554884039e-17,1.9110269195335515e-20,2.7086473280707048e-19,1.0282101474218052e-18,3.2740995341005512e-21,9.6145601360394872e-23,3.1145518242223143e-21,1.0521384881235041e-25,5.8680110340059927e-22,2.4143711790728804e-23,1.9063324376721831e-22,5.5836585443281395e-22,3.2441333207487753e-27,6.3011300303682809e-24,1.2209951951748432e-24,7.9885355551083529e-26,1.3903847264402511e-29,8.0204319394928423e-30,7.7675827727093958e-31,6.1846054034207091e-23,9.9012799337795543e-42,1.1285384581933984e-40,9.5060556218030289e-41
7.386291899225191e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258264192,0.66999999999435222,8.0416046447834261e-22,3.6832897629892002e-25,1.3972487760700131e-18,4.2293815077708603e-32,1.7524462392507782e-36,3.3223512109456074e-40,0.0,5.460353879316926e-41,0.0,5.6474309880798101e-12,5.6475114766501882e-12,4.0797409027233089e-17,1.9369857823005561e-20,2.7698252868047363e-19,1.108102756356497e-18,3.5188427299835326e-21,9.8323610833223996e-23,3.535108769993308e-21,1.1845215966051342e-25,5.9059025758074357e-22,2.4767904139169949e-23,1.9757655026795401e-22,6.1076512822246768e-22,3.2441253501803695e-27,6.4481772515722885e-24,1.3835661948821183e-24,9.0384284250091764e-26,1.5809506389672345e-29,9.1197225147500815e-30,8.581383546721514e-31,6.4760368755486676e-23,1.169253641664241e-41,1.3494923142500697e-40,1.1276533298934305e-40
7.71868614376581e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582638612,0.66999999999433568,8.7175849177817698e-22,4.2641676330863344e-25,1.4830968409954668e-18,4.2629007905505524e-32,2.0788827810241311e-36,3.9021865743927321e-40,0.0,6.4030607933157611e-41,0.0,5.6639784890793134e-12,5.6640648713914484e-12,4.3784543710941242e-17,1.9597191325302586e-20,2.8240613027066217e-19,1.1890039862628451e-18,3.7649998002903143e-21,1.0026235658133316e-22,3.98374889107403e-21,1.3249035383571278e-25,5.9365856947577668e-22,2.5349554714054442e-23,2.0418697952180021e-22,6.6428806576969505e-22,3.2441461215319464e-27,6.5785401992843402e-24,1.5570283977283137e-24,1.0157978736794781e-25,1.7858627554364517e-29,1.0301772201708281e-29,9.4241921074440164e-31,6.7674683476627128e-23,1.3700912760759709e-41,1.5996648425641417e-40,1.3262279827148742e-40
8.051080388306429e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582635953,0.66999999999432236,9.4027931875025122e-22,4.8959353677127369e-25,1.5691432870055011e-18,4.2918277530562066e-32,2.4439997584868512e-36,4.5412205425423222e-40,0.0,7.4407475005886532e-41,0.0,5.6772821762551374e-12,5.677374482873983e-12,4.678738787567171e-17,1.979603609774474e-20,2.8720275158967544e-19,1.2707878402256881e-18,4.0122871297642412e-21,1.0195966186907699e-22,4.4604113442798843e-21,1.4731568958058034e-25,5.9613939799343394e-22,2.589304102693788e-23,2.1049509482939914e-22,7.1880515120963009e-22,3.2440914212202068e-27,6.6940756124789061e-24,1.7413405410497763e-24,1.1346923401336515e-25,2.0052894194929252e-29,1.1567552435991309e-29,1.0294099083211608e-30,7.0588998198132372e-23,1.5940291471853932e-41,1.8811353381692845e-40,1.5475705435984674e-40
8.383474632847047e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582633827,0.6699999999943117,1.0095982916140096e-21,5.5793567744991655e-25,1.6553437711502782e-18,4.3167874371758986e-32,2.8498635393750518e-36,5.2412118152634171e-40,0.0,8.5761446395228983e-41,0.0,5.6879703999740762e-12,5.688068655486e-12,4.980289681847239e-17,1.9969758931756525e-20,2.9143537449634661e-19,1.3533433203088756e-18,4.2604740781322111e-21,1.0349874280208509e-22,4.9650332394456397e-21,1.6291408879890888e-25,5.9814146917515739e-22,2.6402398923997461e-23,2.1652997957282847e-22,7.7419994035956717e-22,3.2442409318944045e-27,6.7956527725682896e-24,1.9364496259245882e-24,1.2604924152486228e-25,2.2393778779762888e-29,1.2917912963266328e-29,1.11892576306375e-30,7.3503312918650072e-23,1.8424606339792489e-41,2.1959969966662587e-40,1.7928981100127432e-40
8.715868877387666e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.273322825826321,0.66999999999430315,1.0796075090756332e-21,6.3150955223654151e-25,1.7416622412776371e-18,4.3383193043972725e-32,3.2985152695483509e-36,6.0038224986416629e-40,0.0,9.8118298615698065e-41,0.0,5.6965521245757004e-12,5.6966563487322552e-12,5.2828604328363109e-17,2.0121358340894707e-20,2.9516265911413681e-19,1.4365726558689022e-18,4.5093717279939132e-21,1.0475597567098268e-22,5.4975523779887896e-21,1.7927038872159455e-25,5.997546154256076e-22,2.6881327035300084e-23,2.2231892077801764e-22,8.3036804481172674e-22,3.2438357266256054e-27,6.8861503446466332e-24,2.142293433776094e-24,1.3931583696471933e-25,2.4882568996820039e-29,1.4353596944694973e-29,1.2107892133184088e-30,7.6417627641849955e-23,2.1167824788070086e-41,2.546353734638169e-40,2.063401846901245e-40
9.048263121928284e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582630729,0.66999999999429627,1.1502129153933529e-21,7.1037297984331841e-25,1.828069796330878e-18,4.3568944794088562e-32,3.7919748179656491e-36,6.8306410765334342e-40,0.0,1.1150264406394238e-40,0.0,5.7034415008233273e-12,5.7035517094485671e-12,5.5862503619364378e-17,2.0253532739896743e-20,2.9843869782220163e-19,1.5203896477513541e-18,4.7588254141009951e-21,1.0609287658291676e-22,6.05790680941884e-21,1.9636852466042971e-25,6.0105409292584639e-22,2.7333222961908763e-23,2.2788756979301968e-22,8.8721569730658439e-22,3.244931385477232e-27,6.9633424981102461e-24,2.3588019127029987e-24,1.5326454690167436e-25,2.7520389007814958e-29,1.5875253216734221e-29,1.3048299393101218e-30,7.9331942357792548e-23,2.4183937969974858e-41,2.934317688379092e-40,2.3602456054992627e-40
9.380657366468903e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582629619,0.66999999999429072,1.2213328270353023e-21,7.9457618672794406e-25,1.9145436957832751e-18,4.3729198062916661e-32,4.3322427720892244e-36,7.7232030194698835e-40,0.0,1.2593826049486247e-40,0.0,5.7089714381578397e-12,5.7090876439250762e-12,5.8902981565240785e-17,2.0368683347714732e-20,3.0131429543457332e-19,1.6047186663562359e-18,5.0087116361221408e-21,1.0706839578849341e-22,6.6460358421840882e-21,2.1419169362528381e-25,6.0210067987836701e-22,2.7761199796362234e-23,2.3325987426174633e-22,9.4465905238956118e-22,3.2445191067299099e-27,7.0331573956313588e-24,2.5858983999550323e-24,1.6789047447926988e-25,3.0308216784519764e-29,1.7483446290970112e-29,1.4008852207217074e-30,8.2246257081026521e-23,2.7486946726074796e-41,3.3620069090634479e-40,2.6845647287904882e-40
9.713051611009521e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582628742,0.66999999999428628,1.2928969361710887e-21,8.8416271938060454e-25,2.0010657559714377e-18,4.3867470035784302e-32,4.9213003308798891e-36,8.6830012713187821e-40,0.0,1.4144826061388894e-40,0.0,5.7134082222692177e-12,5.7135304353371303e-12,6.1948747868566555e-17,2.0468942519378899e-20,3.0383451168345056e-19,1.6894936331368512e-18,5.2589321180648725e-21,1.082979813899988e-22,7.2618833082964872e-21,2.3272255621156862e-25,6.0294232797084474e-22,2.8168053919422994e-23,2.3845769622606599e-22,1.0026238336466897e-21,3.2472571258745131e-27,7.09051709493843e-24,2.8235015793519632e-24,1.8318842347581347e-25,3.3246903509391061e-29,1.917866754468226e-29,1.4988007893164603e-30,8.5160571789027616e-23,3.1090850029040066e-41,3.8315427524290012e-40,3.0374646991250702e-40
9.999999999999998e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582628115,0.66999999999428317,1.3549874605584256e-21,9.6585951401413884e-25,2.0757853416363797e-18,4.3971454796718423e-32,5.4705654247173186e-36,9.5667646331012161e-40,0.0,1.5571904623286629e-40,0.0,5.7165251271957644e-12,5.7166525328364827e-12,6.4581537917144088e-17,2.0544932483104258e-20,3.0575689371796927e-19,1.7629920748941499e-18,5.4751482647443167e-21,1.0836574722268282e-22,7.8157853643408797e-21,2.4927542800128627e-25,6.0353421484453569e-22,2.850420405388475e-23,2.4281958775817076e-22,1.0530324707444987e-21,3.241634881871494e-27,7.1432188563769126e-24,3.0370045778076134e-24,1.969311497711548e-25,3.5905707976317251e-29,2.0712437741075316e-29,1.5847135077902237e-30,8.7676433411310571e-23,3.4454750946973173e-41,4.2721672352282306e-40,3.3659274446532102e-40
1.004544585555014e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582628026,0.66999999999428272,1.3648451195208977e-21,9.7917041256155408e-25,2.0876208320154292e-18,4.398673400046557e-32,5.5611079838274519e-36,9.7114879987343981e-40,0.0,1.5805512048361686e-40,0.0,5.7169666335793736e-12,5.7170948620828144e-12,6.4998761802683097e-17,2.0556142735035644e-20,3.0604175033291994e-19,1.7746568056313541e-18,5.5094060445891532e-21,1.0805082266476069e-22,7.9054000825524353e-21,2.5194342504366621e-25,6.0361809654383206e-22,2.8556263203092019e-23,2.435005687744304e-22,1.0610446649081414e-21,3.2380411855245124e-27,7.1543662666060278e-24,3.0715272987832482e-24,1.9915301479156087e-25,3.6337192316942458e-29,2.0961346031179425e-29,1.5984314227844777e-30,8.8074886554830341e-23,3.5009632032078134e-41,4.3450476378741348e-40,3.4200201513904138e-40
1.0377840100090759e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582627454,0.66999999999427984,1.4371254894741595e-21,1.0796322867668484e-24,2.1741964209154652e-18,4.4089654909856507e-32,6.2536089521040678e-36,1.081008225238347e-39,0.0,1.7578080015655856e-40,0.0,5.7198212038613381e-12,5.7199554542943308e-12,6.8052177667407618e-17,2.063197307761307e-20,3.0796799451216763e-19,1.8601575150503162e-18,5.7600658930361716e-21,1.1080625147884871e-22,8.5765424271980998e-21,2.7183636913137307e-25,6.0416119456129245e-22,2.8928025275023869e-23,2.4840607489446271e-22,1.119863708168372e-21,3.2601395170289641e-27,7.1795883386121188e-24,3.3298889869073561e-24,2.1577871443629908e-25,3.9579731374124739e-29,2.2831856024826007e-29,1.6996405581226892e-30,9.0989201169217358e-23,3.9257259053061878e-41,4.9046437026116679e-40,3.833274728072517e-40
1.0710234344631377e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582626993,0.6699999999942774,1.5096928561122914e-21,1.1855770975092953e-24,2.2607829899343534e-18,4.4178349626127495e-32,7.0007293702801743e-36,1.1980190544840637e-39,0.0,1.9464706855393615e-40,0.0,5.7221119243545326e-12,5.722252201898761e-12,7.1108317130799063e-17,2.0697770432527073e-20,3.0965674855819742e-19,1.9459513720481198e-18,6.0108582903866668e-21,1.0642702963206287e-22,9.2752683412812869e-21,2.9238326810255621e-25,6.0459862530822153e-22,2.9285361621125369e-23,2.5319040087767088e-22,1.1790294152125959e-21,3.1995871411429132e-27,7.2714893595701085e-24,3.5984972493490075e-24,2.3305980807967275e-25,4.2975081979077916e-29,2.4790521692559689e-29,1.8022996683005585e-30,9.3903516183250025e-23,4.3847670776146614e-41,5.5124520006143104e-40,4.2782413867239736e-40
1.1042628589171996e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582626621,0.66999999999427562,1.5825078131069659e-21,1.2970296067908372e-24,2.3473735499281597e-18,4.4255123607936055e-32,7.8043867571104825e-36,1.3223223045397177e-39,0.0,2.146757638575545e-40,0.0,5.7239488693393791e-12,5.724095178148303e-12,7.4166646825398046e-17,2.0755121069588944e-20,3.1111425521672643e-19,2.0319997917694116e-18,6.2617437500719475e-21,1.1889051632697558e-22,1.0001537387335426e-20,3.1356591878982164e-25,6.0495024499507575e-22,2.9630047428153611e-23,2.5786831354893979e-22,1.2384962638938946e-21,3.3647083286419659e-27,7.1840101498233374e-24,3.8772605242067492e-24,2.5099044185138071e-25,4.6523728361483382e-29,2.6837622746858318e-29,1.9062885805569082e-30,9.6817830106070487e-23,4.8794780604107135e-41,6.1705910484095896e-40,4.755902336847224e-40
1.1375022833712614e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582626333,0.66999999999427406,1.6555375249961505e-21,1.4140110792691576e-24,2.4339622064081148e-18,4.4320841883602948e-32,8.6664658571720916e-36,1.454058625973323e-39,0.0,2.3588867334618989e-40,0.0,5.7254198393944621e-12,5.7255721828037962e-12,7.722674131150658e-17,2.0804452749662973e-20,3.1242377334645321e-19,2.1182695739809222e-18,6.5126907390178174e-21,9.1200449258986445e-23,1.0755314580136882e-20,3.3536619527422107e-25,6.0523121836114967e-22,2.9963720166220284e-23,2.6245262844732495e-22,1.2982248627838667e-21,2.918534654313863e-27,7.5047704573693255e-24,4.1660869622596988e-24,2.6956474196589835e-25,5.0226091883816709e-29,2.8973402637224701e-29,2.0114961798091525e-30,9.9732146984719595e-23,5.4112454170862039e-41,6.8811750743372194e-40,5.2672085151655248e-40
