Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),H2OX(23),CHOX(53),CO2X(24),COX(50)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.32665673491436e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,-6.3264022832898282e-123,9.4126600218333405e-66,8.33154498968063e-42,8.6232932895876489e-92,2.4289216794497588e-58,4.2901428505863314e-141,7.450158747785614e-25,-5.4758968887194083e-119,7.4501587477855727e-25,8.0094001415676901e-81,2.6407585003094177e-74,1.8929721438201242e-119,1.1438213402911487e-120,1.8480985336559768e-56,5.257761444879501e-96,2.9546266505694332e-18,1.4206107501034378e-19,5.475801395015203e-23,5.4758013950378042e-23,1.130407457437758e-34,3.3702561420194619e-42,5.2076391564572889e-48,6.643697345726708e-38,1.7229030406374626e-78,5.8518134913313754e-58,2.462945922869374e-54,-1.2270176458948042e-111,-7.004593035243127e-111,1.6756166938084396e-109
2.0514638857760205e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,1.1465506729178108e-120,2.1055758522230691e-64,5.0322562095716506e-41,9.5324683334853981e-90,3.6705864419915458e-57,1.548570468354717e-138,2.0860444493799847e-24,1.0569573113232056e-117,2.0860444493799605e-24,2.2587789903285487e-79,8.3029672693421164e-73,3.785524865665194e-117,2.2873892463545983e-118,2.1940625767711101e-55,2.7215687474041948e-94,8.2729546215944087e-18,3.9777101002896261e-19,1.5332243906005961e-22,1.5332243906142478e-22,6.8276608463568246e-34,4.0011679839926303e-41,6.1848318618531404e-47,4.0127931920551829e-37,1.0485132888656106e-76,6.9472768149640305e-57,2.9240093964418154e-53,1.2422371183986374e-109,7.0914754194980397e-109,3.3508621245402397e-107
4.68906031034519e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,4.8438879399282526e-118,4.1602643439002876e-63,2.4228178367056897e-40,8.6310977814161666e-88,3.9486493958207079e-56,5.6114285408399915e-136,4.7681015985828828e-24,1.1160441964955397e-115,4.7681015985827667e-24,4.9133376829723399e-78,1.8523463189409156e-71,6.8587225950995668e-115,4.1443574838889431e-116,2.1541436434350823e-54,1.1883434264177594e-92,1.8909610563644341e-17,9.0919088006620029e-19,3.5045128927841065e-22,3.5045128928498326e-22,3.2872245913781674e-33,3.9283702249179909e-40,6.077224431810778e-46,1.931987180991701e-36,4.7372689460614619e-75,6.8208857034669934e-56,2.8708097578115525e-52,2.6034928817688574e-107,1.4862384567619435e-106,6.0711881658933712e-105
9.964253159483528e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996528,0.022821567693054285,1.5605185271636813e-115,7.4029691375139853e-62,1.0581109191856818e-39,6.5425328110910852e-86,3.6294890870762925e-55,1.7041701149297674e-133,1.0132215896988879e-23,8.8213999041513611e-114,1.0132215896988372e-23,9.1085000074290918e-77,3.4692396352597965e-70,1.0409276103773926e-112,6.2897661660469445e-114,1.9053156487298828e-53,4.4239046232567697e-91,4.0182922447744132e-17,1.9320306201406754e-18,7.4470898970925589e-22,7.4470898973796015e-22,1.4356171662667939e-32,3.4745985703146867e-39,5.3839881482216662e-45,8.4374955552347779e-36,1.7915693662558644e-73,6.0330106227596183e-55,2.5391987078829293e-51,4.1906392752901156e-105,2.3922820355473216e-104,9.2140588889029458e-103
2.0514638857760207e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996524,0.022821567693054285,4.4781312982346116e-113,1.2486190234110385e-60,4.4174275029851446e-39,4.5596965185514604e-84,3.1051043277550277e-54,4.754928494916257e-131,2.0860444493801687e-23,6.2522958534369298e-112,2.0860444493799565e-23,1.5655184280401422e-75,5.9922486721898027e-69,1.4517594210866169e-110,8.7722020208590895e-112,1.601532591517351e-52,1.5241022186130252e-89,8.2729546215943406e-17,3.9777101002896261e-18,1.5332243905475182e-21,1.5332243906673536e-21,5.9934175972231863e-32,2.9206087751984217e-38,4.5402896417179396e-44,3.5224882662499718e-35,6.2356892284421391e-72,5.0711332738268747e-54,2.1343494919620178e-50,6.0105232534499414e-103,3.431186953889355e-102,1.2850650385145186e-100
4.161541025431356e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996516,0.022821567693054282,1.2185914961191832e-110,2.0508605270657282e-59,1.8046818268015092e-38,3.058267889702781e-82,2.5673603048282044e-53,1.2762299780816729e-128,4.2316901687430549e-23,4.2075084845886911e-110,4.2316901687421874e-23,2.5947319846017541e-74,9.9562105952288233e-68,1.9479948986474176e-108,1.1770686338126482e-109,1.3130331542539017e-51,5.0579395818917206e-88,1.678227937523407e-16,8.0690690605875229e-18,3.1102551921303326e-21,3.1102551926198991e-21,2.4485054474548786e-31,2.3944904089086376e-37,3.7465484954952497e-43,1.4390513636091224e-34,2.0900028988917872e-70,4.1576613406483372e-53,1.7498686323276256e-49,8.1763741212881297e-101,4.6675916649710699e-100,1.7243216077295365e-98
8.381695304742028e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.11866996602996499,0.022821567693054278,3.245989442216639e-108,3.3245332258680287e-58,7.2949624956923187e-38,2.0223075989569668e-80,2.0877347619366158e-52,3.3762261088377758e-126,8.5229816074701233e-23,2.7607002137210567e-108,8.5229816074666179e-23,4.2248483959513635e-73,1.6231135451320287e-66,2.576539034287797e-106,1.5568640771440296e-107,1.0633282508369806e-50,1.6480559730537543e-86,3.380092888251302e-16,1.625178698118331e-17,6.2643167949211198e-21,6.2643167969000264e-21,9.8972407879914512e-31,1.9391185992261798e-36,3.0731590587498274e-42,5.8168754608340922e-34,6.908671675429195e-69,3.3670465703167242e-52,1.417088933177972e-48,1.0888928576561319e-98,6.2160893814876877e-98,2.2806948475388074e-96
1.682200386336337e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996464,0.022821567693054271,8.6328944447141706e-106,5.3540579227873246e-57,2.9333929709578998e-37,1.3398627504030328e-78,1.6838337183895752e-51,8.9473772430026858e-124,1.7105564484929455e-22,1.7888926529062028e-106,1.710556448491536e-22,6.8189223424198738e-72,2.6213325052857433e-65,3.4140810182533949e-104,2.0629456879649342e-105,8.5585901908983104e-50,5.321472868224631e-85,6.7838227897068914e-16,3.2617222822374839e-17,1.2572439999003325e-20,1.2572440006960428e-20,3.9796291800777937e-30,1.5607684259893645e-35,2.5364992945982561e-41,2.3389398499522385e-33,2.2887089347957291e-67,2.7101960333441371e-51,1.1405963709449995e-47,1.4479778444267928e-96,8.2659737107811824e-96,3.0220683165157842e-94
3.3702620980606053e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999859,0.11866996602996396,0.022821567693054254,2.3331814250887813e-103,8.5944474864696137e-56,1.1765185409856285e-36,9.0364526071168375e-77,1.3525468126162112e-50,2.4132754960162285e-121,3.4270730239868879e-22,1.1519967905029371e-104,3.4270730239812361e-22,1.0957825139087285e-70,4.2137147821074743e-64,4.6045124570478972e-102,2.7822594298448024e-103,6.8677285894464491e-49,1.7105399017134749e-83,1.3591282592617271e-15,6.5348094504757723e-17,2.5188686401170255e-20,2.5188686433081867e-20,1.5960030292745629e-29,1.2524136783931277e-34,2.1364130015218217e-40,9.3801933963547074e-33,7.7199688032258495e-66,2.1749285843309682e-50,9.1525661672752332e-47,1.9568166742897892e-94,1.1170747786858343e-93,4.0758116503226019e-92
6.7463855215091425e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999714,0.1186699660299626,0.022821567693054223,6.5488433614547599e-101,1.377352156590263e-54,4.7129859367592827e-36,6.3344550209210978e-75,1.0842336807422714e-49,6.7638652523829972e-119,6.8601061749830811e-22,7.3955992972471726e-103,6.860106174960442e-22,1.7570646751588497e-69,6.7576494316382289e-63,6.4536067979324143e-100,3.899567759961756e-101,5.5025385052100013e-48,5.4860274996450585e-82,2.7206202198434813e-15,1.3080983786952284e-16,5.0421179181514184e-20,5.042117930932761e-20,6.3922866382455687e-29,1.0034474822863327e-33,1.8736256679782523e-39,3.7569688251579137e-32,2.7073499649797901e-64,1.7428570477264668e-49,7.333188412104761e-46,2.7466042232803029e-92,1.567935509048054e-91,5.7125886709915082e-90
1.3498632368406217e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999431,0.11866996602995988,0.022821567693054157,1.9643249393124742e-98,2.2055567172472466e-53,1.8870430724687467e-35,4.7468328039691638e-73,8.6826629474707624e-49,2.0260440576005489e-116,1.3726172477008692e-21,4.7404990749005007e-101,1.3726172476918075e-21,2.8143570798661442e-68,1.0824815098307478e-61,9.6677691757081662e-98,5.8417133226944462e-99,4.405373920917805e-47,1.7574991746528936e-80,5.4436041410057073e-15,2.6173332459905046e-16,1.0088616464624237e-19,1.0088616515783317e-19,2.5585403588331976e-28,8.0335609220015723e-33,1.7592638083474239e-38,1.5037656507386057e-31,1.0153473728687497e-62,1.3957737232030075e-48,5.871006063217269e-45,4.1201642983480645e-90,2.3520505920508263e-89,8.5576934072040746e-88
2.7003126062200363e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999886,0.11866996602995444,0.022821567693054025,6.4932282358715081e-96,3.53032296950011e-52,7.5555953410053469e-35,3.9206422693549174e-71,6.9496494529273568e-48,6.687408167276875e-114,2.7458305081192825e-21,3.0362624767520966e-99,2.7458305080830234e-21,4.5054155850165427e-67,1.7329755237091742e-60,1.5960241274166462e-95,9.6439159346450887e-97,3.5256337586252144e-46,5.627151865744295e-79,1.0889571983325025e-14,5.23580298058095e-16,2.0181613519185998e-19,2.0181613723892177e-19,1.0237172602421439e-27,6.429097713317943e-32,1.8228437031501462e-37,6.0170135566414949e-31,4.1983845938137648e-61,1.1177287792225754e-47,4.6985834726805528e-44,6.8118699292623592e-88,3.888646774170944e-87,1.4127649043434315e-85
5.401211344978866e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997716,0.11866996602994355,0.022821567693053765,2.4108983587500905e-93,5.64965287035233e-51,3.0267024755380519e-34,3.6376325758241228e-69,5.561127504652149e-47,2.4793903443377544e-111,5.4922570290092711e-21,1.9439580918410805e-97,5.4922570288642132e-21,7.2106208495008107e-66,2.7735599643982174e-59,2.9596522581898158e-93,1.788358743762872e-94,2.821035854781013e-45,1.801193460064791e-77,2.1781507667943119e-14,1.0472742449761421e-15,4.0367607474774026e-19,4.0367608293757756e-19,4.095278437512701e-27,5.1439468031719043e-31,2.1224570241995921e-36,2.4071909926333444e-30,1.9502838178956539e-59,8.9544991489287603e-47,3.7595715411688721e-43,1.2650249579378057e-85,7.2215644608849991e-85,2.6198180031651999e-83
1.0803008822496526e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995435,0.11866996602992176,0.022821567693053241,1.0002754696232153e-90,9.0403217790648226e-50,1.2139571032034787e-33,3.7718006577746846e-67,4.4494651862298194e-46,1.0274591922466419e-108,1.09851100710019e-20,1.2443732500586001e-95,1.0985110070421621e-20,1.1538558154305181e-64,4.4383186333231194e-58,6.1341272438311404e-91,3.7065231725254186e-92,2.2570320614041781e-44,5.7646268983750523e-76,4.3565379037097134e-14,2.0946621388120666e-15,8.0739594771808102e-19,8.0739598048215367e-19,1.6380389500059739e-26,4.115055144350023e-30,2.7602911344803649e-35,9.6294977540686294e-30,1.0122672131775912e-57,7.1818313040035478e-46,3.0079282273758719e-42,2.6250220588912665e-83,1.4985293520561124e-82,5.42979202947825e-81
2.1606603777531842e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319990866,0.1186699660298782,0.022821567693052193,4.5212383855295885e-88,1.4465114808206327e-48,4.8814387307792004e-33,4.2611406624157652e-65,3.55979733465053e-45,4.6402817636940894e-106,2.1970816155837763e-20,7.9647568980274706e-94,2.1970816153516551e-20,1.8462944464675215e-63,7.1017545158385455e-57,1.3854363974691889e-88,8.371446367488424e-90,1.8056939098050823e-43,1.8448098196301531e-74,8.713312177507653e-14,4.1894379264832384e-15,1.6148356690930845e-18,1.6148358001711601e-18,6.5507769554214695e-26,3.2914117708037896e-29,3.9072903044544537e-34,3.8519159346414029e-29,5.7225523821459701e-56,5.7738124449967399e-45,2.4064334800235775e-41,5.9337148634477457e-81,3.3873429328585333e-80,1.2263571509244377e-78
