Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),H2OX(23),CHOX(53),CO2X(24),COX(50)
4.3213793687602476e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319981734,0.11866996602979106,0.022821567693050097,2.1605152144631749e-85,2.3144337824635352e-47,1.9729315227377752e-32,5.089864139825941e-63,2.8479277829941834e-44,2.216319661740963e-103,4.394222832891192e-20,5.0976899420932929e-92,4.3942228319626879e-20,2.9541710689504147e-62,1.1362991835678384e-55,3.3089637172865362e-86,1.9994283502004606e-87,1.4445614818333761e-42,5.9035978507849221e-73,1.742686072497207e-13,8.3789895018228716e-15,3.2297150135803852e-18,3.2297155380348808e-18,2.619048620352724e-25,2.631930937663353e-28,5.8424053553517457e-33,1.5407657984086355e-28,3.4194029943723863e-54,4.6640495369422562e-44,1.925155136197888e-40,1.4179088559529243e-78,8.0943355166787975e-78,2.9290197449308229e-76
8.642817350774375e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319963471,0.11866996602961678,0.022821567693045906,1.0659588227679857e-82,3.7030021159344202e-46,8.0541101916385093e-32,6.2776474399171898e-61,2.2783779342653382e-43,1.093218125932196e-100,8.788505268866987e-20,3.2625997784017811e-90,8.7885052651529383e-20,4.7267531557904316e-61,1.8180386929126132e-54,8.1612205626431142e-84,4.9313840305318982e-85,1.1556182075226376e-41,1.8891841369652207e-71,3.4853957819375056e-13,1.6758092652491302e-14,6.4594733095042062e-18,6.4594754083943137e-18,1.0465791936924582e-24,2.1035548903158904e-27,9.0143919015283973e-32,6.1628705153896875e-28,2.1092428507592308e-52,3.8030110507322865e-43,1.540082639744426e-39,3.4980763472515849e-76,1.996930538525623e-75,7.2241249338973239e-74
1.7285693314802629e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319926939,0.11866996602926823,0.022821567693037528,5.347522289728185e-80,5.9243962247562974e-45,3.3511401079382671e-31,7.8728667191349291e-59,1.8227162166070101e-42,5.4837718726666932e-98,1.7577070146262458e-19,2.0880884324302497e-88,1.7577070131406176e-19,7.5628669433676598e-60,2.9086546666798712e-53,2.0468781387700758e-81,1.2368169670950229e-82,9.2442855034517453e-41,6.0454404502266325e-70,6.9708152006077649e-13,3.3516298953784814e-14,1.291898832914911e-17,1.2918996733135507e-17,4.1779543046911199e-24,1.6796388727151293e-26,1.4136996416979207e-30,2.4649564689752871e-27,1.3227911985600341e-50,3.1568795840744575e-42,1.2319778370225175e-38,8.7745418257739076e-74,5.0090999547905322e-73,1.8118481549666773e-71
3.457144524285914e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319853876,0.11866996602857113,0.02282156769302077,2.702388701695693e-77,9.4776409471962786e-44,1.4434645897861411e-30,9.9462974494421878e-57,1.4581778584847173e-41,2.7713410273537229e-95,3.5154199922828842e-19,1.3363838781104322e-86,3.5154199863403614e-19,1.2100631303803339e-58,4.6531210493992968e-52,5.1717586916174396e-79,3.12500829680198e-80,7.3943065723612333e-40,1.9345483008334315e-68,1.3941654037106935e-12,6.7032711556198439e-14,2.5838012079631097e-17,2.5838045762361097e-17,1.6645164217430515e-23,1.3385988591881838e-25,2.2329116672003606e-29,9.8582171206150164e-27,8.3563267053116067e-49,2.7076456705333402e-41,9.8543229034340161e-38,2.2171386366996257e-71,1.2657013685243803e-70,4.5779117719955575e-69
6.914294909897216e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319707748,0.11866996602717694,0.022821567692987255,1.3671057940112124e-74,1.5159697557236325e-42,6.5887624178544785e-30,1.2579276062968549e-54,1.166543180872066e-40,1.4022447417428082e-92,7.0308459563063602e-19,8.5528726648223303e-85,7.0308459325362324e-19,1.9361028414226886e-57,7.4426195043752846e-51,1.3081622468608825e-76,7.9044832418235636e-78,5.9136248160295685e-39,6.1905609755110379e-67,2.7883331706739875e-12,1.3406553676033213e-13,5.167603442538811e-17,5.1676169684283156e-17,6.6053098062713227e-23,1.0627826616856273e-24,3.5300938074495223e-28,3.9419854028617612e-26,5.2842497323185182e-47,2.4544053950394308e-40,7.8810246565071423e-37,5.6080486264808581e-69,3.2015218575569735e-68,1.1579491465173762e-66
1.3828595681119819e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319415498,0.11866996602438855,0.022821567692920222,6.8831736995267829e-72,2.4240981623154081e-41,3.2731534081625161e-29,1.5833929664743943e-52,9.3323320633742547e-40,7.0630783958848492e-90,1.4061697919193964e-18,5.4738340328455416e-83,1.4061697824113508e-18,3.0977605637522052e-56,1.1900560243751964e-49,3.2933275753937662e-74,1.9899616293681961e-75,4.7279792379592159e-38,1.9809771091069425e-65,5.5766687032544149e-12,2.6813118716582541e-13,1.0335197849627008e-16,1.0335252366426381e-16,2.6008380775374419e-22,8.3754454982876165e-24,5.5536583442020813e-27,1.5757509643736749e-25,3.3255994159790395e-45,2.4150107708416464e-39,6.3009153313548567e-36,1.4117300811627728e-66,8.0595162589043103e-66,2.9151454368649582e-64
2.7657197223565027e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318830999,0.11866996601881177,0.022821567692786156,3.4220585170919651e-69,3.8739096158385458e-40,1.7976443593237556e-28,1.9680832904726932e-50,7.4658331614969243e-39,3.5145620690935151e-87,2.8123401984331565e-18,3.5032401347700811e-81,2.812340160401019e-18,4.9563962799899735e-55,1.901648942374155e-48,8.1873964153010746e-72,4.9471080003949445e-73,3.7777145789542217e-37,6.3391009580441976e-64,1.115333976303063e-11,5.3626248796571531e-13,2.0670346415707752e-16,2.0670567651028885e-16,1.0087127669642517e-21,6.5058152213177221e-23,8.6260155497428523e-26,6.2946677363452601e-25,2.0665720494954502e-43,2.6245947999238428e-38,5.0344908302566276e-35,3.5090063556743894e-64,2.0033954889594861e-63,7.2471284081684376e-62
5.531440030845544e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317661996,0.11866996600765822,0.022821567692518023,1.6585147877127116e-66,6.1834322246487836e-39,1.0781649643128531e-27,2.3847798493092917e-48,5.9726101167874654e-38,1.706324609383318e-84,5.6246810672051627e-18,2.2420536844157419e-79,5.6246809150772121e-18,7.9301617558094775e-54,3.0348538969552772e-47,1.9844224586169845e-69,1.1990334887475007e-70,3.0147266042675869e-36,2.0284941345798998e-62,2.2306681861044497e-11,1.0725250895211175e-12,4.1340482556740486e-16,4.1341390841559164e-16,3.8023281447733639e-21,4.9177641690175554e-22,1.305721081192515e-24,2.5112216457325694e-24,1.251798981524251e-41,3.1210539752276416e-37,4.0176398493040372e-34,8.5018406572196665e-62,4.8545169341014462e-61,1.7564830329343105e-59
1.1062880647823627e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315323994,0.11866996598535112,0.022821567691981761,7.673722728292931e-64,9.8463868878464156e-38,6.7638080671003984e-27,2.7589152933791467e-46,4.7779960635244871e-37,7.9222959528857184e-82,1.1249363027723027e-17,1.4348879680704199e-77,1.1249362419217035e-17,1.2688022437558093e-52,4.8310212861444442e-46,4.5925733944078639e-67,2.7748308359032843e-68,2.3999533352246055e-35,6.4910622670843446e-61,4.4613365970917971e-11,2.1450502924544316e-12,8.2680110884327012e-16,8.2683904061400823e-16,1.3622161403136046e-20,3.5404685746404988e-21,1.8859582279984815e-23,9.992111739020577e-24,7.2380790039667419e-40,3.8987521151056955e-36,3.1982998688470988e-33,1.9662297214612309e-59,1.1229492884378865e-58,4.0648574476446195e-57
2.2125761881779792e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310647984,0.11866996594073692,0.022821567690909237,3.2899815277686021e-61,1.5605574899854396e-36,4.1807680142207596e-26,2.9578867605674291e-44,3.8222489001104758e-36,3.4196678940572628e-79,2.2498727840627279e-17,9.1829424773649278e-76,2.2498725406646534e-17,2.0300075507265854e-51,7.6516044722238481e-45,9.8517076063603857e-65,5.9519384102083074e-66,1.9013047087860535e-34,2.0770633653474583e-59,8.9226733846047936e-11,4.2901006976113856e-12,1.6535679180187807e-15,1.6537293713198563e-15,4.4935929997086921e-20,2.3536587947787325e-20,2.5221956473935801e-22,3.9552398829042433e-23,3.8773678629064043e-38,4.823749493779286e-35,2.5336972936643389e-32,4.2123170751487138e-57,2.4068166305070821e-56,8.7188570620683815e-55
4.425152434969212e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675630129597,0.1186699658515085,0.022821567688764186,1.2653409459152922e-58,2.4506230286752203e-35,2.4075217396030471e-25,2.8453423281756747e-42,3.0575621348174362e-35,1.3325890931303961e-76,4.499746103368592e-17,5.8766465250331415e-74,4.4997451298105866e-17,3.2477684523976115e-50,1.1999910596768726e-43,1.8966791701343003e-62,1.1457081365839485e-63,1.4920182209377297e-33,6.6461121412140558e-58,1.7845346821783982e-10,8.580201505088682e-12,3.3069985132878403e-15,3.3076939256036876e-15,1.321323606897192e-19,1.3973391453841704e-19,3.0228930672630971e-21,1.5497650325486655e-22,1.8629081820627525e-36,5.5889237408467448e-34,1.9881554986892279e-31,8.090835213570474e-55,4.6271182199998783e-54,1.6782620138146587e-52
6.637728681760445e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756291943957,0.11866996576228009,0.022821567686619134,1.0190558987445893e-57,8.9396625621012853e-35,5.865275368471749e-25,1.7246593469513985e-41,9.0767376134130677e-35,1.0709073046814929e-75,6.7496197793770008e-17,3.3365022517184383e-73,6.7496177106165542e-17,1.2286524202566963e-49,4.5338235490487885e-43,1.3333973976551412e-61,8.0541604534650336e-63,4.2195798202499357e-33,3.1003029792391294e-57,2.6768020121116371e-10,1.2870302309729369e-11,4.9603260918971622e-15,4.9618557130449192e-15,2.3225389152790211e-19,3.4206589920983986e-19,9.8053209651719786e-21,3.246884835380376e-22,9.5278630407371562e-36,1.8029647703698827e-33,5.6225057628211882e-31,5.7201430299969436e-54,3.2722956665708317e-53,1.1797819710760202e-51
1.1062881175342912e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675627323993,0.11866996558382328,0.022821567682329034,1.1862942933429701e-55,6.667501920334908e-34,1.9166917854380281e-24,5.3698196823591436e-40,4.2510953853103802e-34,1.0764816270284939e-73,1.1249368558025333e-16,8.9680948082587529e-72,1.1249362838870116e-16,9.6952653850887039e-49,3.5929062410928492e-42,7.2583229573224541e-60,4.3825092037397656e-61,1.8773587678534472e-32,4.1540268049519583e-56,4.4613366168393992e-10,2.1450503907691417e-11,8.2665692338524147e-15,8.2710158023827173e-15,4.5093816258120566e-19,1.110068513758231e-18,5.3825000476275752e-20,8.6625335039260966e-22,1.7192837762554749e-34,9.9338806084069859e-33,2.501274000149247e-30,3.7631725277192462e-52,2.15600287608539e-51,6.419148261656053e-50
1.5000764210685249e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756256595472,0.118669965425017,0.022821567678511331,6.8724188232854602e-55,1.7856145899644924e-33,3.6181675102985086e-24,2.2440081410021727e-39,9.7123292243571821e-34,5.5322192557350677e-73,1.525363493895093e-16,3.8101343778768017e-71,1.5253624819245722e-16,2.682329471796255e-48,1.0145640188526022e-41,3.3435515059733028e-59,2.0184136377505214e-60,4.1113565628067451e-32,1.3527008422813062e-55,6.0493696537946487e-10,2.908590863598668e-11,1.1208424920130432e-14,1.1216471384213482e-14,6.5113838530588522e-19,2.0792430129162629e-18,1.2696603759730309e-19,1.4979587154988437e-21,6.3708600677678236e-34,2.3547183414387981e-32,5.4773857896091398e-30,2.0386237286282658e-51,1.1681629357361818e-50,2.9563772464924249e-49
1.8938647246027584e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756239951013,0.11866996526621071,0.022821567674693628,2.8124779703111142e-54,3.9437181948596293e-33,5.87721951703568e-24,7.1763275082679144e-39,1.8619555786963036e-33,2.358575297559527e-72,1.9257902519220428e-16,1.1482277022597933e-70,1.9257886771571266e-16,6.1147851809391361e-48,2.2743633577474169e-41,1.2410469689018986e-58,7.4911494136849421e-60,7.6000145425712928e-32,3.6209592351194698e-55,7.6374026443847261e-10,3.6721313354787586e-11,1.4149934231970744e-14,1.4162666229223295e-14,8.5344068006406951e-19,3.3446882595951732e-18,2.4829319679733702e-19,2.278003515529639e-21,1.7287334299566946e-33,4.6371272116112058e-32,1.0124533711875051e-29,7.1154016368585634e-51,4.0802241478268279e-50,1.0972061323249029e-48
2.287653028136992e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756223306555,0.11866996510740442,0.022821567670875925,9.0938785789171773e-54,7.448988268997527e-33,8.6611535304933171e-24,1.8487738451879003e-38,3.1559753153555021e-33,7.5681904976920053e-72,2.3262171224773629e-16,2.9671420816067506e-70,2.3262148697577511e-16,1.1880906636812858e-47,4.4063438125794943e-41,3.5488210908915881e-58,2.141830751518333e-59,1.2455071731116824e-31,7.9788137887637024e-55,9.2254355914679446e-10,4.4356718064681609e-11,1.7091118557828547e-14,1.7109565058018282e-14,1.0565931039008617e-18,4.8799776733527198e-18,4.2408517391146721e-19,3.1888856621336824e-21,4.0012067018477524e-33,7.9772409196065745e-32,1.659132350523558e-29,2.1179693238371081e-50,1.2149298834241403e-49,3.1370171259986612e-48
3.0752296352054594e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756190017639,0.11866996478979189,0.022821567663240519,5.8296613183201961e-53,1.8744207529765524e-32,1.5425020420194429e-23,7.51069574667315e-38,6.9479143780991912e-33,4.3567776987970083e-71,3.1270711195418012e-16,1.2988531588774458e-69,3.1270672489719255e-16,3.135902843650833e-47,1.1863017181649566e-40,1.6368461776874906e-57,9.8743551430649694e-59,2.5780869944046139e-31,2.4917781207392136e-54,1.2401501386661292e-09,5.9627527464226238e-11,2.2972748004975692e-14,2.3004991015942368e-14,1.463466483548306e-18,8.5400419747485982e-18,9.252135490229968e-19,5.2858689592260525e-21,1.433535134210629e-32,1.7620335709988733e-31,3.4339210590556532e-29,1.2761810665497384e-49,7.3208862172820981e-49,1.4462029324571165e-47
