Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24),CHOX(53),COX(50)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.221231717221183e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,-4.0441369303252705e-121,1.1666465443071052e-72,8.0938536717051553e-42,3.2846346930744454e-91,1.3461830650297784e-59,1.5874371672941974e-140,7.3429566300639534e-25,-2.9057843527524235e-120,7.3429566300639433e-25,4.3751811482963199e-82,4.4965450940808756e-76,7.1066279214101408e-119,4.2941533506203037e-120,1.3270646699545955e-57,2.8307555125763498e-97,2.9121118203838406e-18,1.400169241939002e-19,5.3970087778511433e-23,5.3970087779424228e-23,4.5642348463132102e-34,5.5747250100245203e-41,3.5791736054338143e-46,6.4538773252185028e-38,1.1503065457375531e-76,5.6030657260858615e-58,-4.5430395662131402e-109,-1.9154868676322143e-110,6.2906284282487348e-109
2.0219448808219312e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,7.3271987592413482e-119,3.641745462763414e-71,4.8888963340304952e-41,3.6299276749375621e-89,2.0343518478460411e-58,5.7284270587494453e-138,2.0560278564179098e-24,5.6087270544597247e-119,2.0560278564179042e-24,1.2338710867021612e-80,1.4137857019270466e-74,1.4207731693057592e-116,8.5849687541510977e-118,1.5754911536608893e-56,1.4652805790499106e-95,8.1539130970747493e-18,3.9204738774292058e-19,1.5111624577835344e-22,1.5111624578386663e-22,2.7567975220306925e-33,6.6183128132860034e-40,4.2495731331133946e-45,3.8981418436161735e-37,6.9984887273950094e-75,6.6522197054141707e-57,4.598080462636241e-107,1.9386938745998435e-108,1.2576367002028177e-106
4.6215882990215566e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,3.0936996321606968e-116,8.1079403968313194e-70,2.3540057221393073e-40,3.2847026651598596e-87,2.1884628850466303e-57,2.0745146779601074e-135,4.6994922432409511e-24,5.9222715033292902e-117,4.6994922432409224e-24,2.6839391246388103e-79,3.1540780278422546e-73,2.5726467266505081e-114,1.5545121656646496e-115,1.5468265095205371e-55,6.3979884600912737e-94,1.8637515650456547e-17,8.9610831484096137e-19,3.4540856177212305e-22,3.4540856179866675e-22,1.3272790055942663e-32,6.4978972439782586e-39,4.1730572633274757e-44,1.8767874349498385e-36,3.1600501104627006e-73,6.5317396438983114e-56,9.6308916687314258e-105,4.0606840184602825e-106,2.2772494652332816e-104
9.820875135420809e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996528,0.022821567693054285,9.9546398798648447e-114,1.5173265514035184e-68,1.0282429263758418e-39,2.4868499926530305e-85,2.0115744301584527e-56,6.2926374033699508e-133,9.9864210168870763e-24,4.6810624079976106e-115,9.9864210168869529e-24,4.9755708059877945e-78,5.907238697678241e-72,3.899717293607906e-112,2.3563895938560135e-113,1.3681504456014643e-54,2.3818106868246907e-92,3.9604720757220064e-17,1.9042301690370426e-18,7.3399319373600433e-22,7.3399319385192772e-22,5.7965732151127799e-32,5.747313818153724e-38,3.692447087685467e-43,8.1964232603826254e-36,1.1936282869694962e-71,5.7782297306994743e-55,1.548324278524473e-102,6.5282184133587717e-104,3.4519427129416475e-102
2.0219448808219312e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996524,0.022821567693054285,2.8497132201077251e-111,2.6198753861457475e-67,4.2942728046302941e-39,1.7289783428219009e-83,1.7209442756590708e-55,1.7515389557799085e-130,2.0560278564179519e-23,3.3177712606254933e-113,2.0560278564178999e-23,8.5517349504044583e-77,1.0203284510446026e-70,5.4257685980800523e-110,3.278500388532827e-111,1.1500127440917424e-53,8.2056989489012178e-91,8.1539130970746812e-17,3.9204738774292058e-18,1.5111624575691355e-21,1.5111624580530939e-21,2.4199527797850201e-31,4.8309590105375506e-37,3.1061218322325226e-42,3.4218449094505669e-35,4.1443994582805936e-70,4.8585988549031291e-54,2.215335951969317e-100,9.3405501296214626e-102,4.8027692682449719e-100
4.1016596153816315e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996516,0.022821567693054282,7.7173842757432535e-109,4.3522277211966407e-66,1.7556262204963452e-38,1.1540939796290085e-81,1.4229100064829906e-54,4.6787398853243514e-128,4.1707993658765134e-23,2.2327079609108332e-111,4.1707993658763012e-23,1.4173873521572408e-75,1.6952905452492803e-69,7.2456033706844427e-108,4.3781287449141928e-109,9.4284969445941075e-53,2.7231723039842575e-89,1.6540795139779909e-16,7.952961294213526e-18,3.0655009848568737e-21,3.0655009868340026e-21,9.8862768440642433e-31,3.960704600886178e-36,2.5505181339657135e-41,1.3979349258564989e-34,1.3823553436264433e-68,3.9860764409502402e-53,2.9991049658800391e-98,1.264517201072447e-99,6.4136463919114776e-98
8.261089084501032e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.11866996602996499,0.022821567693054278,2.0362119956822576e-106,7.0946425585482105e-65,7.1068350812556572e-38,7.5593654794069778e-80,1.1570867854793213e-53,1.2261049469588475e-125,8.4003423847939331e-23,1.464961357708013e-109,8.4003423847930739e-23,2.3078478679435275e-74,2.7637500348655798e-68,9.4931810863923007e-106,5.7362191741193339e-107,7.6354374861042109e-52,8.8730604757419305e-88,3.3314559225189871e-16,1.601793612778216e-17,6.1741780379182472e-21,6.1741780459101372e-21,3.9961751022311821e-30,3.2074691746471408e-35,2.0718439638902377e-40,5.6506734757866264e-34,4.5259300156063586e-67,3.2324069480605464e-52,3.9561435541681691e-96,1.6680364956475756e-97,8.4031520200477587e-96
1.6579948022739835e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996466,0.022821567693054271,5.3155583122830261e-104,1.145738933385406e-63,2.8659208940965177e-37,4.9162211868231331e-78,9.3323240970531658e-53,3.1898486392389824e-123,1.6859428422629956e-22,9.4927315695634688e-108,1.68594284226265e-22,3.7248757590333759e-73,4.4634590919140277e-67,1.2348438603814762e-103,7.4614978481952643e-105,6.1456582559275465e-51,2.8650574562146828e-86,6.6862087396007854e-16,3.2147885794919389e-17,1.2391532137984597e-20,1.2391532170119762e-20,1.6068315125965355e-29,2.5816307581518242e-34,1.6778516591503486e-39,2.2721085353636067e-33,1.4715523037671521e-65,2.6087713261074531e-51,5.1635720811212478e-94,2.1771312520269929e-95,1.0930562240401608e-93
3.3217665899217438e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999859,0.11866996602996399,0.022821567693054254,1.3863909115830937e-101,1.8417008856536341e-62,1.1560146661871729e-36,3.1999553610422499e-76,7.4962302101355462e-52,8.304982554590757e-121,3.3777600498306749e-22,6.1130533820626172e-106,3.3777600498292883e-22,5.9857753337360799e-72,7.1748653516752972e-66,1.6075034696399e-101,9.7132795899350982e-103,4.9314939191231069e-50,9.2094711602610249e-85,1.3395714373763602e-15,6.4407785129193661e-17,2.482624031389169e-20,2.4826240442769117e-20,6.4440094090631948e-29,2.0715648403134551e-33,1.3628221408510977e-38,9.1121520682248229e-33,4.789210579291722e-64,2.1046872218880537e-50,6.7337279649887889e-92,2.8391717091759172e-93,1.4229261905318259e-91
