Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49)
2.5413288611086704e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998926,0.11866996602995508,0.022821567693054039,0.0,4.7203685748490195e-60,3.0594363581745979e-32,1.0845211415684877e-69,1.1387124429418134e-51,1.6427101360798639e-112,2.5841668486208293e-21,4.1469706800338811e-103,2.5841668486198915e-21,6.9475688268698982e-71,1.0644702390316763e-64,4.1621820907745708e-94,2.5149829663031203e-95,1.6523601953346677e-48,8.166452978611487e-83,1.0248436978222694e-14,4.9275395726330854e-16,1.8993393379551416e-19,1.8993406429609309e-19,6.4837645388296502e-26,2.7525253959655105e-28,3.0861945190232014e-32,5.3270602714309621e-31,6.3405534980846064e-56,3.9770914128235612e-45
5.083209345586368e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997849,0.11866996602994483,0.022821567693053792,0.0,7.5516153945129177e-59,2.4357344717151331e-31,6.9892961391123011e-68,9.1120008146819313e-51,4.2344921060325996e-110,5.1688946190672516e-21,2.6550841561419241e-101,5.168894619063499e-21,1.1119119543516336e-69,1.7029331342718725e-63,5.3645890213124648e-92,3.2415328582886504e-93,1.3216057617237701e-47,2.6139960915928971e-81,2.0499098492339999e-14,9.8561487219039652e-16,3.7990896458649966e-19,3.7990948776623374e-19,2.5830001398297881e-25,2.1937749794345707e-27,2.4863742095315302e-31,2.130248174025019e-30,2.043209626977774e-54,6.3330293873118303e-44
1.0166970314541763e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995701,0.11866996602992433,0.0228215676930533,0.0,1.2074230167630999e-57,1.9325068345070133e-30,4.5323004804918579e-66,7.2905143667528905e-50,1.0982856489080209e-107,1.0338350159961325e-20,1.6995797226184784e-99,1.033835015994631e-20,1.7792982838450862e-68,2.7228053867278842e-62,6.9571412697926005e-90,4.2038265997426501e-91,1.0565323920722824e-46,8.3659499459292763e-80,4.1000421520501837e-14,1.971336702044423e-15,7.5985863536746662e-19,7.5986073689462768e-19,1.0246435183247196e-24,1.7414807502787984e-26,2.0161027634405019e-30,8.5143120485861352e-30,6.6253747138155338e-53,1.0051445247298672e-42
2.0334492252452552e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991404,0.11866996602988332,0.022821567693052314,0.0,1.928791157960157e-56,1.5218791576834704e-29,2.9740331859716403e-64,5.8327659521739715e-49,2.8823264262007347e-105,2.0677261241754383e-20,1.0878333316443653e-97,2.0677261241694322e-20,2.8470633737985551e-67,4.3495144198581665e-61,9.1295286899466439e-88,5.5164835752434139e-89,8.4390495124772096e-46,2.677285159015487e-78,8.2003067576534412e-14,3.9427803617518759e-15,1.5197564137285999e-18,1.5197648876905125e-18,4.0312085151658638e-24,1.3718101749924814e-25,1.6549050782040309e-29,3.3999781171535951e-29,2.1741405614976198e-51,1.5839011321049034e-41
4.066953612827413e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982811,0.11866996602980132,0.022821567693050344,0.0,3.0759049488196155e-55,1.1809766592622003e-28,1.9929625243148421e-62,4.6663368702347042e-48,7.7241905566075692e-103,4.1355083405360149e-20,6.9624354034199809e-96,4.1355083405119889e-20,4.5554335966439431e-66,6.9362553750179862e-60,1.2233833181105307e-85,7.3922479551974433e-87,6.7297222341244336e-45,8.5675714877117527e-77,1.6400835968743523e-13,7.8856676811643846e-15,3.0395457176733971e-18,3.0395801300861825e-18,1.5609127592189018e-23,1.064657952433026e-24,1.3881553426456795e-28,1.3553333034452434e-28,7.2870320650131763e-50,2.4606031849172567e-40
8.133962387991729e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996562,0.11866996602963731,0.022821567693046402,0.0,4.888975879356314e-54,8.912940238990736e-28,1.380562710160314e-60,3.7330908535927808e-47,2.1394930514628508e-100,8.2710727732650293e-20,4.4560229084653952e-94,8.2710727731689254e-20,7.2887460678287628e-65,1.1024604398611012e-58,1.6945068139034234e-83,1.0238994057624749e-84,5.3494750426384197e-44,2.7416445284252162e-75,3.2801894390457937e-13,1.5771442319979803e-14,6.0790993146588873e-18,6.0792407423356259e-18,5.865939505259115e-23,8.0354624478830283e-24,1.2048086831429508e-27,5.384262553142891e-28,2.5251795127056115e-48,3.721063378350725e-39
1.6267979938320361e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319931241,0.11866996602930928,0.022821567693038516,0.0,7.7201866464546179e-53,6.4022396592907774e-27,9.9777010297123197e-59,2.9864359680685072e-46,6.1822857336715591e-98,1.6542201638754497e-19,2.8518337271098048e-92,1.6542201638370081e-19,1.1661864530859175e-63,1.7408379392584643e-57,2.4485936624508179e-81,1.4795535627464772e-82,4.2256166910556103e-43,8.7731705132941179e-74,6.5604011232023793e-13,3.1542991597572292e-14,1.2158106466660523e-17,1.2158697758872347e-17,2.0905307804611109e-22,5.7719096697724618e-23,1.0922632213438377e-26,2.1245780341904272e-27,9.130628099747739e-47,5.3643539695776879e-38
3.2536015038977627e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631986248,0.11866996602865322,0.022821567693022744,0.0,1.2037120953520924e-51,4.2471421700186864e-26,7.4767284701340148e-57,2.3890616793135587e-45,1.8523747951140931e-95,3.3084459369859187e-19,1.8251137754909426e-90,3.308445936832152e-19,1.8658332640204682e-62,2.7140805315588667e-56,3.6687675710593906e-79,2.2168390794305851e-80,3.2971932254006699e-42,2.8073188134791298e-72,1.3120824490770351e-12,6.3086090152603977e-14,2.4315720615953593e-17,2.431823783371393e-17,6.8413692497569835e-22,3.8287530270881274e-22,1.0280573599156749e-25,8.2738588796684872e-27,3.4226947182890589e-45,7.1599879525515773e-37
6.5072085240292155e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319724956,0.11866996602734112,0.0228215676929912,0.0,1.8321031709345036e-50,2.52476049870342e-25,5.6412018997078019e-55,1.9110986616718794e-44,5.5900795526402504e-93,6.6168974832571544e-19,1.1679857015174189e-88,6.6168974826420971e-19,2.9851060646290458e-61,4.130344832350491e-55,5.535918693061258e-77,3.3450581471963942e-78,2.5135500177458416e-41,8.9827484301558017e-71,2.6241671222925511e-12,1.2617228726205533e-13,4.8629348401063342e-17,4.8640162125718338e-17,1.9916302034987612e-21,2.2756985064291902e-21,9.763000062106681e-25,3.1426712134873462e-26,1.2913333143704702e-43,8.5908865035459404e-36
1.301442256429212e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631944991,0.1186699660247169,0.022821567692928115,0.0,2.6694981243195046e-49,1.3277666640167674e-24,4.124068610579348e-53,1.5286333421088936e-43,1.6351969525305545e-90,1.3233800576000785e-18,7.4739597971323308e-87,1.3233800573540622e-18,4.7754277335678093e-60,6.016365700709116e-54,8.095917419986885e-75,4.8919277585431219e-76,1.8370555187796124e-40,2.8740401900103796e-69,5.2483364675312697e-12,2.5234468147851671e-13,9.7250202760099153e-17,9.7296325949291345e-17,5.098908094504148e-21,1.1964010594952047e-20,9.0279290439126337e-24,1.1409098900747023e-25,4.7181911149577088e-42,9.1418650673202463e-35
2.602885064481793e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318899822,0.11866996601946846,0.022821567692801942,0.0,3.6176177239739515e-48,6.2717894101692465e-24,2.8500350789632612e-51,1.2225120672567733e-42,4.5228547319732908e-88,2.6467606762291936e-18,4.7818536678273013e-85,2.6467606752452472e-18,7.6382988002287157e-59,8.1473903809261708e-53,1.1194194924173222e-72,6.7640502280559542e-74,1.2516742190288332e-39,9.1941029603788121e-68,1.0496675153239452e-11,5.0468946990171545e-13,1.9446631337399451e-16,1.9465949086893062e-16,1.1722020698360613e-20,5.6475680302885428e-20,7.983513089133583e-23,3.841783883841238e-25,1.6290004393979497e-40,8.7390296198391409e-34
5.205770680586955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317799647,0.11866996600897158,0.022821567692549598,0.0,4.4132941835262144e-47,2.7488489539346851e-23,1.8465049312623843e-49,9.7737798847510881e-42,1.1729739911030424e-85,5.2935219138086596e-18,3.0584889855219602e-83,5.2935219098736435e-18,1.2213639661882062e-57,9.9268456578734723e-52,1.4512217493887155e-70,8.7689526401858727e-72,7.7028300650105287e-39,2.9403033231447853e-66,2.0993352505578806e-11,1.0093790467093995e-12,3.8879619607898819e-16,3.8959074984760667e-16,2.5151864228561508e-20,2.4719855305244296e-19,6.7762884766550554e-22,1.160222997322162e-24,5.2718886594103173e-39,7.7329698736709685e-33
1.041154191279728e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315599296,0.11866996598797783,0.022821567692044908,0.0,4.753720768963591e-46,1.1526811747899584e-22,1.1137461111340823e-47,7.8089283195139552e-41,2.8324263866701692e-83,1.0587044390249625e-17,1.955006508133895e-81,1.0587044374515552e-17,1.9517405967765023e-56,1.0667543727232534e-50,1.7516591450556193e-68,1.0584333634485192e-69,4.1980668249542118e-38,9.3974007878576816e-65,4.1986707133949455e-11,2.0187582001704884e-12,7.7704703809789239e-16,7.802747294230644e-16,5.2030287410700357e-20,1.0338372561192e-18,5.5881463668936473e-21,3.0818537877157101e-24,1.5880597535368502e-37,6.5257535928069212e-32
2.082308437721793e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311198594,0.11866996594599033,0.022821567691035528,0.0,4.5660059068928602e-45,4.7185116690616056e-22,6.1465124803133787e-46,6.2310331235382798e-40,6.2598661697306895e-81,2.1174089348236434e-17,1.2481063653490462e-79,2.1174089285347891e-17,3.1149919534121372e-55,1.0201975506835702e-49,1.9349008916472751e-66,1.1691563518696698e-67,2.0409340820707276e-37,2.9997828807155929e-63,8.3973416085458578e-11,4.0375165064766666e-12,1.5519164669292801e-15,1.5649367933560099e-15,1.0568010896017039e-19,4.2096788882633427e-18,4.5220117420935724e-20,7.2850982976183029e-24,4.3752055532570653e-36,5.3621226684265013e-31
3.123462684163858e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756306797892,0.11866996590400283,0.022821567690026148,0.0,1.4300870753082056e-44,1.0090781313573373e-21,3.2755264898033906e-45,1.8471235842569116e-39,4.5399168339865378e-80,3.1761134311328124e-17,7.0804654661599558e-79,3.1761134177728755e-17,1.1770481937313931e-54,3.1901684118418244e-49,1.2152798220605649e-65,7.3432808618737416e-67,4.6176330100985411e-37,1.3979833989210174e-62,1.2596012473173546e-10,6.0562748121671163e-12,2.3251570716852418e-15,2.3529008894156736e-15,1.5921734536367808e-19,8.9698778535860635e-18,1.2944435508687027e-19,1.1576010964968112e-23,1.9290157726643573e-35,1.5433732980301347e-30
4.1646169306059232e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302397189,0.11866996586201534,0.022821567689016768,0.0,3.21778840304295e-44,1.7265693097050076e-21,1.1480090911046193e-44,4.0185262705004028e-39,1.9987386428469736e-79,4.2348179279478289e-17,2.7205564540821771e-78,4.2348179051674309e-17,3.0601010711561179e-54,7.1642678626672204e-49,4.7964567876914876e-65,2.898240082472546e-66,8.1551579323087527e-37,4.2525875126180702e-62,1.6794683307278016e-10,8.0750331172419077e-12,3.096772276282904e-15,3.144174781887251e-15,2.1264204919588315e-19,1.5296397124809515e-17,2.7287390847217296e-19,1.5888274084347836e-23,5.9479429677683468e-35,3.2666623395927758e-30
6.246925423490054e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675629359578,0.11866996577804034,0.022821567686998011,0.0,9.6707159626801907e-44,3.5834459557599397e-21,7.0188401721794719e-44,1.1627098114460973e-38,1.6821137788768091e-78,6.3522269227545016e-17,2.0655658951916072e-77,6.3522268756336025e-17,1.1201669610671216e-53,2.1442237721321153e-48,3.4553479954631021e-64,2.0878797686453371e-65,1.7489649736111504e-36,1.9334569589778921e-61,2.5192024903850823e-10,1.2112549725946613e-11,4.6361985637636279e-15,4.7345139482955451e-15,3.192280696619689e-19,3.1570221303471634e-17,7.4336281652665207e-19,2.4522782411062871e-23,3.0523210873982209e-34,8.9505921722060637e-30
8.329233916374184e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675628479437,0.11866996569406535,0.022821567684979255,0.0,2.1575092755085075e-43,6.1000755855357138e-21,2.4506653450813435e-43,2.5358116196672563e-38,7.3655110620987559e-78,8.4696359194021099e-17,7.7887801724632542e-77,8.4696358393272393e-17,2.8986127622267499e-53,4.7666392107645453e-48,1.363154647754766e-63,8.2368045891934442e-65,3.0366964299510574e-36,5.7978376709672802e-61,3.3589366388178872e-10,1.6150066332387388e-11,6.169676013750044e-15,6.3370867325322502e-15,4.254022068107941e-19,5.3456634550719617e-17,1.5505595844716225e-18,3.3161439910283945e-23,9.1676301666043665e-34,1.8757130535147744e-29
1.0411542409258314e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756275992961,0.11866996561009036,0.022821567682960498,0.0,4.1042066117926313e-43,9.3210631350527504e-21,6.845220428629255e-43,4.7443024468489474e-38,2.560064798157751e-77,1.0587044918006806e-16,2.3786375363762697e-76,1.0587044795770034e-16,6.324360449834564e-53,9.0325178946758594e-48,4.2764006622177746e-63,2.5839966552754848e-64,4.7043822973392805e-36,1.4442042097769514e-60,4.1986707752244676e-10,2.0187582936402526e-11,7.6968024344045176e-15,7.9528155029661436e-15,5.3113661539289458e-19,8.1239824080232345e-17,2.8125000781713967e-18,4.1800425372436433e-23,2.25162531654317e-33,3.4174920414452466e-29
1.2493850902142444e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756267191551,0.11866996552611536,0.022821567680941741,0.0,7.0215371589875406e-43,1.3256293451923298e-20,1.660846260690273e-42,8.0080751393100972e-38,7.6733295695259713e-77,1.270445391858587e-16,6.3290823541797796e-76,1.2704453744836436e-16,1.2301749236203428e-52,1.538887477206312e-47,1.1595493030686684e-62,7.0065251531206356e-64,6.7593451097684255e-36,3.1824036728295968e-60,5.0384048993856798e-10,2.422509953794783e-11,9.2174886968360809e-15,9.5819951593885294e-15,6.3642512286375071e-19,1.1489227281256492e-16,4.6458373678736043e-18,5.0439079769520062e-23,4.8228496796852517e-33,5.6704006699094479e-29
1.6658467887910705e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756249588721,0.11866996535816539,0.022821567676904225,0.0,1.6958464276345291e-42,2.3250920235806418e-20,8.4778079456793311e-42,1.8875954833640258e-37,8.344087489335378e-76,1.6939271925559287e-16,4.1012813421702241e-75,1.6939271620891869e-16,3.9023163249227868e-52,3.6788115952184193e-47,8.5529713240387276e-62,5.1680911144069223e-63,1.2032666208321227e-35,1.3757307744788012e-59,6.7178731109951672e-10,3.23001327336336e-11,1.2239708120191976e-14,1.2880982599573372e-14,8.4567602587252593e-19,1.9902737361567753e-16,1.0636891760268661e-17,6.7715763539429653e-23,1.7249502170241941e-32,1.3123760744049582e-28
2.0823084873678965e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756231985896,0.11866996519021542,0.022821567672866708,0.0,3.3423514749116197e-42,3.6058678461909526e-20,2.6961158360646763e-41,3.6514782570434975e-37,3.9593468756534968e-75,2.1174089940184713e-16,1.4926382772193785e-74,2.1174089467588163e-16,9.3558480648334807e-52,7.1824073287053151e-47,3.3445347079238208e-61,2.0209179629554657e-62,1.8856847708987771e-35,4.0555792341792143e-59,8.3973412737271219e-10,4.0375165919460999e-11,1.5236562207978215e-14,1.6234299332062437e-14,1.0531706964168138e-18,3.0492790349191522e-16,2.0229815948511919e-17,8.4992314604597631e-23,4.4071024092840743e-32,2.5205590001636264e-28
2.4987701859447226e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675621438306,0.11866996502226544,0.022821567668829191,0.0,5.8058625485068861e-42,5.1655475558479213e-20,6.7606107295325208e-41,6.2413399906843817e-37,1.3415930879797601e-74,2.5408907962320682e-16,4.1898556887028283e-74,2.5408907284992511e-16,1.897275192507548e-51,1.2362580433817164e-46,9.7981628905685588e-61,5.920487512190517e-62,2.7234046709890678e-35,9.6685053542280333e-59,1.0076809387608469e-09,4.845019909543543e-11,1.8208268200657937e-14,1.9642263636252795e-14,1.2589241758423645e-18,4.3162387942445442e-16,3.4177337333071437e-17,1.022688880149948e-22,9.3747147039020691e-32,4.2981483810811004e-28
2.9152318845215487e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756196780219,0.1186699648543155,0.022821567664791674,0.0,9.2595069519153949e-42,7.0017746295816257e-20,1.4630415636350676e-40,9.8072378855071793e-37,3.7282928281988172e-74,2.964372599182531e-16,1.0052963447330856e-73,2.9643725073162993e-16,3.4433324687472948e-51,1.9538459393712003e-46,2.4119837516069778e-60,1.4574276881893319e-61,3.7167058572967562e-35,2.010508105824392e-58,1.1756277452648179e-09,5.6525232261558721e-11,2.1155038583854925e-14,2.3105195036802809e-14,1.4629511761254449e-18,5.7815833748117158e-16,5.322391947456353e-17,1.1954547664395921e-22,1.771149321155379e-31,6.754269811058186e-28
3.7481552816752e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756161574519,0.11866996451841559,0.02282156765671664,0.0,1.9801009999293106e-41,1.149540711606525e-19,5.1354330717102451e-40,2.0402081442784842e-36,2.0008706126132584e-73,3.8113362072425362e-16,4.2772874982387581e-73,3.8113360562001961e-16,9.053347532010749e-51,4.1037433308978583e-46,1.0509300072490361e-59,6.3501794697142742e-61,6.1711627900494905e-35,6.6157413827760508e-58,1.5115213436207872e-09,7.2675298564252894e-11,2.6974535691296745e-14,3.0197013110161107e-14,1.8658785792077061e-18,9.2739927184122716e-16,1.0919447180501992e-16,1.540986799230287e-22,4.9651353203898034e-31,1.4101685206175152e-27
4.5810786788288525e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756126368798,0.1186699641825157,0.022821567648641607,0.0,3.6424762324549408e-41,1.7068552780633629e-19,1.3787821469875049e-39,3.6573093035906941e-36,7.2609073092604347e-73,4.6582998180876795e-16,1.3231156483933273e-72,4.6582995934540226e-16,1.9559118448685342e-50,7.4167137477396955e-46,3.3046273292717587e-59,1.9967989813741462e-60,9.251442076709864e-35,1.6994443243839871e-57,1.8474149224418208e-09,8.8825364827545907e-11,3.2696695738330506e-14,3.7511879524299865e-14,2.2620666080302218e-18,1.3455982470530526e-15,1.9355161069091985e-16,1.8865192362639316e-22,1.1189365156256225e-30,2.542237263751536e-27
