Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),H2X(49),CO2X(24),CHOX(53)
2.4952958272597852e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755702443630364,0.11865991180253693,0.022821325787726953,1.7422882875329737e-25,1.3599128721015273e-19,1.2090019803751968e-15,5.474137988623792e-19,6.2783748289161613e-25,8.0123334453454533e-42,2.5375517302479133e-12,9.070665071564242e-50,2.536981084328622e-12,3.3222523245461374e-35,6.3665913471932652e-28,1.6406560933066014e-34,4.8573928654292452e-36,1.5882305371451403e-20,2.3488924971933354e-38,1.0054038025941475e-05,4.8381065190337601e-07,6.406471669917665e-12,7.2815104268017013e-10,4.4378485188760905e-16,8.3734825440441335e-14,1.8037399589011795e-10,2.5626159945471009e-15,2.2594913978769432e-16,2.2869509405880326e-20,1.3720262874578082e-19,3.140718152189525e-25,2.144047482090513e-27
2.5395895347930463e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755683752205834,0.11865973348928792,0.022821321493853033,1.9207351654035025e-25,1.4133364542172316e-19,1.232192921810427e-15,5.8806824635996185e-19,6.3992841883773067e-25,8.9278300692781446e-42,2.5825926834125857e-12,9.7574430037754981e-50,2.5820081327686953e-12,3.4484886496774813e-35,6.5998747049549054e-28,1.7952295259486899e-34,5.3124793083578738e-36,1.646224331077485e-20,2.4832362737755928e-38,1.0232347906172114e-05,4.923983996754939e-07,6.4069266674804187e-12,7.4144451247150608e-10,4.4353733398558088e-16,8.3741371319788248e-14,1.8369725236966884e-10,2.6104229405659385e-15,2.3841837025313342e-16,2.3330189134757716e-20,1.4234740997162723e-19,3.3981293865390307e-25,2.3042910748657766e-27
2.5838832423263074e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755665061333773,0.1186595551815533,0.022821317199984679,2.1136642519587339e-25,1.4678271940793765e-19,1.2554205385749079e-15,6.309456108536801e-19,6.5203718071549697e-25,9.9289039219733717e-42,2.62763352978611e-12,1.0482612966367171e-49,2.6270349511674148e-12,3.5771322225388954e-35,6.8374901881349844e-28,1.9612541262506128e-34,5.8010506623956963e-36,1.7052908072658748e-20,2.6226376213806535e-38,1.0410652271804803e-05,5.0098613632089986e-07,6.4073816634432467e-12,7.5473891901767284e-10,4.4320185062162017e-16,8.3748011434291412e-14,1.8702074256582969e-10,2.6583060730426258e-15,2.5133786868976573e-16,2.3791610915803908e-20,1.4758932636203057e-19,3.6712552261929817e-25,2.4733542881945976e-27
2.6281769498595686e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755646371014131,0.11865937687933287,0.022821312906121886,2.3219503711253758e-25,1.5233868423933167e-19,1.2786849072036198e-15,6.7612540620607356e-19,6.6416405066180978e-25,1.1021833663234567e-41,2.6726742693705761e-12,1.1247590048077036e-49,2.6720615395385554e-12,3.7081865314266827e-35,7.0794452811163007e-28,2.1393557069924678e-34,6.3249199438559019e-36,1.7654316707974724e-20,2.7671921406701965e-38,1.0588951123010252e-05,5.0957386183987796e-07,6.4078366578050706e-12,7.6803426117543723e-10,4.439231771793055e-16,8.3753594919402447e-14,1.9034446647550911e-10,2.7062653092867811e-15,2.6471560795847451e-16,2.4253774737273726e-20,1.5292850731453777e-19,3.9607332440281328e-25,2.6515548261203084e-27
2.6724706573928297e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755627681246925,0.11865919858262643,0.022821308612264661,2.5465034722424973e-25,1.5800171499469285e-19,1.3019861309745866e-15,7.2368853264297102e-19,6.7630931081156268e-25,1.2213238720845683e-41,2.7177149021680712e-12,1.2053815719815142e-49,2.7170878978958925e-12,3.8416551203798735e-35,7.3257474699408118e-28,2.3301825957698146e-34,6.8859643510631496e-36,1.8266486268133642e-20,2.9169955715288988e-38,1.0767244459959168e-05,5.1816157623271227e-07,6.408291650566225e-12,7.813305413453263e-10,4.432834167880805e-16,8.3760552536792876e-14,1.9366842407676563e-10,2.7543008352511738e-15,2.7855956035227409e-16,2.4716680595125435e-20,1.583650825499472e-19,4.2672140124737605e-25,2.8392165587372655e-27
2.7167643649260908e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755608992032116,0.11865902029143385,0.022821304318412994,2.7882700559166451e-25,1.6377198676288141e-19,1.3253242721000673e-15,7.7371732002150196e-19,6.8847324329758928e-25,1.3510096636306764e-41,2.7627554281806815e-12,1.2902758691764588e-49,2.762114026253199e-12,3.9775415909208719e-35,7.5764042447327972e-28,2.5344065268097284e-34,7.486127776712033e-36,1.8889433810640318e-20,3.0721437984241213e-38,1.0945532282822251e-05,5.2674927949968698e-07,6.4087466417270119e-12,7.9462775627605566e-10,4.4454678179926855e-16,8.3765602710025089e-14,1.9699261537776902e-10,2.8024124448032278e-15,2.9287769757654575e-16,2.5180328548124956e-20,1.6389918212369596e-19,4.5913614786294261e-25,3.0366682574124281e-27
2.761058072459352e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755590303369704,0.11865884200575497,0.022821300024566896,3.0482375782663486e-25,1.6964967466003369e-19,1.3486994462740209e-15,8.2629566381461115e-19,7.0065613025047559e-25,1.4919791503218985e-41,2.8077958474104964e-12,1.3795917584032612e-49,2.80713992462425e-12,4.115849607525892e-35,7.8314230988142213e-28,2.7527253849726847e-34,8.1274286102496115e-36,1.9523176397188665e-20,3.2327328670631792e-38,1.1123814591770197e-05,5.3533697164108541e-07,6.4092016312879604e-12,8.0792590970293897e-10,4.4395371730840237e-16,8.3772524995334613e-14,2.003170403495441e-10,2.8506003950718693e-15,3.0767799069640569e-16,2.5644718680801469e-20,1.695309364670245e-19,4.9338541169110693e-25,3.2442454659429893e-27
2.800922409239287e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755573484045798,0.11865868155335803,0.022821296160110163,3.2986109183659319e-25,1.7503157931553278e-19,1.3697688269135732e-15,8.7586629839130406e-19,7.1163716775685194e-25,1.6291344811695325e-41,2.8483321334197647e-12,1.4638821348558333e-49,2.8476630365313313e-12,4.2424003098319523e-35,8.0646758415518898e-28,2.9618559990531553e-34,8.7414846947730414e-36,2.0102788594289131e-20,3.3819944267562415e-38,1.1284263955566982e-05,5.4306588505621128e-07,6.4096111205250026e-12,8.1989504829757142e-10,4.4374322677247416e-16,8.3778435030582252e-14,2.0330922261532218e-10,2.8940347639062626e-15,3.2141708550437793e-16,2.606330446739308e-20,1.7468311823041017e-19,5.2583518134715398e-25,3.4400031247094464e-27
2.840786746019222e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755556665169312,0.11865852110542691,0.022821292295657929,3.5653178138696304e-25,1.80500760610664e-19,1.3908683293492037e-15,9.2763382058837222e-19,7.2263399257657168e-25,1.7766382904609473e-41,2.8888683329381812e-12,1.5519896871223102e-49,2.8881859621707431e-12,4.3709182099104036e-35,8.3014734076459917e-28,3.1835228066546877e-34,9.3920971913767399e-36,2.0691171045006541e-20,3.5358111607823368e-38,1.1444708853355195e-05,5.5079478946005761e-07,6.410020608466201e-12,8.3186494546323837e-10,4.4364202876556889e-16,8.3784239897326892e-14,2.0630159414904161e-10,2.9375308538402819e-15,3.3555899297604931e-16,2.64824915993418e-20,1.7991460173904902e-19,5.598777784452281e-25,3.644489986089817e-27
2.880651082799157e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755539846740218,0.11865836066196148,0.022821288431210205,3.8491538599166004e-25,1.8605734627157481e-19,1.4119980137769822e-15,9.8166216922902753e-19,7.3364681037883402e-25,1.9351065864735939e-41,2.9294044459672677e-12,1.6440290025702382e-49,2.9287087015525255e-12,4.5014060909185645e-35,8.5418212622303686e-28,3.4182827621082094e-34,1.0080874549519805e-35,2.1288336186060579e-20,3.6942533822473887e-38,1.1605149285259264e-05,5.5852368485283118e-07,6.4104300951114214e-12,8.4383560094800823e-10,4.4390007996291098e-16,8.3789688310029096e-14,2.0929415494535721e-10,2.9810886619209062e-15,3.5010952287670437e-16,2.6902280081263026e-20,1.8522548275380542e-19,5.9556526651846261e-25,3.8579616177101296e-27
2.920515419579092e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755523028758494,0.11865820022296161,0.022821284566766981,4.1509418621669275e-25,1.9170146403448482e-19,1.4331579484669654e-15,1.038016250595271e-18,7.4467582683144574e-25,2.1051839055999358e-41,2.9699404725085454e-12,1.7401165349384127e-49,2.9692312546867207e-12,4.6338667749210719e-35,8.7857248726289999e-28,3.6667100755262291e-34,1.0809474247382781e-35,2.1894296457059482e-20,3.8573915098579895e-38,1.1765585251403606e-05,5.6625257123473918e-07,6.4108395804607495e-12,8.5580701546994695e-10,4.4379221943074944e-16,8.3795509288157144e-14,2.1228690499378016e-10,3.0247082552413127e-15,3.650744845752212e-16,2.7322669944128713e-20,1.9061585726257735e-19,6.3295060784063163e-25,4.0806777544834736e-27
2.960379756359027e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755506211224146,0.11865803978842719,0.022821280702328268,4.4715301926024225e-25,1.974332416493253e-19,1.4543481914108905e-15,1.0967618613039165e-18,7.5572124760093224e-25,2.2875420098486512e-41,3.0104764125635361e-12,1.840370460498626e-49,3.0097536215833679e-12,4.7683031197897894e-35,9.0331897083998251e-28,3.9293951396857256e-34,1.1579599713015999e-35,2.2509064300756842e-20,4.0252960611557644e-38,1.1926016751912644e-05,5.7398144860598873e-07,6.4112490645142087e-12,8.6777918829298096e-10,4.4405526184116125e-16,8.3800962098390945e-14,2.1527984429157868e-10,3.0683895945453678e-15,3.8045968707507744e-16,2.7743661243765441e-20,1.960858214643048e-19,6.7208759072588181e-25,4.3129015286216282e-27
3.000244093138962e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755489394137156,0.11865787935835809,0.022821276837894061,4.8117930541919009e-25,2.0325280688429468e-19,1.475568813667471e-15,1.1579656830499835e-18,7.667832783525462e-25,2.4828805071634911e-41,3.0510122661337625e-12,1.9449106720642527e-49,3.0502758022525087e-12,4.9047180189936229e-35,9.2842212410834675e-28,4.2069446789071487e-34,1.2393000710257139e-35,2.3132652162612728e-20,4.1980376532431245e-38,1.208644378691079e-05,5.8171031696678638e-07,6.4116585472720065e-12,8.7975212031361356e-10,4.4378477378064218e-16,8.3806955986107595e-14,2.1827297282734814e-10,3.1121327570138324e-15,3.9627093901734176e-16,2.8165254051382567e-20,2.0163547177094733e-19,7.1303082776687954e-25,4.5549000492171449e-27
3.040108429918897e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755472577497514,0.1186577189327542,0.022821272973464351,5.1726314499744045e-25,2.0916028752848039e-19,1.4968198697776794e-15,1.2216953034367858e-18,7.7786212475023594e-25,2.6919282615813051e-41,3.0915480332207457e-12,2.0538588231792888e-49,3.0907977967041825e-12,5.0431144024373469e-35,9.5388249434129425e-28,4.4999823464016279e-34,1.3251474998270804e-35,2.3765072488523967e-20,4.3756870062601306e-38,1.2246866356522461e-05,5.8943917631733924e-07,6.412068028734068e-12,8.9172581034270913e-10,4.4417307853987173e-16,8.3812292286590228e-14,2.2126629060076716e-10,3.1559376472415133e-15,4.1251404867079692e-16,2.8587448429112956e-20,2.0726490481309202e-19,7.5583577745150151e-25,4.8069436995284974e-27
3.079972766698832e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755455761305209,0.11865755851161537,0.022821269109039147,5.5549739461128123e-25,2.1515581138956197e-19,1.5181014349001408e-15,1.2880192287590639e-18,7.8895799245662816e-25,2.9154445316173587e-41,3.1320837138260071e-12,2.167338356972935e-49,3.1313196049484297e-12,5.1834952369768598e-35,9.7970062893324253e-28,4.8091491874508313e-34,1.4156869613925273e-35,2.4406337725138636e-20,4.5583149460440804e-38,1.2407284460872063e-05,5.9716802665785442e-07,6.4124775089006103e-12,9.0370025984702557e-10,4.4374240069417349e-16,8.381845663672098e-14,2.2425979759738691e-10,3.199804394473282e-15,4.2919482392827674e-16,2.9010244434702577e-20,2.1297421744217559e-19,8.0055875628541347e-25,5.0693070958946395e-27
3.119837103478767e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755438945560212,0.11865739809494151,0.022821265244618454,5.9597771152993418e-25,2.2123950629385981e-19,1.5394135580200233e-15,1.3570068847164698e-18,8.0007108713302651e-25,3.1542198713929282e-41,3.1726193079510683e-12,2.2854745119031976e-49,3.1718412269952895e-12,5.3258635264491101e-35,1.0058770754126165e-27,5.1351038971224535e-34,1.5111081573784884e-35,2.5056460319753824e-20,4.745992405534015e-38,1.2567698100084003e-05,6.0489686798853879e-07,6.4128869877714534e-12,9.1567546697707721e-10,4.4434891883720602e-16,8.3823582985665383e-14,2.2725349382038813e-10,3.2437328443966912e-15,4.4631907230440597e-16,2.9433642121632266e-20,2.1876350672972168e-19,8.4725693884296096e-25,5.3422678795329554e-27
3.159701440258702e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375542213026253,0.11865723768273245,0.022821261380202261,6.3880258703193507e-25,2.2741150008445444e-19,1.5607563211747908e-15,1.4287286130691096e-18,8.1120161443941561e-25,3.4090768181622645e-41,3.2131548155974508e-12,2.4083943197486123e-49,3.2123626628548029e-12,5.4702223115388499e-35,1.032412381456696e-27,5.478523009229709e-34,1.6116058377730165e-35,2.5715452721252219e-20,4.938790425746832e-38,1.2728107274282679e-05,6.1262570030959882e-07,6.4132964653469268e-12,9.2765143405777943e-10,4.4365210429959203e-16,8.3830024312185269e-14,2.3024737925075846e-10,3.2877232096875136e-15,4.6389260093959897e-16,2.9857641548769492e-20,2.246328699665694e-19,8.9598835424942094e-25,5.6261082930403575e-27
3.199565777038637e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755405315412135,0.11865707727498809,0.022821257515790578,6.8407338321625272e-25,2.3367192062386301e-19,1.5821297647965376e-15,1.5032556696528853e-18,8.2234978003446515e-25,3.6808707760413394e-41,3.2536902367666771e-12,2.5362266062573585e-49,3.2528839125370091e-12,5.6165746697000511e-35,1.0593070948919455e-27,5.8401011072019362e-34,1.7173798575925392e-35,2.6383327379396405e-20,5.1367801568907922e-38,1.2888511983592492e-05,6.2035452362124214e-07,6.4137059416267259e-12,9.3962815816038388e-10,4.4459318346178169e-16,8.383482374680498e-14,2.3324145389741734e-10,3.3317752322370734e-15,4.8192121659757116e-16,3.028224277264337e-20,2.3058240466245563e-19,9.4681188432822421e-25,5.9211131085914978e-27
3.239430113818572e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755388501009032,0.11865691687170832,0.022821253651383395,7.3189437477771459e-25,2.4002089579149318e-19,1.6035339818923952e-15,1.5806602242733682e-18,8.3351578957552821e-25,3.970490766376503e-41,3.2942255714602668e-12,2.6691019954589065e-49,3.2934049760519469e-12,5.7649237151528618e-35,1.0865617636883808e-27,6.2205510684859424e-34,1.8286352425906526e-35,2.7060096745631386e-20,5.3400328596740129e-38,1.3048912228137837e-05,6.2808333792367511e-07,6.4141154166113638e-12,9.5160564296065291e-10,4.4347355351509077e-16,8.3841699565276106e-14,2.3623571773417163e-10,3.3758892562114468e-15,5.0041072566963301e-16,3.0707445855366919e-20,2.3661220854640116e-19,9.9978726364248336e-25,6.2275723346936203e-27
3.2753080169205136e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755373368428643,0.11865677251257362,0.022821250173420782,7.7721698426046034e-25,2.4581081041482285e-19,1.6228241246075001e-15,1.65285485069278e-18,8.4358065212917011e-25,4.2472785438648848e-41,3.3307072987492897e-12,2.7931289459015177e-49,3.3298737740520134e-12,5.9001480528695435e-35,1.1113992536508348e-27,6.5797955152836618e-34,1.9336541603923036e-35,2.7676806105246229e-20,5.5275286524798203e-38,1.3193268630974416e-05,6.3503926309318874e-07,6.4144839429899026e-12,9.6238602633890059e-10,4.4405736151419237e-16,8.3846291893854198e-14,2.3893071695617663e-10,3.4156446090520594e-15,5.1745092036038695e-16,3.1090643297867741e-20,2.4210775624187878e-19,1.0493627779178545e-24,6.5134361804464775e-27
3.307598129712261e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755359749416053,0.11865664259244417,0.02282124704325755,8.1991782594330593e-25,2.5108323155684856e-19,1.64020664045853e-15,1.7199203603359042e-18,8.5265165873061665e-25,4.5099805527495202e-41,3.3635407934227247e-12,2.9084224516222573e-49,3.3626955633352328e-12,6.0232369657457016e-35,1.1340030079777638e-27,6.9171680351488114e-34,2.0322499828428353e-35,2.8238021057234782e-20,5.7000143877282244e-38,1.3323186301619515e-05,6.4129958950669669e-07,6.4148156158334646e-12,9.7208889717824784e-10,4.4417911493403882e-16,8.3850834076611576e-14,2.4135634727618141e-10,3.4514672352193705e-15,5.3311397950961169e-16,3.1435937879047672e-20,2.4710946953925516e-19,1.09555136797263e-24,6.7790268074168306e-27
3.339888242504008e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755346130696895,0.11865651267524369,0.022821243913097273,8.6448339752298809e-25,2.5641397611542759e-19,1.6576094472203106e-15,1.789002531616342e-18,8.6173473082742617e-25,4.7860393755721417e-41,3.3963742313621446e-12,3.0272580949721598e-49,3.3955172304915879e-12,6.1476414512585742e-35,1.1568438835341187e-27,7.2682256124708401e-34,2.1348168828485858e-35,2.8805093508833088e-20,5.8760776156085556e-38,1.3453101043149225e-05,6.4755991000962208e-07,6.415147287827172e-12,9.8179226584990785e-10,4.442114241988882e-16,8.3855469273898297e-14,2.4378210171892123e-10,3.4873304490951988e-15,5.4908953949668446e-16,3.1781627423583501e-20,2.521640183522406e-19,1.1432580508023089e-24,7.0526424049986095e-27
3.372178355295755e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375533251227118,0.11865638276097214,0.022821240782939952,9.1097677500602143e-25,2.6180311431664679e-19,1.675032579816655e-15,1.8601427562023578e-18,8.7082998129887239e-25,5.0760132446295554e-41,3.4292076125683829e-12,3.1497111156446899e-49,3.4283387755265901e-12,6.2733632903158778e-35,1.1799221814299903e-27,7.6333963306995046e-34,2.2414777642644004e-35,2.9378030297921974e-20,6.0557576710626202e-38,1.358301285563182e-05,6.5382022460207852e-07,6.415478958971083e-12,9.9149613229403784e-10,4.4421274370026791e-16,8.3860138720930221e-14,2.4620798028107046e-10,3.5232342389707226e-15,5.6538078662758648e-16,3.2127711979786614e-20,2.5727145674845275e-19,1.1925174416327902e-24,7.3344635773377777e-27
3.404468468087502e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375531889413888,0.11865625284962944,0.022821237652785587,9.5946195389093446e-25,2.6725071587862286e-19,1.6924760726612268e-15,1.9333825270856321e-18,8.7993752219171601e-25,5.3804738390892335e-41,3.4620409370422708e-12,3.2758569954090535e-49,3.4611601984457065e-12,6.4004042670498477e-35,1.2032382005771259e-27,8.0131138606950016e-34,2.3523570556823028e-35,2.9956838211467933e-20,6.2390936508795947e-38,1.3712921739135068e-05,6.6008053328417875e-07,6.4158106292652242e-12,1.0012004964571666e-09,4.4423510727783556e-16,8.38647901076051e-14,2.4863398295929044e-10,3.5591786002319273e-15,5.8199088355373511e-16,3.2474191583894544e-20,2.6243183849514579e-19,1.2433642554322238e-24,7.6246530702257968e-27
3.4690486936709964e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755291658754544,0.11865599303573036,0.022821231392485715,1.0626558807698413e-24,2.7832156977944542e-19,1.7274242693034555e-15,2.0863184002778096e-18,8.9818989412436267e-25,6.0351031744805495e-41,3.52770741579609e-12,3.539514733239841e-49,3.5268026779567343e-12,6.6584504069685065e-35,1.2505845204553627e-27,8.8178664889178018e-34,2.5872516505661768e-35,3.113209278674097e-20,6.6168798788250473e-38,1.3972730719456856e-05,6.7260113291773172e-07,6.4164739673042895e-12,1.0206107180003522e-09,4.4427623144963987e-16,8.3874105791950627e-14,2.5348636065006531e-10,3.6311890479212954e-15,6.1617944932241698e-16,3.3168336055703243e-20,2.7291163366537783e-19,1.3499527079271118e-24,8.2307875566123809e-27
3.5336289192544907e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375526442454384,0.11865573323354593,0.022821225132197667,1.174597871647467e-24,2.8962708906903637e-19,1.7624543117152048e-15,2.2481458340805366e-18,9.1649273229587466e-25,6.7547694245247364e-41,3.5933736676301521e-12,3.8188435041021741e-49,3.5924446690679048e-12,6.9217942835681023e-35,1.2988852070445325e-27,9.6860780014831851e-34,2.840531230170906e-35,3.2330910889491372e-20,7.0097463424356064e-38,1.4232527984650219e-05,6.8512170891117217e-07,6.4171373019445634e-12,1.0400229304783748e-09,4.4432216535838167e-16,8.3883429029407611e-14,2.5833923476258424e-10,3.7033618142850711e-15,6.5168023311246138e-16,3.38640610951563e-20,2.8360383071612988e-19,1.4633044726431348e-24,8.8723573792974992e-27
3.598209144837985e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755237191506715,0.11865547344307557,0.022821218871921432,1.295841340732755e-24,3.0116782338025922e-19,1.7975664736433036e-15,2.4192057758865211e-18,9.3484691956113703e-25,7.5445771652108764e-41,3.6590396925509889e-12,4.1144661829532584e-49,3.6580861718223134e-12,7.1904505183596045e-35,1.3481426177118145e-27,1.0621470399512886e-33,3.1132623669168442e-35,3.355334601225128e-20,7.418002936539761e-38,1.4492313535249083e-05,6.976422612653878e-07,6.4178006331862728e-12,1.0594371338824699e-09,4.4436809439786524e-16,8.3892764663975544e-14,2.6319260526832625e-10,3.7756969274683347e-15,6.8851814940544789e-16,3.4561366955603852e-20,2.9450885666517048e-19,1.5837051832379203e-24,9.5507242900739219e-27
3.727369596004974e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755182728952959,0.11865495389727505,0.022821206351404423,1.5685885539593737e-24,3.2495711782298469e-19,1.8680382422949875e-15,2.7904195491737242e-18,9.7171284273451876e-25,9.3569186557491945e-41,3.790371061678883e-12,4.7571523121409473e-49,3.7893677124317547e-12,7.7437598287968864e-35,1.4495369676076936e-27,1.2709559045286033e-33,3.7215912469048995e-35,3.6069279526641617e-20,8.2819215447218523e-38,1.5011849494780659e-05,7.2268329505966706e-07,6.4191272854748336e-12,1.0982715134149443e-09,4.4445995167777357e-16,8.3911473125874697e-14,2.729008353464067e-10,3.9208542936678749e-15,7.6630417272104995e-16,3.5960722152905498e-20,3.1695909941009309e-19,1.8468249795145478e-24,1.1023419964821621e-26
3.856530047171963e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755128271092877,0.11865443439832457,0.022821193830934686,1.8857577261978988e-24,3.4969381766171695e-19,1.9388417493808316e-15,3.2027922172078814e-18,1.0087946699429412e-24,1.1518721189722626e-40,3.9217015232315955e-12,5.4727720640130671e-49,3.9206473001270513e-12,8.3184994749215853e-35,1.5547862985312284e-27,1.5114581402969254e-33,4.4215216117348079e-35,3.868031801588234e-20,9.2111124308335652e-38,1.5531338602288332e-05,7.477242343076162e-07,6.420453924171699e-12,1.137113856489989e-09,4.4455180760260503e-16,8.3930231203961796e-14,2.8261105065804456e-10,4.0666613453571018e-15,8.497351924157646e-16,3.7366403676962236e-20,3.4026578116058175e-19,2.1416937667208788e-24,1.2660236650288113e-26
4.114850949505941e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755019369451994,0.1186533955409568,0.022821168790137004,2.6753840102349322e-24,4.0202686878415748e-19,2.0814526660264791e-15,4.162991911311796e-18,1.083634001810511e-24,1.7112089396892842e-40,4.1843597238182901e-12,7.1449404828128938e-49,4.1832006181401837e-12,9.5327803289662334e-35,1.7769247654096411e-27,2.1021203190889866e-33,6.1378136780364691e-35,4.4189405939932568e-20,1.1275293718250616e-37,1.657017627814088e-05,7.9780582919264756e-07,6.4231071607972694e-12,1.2148224328375246e-09,4.4473551721685477e-16,8.3967896329489171e-14,3.0203743607845102e-10,4.3602253007938034e-15,1.0343209767614022e-15,4.0196753827470257e-20,3.8946227103588398e-19,2.8367747168364906e-24,1.6473765284821772e-26
4.373171851839919e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754910486580664,0.11865235687093842,0.022821143749528358,3.711514539175945e-24,4.5820187870967459e-19,2.2254166152250955e-15,5.3244218304979095e-18,1.1594208740276754e-24,2.4807668576573939e-40,4.4470142947249102e-12,9.1766105362859152e-49,4.4457461285929922e-12,1.0834340854313674e-34,2.0147079226004037e-27,2.8649995635918212e-33,8.3501515063079708e-35,5.0084004409901137e-20,1.3630621835188551e-37,1.7608826596639607e-05,8.4788704597675316e-07,6.4257603430768602e-12,1.2925628620643029e-09,4.4491922306801809e-16,8.4005760286018327e-14,3.2147175972118607e-10,4.6563903884392543e-15,1.2438535691160802e-15,4.3052433661963002e-20,4.4212611510844306e-19,3.6898058958533781e-24,2.1090314303732806e-26
4.6314927541738975e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754801622475511,0.11865131838823562,0.022821118709108721,5.0476881489218481e-24,5.1825377565364649e-19,2.3707510060333474e-15,6.7132749552144353e-18,1.2362112333571642e-24,3.5188350397462861e-40,4.7096652363651544e-12,1.161673667359899e-48,4.7082838342160308e-12,1.2224292262803004e-34,2.2682858974516169e-27,3.8351426237272296e-33,1.1158185164670893e-34,5.6367509447905463e-20,1.6297413425797015e-37,1.8647289591605473e-05,8.9796788471618212e-07,6.4284134710243544e-12,1.3703351433098568e-09,4.4510292515699933e-16,8.4043823318896517e-14,3.4091401977732601e-10,4.9551582030882257e-15,1.4799101115102746e-15,4.5933459446925827e-20,4.982854764452453e-19,4.7231592025023823e-24,2.6615517969387382e-26
4.889813656507876e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754692777133161,0.11865028009281457,0.022821093668878065,6.7449458665691434e-24,5.8221752145589823e-19,2.5174732687257282e-15,8.3573924007050407e-18,1.3140610238750933e-24,4.895409591000948e-40,4.9723125491526453e-12,1.451780453967358e-48,4.9708137377395674e-12,1.3703812130722783e-34,2.5378090768731846e-27,5.0522338321284891e-33,1.467442493108686e-34,6.3043319136355573e-20,1.9296254800331228e-37,1.968556529685295e-05,9.480483454671716e-07,6.4310665446536312e-12,1.4481392757139095e-09,4.4528662348482441e-16,8.4082085673531565e-14,3.6036421443704082e-10,5.2565303393288523e-15,1.7440670620010641e-15,4.8839847453677829e-20,5.5796891346307935e-19,5.9607732419403637e-24,3.3161539513018896e-26
5.406455461175832e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754475142723267,0.11864820406368255,0.022821043588983563,1.1521862439919509e-23,7.2202063876524727e-19,2.8151512760242e-15,1.2533773554969147e-17,1.473162668581962e-24,9.0353260459051674e-40,5.4975962898235061e-12,2.1936951728655874e-48,5.4958501494079333e-12,1.6936710195911253e-34,3.1252943607986748e-27,8.419829708536741e-33,2.4375692643820863e-34,7.7585459244742125e-20,2.6374401209448487e-37,2.1761554973414643e-05,1.0482081332287098e-06,6.4363725290130076e-12,1.6038430905574918e-09,4.4565400886076191e-16,8.4159209330006342e-14,3.9928840032145632e-10,5.8670939546830323e-15,2.3629837939013606e-15,5.4728775223175624e-20,6.8802488967781063e-19,9.1536393108419258e-24,4.9797753711927499e-26
