Time (s),Volume (m^3),Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),C2H4X(64),C2H4(48),HeX(49),C4H8a(86),HX(12),C2H3X(58),C4H6(99)
0.0,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3994030605323753e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,2.4462984413283297e-177,1.0178607381716355e-58,9.9590665014388943e-110,2.9018576329213176e-130,4.4160312681879126e-193,1.0298304075893995e-43,1.6351309629189939e-58,0.0,0.5,3.1912098336210162e-19,2.2110709310632856e-18,9.6371176800044352e-20,3.1961304364677131e-35,4.4570470604442649e-21,4.4570470604442649e-21,3.6671449576242549e-49
6.718328569490651e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,3.6484616319360023e-175,1.5381911475271753e-57,1.2662058627310998e-98,6.6410024722636219e-119,6.586163149853673e-191,6.2201756618399634e-43,1.9412274791774264e-57,0.0,0.5,8.9353875341154113e-19,6.1909986069771874e-18,2.6983929503999374e-19,1.9304627836264959e-34,1.2479731769243941e-20,1.2479731769243941e-20,5.5417894599697057e-48
1.5356179587407203e-24,0.004023131612903226,0.0,0.0,0.010942917987096772,0.5,1.7555189914627109e-172,1.6547158448333825e-56,2.4419684495346227e-97,2.627939549708307e-117,7.3853351946755072e-188,2.9947468252699596e-42,1.9059086503783706e-56,0.0,0.5,2.0423742935010462e-18,1.4150853958804942e-17,6.167755315193705e-19,9.2943473092480589e-34,2.852510118684329e-20,2.852510118684329e-20,5.9616042147196766e-47
3.2631881623240308e-24,0.004023131612903226,0.0,0.0,0.010942917987096769,0.5,5.623301553537723e-170,1.5209689438374378e-55,4.1802882124980545e-96,9.0327120768073374e-116,4.9195499854970496e-185,1.307884617638522e-41,1.6857546175309466e-55,0.0,0.5,4.3400453736425622e-18,3.0070564662460252e-17,1.3106480044760369e-18,4.0590856543139409e-33,6.0615840022041968e-20,6.0615840022041968e-20,5.4797413672871597e-46
6.718328569490652e-24,0.004023131612903226,0.0,0.0,0.010942917987096762,0.5,1.5944886886217599e-167,1.301220953351751e-54,6.901002838382347e-95,2.9858800958108284e-114,2.8424716246190554e-182,5.4601608210388575e-41,1.4169783303701585e-54,0.0,0.49999999999999994,8.9353875337756129e-18,6.1909986069770053e-17,2.698392950381019e-18,1.6945883574151312e-32,1.2479731769243926e-19,1.2479731769243926e-19,4.6880341080945301e-45
1.3628609383823893e-23,0.004023131612903226,0.0,0.0,0.01094291798709675,0.5,4.2885506521550106e-165,1.0758746473772487e-53,1.121104097450121e-93,9.7065432900784333e-113,1.5434274454582348e-179,2.2306538560548244e-40,1.1617244454622238e-53,0.0,0.49999999999999989,1.8126071853441799e-17,1.2558882888438647e-16,5.473882842157583e-18,6.9229463706060985e-32,2.5316027303323344e-19,2.5316027303323344e-19,3.8761572582633281e-44
2.7449171012490376e-23,0.004023131612903226,0.0,0.0,0.010942917987096725,0.5,1.1248941464188801e-162,8.7488339557320378e-53,1.8073155013125286e-92,3.1303508258933665e-111,8.1350383507625261e-177,9.0166595370398598e-40,9.4079457567548603e-53,0.0,0.49999999999999972,3.6507440490374501e-17,2.529465145136063e-16,1.1024862625577114e-17,2.7983656113880796e-31,5.098861837148207e-19,5.098861837148207e-19,3.1520267088290655e-43
5.509029426982334e-23,0.004023131612903226,0.0,0.0,0.010942917987096677,0.5,2.9146958500358511e-160,7.0562515335737629e-52,2.9025433614975202e-91,1.0055929861684743e-109,4.2256534320577463e-174,3.6255591431339929e-39,7.5723332178184307e-52,0.0,0.49999999999999944,7.3270177754641217e-17,5.0766188577199437e-16,2.2126822191881781e-17,1.125210504679917e-30,1.0233380050779902e-18,1.0233380050779902e-18,2.5422237306799545e-42
1.1037254078448927e-22,0.004023131612903226,0.0,0.0,0.01094291798709658,0.5,7.506620473648901e-158,5.6679649671863257e-51,4.6527401662816616e-90,3.2241066313371567e-108,2.1791482322990852e-171,1.4540113734923896e-38,6.0763205184094205e-51,0.0,0.49999999999999883,1.4679565224477999e-16,1.0170926282885637e-15,4.4330741322353545e-17,4.5125973864638285e-30,2.0502416478043101e-18,2.0502416478043101e-18,2.0420523525393513e-41
2.209370338138211e-22,0.004023131612903226,0.0,0.0,0.010942917987096384,0.49999999999999994,1.9274702291467118e-155,4.5435754745334176e-50,7.4513208907789466e-89,1.0327075725801962e-106,1.1197366919237535e-168,5.8236295770206392e-38,4.8684506514409465e-50,0.0,0.49999999999999767,2.9384660107147861e-16,2.0359541133208748e-15,8.8738579574746765e-17,1.8073927128832284e-29,4.1040489332568707e-18,4.1040489332568707e-18,1.6369577159396123e-40
4.420660198724848e-22,0.004023131612903226,0.0,0.0,0.010942917987095993,0.49999999999999983,4.9417262181221239e-153,3.6385453814816561e-49,1.1927662726933684e-87,3.3062537534974677e-105,5.7433447504487899e-166,2.3309695124744731e-37,3.8977207475677571e-49,0.0,0.49999999999999534,5.8794849811056078e-16,4.0736770833821899e-15,1.7755425604533198e-16,7.2342810528722684e-29,8.2116635041616828e-18,8.2116635041616828e-18,1.3108938038768863e-39
8.843239919898121e-22,0.004023131612903226,0.0,0.0,0.010942917987095211,0.49999999999999967,1.2660300601903386e-150,2.9123110262962347e-48,1.9088699820432382e-86,1.0582555253799914e-103,2.9432300719714142e-163,9.3269142782755345e-37,3.1193611949547821e-48,0.0,0.49999999999999067,1.1761522897314638e-15,8.1491230234915871e-15,3.5518560884969758e-16,2.8946547298872501e-28,1.6426892645970053e-17,1.6426892645970053e-17,1.0492463550858478e-38
1.7688399362244672e-21,0.004023131612903226,0.0,0.0,0.010942917987093646,0.49999999999999933,3.2422510014077208e-148,2.3304388535606644e-47,3.0545471381386239e-85,3.3868246111641392e-102,1.5076093466964591e-160,3.7313730434816261e-36,2.4959628959845828e-47,0.0,0.49999999999998135,2.352559863144225e-15,1.6300014903657457e-14,7.10448313911209e-16,1.1580503805464759e-27,3.2857350929581786e-17,3.2857350929581786e-17,8.3960966077125742e-38
