Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53),CO2X(24),CH3X(55),C2H4X(215)
5.9605200431059904e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999694,0.1186699660299624,0.022821567693054243,3.443477093094029e-100,2.1315710108775095e-54,1.770306347838654e-30,3.027681475812828e-72,8.899663195750454e-46,2.3315206931117036e-110,5.2606316163438025e-17,1.0612387388553095e-89,5.2606316163429816e-17,6.481928598029015e-61,2.799803639039987e-61,3.2386879745777697e-93,3.755251317635983e-94,1.7188465829954972e-45,3.0837055272862824e-71,2.872975343858981e-15,8.506369370489945e-17,3.40538490172661e-19,5.369785958623046e-32,1.9883402417382607e-31,3.4053848950132684e-19,3.331748976977566e-28,6.097695541189788e-34,1.05586770735938e-38,6.151339011237447e-64,6.913333910631986e-44,1.5847489007088135e-61,5.70363432941649e-87,1.0688884529743989e-45,4.071652250526453e-90,2.9697359084516884e-90,1.7888345637498666e-31,1.4749097639389488e-75
1.1926218644025279e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276799994,0.11866996602995947,0.022821567693054202,8.96363923796648e-98,3.4132901915455066e-53,7.085838984462069e-30,1.9694090771298327e-70,7.126948500726699e-45,6.065885001768247e-108,1.0525833720625788e-16,6.802425427172737e-88,1.0525833720622506e-16,1.0382350712251116e-59,4.484898143335587e-60,4.213124036942434e-91,4.885107707897751e-92,1.3761221222776744e-44,1.4999114547211936e-69,5.748446756651292e-15,1.7020129157461456e-16,6.813728441729204e-19,2.1493133274734355e-31,7.958542726626496e-31,6.813728414858316e-19,1.333565427278104e-27,4.881854442597943e-33,8.583895931634603e-38,2.0008163140468835e-62,5.53487076181946e-43,5.077447459025814e-60,7.419707937598848e-85,8.55760518708205e-45,5.299531253621716e-88,3.8653125901418005e-88,7.160000085818227e-31,9.451245930851655e-74
2.3857615845863856e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998806,0.11866996602995361,0.022821567693054115,2.3650100492133363e-95,5.463485064770625e-52,2.8352586003588156e-29,1.2986907474080686e-68,5.704447388854119e-44,1.5997635556645732e-105,2.1056237929191074e-16,4.356914502063073e-86,2.1056237929177944e-16,1.662077824122399e-58,7.1800073666252625e-59,5.555952343885635e-89,6.442114063465538e-90,1.1013154869782149e-43,8.08114408907315e-68,1.1499389582231747e-14,3.404764873140394e-16,1.3630415541953373e-18,8.600049218277053e-31,3.184453735211138e-30,1.3630415434434634e-18,5.335979213419266e-27,3.906951803052841e-32,7.0786583475952295e-37,6.598408540428246e-61,4.42957881822029e-42,1.6257793311132513e-58,9.78455494802284e-83,6.848682201758021e-44,6.991631183389988e-86,5.099477722263222e-86,2.8649326622493634e-30,6.052566236825324e-72
4.772041024954101e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997623,0.1186699660299419,0.022821567693053945,6.407236468986853e-93,8.743348002947682e-51,1.1342880877438495e-28,8.794098240055585e-67,4.564713627981532e-43,4.3318340390803577e-103,4.2117046346326904e-16,2.7895016788721753e-84,4.2117046346274376e-16,2.660046091762151e-57,1.1491341939800583e-57,7.522939205043245e-87,8.722830833472294e-88,8.81219009857296e-43,4.6856457760232283e-66,2.3001275233376008e-14,6.810268787928672e-16,2.7263789823278697e-18,3.440576726908713e-30,1.27398885034987e-29,2.7263789393132174e-18,2.134723505000056e-26,3.126130326575135e-31,5.998354275750059e-36,2.234959857948046e-59,3.544336140162412e-41,5.204057886264824e-57,1.3248603882081731e-80,5.479981868727921e-43,9.471731176841318e-84,6.908386086210916e-84,1.1461596138880214e-29,3.874826429303021e-70
9.544599905689531e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995253,0.11866996602991847,0.022821567693053605,1.8199634005655347e-90,1.399075801916022e-49,4.537521832380192e-28,6.243423962053333e-65,3.652233244587907e-42,1.229533671946041e-100,8.423866318061962e-16,1.7856255985870418e-82,8.423866318040949e-16,4.256651085870684e-56,1.8388788590137583e-56,1.0678253383004232e-84,1.2381410400431351e-85,7.050410133232995e-42,2.8431049453375197e-64,4.6005046535597894e-14,1.3621276617504365e-15,5.453053870944548e-18,1.3763403291900673e-29,5.0963701260094e-29,5.453053698870686e-18,8.539463865241992e-26,2.5011021733126003e-30,5.334140940284952e-35,7.939112126032606e-58,2.835738268368037e-40,1.6655293634331473e-55,1.8805408960772498e-78,4.384394645030493e-42,1.3454437353901848e-81,9.81325030114773e-82,4.5850115547567323e-29,2.4802391420389732e-68
1.9089717667160392e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999051,0.11866996602987162,0.022821567693052925,5.578000816539302e-88,2.2386281129825565e-48,1.8150827597826075e-27,4.782458842215317e-63,2.9219715422391767e-41,3.764367325284344e-98,1.684818968492893e-15,1.142910642315915e-80,1.6848189684844864e-15,6.811103636044976e-55,2.9424101272855533e-55,1.63506020478904e-82,1.8958485659695705e-83,5.640577745543016e-41,1.7697101491966426e-62,9.201258913977522e-14,2.7243292276652277e-15,1.0906403777590923e-17,5.505566381914463e-29,2.0386309843142783e-28,1.0906403089257461e-17,3.415824448874655e-25,2.0009134436401293e-29,5.123519678358062e-34,3.043855752793759e-56,2.26869851212421e-39,5.329938859817568e-54,2.8794948329604104e-76,3.507670845227638e-41,2.0623558393315692e-79,1.5042192160616083e-79,1.8340792241258182e-28,1.5874283517741614e-66
3.8179953190102114e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981036,0.1186699660297779,0.02282156769305156,1.8982478750674275e-85,3.5818735698573017e-47,7.260480118682468e-27,4.0673751526518825e-61,2.3376512121148197e-40,1.2793540626304484e-95,3.369683641869655e-15,7.314980948513252e-79,3.369683641836028e-15,1.0898135332207816e-53,4.7079957458188054e-54,2.779352248665088e-80,3.2226525527210397e-81,4.512540299763094e-40,1.1166011647956147e-60,1.8402767434706391e-13,5.4487323594934236e-15,2.1813104108588174e-17,2.202256190981919e-28,8.154689696311689e-28,2.1813101355118405e-17,1.3662775093703305e-24,1.6006675012563228e-28,5.468426732626654e-33,1.2960665609540733e-54,1.815002208491563e-38,1.705539958951001e-52,4.894700644714797e-74,2.8061850662558082e-40,3.510337070612997e-77,2.5603347143536975e-77,7.336465941406824e-28,1.0159311646045433e-64
7.636042423598555e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679962085,0.11866996602959048,0.022821567693048838,7.266713923698503e-83,5.730998576736295e-46,2.9042226820987494e-26,3.8912583952547326e-59,1.8701505573738286e-39,4.891015935437383e-93,6.739412988636654e-15,4.68170070333437e-77,6.739412988502146e-15,1.7437312092286583e-52,7.532829224691513e-53,5.314521734921185e-78,6.162175677678061e-79,3.610028674289138e-39,7.094349342887887e-59,3.680578447573777e-13,1.089753862314427e-14,4.36265068418205e-17,8.808993038306265e-28,3.261908941254954e-27,4.362649582719009e-17,5.464525179688983e-24,1.2803872240523221e-27,6.565638880679049e-32,6.207925385112275e-53,1.4520195083412618e-37,5.457153363491137e-51,9.359372016108884e-72,2.244945548447847e-39,6.721175925849593e-75,4.902233260873846e-75,2.9346160560492643e-27,6.50128342405746e-63
1.5272136632775244e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992418,0.11866996602921565,0.022821567693043388,3.0922910420277395e-80,9.169425598806607e-45,1.1616958543022402e-25,4.1385978867959045e-57,1.496132274503799e-38,2.079112625690487e-90,1.3478871682224554e-14,2.9963245583122353e-75,1.3478871681686521e-14,2.7899935618726837e-51,1.2052313659964627e-51,1.129868099069222e-75,1.3100794194169753e-76,2.8879658238824594e-38,4.522940523488328e-57,7.361181855609508e-13,2.1795151150423773e-14,8.725332059659628e-17,3.5235180712727056e-27,1.3047701175767892e-26,8.725327653273404e-17,2.1853089930252042e-23,1.0240567808770739e-26,8.756628948266398e-31,3.3047631486566164e-51,1.161623313993559e-36,1.745871040840069e-49,1.9898036617860492e-69,1.7959204610226943e-38,1.430441819186851e-72,1.043327073216783e-72,1.173852254535689e-26,4.159834157364014e-61
3.054432505112862e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767984837,0.11866996602846595,0.02282156769303249,1.4219542056780736e-77,1.4670390294022563e-43,4.646802212244056e-25,4.7568468259028284e-55,1.1969105405696192e-37,9.553746336807758e-88,2.6957789069615956e-14,1.917659247516588e-73,2.6957789067463817e-14,4.464008543281145e-50,1.9282757282845523e-50,2.5963912766573888e-73,3.010509468193682e-74,2.310260717541171e-37,2.8880317920395704e-55,1.4722388670998782e-12,4.3590376204894026e-14,1.7450698128621047e-16,1.409333165743622e-26,5.219092980480177e-26,1.7450680498943684e-16,8.737163305869365e-23,8.188336001329332e-26,1.260776376503813e-29,1.9005704200909273e-49,9.293027104569772e-36,5.584032904288953e-48,4.572487566228189e-67,1.4366660210375577e-37,3.289414495567019e-70,2.399230753564096e-70,4.695419851938452e-26,2.660991924472869e-59
6.108870188783538e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679696753,0.11866996602696658,0.022821567693010695,6.862779118767435e-75,2.3470302754319078e-42,1.8587288231737753e-24,5.7388819073021275e-53,9.575303040565514e-37,4.609001513190026e-85,5.391562384526118e-14,1.2273055767244824e-71,5.39156238366526e-14,7.142428560760084e-49,3.084917933232994e-49,6.2635171162474105e-71,7.262532388274924e-72,1.848021269648198e-36,1.8448469121480117e-53,2.9444802299048605e-12,8.718082631347952e-14,3.4901443560029373e-16,5.63671874958014e-26,2.087639236624943e-25,3.490137300854026e-16,3.491598136532468e-22,6.544059006334968e-25,1.9036992966444044e-28,1.1469443099027456e-47,7.434453518795061e-35,1.7851170568642235e-46,1.1030634294024759e-64,1.1492151625930891e-36,7.938554581216188e-68,5.7903008688051254e-68,1.8781694431674143e-25,1.7013579887146274e-57
1.2217745556124889e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767939352,0.11866996602396783,0.022821567692967105,3.402034096338802e-72,3.754496758264302e-41,7.43496450128878e-24,7.111832649943956e-51,7.660249650233414e-36,2.2842792892231447e-82,1.0783129340000131e-13,7.854766996227329e-70,1.0783129336556695e-13,1.1427897021794437e-47,4.934817856344337e-48,1.5522246967426928e-68,1.799800291241527e-69,1.4781141289568976e-35,1.1778416485292426e-51,5.888962954423331e-12,1.7436172652923053e-13,6.98029877678659e-16,2.2541922209450024e-25,8.350557374534473e-25,6.980270530083734e-16,1.3940296832296667e-21,5.224687240818365e-24,2.950888828453792e-27,7.108248648281354e-46,5.947600432237929e-34,5.701032859428483e-45,2.7336093971504894e-62,9.191818940566406e-36,1.9677111178276365e-65,1.4352699430915208e-65,7.512675462506462e-25,1.086724245336705e-55
2.443549629080759e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678787047,0.11866996601797034,0.022821567692879925,1.708361819384553e-69,6.004783683778928e-40,2.974022145588703e-23,8.927949328036426e-49,6.128202177494995e-35,1.1469528111052986e-79,2.1566263252328016e-13,5.027053981415052e-68,2.1566263238554277e-13,1.8284642410885747e-46,7.8923344912917635e-47,3.8970164158600237e-66,4.518578110928156e-67,1.1820056583816246e-34,7.506862212083204e-50,1.1777928399094294e-11,3.487235269550527e-13,1.3960629092606095e-15,9.01280050014513e-25,3.340220106759409e-24,1.396051589784861e-15,5.5553457176016534e-21,4.162936289137974e-23,4.632051781946208e-26,4.4621913870431305e-44,4.758134971148813e-33,1.817105642131087e-43,6.862990674430803e-60,7.350405014209158e-35,4.940360965278649e-63,3.6037614973866023e-63,3.0050654710233938e-24,6.92770796787204e-54
4.8870997760172994e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276775741,0.11866996600597535,0.022821567692705564,8.61169666115458e-67,9.599941613769684e-39,1.1896370734130387e-22,1.1251190820491695e-46,4.902562037236892e-34,5.7815280637432195e-77,4.313253108250323e-13,3.21731488362707e-66,4.3132531027408283e-13,2.9255427570576634e-45,1.2616940480705605e-45,9.822060134928858e-64,1.1388638510717306e-64,9.448278960621434e-34,4.76632409506733e-48,2.3555859270972327e-11,6.974471277839789e-13,2.7921376698605255e-15,3.601947687625089e-24,1.336085131172614e-23,2.7920922271111748e-15,2.2056909987064458e-20,3.303721086203653e-22,7.297580824570433e-25,2.811761034776448e-42,3.8065924109554493e-32,5.768963480103846e-42,1.7297461393090408e-57,5.875446341917001e-34,1.2450610964049181e-60,9.083186546822068e-61,1.2020218440770412e-23,4.399104260400886e-52
9.77420006989038e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675148213,0.11866996598198537,0.02282156769235684,4.325174373910422e-64,1.5335280560242488e-37,4.758768293093589e-22,1.4127307259711497e-44,3.9220486476160346e-33,2.9038478390582695e-74,8.626506676493096e-13,2.0590807914632863e-64,8.626506654455168e-13,4.680866459521745e-44,2.0152594071260312e-44,2.466609729864551e-61,2.860019411661699e-62,7.546224570933282e-33,3.0031953280939707e-46,4.711172094487279e-11,1.3948943293509856e-12,5.584322823550613e-15,1.4382469676603317e-23,5.344315958408586e-23,5.5841397572658224e-15,8.693874982989928e-20,2.6012329913507516e-21,1.1453245577814018e-23,1.76521091908947e-40,3.045405522456906e-31,1.8173526323714986e-40,4.343876176258486e-55,4.692570084215751e-33,3.1259098508328584e-58,2.280972036939768e-58,4.808051475687024e-23,2.771976006696968e-50
1.954840065763654e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670296433,0.11866996593400542,0.022821567691659394,2.14465206868927e-61,2.4458010257800965e-36,1.903676078957539e-21,1.751336602223537e-42,3.1376367648550374e-32,1.440055746150565e-71,1.725301382180937e-12,1.3178103942355257e-62,1.7253013733657998e-12,7.489378601732132e-43,3.213430678609356e-43,6.115955198313818e-59,7.091391769742546e-60,6.017235257573714e-32,1.8640866010685712e-44,9.422344401325133e-11,2.7897887321217327e-12,1.1168842124296947e-14,5.732829716338411e-23,2.1377064757605026e-22,1.1168099842855245e-14,3.3785506898307147e-19,2.0168303314281405e-20,1.7743857893045933e-22,1.0940369599761426e-38,2.4365265119135085e-30,5.6389605980245853e-39,1.0770496498993437e-52,3.741655528764986e-32,7.746264827315722e-56,5.654992364183462e-56,1.9231916411219545e-22,1.720621777774019e-48
3.9096801833128864e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766059288,0.1186699658380455,0.0228215676902645,1.0349464226496204e-58,3.888414160879785e-35,7.615951407009985e-21,2.113034421059092e-40,2.5101057342088063e-31,6.951078775164493e-69,3.450602814776312e-12,8.433968534503456e-61,3.450602779516028e-12,1.1982979826270087e-41,5.106676670540703e-42,1.4759857675631483e-56,1.7113807515420775e-57,4.78249500157922e-31,1.1243894734257996e-42,1.8844688903231879e-10,5.579577536211201e-12,2.233852429618065e-14,2.277162503141654e-22,8.550666136728163e-22,2.2335480141326172e-14,1.278235978387247e-18,1.5185303649007987e-19,2.6746776314586416e-21,6.5984492980836425e-37,1.9495206430682588e-29,1.6998927576240985e-37,2.5992165562128104e-50,2.9736706379004135e-31,1.867271187301937e-53,1.364391145561133e-53,7.692534522538734e-22,1.0378737031206011e-46
5.864520300862119e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727650889324,0.11866996574208558,0.022821567688869605,8.71361232453102e-58,1.4268236087979286e-34,1.618561376058266e-20,1.3575355247074154e-39,7.451870127245254e-31,5.826844762469582e-68,5.1759042509038065e-12,4.7885541271664277e-60,5.175904175975918e-12,4.5333999673039555e-41,1.9409424530648696e-41,1.0919298081053222e-55,1.266072131131326e-56,1.3623918760647742e-30,6.181603961735912e-42,2.826703329336967e-10,8.369366338848641e-12,3.350889393552909e-14,4.815703915408502e-22,1.816993074541978e-21,3.3502320593260554e-14,2.615478863947477e-18,4.1951388118339523e-19,9.571988280793226e-21,3.6092952965492456e-36,5.5748745574093e-29,7.77460974465396e-37,1.9228793196405697e-49,8.470791296459932e-31,1.3879071351794993e-52,1.0143963793158058e-52,1.6346294931396627e-21,5.7059866343859964e-46
9.774200535960583e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072763148221,0.11866996555016575,0.022821567686079815,1.347394091563987e-55,1.085988211619313e-33,4.475918170556514e-20,5.528351270553205e-38,3.490602749124163e-30,7.390425871973648e-66,8.626507137284864e-12,1.2872888410621365e-58,8.626506930134372e-12,3.5777906986209135e-40,1.5757807838150207e-40,7.800604459646807e-54,9.04450283626873e-55,6.191329378308908e-30,1.3934974028887346e-40,4.711172162656944e-10,1.3948943938329645e-11,5.585268419180192e-14,1.3151009737363093e-21,5.023284018193538e-21,5.583384232031898e-14,6.601789003126595e-18,1.7480848668344775e-18,6.703782694513642e-20,8.490199307205203e-35,2.562574922049685e-28,1.0236316665735225e-35,1.3736101101039533e-47,3.84907478809517e-30,1.2079982302928124e-50,8.842373457719502e-51,4.5190267055073605e-21,1.2862992340092456e-44
1.3221207088739493e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727614371746,0.11866996538095782,0.022821567683620172,8.092491180856698e-55,2.9009849957804625e-33,7.880695805386362e-20,2.430131712620318e-37,7.911476038391358e-30,3.7326759567563566e-65,1.166876381504918e-11,5.373002920390451e-58,1.1668763450376e-11,9.785340445425701e-40,4.454874019677405e-40,3.7136053110913076e-53,4.3057456376695484e-54,1.360409115631954e-29,5.271121222203339e-40,6.372631896195799e-10,1.8868231290006917e-11,7.555483820528361e-14,2.2969778663040783e-21,8.843010588172691e-21,7.552096803847098e-14,1.0975229106005e-17,3.669012719841489e-18,1.7277429414429239e-19,3.371112147614277e-34,5.664887805977651e-28,3.3993320791635087e-35,6.539207007013287e-47,8.456983279733292e-30,6.887572713142425e-50,5.042234831019102e-50,7.95520946335511e-21,4.865644829365085e-44
1.6668213641518403e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727597261283,0.1186699652117499,0.022821567681160528,3.4650455742602785e-54,6.4500284706575e-33,1.2234482578608545e-19,8.241170094105541e-37,1.511533800485858e-29,1.6891713175189027e-64,1.4711020504528456e-11,1.6130490850560906e-57,1.4711019938465945e-11,2.223046752021545e-39,1.0049691910870503e-39,1.4618015390665084e-52,1.694883559569446e-53,2.536801586292913e-29,1.5728043785899042e-39,8.034091592650682e-10,2.3787518636895498e-11,9.525990751600988e-14,3.536933947852155e-21,1.3726360219416837e-20,9.520630309420367e-14,1.6106029822262028e-17,6.524094019678335e-18,3.690085096796789e-19,9.705517926592107e-34,1.0632533849346198e-27,8.588724026979508e-35,2.5740157667096183e-46,1.5768983952066387e-29,2.5117818718820786e-49,1.8401127214672716e-49,1.2348124903216946e-20,1.451824410146964e-43
