Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53),CO2X(24),CH3X(55),C2H4X(215)
2.393725645252473e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44584225271627537,0.11236388176720977,0.02265433835165868,2.1153668975685356e-12,1.6195193888520331e-10,2.8313175351384845e-05,4.2508679270938585e-06,3.112602470605241e-08,2.1539088348056104e-18,0.00021053303892874892,1.051519382739229e-16,0.00015900201992861786,1.0713529047183159e-12,2.1025605239761204e-14,1.1361646210188929e-13,8.785298633018208e-16,6.080142055877115e-11,1.819778539183893e-11,0.006083202263126682,0.0003302038753253321,4.3105071545138264e-05,8.984583213316886e-10,1.1862729831425544e-09,3.975199827560576e-09,2.350527692537056e-12,3.490788806517482e-08,7.994572063007877e-06,4.281030856342311e-10,4.774192343672567e-07,2.8651573353811375e-11,1.3250289683311417e-11,2.944840822606765e-14,1.199112580547381e-14,1.0024297392808001e-14,6.567770903189947e-10,3.516837676587231e-13
2.405779291862943e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4458268917009023,0.11234919368282258,0.022653508825850332,2.1625057685202664e-12,1.6525011512016292e-10,2.8663947186031722e-05,4.322028295192438e-06,3.1589569534970814e-08,2.2139127945745305e-18,0.00021158452335813904,1.078322073328229e-16,0.0001596037163289086,1.0879067608933605e-12,2.158818450230818e-14,1.16010945311521e-13,8.980628488253338e-16,6.176239595481284e-11,1.8571944779725223e-11,0.0060967213673946245,0.00033179173674908617,4.330737327849376e-05,9.070431274529071e-10,1.1921555443515663e-09,3.993877861767452e-09,2.3671003443743633e-12,3.527032776045804e-08,8.039582873539186e-06,4.3299923911686396e-10,4.837582676363298e-07,2.9241417038550304e-11,1.347169583062056e-11,2.987635254844694e-14,1.218560857254676e-14,1.0188038578643514e-14,6.600350620233543e-10,3.6046464347697286e-13
2.4178329384734126e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4458116318802691,0.11233460412973803,0.022652679387386142,2.2104118978557753e-12,1.6859247099408144e-10,2.9017081571137798e-05,4.393930505186733e-06,3.205759535190789e-08,2.2751924592544405e-18,0.00021263587308803077,1.1056664408438418e-16,0.000160203813867457,1.1046304522579286e-12,2.2162430463204528e-14,1.1844038999563945e-13,9.179168092104152e-16,6.273210403991371e-11,1.8951850426663312e-11,0.006110141523679612,0.00033337868155358164,4.350849609768415e-05,9.156415314143052e-10,1.19803691728216e-09,4.0125532000454006e-09,2.383709195078122e-12,3.56327844324097e-08,8.084394192939306e-06,4.379164063441492e-10,4.901455175863974e-07,2.9840330930314584e-11,1.3695403386310821e-11,3.0307521790125775e-14,1.238164798108177e-14,1.0353359369178319e-14,6.632925380380695e-10,3.694176694938333e-13
2.4298865850838823e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4457964725322342,0.11232011238974703,0.02265185003588164,2.259092650189112e-12,1.7197922500600354e-10,2.937257307278951e-05,4.466576385303112e-06,3.253012165783879e-08,2.3377656489256116e-18,0.0002136870873614554,1.1335605700699618e-16,0.00016080231633136636,1.1215248264173487e-12,2.274851041443007e-14,1.2090503897883917e-13,9.380949842489045e-16,6.37105507921344e-11,1.93375607069897e-11,0.00612346345099759,0.0003349647086797923,4.3708446169631774e-05,9.242532687447798e-10,1.2039170978002213e-09,4.03122582928148e-09,2.4003533828536456e-12,3.599522638451892e-08,8.129004135659808e-06,4.428543807888148e-10,4.965809197673436e-07,3.044840729015331e-11,1.3921417950999292e-11,3.074191336325007e-14,1.257923692398098e-14,1.0520261025064281e-14,6.665495171989595e-10,3.785452920515496e-13
2.441940231694352e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44578141293960716,0.11230571774987194,0.0226510207709551,2.308555395667585e-12,1.7541059360618056e-10,2.9730416165953348e-05,4.539967717883148e-06,3.3007167921585726e-08,2.4016502771897706e-18,0.00021473816542065253,1.162012623047948e-16,0.0001613992274978939,1.1385907301784098e-12,2.3346592848993438e-14,1.234051335285287e-13,9.586006202116819e-16,6.469774188503926e-11,1.9729134279100914e-11,0.006136687863134174,0.00033654981710902867,4.39072298573164e-05,9.328780820412445e-10,1.2097960817675094e-09,4.049895736367414e-09,2.4170320494080216e-12,3.635762238220021e-08,8.173410861362401e-06,4.478129558268647e-10,5.030644066584827e-07,3.106573882875472e-11,1.4149744983235244e-11,3.1179524790912464e-14,1.2778368222850442e-14,1.0688744702322801e-14,6.698059983253328e-10,3.8784997873202955e-13
2.4539938783048218e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44576645239011986,0.11229141950232842,0.022650191592227566,2.358807509486839e-12,1.7888679122786782e-10,3.0090605238567544e-05,4.614106239508803e-06,3.348875357977585e-08,2.466864350308763e-18,0.0002157891065070904,1.1910308393702138e-16,0.00016199455113481378,1.155829009541261e-12,2.3956847458465898e-14,1.2594091333104857e-13,9.794369696406555e-16,6.569368269597069e-11,2.012663008514269e-11,0.006149815468682751,0.0003381340058628513,4.410485371106572e-05,9.415157209089299e-10,1.215673865041797e-09,4.0685629081998004e-09,2.4337443404984903e-12,3.6719941656569177e-08,8.217612574787803e-06,4.5279192478623036e-10,5.095959077543716e-07,3.1692418705955564e-11,1.4380389799900435e-11,3.162035371213195e-14,1.2979034632932015e-14,1.0858811454103001e-14,6.730619802201623e-10,3.973342184129909e-13
2.4660475249152915e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4457515901763968,0.11227721694448747,0.022649362499322822,2.4098563714119526e-12,1.8240803031963844e-10,3.0453134595569168e-05,4.688993641136739e-06,3.397489803679921e-08,2.533425966350461e-18,0.00021683990986148772,1.2206235364723765e-16,0.00016258829100076683,1.1732405096913699e-12,2.457944513052134e-14,1.2851261646835132e-13,1.0006072911414618e-15,6.669837831421623e-11,2.0530107350697134e-11,0.006162846971082294,0.00033971727400297543,4.430132445999135e-05,9.501659418803535e-10,1.2215504434769905e-09,4.087227331680438e-09,2.4504894067502264e-12,3.708215390657937e-08,8.26160752561722e-06,4.577910809926849e-10,5.161753496503423e-07,3.232854053024758e-11,1.4613357576637606e-11,3.206439789390102e-14,1.3181228845616606e-14,1.1030462231371107e-14,6.763174616702684e-10,4.0700052132365573e-13
2.4781011715257612e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4457368255959268,0.11226310937883809,0.022648533491867344,2.4617093653046892e-12,1.859745213779975e-10,3.0817998462855296e-05,4.764631568241585e-06,3.4465620664766846e-08,2.6013533143429682e-18,0.00021789057472383457,1.2507991099239697e-16,0.00016318045084559644,1.1908260749915358e-12,2.521455794648355e-14,1.3112047939524554e-13,1.0221148491769178e-15,6.77118335490655e-11,2.0939625584467957e-11,0.00617578306865492,0.00034129962063116597,4.4496649003573934e-05,9.588285082825113e-10,1.2274258129232355e-09,4.105888993716608e-09,2.467266403175084e-12,3.744422929832421e-08,8.305394008327696e-06,4.628102178202967e-10,5.228026561276823e-07,3.2974198358280406e-11,1.4848653348306372e-11,3.2511655223084516e-14,1.3384943493670135e-14,1.1203697884272828e-14,6.795724414465766e-10,4.168514190999904e-13
2.490154818136231e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44572215795103354,0.11224909611294974,0.022647704569490328,2.514373878657283e-12,1.8958647298030665e-10,3.118519099117673e-05,4.841021620968053e-06,3.4960940803468804e-08,2.6706646734430943e-18,0.0002189411003334143,1.281566033717717e-16,0.00016377103441067215,1.2085865489739562e-12,2.5862359178882094e-14,1.3376473691720593e-13,1.043962913861267e-15,6.873405293775442e-11,2.1355244577963607e-11,0.006188624454643147,0.00034288104488912417,4.4690834403393365e-05,9.675031901739556e-10,1.2332999692270588e-09,4.124547881221221e-09,2.484074489618763e-12,3.780613846809897e-08,8.348970362034911e-06,4.678491287389604e-10,5.294777482383983e-07,3.362948669436141e-11,1.5086282009466128e-11,3.296212370847766e-14,1.3590171156728623e-14,1.1378519164337881e-14,6.828269183043005e-10,4.268894648394959e-13
2.5022084647467006e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44570758654884735,0.1122351764594355,0.02264687573182362,2.5678573021324894e-12,1.9324409181814182e-10,3.1554706259963195e-05,4.918165354291737e-06,3.546087776033255e-08,2.7413784121114874e-18,0.0002199914859288249,1.3129328605573517e-16,0.00016436004542919971,1.2265227743323484e-12,2.6523023289017947e-14,1.364456221687495e-13,1.0661547607552561e-15,6.976504075329567e-11,2.1777024405178392e-11,0.006201371817246908,0.00034446154595836425,4.488388787501156e-05,9.761897642706052e-10,1.2391729082314993e-09,4.143203981113219e-09,2.5009128319774334e-12,3.816785252424152e-08,8.392334970328541e-06,4.729076073571624e-10,5.362005443895027e-07,3.429450048995256e-11,1.5326248314885968e-11,3.341580149873839e-14,1.379690436254195e-14,1.1554926724968891e-14,6.860808909831018e-10,4.3711723315554517e-13
2.5142621113571703e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4456931107012766,0.11222134973591527,0.022646046978501744,2.6221670291099917e-12,1.9694758273081096e-10,3.19265382810788e-05,4.996064278188461e-06,3.596545081038108e-08,2.8135129872938158e-18,0.0002210417307480009,1.34490822214399e-16,0.0001649474876265188,1.2446355929141276e-12,2.7196725924539806e-14,1.3916336659238036e-13,1.0886936706620727e-15,7.080480101219182e-11,2.2205025422271755e-11,0.0062140258396602656,0.0003460411230600823,4.507581678001283e-05,9.848880137897887e-10,1.2450446257762076e-09,4.161857280317862e-09,2.5177806013147335e-12,3.852934304457635e-08,8.435486261103502e-06,4.779854474714857e-10,5.429709604267587e-07,3.4969335143163917e-11,1.556855688008071e-11,3.387268686997974e-14,1.4005135591892492e-14,1.1732921122602981e-14,6.893343582073547e-10,4.475373202312727e-13
2.52631575796764e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44567872972497913,0.11220761526497931,0.02264521830916185,2.6773104552396907e-12,2.0069714873900765e-10,3.230068100250707e-05,5.0747198578120626e-06,3.647467919619154e-08,2.8870869436194305e-18,0.00022209183402823547,1.3775008294610474e-16,0.0001655333647203885,1.262925845712635e-12,2.7883643917032157e-14,1.419181999181037e-13,1.1115829294241933e-15,7.185333748203028e-11,2.2639308267245367e-11,0.00622658720010789,0.00034761977545501565,4.5266628618194374e-05,9.935977283827064e-10,1.2509151176975926e-09,4.180507765766701e-09,2.5346769740513815e-12,3.88905820787379e-08,8.4784227063779e-06,4.830824431134885e-10,5.497889097178284e-07,3.565408649824374e-11,1.5813212181872642e-11,3.433277822216104e-14,1.421485728528616e-14,1.1912502819583124e-14,6.92587318686342e-10,4.581523438730144e-13
2.5383694045781098e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4456644429413338,0.11219397237415196,0.022644389723443712,2.7332949780015085e-12,2.0449299107884674e-10,3.2677128311964283e-05,5.154133513680436e-06,3.698858212785359e-08,2.9621189126064153e-18,0.00022314179500620212,1.410719473057698e-16,0.0001661176804212604,1.2813943728594235e-12,2.858395527961616e-14,1.4471035014350836e-13,1.134825827721164e-15,7.29106536889586e-11,2.3079933859618332e-11,0.006239056571881242,0.0003491975024432943,4.54563310199135e-05,1.0023187040762357e-09,1.2567843798289566e-09,4.199155424398153e-09,2.5516011338531917e-12,3.9251542150189304e-08,8.521142822103106e-06,4.881983885885794e-10,5.566543032347673e-07,3.634885084506609e-11,1.6060218558978854e-11,3.4796074106198545e-14,1.44260618425446e-14,1.2093672184415856e-14,6.958397711143924e-10,4.689649435633005e-13
2.5504230511885795e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4456502496764128,0.1121804203958557,0.022643561220989705,2.790127996271633e-12,2.0833530923593673e-10,3.3055874040440794e-05,5.234306621869688e-06,3.750717878292811e-08,3.0386276118682126e-18,0.0002241916129179771,1.4445730233308662e-16,0.0001667004384325405,1.3000420136165942e-12,2.9297839204564144e-14,1.475400435144199e-13,1.1584256608683566e-15,7.397675292503816e-11,2.3526963400100425e-11,0.006251434623374515,0.00035077430336428415,4.564493173859946e-05,1.0110507430912055e-09,1.2626524080005977e-09,4.2178002431578136e-09,2.568552270283985e-12,3.961219625166222e-08,8.563645167972238e-06,4.933330785244511e-10,5.635670496358158e-07,3.7053724918614736e-11,1.630958021262361e-11,3.526257320772616e-14,1.4638741626938168e-14,1.2276429492442788e-14,6.990917141711415e-10,4.799777805134015e-13
2.5624766977990492e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4456361492609532,0.11216695866737551,0.022642732801444777,2.8478169098960303e-12,2.1222430097939582e-10,3.343691196566956e-05,5.315240514216329e-06,3.803048830640594e-08,3.1166318443423993e-18,0.00022524128699906136,1.4790704308057563e-16,0.00016728164245083865,1.3188696063691895e-12,3.002547606092849e-14,1.5040750450612423e-13,1.1823857286167344e-15,7.505163825547456e-11,2.3980458370263323e-11,0.006263722018120297,0.0003523501775964212,4.583243864341802e-05,1.019793653765983e-09,1.268519198039946e-09,4.2364422089981395e-09,2.585529578443717e-12,3.9972517846589286e-08,8.60592834721475e-06,4.984863079181331e-10,5.705270553464321e-07,3.776880589846384e-11,1.656130120717487e-11,3.573227433321304e-14,1.4852888974070658e-14,1.2460774929693339e-14,7.023431465217509e-10,4.911935377154294e-13
2.574530344409519e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4456221410303291,0.1121535865308234,0.02264190446445646,2.9063691192707085e-12,2.161601623962255e-10,3.3820235815521256e-05,5.396936478527256e-06,3.85585298106667e-08,3.196150497526815e-18,0.0002262908164844033,1.51422072641491e-16,0.00016786129616620747,1.3378779886176367e-12,3.076704739218593e-14,1.5331295580516083e-13,1.2067093349536583e-15,7.61353125257251e-11,2.4440480532209846e-11,0.006275919414824987,0.00035392512455703856,4.601885971209429e-05,1.0285472505261356e-09,1.2743847457717176e-09,4.255081308879238e-09,2.602532261911971e-12,4.033248087191624e-08,8.647991006381822e-06,5.036578721700531e-10,5.775342246395255e-07,3.849419140825618e-11,1.6815385470805182e-11,3.620517645037578e-14,1.5068496189442433e-14,1.2646708592954408e-14,7.055940668170215e-10,5.026149199939944e-13
2.5865839910199886e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4456082243245242,0.11214030333310329,0.02264107620967481,2.965792024928374e-12,2.20143087925635e-10,3.4205839271325745e-05,5.479395758797433e-06,3.90913223754378e-08,3.2772025427091468e-18,0.00022734020060842042,1.5500330217757894e-16,0.00016843940326236997,1.3570679969702475e-12,3.1522735913897966e-14,1.5625661829168466e-13,1.23139978790477e-15,7.722777836848098e-11,2.4907091928241293e-11,0.006288027467403943,0.00035549914370218487,4.6204203023905684e-05,1.0373113536749027e-09,1.2802490470180095e-09,4.273717529769369e-09,2.6195595309449894e-12,4.069205973140247e-08,8.689831835133592e-06,5.088475671310262e-10,5.845884597148406e-07,3.922997951517771e-11,1.7071836796176228e-11,3.668127867018364e-14,1.5285555550831946e-14,1.2834230489460766e-14,7.088444736936436e-10,5.142446540574174e-13
2.5986376376304584e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4455943984881031,0.11212710842587602,0.022640248036752426,3.026093027132776e-12,2.2417327039307793e-10,3.459371597111952e-05,5.562619555435167e-06,3.9628885047753445e-08,3.3598070342250575e-18,0.00022838943860502235,1.5865165094668803e-16,0.00016901596741693606,1.3764404671357655e-12,3.2292725511387585e-14,1.5923871102239953e-13,1.256460399336981e-15,7.832903821052321e-11,2.538035488052277e-11,0.006300046825016376,0.0003570722345264352,4.638847675282856e-05,1.0460857892993033e-09,1.2861120975984313e-09,4.292350858644081e-09,2.6366106010519326e-12,4.105122929581819e-08,8.731449566011959e-06,5.140551891508271e-10,5.916896607774511e-07,3.99762687294288e-11,1.733065884114623e-11,3.7160580215441686e-14,1.5504059320873147e-14,1.3023340542150808e-14,7.120943657744441e-10,5.260854885485016e-13
2.610691284240928e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4455806628701851,0.11211400116552471,0.022639419945344415,3.0872795254800655e-12,2.282509010446534e-10,3.498385951281897e-05,5.6466090254947395e-06,4.017123684191397e-08,3.4439831087276533e-18,0.000229438529707633,1.623680463302319e-16,0.0001695909923016093,1.3959962339159722e-12,3.307720123743398e-14,1.6225945121405912e-13,1.281894484762605e-15,7.943909427945322e-11,2.5860331990746608e-11,0.006311978132099998,0.0003586443965626947,4.6571689160841585e-05,1.0548703892827206e-09,1.2919738933302664e-09,4.310981282487254e-09,2.6536846975028087e-12,4.140996490733191e-08,8.77284297420185e-06,5.192805351063409e-10,5.988377261153261e-07,4.073315800369313e-11,1.7591855129500252e-11,3.764308047918449e-14,1.5723999742366987e-14,1.3214038589753132e-14,7.153437416684801e-10,5.381401940948625e-13
2.6227449308513978e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4455670168244156,0.11210098091312037,0.022638591935108362,3.1493589185063345e-12,2.323761695814239e-10,3.537626345731913e-05,5.7313652829162634e-06,4.071839673944502e-08,3.529749984436464e-18,0.00023048747314921298,1.6615342386050284e-16,0.00017016448158238234,1.4157361311983391e-12,3.387634930998498e-14,1.653190542275333e-13,1.3077053631446559e-15,8.055794861029642e-11,2.6347086139793762e-11,0.0063238220284054,0.00036021562938199405,4.6753848591403836e-05,1.0636649910674223e-09,1.2978344300285739e-09,4.329608788292097e-09,2.670781053238127e-12,4.1768242370600577e-08,8.8140108772986e-06,5.245234024462745e-10,6.060325521759267e-07,4.150074673260315e-11,1.7855429051702855e-11,3.812877900988989e-14,1.5945369037121054e-14,1.3406324384695966e-14,7.185925999712665e-10,5.504115633588164e-13
2.6347985774618675e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.445553459708939,0.11208804703438781,0.022637764005704355,3.2123386033032727e-12,2.365492641931627e-10,3.5770921331518244e-05,5.816889398772742e-06,4.1270383689057185e-08,3.617126960422957e-18,0.0002315362681622823,1.7000872724783697e-16,0.00017073643891972332,1.435660991948738e-12,3.4690357109887725e-14,1.6841773355244485e-13,1.333896356703355e-15,8.168560305197728e-11,2.6840680487393357e-11,0.0063355791490302,0.00036178593259327826,4.693496346308625e-05,1.072469437528379e-09,1.3036937035063053e-09,4.3482333630593805e-09,2.687898905549184e-12,4.212603795110835e-08,8.854952135060892e-06,5.297835892433045e-10,6.132740336418008e-07,4.227913475220175e-11,1.812138386567227e-11,3.861767545169434e-14,1.6168159424359124e-14,1.3600197600286346e-14,7.218409392650569e-10,5.629024110868321e-13
2.6468522240723372e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44553999088637175,0.11207519889967153,0.022636936156794907,3.276225975141211e-12,2.407703715924899e-10,3.616782663126793e-05,5.9031824015239836e-06,4.1827216606605475e-08,3.7061334159175545e-18,0.0002325849139789428,1.7393490840763e-16,0.00017130686796875197,1.4557716482041977e-12,3.5519413178639e-14,1.7155570079236963e-13,1.3604707907238612e-15,8.282205927366827e-11,2.7341178471780214e-11,0.006347250124452925,0.0003633553058431876,4.7115042263355025e-05,1.0812835770471931e-09,1.3095517095744725e-09,4.3668549937986605e-09,2.705037502773711e-12,4.248332838209633e-08,8.89566564914831e-06,5.350608942151339e-10,6.205620635051442e-07,4.306842233940195e-11,1.8389722697575965e-11,3.910976962524839e-14,1.6392363114023628e-14,1.379565783133147e-14,7.250887581189239e-10,5.756155741585427e-13
2.658905870682807e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4455266097237747,0.11206243588390226,0.022636108388044987,3.341028427097906e-12,2.4503967704897814e-10,3.6566972824248995e-05,5.9902452772773276e-06,4.2388914375049085e-08,3.796788809573443e-18,0.00023363340983090065,1.7793292748720357e-16,0.00017187577237940633,1.4760689310657152e-12,3.636370721615491e-14,1.7473316565059735e-13,1.3874319933652713e-15,8.396731877101122e-11,2.7848643809350548e-11,0.006358835580566655,0.0003649237488158321,4.729409354253365e-05,1.0901072632506247e-09,1.3154084440422623e-09,4.385473667530352e-09,2.7221961023974606e-12,4.2840090853520817e-08,8.936150362870066e-06,5.403551167652897e-10,6.278965331412936e-07,4.3868710211443544e-11,1.8660448542647284e-11,3.960506152591774e-14,1.6617972298954884e-14,1.3992704589017006e-14,7.283360550889515e-10,5.885539116353214e-13
2.6709595172932767e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4455133155926264,0.11204975736656343,0.022635280699121994,3.406753349695837e-12,2.493573644223306e-10,3.696835335277354e-05,6.078078970055095e-06,4.295549584441133e-08,3.889112678775196e-18,0.0002346817549494888,1.820037528925219e-16,0.00017244315579660025,1.4965536706911177e-12,3.7223430078560126e-14,1.7795033591645868e-13,1.4147832954709021e-15,8.512138287220918e-11,2.836314049431562e-11,0.006370336138712417,0.0003664912612325594,4.747212590791744e-05,1.0989403548286938e-09,1.3212639027171345e-09,4.4040893712825586e-09,2.739373964544138e-12,4.3196303007523266e-08,8.976405260920503e-06,5.4566605704185e-10,6.352773323811284e-07,4.4680099525344953e-11,1.8933564266022253e-11,4.0103551220294866e-14,1.684497918200675e-14,1.4191337310570122e-14,7.315828287185529e-10,6.017203048084195e-13
2.6830131639037464e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44550010786879607,0.11203716273165809,0.0226344530896957,3.473408130547513e-12,2.5372361619597196e-10,3.737196163651319e-05,6.166684382068486e-06,4.352697983173957e-08,3.98312463899076e-18,0.00023572994856568981,1.8614836131475764e-16,0.00017300902186037195,1.5172266962879746e-12,3.809877377599795e-14,1.8120741745221172e-13,1.4425280303798954e-15,8.628425274399214e-11,2.888473279835353e-11,0.006381752415712338,0.0003680578428517143,4.764914801803181e-05,1.1077827156913576e-09,1.3271180814049925e-09,4.422702092092188e-09,2.7565703615358233e-12,4.355194294905274e-08,9.016429369093074e-06,5.509935159503319e-10,6.42704349582351e-07,4.550269187735405e-11,1.9209072603596144e-11,4.0605238952231477e-14,1.707337596862601e-14,1.4391555361495033e-14,7.348290775385503e-10,6.151176572466728e-13
2.695066810514216e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4454869859325164,0.1120246513676759,0.022633625559438302,3.5410001540057445e-12,2.581386135107917e-10,3.7777791075153816e-05,6.256062373997754e-06,4.410338512106544e-08,4.078844383044874e-18,0.0002367779899101579,1.9036773775670842e-16,0.00017357337420602354,1.5380888361065606e-12,3.8989931470461434e-14,1.8450461418048058e-13,1.4706695337401658e-15,8.745592939745657e-11,2.941348527025914e-11,0.00639308502390256,0.0003696234934683939,4.782516857707199e-05,1.1166342146944537e-09,1.3329709759103142e-09,4.4413118170090635e-09,2.7737845772149895e-12,4.390698923305388e-08,9.056221754011447e-06,5.563372951876458e-10,6.501774716996225e-07,4.633658930239589e-11,1.948697616289996e-11,4.111012517135831e-14,1.7303154847210624e-14,1.4593358025546354e-14,7.380748000673155e-10,6.287488948437704e-13
2.705915092463639e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4454752490294782,0.11201346183490751,0.02263288084962702,3.602640417817536e-12,2.62153937188592e-10,3.8144931188153e-05,6.3371638006728026e-06,4.4626373093032145e-08,4.166468645805446e-18,0.00023772109629173653,1.9422992403470965e-16,0.0001740800000889828,1.5570271383747726e-12,3.980565493782703e-14,1.8750655669501464e-13,1.4963388824169605e-15,8.851796889869074e-11,2.989553801111338e-11,0.0064032133369481365,0.00037103178287635464,4.7982737980572664e-05,1.1246082722721703e-09,1.3382374795203478e-09,4.458057997248482e-09,2.7892920134225803e-12,4.422600594214715e-08,9.09183603830349e-06,5.611604871804239e-10,6.569426068003908e-07,4.709684750730466e-11,1.9739139333240833e-11,4.1567257865469385e-14,1.7511131091247952e-14,1.4776334620538424e-14,7.409954991298945e-10,6.412194167703434e-13
2.716763374413062e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44546358067013936,0.11200233882033354,0.02263213620344327,3.665051204455539e-12,2.662090206449119e-10,3.851386024175294e-05,6.418892250344522e-06,4.515337615487516e-08,4.255506690477343e-18,0.0002386640781485248,1.9815420684433491e-16,0.00017458540544485856,1.5761198956958062e-12,4.063448756858579e-14,1.9054130201482528e-13,1.5223347516929205e-15,8.958714312014213e-11,3.0383490442372464e-11,0.006413274810783445,0.0003724393179377818,4.813950960936458e-05,1.1325895405011885e-09,1.3435029364827493e-09,4.474801730902503e-09,2.8048127912952606e-12,4.4544509775671743e-08,9.127261280064124e-06,5.659965953576963e-10,6.637449099903369e-07,4.7866420824826786e-11,1.9993246363941165e-11,4.2026982222363575e-14,1.7720214848937505e-14,1.496059349929791e-14,7.439157695895531e-10,6.5388393829259e-13
2.727611656362485e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4454519804116494,0.11199128188735497,0.022631391620652964,3.728237889002969e-12,2.703039932718637e-10,3.888457339290217e-05,6.50124826531793e-06,4.56844079314007e-08,4.3459730312406844e-18,0.00023960693491907728,2.0214132162548433e-16,0.00017508959291444865,1.5953677098474929e-12,4.147657256246875e-14,1.9360899472321325e-13,1.5486595773162842e-15,9.066345249797019e-11,3.0877390194452636e-11,0.006423269882610721,0.0003738460985786385,4.8295489882520736e-05,1.1405779336162559e-09,1.348767343736493e-09,4.491543008551055e-09,2.8203464043459154e-12,4.486248602613005e-08,9.162496882540241e-06,5.708454769700664e-10,6.705842962160719e-07,4.86453845476166e-11,2.0249298892805885e-11,4.248929884356665e-14,1.7930400446633645e-14,1.5146133993707145e-14,7.468356103412353e-10,6.667446389556775e-13
2.7373751101169656e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4454415980414721,0.11198138678889666,0.02263072155015084,3.78577373792904e-12,2.7402368017503215e-10,3.92197366239591e-05,6.5759056739731965e-06,4.616579232469489e-08,4.4286259666425044e-18,0.0002404553985996796,2.0578405855179576e-16,0.000175542322524661,1.6128238130236305e-12,4.224589878676929e-14,1.963982066280888e-13,1.5726351920534934e-15,9.163823178599396e-11,3.1327024442971436e-11,0.006432209032578951,0.00037511155608354024,4.843520083839982e-05,1.1477735106856777e-09,1.3535044102335074e-09,4.506608050768997e-09,2.8343372139075607e-12,4.514820164386766e-08,9.194046310965878e-06,5.75220274226101e-10,6.767713789110639e-07,4.93545431548228e-11,2.0481410857332412e-11,4.290760072694093e-14,1.812050488131287e-14,1.531421563341415e-14,7.494630986979577e-10,6.7848881600781e-13
2.747138563871446e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44543127015763023,0.11197154455094485,0.022630051530640533,3.843946329720417e-12,2.7777587467892424e-10,3.955633750609354e-05,6.65107218642098e-06,4.6650460897164233e-08,4.512458267938548e-18,0.0002413037600960213,2.0947883347024568e-16,0.000175994069704978,1.630406436934281e-12,4.3026181473832787e-14,1.9921432554190644e-13,1.5968810123245432e-15,9.261879102799531e-11,3.178154972586811e-11,0.006441095063435666,0.00037637640244578984,4.857428071104256e-05,1.1549747335010717e-09,1.3582406217542341e-09,4.521671089138202e-09,2.8483376508486536e-12,4.543346792510341e-08,9.225441270863258e-06,5.79605199654897e-10,6.829883663223809e-07,5.007142450095964e-11,2.0715101014550853e-11,4.33280034257156e-14,1.831149310579212e-14,1.548333425979717e-14,7.52090237273675e-10,6.903952852554628e-13
