Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53),CO2X(24)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531594134e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,-3.1953510765984353e-122,1.3111129442295714e-65,2.970007247255636e-36,4.1718708054356834e-89,1.8423403295077388e-54,1.4187876343424611e-132,5.5646920903778486e-20,-6.7087114431362558e-106,5.5646920903778486e-20,2.6594431780125918e-72,9.8476964589527806e-73,9.3599573981281665e-113,1.0852849250973107e-113,5.3346342383173256e-54,1.2484267573011623e-85,3.0390311159895404e-18,8.9980309981672622e-20,3.6022135345420081e-22,9.0087835654169666e-38,3.3357983340900261e-37,3.6022135345307445e-22,5.5896182957681449e-34,1.8924919407013463e-42,3.2265069744970845e-47,4.0729074925169508e-78,2.1456307125372157e-52,2.0725052467421465e-98,1.6483765894908663e-106,3.3174158799093106e-54,-1.7943915018706857e-109,-1.3087730470914438e-109
1.7654093888463576e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,5.7890063567091684e-120,2.9329134275464554e-64,1.7938843773612203e-35,4.6101568737188127e-87,2.7841447288681267e-53,5.1195335881657308e-130,1.558113785305798e-19,1.2951259393886311e-104,1.558113785305797e-19,7.5000553324469881e-71,3.0962733486703085e-71,1.8711522589464925e-110,2.1695967757290282e-111,6.3332777655011554e-53,6.4622164930084986e-84,8.5092871247707105e-18,2.5194486794868334e-19,1.0086197896735916e-21,5.4413052714204448e-37,2.0148221937883227e-36,1.0086197896667887e-21,3.3761294396016759e-33,2.2467664242183476e-41,3.8306143469445006e-46,2.4778153630729309e-76,2.5472927819486424e-51,1.9517441944579175e-96,3.2952752323748849e-104,3.938436131228292e-53,1.8160203961766926e-107,1.3245484872879809e-107
4.035221460220246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996531,0.022821567693054285,2.4439270847994986e-117,5.7949481870572863e-63,8.6367810753016293e-35,4.1711652521054191e-85,2.995055853110155e-52,1.8537680270485965e-127,3.5614029378418247e-19,1.367516260047332e-102,3.5614029378418209e-19,1.6314258577855478e-69,6.9076155110561092e-70,3.3877263164818153e-108,3.9280609357916032e-109,6.2180496612722284e-52,2.8216566287237456e-82,1.9449799142333041e-17,5.7587398388270478e-19,2.3054166621196903e-21,2.6197542576861458e-36,9.7005015555029909e-36,2.3054166620869378e-21,1.6254609838459515e-32,2.2058885819563878e-40,3.761142856618269e-45,1.1186696413146491e-74,2.5009471586092045e-50,1.7058345029974936e-94,5.9661048807535927e-102,3.8667799452821592e-52,3.8032460105427013e-105,2.7739687071587652e-105
8.574845602968022e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996528,0.022821567693054285,7.861805659054255e-115,1.0311805152210599e-61,3.7719092043063038e-34,3.1571683695017206e-83,2.7529723318243096e-51,5.6215885464480193e-125,7.5679812429138801e-19,1.0809076325076616e-100,7.5679812429138618e-19,3.0243885924480761e-68,1.2937199351137642e-68,5.1339134884411306e-106,5.9527609782223967e-107,5.4997944998236909e-51,1.0504320156116514e-80,4.1330823177457633e-17,1.2237322157507477e-18,4.8990104070411577e-21,1.1441155095662757e-35,4.2364638842624989e-35,4.8990104068981206e-21,7.0988150644701477e-32,1.951083440522748e-39,3.3270849174209187e-44,4.2243794467560086e-73,2.2120594395566011e-49,1.2726054667948569e-92,9.0413048337333893e-100,3.4201230664370211e-51,6.1127449479268019e-103,4.4584450117172095e-103
1.7654093888463574e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999982,0.11866996602996524,0.022821567693054285,2.2494236915508224e-112,1.7392370197909929e-60,1.5746978427574193e-33,2.1938726567164578e-81,2.3552257899136068e-50,1.5639439251776695e-122,1.5581137853057998e-18,7.6610905026496064e-99,1.5581137853057924e-18,5.1981512558363885e-67,2.2345794553738808e-67,7.1392284796617139e-104,8.2779191359388411e-105,4.6229086504491712e-50,3.6188975620111966e-79,8.5092871247706566e-17,2.5194486794868328e-18,1.008619789700117e-20,4.7764570172089595e-35,1.7686402767058803e-34,1.0086197896404012e-20,2.9636154663764159e-31,1.6400031440241022e-38,2.7972826263537008e-43,1.4659776427555147e-71,1.8593692456822445e-48,8.7783609518701856e-91,1.257285326424985e-97,2.8748195063394168e-50,8.7415181381437216e-101,6.3757899743263617e-101
3.581259045945468e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999971,0.11866996602996516,0.022821567693054285,6.0853785011228746e-110,2.856702306170522e-59,6.4331545000679369e-33,1.4628880614922506e-79,1.9473462287001361e-49,4.1733131613515667e-120,3.1607451073346269e-18,5.1555627002537675e-97,3.1607451073345965e-18,8.6155544921655303e-66,3.7127871624368539e-66,9.5238905161496262e-102,1.1042929327217898e-102,3.7901397928414992e-49,1.2009801573282295e-77,1.7261696738820348e-16,5.1108816069590024e-18,2.0460572877389498e-20,1.9513385307019764e-34,7.2254726233297746e-34,2.0460572874949926e-20,1.2107335509161592e-30,1.344573581387987e-37,2.29447558480551e-42,4.8846102732680572e-70,1.5244232462226785e-47,5.8297532274142557e-89,1.6772467543600771e-95,2.3569507060218822e-49,1.182184909839247e-98,8.6224870592533006e-99
7.21295836014369e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.022821567693054282,1.6022779721275132e-107,4.6308377245492573e-58,2.6003839071482306e-32,9.5621167738006278e-78,1.5835496124669391e-48,1.0913994938890269e-117,6.3660077513922944e-18,3.3827532618262192e-95,6.3660077513921703e-18,1.4028197053696994e-64,6.0527800568211823e-65,1.2452423883647203e-99,1.4438557085983777e-100,3.0693534327199096e-48,3.9132189897079634e-76,3.4766515966919347e-16,1.0293747461903335e-17,4.1209322840039387e-20,7.8876222299431029e-34,2.9206515596163074e-33,4.1209322830178247e-20,4.8939780468103163e-30,1.0888704156001151e-36,1.8598982167131327e-41,1.595914891223642e-68,1.2345174685446192e-46,3.8001719354271887e-87,2.192989042277601e-93,1.9087197662373448e-48,1.5561857293529218e-96,1.135033210502728e-96
1.4476356988540132e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999921,0.11866996602996462,0.022821567693054278,4.1655198911314525e-105,7.4578214072946625e-57,1.0456029329080893e-31,6.1931027386284541e-76,1.2771901304718672e-47,2.8277742004133112e-115,1.2776533039507682e-17,2.1919737710988656e-93,1.2776533039507187e-17,2.2641566601915534e-63,9.7752557107004824e-64,1.6131297204307569e-97,1.8704202308423196e-98,2.4704826099464579e-47,1.2635546988167096e-74,6.9776154423115806e-16,2.0659479171791989e-17,8.2706822772832128e-20,3.1715781245291609e-33,1.174381146547875e-32,8.2706822733180878e-20,1.9678466093280829e-29,8.764174291270562e-36,1.4998610700306915e-40,5.1673956190456565e-67,9.9364705994012708e-46,2.4544588595716297e-85,2.8408732576035929e-91,1.5363036847873998e-47,2.0227471898852635e-94,1.4753285559468285e-94
2.9003154245333017e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999849,0.11866996602996391,0.022821567693054268,1.0776033548351913e-102,1.1971454597690952e-55,4.1933354243004994e-31,3.9983329902333674e-74,1.0259085693624669e-46,7.302840584970066e-113,2.5597583615738666e-17,1.4115697476102536e-91,2.5597583615736684e-17,3.6384389699435771e-62,1.5713437257560781e-62,2.0829598682466801e-95,2.415187215310029e-96,1.9824066119548421e-46,4.0615836723899011e-73,1.3979543133550254e-15,4.1390942591569213e-17,1.6570182266838926e-19,1.2719446135745695e-32,4.7097936518079373e-32,1.6570182250936999e-19,7.891941524763831e-29,7.0326945351135738e-35,1.2081230443787094e-39,1.667979314175167e-65,7.9733918895989726e-45,1.5780416987418006e-83,3.6682883653369141e-89,1.2327868931148802e-46,2.6163331253270148e-92,1.9082715909982999e-92
