Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),H2OX(23),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.717554270695001e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-5.305297343734605e-122,4.9436445721064605e-54,3.371359577968254e-36,6.102031319277011e-89,2.228133521179479e-54,2.355637951754516e-132,5.928774356156224e-20,-9.812547976789826e-106,5.928774356156224e-20,3.426777069215806e-72,1.8806826103164526e-71,1.4586168856672053e-112,1.6912629514998074e-113,1.2143652133544025e-37,1.717155757130236e-85,3.2378664363469204e-18,9.586747042136973e-20,3.8378963080315855e-22,1.0226186749666432e-37,3.786581892750577e-37,3.837896308018802e-22,6.344972118114397e-34,2.2887870528051268e-42,3.9021579159543693e-47,5.5914486984320175e-78,2.5949340605373483e-52,1.4626932442009011e-75,3.4066446116223703e-37,2.568761614075965e-106,-2.796305190877605e-109,7.207692069672048e-28,4.012095562023364e-54,-2.4924361571659193e-124,3.0179772128386333e-92,-2.039537559253477e-109,3.5430101055631517e-102
1.8809151957946003e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,9.611605886648992e-120,5.869094836022523e-53,2.0363011851155815e-35,6.7431069336458865e-87,3.3671553769431585e-53,8.50006604556484e-130,1.6600568197237432e-19,1.8943259213450216e-104,1.6600568197237423e-19,9.664059618790433e-71,5.913167061699067e-70,2.9159310517629866e-110,3.381015402624065e-111,7.334765888660591e-37,8.90769794639938e-84,9.066026021771375e-18,2.684289171798353e-19,1.0746109662509207e-21,6.176616794269175e-37,2.2870954632188658e-36,1.074610966243199e-21,3.832363145986515e-33,2.717247979062517e-41,4.632777517465369e-46,3.401649074055976e-76,3.080705716701457e-51,8.898276766378531e-74,2.0576133454163065e-36,5.135229016368587e-104,2.830015816331447e-107,2.018153779901628e-27,4.763159849430144e-53,4.602282748546896e-122,3.334948828639595e-90,2.0641250376115516e-107,3.343698129468065e-100
4.299234733244801e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,4.0577175074260475e-117,5.762312113302262e-52,9.80391365307302e-35,6.101033185619704e-85,3.6222321024089906e-52,3.0778604946908814e-127,3.794415587939985e-19,2.0002081749681995e-102,3.7944155879399806e-19,2.102144056538175e-69,1.3191950432840703e-68,5.279321168467698e-108,6.121360851513528e-109,3.531374040434601e-36,3.906361120608555e-82,2.0722345192620263e-17,6.135518106967663e-19,2.4562536371547513e-21,2.9737751030089688e-36,1.1011380144081425e-35,2.4562536371175733e-21,1.8451178719157958e-32,2.6678101576636965e-40,4.5487757497306084e-45,1.5357625707256493e-74,3.0246551410600356e-50,4.017107447328822e-72,9.906522530543762e-36,9.297381443421578e-102,5.9268536490485076e-105,4.6129229273442896e-27,4.676498581502041e-52,1.9184801374153475e-119,3.017210911606902e-88,4.322861710504239e-105,2.9350373002144846e-98
9.135873808145201e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,1.305326584509432e-114,5.096699808174318e-51,4.281626664372399e-34,4.617926779930245e-83,3.329455357747664e-51,9.333744077331924e-125,8.063133124372471e-19,1.5809978614926356e-100,8.063133124372452e-19,3.89702080141331e-68,2.470706317659777e-67,8.000582481206838e-106,9.276657135808178e-107,1.5422438209600898e-35,1.4668097766797238e-80,4.403498353431798e-17,1.3037975977306284e-18,5.219538978995638e-21,1.2987257132871385e-35,4.808959003754733e-35,5.21953897883327e-21,8.058114383009285e-32,2.359647834679459e-39,4.023851739096428e-44,5.799472341728793e-73,2.6752732192567603e-49,1.5167833135090217e-70,4.326438656704513e-35,1.4089778727830993e-99,9.525973774654244e-103,9.802461228524878e-27,4.136310028879576e-51,6.175867939863217e-117,2.2834706708586976e-86,6.9479473821263815e-103,2.2084093915046542e-96
1.8809151957946004e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,3.734863846016926e-112,4.284083288083747e-50,1.7874948485562132e-33,3.208982375129345e-81,2.8484191556314476e-50,2.5967168064364773e-122,1.6600568197237452e-18,1.1205552941800855e-98,1.660056819723737e-18,6.697983064503913e-67,4.267530741514308e-66,1.1125791911356663e-103,1.2900330340712538e-104,6.43856436120503e-35,5.140016948855636e-79,9.06602602177131e-17,2.684289171798352e-18,1.0746109662810308e-20,5.421924179388648e-35,2.0076457195017055e-34,1.0746109662132456e-20,3.364104030727859e-31,1.9834261209305762e-38,3.383149655191738e-43,2.0126097715755654e-71,2.2487283382889458e-48,5.262425765313558e-69,1.8062029730318726e-34,1.959356666457002e-97,1.3622807270561417e-100,2.018153785606711e-26,3.47681779921342e-50,1.767812004465779e-114,1.5863825520268154e-84,9.936049625490381e-101,1.54926239063335e-94
3.815570825754761e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996514,0.022821567693054285,1.01042563761412e-109,3.512350313165538e-49,7.30249970295006e-33,2.1398347564436967e-79,2.355128040898233e-49,6.929430351349252e-120,3.367543834296745e-18,7.540823432696317e-97,3.3675438342967105e-18,1.1101415722555375e-65,7.090566150103018e-65,1.484250553428551e-101,1.7209851307708802e-102,2.6303636267341588e-34,1.7632944974284674e-77,1.8391081358450232e-16,5.445272319933798e-18,2.179925103097124e-20,2.2150329248505396e-34,8.201887842680079e-34,2.1799251028201995e-20,1.374346182941112e-30,1.6261324632561743e-37,2.775120507048807e-42,6.706184203648816e-70,1.8436433545005521e-47,1.752607384373175e-67,7.378928494132571e-34,2.613904915397853e-95,1.8423767255361406e-98,4.093969121187579e-26,2.850505273525627e-49,4.7836273966726595e-112,1.0573171862831457e-82,1.3437719720305294e-98,1.0632965946606397e-92
7.684882085675081e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996495,0.02282156769305428,2.6606092035435428e-107,2.8443923477314065e-48,2.951787137981802e-32,1.3987805898275652e-77,1.9151510098760905e-48,1.8122852883442504e-117,6.782517863442758e-18,4.9478100736788164e-95,6.782517863442621e-18,1.8075777649896814e-64,1.1559412380583926e-63,1.940765352263514e-99,2.2503129985731518e-100,1.0632350338220108e-33,6.120231929575298e-76,3.704119203180764e-16,1.0967238616204684e-17,4.390553376941947e-20,8.953517110557482e-34,3.315334202792649e-33,4.390553375822574e-20,5.555326350606791e-30,1.316884060237028e-36,2.249648329926857e-41,2.1911994407340922e-68,1.4930301886870747e-46,5.720801682940817e-66,2.9826808760663634e-33,3.4178704410380643e-93,2.4253865953046046e-96,8.245599832639005e-26,2.3084130444666753e-48,1.2597337348173618e-109,6.904685314373281e-81,1.7690011434197695e-96,7.379990767903959e-91
1.5423504605515724e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999916,0.11866996602996457,0.022821567693054275,6.917755661774743e-105,2.2894144184764716e-47,1.1869006266552828e-31,9.060590695298218e-76,1.544638670565887e-47,4.696127834129683e-115,1.3612465921734837e-17,3.2061072938029453e-93,1.3612465921734287e-17,2.9174378002729256e-63,1.8668481837235084e-62,2.5144377893811626e-97,2.915484880647363e-98,4.27522130822263e-33,2.218225542768106e-74,7.434141337852069e-16,2.2011171208746434e-17,8.811809925482142e-20,3.6001697506450575e-33,1.333081301474662e-32,8.81180992098119e-20,2.233771761683385e-29,1.0599425862087046e-35,1.8143891009060839e-40,7.095728382386833e-67,1.201720587400425e-45,1.8488637831488383e-64,1.1993228618159042e-32,4.4281615937026774e-91,3.1529278504591336e-94,1.6548861416700607e-25,1.8580115966867645e-47,3.2755384014115936e-107,4.4636543795561316e-79,2.2996469939385407e-94,5.346351986886405e-89
3.090074964519701e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999984,0.11866996602996381,0.022821567693054264,1.790028278730706e-102,1.8371108893148574e-46,4.760002374420723e-31,5.851024679151789e-74,1.2407377812382341e-46,1.2130847340624023e-112,2.727236203831922e-17,2.0646433471013827e-91,2.7272362038317002e-17,4.6882442242269825e-62,3.0009039209553103e-61,3.247557439424865e-95,3.765535442235232e-96,1.7145549585437378e-32,8.686321313728314e-73,1.4894185607193983e-15,4.409903639382984e-17,1.7654323025964727e-19,1.4438290109171275e-32,5.346252253306397e-32,1.7654323007913893e-19,8.958419586633077e-29,8.505367363845728e-35,1.4618331654931912e-39,2.290981037206029e-65,9.64305091040733e-45,5.945665846424331e-63,4.8098210849927067e-32,5.7192542939083064e-89,4.0791588765500146e-92,3.3155385229458826e-25,1.4909372143858436e-46,8.475829286404114e-105,2.871114958957981e-77,2.9752109664271653e-92,4.182807469629805e-87
