Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),C2H4X(70),CO2X(24),C2H6X(52),HOCO(73),CHO2(74),S(216)
8.165161698379533e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433419522337655,0.1100006195129722,0.022258586502397502,5.28984797679305e-09,1.3103818108102695e-06,0.000385549981789247,0.00011513536943019072,1.043774633892886e-06,6.1634807395138465e-16,0.0006867707125811461,4.2717181716203676e-14,0.00031828058087912355,4.133263212433246e-11,2.7776588466813816e-08,6.571194639621139e-12,1.009568509790758e-13,4.948196816298041e-06,2.4454321968546136e-09,0.007851709770693905,0.0010006787885657306,9.186763679150446e-05,5.138504435839691e-08,3.802778834878601e-09,6.048965165122535e-09,3.733465805725377e-12,6.119924661913943e-08,1.350242227033499e-05,1.55429565913378e-08,6.180033397190501e-11,7.42629954361821e-06,3.864251320292393e-09,2.130666485841816e-09,3.5707485718540477e-10,4.517959453837259e-13,3.7763171473527153e-06,1.9786462727869255e-13,1.1995128510690218e-10,6.90860230730502e-16,5.751164482338726e-12,2.7927270681508627e-09,1.2843240395205236e-16,7.168776828230678e-18,2.8438628121166317e-28
8.19797873509542e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433374714704441,0.10999627139761359,0.022256361258678813,5.363067635771303e-09,1.3247237852404163e-06,0.0003883939462152573,0.00011612354485178264,1.0552451144714628e-06,6.26171985097354e-16,0.000689268480779765,4.3525947254883984e-14,0.0003187209089318151,4.180329777045639e-11,2.8165613088853847e-08,6.637283039264294e-12,1.0228971525700573e-13,4.977178070596788e-06,2.483866994977765e-09,0.007852545506705404,0.0010040781231947296,9.205411675869806e-05,5.1664736460139725e-08,3.81622908966776e-09,6.070510362322846e-09,3.747443346079116e-12,6.133545418825659e-08,1.350491294104399e-05,1.5636811490602852e-08,6.246773270731157e-11,7.4824454947689016e-06,3.925010342715246e-09,2.138394469191057e-09,3.6013612836073326e-10,4.554513184863561e-13,3.795031482839507e-06,2.002886771837659e-13,1.2214942589351366e-10,7.017113855432137e-16,5.805631756836523e-12,2.8237921538088186e-09,1.3039022846098845e-16,7.278058873432954e-18,2.9285602722157997e-28
8.230795771811306e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433330172007699,0.10999194453274469,0.022254136238848227,5.436978378116136e-09,1.3391580566264676e-06,0.0003912451812704958,0.0001171152512187448,1.0667886552432716e-06,6.36105877506513e-16,0.0006917634547960739,4.434626970238355e-14,0.00031915803608258445,4.2277119221239264e-11,2.855825232644264e-08,6.7036674498947154e-12,1.0363344257654478e-13,5.006173511563024e-06,2.5227359427782044e-09,0.007853359122590125,0.0010074733882220804,9.224016485532782e-05,5.194468651140825e-08,3.829661147923472e-09,6.09203137959134e-09,3.761408697036383e-12,6.147132749250691e-08,1.350738352405169e-05,1.5730866083737737e-08,6.313936262994667e-11,7.5387391487171596e-06,3.986455982385646e-09,2.146113755321809e-09,3.63208311404834e-10,4.591214925597285e-13,3.8137247806810184e-06,2.027303735765943e-13,1.2437773351950023e-10,7.126850131339992e-16,5.860387064585242e-12,2.855057977077697e-09,1.3236846838250375e-16,7.388480513707293e-18,3.015398163664845e-28
8.263612808527193e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44332858898246286,0.10998763849128233,0.022251911442933807,5.51158383858139e-09,1.3536847711591981e-06,0.0003941036640739213,0.00011811048427636943,1.078405320290125e-06,6.461504733491464e-16,0.0006942556308803202,4.517825648508591e-14,0.0003195919866198963,4.275409997854035e-11,2.8954520644122277e-08,6.770347255997111e-12,1.0498806433816674e-13,5.03518269826623e-06,2.562041910803541e-09,0.007854151052991153,0.0010108645883709518,9.242578418889738e-05,5.22248927938448e-08,3.8430749939431106e-09,6.1135281864604144e-09,3.7753618576923185e-12,6.160686919544828e-08,1.3509834299593658e-05,1.5825120150518148e-08,6.381523021687673e-11,7.595180030227513e-06,4.048592781551546e-09,2.153824332098248e-09,3.6629139297653573e-10,4.628064736732386e-13,3.8323967912806905e-06,2.0518975329092874e-13,1.2663647466857644e-10,7.237819219912398e-16,5.915430688112391e-12,2.886524724419487e-09,1.3436723750812877e-16,7.500048101833051e-18,3.1044209208374577e-28
8.29642984524308e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44332418638183485,0.10998335285461729,0.02224968687096558,5.5868876553425515e-09,1.3683040740033327e-06,0.0003969693718703751,0.00011910923977781762,1.0900951721084592e-06,6.56306496467142e-16,0.0006967450053442033,4.6022015379610564e-14,0.00032002278464915093,4.323424347062755e-11,2.9354432442388707e-08,6.837321842518881e-12,1.0635361183715389e-13,5.064205192805674e-06,2.6017877724548216e-09,0.007854921724024442,0.0010142517283475,9.261097782959118e-05,5.250535359836526e-08,3.856470612371865e-09,6.135000752979659e-09,3.78930282666849e-12,6.174208189029415e-08,1.3512265534923107e-05,1.5919573466023984e-08,6.449534189835423e-11,7.65176766669895e-06,4.1114252869868875e-09,2.1615261875839794e-09,3.693853597583475e-10,4.665062677421844e-13,3.8510472683080515e-06,2.0766685290096549e-13,1.2892591686055325e-10,7.350029213906733e-16,5.970762905914191e-12,2.9181925778652004e-09,1.3638664965802618e-16,7.612767992199323e-18,3.1956736970475843e-28
8.329246881958967e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433198089736203,0.10997908721244742,0.02224746252297544,5.662893469944844e-09,1.3830161093034282e-06,0.00039984228202957225,0.00012011151348347647,1.1018582716153164e-06,6.665746723737342e-16,0.0006992315745604943,4.6877654509055954e-14,0.00032045045409408586,4.37175530524644e-11,2.975800205741975e-08,6.904590594877901e-12,1.0773011626355162e-13,5.0932405602934355e-06,2.6419764039196707e-09,0.007855671553446233,0.0010176348128416888,9.279574881091651e-05,5.278606722508423e-08,3.869847988200773e-09,6.156449049713465e-09,3.803231602045812e-12,6.187696810259833e-08,1.3514677485039412e-05,1.6014225800770836e-08,6.517970405804865e-11,7.708501588143954e-06,4.174958049885838e-09,2.1692193100407545e-09,3.724901984545248e-10,4.702208805175688e-13,3.869675968669352e-06,2.101617087212752e-13,1.312463284443061e-10,7.463488213765157e-16,6.02638399242835e-12,2.950061715031507e-09,1.3842681867972688e-16,7.726646540733578e-18,3.289202372706892e-28
8.362063918674854e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44331545634080977,0.10997484116261365,0.02224523839899716,5.739604927251858e-09,1.3978210201897282e-06,0.0004027223720451059,0.00012111730116035327,1.1136946781543489e-06,6.769557282531763e-16,0.0007017153349626509,4.774528233922901e-14,0.0003208750186981648,4.420403200599821e-11,3.0165243760808554e-08,6.9721528989713395e-12,1.0911760870211725e-13,5.122288368837517e-06,2.682610684105764e-09,0.007856400950817174,0.0010210138465280671,9.298010013032953e-05,5.3067031983381635e-08,3.883207106764308e-09,6.177873047738391e-09,3.81714818151882e-12,6.201153029410689e-08,1.3517070393377836e-05,1.6109076920918122e-08,6.586832303350484e-11,7.765381327167792e-06,4.239195625757403e-09,2.1769036879263896e-09,3.75605895789207e-10,4.739503175660217e-13,3.888282652478442e-06,2.1267435680606702e-13,1.3359797859073552e-10,7.578204327425507e-16,6.0822942179674004e-12,2.9821323091374364e-09,1.404878584468001e-16,7.841690104827192e-18,3.3850535637416363e-28
8.39488095539074e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433111280744865,0.10997061431093942,0.022243014499066228,5.817025675395258e-09,1.4127189487839986e-06,0.00040560961953346286,0.000122126598581505,1.125604449501841e-06,6.874503929604834e-16,0.0007041962830444362,4.862500767486208e-14,0.0003212965020259555,4.46936835404495e-11,3.057617175930252e-08,7.0400081411854856e-12,1.1051612013226381e-13,5.151348189525081e-06,2.723693494574574e-09,0.007857110317663195,0.0010243888340665094,9.316403474984835e-05,5.334824619180043e-08,3.8965479537378116e-09,6.199272718638472e-09,3.831052562440424e-12,6.214577086509463e-08,1.3519444492464795e-05,1.6204126588705955e-08,6.656120511629028e-11,7.822406418948054e-06,4.304142574320496e-09,2.1845793098944835e-09,3.787324385046802e-10,4.77694584324191e-13,3.906867083027867e-06,2.1520483294929968e-13,1.3598113728571964e-10,7.694185670135576e-16,6.138493849070911e-12,3.0144045290211215e-09,1.42569882857673e-16,7.957905043270842e-18,3.4832746297285995e-28
8.427697992106627e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4433068237736678,0.10996640627107326,0.02224079082321987,5.895159365725786e-09,1.4277100362053294e-06,0.0004085040022330506,0.00012313940152550187,1.1375876418727494e-06,6.980593970212702e-16,0.0007066744153595358,4.9516939655817193e-14,0.00032171492746449736,4.51865107926028e-11,3.099080019454746e-08,7.1081557084064906e-12,1.1192568142799882e-13,5.18041959640575e-06,2.7652277194753327e-09,0.007857800047633253,0.001027759780102916,9.33475555966525e-05,5.362970817793434e-08,3.909870515135583e-09,6.220648034502796e-09,3.844944741676511e-12,6.22796921563419e-08,1.3521800004539119e-05,1.6299374562549007e-08,6.725835655214849e-11,7.879576401214444e-06,4.369803459399511e-09,2.1922461647933876e-09,3.8186981335978217e-10,4.814536860903961e-13,3.9254290267602245e-06,2.177531726849103e-13,1.383960753230591e-10,7.811440364267059e-16,6.194983148541956e-12,3.0468785391566123e-09,1.446730058344927e-16,8.075297716190098e-18,3.583913682148451e-28
8.460515028822514e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44330254304514805,0.10996221666433442,0.022238567371496924,5.974009652764663e-09,1.4427944225759128e-06,0.0004114054980032361,0.00012415570577592344,1.1496443099267628e-06,7.087834726314505e-16,0.0007091497285211773,5.042118775327833e-14,0.00032213031822465594,4.5682516827098194e-11,3.140914314283729e-08,7.176594988031997e-12,1.13346323357859e-13,5.209502166475008e-06,2.8072162454793457e-09,0.007858470526653954,0.0010311266892698795,9.353066556366663e-05,5.391141627852797e-08,3.923174777308585e-09,6.241998967923368e-09,3.858824715796699e-12,6.241329645291617e-08,1.3524137142138692e-05,1.6394820597149242e-08,6.79597835415342e-11,7.936890814228818e-06,4.436182848820268e-09,2.199904241663737e-09,3.8501800712835193e-10,4.85227627978039e-13,3.943968253239719e-06,2.2031941128602968e-13,1.4084306429741603e-10,7.929976539128234e-16,6.251762375138111e-12,3.0795544996707337e-09,1.46797341321866e-16,8.193874484974343e-18,3.6870195930236987e-28
8.493332065538401e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44329828550334527,0.10995804511956156,0.022236344143937842,6.0535801941558194e-09,1.4579722470268017e-06,0.00041431408482339494,0.00012517550712088464,1.1617745067743805e-06,7.196233536570107e-16,0.0007116222192017466,5.1337861765932025e-14,0.0003225426973424675,4.6181704636724445e-11,3.183121461486874e-08,7.245325367983569e-12,1.147780765848411e-13,5.2385954796577214e-06,2.8496619617145935e-09,0.007859122133081164,0.001034489566187322,9.371336751013303e-05,5.4193368839377343e-08,3.9364607269417086e-09,6.263325491989964e-09,3.872692481171658e-12,6.254658598622848e-08,1.3526456108657566e-05,1.6490464443969613e-08,6.866549223977261e-11,7.994349200765441e-06,4.503285314306403e-09,2.2075535297382198e-09,3.8817700659778113e-10,4.89016414991777e-13,3.96248453512398e-06,2.2290358376516919e-13,1.4332237659724578e-10,8.049802330780924e-16,6.308831784029915e-12,3.112432566360002e-09,1.4894300328575483e-16,8.313641712216998e-18,3.792642003189006e-28
8.526149102254287e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432940507701511,0.10995389127296436,0.022234121140584553,6.133874650619533e-09,1.4732436477036294e-06,0.00041722974079197255,0.0001261988013525918,1.1739782839830063e-06,7.30579775633963e-16,0.0007140918841324099,5.226707181613642e-14,0.00032295208768047296,4.6684077142712937e-11,3.2257028555501615e-08,7.314346236719916e-12,1.1622097166632937e-13,5.267699118791713e-06,2.8925677597005284e-09,0.007859755237848617,0.001037848415463089,9.389566426217194e-05,5.447556421516477e-08,3.949728351051932e-09,6.284627580287493e-09,3.886548033712302e-12,6.26795629352027e-08,1.3528757098874024e-05,1.658630585131155e-08,6.937548875709108e-11,8.051951106091498e-06,4.571115431376276e-09,2.215194018440941e-09,3.913467985677128e-10,4.928200520305339e-13,3.980977648136078e-06,2.255057248748158e-13,1.4583428539772438e-10,8.170925881857388e-16,6.366191627033627e-12,3.145512890707587e-09,1.5111010571247216e-16,8.434605761658615e-18,3.900831330610302e-28
8.558966138970174e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44328983847478337,0.1099497547679782,0.02223189836148048,6.2148966859063965e-09,1.4886087617723115e-06,0.0004201524441255549,0.0001272255842669268,1.1862556915830586e-06,7.416534757680723e-16,0.0007165587201027313,5.320892834607951e-14,0.0003233585119290389,4.7189637195032694e-11,3.2686598843523965e-08,7.383656983250792e-12,1.176750390540196e-13,5.2968126696114485e-06,2.9359365332832297e-09,0.00786037020461361,0.001041203241693522,9.407755861332667e-05,5.4758000769598896e-08,3.962977636986169e-09,6.305905206894595e-09,3.900391369094579e-12,6.28122294300711e-08,1.3531040299447574e-05,1.668234456430667e-08,7.00897791592442e-11,8.109696077947818e-06,4.639677779240276e-09,2.22282569738451e-09,3.9452736984876564e-10,4.966385437987795e-13,3.999447371036791e-06,2.2812586910656674e-13,1.483790646536695e-10,8.293355341374643e-16,6.4238421519755555e-12,3.178795619900334e-09,1.532987626074872e-16,8.55677299811868e-18,4.0116387792619557e-28
8.591783175686061e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432856482536416,0.10994563525512166,0.022229675806670457,6.296649966751856e-09,1.5040677254247246e-06,0.00042308217315795035,0.00012825585166305705,1.1986067780741006e-06,7.528451929346288e-16,0.0007190227239602943,5.416354211392672e-14,0.0003237619926076708,4.7698387572686406e-11,3.311993929142261e-08,7.453256997151578e-12,1.1914030909384128e-13,5.3259357207318205e-06,2.979771178570866e-09,0.007860967389899843,0.0010445540494639994,9.42590533250986e-05,5.504067687533268e-08,3.976208572418385e-09,6.327158346378049e-09,3.914222482961876e-12,6.294458755432712e-08,1.3533305889390758e-05,1.6778580325435355e-08,7.080836946772767e-11,8.1675836665298e-06,4.708976940698529e-09,2.2304485563697467e-09,3.9771870726132896e-10,5.004718949076065e-13,4.017893485597074e-06,2.3076405069130623e-13,1.5095698909245762e-10,8.417098864553995e-16,6.481783603170714e-12,3.212280896845817e-09,1.5550908799437573e-16,8.680149787439603e-18,4.125116347547764e-28
8.624600212401948e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432814797501658,0.10994153239185649,0.022227453476200656,6.379138162832142e-09,1.5196206738843496e-06,0.00042601890633928163,0.00012928959934307123,1.2110315904309824e-06,7.64155667678549e-16,0.0007214838926103219,5.51310241899581e-14,0.00032416255206631217,4.821033098400749e-11,3.355706364515868e-08,7.523145668578482e-12,1.206168120258765e-13,5.355067863632003e-06,3.024074593869352e-09,0.007861547143237467,0.0010479008433494437,9.44401511274721e-05,5.5323590913724875e-08,3.98942114534775e-09,6.348386973789662e-09,3.928041370500459e-12,6.307663934494398e-08,1.3535554040516717e-05,1.687501287462058e-08,7.153126565963065e-11,8.225613424468607e-06,4.779017502039167e-09,2.2380625853856286e-09,4.0092079763451713e-10,5.043201099065459e-13,4.036315776570772e-06,2.3342030360025374e-13,1.5356833420693717e-10,8.542164612641258e-16,6.540016222031275e-12,3.2459688601894546e-09,1.5774119591395446e-16,8.804742496437825e-18,4.24131683664429e-28
8.657417249117835e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44327733261469776,0.10993744584245094,0.02222523137011855,6.4623649467206995e-09,1.5352677414118883e-06,0.00042896262223508764,0.00013032682311163947,1.2235301741099993e-06,7.755856422141407e-16,0.0007239422230152981,5.6111485952695865e-14,0.0003245602124866365,4.872547006695802e-11,3.3997985583948275e-08,7.593322388284284e-12,1.221045779842777e-13,5.384208692639412e-06,3.0688496796183273e-09,0.007862109807300342,0.00105124362791481,9.462085471942398e-05,5.560674127502437e-08,4.0026153440967074e-09,6.369591064665863e-09,3.941848026679494e-12,6.320838679623895e-08,1.3537784917858573e-05,1.697164194906693e-08,7.225847366835268e-11,8.283784906812512e-06,4.8498040529369966e-09,2.2456677746058975e-09,4.041336278051349e-10,5.081831931316223e-13,4.054714031667536e-06,2.360946615440017e-13,1.5621337624833728e-10,8.668560752722531e-16,6.59854024605048e-12,3.279859644331659e-09,1.5999520042315686e-16,8.930557492838396e-18,4.3602938596353155e-28
8.690234285833721e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432732065043447,0.10993337527784526,0.022223009488472875,6.546333993844752e-09,1.5510090613108691e-06,0.00043191329952543535,0.00013136751877569554,1.2361025730550667e-06,7.871358604248158e-16,0.00072639771219459,5.710503908502201e-14,0.00032495499588332575,4.9243807389427575e-11,3.4442718720048126e-08,7.663786547634595e-12,1.2360363699718317e-13,5.413357804913752e-06,3.1140993383275026e-09,0.007862655718040632,0.0010545824077155437,9.48011667694239e-05,5.589012635832758e-08,4.015791157307939e-09,6.39077059502172e-09,3.955642446642063e-12,6.333983186197058e-08,1.3539998680067307e-05,1.7068467283824208e-08,7.29899993839433e-11,8.342097671008499e-06,4.9213411863525426e-09,2.2532641143885154e-09,4.073571846166764e-10,5.120611488295741e-13,4.073088041525974e-06,2.387871579725574e-13,1.5889239221917463e-10,8.796295457546091e-16,6.657355909132738e-12,3.3139533794450386e-09,1.622712155940102e-16,9.057601145221227e-18,4.482101850113678e-28
8.723051322549608e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432691010828464,0.10992932037552011,0.022220787831313538,6.631048982443299e-09,1.566844765933208e-06,0.0004348709170040414,0.000132411682144141,1.248748829703909e-06,7.988070678633839e-16,0.0007288503572240719,5.811179557028714e-14,0.0003253469241053404,4.976534544953288e-11,3.489127659854629e-08,7.734537538624628e-12,1.2511401898663152e-13,5.442514800431141e-06,3.1598264745131748e-09,0.007863185204820754,0.0010579171872980128,9.49810899159271e-05,5.617374457124163e-08,4.028948573942438e-09,6.411925541347032e-09,3.969424625058658e-12,6.347097645441819e-08,1.3542195479790222e-05,1.7165488611944215e-08,7.372584865270339e-11,8.400551276884044e-06,4.993633498431667e-09,2.260851595276425e-09,4.1059145491849753e-10,5.159539812477551e-13,4.0914375996870005e-06,2.414978260769506e-13,1.6160565986615662e-10,8.925376905346394e-16,6.716463442795561e-12,3.3482501914916342e-09,1.645693555129115e-16,9.18587982298082e-18,4.606796070493506e-28
8.755868359265495e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432650160204448,0.10992528081936753,0.02221856639869163,6.71651359352579e-09,1.5827749866847453e-06,0.00043783545357740315,0.00013345930902757105,1.261468984994258e-06,8.106000117518816e-16,0.0007313001552357466,5.913186768841007e-14,0.00032573601883717826,5.029008667591844e-11,3.5343672697157684e-08,7.805574753896358e-12,1.2663575376847508e-13,5.471679281968338e-06,3.20603399463504e-09,0.007863698590542723,0.001061247971199922,9.516062676785104e-05,5.6457594330112316e-08,4.0420875832778885e-09,6.433055880607151e-09,3.983194556333133e-12,6.360182244831578e-08,1.3544375464023438e-05,1.726270566413182e-08,7.446602727797338e-11,8.459145286629075e-06,5.066685588405622e-09,2.268430207993679e-09,4.1383642556499764e-10,5.198616943925931e-13,4.109762502567428e-06,2.442266987881902e-13,1.6435345767308318e-10,9.055813279661166e-16,6.775863074782998e-12,3.382750202240204e-09,1.6688973427958709e-16,9.31539989626383e-18,4.734432621416249e-28
8.788685395981382e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432609509937557,0.10992125629956424,0.02221634519065931,6.802731510830564e-09,1.5987998540307724e-06,0.0004408068882639387,0.00013451039523801792,1.2742630783700726e-06,8.225154409811402e-16,0.0007337471034173715,6.016536801196918e-14,0.00032612230160012354,5.081803342805777e-11,3.579992042602471e-08,7.876897586756058e-12,1.2816887105229214e-13,5.500850855087044e-06,3.252724807033418e-09,0.007864196191774952,0.0010645747639506996,9.533977990504371e-05,5.674167406005328e-08,4.055208174905467e-09,6.45416159023682e-09,3.996952235309097e-12,6.373237168343886e-08,1.3546538774445792e-05,1.736011816933948e-08,7.521054102070997e-11,8.517879264778189e-06,5.140502058491456e-09,2.2759999434443935e-09,4.1709208341478356e-10,5.23784292165122e-13,4.128062549433736e-06,2.4697380877699273e-13,1.6713606485374648e-10,9.1876127691553e-16,6.8355550289749974e-12,3.4174535292835365e-09,1.6923246600606334e-16,9.446167735915719e-18,4.865068450584084e-28
8.821502432697268e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432569056856431,0.10991724651244786,0.02221412420726981,6.8897064207846275e-09,1.6149194975015169e-06,0.0004437852001931371,0.0001355649365887144,1.2871311477877628e-06,8.345541061113126e-16,0.000736191199012083,6.121240940228561e-14,0.0003265057937534853,5.134918799655545e-11,3.626003312752257e-08,7.94850543119225e-12,1.2971340044129922e-13,5.530029128118301e-06,3.299901821866649e-09,0.00786467831887659,0.0010678975700718662,9.551855187874696e-05,5.7025982194481496e-08,4.068310338727773e-09,6.47524264813498e-09,4.010697656339489e-12,6.386262596231631e-08,1.354868554773839e-05,1.7457725855051386e-08,7.595939559875356e-11,8.576752778192987e-06,5.2150875137929584e-09,2.28356079271454e-09,4.2035841533002853e-10,5.277217785549001e-13,4.1463375423760975e-06,2.497391884560724e-13,1.699537613448297e-10,9.320783567449205e-16,6.8955395274192186e-12,3.4523602860558156e-09,1.7159766481608272e-16,9.578189713449673e-18,4.998761360969863e-28
8.854319469413155e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443252879785097,0.10991325116039509,0.02221190344857735,6.977442012464394e-09,1.6311340456975912e-06,0.00044677036860471623,0.00013662292889387478,1.3000732297224334e-06,8.467167593718359e-16,0.0007386324393180234,6.227310500549847e-14,0.00032688651649582666,5.1883552603450004e-11,3.672402407606953e-08,8.020397681893907e-12,1.3126937143226243e-13,5.559213712146969e-06,3.3475679510487364e-09,0.007865145276119393,0.0010712163940773808,9.569694521204317e-05,5.7310517175379334e-08,4.081394064957565e-09,6.496299032667071e-09,4.024430813356793e-12,6.399258705414389e-08,1.3550815915879726e-05,1.7555528446710608e-08,7.671259668762781e-11,8.635765396044653e-06,5.290446562202141e-09,2.2911127470677167e-09,4.2363540817584654e-10,5.316741572791421e-13,4.164587286282574e-06,2.5252286997908064e-13,1.7280682779880525e-10,9.45533387293715e-16,6.955816788690282e-12,3.487470581850009e-09,1.7398544484417059e-16,9.711472200987876e-18,5.135570020499178e-28
8.887136506129042e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44324887298711196,0.10990926995170265,0.022209682914637135,7.06594197755589e-09,1.647443626295448e-06,0.00044976237284779044,0.00013768436796849167,1.313089359174134e-06,8.590041546607242e-16,0.0007410708216879652,6.334756824863261e-14,0.0003272644908661835,5.242112940251731e-11,3.719190647794185e-08,8.092573734268903e-12,1.328368134154092e-13,5.5884042209962905e-06,3.3957261081874484e-09,0.007865597361807199,0.00107453124047397,9.587496240029333e-05,5.759527745344238e-08,4.09445934411446e-09,6.51733072265904e-09,4.038151701078844e-12,6.41222566983345e-08,1.355293000642433e-05,1.765352566830953e-08,7.74701499215168e-11,8.69491668979668e-06,5.366583814300972e-09,2.2986557979432108e-09,4.26923048819592e-10,5.356414318996478e-13,4.182811588813552e-06,2.553248852397801e-13,1.7569554557683272e-10,9.591271888612524e-16,7.0163870269862994e-12,3.5227845218353045e-09,1.7639592023456378e-16,9.84602157120631e-18,5.275553971195005e-28
8.919953542844929e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432448849925699,0.10990530260047036,0.02220746260550526,7.155210010316009e-09,1.6638483660527847e-06,0.0004527611923800467,0.00013874924962814896,1.3261795696741264e-06,8.714170475453586e-16,0.0007435063435289426,6.443591283565956e-14,0.00032763973774527314,5.296192047957483e-11,3.7663693471093597e-08,8.165032984462811e-12,1.3441575567433987e-13,5.617600271212537e-06,3.444379208522609e-09,0.007866034868393084,0.0010778421137614398,9.605260591157378e-05,5.788026148745355e-08,4.107506167022598e-09,6.5383376973902366e-09,4.0518603137429445e-12,6.425163660060725e-08,1.3555027942772304e-05,1.775171724288557e-08,7.823206089211492e-11,8.7542062331878e-06,5.4435038832637e-09,2.306189936959072e-09,4.302213241303702e-10,5.396236061886549e-13,4.201010260376365e-06,2.5814526587514303e-13,1.7862019674165676e-10,9.728605821901347e-16,7.077250455210498e-12,3.5583022070745634e-09,1.7882920514075582e-16,9.981844197313218e-18,5.4187736371977e-28
8.952770579560816e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432409155081234,0.10990134882648656,0.022205242521238712,7.245249807535169e-09,1.680348390813906e-06,0.0004557668067669288,0.00013981756968885027,1.3393438932911558e-06,8.839561952627214e-16,0.000745939002301877,6.553825274355124e-14,0.00032801227785669417,5.350592785278629e-11,3.813939812498105e-08,8.237774829377798e-12,1.3600622738593986e-13,5.646801482049745e-06,3.493530168864576e-09,0.007866458082594188,0.0010811490184329657,9.622987818709549e-05,5.8165467744557014e-08,4.120534524809791e-09,6.5593199365973774e-09,4.065556644853938e-12,6.438072843664954e-08,1.35571098444157e-05,1.7850102891694553e-08,7.899833514931308e-11,8.813633602215077e-06,5.521211384759715e-09,2.313715155907742e-09,4.3353022097858863e-10,5.436206836205911e-13,4.2191831141001326e-06,2.609840432644166e-13,1.8158106405050602e-10,9.867343884481792e-16,7.138407283351404e-12,3.5940237345418256e-09,1.812854137247063e-16,1.0118946452995472e-17,5.565290334707724e-28
8.985587616276702e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432369642460829,0.10989740835511588,0.022203022661895312,7.3360650684991735e-09,1.696943825515105e-06,0.00045877919568083084,0.0001408893239668609,1.35258236063774e-06,8.966223567182232e-16,0.0007483687955212084,6.66547022183274e-14,0.0003283821317681161,5.405315347296705e-11,3.861903344039182e-08,8.3107986666917e-12,1.3760825762029217e-13,5.676007475454539e-06,3.5431819075332124e-09,0.007866867285504288,0.0010844519589753702,9.64067816416135e-05,5.845089470058841e-08,4.133544408904224e-09,6.5802774204693436e-09,4.079240689144766e-12,6.450953385726417e-08,1.355917582716921e-05,1.79486823347315e-08,7.976897820280388e-11,8.873198375117177e-06,5.599710936856682e-09,2.321231446752745e-09,4.3684972623536717e-10,5.476326674106718e-13,4.2373299658108e-06,2.638412485274193e-13,1.8457843094799322e-10,1.0007494292110027e-15,7.19985771624673e-12,3.6299491971398357e-09,1.8376466015569346e-16,1.0257334712358964e-17,5.715166281561045e-28
