Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CHOX(53)
5.726682420223071e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996252,0.022821567693054247,0.0,1.8166005090813419e-54,1.6341294049682322e-30,2.3799468206957931e-72,7.89279195601622e-46,1.6917486951944732e-110,5.0542528226240681e-17,8.3469352027695701e-90,5.0542528226232941e-17,5.5230652192325199e-61,2.1016559234317549e-60,2.4459425115804268e-93,2.8360639133826953e-94,1.3429132829171637e-44,1.2163880147243933e-71,2.7602654259070924e-15,8.1726553357120513e-17,3.2717879830989759e-19,4.9567264486443815e-32,1.8353917459494893e-31,3.2717879769020441e-19,3.0754613746245772e-28,5.4078265918560921e-34,9.3584361940327633e-39,5.0327509178105914e-64,6.1311861023934123e-44,9.3237689479747871e-82,9.4795845310031006e-46,4.3075336719003519e-87,3.0750034984395478e-90
1.1458340237857283e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999422,0.1186699660299597,0.022821567693054205,0.0,2.9089276861527378e-53,6.5407763209167511e-30,1.5471892958814051e-70,6.320634900480109e-45,4.3988848871415467e-108,1.0112896829282131e-16,5.350295101710664e-88,1.0112896829279034e-16,8.8465028958041409e-60,3.3665626999509789e-59,3.1800413363319697e-91,3.6872495705397811e-92,1.0751471515531875e-43,3.8968104636608921e-70,5.5229289972741623e-15,1.6352411153905004e-16,6.5464185336528354e-19,1.9839822930939118e-31,7.3463501487018609e-31,6.5464185088489377e-19,1.2309838721781842e-27,4.3295412408281519e-33,7.6036637079211433e-38,1.636031075908278e-62,4.9086769313900158e-43,5.9740176266208064e-80,7.5894314372582401e-45,5.6003504003575273e-85,4.0000174941308842e-88
2.2921655873125706e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999885,0.11866996602995408,0.022821567693054122,0.0,4.6561785789373733e-52,2.6171625334730131e-29,1.0191435709782412e-68,5.0590697056948208e-44,1.1588544581229046e-105,2.0230184842599569e-16,3.4268333506407645e-86,2.0230184842587184e-16,1.416208784671283e-58,5.3896327600190446e-58,4.1890047415611343e-89,4.8571399850059208e-90,8.6044444271998782e-43,1.2476787858564828e-68,1.1048256140004456e-14,3.2711922790290402e-16,1.3095679653424228e-18,7.938513056411072e-31,2.9394969626765892e-30,1.3095679554176159e-18,4.9255215856056946e-27,3.4649356673167902e-32,6.2632675801008212e-37,5.3894217534448155e-61,3.9284334336065481e-42,3.8255504149594208e-78,6.0738514436180567e-44,7.3772293706306649e-83,5.271367694586067e-86
4.5848287143662556e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997712,0.11866996602994283,0.022821567693053959,0.0,7.4514010137445453e-51,1.0470354564117301e-28,6.8871894389425368e-67,4.0482807284332835e-43,3.1316290906198406e-103,4.04647608692397e-16,2.1940199607775813e-84,4.0464760869190149e-16,2.2665488872718309e-57,8.6259185810948084e-57,5.6606182778645917e-87,6.5634720067029851e-88,6.8848622545441418e-42,3.9936915547437763e-67,2.2098910425449668e-14,6.5430946063059211e-16,2.619420196762263e-18,3.1759218493822266e-30,1.1759901910380504e-29,2.6194201570564338e-18,1.9705154957427611e-26,2.7724539168291234e-31,5.2964577579119743e-36,1.8217465895507895e-59,3.1433436794731418e-41,2.4490498070756974e-76,4.8600035222629461e-43,9.9688784964664934e-81,7.126763269115239e-84
9.170154968473625e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995436,0.11866996602992032,0.022821567693053633,0.0,1.1923452353956862e-49,4.188482877782242e-28,4.8727163184899542e-65,3.2390346175032805e-42,8.8581432625646628e-101,8.093391292254098e-16,1.4044437526352117e-82,8.0933912922342769e-16,3.6269701537377839e-56,1.3803473044175557e-55,8.0071552479806343e-85,9.2842754389765742e-86,5.5084118206796417e-41,1.2781604341816595e-65,4.4200218996278598e-14,1.3086899260858879e-15,5.239124689464918e-18,1.2704718935850932e-29,4.7043435878691928e-29,5.239124530627566e-18,7.8825925250731725e-26,2.2181400307288786e-30,4.6934290943378245e-35,6.4488079634082092e-58,2.5149138215702461e-40,1.5676151232544658e-74,3.8883712484539226e-42,1.4101349600144819e-78,1.0088391341987659e-81
1.8340807476688365e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990884,0.1186699660298753,0.022821567693052977,0.0,1.9078487135054218e-48,1.6754614774153027e-27,3.7130106391490145e-63,2.5913917165529243e-41,2.69790948053088e-98,1.6187221702922765e-15,8.9893072364010076e-81,1.6187221702843475e-15,5.8035458168024293e-55,2.2087153425970778e-54,1.219671098859863e-82,1.414205425389428e-83,4.406937116237715e-40,4.0904000230380419e-64,8.8402836137690497e-14,2.6174508569961607e-15,1.0478533794327942e-17,5.082092458214825e-29,1.8818139902324228e-28,1.0478533158943819e-17,3.1530765448120836e-25,1.7745423443508548e-29,4.4843008803213723e-34,2.4595155852113206e-56,2.012026740668733e-39,1.0033451212161868e-72,3.1108434897243367e-41,2.1479549006589739e-76,1.5383044181547625e-79
3.668211249311784e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998178,0.11866996602978526,0.022821567693051669,0.0,3.0526333247854713e-47,6.701983472193659e-27,3.1369949120584628e-61,2.0731789820822284e-40,9.1086480783501304e-96,3.2374882524293741e-15,5.7534341483487453e-79,3.2374882523976563e-15,9.285988160392286e-54,3.5340702849839665e-53,2.059583060214333e-80,2.3880811174831696e-81,3.5256309058293517e-39,1.3089738661065837e-62,1.7680807041953035e-13,5.2349727188154254e-15,2.0957352481931441e-17,2.0328768158762606e-28,7.5274089747455919e-28,2.0957349940272286e-17,1.2611852676691755e-24,1.4195813003453046e-28,4.754457572588747e-33,1.0403351503254893e-54,1.6096598702854591e-38,6.4216373714389737e-71,2.4887319670495813e-40,3.6271183478604375e-74,2.6010580449468793e-77
7.336472252597679e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963573,0.1186699660296052,0.022821567693049053,0.0,4.8842682232110045e-46,2.680821627493355e-26,2.9811010002151055e-59,1.6585694261100624e-39,3.4589697740321296e-93,6.4750204167170228e-15,3.6822866516010823e-77,6.4750204165901511e-15,1.4857832897966252e-52,5.654606670430538e-52,3.9118776058978288e-78,4.5358116967599464e-79,2.820534245016195e-38,4.1887897187538458e-61,3.5361853897927442e-13,1.0470016442448836e-14,4.191499176902071e-17,8.1315777700777135e-28,3.0109941136701084e-27,4.1914981601713261e-17,5.0442243875867248e-24,1.1355405029013619e-27,5.670394717319602e-32,4.9497463419456093e-53,1.2877436128589955e-37,4.1099210328780348e-69,1.9910061677617489e-39,6.8891819077739659e-72,4.9469244835740204e-75
1.467299425916947e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679927157,0.11866996602924505,0.022821567693043818,0.0,7.8148557877944337e-45,1.0723348792246387e-25,3.1534327722236124e-57,1.3268660315584216e-38,1.4623898197442369e-90,1.2950084745346139e-14,2.3566918578921114e-75,1.2950084744838653e-14,2.3772733964562601e-51,9.0474256384428036e-51,8.2715776990195643e-76,9.5908721532211736e-77,2.2564344598981376e-37,1.3404244276435767e-59,7.0723947608301976e-13,2.094010388969517e-14,8.38302779937021e-17,3.2526378819797921e-27,1.204403686838535e-26,8.3830237319732814e-17,2.0172457572932416e-23,9.0821703556584839e-27,7.5221603833259494e-31,2.6207703555874462e-51,1.0302016973172232e-36,2.6303728108977728e-67,1.5928095298564314e-38,1.4567019648421073e-69,1.0471484405747494e-72
2.9346038272313052e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679854321,0.11866996602852478,0.022821567693033347,0.0,1.2503735229436939e-43,4.2893566138010319e-25,3.6113527345197388e-55,1.0614970125910087e-37,6.6953436143154498e-88,2.5900213402819636e-14,1.5082918588796379e-73,2.5900213400789702e-14,3.8036534935717192e-50,1.4475859693791489e-49,1.8938557387814879e-73,2.1959205456711545e-74,1.8051428026101046e-36,4.2893768014252527e-58,1.4144813502275397e-12,4.1880278784105918e-14,1.6766088106888243e-16,1.3010506456949979e-26,4.8176263228333307e-26,1.6766071833633314e-16,8.0653717470049428e-23,7.2622279117880736e-26,1.0791699321513988e-29,1.5017634453334815e-49,8.2416491262040199e-36,1.6834460105171478e-65,1.2742436349084839e-37,3.3352559149705128e-67,2.399282985647031e-70
5.8692126298600216e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679708649,0.11866996602708423,0.022821567693012405,0.0,2.0005772071382305e-42,1.7157497717896611e-24,4.3476552718180909e-53,8.4919927070990185e-37,3.2231348074965328e-85,5.1800470718627743e-14,9.6530966834189302e-72,5.1800470710507979e-14,6.0858582865597288e-49,2.3161149489959583e-48,4.5589939284845673e-71,5.2861404857295935e-72,1.4441001907904792e-35,1.3726034839128318e-56,2.8289650982646965e-12,8.3760628572599713e-14,3.3532220991300357e-16,5.2041466743619986e-26,1.9270524384008403e-25,3.3532155869186786e-16,3.2232510123054175e-22,5.8041500775759838e-25,1.6260942214020689e-28,9.0436372035480526e-48,6.5933468122623833e-35,1.077407741056827e-63,1.0193839889200771e-36,8.0288087947609565e-65,5.7780957805517564e-68
1.1738430235117454e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767941731,0.11866996602420313,0.022821567692970526,0.0,3.2008505271959621e-41,6.8630429077810142e-24,5.381807480577416e-51,6.7936005793735148e-36,1.5956468656296907e-82,1.0360098535368829e-13,6.1779907857984056e-70,1.0360098532120924e-13,9.7373829341371759e-48,3.7056989727900529e-47,1.1285537464162169e-68,1.3085546114470063e-69,1.1552551005678896e-34,4.3923353279783957e-55,5.6579325933314769e-12,1.6752132814827651e-13,6.7064535989415371e-16,2.0816099741497147e-25,7.7082103254956213e-25,6.7064275269298179e-16,1.2869856269053644e-21,4.6343205265889813e-24,2.5178530027326575e-27,5.5986850005226796e-46,5.274709661472913e-34,6.8954158942335632e-62,8.1548790663496187e-36,1.9874857060706596e-62,1.4306252318710302e-65
2.347686544563232e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678834631,0.11866996601844092,0.022821567692886766,0.0,5.1211211399664796e-40,2.7452494433102625e-23,6.7529654111949661e-49,5.4348826628024076e-35,8.0080650829827694e-80,2.0720201463758681e-13,3.9539165653631073e-68,2.0720201450767061e-13,1.5579818893234526e-46,5.928836451701763e-46,2.8320109422381738e-66,3.2837067776498072e-67,9.2416297151736121e-34,1.4055476712804846e-53,1.1315867579434906e-11,3.3504272729438683e-13,1.341293641109245e-15,8.326042417677641e-25,3.0832816472653694e-24,1.3412831938610369e-15,5.1295121843515999e-21,3.6931243670091659e-23,3.9505156439739168e-26,3.5129346813876148e-44,4.2198143530908855e-33,4.4130669370936333e-60,6.5235874629574211e-35,4.987420950240518e-60,3.5902241391985076e-63
4.695373586666205e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677669269,0.11866996600691651,0.022821567692719244,0.0,8.1930219879633565e-39,1.0981248275290595e-22,8.510075179705778e-47,4.3479064240880081e-34,4.0365987752395554e-77,4.1440407326049336e-13,2.530506892870831e-66,4.144040727408289e-13,2.4927710254008266e-45,9.4852282701174869e-45,7.1376718850633887e-64,8.2760993575245163e-65,7.3926420021991403e-33,4.4977511989562483e-52,2.2631737535521231e-11,6.7008552556563459e-13,2.6825982241002613e-15,3.330097438800739e-24,1.2333100844779415e-23,2.6825562889058316e-15,2.0372064844186754e-20,2.931792314899404e-22,6.2238022116088067e-25,2.2135735710896156e-42,3.3759235073321812e-32,2.824361461835337e-58,5.2183618693616951e-34,1.2570030756159735e-57,9.0479138982629639e-61
9.390747670872151e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767533855,0.11866996598386768,0.0228215676923842,0.0,1.3106362039394722e-37,4.3926947479444669e-22,1.0690063676685449e-44,3.4783243194263089e-33,2.0282972345674608e-74,8.2880819072674033e-13,1.619523868833986e-64,8.2880818864808715e-13,3.9884320637491075e-44,1.5173416412973189e-43,1.7932449839398963e-61,2.0792565991601627e-62,5.9130534009369016e-32,1.4392789292425423e-50,4.526347738321176e-11,1.3401711220242422e-12,5.3652402215170761e-15,1.3317831041899471e-23,4.933218566443897e-23,5.3650713301929806e-15,8.034334332140245e-20,2.3098083045912487e-21,9.772269634092238e-24,1.3902717845255441e-40,2.700851117781282e-31,1.8075888176840632e-56,4.1738755861267998e-33,3.1580333351870493e-55,2.2726099011716715e-58
1.8781495839284045e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670677112,0.11866996593777003,0.022821567691714114,0.0,2.0962266169080119e-36,1.7572280448164352e-21,1.326632218225182e-42,2.7826576278432537e-32,1.0069208069928573e-71,1.6576164265409504e-12,1.0364942883674164e-62,1.6576164182263708e-12,6.3814849881891189e-43,2.426807632442301e-42,4.4510484775784194e-59,5.1609480135359807e-60,4.7287466251823624e-31,4.6056823198147011e-49,9.0526956820664352e-11,2.6803423146059162e-12,1.0730661292510195e-14,5.325085912875899e-23,1.9732697743900341e-22,1.0729976820458708e-14,3.1256566414347755e-19,1.7930098182807013e-20,1.5155851583400326e-22,8.625759763541758e-39,2.1608536243522925e-30,1.1568533791124867e-54,3.3377984326338732e-32,7.8385198010855771e-53,5.6378022305697226e-56
3.756299217610783e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727661354236,0.11866996584557472,0.022821567690373943,0.0,3.3514327598809489e-35,7.0300249396370995e-21,1.603981798297736e-40,2.2261229717505734e-31,4.8705402762875844e-69,3.3152329016960715e-12,6.6335498662439489e-61,3.3152328684380084e-12,1.0210354763477002e-41,3.8798906772404659e-41,1.0764407135814221e-56,1.2481151973645433e-57,3.7802861090244633e-30,1.473811628799191e-47,1.8105391466385567e-10,5.3606846984272066e-12,2.1462094219547846e-14,2.1283987961197326e-22,7.8929374131558244e-22,2.14592894549666e-14,1.1849619195870897e-18,1.3530287268483442e-19,2.2894156655849013e-21,5.2134242892298717e-37,1.7289395461603575e-29,7.4038165130931133e-53,2.668157486146634e-31,1.8956194401605882e-50,1.361929293934498e-53
5.634448851293161e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727652031361,0.11866996575337942,0.022821567689033772,0.0,1.2331059470075728e-34,1.4940338695622801e-20,1.0311069593389528e-39,6.6087972318612667e-31,4.0847046694224132e-68,4.9728493803773592e-12,3.7663305675708486e-60,4.9728493097047174e-12,3.8627807544906584e-41,1.4786949967330829e-40,7.9676540989704832e-56,9.2383478631365894e-57,1.0804805903472904e-29,6.8752862605300493e-47,2.7158087147533308e-10,8.0410270809064376e-12,3.219415714840641e-14,4.5204473997016472e-22,1.6772283775888273e-21,3.2188103766660517e-14,2.4279139476331156e-18,3.7426073478205683e-19,8.2014726072408458e-21,2.8536682845316777e-36,4.9440850333247972e-29,4.1402704527518029e-52,7.6258469983413103e-31,1.4031000520233084e-49,1.0128294503504181e-52
9.390748118657917e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727633385609,0.1186699655689888,0.02282156768635343,0.0,9.4754066129896886e-34,4.1315274482313762e-20,4.2135271940261225e-38,3.095691152266953e-30,5.1990423744283845e-66,8.2880823518454716e-12,1.0124885279788601e-58,8.2880821564584348e-12,3.0485338488875372e-40,1.2141846945691439e-39,5.7118336867810029e-54,6.6226589653129981e-55,4.9593194614075143e-29,9.2132550148506902e-46,4.526347809714326e-10,1.3401711840498168e-11,5.3661074399997278e-14,1.2480630420323836e-21,4.6368946810461307e-21,5.3643739284452528e-14,6.1470906987143249e-18,1.5647811026670881e-18,5.7624228002699968e-20,6.7357568473624892e-35,2.2726092084129762e-28,9.5260715195009401e-51,3.4998212252983399e-30,1.0058020148565282e-47,8.8474403641973285e-51
1.2771417459286198e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727616604433,0.11866996540303727,0.022821567683941123,0.0,2.6080339224479863e-33,7.3580611583344597e-20,1.9446593608550034e-37,7.1436092995745804e-30,2.8273813814451483e-65,1.1271792037559096e-11,4.3963544049817576e-58,1.1271791689635515e-11,8.5551647303924703e-40,3.5384848653646159e-39,2.8885530066592377e-53,3.3491414171439592e-54,1.1155683080079302e-28,3.0578055885939185e-45,6.1558329618442891e-10,1.822632811979623e-11,7.2983726008327121e-14,2.2204176095326231e-21,8.2567603252419024e-21,7.2952201440292209e-14,1.0338668342744072e-17,3.3437790632330099e-18,1.5228931225232088e-19,2.779813482263457e-34,5.1161870893877531e-28,3.6407803302046823e-50,7.8721553023193035e-30,5.0864074011121086e-47,5.3106181642885944e-50
1.6152086799914479e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727599823256,0.11866996523708573,0.022821567681528817,0.0,5.8702088633378156e-33,1.1487514123519647e-19,6.6387668238738498e-37,1.3754566188625093e-29,1.2750555497926349e-64,1.4255501735329712e-11,1.3312171281378712e-57,1.4255501192221195e-11,1.9587524461384978e-39,8.0915675845997632e-39,1.1396648962456462e-52,1.3213842640541469e-53,2.106972687059452e-28,8.2163308714579952e-45,7.7853180786899114e-10,2.3050944394506167e-11,9.2309125538574967e-14,3.4629378737571797e-21,1.2888643331004418e-20,9.2258959806447689e-14,1.5271827237875129e-17,5.9955781398240615e-18,3.2813073550287528e-19,8.0807958390622597e-34,9.6709585221037834e-28,1.1354971582557295e-49,1.4867187060145694e-29,2.0067893172109187e-46,1.9548440674556362e-49
1.953275614054276e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072758304208,0.11866996507113421,0.02282156767911651,0.0,1.1275627479740624e-32,1.647004700477822e-19,1.8201691536954894e-36,2.3386107345593277e-29,4.2422209133785538e-64,1.7239211444488863e-11,3.4559743403284608e-57,1.7239210665910081e-11,3.8196799284367103e-39,1.5990465938567478e-38,3.4481936716276563e-52,3.9979855704814596e-53,3.5193536098330708e-28,1.8176426483459236e-44,9.4148031622057344e-10,2.7875560664883586e-11,1.1163724979229203e-13,4.9600538988116173e-21,1.8476430942484042e-20,1.1156410889494624e-13,2.0801535116415798e-17,9.550219512956431e-18,6.060845155913142e-19,2.0057373146038116e-33,1.6166142115369135e-27,2.8229450124775239e-49,2.4831736501896893e-29,6.0716941303141758e-46,6.1651333172768301e-49
2.6294094821799323e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727549479727,0.11866996473923117,0.022821567674291894,0.0,2.9130810855260912e-32,2.8380972568114835e-19,8.2588057796139439e-36,5.1706772669588312e-29,2.4356702833491635e-63,2.320663088877608e-11,1.5286422355092921e-56,2.3206629547389287e-11,1.0141067008360435e-38,4.4666465614804583e-38,1.7600326946891851e-51,2.040614698487791e-52,7.5052230076902686e-28,5.7188459221499829e-44,1.2673773253229388e-09,3.7524793195760646e-11,1.5030004045483515e-13,8.5331460890737771e-21,3.1831775831957633e-20,1.5017073752584505e-13,3.2970666655827853e-17,1.8890059910274605e-17,1.4735391337808093e-18,8.1116430465097492e-33,3.451765832699049e-27,1.0404137254046715e-48,5.2950014984108873e-29,3.0990185895106142e-45,4.2374546496849701e-48
