Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),H2OX(23),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),C2H4X(70),C2H6X(52),CO2X(24)
2.063158050505149e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442952867265953,0.09139052771704528,0.012189601824248927,1.3359039149576891e-05,0.0012997271465407876,0.03540092509457288,0.018293294807280994,5.5524252724770573e-05,5.652446036493424e-11,0.002192782920807016,6.164120665070383e-11,0.00048598447684651726,2.9659003743300573e-09,9.401704540309499e-06,1.6167725166303675e-09,1.029757858484751e-10,1.9860411244360776e-05,1.2160318081182616e-05,0.006566532595826434,0.0016059046117695445,0.00044420508044770767,3.988837702741532e-07,6.649759481157401e-09,3.811275779555776e-08,1.9930677958012127e-10,1.1586351150831988e-06,2.5588343969298712e-05,2.903578785750016e-07,0.0007086423280275725,1.924380115111057e-05,6.797293386890613e-09,5.8470183404853084e-08,5.6691398774915426e-08,8.435899201787892e-11,8.204812059026627e-06,1.0037994475010651e-10,1.3748689569304682e-06,3.4324150851416693e-12,1.532184972923534e-07,2.5105747307466245e-10
2.0665265531214032e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44296090829376705,0.0913621713760142,0.012177028518337931,1.3386338641730077e-05,0.001301851053228085,0.035458966436361865,0.018324058040113875,5.549037871964709e-05,5.679774912126349e-11,0.002192099644112208,6.161348651921481e-11,0.00048611965842271216,2.96544467847527e-09,9.395195946690379e-06,1.6199421071957256e-09,1.0314051249508125e-10,1.9835762862123243e-05,1.2183195127156766e-05,0.006564613072909413,0.001598147765695409,0.0004445439018393115,3.972526972179199e-07,6.640830458176238e-09,3.809734212456215e-08,2.0037492399308208e-10,1.1646188966574445e-06,2.5701371903092113e-05,2.908394570243362e-07,0.0007098182421899899,1.9280005127518383e-05,6.795298688483139e-09,5.8566040020152994e-08,5.6787766002362484e-08,8.456182423518412e-11,8.198660799196425e-06,1.0051741924848314e-10,1.377527541856632e-06,3.4389348694692226e-12,1.5312781960373938e-07,2.504615871163948e-10
2.0698950557376575e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429689512323358,0.09133382662690583,0.012164467661114266,1.3413549008410409e-05,0.0013039669293866607,0.03551699180117358,0.018354807973360605,5.545650284474297e-05,5.707182363106619e-11,0.002191416292415975,6.158574421223546e-11,0.0004862547130959636,2.9649883441661474e-09,9.388646165242805e-06,1.6231116091237632e-09,1.0330507323770969e-10,1.981107941782761e-05,1.2206057957414245e-05,0.0065626943433443755,0.0015903876105250166,0.0004448824093012298,3.956176410359915e-07,6.631912269675605e-09,3.80819287085318e-08,2.0145353003499304e-10,1.1706611972502544e-06,2.5815541381847924e-05,2.913208439643435e-07,0.0007109938812996846,1.931618660709718e-05,6.793303709969451e-09,5.866153939602803e-08,5.688409571923615e-08,8.476474662110301e-11,8.19251043240886e-06,1.0065471216862133e-10,1.3801846039009069e-06,3.445450890377524e-12,1.5303713383855166e-07,2.498614589829478e-10
2.073263558353912e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429769959937198,0.09130549346807453,0.012151919240768843,1.3440669732499754e-05,0.0013060747452701667,0.03557500121757051,0.01838554458987285,5.542262534669512e-05,5.734668439970363e-11,0.002190732868745962,6.155798020117006e-11,0.00048638964122251724,2.9645313830666855e-09,9.382055402638018e-06,1.6262810189844866e-09,1.0346946808422995e-10,1.9786361119318567e-05,1.2228906569045166e-05,0.006560776405760906,0.0015826242173587754,0.00044522060362518334,3.9397862264952e-07,6.623004912726728e-09,3.8066517673911815e-08,2.0254274837359942e-10,1.1767628550802582e-06,2.593086853666605e-05,2.918020390201807e-07,0.0007121692457859655,1.93523455852403e-05,6.791308459347108e-09,5.8756680184611174e-08,5.698038786006866e-08,8.496775880317759e-11,8.1863609717414e-06,1.0079182360672342e-10,1.382840142308646e-06,3.4519631462248373e-12,1.5294644064748067e-07,2.492570961878131e-10
2.076632060970166e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429850424895678,0.09127717189784737,0.012139383245507963,1.3467700298077145e-05,0.0013081744712525988,0.035632994714103854,0.018416267872245384,5.53887464695679e-05,5.7622331930071824e-11,0.002190049376104173,6.15301949524671e-11,0.00048652444315751313,2.9640738067282698e-09,9.375423864960972e-06,1.629450333329692e-09,1.0363369704204972e-10,1.976160817444808e-05,1.2251740959266e-05,0.006558859258783082,0.001574857657400962,0.0004455584855984483,3.923356630424835e-07,6.614108384300646e-09,3.8051109147469197e-08,2.036427325109349e-10,1.182924724123931e-06,2.604736980206503e-05,2.9228304181073413e-07,0.0007133443360763871,1.9388482057541116e-05,6.789312944530247e-09,5.885146104318088e-08,5.7076642358461584e-08,8.517086040766676e-11,8.18021243021483e-06,1.0092875365746499e-10,1.3854941563374076e-06,3.4584716353966017e-12,1.5285574067407802e-07,2.486485063237069e-10
2.079663713324795e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44299228574543287,0.09125169239149483,0.012128111463485358,1.3491950296133281e-05,0.0013100572833828496,0.035685175273087885,0.018443907411092864,5.5358254500710695e-05,5.7871087802337946e-11,0.0021894341762164395,6.150517045202635e-11,0.0004866456572978632,2.96366147145192e-09,9.369420788223287e-06,1.632302631709421e-09,1.0378136127497724e-10,1.973930107322794e-05,1.2272279748959693e-05,0.006557134501329088,0.0015678651047717795,0.00044586231296165734,3.908536470483665e-07,6.6061107645211535e-09,3.803724372322699e-08,2.0464205220454419e-10,1.188522605641836e-06,2.6153238638548516e-05,2.9271577961527857e-07,0.0007144016832522276,1.9420985636634583e-05,6.787516761783129e-09,5.8936454970136366e-08,5.716323916708171e-08,8.5353727997407e-11,8.174679539422586e-06,1.0105183569393103e-10,1.3878814650153428e-06,3.464326053830744e-12,1.5277410542532706e-07,2.480971676485732e-10
2.0826953656794238e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44299953026928773,0.09122622226927676,0.012116849727664868,1.3516126474478318e-05,0.001311933497367261,0.03573734298089398,0.01847153612190875,5.532776178479324e-05,5.81204817200858e-11,0.002188818925025669,6.148012945613392e-11,0.0004867667697671714,2.96324865536355e-09,9.363384999547057e-06,1.635154847372301e-09,1.0392889114835431e-10,1.9716966228380304e-05,1.2292807015305233e-05,0.006555410382135391,0.0015608700968757954,0.0004461658885225868,3.8936847110564233e-07,6.598121910965415e-09,3.8023380526517074e-08,2.0565033492327784e-10,1.1941706084981028e-06,2.6260084490469728e-05,2.931483610844195e-07,0.0007154588089833921,1.945347097965355e-05,6.785720377035315e-09,5.90211552988112e-08,5.724980538100238e-08,8.553666744014781e-11,8.169147413048442e-06,1.0117477094885306e-10,1.3902675378302976e-06,3.470177418832064e-12,1.5269246565769903e-07,2.4754241692565497e-10
2.0857270180340526e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443006775995812,0.09120076152991749,0.012105598029480845,1.3540228459534718e-05,0.0013138030918605258,0.03578949785830759,0.018499153991439855,5.5297268494514005e-05,5.83705140447942e-11,0.0021882036246683063,6.145507229476453e-11,0.0004868877808220545,2.9628353666554395e-09,9.35731664795853e-06,1.6380069777637966e-09,1.0407628666651128e-10,1.9694603791479398e-05,1.2313322756532344e-05,0.0065536869001868,0.001553872685865843,0.0004464692128459336,3.878801506498611e-07,6.590141821222826e-09,3.800951965053031e-08,2.0666769872196874e-10,1.199869389438189e-06,2.636791999726081e-05,2.935807859270767e-07,0.0007165157135777196,1.948593808379551e-05,6.783923795885933e-09,5.910556106113816e-08,5.7336340949781876e-08,8.571967846050522e-11,8.163616060467842e-06,1.0129755948793245e-10,1.3926523742657386e-06,3.476025729278483e-12,1.526108218258232e-07,2.4698425986113443e-10
2.0887586703886814e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430140228593778,0.09117531017212369,0.012094356360377723,1.3564255878536671e-05,0.001315666045597574,0.03584163992610372,0.018526761006244535,5.526677480095831e-05,5.862118513631761e-11,0.002187588277264755,6.142999929478453e-11,0.0004870086907184143,2.9624216134492784e-09,9.351215882104584e-06,1.640859020315525e-09,1.0422354783340573e-10,1.9672213914126586e-05,1.2333826970951531e-05,0.006551964054464061,0.0015468729239815511,0.0004467722864934787,3.8638870116322823e-07,6.582170492820621e-09,3.799566118875313e-08,2.076942636972005e-10,1.2056196164888498e-06,2.6476758015549386e-05,2.940130538476136e-07,0.0007175723973417676,1.9518386946385556e-05,6.782127023881148e-09,5.918967129248076e-08,5.7422845822300946e-08,8.590276078136676e-11,8.1580854910197e-06,1.0142020137577603e-10,1.3950359738127374e-06,3.481870984064764e-12,1.525291743798387e-07,2.4642270222514e-10
2.0917903227433102e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44302127079404113,0.09114986819458473,0.01208312471181001,1.358820835953646e-05,0.0013175223373938893,0.03589376920504632,0.018554357152687755,5.523628087361574e-05,5.887249535288419e-11,0.002186972884919562,6.140491077998474e-11,0.00048712949971143997,2.9620074037969296e-09,9.34508285025399e-06,1.6437109724447913e-09,1.0437067465260496e-10,1.9649796747955973e-05,1.2354319656953619e-05,0.006550241843943755,0.0015398708635539064,0.0004470751100240937,3.848941381759868e-07,6.574207923224711e-09,3.798180523499322e-08,2.0873015202904254e-10,1.2114219691786987e-06,2.6586611623617623e-05,2.9444516454607137e-07,0.0007186288605807808,1.9550817564875633e-05,6.780330066514579e-09,5.927348503164606e-08,5.7509319946747686e-08,8.608591412371047e-11,8.15255571400659e-06,1.0154269667587409e-10,1.3974183359698727e-06,3.4877131821022944e-12,1.5244752376543893e-07,2.4585774985602624e-10
2.094821975097939e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44302851973353247,0.09112443559597261,0.012071903075242299,1.3612085531411023e-05,0.0013193719461458303,0.03594588571588745,0.018581942416935875,5.520578688039719e-05,5.912444505109381e-11,0.0021863574497215927,6.137980707111336e-11,0.0004872502080556099,2.961592745681179e-09,9.338917700298729e-06,1.6465628315541036e-09,1.045176671272684e-10,1.9627352444640218e-05,1.237480081300883e-05,0.006548520267598183,0.001532866557010166,0.00044737768399371697,3.833964772651037e-07,6.566254109840255e-09,3.7967951883317516e-08,2.0977548797832288e-10,1.2172771387997031e-06,2.6697494126188116e-05,2.948771177179033e-07,0.0007196851035986583,1.958322993684413e-05,6.778532929228101e-09,5.935700132089863e-08,5.7595763270595735e-08,8.626913820965038e-11,8.147026738694858e-06,1.0166504545057115e-10,1.3997994602431386e-06,3.4935523223189448e-12,1.523658704239159e-07,2.4528940862134076e-10
2.0975504622171053e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430350445831598,0.0911015542750927,0.012061812155544954,1.3633510290732566e-05,0.001321030862642911,0.03599277967605921,0.01860675983888461,5.5178342367695906e-05,5.935174682970322e-11,0.0021858035231182515,6.135720100486955e-11,0.00048735875972034785,2.9612191764835004e-09,9.33334172628961e-06,1.649129423061264e-09,1.046498454921558e-10,1.9607129494790132e-05,1.2393223994153595e-05,0.006546971390253628,0.0015265608041041645,0.0004476497876488503,3.8204594663625893e-07,6.559103162162304e-09,3.7955486169636e-08,2.1072447251495715e-10,1.2225925309704841e-06,2.6798179265959485e-05,2.952657406314422e-07,0.0007206355342757381,1.9612385468939264e-05,6.776915356294668e-09,5.943191087277965e-08,5.7673535883546054e-08,8.643410014067028e-11,8.142051353998581e-06,1.0177503411916828e-10,1.4019414132959741e-06,3.498804933203943e-12,1.5229238044607016e-07,2.4477500894274557e-10
2.1002789493362715e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430415701439568,0.09107868054906151,0.012051729332453956,1.3654873480352857e-05,0.0013226843335759312,0.03603966332597801,0.01863156842450947,5.515089805659519e-05,5.957956713363149e-11,0.0021852495649846487,6.133458311839987e-11,0.00048746723024958714,2.960845256164869e-09,9.327739963389195e-06,1.6516959351904186e-09,1.047819150418749e-10,1.958688479737933e-05,1.2411637833863033e-05,0.006545423024999141,0.0015202533127574803,0.0004479216900086753,3.8069293077692026e-07,6.55195930289031e-09,3.794302270925678e-08,2.1168130575510452e-10,1.2279517955763128e-06,2.6899718802565237e-05,2.956542354686326e-07,0.0007215857870383158,1.96415262179023e-05,6.775297645886359e-09,5.950657802398756e-08,5.775128346554368e-08,8.659911893961383e-11,8.13707663286149e-06,1.018849041955345e-10,1.4040823629187802e-06,3.5040550656396305e-12,1.522188889287607e-07,2.442578734907968e-10
2.1030074364554377e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44304809636689557,0.09105581441687538,0.012041654599767911,1.3676174831462893e-05,0.0013243323437296857,0.0360865366807447,0.018656368163291824,5.512345406628887e-05,5.980790621944801e-11,0.002184695576811702,6.13119536393357e-11,0.0004875756198273771,2.960470990404183e-09,9.322112518633093e-06,1.6542623660152225e-09,1.0491387577780929e-10,1.956661846308114e-05,1.2430042331185582e-05,0.006543875171076161,0.0015139441214094412,0.0004481933914723962,3.793374411482486e-07,6.544822530009881e-09,3.793056157146945e-08,2.126460828497658e-10,1.2333554620017368e-06,2.70021229250517e-05,2.960426019978054e-07,0.0007225358621050035,1.9670652182227067e-05,6.773679801863881e-09,5.9581002083571404e-08,5.782900597674589e-08,8.676419440221287e-11,8.132102581964175e-06,1.019946557226437e-10,1.406222308766456e-06,3.509302718877665e-12,1.521453961847157e-07,2.437380066589268e-10
2.105735923574604e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44305462320270966,0.09103295587751943,0.012031587951292031,1.3697414075811409e-05,0.0013259748779428672,0.03613339975545068,0.018681159044569226,5.509601051497645e-05,6.003676434264795e-11,0.002184141560080482,6.128931279339148e-11,0.00048768392863730755,2.9600963848368726e-09,9.316459498812984e-06,1.6568287135983362e-09,1.0504572770102908e-10,1.954633060260943e-05,1.2448437485220744e-05,0.006542327827723028,0.001507633268575197,0.0004484648924372619,3.779794892468249e-07,6.537692841468838e-09,3.791810282579684e-08,2.1361890047080628e-10,1.2388040680204233e-06,2.710540198341074e-05,2.9643083998305653e-07,0.0007234857596934451,1.9699763360488345e-05,6.7720618280547735e-09,5.965518236288695e-08,5.790670337679331e-08,8.692932632285215e-11,8.12712920796388e-06,1.021042887426541e-10,1.4083612504985303e-06,3.5145478921798238e-12,1.5207190252388223e-07,2.4321541287864306e-10
2.1081915619818533e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430604978380336,0.09101238968312124,0.012022534874548756,1.3716476073186953e-05,0.0013274484643183157,0.036175567745699105,0.01870346325562104,5.507131179103339e-05,6.024318064079066e-11,0.0021836429218213124,6.1268926498382e-11,0.0004877813376610923,2.9597589539146296e-09,9.311350002362543e-06,1.6591383536411614e-09,1.0516430139767879e-10,1.952805321484718e-05,1.2464985134639081e-05,0.006540935654610341,0.0015019521123500344,0.00044870907220590775,3.7675523682711107e-07,6.531282177166222e-09,3.7906892057766676e-08,2.1450139218923758e-10,1.243746688110349e-06,2.7199109892558417e-05,2.967801440671532e-07,0.0007243405159582276,1.9725950777725497e-05,6.770605543795323e-09,5.972173561483659e-08,5.797660953302439e-08,8.707799314758725e-11,8.122653755594037e-06,1.0220285717127548e-10,1.4102854392608466e-06,3.519266427204441e-12,1.5200575769922682e-07,2.4274275069100593e-10
2.1104016365483778e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430657853700122,0.0909938853652428,0.012014392696189048,1.3733588512421019e-05,0.001328770880158462,0.036213511836992424,0.018723530897220904,5.5049083394776545e-05,6.042931509735927e-11,0.002183194129510213,6.125057124956673e-11,0.0004878689500836348,2.9594550379706868e-09,9.306733881401438e-06,1.6612169695006535e-09,1.0527094236719937e-10,1.9511588801375424e-05,1.2479871547349815e-05,0.006539683051411754,0.0014968379711120742,0.0004489286956531426,3.7565171936058647e-07,6.525517482827097e-09,3.789680411383524e-08,2.153013312857938e-10,1.2482268813276024e-06,2.7284066655607857e-05,2.970944284085129e-07,0.0007251096739640023,1.974950921145257e-05,6.769294802974034e-09,5.978146382398704e-08,5.8039507629666374e-08,8.721183211889303e-11,8.118626325824977e-06,1.0229148673800833e-10,1.4120165133141409e-06,3.523511390309397e-12,1.519462271184484e-07,2.423154720325608e-10
2.1126117111149023e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44307107321568306,0.09097538602717961,0.012006255810886754,1.3750659728299853e-05,0.001330089676454542,0.03625144921033739,0.01874359270796442,5.5026855493494314e-05,6.061579054510244e-11,0.0021827453210636555,6.123220893807578e-11,0.00048795650983931253,2.9591509089591878e-09,9.302101169723891e-06,1.6632955272629063e-09,1.0537751194551421e-10,1.9495110461586484e-05,1.2494751828495467e-05,0.006538430781833197,0.0014917228085190954,0.0004491481882530961,3.7454660696067083e-07,6.519757432752901e-09,3.788671786398904e-08,2.1610672279222024e-10,1.2527375438167558e-06,2.7369616410646913e-05,2.9740862798218167e-07,0.0007258787159099943,1.9773057941772035e-05,6.76798398369719e-09,5.984103087206735e-08,5.81023891773831e-08,8.734570776044942e-11,8.114599351928731e-06,1.0238003862444605e-10,1.4137469279767234e-06,3.5277547250485566e-12,1.5188669647826225e-07,2.4188641228286573e-10
2.1148217856814268e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44307636134837586,0.09095689166837134,0.011998124215362399,1.3767689579353413e-05,0.0013314048452536837,0.03628937987373399,0.018763648681893536,5.500462814813465e-05,6.080260711772993e-11,0.0021822964972502776,6.121383968026075e-11,0.00048804401702481583,2.958846569793383e-09,9.297451923618283e-06,1.6653740258757734e-09,1.0548401013253895e-10,1.947861825441323e-05,1.2509625977694953e-05,0.006537178845463582,0.0014866066451995105,0.00044936755021317206,3.7343990581082056e-07,6.51400202578265e-09,3.787663334579691e-08,2.1691762115415211e-10,1.2572789781580754e-06,2.7455764981332468e-05,2.9772274265609064e-07,0.000726647641909915,1.9796596968079737e-05,6.766673087935819e-09,5.990043639756613e-08,5.8165254153691124e-08,8.747961995825446e-11,8.110572837398786e-06,1.0246851285136081e-10,1.4154766830763048e-06,3.531996431048515e-12,1.5182716593814978e-07,2.4145557391179965e-10
2.1170318602479513e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430816497413043,0.09093840228825288,0.011989997906339343,1.3784677924359905e-05,0.0013327163786266305,0.03632730383517728,0.018783698812981482,5.4982401419235976e-05,6.098976494848578e-11,0.002181847658834676,6.119546359168332e-11,0.0004881314717366403,2.958542023368619e-09,9.292786199269577e-06,1.667452464281729e-09,1.0559043692803164e-10,1.9462112238813713e-05,1.2524493994588232e-05,0.006535927241890334,0.0014814895018207739,0.00044958678173994613,3.723316221081757e-07,6.508251260739708e-09,3.786655059685296e-08,2.1773408145806112e-10,1.2618514908568894e-06,2.7542518266915598e-05,2.980367722969552e-07,0.0007274164520770167,1.9820126289806026e-05,6.7653621176475974e-09,5.99596800399824e-08,5.822810253586011e-08,8.761356860198708e-11,8.106546785718745e-06,1.0255690943913792e-10,1.4172057784424821e-06,3.5362365079401454e-12,1.5176763565644157e-07,2.41022959365475e-10
2.119241934814476e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443086938367564,0.09091991788625448,0.011981876880543791,1.3801624622347238e-05,0.001334024268667817,0.036365221102657254,0.0188037430951314,5.4960175366930296e-05,6.117726417014768e-11,0.002181398806577443,6.117708078712135e-11,0.0004882188740710867,2.9582372725624843e-09,9.288104052759578e-06,1.6695308414177468e-09,1.0569679233158837e-10,1.9445592473772596e-05,1.253935587883676e-05,0.006534675970699357,0.0014763713990905913,0.00044980588303914767,3.7122176206787587e-07,6.502505136432251e-09,3.785646965490825e-08,2.185561595285107e-10,1.2664553924133862e-06,2.762988224343383e-05,2.9835071676965127e-07,0.000728185146524086,1.9843645906415087e-05,6.764051074776296e-09,6.001876143982755e-08,5.82909343009111e-08,8.774755357977009e-11,8.102521200362396e-06,1.0264522840777435e-10,1.4189342139067187e-06,3.5404749553583304e-12,1.517081057903256e-07,2.405885711123329e-10
2.1214520093810003e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430922272001298,0.09090143846180174,0.011973761134704794,1.3818529532594511e-05,0.0013353285074954476,0.03640313168415864,0.018823781522175075,5.4937950050946455e-05,6.136510491502625e-11,0.0021809499412352006,6.115869138057501e-11,0.0004883062241242623,2.9579323202349734e-09,9.283405540067257e-06,1.6716091562151743e-09,1.0580307634263889e-10,1.942905901830266e-05,1.2554211630123853e-05,0.00653342503147501,0.0014712523577581566,0.0004500248543156646,3.701103319257193e-07,6.496763651653661e-09,3.784639055796537e-08,2.1938391198549945e-10,1.2710909973798742e-06,2.7717862964940734e-05,2.9866457593718465e-07,0.0007289537253634337,1.986715581740439e-05,6.762739961251488e-09,6.007768023862646e-08,5.835374942561511e-08,8.788157477520068e-11,8.098496084793707e-06,1.0273346977687619e-10,1.420661989302325e-06,3.5447117729418643e-12,1.5164857649585513e-07,2.401524116872664e-10
2.123662083947525e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430975162118531,0.09088296401431577,0.011965650665554241,1.3835392514633633e-05,0.0013366290872515755,0.0364410355876608,0.018843814087871544,5.491572553061328e-05,6.155328731496431e-11,0.002180501063560634,6.114029548527286e-11,0.0004883935219920812,2.9576271692286022e-09,9.278690717069009e-06,1.6736874075996065e-09,1.0590928896044232e-10,1.9412511931446314e-05,1.2569061248153528e-05,0.006532174423800074,0.0014661323986154197,0.00045024369577355457,3.6899733793127017e-07,6.491026805182058e-09,3.783631334403713e-08,2.2021739610489897e-10,1.2757586244233083e-06,2.7806466564754263e-05,2.9897834966139126e-07,0.0007297221887068891,1.9890656022305625e-05,6.761428778989745e-09,6.013643607892451e-08,5.8416547886482214e-08,8.801563207671331e-11,8.094471442466882e-06,1.0282163356564256e-10,1.4223891044644388e-06,3.5489469603337295e-12,1.5158904792795673e-07,2.397144835949577e-10
2.1258721585140493e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44310280537546,0.09086449454321302,0.011957545469826865,1.3852213428250844e-05,0.0013379260001021853,0.03647893282113757,0.018863840785905757,5.4893501864862776e-05,6.174181150133631e-11,0.002180052174302524,6.112189321367779e-11,0.0004884807677702637,2.957321822368554e-09,9.273959639538975e-06,1.6757655944907529e-09,1.0601543018408263e-10,1.939595127227714e-05,1.2583904732650898e-05,0.006530924147255725,0.0014610115424983645,0.00045046240761602643,3.6788278635239803e-07,6.485294595780747e-09,3.7826238051277555e-08,2.2105666992193583e-10,1.2804585964019055e-06,2.789569925671327e-05,2.992920378021909e-07,0.0007304905366657905,1.991414652068407e-05,6.7601175298940534e-09,6.019502860429047e-08,5.84793296597592e-08,8.814972537205412e-11,8.090447276826388e-06,1.0290971979286368e-10,1.4241155592300076e-06,3.5531805171807937e-12,1.5152952024043828e-07,2.392747893482235e-10
2.128082233080574e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431080946635475,0.09084603004790537,0.011949445544260247,1.3868992133488205e-05,0.0013392192382372713,0.036516823392557095,0.01888386160988718,5.4871279112233174e-05,6.193067760504733e-11,0.0021796032742057883,6.110348467749318e-11,0.0004885679615543392,2.9570162824628353e-09,9.269212363149313e-06,1.6778437158023112e-09,1.0612150001246416e-10,1.937937709990149e-05,1.2598742083362941e-05,0.006529674201421503,0.0014558898102883075,0.0004506809900454388,3.667666834803204e-07,6.479567022198848e-09,3.7816164718163216e-08,2.219017923379762e-10,1.2851912404250962e-06,2.798556733647549e-05,2.9960564021736425e-07,0.0007312587693509766,1.9937627312137652e-05,6.758806215853148e-09,6.025345745931523e-08,5.854209472143012e-08,8.828385454224643e-11,8.08642359130699e-06,1.0299772847692172e-10,1.4258413534377682e-06,3.557412443133606e-12,1.5146999358599658e-07,2.3883333154738944e-10
2.1302923076470983e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431133840485819,0.09082757052780027,0.01194135088559481,1.3885728490645312e-05,0.0013405087938709232,0.036554707309881654,0.018903876553348367,5.484905733087212e-05,6.211988575653256e-11,0.0021791543640115106,6.108506998766863e-11,0.0004886551034396442,2.956710552302401e-09,9.264448943470527e-06,1.6799217704418333e-09,1.0622749844430701e-10,1.9362789473460034e-05,1.261357330005703e-05,0.006528424585875272,0.0014507672229132392,0.00045089944326331667,3.6564903562020937e-07,6.47384408317061e-09,3.7806093383170065e-08,2.2275282292794522e-10,1.2899568879165607e-06,2.8076077182840963e-05,2.999191567635858e-07,0.0007320268868727794,1.996109839629823e-05,6.757494838743101e-09,6.031172228962086e-08,5.860484304720352e-08,8.841801947424854e-11,8.082400389333779e-06,1.0308565963577104e-10,1.4275664869282262e-06,3.5616427378468287e-12,1.514104681162248e-07,2.3839011276039374e-10
2.132502382213623e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431186735028956,0.09080911598230057,0.011933261490573823,1.3902422360280859e-05,0.0013417946592414096,0.03659258458106755,0.01892388560974352,5.48268365785397e-05,6.230943608575623e-11,0.002178705444456973,6.106664925440607e-11,0.0004887421935213247,2.956404634661288e-09,9.259669435971745e-06,1.6819997573105872e-09,1.0633342547814237e-10,1.9346188452129455e-05,1.262839838252118e-05,0.0065271753001932,0.0014456438013491723,0.0004511177674703312,3.64529849095425e-07,6.4681257774157905e-09,3.77960240848814e-08,2.2360982203934875e-10,1.2947558746986562e-06,2.8167235259078694e-05,3.002325872955794e-07,0.0007327948893410142,1.9984559772831112e-05,6.756183400426781e-09,6.036982274186446e-08,5.866757461250881e-08,8.855222005582972e-11,8.078377674322212e-06,1.0317351328693488e-10,1.4292909595436392e-06,3.5658714009789016e-12,1.5135094398162084e-07,2.379451355422328e-10
2.1347124567801474e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44312396299868423,0.0907906664108046,0.011925177355943393,1.3919073603214178e-05,0.0013430768266112613,0.036630455214064925,0.018943888772447015,5.480461691261155e-05,6.249932872221107e-11,0.002178256516275694,6.104822258716539e-11,0.0004888292318943362,2.956098532296768e-09,9.254873896021026e-06,1.6840776753034156e-09,1.0643928111230784e-10,1.9329574095124037e-05,1.2643217330565358e-05,0.006525926343949721,0.001440519566621512,0.0004513359628662957,3.634091302560072e-07,6.462412103640586e-09,3.7785956862294606e-08,2.2447285097094166e-10,1.2995885410561766e-06,2.8259048114299066e-05,3.005459316655845e-07,0.0007335627768649718,2.0008011441433578e-05,6.754871902752659e-09,6.042775846373419e-08,5.873028939249951e-08,8.86864561650725e-11,8.07435544967814e-06,1.0326128944751054e-10,1.431014771127996e-06,3.5700984321916858e-12,1.5129142133159428e-07,2.37498402560356e-10
2.136922531346672e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431292525080041,0.0907722218127064,0.011917098478452489,1.3935682080526984e-05,0.0013443552882673618,0.03666831921681761,0.018963886034751923,5.478239839008187e-05,6.268956379491712e-11,0.0021778075801974607,6.102979009467046e-11,0.0004889162186534437,2.9557922479494772e-09,9.250062378885675e-06,1.6861555233086044e-09,1.0654506534494247e-10,1.9312946461697444e-05,1.2658030144019645e-05,0.006524677716717499,0.001435394539806472,0.00045155402965018585,3.6228688546631787e-07,6.456703060536748e-09,3.777589175440368e-08,2.253419717168114e-10,1.3044552317986708e-06,2.8351522384858572e-05,3.0085918972480755e-07,0.0007343305495534093,2.003145340183651e-05,6.7535603475568345e-09,6.048552910395972e-08,5.879298736203856e-08,8.88207276869499e-11,8.070333718797846e-06,1.0334898813414612e-10,1.432737921526997e-06,3.5743238311510772e-12,1.5123190031447413e-07,2.3704991645363154e-10
